MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/stick-pull-v1/Iteration,MetaTest/stick-pull-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/stick-pull-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/stick-pull-v1/TerminationRate,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/stick-pull-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/stick-pull-v1/StdReturn
10,0.0,-70.32533096670622,0.0,44,-43.06210336807639,1280000,-70.32533096670623,-96.28713218368873,-43.06210336807639,-96.28713218368873,0.0,17.39808341655702,10,0.0,-70.32533096670622,-70.32533096670623,44,17.39808341655702
10,0.0,-87.4514957783885,0.0,45,-58.93569424924662,1304000,-87.45149577838852,-106.38109266425201,-58.93569424924662,-106.38109266425201,0.0,13.213856506358413,10,0.0,-87.4514957783885,-87.45149577838852,45,13.213856506358413
10,0.0,-79.9488956010924,0.0,46,-52.18142217929241,1328000,-79.9488956010924,-107.55389813493387,-52.18142217929241,-107.55389813493387,0.0,19.700967781107863,10,0.0,-79.9488956010924,-79.9488956010924,46,19.700967781107863
10,0.0,-65.38347028108146,0.0,47,-17.842903269034437,1352000,-65.38347028108143,-92.68963333575324,-17.842903269034437,-92.68963333575324,0.0,21.127328182784183,10,0.0,-65.38347028108146,-65.38347028108143,47,21.127328182784183
10,0.0,-47.46768957470114,0.0,48,-37.03770932482355,1376000,-47.46768957470113,-58.17673751625853,-37.03770932482355,-58.17673751625853,0.0,6.329324252276899,10,0.0,-47.46768957470114,-47.46768957470113,48,6.329324252276899
10,0.0,-61.381646100176894,0.0,49,-46.8714296379357,1400000,-61.381646100176894,-99.76650160738536,-46.8714296379357,-99.76650160738536,0.0,15.419969797707845,10,0.0,-61.381646100176894,-61.381646100176894,49,15.419969797707845
10,0.0,-56.26935323632474,0.0,50,-21.178016704626888,1424000,-56.26935323632474,-67.33705829766379,-21.178016704626888,-67.33705829766379,0.0,12.790038213519843,10,0.0,-56.26935323632474,-56.26935323632474,50,12.790038213519843
10,0.0,-46.96516681006246,0.0,51,-32.58117836388387,1448000,-46.96516681006246,-56.00854002217556,-32.58117836388387,-56.00854002217556,0.0,7.37172222265973,10,0.0,-46.96516681006246,-46.96516681006246,51,7.37172222265973
10,0.0,-51.891838611787975,0.0,52,-37.4513091674773,1472000,-51.89183861178797,-91.23537479694079,-37.4513091674773,-91.23537479694079,0.0,14.713698111598497,10,0.0,-51.891838611787975,-51.89183861178797,52,14.713698111598497
10,0.0,-69.67284633110395,0.0,53,-55.600119604641996,1496000,-69.67284633110398,-107.4334898706832,-55.600119604641996,-107.4334898706832,0.0,15.66390840499963,10,0.0,-69.67284633110395,-69.67284633110398,53,15.66390840499963
10,0.0,-62.873127821014144,0.0,54,-49.672855439257084,1520000,-62.873127821014144,-69.29312965862015,-49.672855439257084,-69.29312965862015,0.0,6.1438486203673035,10,0.0,-62.873127821014144,-62.873127821014144,54,6.1438486203673035
10,0.0,-49.13631170372692,0.0,55,-28.16676905587648,1544000,-49.13631170372691,-72.11797205690003,-28.16676905587648,-72.11797205690003,0.0,13.526626475767364,10,0.0,-49.13631170372692,-49.13631170372691,55,13.526626475767364
10,0.0,-43.85171102908477,0.0,56,-30.562921583704725,1568000,-43.851711029084754,-54.999803938494864,-30.562921583704725,-54.999803938494864,0.0,7.774666264559685,10,0.0,-43.85171102908477,-43.851711029084754,56,7.774666264559685
10,0.0,-49.944323002450986,0.0,57,-34.8405078843284,1592000,-49.94432300245097,-57.246038425054216,-34.8405078843284,-57.246038425054216,0.0,6.45726177646819,10,0.0,-49.944323002450986,-49.94432300245097,57,6.45726177646819
10,0.0,-39.58841211303299,0.0,58,-17.40774547090782,1616000,-39.588412113033,-55.07265916554457,-17.40774547090782,-55.07265916554457,0.0,10.497907492392372,10,0.0,-39.58841211303299,-39.588412113033,58,10.497907492392372
10,0.0,-43.72914409007281,0.0,59,-20.844894939382424,1640000,-43.72914409007281,-58.41112464715167,-20.844894939382424,-58.41112464715167,0.0,11.318794179810144,10,0.0,-43.72914409007281,-43.72914409007281,59,11.318794179810144
10,0.0,-51.563982314882665,0.0,60,-38.2449757505208,1664000,-51.563982314882665,-64.2707592684828,-38.2449757505208,-64.2707592684828,0.0,8.026653738180748,10,0.0,-51.563982314882665,-51.563982314882665,60,8.026653738180748
10,0.0,-50.38262091983104,0.0,61,-16.69038905348116,1688000,-50.38262091983106,-73.84832598181028,-16.69038905348116,-73.84832598181028,0.0,14.790048486378238,10,0.0,-50.38262091983104,-50.38262091983106,61,14.790048486378238
10,0.0,-46.101943953968046,0.0,62,-26.30281462036106,1712000,-46.10194395396805,-55.178022168247146,-26.30281462036106,-55.178022168247146,0.0,9.737116492012083,10,0.0,-46.101943953968046,-46.10194395396805,62,9.737116492012083
10,0.0,-60.870424758224715,0.0,63,-30.190646238442014,1736000,-60.870424758224736,-112.9081207813451,-30.190646238442014,-112.9081207813451,0.0,19.630032316108696,10,0.0,-60.870424758224715,-60.870424758224736,63,19.630032316108696
10,0.0,-33.04639763428267,0.0,64,-20.682136365313802,1760000,-33.04639763428266,-42.7022242315082,-20.682136365313802,-42.7022242315082,0.0,5.894160591084968,10,0.0,-33.04639763428267,-33.04639763428266,64,5.894160591084968
10,0.0,-78.32979448839127,0.0,65,-51.55916665977505,1784000,-78.32979448839124,-87.64185875165366,-51.55916665977505,-87.64185875165366,0.0,9.670298513157709,10,0.0,-78.32979448839127,-78.32979448839124,65,9.670298513157709
10,0.0,-44.36268088925056,0.0,66,-16.79402756899362,1808000,-44.36268088925057,-89.08717639549307,-16.79402756899362,-89.08717639549307,0.0,20.701087698045527,10,0.0,-44.36268088925056,-44.36268088925057,66,20.701087698045527
10,0.0,-53.06123319426051,0.0,67,-30.144704185891513,1832000,-53.06123319426051,-111.44760727766764,-30.144704185891513,-111.44760727766764,0.0,24.813903183910742,10,0.0,-53.06123319426051,-53.06123319426051,67,24.813903183910742
10,0.0,-56.17161932851296,0.0,68,-35.55806307069715,1856000,-56.17161932851295,-69.32718796310614,-35.55806307069715,-69.32718796310614,0.0,11.9038112531424,10,0.0,-56.17161932851296,-56.17161932851295,68,11.9038112531424
10,0.0,-58.915235154936624,0.0,69,-35.36956097420659,1880000,-58.91523515493661,-71.08857522923388,-35.36956097420659,-71.08857522923388,0.0,10.247098608932317,10,0.0,-58.915235154936624,-58.91523515493661,69,10.247098608932317
10,0.0,-32.629045428757294,0.0,70,-25.568889401249464,1904000,-32.629045428757294,-44.036612038544945,-25.568889401249464,-44.036612038544945,0.0,5.261968118628077,10,0.0,-32.629045428757294,-32.629045428757294,70,5.261968118628077
10,0.0,-25.239847680474917,0.0,71,-18.97745946612823,1928000,-25.239847680474906,-34.25608520155953,-18.97745946612823,-34.25608520155953,0.0,5.357542631171586,10,0.0,-25.239847680474917,-25.239847680474906,71,5.357542631171586
10,0.0,-27.454870756192953,0.0,72,-19.151316243982034,1952000,-27.454870756192957,-35.043405026488706,-19.151316243982034,-35.043405026488706,0.0,4.637114856704865,10,0.0,-27.454870756192953,-27.454870756192957,72,4.637114856704865
10,0.0,-39.38394959210736,0.0,73,-10.265430680361208,1976000,-39.38394959210737,-72.48120689552678,-10.265430680361208,-72.48120689552678,0.0,23.29404868190818,10,0.0,-39.38394959210736,-39.38394959210737,73,23.29404868190818
10,0.0,-25.44501825578201,0.0,74,-17.817348577222702,2000000,-25.44501825578201,-30.427684891979805,-17.817348577222702,-30.427684891979805,0.0,3.646656559977005,10,0.0,-25.44501825578201,-25.44501825578201,74,3.646656559977005
10,0.0,-28.744655801972442,0.0,75,-23.677277875901126,2024000,-28.744655801972442,-32.449515400113796,-23.677277875901126,-32.449515400113796,0.0,2.8429760748340924,10,0.0,-28.744655801972442,-28.744655801972442,75,2.8429760748340924
10,0.0,-28.66204314667462,0.0,76,-21.76217082994364,2048000,-28.662043146674627,-35.9415414129432,-21.76217082994364,-35.9415414129432,0.0,4.489256114406863,10,0.0,-28.66204314667462,-28.662043146674627,76,4.489256114406863
10,0.0,-37.06029430087214,0.0,77,-33.98695156101344,2072000,-37.06029430087214,-41.65389977907782,-33.98695156101344,-41.65389977907782,0.0,2.5132812259965336,10,0.0,-37.06029430087214,-37.06029430087214,77,2.5132812259965336
10,0.0,-28.910338277630064,0.0,78,-19.511312556703775,2096000,-28.910338277630064,-41.639184889656114,-19.511312556703775,-41.639184889656114,0.0,5.90744359288393,10,0.0,-28.910338277630064,-28.910338277630064,78,5.90744359288393
10,0.0,-26.714886998144756,0.0,79,-18.11180448939867,2120000,-26.714886998144756,-33.8059255861513,-18.11180448939867,-33.8059255861513,0.0,4.505515791604678,10,0.0,-26.714886998144756,-26.714886998144756,79,4.505515791604678
10,0.0,-32.27578015924158,0.0,80,-26.331515434924622,2144000,-32.27578015924157,-37.17365882359078,-26.331515434924622,-37.17365882359078,0.0,3.4348720465019325,10,0.0,-32.27578015924158,-32.27578015924157,80,3.4348720465019325
10,0.0,-16.23261522897203,0.0,81,-9.325732970254867,2168000,-16.23261522897202,-24.145934274064604,-9.325732970254867,-24.145934274064604,0.0,4.816297236870839,10,0.0,-16.23261522897203,-16.23261522897202,81,4.816297236870839
10,0.0,-29.4592339310753,0.0,82,-25.73595970104128,2192000,-29.45923393107531,-33.48010796575827,-25.73595970104128,-33.48010796575827,0.0,2.230160555966463,10,0.0,-29.4592339310753,-29.45923393107531,82,2.230160555966463
10,0.0,-29.065469904798885,0.0,83,-16.425037403517084,2216000,-29.065469904798892,-40.570721428472055,-16.425037403517084,-40.570721428472055,0.0,8.453708060917652,10,0.0,-29.065469904798885,-29.065469904798892,83,8.453708060917652
10,0.0,-50.8864550336357,0.0,84,-30.93133591396983,2240000,-50.8864550336357,-106.15693374372971,-30.93133591396983,-106.15693374372971,0.0,19.84580023451333,10,0.0,-50.8864550336357,-50.8864550336357,84,19.84580023451333
10,0.0,-40.15635827365417,0.0,85,-29.164959348973195,2264000,-40.15635827365416,-48.95932109833133,-29.164959348973195,-48.95932109833133,0.0,5.331644560479204,10,0.0,-40.15635827365417,-40.15635827365416,85,5.331644560479204
10,0.0,-46.890720065763304,0.0,86,-15.397449989018032,2288000,-46.89072006576329,-63.41451157723642,-15.397449989018032,-63.41451157723642,0.0,12.671444421094577,10,0.0,-46.890720065763304,-46.89072006576329,86,12.671444421094577
10,0.0,-31.27250049163502,0.0,87,-18.907138494742238,2312000,-31.27250049163502,-48.61661817275434,-18.907138494742238,-48.61661817275434,0.0,9.625065128468416,10,0.0,-31.27250049163502,-31.27250049163502,87,9.625065128468416
10,0.0,-23.261617562788864,0.0,88,-13.547943520413403,2336000,-23.261617562788857,-34.13605633402851,-13.547943520413403,-34.13605633402851,0.0,5.959966237988522,10,0.0,-23.261617562788864,-23.261617562788857,88,5.959966237988522
10,0.0,-31.00626044458782,0.0,89,-15.965814385241922,2360000,-31.006260444587827,-50.65365760807241,-15.965814385241922,-50.65365760807241,0.0,9.918513785851646,10,0.0,-31.00626044458782,-31.006260444587827,89,9.918513785851646
10,0.0,-15.905592070682298,0.0,90,-5.684798026522056,2384000,-15.9055920706823,-30.32561916786141,-5.684798026522056,-30.32561916786141,0.0,7.24918770013676,10,0.0,-15.905592070682298,-15.9055920706823,90,7.24918770013676
10,0.0,-20.517575225271578,0.0,91,-9.39624354392428,2408000,-20.517575225271575,-46.22732425558729,-9.39624354392428,-46.22732425558729,0.0,10.98688334194418,10,0.0,-20.517575225271578,-20.517575225271575,91,10.98688334194418
10,0.0,-21.74757320944983,0.0,92,-4.781459293959798,2432000,-21.747573209449833,-34.470247441771626,-4.781459293959798,-34.470247441771626,0.0,8.413997231235818,10,0.0,-21.74757320944983,-21.747573209449833,92,8.413997231235818
10,0.0,73.75930163676306,0.0,93,504.0236003223857,2456000,73.75930163676301,-95.71430341256305,504.0236003223857,-95.71430341256305,0.0,222.03271122385817,10,0.0,73.75930163676306,73.75930163676301,93,222.03271122385817
10,0.0,-80.82302094191188,0.0,94,-72.06669144859453,2480000,-80.8230209419119,-86.71286332666648,-72.06669144859453,-86.71286332666648,0.0,3.8647463175113272,10,0.0,-80.82302094191188,-80.8230209419119,94,3.8647463175113272
10,0.0,-28.469561741188112,0.0,95,34.52765742268287,2504000,-28.469561741188095,-129.45544791642118,34.52765742268287,-129.45544791642118,0.0,38.23132630501709,10,0.0,-28.469561741188112,-28.469561741188095,95,38.23132630501709
10,0.0,-51.83697090047737,0.0,96,-39.91087895418262,2528000,-51.83697090047739,-61.541753706761085,-39.91087895418262,-61.541753706761085,0.0,8.036647586032046,10,0.0,-51.83697090047737,-51.83697090047739,96,8.036647586032046
10,0.0,-30.85729258020239,0.0,97,-16.08906882929879,2552000,-30.85729258020239,-57.189942359900535,-16.08906882929879,-57.189942359900535,0.0,13.55676126586611,10,0.0,-30.85729258020239,-30.85729258020239,97,13.55676126586611
10,0.0,-26.440819428584263,0.0,98,-11.647114442957175,2576000,-26.440819428584263,-70.04440852415885,-11.647114442957175,-70.04440852415885,0.0,15.947487535382937,10,0.0,-26.440819428584263,-26.440819428584263,98,15.947487535382937
10,0.0,-33.345310236389615,0.0,99,-8.778592027114282,2600000,-33.34531023638961,-55.9151090822263,-8.778592027114282,-55.9151090822263,0.0,14.896728078337759,10,0.0,-33.345310236389615,-33.34531023638961,99,14.896728078337759
