MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-side-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss
10,-69.4810224557281,10,745217.4,-69.4810224557281,-71.56401778529374,-70.16943117431819,0.0,464000,0.0,-71.56401778529374,-70.16943117431823,0.7924731825655418,0.0,nan,0.7924731825655418,10,0.0,-70.16943117431823,10,-70.16943117431819,14808.716,-3.657477,-2564.4446
11,-56.230798749651626,10,25266.322,-56.230798749651626,-83.09391301752309,-64.40775535181747,0.0,488000,0.0,-83.09391301752309,-64.40775535181746,9.623781844509992,0.0,nan,9.623781844509992,11,0.0,-64.40775535181746,10,-64.40775535181747,948.56335,-5.8143506,-6530.166
12,-21.53846575705698,10,1350171.2,-21.53846575705698,-65.05481983871812,-44.92594601538154,0.0,512000,0.0,-65.05481983871812,-44.92594601538155,9.78897200387608,0.0,nan,9.78897200387608,12,0.0,-44.92594601538155,10,-44.92594601538154,22597.035,-1.7754102,-175.53775
13,-39.782688982165254,10,30526.242,-39.782688982165254,-66.34511131078719,-54.41074443343032,0.0,536000,0.0,-66.34511131078719,-54.41074443343032,8.487880402108392,0.0,nan,8.487880402108392,13,0.0,-54.41074443343032,10,-54.41074443343032,40115.72,1.8524307,355.04846
14,-13.603429345745012,10,22142.11,-13.603429345745012,-63.306751439429604,-33.976163223198135,0.0,560000,0.0,-63.306751439429604,-33.97616322319813,15.540432397149166,0.0,nan,15.540432397149166,14,0.0,-33.97616322319813,10,-33.976163223198135,177.61221,-2.4044523,-3473.148
15,46768.24853343072,10,22946.572,46768.24853343072,-69.60565069536905,4683.564443219726,0.0,584000,0.0,-69.60565069536905,4683.56444321973,14028.886544831,0.0,nan,14028.886544831,15,0.0,4683.56444321973,10,4683.564443219726,378.76328,0.32925597,-2413.9724
16,-16.336395299102826,10,31406.621,-16.336395299102826,-20.471566514739564,-17.77130809106597,0.0,608000,0.0,-20.471566514739564,-17.77130809106597,1.3497427371291177,0.0,nan,1.3497427371291177,16,0.0,-17.77130809106597,10,-17.77130809106597,670.50916,2.5329697,-558.9131
17,-67.89551620154079,10,80104.734,-67.89551620154079,-70.2502228166738,-69.97883203350376,0.0,632000,0.0,-70.2502228166738,-69.97883203350374,0.7001297447737931,0.0,nan,0.7001297447737931,17,0.0,-69.97883203350374,10,-69.97883203350376,5287.4746,2.431087,3636.1375
18,-16.842801664064083,10,59725.477,-16.842801664064083,-58.55918794214847,-33.25006777302168,0.0,656000,0.0,-58.55918794214847,-33.25006777302168,16.56612785275098,0.0,nan,16.56612785275098,18,0.0,-33.25006777302168,10,-33.25006777302168,15532.969,2.1292238,7681.407
19,-17.72892745302303,10,37900.215,-17.72892745302303,-62.01153245368584,-25.914376875324614,0.0,680000,0.0,-62.01153245368584,-25.91437687532461,12.715321569193135,0.0,nan,12.715321569193135,19,0.0,-25.91437687532461,10,-25.914376875324614,315.07974,-1.9526013,-2657.3826
20,0.5291904822365283,10,2379661.2,0.5291904822365283,-25.810417001892045,-19.96599046528035,0.0,704000,0.0,-25.810417001892045,-19.965990465280345,7.757967146651832,0.0,nan,7.757967146651832,20,0.0,-19.965990465280345,10,-19.96599046528035,55463.76,0.5296111,-779.794
21,11574.433102666133,10,110469.57,11574.433102666133,-63.03730921795842,1895.3169937984287,0.0,728000,0.0,-63.03730921795842,1895.3169937984287,3594.406354487336,0.0,nan,3594.406354487336,21,0.0,1895.3169937984287,10,1895.3169937984287,30868.523,2.3457599,5309.107
22,-16.669821632768922,10,60693.77,-16.669821632768922,-18.43931258099578,-17.222239608691936,0.0,752000,0.0,-18.43931258099578,-17.222239608691936,0.5366071571614983,0.0,nan,0.5366071571614983,22,0.0,-17.222239608691936,10,-17.222239608691936,1072.8413,0.7198469,643.01105
23,418.8229064894843,10,66197.4,418.8229064894843,-83.26659317056345,14.755114814107909,0.0,776000,0.0,-83.26659317056345,14.755114814107932,136.6201439848849,0.0,nan,136.6201439848849,23,0.0,14.755114814107932,10,14.755114814107909,569.72534,0.9937893,-21.379192
24,12640.042108206133,10,94742.44,12640.042108206133,-25.966980934210543,1971.9962299004394,0.0,800000,0.0,-25.966980934210543,1971.9962299004387,4041.9198768012393,0.0,nan,4041.9198768012393,24,0.0,1971.9962299004387,10,1971.9962299004394,1188.6982,1.1191326,-159.3207
25,20111.847521457254,10,107734.305,20111.847521457254,-64.28489764606708,3159.1716196780535,0.0,824000,0.0,-64.28489764606708,3159.171619678055,6633.793287806455,0.0,nan,6633.793287806455,25,0.0,3159.171619678055,10,3159.1716196780535,740.9877,-0.141156,-1159.9104
26,813.2979372780777,10,137864.92,813.2979372780777,-39.44685813054552,63.43293126073324,0.0,848000,0.0,-39.44685813054552,63.43293126073324,250.04930156412846,0.0,nan,250.04930156412846,26,0.0,63.43293126073324,10,63.43293126073324,2580.1582,-1.6542519,-2270.2734
27,1746.7745777084797,10,125280.39,1746.7745777084797,-21.479649286482392,189.83356798402542,0.0,872000,0.0,-21.479649286482392,189.83356798402536,526.9685745584738,0.0,nan,526.9685745584738,27,0.0,189.83356798402536,10,189.83356798402542,950.5287,-1.6485239,-2071.189
28,-16.43097569444283,10,103724.62,-16.43097569444283,-51.46820440413289,-28.50237469837478,0.0,896000,0.0,-51.46820440413289,-28.502374698374787,10.941605726586483,0.0,nan,10.941605726586483,28,0.0,-28.502374698374787,10,-28.50237469837478,1440.1516,0.4524762,-231.54312
29,-26.85600651290416,10,153548.12,-26.85600651290416,-64.65225821233135,-41.86696486027158,0.0,920000,0.0,-64.65225821233135,-41.86696486027153,15.391932128079617,0.0,nan,15.391932128079617,29,0.0,-41.86696486027153,10,-41.86696486027158,253.3499,-3.638231,-5243.949
30,-17.803072356056973,10,165018.4,-17.803072356056973,-53.78928882028425,-24.36495407207467,0.0,944000,0.0,-53.78928882028425,-24.36495407207466,10.105892823575276,0.0,nan,10.105892823575276,30,0.0,-24.36495407207466,10,-24.36495407207467,93.12873,-5.3880773,-7033.918
31,-18.758449504540557,10,144043.34,-18.758449504540557,-55.37149771429269,-37.88613928425262,0.0,968000,0.0,-55.37149771429269,-37.88613928425265,11.252417058384502,0.0,nan,11.252417058384502,31,0.0,-37.88613928425265,10,-37.88613928425262,61.09097,-5.8131933,-5988.773
32,-17.821858614008292,10,181277.98,-17.821858614008292,-40.89840484764763,-30.795554215437527,0.0,992000,0.0,-40.89840484764763,-30.795554215437527,7.181941139133662,0.0,nan,7.181941139133662,32,0.0,-30.795554215437527,10,-30.795554215437527,47.906296,-5.678053,-6467.4346
33,3901.352407319528,10,232885.47,3901.352407319528,-69.18362381897356,546.3053130783289,0.0,1016000,0.0,-69.18362381897356,546.3053130783293,1248.2190743511965,0.0,nan,1248.2190743511965,33,0.0,546.3053130783293,10,546.3053130783289,78.3931,-5.22783,-6690.9766
34,54475.286392540016,10,329674.4,54475.286392540016,-15.18865679904307,7606.880705359181,0.0,1040000,0.0,-15.18865679904307,7606.880705359179,15987.50953431895,0.1,nan,15987.50953431895,34,0.1,7606.880705359179,10,7606.880705359181,73.957535,-6.459287,-8939.869
35,83135.33801856168,10,446968.9,83135.33801856168,-8.193993748001414,18163.68833972806,0.0,1064000,0.0,-8.193993748001414,18163.68833972807,28562.165580330475,0.0,nan,28562.165580330475,35,0.0,18163.68833972807,10,18163.68833972806,57.073433,-6.916983,-11968.609
36,47303.061228164646,10,772358.1,47303.061228164646,-40.743027881220414,8154.881540957818,0.0,1088000,0.0,-40.743027881220414,8154.881540957815,15148.435684137045,0.0,nan,15148.435684137045,36,0.0,8154.881540957815,10,8154.881540957818,46.96315,-8.765264,-16801.756
37,54530.619372016314,10,1160841.8,54530.619372016314,1.9981824360167388,9879.795960112187,0.0,1112000,0.0,1.9981824360167388,9879.795960112187,15521.093913190081,0.0,nan,15521.093913190081,37,0.0,9879.795960112187,10,9879.795960112187,35.49824,-9.129859,-22148.389
38,51895.60835098871,10,1439572.2,51895.60835098871,10.092652580613592,10082.020424561453,0.0,1136000,0.0,10.092652580613592,10082.020424561455,15208.901993584444,0.0,nan,15208.901993584444,38,0.0,10082.020424561455,10,10082.020424561453,34.470158,-8.967209,-25035.752
39,17090.19010589019,10,1546960.5,17090.19010589019,-69.93347740925533,2940.4520544148318,0.0,1160000,0.0,-69.93347740925533,2940.4520544148318,5683.959468294277,0.0,nan,5683.959468294277,39,0.0,2940.4520544148318,10,2940.4520544148318,65.46932,-9.560834,-25281.432
40,112.69141078409713,10,1599967.5,112.69141078409713,-61.99189248742854,4.505137154008001,0.0,1184000,0.0,-61.99189248742854,4.505137154007988,51.98039093941194,0.0,nan,51.98039093941194,40,0.0,4.505137154007988,10,4.505137154008001,533.3264,-10.05157,-24773.496
41,33370.534783145886,10,1875384.9,33370.534783145886,-77.73006262511169,6021.051342820088,0.0,1208000,0.0,-77.73006262511169,6021.0513428200875,12004.948486109028,0.0,nan,12004.948486109028,41,0.0,6021.0513428200875,10,6021.051342820088,533.17615,-9.733594,-26849.736
42,9882.966748023071,10,1863588.4,9882.966748023071,-56.252802846680716,1581.8371931877912,0.0,1232000,0.0,-56.252802846680716,1581.837193187792,3039.9894057827346,0.0,nan,3039.9894057827346,42,0.0,1581.837193187792,10,1581.8371931877912,311.80167,-9.40116,-29148.324
43,59370.907889641145,10,1679148.9,59370.907889641145,-22.527083049476026,18640.890010575047,0.0,1256000,0.0,-22.527083049476026,18640.89001057504,23083.77482142174,0.0,nan,23083.77482142174,43,0.0,18640.89001057504,10,18640.890010575047,103.53588,-9.090933,-25818.92
44,22650.89452422202,10,1794419.8,22650.89452422202,-33.84218086071853,2272.218446035088,0.0,1280000,0.0,-33.84218086071853,2272.218446035088,6793.066250543688,0.0,nan,6793.066250543688,44,0.0,2272.218446035088,10,2272.218446035088,61.109493,-9.508259,-26245.383
45,42562.01852537538,10,1090483.2,42562.01852537538,-41.95381797901039,4709.296689530726,0.0,1304000,0.0,-41.95381797901039,4709.296689530727,12690.285154315747,0.0,nan,12690.285154315747,45,0.0,4709.296689530727,10,4709.296689530726,2535.0789,-5.7941647,-11702.15
46,-39.23910930553147,10,1059563.1,-39.23910930553147,-42.14463487002263,-41.24945244222586,0.0,1328000,0.0,-42.14463487002263,-41.24945244222586,0.86872947466135,0.0,nan,0.86872947466135,46,0.0,-41.24945244222586,10,-41.24945244222586,3690.9653,-5.9892716,-8767.188
47,28217.79777276183,10,1284941.9,28217.79777276183,-62.3350775113306,2784.379844106528,0.0,1352000,0.0,-62.3350775113306,2784.37984410653,8477.822431557912,0.0,nan,8477.822431557912,47,0.0,2784.37984410653,10,2784.379844106528,7906.517,-7.7481785,-17673.676
48,36817.06009305722,10,1060860.8,36817.06009305722,-72.57148207106984,3924.3305349513307,0.0,1376000,0.0,-72.57148207106984,3924.3305349513334,10985.606481191313,0.0,nan,10985.606481191313,48,0.0,3924.3305349513334,10,3924.3305349513307,6980.246,-6.8873672,-14463.799
49,27705.857323054723,10,1063982.8,27705.857323054723,-79.95220301860022,3914.2682416108814,0.0,1400000,0.0,-79.95220301860022,3914.2682416108823,8374.767104767692,0.0,nan,8374.767104767692,49,0.0,3914.2682416108823,10,3914.2682416108814,4226.296,-6.1969757,-12722.74
50,17656.13984695996,10,1346286.1,17656.13984695996,-71.50360291717914,4784.381801498281,0.0,1424000,0.0,-71.50360291717914,4784.381801498279,6496.643482151053,0.0,nan,6496.643482151053,50,0.0,4784.381801498279,10,4784.381801498281,4745.0205,-7.595996,-16236.482
51,35273.594532192044,10,960552.4,35273.594532192044,-101.97013824440417,4209.840526915611,0.0,1448000,0.0,-101.97013824440417,4209.84052691561,10447.910783580925,0.0,nan,10447.910783580925,51,0.0,4209.84052691561,10,4209.840526915611,2853.9211,-6.4872656,-10318.52
52,38215.713666678625,10,1025837.56,38215.713666678625,26.180741670726444,8421.048007830253,0.0,1472000,0.0,26.180741670726444,8421.048007830255,13985.05049117174,0.0,nan,13985.05049117174,52,0.0,8421.048007830255,10,8421.048007830253,6010.869,-6.0993505,-10316.032
53,88881.58517027952,10,1450922.1,88881.58517027952,47.31084178092641,31673.082822273653,0.0,1496000,0.0,47.31084178092641,31673.08282227365,29032.162968349046,0.0,nan,29032.162968349046,53,0.0,31673.08282227365,10,31673.082822273653,1246.113,-8.360843,-18932.672
54,35883.01406964324,10,1506810.8,35883.01406964324,141.03748652591324,7399.479511287884,0.0,1520000,0.0,141.03748652591324,7399.4795112878855,12924.622583838853,0.0,nan,12924.622583838853,54,0.0,7399.4795112878855,10,7399.479511287884,1188.6362,-8.771573,-21903.26
55,41444.8190847419,10,1660512.9,41444.8190847419,32.382586142037944,11655.014848111914,0.0,1544000,0.0,32.382586142037944,11655.014848111914,15619.724738699824,0.0,nan,15619.724738699824,55,0.0,11655.014848111914,10,11655.014848111914,993.22925,-8.516024,-26194.832
56,62243.62771093384,10,1966718.8,62243.62771093384,146.2011440545993,14875.948748023982,0.0,1568000,0.0,146.2011440545993,14875.948748023982,21207.56665350592,0.1,nan,21207.56665350592,56,0.1,14875.948748023982,10,14875.948748023982,787.8958,-8.7060375,-32591.248
57,44118.296615584826,10,2026478.5,44118.296615584826,255.51999934364184,12201.073418016924,0.0,1592000,0.0,255.51999934364184,12201.073418016924,13989.744446685541,0.0,nan,13989.744446685541,57,0.0,12201.073418016924,10,12201.073418016924,465.84894,-9.075117,-33684.24
58,36477.77904545458,10,1988736.8,36477.77904545458,-12.869151080667706,12367.555750404435,0.0,1616000,0.0,-12.869151080667706,12367.55575040443,14460.94950660575,0.0,nan,14460.94950660575,58,0.0,12367.55575040443,10,12367.555750404435,661.0076,-9.470268,-32943.285
59,54478.26750551338,10,2033562.1,54478.26750551338,13.807847076434115,17230.482174303215,0.0,1640000,0.0,13.807847076434115,17230.482174303215,19003.69633148512,0.0,nan,19003.69633148512,59,0.0,17230.482174303215,10,17230.482174303215,537.981,-9.974109,-34069.77
60,34606.70982969064,10,1990848.8,34606.70982969064,23.915578009816763,10970.460573275337,0.0,1664000,0.0,23.915578009816763,10970.460573275337,9818.477014190952,0.0,nan,9818.477014190952,60,0.0,10970.460573275337,10,10970.460573275337,673.4024,-10.577173,-32937.168
61,59436.43897714538,10,2022447.9,59436.43897714538,-39.70402685289407,12615.388865726654,0.0,1688000,0.0,-39.70402685289407,12615.388865726647,21483.56371557622,0.0,nan,21483.56371557622,61,0.0,12615.388865726647,10,12615.388865726654,764.6286,-10.608894,-32662.818
62,34484.43109500382,10,2228604.0,34484.43109500382,18.218213160506988,8061.779907043849,0.0,1712000,0.0,18.218213160506988,8061.7799070438505,10913.367608613427,0.1,nan,10913.367608613427,62,0.1,8061.7799070438505,10,8061.779907043849,649.26874,-10.5231285,-36104.973
63,11118.22716848021,10,2288742.8,11118.22716848021,75.21417566939829,5757.446899736578,0.0,1736000,0.0,75.21417566939829,5757.446899736577,3895.5707532305423,0.1,nan,3895.5707532305423,63,0.1,5757.446899736577,10,5757.446899736578,1172.4388,-10.841092,-35494.7
64,53880.669395127166,10,2240716.2,53880.669395127166,-12.960222550557203,15759.866608701273,0.0,1760000,0.0,-12.960222550557203,15759.866608701272,19407.801965086717,0.0,nan,19407.801965086717,64,0.0,15759.866608701272,10,15759.866608701273,1003.6704,-11.004707,-35475.703
65,41442.06254549846,10,2209147.2,41442.06254549846,-6.3452121825974785,23077.55613573756,0.0,1784000,0.0,-6.3452121825974785,23077.556135737563,15341.125436465409,0.0,nan,15341.125436465409,65,0.0,23077.556135737563,10,23077.55613573756,1106.8274,-10.919174,-36062.453
66,57125.5934320041,10,2231289.2,57125.5934320041,62.885241619912726,14579.916409721967,0.0,1808000,0.0,62.885241619912726,14579.916409721962,19582.802133963447,0.0,nan,19582.802133963447,66,0.0,14579.916409721962,10,14579.916409721967,794.9558,-11.229412,-36874.85
67,65038.41801688423,10,2398037.0,65038.41801688423,110.42668924317098,13277.280050027122,0.0,1832000,0.0,110.42668924317098,13277.28005002712,20848.3182388153,0.0,nan,20848.3182388153,67,0.0,13277.28005002712,10,13277.280050027122,792.8738,-11.171439,-39590.527
68,56200.50298748979,10,2484552.5,56200.50298748979,23.689843334781976,10417.338460564493,0.0,1856000,0.0,23.689843334781976,10417.338460564491,15830.343250050166,0.0,nan,15830.343250050166,68,0.0,10417.338460564491,10,10417.338460564493,833.5761,-11.099265,-40005.957
69,35385.08637332497,10,2506228.2,35385.08637332497,5.235649684741337,9045.841818377643,0.0,1880000,0.0,5.235649684741337,9045.841818377641,11688.979293649065,0.0,nan,11688.979293649065,69,0.0,9045.841818377641,10,9045.841818377643,767.72314,-10.850461,-41225.434
70,51644.40802664387,10,2560385.5,51644.40802664387,1067.255912809344,10197.349655024402,0.0,1904000,0.0,1067.255912809344,10197.349655024405,14975.877061842162,0.0,nan,14975.877061842162,70,0.0,10197.349655024405,10,10197.349655024402,576.0389,-10.655956,-43303.105
71,56126.98324136947,10,2613984.5,56126.98324136947,91.53281956349095,17411.454895173658,0.0,1928000,0.0,91.53281956349095,17411.454895173654,19157.702623728026,0.1,nan,19157.702623728026,71,0.1,17411.454895173654,10,17411.454895173658,565.8544,-10.541306,-44154.36
72,59840.273040355154,10,2653183.8,59840.273040355154,838.3088242047988,20127.45154861342,0.0,1952000,0.0,838.3088242047988,20127.451548613426,20684.080666075344,0.0,nan,20684.080666075344,72,0.0,20127.451548613426,10,20127.45154861342,495.86835,-10.652762,-43957.12
73,79356.34403207355,10,2474049.0,79356.34403207355,17.94381951775925,18191.121170486833,0.0,1976000,0.0,17.94381951775925,18191.121170486826,27145.904075150764,0.0,nan,27145.904075150764,73,0.0,18191.121170486826,10,18191.121170486833,591.05524,-11.031345,-42123.152
74,72837.15499281116,10,2484584.0,72837.15499281116,432.5782482274471,26437.917553153697,0.0,2000000,0.0,432.5782482274471,26437.91755315371,25787.762319627203,0.0,nan,25787.762319627203,74,0.0,26437.91755315371,10,26437.917553153697,534.3899,-10.9509115,-42779.812
75,59118.58285414975,10,2465458.2,59118.58285414975,146.13652022186633,8877.589393495251,0.0,2024000,0.0,146.13652022186633,8877.58939349525,17208.892145538786,0.0,nan,17208.892145538786,75,0.0,8877.58939349525,10,8877.589393495251,601.8963,-10.983355,-42827.895
76,88699.01426830987,10,2517971.8,88699.01426830987,225.35833185719764,22439.299195897413,0.0,2048000,0.0,225.35833185719764,22439.299195897423,27521.70549068935,0.0,nan,27521.70549068935,76,0.0,22439.299195897423,10,22439.299195897413,526.3081,-11.120682,-44348.977
77,17637.618920512876,10,2645693.5,17637.618920512876,100.45473367172602,4277.896152095209,0.0,2072000,0.0,100.45473367172602,4277.896152095209,5461.382793855675,0.0,nan,5461.382793855675,77,0.0,4277.896152095209,10,4277.896152095209,453.22906,-11.352347,-45934.867
78,85869.51775286901,10,2751572.5,85869.51775286901,31.411141577824285,29477.53686430722,0.0,2096000,0.0,31.411141577824285,29477.536864307214,28923.168521843818,0.1,nan,28923.168521843818,78,0.1,29477.536864307214,10,29477.53686430722,721.2815,-11.556342,-46793.61
79,112913.02086143759,10,2795227.5,112913.02086143759,127.42030721691296,24192.499363594874,0.0,2120000,0.0,127.42030721691296,24192.499363594885,33018.584655324834,0.3,nan,33018.584655324834,79,0.3,24192.499363594885,10,24192.499363594874,415.1751,-11.626455,-48216.793
80,59486.482245780535,10,2840637.2,59486.482245780535,17.512552320272246,19553.066287832386,0.0,2144000,0.0,17.512552320272246,19553.066287832386,21522.61563386102,0.0,nan,21522.61563386102,80,0.0,19553.066287832386,10,19553.066287832386,369.09155,-11.58511,-48549.87
81,90152.76999884071,10,2886500.2,90152.76999884071,-46.94570847222159,35049.96765613435,0.0,2168000,0.0,-46.94570847222159,35049.96765613435,31006.11383356258,0.0,nan,31006.11383356258,81,0.0,35049.96765613435,10,35049.96765613435,333.5668,-11.49844,-47987.938
82,31962.47943725129,10,2952834.0,31962.47943725129,68.46980209248238,17069.971936277732,0.0,2192000,0.0,68.46980209248238,17069.971936277732,11252.128507409388,0.1,nan,11252.128507409388,82,0.1,17069.971936277732,10,17069.971936277732,321.82556,-11.654353,-47728.266
83,63657.371364014376,10,3052854.0,63657.371364014376,-44.91549722045794,22090.026022110163,0.0,2216000,0.0,-44.91549722045794,22090.026022110156,22319.227105054993,0.0,nan,22319.227105054993,83,0.0,22090.026022110156,10,22090.026022110163,353.95282,-11.854389,-49145.277
84,66076.79137643291,10,3264664.5,66076.79137643291,23.254160454827378,14014.095316027928,0.0,2240000,0.0,23.254160454827378,14014.095316027926,20650.825465320962,0.0,nan,20650.825465320962,84,0.0,14014.095316027926,10,14014.095316027928,373.917,-12.041677,-50112.266
85,36938.81073309637,10,3353158.8,36938.81073309637,22.337654063376263,9614.729077247297,0.0,2264000,0.0,22.337654063376263,9614.729077247297,12877.915666790359,0.1,nan,12877.915666790359,85,0.1,9614.729077247297,10,9614.729077247297,269.82764,-12.100269,-51114.812
86,24026.359349848957,10,3534486.5,24026.359349848957,110.34593514336188,6713.992868163737,0.0,2288000,0.0,110.34593514336188,6713.992868163735,8256.51464115173,0.0,nan,8256.51464115173,86,0.0,6713.992868163735,10,6713.992868163737,344.9932,-12.1838045,-52349.508
87,114670.03376704874,10,3603198.2,114670.03376704874,21.097023269309943,28602.947042898617,0.0,2312000,0.0,21.097023269309943,28602.947042898617,39262.791764881855,0.1,nan,39262.791764881855,87,0.1,28602.947042898617,10,28602.947042898617,351.28662,-11.811269,-52672.055
88,57085.06610548945,10,3653751.0,57085.06610548945,-10.701398142144093,12674.69674181718,0.0,2336000,0.0,-10.701398142144093,12674.696741817186,17365.328693014646,0.1,nan,17365.328693014646,88,0.1,12674.696741817186,10,12674.69674181718,336.9601,-11.714426,-53109.832
89,22285.966267104184,10,3751257.5,22285.966267104184,86.36837458390436,7430.971985463274,0.0,2360000,0.0,86.36837458390436,7430.971985463276,7822.365665945094,0.0,nan,7822.365665945094,89,0.0,7430.971985463276,10,7430.971985463274,625.78424,-12.667041,-48631.72
90,41104.10967944482,10,3562852.8,41104.10967944482,-13.248615088365137,13104.259735011567,0.0,2384000,0.0,-13.248615088365137,13104.25973501157,16502.83682304532,0.0,nan,16502.83682304532,90,0.0,13104.25973501157,10,13104.259735011567,481.2697,-12.329624,-51496.27
91,18778.50667222013,10,3579707.8,18778.50667222013,41.53843250509565,6772.263107407719,0.0,2408000,0.0,41.53843250509565,6772.263107407719,7391.466414216051,0.2,nan,7391.466414216051,91,0.2,6772.263107407719,10,6772.263107407719,455.1191,-12.159557,-51919.72
92,26849.574002499903,10,3494797.2,26849.574002499903,75.1375211000405,8724.034390556611,0.0,2432000,0.0,75.1375211000405,8724.034390556608,9192.575766530716,0.0,nan,9192.575766530716,92,0.0,8724.034390556608,10,8724.034390556611,456.82468,-12.040705,-51478.055
93,42851.143423798494,10,3660475.0,42851.143423798494,14.069048047048888,5082.857961416898,0.0,2456000,0.0,14.069048047048888,5082.8579614168975,12641.217354888486,0.0,nan,12641.217354888486,93,0.0,5082.8579614168975,10,5082.857961416898,492.6964,-12.139234,-52953.285
94,30782.82440439141,10,3698690.5,30782.82440439141,45.65303376558988,9960.352334138302,0.0,2480000,0.0,45.65303376558988,9960.352334138297,11018.7399700227,0.1,nan,11018.7399700227,94,0.1,9960.352334138297,10,9960.352334138302,440.10938,-11.930031,-53696.625
