MetaTest/plate-slide-back-side-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/plate-slide-back-side-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/plate-slide-back-side-v1/MaxReturn,MetaTest/plate-slide-back-side-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/plate-slide-back-side-v1/TerminationRate,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/plate-slide-back-side-v1/SuccessRate,MetaTrain/Average/Alpha,MetaTest/plate-slide-back-side-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/plate-slide-back-side-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/plate-slide-back-side-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss
95,34455.41041316806,10,3958326.8,34455.41041316806,-15.35353460847649,4479.246356350844,0.0,2504000,0.0,-15.35353460847649,4479.246356350842,10015.142595159246,0.0,nan,10015.142595159246,95,0.0,4479.246356350842,10,4479.246356350844,504.3209,-12.0145445,-54531.324
96,21560.938011178336,10,3989982.2,21560.938011178336,25.140882997510623,3401.458938087659,0.0,2528000,0.0,25.140882997510623,3401.4589380876605,6169.568845345345,0.0,nan,6169.568845345345,96,0.0,3401.4589380876605,10,3401.458938087659,415.52518,-11.984703,-54516.04
97,23664.52895053422,10,4110601.2,23664.52895053422,17.453621632850076,3989.359535833618,0.0,2552000,0.0,17.453621632850076,3989.3595358336183,7254.1732359157595,0.0,nan,7254.1732359157595,97,0.0,3989.3595358336183,10,3989.359535833618,412.36996,-11.631994,-56195.195
98,37391.68199721467,10,4087574.0,37391.68199721467,1341.2014209436966,10464.658551925684,0.0,2576000,0.0,1341.2014209436966,10464.658551925684,11152.619133668608,0.3,nan,11152.619133668608,98,0.3,10464.658551925684,10,10464.658551925684,472.82312,-11.749291,-55074.312
99,43676.6995679335,10,4296517.5,43676.6995679335,135.93775393628889,16640.05430596426,0.0,2600000,0.0,135.93775393628889,16640.054305964262,15149.816261681673,0.0,nan,15149.816261681673,99,0.0,16640.054305964262,10,16640.05430596426,347.17398,-11.987991,-56667.242
100,59240.03669739126,10,4471402.5,59240.03669739126,51.423483945888975,13995.518383600749,0.0,2624000,0.0,51.423483945888975,13995.518383600749,20359.343706323256,0.0,nan,20359.343706323256,100,0.0,13995.518383600749,10,13995.518383600749,341.07632,-12.416386,-56438.58
101,73957.8134138464,10,4519049.0,73957.8134138464,628.8014646313936,14515.283217632623,0.0,2648000,0.0,628.8014646313936,14515.283217632625,23559.208655881503,0.1,nan,23559.208655881503,101,0.1,14515.283217632625,10,14515.283217632623,417.1333,-12.557957,-55887.473
102,84102.1430259779,10,4352372.0,84102.1430259779,1756.8655370539475,25261.81085803085,0.0,2672000,0.0,1756.8655370539475,25261.810858030854,22642.248712546734,0.0,nan,22642.248712546734,102,0.0,25261.810858030854,10,25261.81085803085,331.6289,-12.3402405,-54541.855
103,60047.720862336864,10,4331472.0,60047.720862336864,2843.0205359118345,12668.325209244867,0.0,2696000,0.0,2843.0205359118345,12668.32520924487,16279.017947556027,0.0,nan,16279.017947556027,103,0.0,12668.32520924487,10,12668.325209244867,261.40378,-12.015802,-54128.023
104,79587.51284980832,10,4341716.0,79587.51284980832,2951.2175060197314,29628.063681877662,0.0,2720000,0.0,2951.2175060197314,29628.063681877666,28040.747440044925,0.1,nan,28040.747440044925,104,0.1,29628.063681877666,10,29628.063681877662,277.13855,-11.875509,-53737.406
105,63243.01093355234,10,4277185.5,63243.01093355234,69.77594011895738,15734.563448372395,0.0,2744000,0.0,69.77594011895738,15734.563448372399,19379.384141948012,0.1,nan,19379.384141948012,105,0.1,15734.563448372399,10,15734.563448372395,2863.0837,-11.797012,-50008.266
106,78898.56582686596,10,4175342.8,78898.56582686596,5614.434529443955,34235.19487352135,0.0,2768000,0.0,5614.434529443955,34235.19487352136,27850.048539009014,0.1,nan,27850.048539009014,106,0.1,34235.19487352136,10,34235.19487352135,756.0993,-11.5978985,-49319.23
107,22620.29227043908,10,4068902.0,22620.29227043908,14.86197799934913,9204.143534560706,0.0,2792000,0.0,14.86197799934913,9204.143534560704,7560.429820429022,0.0,nan,7560.429820429022,107,0.0,9204.143534560704,10,9204.143534560706,440.25732,-11.143769,-51881.312
108,62852.756595137645,10,4106879.8,62852.756595137645,5.857015506431546,23811.681732462708,0.0,2816000,0.0,5.857015506431546,23811.68173246271,17566.80606396755,0.0,nan,17566.80606396755,108,0.0,23811.68173246271,10,23811.681732462708,537.56616,-11.130203,-52925.695
109,28550.287708646018,10,4174871.0,28550.287708646018,2.2243193853579513,5458.106654433001,0.0,2840000,0.0,2.2243193853579513,5458.1066544330015,8615.87354396199,0.0,nan,8615.87354396199,109,0.0,5458.1066544330015,10,5458.106654433001,382.3233,-11.452961,-53269.105
110,48319.50593368473,10,4240036.5,48319.50593368473,4.207601379532167,13077.056432713842,0.0,2864000,0.0,4.207601379532167,13077.056432713836,14966.740526572199,0.0,nan,14966.740526572199,110,0.0,13077.056432713836,10,13077.056432713842,378.82712,-11.686641,-53594.207
111,76723.48542343042,10,4496617.5,76723.48542343042,220.86420000460595,26848.473794810958,0.0,2888000,0.0,220.86420000460595,26848.47379481094,29066.526166991454,0.1,nan,29066.526166991454,111,0.1,26848.47379481094,10,26848.473794810958,365.6788,-12.317394,-54326.195
112,74822.24896351466,10,4678911.0,74822.24896351466,178.00761092830902,14836.406798765296,0.0,2912000,0.0,178.00761092830902,14836.4067987653,22381.802406896168,0.1,nan,22381.802406896168,112,0.1,14836.4067987653,10,14836.406798765296,388.77603,-12.412107,-54523.68
113,36518.42269293506,10,5107465.0,36518.42269293506,162.7559031881871,9740.437999350599,0.0,2936000,0.0,162.7559031881871,9740.437999350597,12353.949954026608,0.1,nan,12353.949954026608,113,0.1,9740.437999350597,10,9740.437999350599,405.64386,-12.637203,-55984.543
114,51402.12812862252,10,5044501.5,51402.12812862252,182.33945379891895,9446.417100838915,0.0,2960000,0.0,182.33945379891895,9446.417100838915,14811.239233168306,0.0,nan,14811.239233168306,114,0.0,9446.417100838915,10,9446.417100838915,337.13705,-12.861158,-55221.145
115,32198.975453208754,10,4984836.0,32198.975453208754,690.4683854797083,10855.621862999555,0.0,2984000,0.0,690.4683854797083,10855.621862999558,10100.527930327838,0.1,nan,10100.527930327838,115,0.1,10855.621862999558,10,10855.621862999555,417.03323,-12.786681,-54155.35
116,46172.51467710051,10,4732453.5,46172.51467710051,123.48017405016513,11779.062278445726,0.0,3008000,0.0,123.48017405016513,11779.062278445717,16758.06871510286,0.0,nan,16758.06871510286,116,0.0,11779.062278445717,10,11779.062278445726,419.7005,-12.432645,-52410.145
117,35217.41783229475,10,4759865.5,35217.41783229475,92.71406219722849,7772.104400614859,0.0,3032000,0.0,92.71406219722849,7772.104400614854,11762.629027466472,0.0,nan,11762.629027466472,117,0.0,7772.104400614854,10,7772.104400614859,336.1115,-12.205711,-50695.375
118,59315.88825946546,10,4736758.0,59315.88825946546,187.74872130170507,15739.267561968047,0.0,3056000,0.0,187.74872130170507,15739.267561968043,18970.774480477576,0.0,nan,18970.774480477576,118,0.0,15739.267561968043,10,15739.267561968047,270.86862,-12.0948515,-53132.695
119,17226.072126028776,10,5066961.0,17226.072126028776,8.244587458690372,4133.596215767482,0.0,3080000,0.0,8.244587458690372,4133.596215767482,4837.366168045406,0.0,nan,4837.366168045406,119,0.0,4133.596215767482,10,4133.596215767482,268.61636,-12.210419,-53876.645
120,41552.83538395761,10,5107439.5,41552.83538395761,1236.2334114201353,11404.52613441565,0.0,3104000,0.0,1236.2334114201353,11404.52613441565,12658.438256165486,0.0,nan,12658.438256165486,120,0.0,11404.52613441565,10,11404.52613441565,306.8722,-12.394486,-53997.4
121,32920.853825231665,10,5102298.0,32920.853825231665,130.908480497354,10717.201606238696,0.0,3128000,0.0,130.908480497354,10717.201606238697,12357.825582826912,0.0,nan,12357.825582826912,121,0.0,10717.201606238697,10,10717.201606238696,328.4918,-13.025731,-54420.062
122,63678.423797948104,10,5508167.5,63678.423797948104,-40.98369674862649,15049.103324590764,0.0,3152000,0.0,-40.98369674862649,15049.103324590764,22547.10897377862,0.0,nan,22547.10897377862,122,0.0,15049.103324590764,10,15049.103324590764,306.80087,-13.45367,-56609.242
123,56821.72372783604,10,5320722.5,56821.72372783604,18.585941955776725,19399.31812832767,0.0,3176000,0.0,18.585941955776725,19399.31812832767,19145.01297445368,0.0,nan,19145.01297445368,123,0.0,19399.31812832767,10,19399.31812832767,865.4423,-13.460213,-56686.055
124,53086.26282764169,10,5693110.5,53086.26282764169,221.34332304231086,15360.103301572239,0.0,3200000,0.0,221.34332304231086,15360.10330157223,17229.67048005987,0.0,nan,17229.67048005987,124,0.0,15360.10330157223,10,15360.103301572239,355.60638,-13.4828825,-57599.35
125,69048.40531663178,10,5195241.5,69048.40531663178,136.4890770326068,9687.823360656528,0.0,3224000,0.0,136.4890770326068,9687.82336065653,19959.5553197229,0.1,nan,19959.5553197229,125,0.1,9687.82336065653,10,9687.823360656528,335.11285,-13.310202,-55921.06
126,62527.339634051,10,5506403.5,62527.339634051,56.83444325653876,7925.580230650026,0.0,3248000,0.0,56.83444325653876,7925.5802306500245,18331.177374383682,0.1,nan,18331.177374383682,126,0.1,7925.5802306500245,10,7925.580230650026,297.4262,-13.375641,-57850.344
127,103110.31891102833,10,5615207.0,103110.31891102833,56.68395472245015,18142.918567191613,0.0,3272000,0.0,56.68395472245015,18142.918567191602,29830.193772563587,0.1,nan,29830.193772563587,127,0.1,18142.918567191602,10,18142.918567191613,343.16873,-13.450129,-59595.727
128,21927.38593773936,10,5749721.5,21927.38593773936,190.59660561291662,4323.278165797605,0.0,3296000,0.0,190.59660561291662,4323.278165797606,6441.559120324855,0.4,nan,6441.559120324855,128,0.4,4323.278165797606,10,4323.278165797605,324.19537,-13.383961,-59997.586
129,74425.37231644276,10,5836547.5,74425.37231644276,518.6572166145324,25785.94146354385,0.0,3320000,0.0,518.6572166145324,25785.94146354385,31305.50883183532,0.0,nan,31305.50883183532,129,0.0,25785.94146354385,10,25785.94146354385,395.09894,-13.35538,-59892.246
130,43982.19302559312,10,5813881.0,43982.19302559312,471.9439433520607,13089.033100047065,0.0,3344000,0.0,471.9439433520607,13089.033100047065,14484.284822993633,0.0,nan,14484.284822993633,130,0.0,13089.033100047065,10,13089.033100047065,327.65,-13.443006,-60469.137
131,60530.90139305793,10,5836163.0,60530.90139305793,50.61363186403794,15833.855793228262,0.0,3368000,0.0,50.61363186403794,15833.855793228266,18786.408872929107,0.1,nan,18786.408872929107,131,0.1,15833.855793228266,10,15833.855793228262,852.734,-13.251189,-59074.754
132,62401.32882880772,10,5808034.5,62401.32882880772,2085.665411666465,30252.4049328978,0.0,3392000,0.0,2085.665411666465,30252.404932897793,21682.400003305913,0.0,nan,21682.400003305913,132,0.0,30252.404932897793,10,30252.4049328978,562.6171,-13.611418,-58564.945
133,46230.90271619648,10,6116724.5,46230.90271619648,-24.49661382723331,14713.925574353689,0.0,3416000,0.0,-24.49661382723331,14713.925574353696,19154.240230980286,0.0,nan,19154.240230980286,133,0.0,14713.925574353696,10,14713.925574353689,580.96765,-13.933618,-58410.92
134,44107.148280337555,10,6134470.5,44107.148280337555,109.69216934079073,18090.9449461329,0.0,3440000,0.0,109.69216934079073,18090.944946132895,16732.033735179935,0.0,nan,16732.033735179935,134,0.0,18090.944946132895,10,18090.9449461329,637.7068,-13.59183,-57155.215
135,4926.590946073011,10,5541698.5,4926.590946073011,804.133593982763,2942.8667318599328,0.0,3464000,0.0,804.133593982763,2942.8667318599323,1290.9247008373004,0.0,nan,1290.9247008373004,135,0.0,2942.8667318599323,10,2942.8667318599328,705.71826,-13.8592,-53319.87
136,61148.45980550384,10,5846097.5,61148.45980550384,1248.8545971221317,25915.709416225152,0.0,3488000,0.0,1248.8545971221317,25915.70941622516,21900.74638790537,0.0,nan,21900.74638790537,136,0.0,25915.70941622516,10,25915.709416225152,639.2958,-13.632256,-56323.887
137,102204.74449689178,10,6012430.0,102204.74449689178,4474.930114474289,37248.12522724711,0.0,3512000,0.0,4474.930114474289,37248.12522724712,39328.914752958895,0.2,nan,39328.914752958895,137,0.2,37248.12522724712,10,37248.12522724711,602.1956,-13.846627,-57640.902
138,81000.59661909366,10,5565528.0,81000.59661909366,13.667554569316271,16817.10854041148,0.0,3536000,0.0,13.667554569316271,16817.108540411482,25577.606207957895,0.0,nan,25577.606207957895,138,0.0,16817.108540411482,10,16817.10854041148,500.73175,-13.453358,-58105.45
139,32644.663178416788,10,5973943.5,32644.663178416788,1257.9888159756313,9432.831374676509,0.0,3560000,0.0,1257.9888159756313,9432.831374676507,9037.084751999613,0.3,nan,9037.084751999613,139,0.3,9432.831374676507,10,9432.831374676509,476.64413,-13.879875,-59379.53
140,77100.92080477111,10,6212686.5,77100.92080477111,1321.9226810163323,20417.74989010389,0.0,3584000,0.0,1321.9226810163323,20417.749890103885,24470.368467244487,0.0,nan,24470.368467244487,140,0.0,20417.749890103885,10,20417.74989010389,311.5905,-14.340928,-61428.496
141,69436.8573768102,10,6491350.0,69436.8573768102,591.4739082238816,23475.48649554672,0.0,3608000,0.0,591.4739082238816,23475.48649554672,21686.309783000866,0.1,nan,21686.309783000866,141,0.1,23475.48649554672,10,23475.48649554672,440.80753,-14.83444,-61857.93
142,27431.835877015772,10,6427130.0,27431.835877015772,670.1399548174932,7020.095314942601,0.0,3632000,0.0,670.1399548174932,7020.095314942603,8344.26522108277,0.4,nan,8344.26522108277,142,0.4,7020.095314942603,10,7020.095314942601,332.35544,-14.9051075,-62145.387
143,85518.19145806434,10,6767470.5,85518.19145806434,772.7739443379272,25890.10157223406,0.0,3656000,0.0,772.7739443379272,25890.101572234053,28745.170736615037,0.1,nan,28745.170736615037,143,0.1,25890.101572234053,10,25890.10157223406,455.598,-14.861121,-62858.105
144,74442.12076741578,10,7007130.5,74442.12076741578,2312.6753471554453,20488.148835112668,0.0,3680000,0.0,2312.6753471554453,20488.148835112657,26542.546770120745,0.1,nan,26542.546770120745,144,0.1,20488.148835112657,10,20488.148835112668,284.42618,-14.509046,-64082.84
145,71297.08218820232,10,6982108.0,71297.08218820232,5406.361107787549,28290.528308286324,0.0,3704000,0.0,5406.361107787549,28290.528308286324,23720.980824434653,0.0,nan,23720.980824434653,145,0.0,28290.528308286324,10,28290.528308286324,253.1915,-14.478377,-65814.17
146,77032.02168777242,10,6899949.5,77032.02168777242,3295.4979033813474,21842.999665780873,0.0,3728000,0.0,3295.4979033813474,21842.99966578087,21917.064894484352,0.0,nan,21917.064894484352,146,0.0,21842.99966578087,10,21842.999665780873,334.53214,-14.506867,-63715.63
147,75947.1321445097,10,6759707.0,75947.1321445097,2705.8994849156834,14482.44124901988,0.0,3752000,0.0,2705.8994849156834,14482.441249019877,21267.239169519256,0.0,nan,21267.239169519256,147,0.0,14482.441249019877,10,14482.44124901988,1340.9657,-14.715269,-61131.93
148,25075.667191250894,10,7198082.0,25075.667191250894,2111.938994055971,8445.87307147556,0.0,3776000,0.0,2111.938994055971,8445.873071475562,6305.221449920562,0.2,nan,6305.221449920562,148,0.2,8445.873071475562,10,8445.87307147556,417.5263,-14.313034,-64323.21
149,78058.59417048916,10,6982813.5,78058.59417048916,190.40960653319448,14416.850427701575,0.0,3800000,0.0,190.40960653319448,14416.85042770158,22549.37457656869,0.2,nan,22549.37457656869,149,0.2,14416.85042770158,10,14416.850427701575,449.61093,-14.183231,-63717.754
150,109298.05293316436,10,6562291.5,109298.05293316436,895.2107289936736,26170.896812416704,0.0,3824000,0.0,895.2107289936736,26170.896812416708,34652.47014880499,0.0,nan,34652.47014880499,150,0.0,26170.896812416708,10,26170.896812416704,327.49448,-14.261964,-63120.723
151,86524.46054172706,10,6926813.5,86524.46054172706,2466.5183827394826,31168.819070550933,0.0,3848000,0.0,2466.5183827394826,31168.81907055094,29084.718573105354,0.1,nan,29084.718573105354,151,0.1,31168.81907055094,10,31168.819070550933,782.62354,-14.257676,-61873.0
152,61451.031776739415,10,6734583.0,61451.031776739415,4996.455282942891,17434.720647826623,0.0,3872000,0.0,4996.455282942891,17434.720647826623,16133.864688359408,0.1,nan,16133.864688359408,152,0.1,17434.720647826623,10,17434.720647826623,404.3765,-14.10638,-62261.47
153,62715.732387933545,10,7586448.5,62715.732387933545,55.19457936348264,20265.079274537857,0.0,3896000,0.0,55.19457936348264,20265.07927453785,25198.458918536333,0.1,nan,25198.458918536333,153,0.1,20265.07927453785,10,20265.079274537857,4926.035,-14.224578,-58606.754
154,66465.42750005868,10,6457838.0,66465.42750005868,1762.6514069867856,15137.463740323205,0.0,3920000,0.0,1762.6514069867856,15137.4637403232,22357.409546129013,0.0,nan,22357.409546129013,154,0.0,15137.4637403232,10,15137.463740323205,1949.1117,-14.028738,-61767.137
155,73664.41679688684,10,6904316.5,73664.41679688684,2180.8384341276037,21812.060045650218,0.0,3944000,0.0,2180.8384341276037,21812.060045650207,24078.79430451495,0.1,nan,24078.79430451495,155,0.1,21812.060045650207,10,21812.060045650218,337.30954,-14.375204,-64864.0
156,52896.84929177898,10,7316382.5,52896.84929177898,1175.3499296371826,13743.740351757744,0.0,3968000,0.0,1175.3499296371826,13743.740351757742,18587.06814777045,0.1,nan,18587.06814777045,156,0.1,13743.740351757742,10,13743.740351757744,486.89624,-14.799139,-66973.805
157,42710.626080941896,10,7623210.0,42710.626080941896,2079.4602686119815,14792.430956203209,0.0,3992000,0.0,2079.4602686119815,14792.43095620321,14011.87227176702,0.0,nan,14011.87227176702,157,0.0,14792.43095620321,10,14792.430956203209,359.33713,-14.725645,-68025.54
158,66492.47632795633,10,7635844.5,66492.47632795633,1776.5527529186184,17322.668787064733,0.0,4016000,0.0,1776.5527529186184,17322.66878706473,18820.73269874638,0.1,nan,18820.73269874638,158,0.1,17322.66878706473,10,17322.668787064733,280.17664,-14.700389,-67593.31
159,67364.69912339274,10,7780130.5,67364.69912339274,159.7385886706281,17400.576836459477,0.0,4040000,0.0,159.7385886706281,17400.576836459473,19338.78213040823,0.0,nan,19338.78213040823,159,0.0,17400.576836459473,10,17400.576836459477,318.22403,-14.578436,-67845.664
160,91040.23270147869,10,7749590.5,91040.23270147869,1080.2106591796116,21074.91391001101,0.0,4064000,0.0,1080.2106591796116,21074.913910010993,28317.23708006027,0.2,nan,28317.23708006027,160,0.2,21074.913910010993,10,21074.91391001101,283.47897,-14.911917,-67407.79
161,128228.97548377617,10,7740606.0,128228.97548377617,566.1701874754814,37428.54981122242,0.0,4088000,0.0,566.1701874754814,37428.54981122241,48264.576064123736,0.2,nan,48264.576064123736,161,0.2,37428.54981122241,10,37428.54981122242,294.64694,-14.979045,-67821.73
162,71288.9741781897,10,8114466.0,71288.9741781897,235.31415234163262,29453.286058759724,0.0,4112000,0.0,235.31415234163262,29453.286058759717,22293.330212066387,0.0,nan,22293.330212066387,162,0.0,29453.286058759717,10,29453.286058759724,310.28687,-15.349741,-68811.336
163,85718.66989613476,10,8013797.5,85718.66989613476,560.2501403624489,17438.55482534265,0.0,4136000,0.0,560.2501403624489,17438.55482534265,23942.567897625828,0.3,nan,23942.567897625828,163,0.3,17438.55482534265,10,17438.55482534265,509.58582,-15.312091,-69078.195
164,67324.28530514834,10,8170921.0,67324.28530514834,2074.8572534209766,20852.145725531234,0.0,4160000,0.0,2074.8572534209766,20852.145725531238,24082.548757986475,0.0,nan,24082.548757986475,164,0.0,20852.145725531238,10,20852.145725531234,312.5835,-14.937239,-71617.81
165,92742.2939857379,10,8243316.5,92742.2939857379,1421.2149684448716,20229.370759251884,0.0,4184000,0.0,1421.2149684448716,20229.370759251884,25790.25871163433,0.0,nan,25790.25871163433,165,0.0,20229.370759251884,10,20229.370759251884,299.90475,-14.85641,-71648.61
166,81160.77121166255,10,8350676.0,81160.77121166255,153.88784315076808,15729.421952758963,0.0,4208000,0.0,153.88784315076808,15729.421952758965,24307.91929979002,0.2,nan,24307.91929979002,166,0.2,15729.421952758965,10,15729.421952758963,313.919,-14.553979,-72487.85
167,54792.364300259025,10,8144062.5,54792.364300259025,1456.2225748022838,10894.109859798486,0.0,4232000,0.0,1456.2225748022838,10894.10985979848,15182.00198758156,0.0,nan,15182.00198758156,167,0.0,10894.10985979848,10,10894.109859798486,291.01868,-14.509064,-71618.82
168,59729.40971086177,10,8008396.0,59729.40971086177,948.2357716359851,17400.32612119578,0.0,4256000,0.0,948.2357716359851,17400.326121195776,20690.752873709047,0.0,nan,20690.752873709047,168,0.0,17400.326121195776,10,17400.32612119578,376.6767,-14.61026,-71519.87
169,103389.97024165677,10,8368222.0,103389.97024165677,-26.236379076431927,21630.163738370906,0.0,4280000,0.0,-26.236379076431927,21630.1637383709,34338.690930391465,0.1,nan,34338.690930391465,169,0.1,21630.1637383709,10,21630.163738370906,373.60992,-14.686282,-73435.47
170,76123.38065344792,10,8090445.0,76123.38065344792,560.2613626038287,19615.65301377673,0.0,4304000,0.0,560.2613626038287,19615.653013776726,26506.619225724156,0.4,nan,26506.619225724156,170,0.4,19615.653013776726,10,19615.65301377673,416.01562,-14.850862,-72680.7
171,10724.952936905178,10,8308953.0,10724.952936905178,403.0164091184283,4892.062812357498,0.0,4328000,0.0,403.0164091184283,4892.062812357499,3618.8766700479027,0.9,nan,3618.8766700479027,171,0.9,4892.062812357499,10,4892.062812357498,343.14224,-14.650305,-73622.39
172,71599.61154994447,10,8383243.5,71599.61154994447,1865.821530261485,23633.090134753475,0.0,4352000,0.0,1865.821530261485,23633.090134753464,21519.17000561396,0.5,nan,21519.17000561396,172,0.5,23633.090134753464,10,23633.090134753475,331.61865,-14.642069,-74085.91
173,66245.05347163053,10,8421978.0,66245.05347163053,3624.2281721451504,28458.420346458275,0.0,4376000,0.0,3624.2281721451504,28458.420346458268,21636.02139622452,0.0,nan,21636.02139622452,173,0.0,28458.420346458268,10,28458.420346458275,304.49097,-14.526634,-74187.266
174,157121.99894283677,10,8826964.0,157121.99894283677,18424.96087268662,90062.22947662362,0.0,4400000,0.0,18424.96087268662,90062.22947662362,47577.128668350015,0.4,nan,47577.128668350015,174,0.4,90062.22947662362,10,90062.22947662362,390.07352,-14.071404,-73833.01
175,87041.7347826092,10,8417172.0,87041.7347826092,1792.2103199682595,22880.590946741333,0.0,4424000,0.0,1792.2103199682595,22880.590946741326,32308.117749177924,0.0,nan,32308.117749177924,175,0.0,22880.590946741326,10,22880.590946741333,282.45013,-13.82858,-73747.6
176,122081.50996607711,10,9371396.0,122081.50996607711,823.0312779829642,37954.668018121716,0.0,4448000,0.0,823.0312779829642,37954.66801812172,35017.94800372814,0.1,nan,35017.94800372814,176,0.1,37954.66801812172,10,37954.668018121716,341.93564,-13.75354,-75722.94
177,98991.66610821485,10,10764261.0,98991.66610821485,877.1390492086097,35146.34743253239,0.0,4472000,0.0,877.1390492086097,35146.34743253239,33258.08186195,0.0,nan,33258.08186195,177,0.0,35146.34743253239,10,35146.34743253239,349.35583,-13.83568,-76549.97
178,53034.76242197073,10,10216507.0,53034.76242197073,1310.3557946587177,18707.309868776854,0.0,4496000,0.0,1310.3557946587177,18707.309868776847,16517.011211808585,0.0,nan,16517.011211808585,178,0.0,18707.309868776847,10,18707.309868776854,578.0818,-14.1130705,-73273.63
179,134321.1275017997,10,10820995.0,134321.1275017997,1946.8683090967766,26766.70328369826,0.0,4520000,0.0,1946.8683090967766,26766.70328369826,39707.472929468255,0.1,nan,39707.472929468255,179,0.1,26766.70328369826,10,26766.70328369826,1324.7333,-14.50557,-73946.26
180,59362.419760751814,10,10190944.0,59362.419760751814,-28.386994186119498,14079.384976260513,0.0,4544000,0.0,-28.386994186119498,14079.384976260513,19903.679820500976,0.0,nan,19903.679820500976,180,0.0,14079.384976260513,10,14079.384976260513,4803.59,-14.821742,-71490.29
181,102448.62363214407,10,13270064.0,102448.62363214407,4732.12725186698,40766.45647546356,0.0,4568000,0.0,4732.12725186698,40766.456475463565,35289.98331194494,0.1,nan,35289.98331194494,181,0.1,40766.456475463565,10,40766.45647546356,1976.4701,-14.919439,-77725.22
182,30799.448985035986,10,12881662.0,30799.448985035986,683.8073690536407,11421.09069424417,0.0,4592000,0.0,683.8073690536407,11421.090694244169,8994.982972442998,0.0,nan,8994.982972442998,182,0.0,11421.090694244169,10,11421.09069424417,9244.631,-15.383528,-73881.75
183,113574.42133916306,10,12356708.0,113574.42133916306,5587.048570802587,31529.276322271635,0.0,4616000,0.0,5587.048570802587,31529.27632227164,35044.563268106314,0.1,nan,35044.563268106314,183,0.1,31529.27632227164,10,31529.276322271635,1225.7771,-15.52508,-74001.76
184,209501.379306084,10,12772884.0,209501.379306084,43560.27523001864,112721.34017676832,0.0,4640000,0.0,43560.27523001864,112721.34017676834,54656.47012828607,0.6,nan,54656.47012828607,184,0.6,112721.34017676834,10,112721.34017676832,787.7936,-15.933991,-82820.35
185,181183.11376086358,10,15672667.0,181183.11376086358,9432.586223424245,60203.29383095399,0.0,4664000,0.0,9432.586223424245,60203.293830954004,48910.49419415667,0.3,nan,48910.49419415667,185,0.3,60203.293830954004,10,60203.29383095399,743.4888,-17.953747,-92445.71
186,65740.88893550751,10,20015506.0,65740.88893550751,13234.409849745216,28346.250077070763,0.0,4688000,0.0,13234.409849745216,28346.250077070763,17584.57298089353,0.2,nan,17584.57298089353,186,0.2,28346.250077070763,10,28346.250077070763,454.62177,-19.568895,-104513.6
187,162312.6940204237,10,27311534.0,162312.6940204237,-14.303651192886084,54885.88400913503,0.0,4712000,0.0,-14.303651192886084,54885.88400913503,60743.85678945691,0.4,nan,60743.85678945691,187,0.4,54885.88400913503,10,54885.88400913503,3812.162,-20.29405,-104100.86
188,301642.2481233382,10,35928040.0,301642.2481233382,24428.254872077596,143286.61777638976,0.0,4736000,0.0,24428.254872077596,143286.61777638976,104613.8420592119,0.5,nan,104613.8420592119,188,0.5,143286.61777638976,10,143286.61777638976,2461.6697,-21.218336,-125269.93
189,97301.35653374392,10,44819704.0,97301.35653374392,-34.133153651576414,28193.76362943103,0.0,4760000,0.0,-34.133153651576414,28193.763629431032,35670.05830253482,0.3,nan,35670.05830253482,189,0.3,28193.763629431032,10,28193.76362943103,11352.178,-22.060503,-140983.39
190,256567.1238135441,10,55370696.0,256567.1238135441,10478.037136301778,71829.10378017754,0.0,4784000,0.0,10478.037136301778,71829.10378017754,87084.73519399432,0.3,nan,87084.73519399432,190,0.3,71829.10378017754,10,71829.10378017754,3762.8706,-22.404648,-163391.64
191,147938.15970404996,10,56850908.0,147938.15970404996,17904.719432842292,56597.18794259353,0.0,4808000,0.0,17904.719432842292,56597.18794259353,40848.14534317858,0.2,nan,40848.14534317858,191,0.2,56597.18794259353,10,56597.18794259353,1177.4198,-22.220259,-174139.52
192,215648.61510951672,10,52653564.0,215648.61510951672,59115.153524434296,132511.63297476008,0.0,4832000,0.0,59115.153524434296,132511.63297476005,52577.06342121615,0.7,nan,52577.06342121615,192,0.7,132511.63297476005,10,132511.63297476008,882.1162,-22.799383,-157511.08
193,174267.52885691833,10,63407628.0,174267.52885691833,-20.206510296453803,44613.00987461281,0.0,4856000,0.0,-20.206510296453803,44613.009874612806,58962.0476207319,0.2,nan,58962.0476207319,193,0.2,44613.009874612806,10,44613.00987461281,3212.8762,-22.52078,-200520.84
194,174269.51761925707,10,63559130.0,174269.51761925707,10588.595394498856,56891.6545838671,0.0,4880000,0.0,10588.595394498856,56891.654583867115,58598.410668889475,0.3,nan,58598.410668889475,194,0.3,56891.654583867115,10,56891.6545838671,2346.4275,-22.735653,-212013.95
