MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/basketball-v1/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/Average/NumTrajs,MetaTest/basketball-v1/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/basketball-v1/Iteration,MetaTrain/Average/PolicyLoss,MetaTest/basketball-v1/AverageReturn,MetaTest/basketball-v1/NumTrajs,MetaTrain/Average/Alpha,MetaTest/basketball-v1/TerminationRate,MetaTest/basketball-v1/SuccessRate,TotalEnvSteps,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/basketball-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/basketball-v1/StdReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate
-87.16138905709064,794.8036274168006,10,102.88767881370924,202631.69,10,794.8036274168006,7.624632,10,-3184.046,102.88767881370927,10,nan,0.0,0.0,464000,-6.4615564,102.88767881370924,-87.16138905709064,102.88767881370927,264.5609754130781,264.5609754130781,0.0,0.0
-85.61084477690153,338.12719509962,11,-25.410758759711435,756106.1,10,338.12719509962,7.624632,11,-7450.101,-25.410758759711435,10,nan,0.0,0.0,488000,-11.208142,-25.410758759711435,-85.61084477690153,-25.410758759711435,124.448086774007,124.448086774007,0.0,0.0
-97.04691307195375,12.490408377174024,12,-77.27334247032971,2379389.0,10,12.490408377174024,7.624632,12,-16194.466,-77.27334247032971,10,nan,0.0,0.0,512000,-14.661056,-77.27334247032971,-97.04691307195375,-77.27334247032971,31.068195394956458,31.068195394956458,0.0,0.0
-129.05340573785216,-80.28079269052095,13,-98.65156707647505,6065434.5,10,-80.28079269052095,7.624632,13,-46071.008,-98.65156707647505,10,nan,0.0,0.0,536000,-19.577097,-98.65156707647505,-129.05340573785216,-98.65156707647505,15.124700343044264,15.124700343044264,0.0,0.0
-125.20616384008262,-64.26172241003886,14,-95.33895075182264,8878354.0,10,-64.26172241003886,7.624632,14,-84755.42,-95.3389507518226,10,nan,0.0,0.0,560000,-20.083332,-95.33895075182264,-125.20616384008262,-95.3389507518226,22.001157847197828,22.001157847197828,0.0,0.0
-123.34709476377088,-83.72907022592342,15,-109.18127831995132,9752403.0,10,-83.72907022592342,7.624632,15,-111209.07,-109.18127831995132,10,nan,0.0,0.0,584000,-19.789654,-109.18127831995132,-123.34709476377088,-109.18127831995132,12.740470072505698,12.740470072505698,0.0,0.0
-115.18837766982297,-70.52160187203258,16,-92.23108651684488,9678230.0,10,-70.52160187203258,7.624632,16,-125518.24,-92.23108651684488,10,nan,0.0,0.0,608000,-19.470718,-92.23108651684488,-115.18837766982297,-92.23108651684488,16.787284787387676,16.787284787387676,0.0,0.0
-108.20634249569707,16.352324082214473,17,-68.1365226728223,8862966.0,10,16.352324082214473,7.624632,17,-125093.16,-68.1365226728223,10,nan,0.0,0.0,632000,-18.36998,-68.1365226728223,-108.20634249569707,-68.1365226728223,38.41464075581472,38.41464075581472,0.0,0.0
-106.26280294841543,2.019726993507254,18,-75.14219123284093,8287164.5,10,2.019726993507254,7.624632,18,-118791.25,-75.14219123284093,10,nan,0.0,0.0,656000,-17.31173,-75.14219123284093,-106.26280294841543,-75.14219123284093,34.67758387572263,34.67758387572263,0.0,0.0
-101.46351554888074,-21.53461691096263,19,-63.57297171302385,8093726.5,10,-21.53461691096263,7.624632,19,-111408.664,-63.57297171302382,10,nan,0.0,0.0,680000,-17.626972,-63.57297171302385,-101.46351554888074,-63.57297171302382,29.843749872375508,29.843749872375508,0.0,0.0
-90.59930313438743,17.389348128328376,20,-69.7035205650327,8356187.5,10,17.389348128328376,7.624632,20,-105116.87,-69.70352056503268,10,nan,0.0,0.0,704000,-17.325344,-69.7035205650327,-90.59930313438743,-69.70352056503268,32.18474236512131,32.18474236512131,0.0,0.0
-76.30663341570589,38.477441043405875,21,-23.41139435320639,8802210.0,10,38.477441043405875,7.624632,21,-99613.266,-23.4113943532064,10,nan,0.0,0.0,728000,-16.905851,-23.41139435320639,-76.30663341570589,-23.4113943532064,35.498088074412614,35.498088074412614,0.0,0.0
-81.61117825354954,-0.30103889755547364,22,-43.859926838913424,10231622.0,10,-0.30103889755547364,7.624632,22,-97884.67,-43.85992683891343,10,nan,0.0,0.0,752000,-17.36532,-43.859926838913424,-81.61117825354954,-43.85992683891343,26.62076167478172,26.62076167478172,0.0,0.0
-108.58649806274902,-25.875466719487694,23,-74.7621397612476,11023703.0,10,-25.875466719487694,7.624632,23,-99598.95,-74.7621397612476,10,nan,0.0,0.0,776000,-18.204556,-74.7621397612476,-108.58649806274902,-74.7621397612476,26.033353954814405,26.033353954814405,0.0,0.0
-98.8473575351849,222.18214175411637,24,-45.011883864656625,10402419.0,10,222.18214175411637,7.624632,24,-99531.39,-45.01188386465664,10,nan,0.0,0.0,800000,-18.1424,-45.011883864656625,-98.8473575351849,-45.01188386465664,97.70411688637402,97.70411688637402,0.0,0.0
-92.08823485741229,14.910662115188305,25,-47.26744620811168,8968913.0,10,14.910662115188305,7.624632,25,-94848.016,-47.267446208111664,10,nan,0.0,0.0,824000,-16.854904,-47.26744620811168,-92.08823485741229,-47.267446208111664,36.612680474063865,36.612680474063865,0.0,0.0
-112.2629804991028,83.97424629655018,26,-28.982679817235976,7803946.5,10,83.97424629655018,7.624632,26,-88626.516,-28.982679817235965,10,nan,0.0,0.0,848000,-14.560245,-28.982679817235976,-112.2629804991028,-28.982679817235965,65.4546243161475,65.4546243161475,0.0,0.0
-91.86694381435117,127.0293113836276,27,-22.453249563543302,6568115.0,10,127.0293113836276,7.624632,27,-82520.305,-22.453249563543356,10,nan,0.0,0.0,872000,-13.020689,-22.453249563543302,-91.86694381435117,-22.453249563543356,72.98785616684678,72.98785616684678,0.0,0.0
-89.03020504288139,3033.875836469167,28,281.4555670780443,5818437.5,10,3033.875836469167,7.676666,28,-77392.72,281.4555670780444,10,nan,0.0,0.1,896000,-13.089424,281.4555670780443,-89.03020504288139,281.4555670780444,920.2990403833882,920.2990403833882,0.0,0.1
-101.71943675634526,795.6457755091396,29,61.544580371219794,5122072.5,10,795.6457755091396,8.577639,29,-72261.94,61.544580371219794,10,nan,0.0,0.0,920000,-12.539209,61.544580371219794,-101.71943675634526,61.544580371219794,259.0234856665913,259.0234856665913,0.0,0.0
-75.70934340786634,436.9975280054118,30,6.153499975154999,4471917.0,10,436.9975280054118,14.737756,30,-67275.39,6.153499975155016,10,nan,0.0,0.0,944000,-12.7955475,6.153499975154999,-75.70934340786634,6.153499975155016,145.49134794068226,145.49134794068226,0.0,0.0
-120.33184744579252,-48.97626430482834,31,-83.33094162951005,3887480.2,10,-48.97626430482834,19.365585,31,-65008.01,-83.33094162951005,10,nan,0.0,0.0,968000,-13.197512,-83.33094162951005,-120.33184744579252,-83.33094162951005,19.39002916048249,19.39002916048249,0.0,0.0
-137.41232067176918,-10.272989716105545,32,-68.9261700497458,3076903.5,10,-10.272989716105545,26.70802,32,-57298.887,-68.92617004974582,10,nan,0.0,0.0,992000,-13.35731,-68.9261700497458,-137.41232067176918,-68.92617004974582,29.299482547015412,29.299482547015412,0.0,0.0
-85.77309229136678,47.15007205741744,33,-49.686135972147824,2635082.8,10,47.15007205741744,38.65506,33,-52223.938,-49.686135972147795,10,nan,0.0,0.0,1016000,-12.506156,-49.686135972147824,-85.77309229136678,-49.686135972147795,44.82687346479331,44.82687346479331,0.0,0.0
-123.68547865313998,-19.750035463056843,34,-62.70414140818785,1224693.5,10,-19.750035463056843,281.50284,34,-23986.168,-62.704141408187844,10,nan,0.0,0.0,1040000,-11.558035,-62.70414140818785,-123.68547865313998,-62.704141408187844,32.717596283313995,32.717596283313995,0.0,0.0
-126.86825357271088,-27.97764122942281,35,-71.41319575735903,1145638.4,10,-27.97764122942281,2286.662,35,-17913.664,-71.41319575735903,10,nan,0.0,0.0,1064000,-10.928991,-71.41319575735903,-126.86825357271088,-71.41319575735903,30.060480884189577,30.060480884189577,0.0,0.0
-138.90450878920092,-12.04172725307087,36,-89.50063292678408,1458628.6,10,-12.04172725307087,2032.0734,36,-19639.668,-89.5006329267841,10,nan,0.0,0.0,1088000,-10.161116,-89.50063292678408,-138.90450878920092,-89.5006329267841,42.32822869834288,42.32822869834288,0.0,0.0
-154.10831125679198,-13.279293504865935,37,-97.37008463598796,747871.75,10,-13.279293504865935,2289.6523,37,-3741.7385,-97.37008463598798,10,nan,0.0,0.0,1112000,-5.1529665,-97.37008463598796,-154.10831125679198,-97.37008463598798,40.857005096239014,40.857005096239014,0.0,0.0
-109.675021745012,755.2282139330805,38,71.55522965243097,2577689.2,10,755.2282139330805,752.287,38,-16405.781,71.55522965243092,10,nan,0.0,0.1,1136000,-10.066848,71.55522965243097,-109.675021745012,71.55522965243092,255.05119057226923,255.05119057226923,0.0,0.1
-135.02468394709035,3164.249716859937,39,902.2553151576582,3496955.0,10,3164.249716859937,167.65712,39,-28227.646,902.2553151576574,10,nan,0.0,0.2,1160000,-11.334978,902.2553151576582,-135.02468394709035,902.2553151576574,1440.3565226896992,1440.3565226896992,0.0,0.2
-138.04371752078657,117.31927535842847,40,-61.868785859712304,3751686.2,10,117.31927535842847,232.94853,40,-32876.023,-61.868785859712304,10,nan,0.0,0.0,1184000,-11.96492,-61.868785859712304,-138.04371752078657,-61.868785859712304,67.74968760630063,67.74968760630063,0.0,0.0
-111.0178200498053,-39.652212455328126,41,-75.76403681446173,2278768.8,10,-39.652212455328126,7009.227,41,-17356.598,-75.76403681446173,10,nan,0.0,0.0,1208000,-10.681272,-75.76403681446173,-111.0178200498053,-75.76403681446173,22.10728157940628,22.10728157940628,0.0,0.0
-151.24088823941267,-56.46975754140352,42,-121.5875693318239,741354.0,10,-56.46975754140352,22576.885,42,-3593.112,-121.58756933182387,10,nan,0.0,0.0,1232000,-8.376105,-121.5875693318239,-151.24088823941267,-121.58756933182387,27.825657915423342,27.825657915423342,0.0,0.0
-122.20348040768376,-27.626764663297326,43,-50.74982863106756,454974.12,10,-27.626764663297326,8922.182,43,-2682.9343,-50.74982863106758,10,nan,0.0,0.0,1256000,-7.2918878,-50.74982863106756,-122.20348040768376,-50.74982863106758,25.408256879751516,25.408256879751516,0.0,0.0
-136.98338370416494,-33.271591552319656,44,-97.26075162103362,431620.7,10,-33.271591552319656,8960.11,44,-2930.7559,-97.26075162103359,10,nan,0.0,0.0,1280000,-5.666421,-97.26075162103362,-136.98338370416494,-97.26075162103359,39.99439664314595,39.99439664314595,0.0,0.0
-203.48605093575443,11397.913077751315,45,1063.7562283265283,503754.88,10,11397.913077751315,8082.229,45,-3874.1611,1063.7562283265272,10,nan,0.0,0.0,1304000,-5.0752215,1063.7562283265283,-203.48605093575443,1063.7562283265272,3445.256480162274,3445.256480162274,0.0,0.0
-146.85849254163367,365.3950662228938,46,-48.17789126770262,999276.5,10,365.3950662228938,3116.3894,46,-13912.72,-48.177891267702606,10,nan,0.0,0.0,1328000,-8.281285,-48.17789126770262,-146.85849254163367,-48.177891267702606,144.5576551134893,144.5576551134893,0.0,0.0
-158.4843990141484,-22.13005472547406,47,-72.43104185037973,1047082.1,10,-22.13005472547406,1841.8392,47,-13058.891,-72.43104185037977,10,nan,0.0,0.0,1352000,-6.9363585,-72.43104185037973,-158.4843990141484,-72.43104185037977,41.316160666508935,41.316160666508935,0.0,0.0
-165.95180379512274,10204.5839613981,48,1022.4859105083855,1636958.2,10,10204.5839613981,1071.5146,48,-18119.344,1022.4859105083867,10,nan,0.0,0.1,1376000,-8.952278,1022.4859105083855,-165.95180379512274,1022.4859105083867,3077.2354186908133,3077.2354186908133,0.0,0.1
-162.64273086661603,52378.9882588097,49,5418.748071824515,2847670.2,10,52378.9882588097,998.2042,49,-20601.756,5418.748071824517,10,nan,0.0,0.1,1400000,-11.639162,5418.748071824515,-162.64273086661603,5418.748071824517,15673.951010743553,15673.951010743553,0.0,0.1
-103.09281788660479,4828.49677716192,50,667.302918217525,3689280.5,10,4828.49677716192,2591.0823,50,-25229.025,667.3029182175242,10,nan,0.0,0.1,1424000,-12.415214,667.302918217525,-103.09281788660479,667.3029182175242,1443.0132811663887,1443.0132811663887,0.0,0.1
-151.07985716530555,7.001829736142539,51,-74.58756249658866,3616920.5,10,7.001829736142539,936.08813,51,-28122.129,-74.58756249658867,10,nan,0.0,0.0,1448000,-12.30974,-74.58756249658866,-151.07985716530555,-74.58756249658867,58.41388200486663,58.41388200486663,0.0,0.0
-155.12704347433146,264.9100517556268,52,-31.401938062366963,3623587.2,10,264.9100517556268,806.1749,52,-28572.422,-31.401938062366934,10,nan,0.0,0.0,1472000,-12.023502,-31.401938062366963,-155.12704347433146,-31.401938062366934,113.43462503371423,113.43462503371423,0.0,0.0
-168.40745284409704,4267.971922309211,53,363.3536388047136,3159603.0,10,4267.971922309211,1507.954,53,-24637.24,363.35363880471374,10,nan,0.0,0.1,1496000,-11.025021,363.3536388047136,-168.40745284409704,363.35363880471374,1306.1102531413544,1306.1102531413544,0.0,0.1
-117.16599132700577,-102.9547420881478,54,-108.35567092725405,3069281.2,10,-102.9547420881478,1127.2786,54,-23559.498,-108.35567092725402,10,nan,0.0,0.0,1520000,-9.913289,-108.35567092725405,-117.16599132700577,-108.35567092725402,5.006076252548877,5.006076252548877,0.0,0.0
-206.508388152778,15209.376364872565,55,2549.768990630733,3355509.2,10,15209.376364872565,36965.094,55,-23856.457,2549.768990630733,10,nan,0.0,0.0,1544000,-10.275281,2549.768990630733,-206.508388152778,2549.768990630733,5318.56434958703,5318.56434958703,0.0,0.0
-165.23379302515917,-16.35568900837488,56,-94.05564946746992,2050880.5,10,-16.35568900837488,19277.098,56,-10270.208,-94.05564946746995,10,nan,0.0,0.0,1568000,-7.496441,-94.05564946746992,-165.23379302515917,-94.05564946746995,41.70777927506285,41.70777927506285,0.0,0.0
-174.61058841053642,78664.55408158079,57,12929.820023873133,4039079.8,10,78664.55408158079,8380.932,57,-13928.48,12929.820023873126,10,nan,0.0,0.0,1592000,-9.834961,12929.820023873133,-174.61058841053642,12929.820023873126,26685.91646753019,26685.91646753019,0.0,0.0
-173.21450488425356,40029.42922098096,58,9006.203566992692,6532302.0,10,40029.42922098096,9373.326,58,-39224.492,9006.203566992694,10,nan,0.0,0.0,1616000,-14.9015665,9006.203566992692,-173.21450488425356,9006.203566992694,14373.536824912519,14373.536824912519,0.0,0.0
-139.82638067341412,4251.96737450925,59,1986.2162235295891,8392227.0,10,4251.96737450925,2291.305,59,-47986.727,1986.2162235295891,10,nan,0.0,0.0,1640000,-15.218605,1986.2162235295891,-139.82638067341412,1986.2162235295891,2071.6070548453035,2071.6070548453035,0.0,0.0
-147.8483709904896,4532.309962390299,60,785.5147216642997,11572259.0,10,4532.309962390299,2224.5876,60,-59423.887,785.5147216642993,10,nan,0.0,0.0,1664000,-16.548836,785.5147216642997,-147.8483709904896,785.5147216642993,1706.2216116601721,1706.2216116601721,0.0,0.0
-191.790604537291,4.675944284693658,61,-91.71067176393564,13038927.0,10,4.675944284693658,2001.0785,61,-66434.7,-91.71067176393554,10,nan,0.0,0.0,1688000,-16.513807,-91.71067176393564,-191.790604537291,-91.71067176393554,80.35663669144752,80.35663669144752,0.0,0.0
-155.92607526385746,120701.0021873253,62,48942.60250113012,14903045.0,10,120701.0021873253,1184.1606,62,-69844.664,48942.60250113014,10,nan,0.0,0.3,1712000,-16.237518,48942.60250113012,-155.92607526385746,48942.60250113014,48167.68719575504,48167.68719575504,0.0,0.3
-151.8643970231106,-38.00261232826368,63,-98.34304953063017,15123292.0,10,-38.00261232826368,11587.398,63,-60868.434,-98.34304953063011,10,nan,0.0,0.0,1736000,-16.27353,-98.34304953063017,-151.8643970231106,-98.34304953063011,36.41970307743421,36.41970307743421,0.0,0.0
-92.54496643859079,-33.76577810230178,64,-72.26766784773184,5128664.0,10,-33.76577810230178,29110.979,64,-9355.516,-72.26766784773181,10,nan,0.0,0.0,1760000,-7.6293454,-72.26766784773184,-92.54496643859079,-72.26766784773181,16.855889981950543,16.855889981950543,0.0,0.0
-172.27033433868348,37.213331793875724,65,-49.59583718408905,5032214.5,10,37.213331793875724,23596.248,65,-14737.415,-49.595837184089106,10,nan,0.0,0.0,1784000,-8.842462,-49.59583718408905,-172.27033433868348,-49.595837184089106,52.201696657224225,52.201696657224225,0.0,0.0
-200.80573660287791,-36.31698346220768,66,-118.07818542477608,8569690.0,10,-36.31698346220768,14867.436,66,-28737.344,-118.07818542477605,10,nan,0.0,0.0,1808000,-11.182832,-118.07818542477608,-200.80573660287791,-118.07818542477605,63.456126472878104,63.456126472878104,0.0,0.0
-201.19941251764453,71844.14774908361,67,12326.257546888399,12177861.0,10,71844.14774908361,20460.596,67,-39783.16,12326.257546888399,10,nan,0.0,0.0,1832000,-12.602239,12326.257546888399,-201.19941251764453,12326.257546888399,25231.942396210205,25231.942396210205,0.0,0.0
-187.31377925705414,109944.75829869832,68,17905.99671357834,10579299.0,10,109944.75829869832,22826.77,68,-36030.523,17905.99671357833,10,nan,0.0,0.0,1856000,-12.112232,17905.99671357834,-187.31377925705414,17905.99671357833,37169.674717160044,37169.674717160044,0.0,0.0
-187.0670342088547,63190.298774225135,69,6170.939170539038,11246539.0,10,63190.298774225135,32250.158,69,-34689.184,6170.93917053904,10,nan,0.0,0.0,1880000,-11.464229,6170.939170539038,-187.0670342088547,6170.93917053904,19006.464730655807,19006.464730655807,0.0,0.0
-152.6787441334327,-106.13604837855219,70,-129.2167221576868,5575235.5,10,-106.13604837855219,70779.664,70,-9006.162,-129.21672215768677,10,nan,0.0,0.0,1904000,-7.248049,-129.2167221576868,-152.6787441334327,-129.21672215768677,12.75390339324508,12.75390339324508,0.0,0.0
-203.68490211993668,46664.02830763826,71,4558.704648792586,10747018.0,10,46664.02830763826,21446.713,71,-28523.936,4558.704648792585,10,nan,0.0,0.0,1928000,-10.401401,4558.704648792586,-203.68490211993668,4558.704648792585,14035.347389091781,14035.347389091781,0.0,0.0
-110.6477628900431,109812.68453827802,72,11285.710375233222,20368918.0,10,109812.68453827802,38596.473,72,-82453.664,11285.710375233211,10,nan,0.0,0.1,1952000,-16.650055,11285.710375233222,-110.6477628900431,11285.710375233211,32852.40913902876,32852.40913902876,0.0,0.1
-182.50526218423155,79812.59674311214,73,16926.56630333348,25575796.0,10,79812.59674311214,32375.418,73,-100769.91,16926.56630333348,10,nan,0.0,0.0,1976000,-18.170094,16926.56630333348,-182.50526218423155,16926.56630333348,27922.100056880237,27922.100056880237,0.0,0.0
-186.07923116142732,91708.8502609371,74,21489.55370070245,27979314.0,10,91708.8502609371,24391.336,74,-120363.04,21489.55370070245,10,nan,0.0,0.0,2000000,-18.656124,21489.55370070245,-186.07923116142732,21489.55370070245,34122.44668693576,34122.44668693576,0.0,0.0
-180.48085940734165,107469.33161978457,75,42872.4417705355,31740946.0,10,107469.33161978457,122527.9,75,-139278.34,42872.44177053547,10,nan,0.0,0.0,2024000,-19.710352,42872.4417705355,-180.48085940734165,42872.44177053547,44169.808153456135,44169.808153456135,0.0,0.0
-177.4696665821065,86081.31509543465,76,26041.44213859083,32201774.0,10,86081.31509543465,101263.28,76,-147583.52,26041.44213859083,10,nan,0.0,0.0,2048000,-20.218765,26041.44213859083,-177.4696665821065,26041.44213859083,32534.15328822752,32534.15328822752,0.0,0.0
-180.67395381056468,94907.0317749755,77,21339.91325922017,35381224.0,10,94907.0317749755,30892.508,77,-158356.62,21339.91325922016,10,nan,0.0,0.0,2072000,-20.450937,21339.91325922017,-180.67395381056468,21339.91325922016,32842.385514080044,32842.385514080044,0.0,0.0
-185.03891626562762,83812.22951699019,78,25891.279070866316,34312852.0,10,83812.22951699019,25343.604,78,-154737.98,25891.279070866305,10,nan,0.0,0.0,2096000,-20.20911,25891.279070866316,-185.03891626562762,25891.279070866305,32280.905125963425,32280.905125963425,0.0,0.0
-189.57615433820024,68699.36169501822,79,21170.111802537118,35234000.0,10,68699.36169501822,9120.84,79,-155482.44,21170.11180253711,10,nan,0.0,0.0,2120000,-20.617262,21170.111802537118,-189.57615433820024,21170.11180253711,30515.63586685466,30515.63586685466,0.0,0.0
-181.32318692228213,96253.00352601275,80,32956.72161862107,33265082.0,10,96253.00352601275,16890.76,80,-140228.4,32956.721618621064,10,nan,0.0,0.1,2144000,-19.814518,32956.72161862107,-181.32318692228213,32956.721618621064,41228.55662732023,41228.55662732023,0.0,0.1
-181.41253449434728,126041.21174108746,81,30353.504853452683,31015998.0,10,126041.21174108746,17792.277,81,-122328.01,30353.5048534527,10,nan,0.0,0.0,2168000,-19.315165,30353.504853452683,-181.41253449434728,30353.5048534527,47562.49438993587,47562.49438993587,0.0,0.0
-170.00371039826123,102334.93063617195,82,26973.218596136994,32217428.0,10,102334.93063617195,9766.304,82,-151613.88,26973.218596137005,10,nan,0.0,0.1,2192000,-20.522293,26973.218596136994,-170.00371039826123,26973.218596137005,41617.9676424109,41617.9676424109,0.0,0.1
-173.0610185977799,95950.03653540362,83,31248.959191694168,31157014.0,10,95950.03653540362,24393.988,83,-147217.28,31248.959191694168,10,nan,0.0,0.0,2216000,-20.500454,31248.959191694168,-173.0610185977799,31248.959191694168,39167.48137307349,39167.48137307349,0.0,0.0
-142.4902069986354,71877.51898762313,84,24837.867176018197,33702460.0,10,71877.51898762313,33696.406,84,-167736.47,24837.86717601819,10,nan,0.0,0.0,2240000,-21.159985,24837.867176018197,-142.4902069986354,24837.86717601819,31615.43635386609,31615.43635386609,0.0,0.0
-158.53787982641097,99690.86529507251,85,16366.731545812372,33701108.0,10,99690.86529507251,41893.332,85,-168484.66,16366.73154581236,10,nan,0.0,0.0,2264000,-21.762669,16366.731545812372,-158.53787982641097,16366.73154581236,30730.024328171294,30730.024328171294,0.0,0.0
-176.93928151321472,109166.01676100105,86,27916.28265323191,33211420.0,10,109166.01676100105,16265.239,86,-174535.62,27916.282653231912,10,nan,0.0,0.0,2288000,-21.924402,27916.28265323191,-176.93928151321472,27916.282653231912,38302.7454836087,38302.7454836087,0.0,0.0
-161.81956939794034,-8.635942290757026,87,-71.71349654699041,34011780.0,10,-8.635942290757026,44456.97,87,-171543.89,-71.71349654699047,10,nan,0.0,0.0,2312000,-22.386889,-71.71349654699041,-161.81956939794034,-71.71349654699047,55.702151218178685,55.702151218178685,0.0,0.0
-161.63531021015666,91188.05076383878,88,33909.16978315367,30832476.0,10,91188.05076383878,41836.645,88,-159805.62,33909.169783153666,10,nan,0.0,0.0,2336000,-22.199013,33909.16978315367,-161.63531021015666,33909.169783153666,42127.318831786324,42127.318831786324,0.0,0.0
-125.3739345362733,110414.13657658032,89,40236.41228614356,32588678.0,10,110414.13657658032,14977.139,89,-161289.4,40236.41228614358,10,nan,0.0,0.0,2360000,-22.08307,40236.41228614356,-125.3739345362733,40236.41228614358,42760.97798275823,42760.97798275823,0.0,0.0
-85.72447501401336,84276.35234989064,90,23175.089640613467,33077908.0,10,84276.35234989064,13212.024,90,-160039.38,23175.089640613478,10,nan,0.0,0.1,2384000,-22.989374,23175.089640613467,-85.72447501401336,23175.089640613478,29789.046677111666,29789.046677111666,0.0,0.1
-157.13769337255493,93543.02736008934,91,31986.232773959044,38296816.0,10,93543.02736008934,10988.911,91,-189649.4,31986.232773959044,10,nan,0.0,0.0,2408000,-22.825716,31986.232773959044,-157.13769337255493,31986.232773959044,35094.33479842499,35094.33479842499,0.0,0.0
-114.58174666894023,110957.06267068004,92,42563.9736684226,40508636.0,10,110957.06267068004,43263.01,92,-203848.1,42563.97366842263,10,nan,0.0,0.1,2432000,-23.209255,42563.9736684226,-114.58174666894023,42563.97366842263,44718.991720711594,44718.991720711594,0.0,0.1
-130.75905752323231,92304.57062786665,93,32417.280554938934,41165028.0,10,92304.57062786665,35292.29,93,-206113.22,32417.280554938923,10,nan,0.0,0.0,2456000,-23.236202,32417.280554938934,-130.75905752323231,32417.280554938923,34191.36647394887,34191.36647394887,0.0,0.0
