MetaTest/faucet-close-v1/AverageReturn,MetaTest/faucet-close-v1/StdReturn,TotalEnvSteps,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,MetaTest/faucet-close-v1/Iteration,MetaTest/faucet-close-v1/AverageDiscountedReturn,MetaTest/faucet-close-v1/TerminationRate,MetaTest/faucet-close-v1/NumTrajs,MetaTest/faucet-close-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTest/faucet-close-v1/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/faucet-close-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate
86.53576498285501,107.78974522152393,224000,10,301.8499632155918,0.6,107.78974522152393,0,86.53576498285501,0.0,10,0.6,0,-27.060951856123232,301.8499632155918,86.53576498285501,-27.060951856123232,86.53576498285501,0.0
3057.9783026987598,3083.9299811787805,248000,10,11374.857950522646,0.0,3083.9299811787805,1,3057.9783026987593,0.0,10,0.0,1,-64.50936565216237,11374.857950522646,3057.9783026987593,-64.50936565216237,3057.9783026987598,0.0
7838.569208164015,7863.373522644545,272000,10,19736.496163536674,0.0,7863.373522644545,2,7838.569208164017,0.0,10,0.0,2,-30.600843683660628,19736.496163536674,7838.569208164017,-30.600843683660628,7838.569208164015,0.0
7600.463375812871,9369.285672382044,296000,10,20856.97106874501,0.0,9369.285672382044,3,7600.463375812871,0.0,10,0.0,3,-106.40631808742984,20856.97106874501,7600.463375812871,-106.40631808742984,7600.463375812871,0.0
12675.553372578197,8575.034095932675,320000,10,19747.417949424602,0.0,8575.034095932675,4,12675.553372578197,0.0,10,0.0,4,-65.11674095995811,19747.417949424602,12675.553372578197,-65.11674095995811,12675.553372578197,0.0
15714.259894154675,16905.943337697547,344000,10,57523.900695026176,0.0,16905.943337697547,5,15714.259894154675,0.0,10,0.0,5,-84.79826825174693,57523.900695026176,15714.259894154675,-84.79826825174693,15714.259894154675,0.0
10932.564598222465,11136.393618351349,368000,10,26847.334038468594,0.0,11136.393618351349,6,10932.564598222465,0.0,10,0.0,6,-65.74682438432646,26847.334038468594,10932.564598222465,-65.74682438432646,10932.564598222465,0.0
11890.438459718742,8593.664389835752,392000,10,20441.330395042587,0.0,8593.664389835752,7,11890.438459718738,0.0,10,0.0,7,-16.099343826385677,20441.330395042587,11890.438459718738,-16.099343826385677,11890.438459718742,0.0
18336.007260404927,7365.190585388657,416000,10,27737.1015597433,0.0,7365.190585388657,8,18336.00726040492,0.0,10,0.0,8,3351.5169578658347,27737.1015597433,18336.00726040492,3351.5169578658347,18336.007260404927,0.0
8141.975120760324,9665.014738222444,440000,10,20267.97233654913,0.1,9665.014738222444,9,8141.975120760323,0.0,10,0.1,9,-60.60555205652492,20267.97233654913,8141.975120760323,-60.60555205652492,8141.975120760324,0.0
15813.861450431377,37185.2197460565,464000,10,125574.05966324563,0.1,37185.2197460565,10,15813.861450431377,0.0,10,0.1,10,-54.902799422170965,125574.05966324563,15813.861450431377,-54.902799422170965,15813.861450431377,0.0
10454.7454940721,14518.472226003161,488000,10,46764.569394030965,0.0,14518.472226003161,11,10454.745494072104,0.0,10,0.0,11,-59.26086311045216,46764.569394030965,10454.745494072104,-59.26086311045216,10454.7454940721,0.0
4990.27793880958,10027.818501481606,512000,10,29245.44076812535,0.0,10027.818501481606,12,4990.277938809581,0.0,10,0.0,12,-59.70948524830281,29245.44076812535,4990.277938809581,-59.70948524830281,4990.27793880958,0.0
8379.837257156358,14239.178533419268,536000,10,43825.176459076785,0.0,14239.178533419268,13,8379.837257156356,0.0,10,0.0,13,-44.90158973264992,43825.176459076785,8379.837257156356,-44.90158973264992,8379.837257156358,0.0
6092.368816253214,9729.852883319534,560000,10,26765.69560265102,0.0,9729.852883319534,14,6092.368816253214,0.0,10,0.0,14,-50.332804781459515,26765.69560265102,6092.368816253214,-50.332804781459515,6092.368816253214,0.0
8385.678319554678,8471.952484966356,584000,10,17819.941257097664,0.0,8471.952484966356,15,8385.67831955468,0.0,10,0.0,15,-71.18159498012484,17819.941257097664,8385.67831955468,-71.18159498012484,8385.678319554678,0.0
12741.013653935182,13584.453875180468,608000,10,33834.35378559905,0.0,13584.453875180468,16,12741.013653935177,0.0,10,0.0,16,-46.4412427712397,33834.35378559905,12741.013653935177,-46.4412427712397,12741.013653935182,0.0
8754.62853488091,9161.288924224113,632000,10,20351.99994743156,0.0,9161.288924224113,17,8754.628534880909,0.0,10,0.0,17,-71.21730016310933,20351.99994743156,8754.628534880909,-71.21730016310933,8754.62853488091,0.0
7085.641871957201,8611.37619302862,656000,10,19879.11779998392,0.0,8611.37619302862,18,7085.641871957205,0.0,10,0.0,18,-77.2939984196018,19879.11779998392,7085.641871957205,-77.2939984196018,7085.641871957201,0.0
10487.824231806359,12870.730570858123,680000,10,40691.33023943796,0.0,12870.730570858123,19,10487.824231806362,0.0,10,0.0,19,-62.81171347747914,40691.33023943796,10487.824231806362,-62.81171347747914,10487.824231806359,0.0
14284.337245752764,18078.758463840917,704000,10,57602.000403368336,0.1,18078.758463840917,20,14284.337245752762,0.0,10,0.1,20,-53.950154322287304,57602.000403368336,14284.337245752762,-53.950154322287304,14284.337245752764,0.0
10055.773463479303,11100.703861886685,728000,10,30892.98092851907,0.1,11100.703861886685,21,10055.773463479301,0.0,10,0.1,21,-82.3435426103449,30892.98092851907,10055.773463479301,-82.3435426103449,10055.773463479303,0.0
13277.196995090015,15307.306925670393,752000,10,40652.16277852706,0.3,15307.306925670393,22,13277.196995090015,0.0,10,0.3,22,-62.2228902226904,40652.16277852706,13277.196995090015,-62.2228902226904,13277.196995090015,0.0
11930.503369044109,14094.468916014426,776000,10,44474.845692463095,0.1,14094.468916014426,23,11930.50336904411,0.0,10,0.1,23,-73.06194046242868,44474.845692463095,11930.50336904411,-73.06194046242868,11930.503369044109,0.0
8319.295241975897,9257.758177695468,800000,10,20219.582560178213,0.0,9257.758177695468,24,8319.295241975899,0.0,10,0.0,24,-79.82267883237814,20219.582560178213,8319.295241975899,-79.82267883237814,8319.295241975897,0.0
1734.3908167840532,5262.696804376902,824000,10,17521.395360896746,0.0,5262.696804376902,25,1734.3908167840523,0.0,10,0.0,25,-64.98073901873911,17521.395360896746,1734.3908167840523,-64.98073901873911,1734.3908167840532,0.0
2279.655552519037,6051.730065126556,848000,10,20388.8739017691,0.0,6051.730065126556,26,2279.655552519037,0.0,10,0.0,26,-49.27536932634348,20388.8739017691,2279.655552519037,-49.27536932634348,2279.655552519037,0.0
6276.716451735383,9728.149450488187,872000,10,22977.598480338587,0.0,9728.149450488187,27,6276.716451735385,0.0,10,0.0,27,-82.23150656831002,22977.598480338587,6276.716451735385,-82.23150656831002,6276.716451735383,0.0
7425.839255846957,11245.468381518303,896000,10,27135.77172970717,0.2,11245.468381518303,28,7425.839255846951,0.0,10,0.2,28,-72.9324472746486,27135.77172970717,7425.839255846951,-72.9324472746486,7425.839255846957,0.0
9333.762484399014,11866.805696510191,920000,10,31215.55550532552,0.2,11866.805696510191,29,9333.76248439901,0.0,10,0.2,29,-72.09329461277183,31215.55550532552,9333.76248439901,-72.09329461277183,9333.762484399014,0.0
9397.304236375097,20655.623159426224,944000,10,69038.76506441666,0.2,20655.623159426224,30,9397.304236375097,0.0,10,0.2,30,-65.08293404440691,69038.76506441666,9397.304236375097,-65.08293404440691,9397.304236375097,0.0
797.1572393344964,1932.1469939841502,968000,10,6304.282025351469,0.0,1932.1469939841502,31,797.1572393344958,0.0,10,0.0,31,-68.15316760911017,6304.282025351469,797.1572393344958,-68.15316760911017,797.1572393344964,0.0
3707.97858105652,7699.302930602738,992000,10,22116.69548317963,0.0,7699.302930602738,32,3707.9785810565213,0.0,10,0.0,32,-108.36819178226389,22116.69548317963,3707.9785810565213,-108.36819178226389,3707.97858105652,0.0
12740.603913595169,17642.88064187336,1016000,10,49602.121090073386,0.1,17642.88064187336,33,12740.60391359517,0.0,10,0.1,33,-116.7112733158611,49602.121090073386,12740.60391359517,-116.7112733158611,12740.603913595169,0.0
1578.8119273475932,4793.394178834057,1040000,10,15957.11649082514,0.3,4793.394178834057,34,1578.8119273475927,0.0,10,0.3,34,-82.4307713255239,15957.11649082514,1578.8119273475927,-82.4307713255239,1578.8119273475932,0.0
10313.936191811976,15999.499161324231,1064000,10,52420.45669589841,0.2,15999.499161324231,35,10313.936191811978,0.0,10,0.2,35,-50.3240272615983,52420.45669589841,10313.936191811978,-50.3240272615983,10313.936191811976,0.0
3288.281296387099,6868.746786941487,1088000,10,20059.12065432402,0.0,6868.746786941487,36,3288.2812963870992,0.0,10,0.0,36,-105.23320963918825,20059.12065432402,3288.2812963870992,-105.23320963918825,3288.281296387099,0.0
3872.12010017106,6155.060408650515,1112000,10,15630.953606539015,0.0,6155.060408650515,37,3872.12010017106,0.0,10,0.0,37,-65.79883059139645,15630.953606539015,3872.12010017106,-65.79883059139645,3872.12010017106,0.0
3917.360030644627,7629.554196256818,1136000,10,19694.27083164906,0.1,7629.554196256818,38,3917.360030644629,0.0,10,0.1,38,-56.675670110661244,19694.27083164906,3917.360030644629,-56.675670110661244,3917.360030644627,0.0
1991.6174097773994,5801.837333029506,1160000,10,19380.034080529284,0.0,5801.837333029506,39,1991.6174097773994,0.0,10,0.0,39,-69.46143468294247,19380.034080529284,1991.6174097773994,-69.46143468294247,1991.6174097773994,0.0
5943.577779739284,7044.570717347297,1184000,10,17863.2663477187,0.0,7044.570717347297,40,5943.577779739283,0.0,10,0.0,40,-60.445144907116116,17863.2663477187,5943.577779739283,-60.445144907116116,5943.577779739284,0.0
7996.658197372402,10857.43801925769,1208000,10,29973.880447461346,0.0,10857.43801925769,41,7996.658197372404,0.0,10,0.0,41,-68.61836228744056,29973.880447461346,7996.658197372404,-68.61836228744056,7996.658197372402,0.0
13857.401229178879,5836.170513175052,1232000,10,19847.743849641876,0.0,5836.170513175052,42,13857.401229178877,0.0,10,0.0,42,5530.983645228326,19847.743849641876,13857.401229178877,5530.983645228326,13857.401229178879,0.0
24072.001932634696,16300.526392332913,1256000,10,72051.015859359,0.0,16300.526392332913,43,24072.001932634703,0.0,10,0.0,43,9687.981688076312,72051.015859359,24072.001932634703,9687.981688076312,24072.001932634696,0.0
11241.312712221443,16621.596875324245,1280000,10,54488.69681247599,0.1,16621.596875324245,44,11241.312712221441,0.0,10,0.1,44,-41.65418537231865,54488.69681247599,11241.312712221441,-41.65418537231865,11241.312712221443,0.0
8740.9725348012,7424.053271547245,1304000,10,19341.5533287253,0.0,7424.053271547245,45,8740.972534801203,0.0,10,0.0,45,-49.31291028110647,19341.5533287253,8740.972534801203,-49.31291028110647,8740.9725348012,0.0
11904.390725686946,24140.76572266461,1328000,10,67595.66289740929,0.2,24140.76572266461,46,11904.390725686944,0.0,10,0.2,46,-59.719491360090096,67595.66289740929,11904.390725686944,-59.719491360090096,11904.390725686946,0.0
-70.52754769262579,24.787611409803485,1352000,10,-41.54541582458427,0.0,24.787611409803485,47,-70.5275476926257,0.0,10,0.0,47,-107.20099381159066,-41.54541582458427,-70.5275476926257,-107.20099381159066,-70.52754769262579,0.0
-50.810661170673015,24.491932699099426,1376000,10,-29.25714353875215,0.0,24.491932699099426,48,-50.81066117067306,0.0,10,0.0,48,-101.45762525508823,-29.25714353875215,-50.81066117067306,-101.45762525508823,-50.810661170673015,0.0
4803.449462275293,9970.291801289288,1400000,10,29356.96689807335,0.0,9970.291801289288,49,4803.449462275293,0.0,10,0.0,49,-71.63139806790049,29356.96689807335,4803.449462275293,-71.63139806790049,4803.449462275293,0.0
12576.073856308189,37952.8362384789,1424000,10,126434.56450044001,0.1,37952.8362384789,50,12576.073856308178,0.0,10,0.1,50,-108.45389970116504,126434.56450044001,12576.073856308178,-108.45389970116504,12576.073856308189,0.0
2484.3812917270175,2519.5301082129727,1448000,10,8139.431352375594,0.0,2519.5301082129727,51,2484.3812917270166,0.0,10,0.0,51,-70.52176217925944,8139.431352375594,2484.3812917270166,-70.52176217925944,2484.3812917270175,0.0
5214.2056161984865,9935.340649594606,1472000,10,30463.46307898027,0.2,9935.340649594606,52,5214.205616198484,0.0,10,0.2,52,-71.07439392362666,30463.46307898027,5214.205616198484,-71.07439392362666,5214.2056161984865,0.0
20538.3761885438,17433.617766785577,1496000,10,49991.36386337266,0.3,17433.617766785577,53,20538.376188543807,0.0,10,0.3,53,-44.28022014758538,49991.36386337266,20538.376188543807,-44.28022014758538,20538.3761885438,0.0
15462.722574076772,15547.90826104834,1520000,10,41528.32014022596,0.2,15547.90826104834,54,15462.722574076775,0.0,10,0.2,54,275.8863219613082,41528.32014022596,15462.722574076775,275.8863219613082,15462.722574076772,0.0
14166.761593713507,23475.16649895379,1544000,10,77325.92664790511,0.2,23475.16649895379,55,14166.761593713507,0.0,10,0.2,55,-75.29389149536696,77325.92664790511,14166.761593713507,-75.29389149536696,14166.761593713507,0.0
7593.973267369593,16175.659103547685,1568000,10,54342.85210579089,0.0,16175.659103547685,56,7593.9732673695935,0.0,10,0.0,56,-58.39282544736948,54342.85210579089,7593.9732673695935,-58.39282544736948,7593.973267369593,0.0
4474.414913682832,7227.178989875936,1592000,10,19447.996530974648,0.0,7227.178989875936,57,4474.414913682829,0.0,10,0.0,57,-61.34744024110754,19447.996530974648,4474.414913682829,-61.34744024110754,4474.414913682832,0.0
6759.288484366183,19745.204864447584,1616000,10,65966.26101162925,0.1,19745.204864447584,58,6759.288484366183,0.0,10,0.1,58,-62.160948851532034,65966.26101162925,6759.288484366183,-62.160948851532034,6759.288484366183,0.0
4112.863632110539,8629.21498343399,1640000,10,25649.15009431967,0.0,8629.21498343399,59,4112.863632110539,0.0,10,0.0,59,-104.2905705230939,25649.15009431967,4112.863632110539,-104.2905705230939,4112.863632110539,0.0
21911.877552717957,41134.93096576832,1664000,10,106960.28449092057,0.2,41134.93096576832,60,21911.87755271795,0.0,10,0.2,60,-99.09997638479969,106960.28449092057,21911.87755271795,-99.09997638479969,21911.877552717957,0.0
21732.780325880645,32446.70829466865,1688000,10,87306.52855113459,0.3,32446.70829466865,61,21732.78032588066,0.0,10,0.3,61,-54.693119250086774,87306.52855113459,21732.78032588066,-54.693119250086774,21732.780325880645,0.0
31490.062055200786,42626.583531541764,1712000,10,130681.96961965733,0.4,42626.583531541764,62,31490.062055200797,0.0,10,0.4,62,-59.073315510057704,130681.96961965733,31490.062055200797,-59.073315510057704,31490.062055200786,0.0
13247.023539461563,20922.31059588765,1736000,10,52625.287507438385,0.2,20922.31059588765,63,13247.023539461563,0.0,10,0.2,63,-62.91991310407004,52625.287507438385,13247.023539461563,-62.91991310407004,13247.023539461563,0.0
4541.877077316902,9187.91480937138,1760000,10,23067.94828839859,0.0,9187.91480937138,64,4541.877077316901,0.0,10,0.0,64,-54.205564381761576,23067.94828839859,4541.877077316901,-54.205564381761576,4541.877077316902,0.0
3332.7253041565164,10153.7416810536,1784000,10,33793.945994569454,0.1,10153.7416810536,65,3332.7253041565154,0.0,10,0.1,65,-62.31817490741974,33793.945994569454,3332.7253041565154,-62.31817490741974,3332.7253041565164,0.0
13180.284514153307,30275.37354694031,1808000,10,99006.84315341998,0.1,30275.37354694031,66,13180.284514153303,0.0,10,0.1,66,-54.85148860920392,99006.84315341998,13180.284514153303,-54.85148860920392,13180.284514153307,0.0
38474.19745342182,53688.38212776786,1832000,10,152396.7648752382,0.4,53688.38212776786,67,38474.19745342182,0.0,10,0.4,67,-75.88918458152713,152396.7648752382,38474.19745342182,-75.88918458152713,38474.19745342182,0.0
6233.094888503072,13966.437713832544,1856000,10,44985.85465367989,0.1,13966.437713832544,68,6233.094888503072,0.0,10,0.1,68,-62.365451323799874,44985.85465367989,6233.094888503072,-62.365451323799874,6233.094888503072,0.0
3047.5666930415355,6204.217072216719,1880000,10,16559.68322610343,0.0,6204.217072216719,69,3047.566693041536,0.0,10,0.0,69,-56.98178950678054,16559.68322610343,3047.566693041536,-56.98178950678054,3047.5666930415355,0.0
3919.002708586459,5657.85605061716,1904000,10,14702.444726581414,0.2,5657.85605061716,70,3919.0027085864576,0.0,10,0.2,70,-69.19281756646437,14702.444726581414,3919.0027085864576,-69.19281756646437,3919.002708586459,0.0
27933.09257851508,37203.00402374211,1928000,10,134772.01441558122,0.5,37203.00402374211,71,27933.092578515072,0.0,10,0.5,71,7439.959328949756,134772.01441558122,27933.092578515072,7439.959328949756,27933.09257851508,0.0
