MetaTest/button-press-v1/TerminationRate,TotalEnvSteps,MetaTest/button-press-v1/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/button-press-v1/MinReturn,MetaTest/button-press-v1/AverageReturn,MetaTrain/Average/Alpha,MetaTest/button-press-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/AlphaLoss,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTest/button-press-v1/Iteration,MetaTest/Average/MinReturn,MetaTest/button-press-v1/SuccessRate,MetaTest/button-press-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn
0.0,512000,10,-680769.0,373.6263,83084.99502028192,277969.66287804564,nan,364623.00934295444,94617.16227685644,12,-30.064512,10,0.0,392981060.0,277969.6628780457,12,83084.99502028192,0.5,94617.16227685644,277969.6628780457,277969.66287804564,0.5,364623.00934295444
0.0,536000,10,-751293.2,1022.1981,-19.288814322124537,182337.76019819704,nan,363372.5770570323,159186.49637350504,13,-29.126757,10,0.0,536188400.0,182337.76019819707,13,-19.288814322124537,0.5,159186.49637350504,182337.76019819707,182337.76019819704,0.5,363372.5770570323
0.0,560000,10,-756544.6,104790.44,-107.02099559433408,72728.53172528748,nan,368699.57938157266,144597.87136240996,14,-29.435184,10,0.0,443048130.0,72728.53172528748,14,-107.02099559433408,0.2,144597.87136240996,72728.53172528748,72728.53172528748,0.2,368699.57938157266
0.0,584000,10,-761904.0,59835.97,-96.11811425469071,33370.51991809099,nan,311993.3265874648,92914.7467681186,15,-29.108881,10,0.0,435473000.0,33370.51991809106,15,-96.11811425469071,0.1,92914.7467681186,33370.51991809106,33370.51991809099,0.1,311993.3265874648
0.0,608000,10,-357670.78,26655.404,-105.25901797369497,438.51894439220797,nan,2683.2618304811426,1075.651049604574,16,-34.043686,10,0.0,227610480.0,438.5189443922092,16,-105.25901797369497,0.0,1075.651049604574,438.5189443922092,438.51894439220797,0.0,2683.2618304811426
0.0,632000,10,-354483.3,25501.342,-103.08393291017468,11774.283188558551,nan,83246.35380107404,24029.989105971137,17,-33.818584,10,0.0,206714930.0,11774.28318855855,17,-103.08393291017468,0.2,24029.989105971137,11774.28318855855,11774.283188558551,0.2,83246.35380107404
0.0,656000,10,-383050.5,34696.344,-109.45973478655033,2239.042949203865,nan,15484.99310281564,4566.385353486647,18,-34.07761,10,0.0,209006030.0,2239.0429492038684,18,-109.45973478655033,0.0,4566.385353486647,2239.0429492038684,2239.042949203865,0.0,15484.99310281564
0.0,680000,10,-725766.75,18656.164,-99.47704297695165,21911.284133309986,nan,208579.15531763996,62247.259349118634,19,-29.797808,10,0.0,325197820.0,21911.284133309982,19,-99.47704297695165,0.0,62247.259349118634,21911.284133309982,21911.284133309986,0.0,208579.15531763996
0.0,704000,10,-772460.6,22459.568,-61.499593883203325,34689.41253902568,nan,318807.0800576859,94741.33850583473,20,-28.857176,10,0.0,357088000.0,34689.412539025696,20,-61.499593883203325,0.2,94741.33850583473,34689.412539025696,34689.41253902568,0.2,318807.0800576859
0.0,728000,10,-786016.0,28486.822,-24.804537573940767,31422.02622117141,nan,285832.1287407232,84832.73652390213,21,-29.199375,10,0.0,378517380.0,31422.026221171407,21,-24.804537573940767,0.3,84832.73652390213,31422.026221171407,31422.02622117141,0.3,285832.1287407232
0.0,752000,10,-813804.3,25324.504,-46.82686626143886,37561.170064790414,nan,352585.34847585874,105043.64069656505,22,-28.743801,10,0.0,400826800.0,37561.17006479042,22,-46.82686626143886,0.3,105043.64069656505,37561.17006479042,37561.170064790414,0.3,352585.34847585874
0.0,776000,10,-825560.06,12710.977,-27.623416814052344,77623.27720124889,nan,367193.62673493114,142420.8688644188,23,-28.358465,10,0.0,414054430.0,77623.27720124886,23,-27.623416814052344,0.3,142420.8688644188,77623.27720124886,77623.27720124889,0.3,367193.62673493114
0.0,800000,10,-816745.94,5531.774,-17.783445199314556,149801.1976811674,nan,375388.872432228,174757.53913437392,24,-28.740255,10,0.0,417397950.0,149801.19768116734,24,-17.783445199314556,0.8,174757.53913437392,149801.19768116734,149801.1976811674,0.8,375388.872432228
0.0,824000,10,-877274.6,2436.2795,213599.10697334906,328677.80512928497,nan,359595.6612412511,42016.99845088084,25,-28.61405,10,0.0,436983600.0,328677.8051292851,25,213599.10697334906,1.0,42016.99845088084,328677.8051292851,328677.80512928497,1.0,359595.6612412511
0.0,848000,10,-846194.8,38048.71,-44.79608956606835,189488.45844899965,nan,369488.5908494933,172447.15669325227,26,-30.555761,10,0.0,2188344300.0,189488.45844899965,26,-44.79608956606835,0.5,172447.15669325227,189488.45844899965,189488.45844899965,0.5,369488.5908494933
0.0,872000,10,-722774.9,3494.411,118937.43798481398,330918.9899945633,nan,370811.2797073185,72502.29657063315,27,-32.384617,10,0.0,463345280.0,330918.9899945633,27,118937.43798481398,0.9,72502.29657063315,330918.9899945633,330918.9899945633,0.9,370811.2797073185
0.0,896000,10,-655712.0,3278.8796,6018.3116519417335,291871.3960103643,nan,364999.74260551395,108114.89107369474,28,-36.148182,10,0.0,342593730.0,291871.3960103643,28,6018.3116519417335,0.7,108114.89107369474,291871.3960103643,291871.3960103643,0.7,364999.74260551395
0.0,920000,10,-407664.5,7844.394,-14.643638164830268,230825.32228101877,nan,374680.7694515696,157611.2081365599,29,-33.719658,10,0.0,126683100.0,230825.32228101877,29,-14.643638164830268,0.5,157611.2081365599,230825.32228101877,230825.32228101877,0.5,374680.7694515696
0.0,944000,10,-388038.72,5622.5166,-13.934981072170757,288137.68696193246,nan,357247.6751620904,101809.72542901876,30,-33.142155,10,0.0,106635750.0,288137.6869619324,30,-13.934981072170757,0.6,101809.72542901876,288137.6869619324,288137.68696193246,0.6,357247.6751620904
0.0,968000,10,-429618.78,2520.1536,151192.37770690216,294134.3442656875,nan,362310.64514255436,65697.15999026221,31,-31.07441,10,0.0,145515550.0,294134.34426568757,31,151192.37770690216,0.5,65697.15999026221,294134.34426568757,294134.3442656875,0.5,362310.64514255436
0.0,992000,10,-388568.03,5016.5024,-104.16645188379871,316514.39186733507,nan,366544.80104697647,106530.65713799944,32,-37.5703,10,0.0,346467900.0,316514.3918673351,32,-104.16645188379871,0.9,106530.65713799944,316514.3918673351,316514.39186733507,0.9,366544.80104697647
0.0,1016000,10,-473951.75,3210.9094,-133.85946287023734,105369.08528021784,nan,364657.52321363136,161174.6897865996,33,-34.30174,10,0.0,276574600.0,105369.08528021784,33,-133.85946287023734,0.3,161174.6897865996,105369.08528021784,105369.08528021784,0.3,364657.52321363136
0.0,1040000,10,-586320.5,2334.6226,-132.82943718726827,207355.27738353863,nan,365274.56058929965,163682.7988630634,34,-33.637455,10,0.0,318881440.0,207355.2773835386,34,-132.82943718726827,0.5,163682.7988630634,207355.2773835386,207355.27738353863,0.5,365274.56058929965
0.0,1064000,10,-312241.94,229705.78,-108.44770122209192,56808.79835801602,nan,342361.6117355003,113731.69293781545,35,-37.749752,10,0.0,8254118000.0,56808.79835801601,35,-108.44770122209192,0.2,113731.69293781545,56808.79835801601,56808.79835801602,0.2,342361.6117355003
0.0,1088000,10,753242.1,811268.4,-101.74769502757123,48801.03255213774,nan,247267.86301596125,96057.48759582895,36,-40.081726,10,0.0,2384408600.0,48801.03255213772,36,-101.74769502757123,0.0,96057.48759582895,48801.03255213772,48801.03255213774,0.0,247267.86301596125
0.0,1112000,10,205855.69,362510.88,-114.38240894227107,180917.19454580746,nan,368170.34687643405,181094.91821945403,37,-34.77046,10,0.0,189613890.0,180917.1945458074,37,-114.38240894227107,0.5,181094.91821945403,180917.1945458074,180917.19454580746,0.5,368170.34687643405
0.0,1136000,10,-94431.27,73763.484,-87.69202736310736,303468.18869572465,nan,363947.07862021256,106805.4044102138,38,-33.4181,10,0.0,264140050.0,303468.18869572465,38,-87.69202736310736,0.9,106805.4044102138,303468.18869572465,303468.18869572465,0.9,363947.07862021256
0.0,1160000,10,-417646.22,1111.7147,-74.85499091400851,278632.1561376055,nan,366957.0230502522,138676.94351204135,39,-29.896103,10,0.0,226863680.0,278632.15613760543,39,-74.85499091400851,0.8,138676.94351204135,278632.15613760543,278632.1561376055,0.8,366957.0230502522
0.0,1184000,10,-557987.1,8277.558,-12.31450168637705,249797.6809634171,nan,370084.7777231774,161250.38301322775,40,-29.67528,10,0.0,204538260.0,249797.6809634171,40,-12.31450168637705,0.7,161250.38301322775,249797.6809634171,249797.6809634171,0.7,370084.7777231774
0.0,1208000,10,-644420.44,1150.8605,321312.5531387423,355272.3845250214,nan,367987.80918728805,13272.166830023467,41,-29.171812,10,0.0,230656430.0,355272.3845250215,41,321312.5531387423,1.0,13272.166830023467,355272.3845250215,355272.3845250214,1.0,367987.80918728805
0.0,1232000,10,-706380.44,424.65695,314283.9320724373,343053.2739222698,nan,371143.74743154034,18045.799844755205,42,-27.912035,10,0.0,294846750.0,343053.27392226993,42,314283.9320724373,1.0,18045.799844755205,343053.27392226993,343053.2739222698,1.0,371143.74743154034
0.0,1256000,10,-769433.06,184.8812,150971.6462714435,321884.60737760284,nan,372954.97367549594,65537.19332545901,43,-26.134035,10,0.0,362260380.0,321884.6073776029,43,150971.6462714435,0.9,65537.19332545901,321884.6073776029,321884.60737760284,0.9,372954.97367549594
0.0,1280000,10,-835470.8,101.92791,289468.25763069943,354988.1541719978,nan,367223.5640600803,22199.55425897671,44,-25.330925,10,0.0,430251100.0,354988.1541719978,44,289468.25763069943,0.9,22199.55425897671,354988.1541719978,354988.1541719978,0.9,367223.5640600803
0.0,1304000,10,-894503.7,166.75644,281616.30653294525,344227.29398616776,nan,364517.0007342541,23845.942861664254,45,-25.986992,10,0.0,480226180.0,344227.2939861679,45,281616.30653294525,1.0,23845.942861664254,344227.2939861679,344227.29398616776,1.0,364517.0007342541
0.0,1328000,10,-956717.94,156.11531,287268.4551183046,349325.5143377354,nan,370870.38487268845,26679.624369352157,46,-27.775723,10,0.0,535605600.0,349325.51433773537,46,287268.4551183046,0.9,26679.624369352157,349325.51433773537,349325.5143377354,0.9,370870.38487268845
0.0,1352000,10,88803.555,155688.64,-105.35211774852796,10856.591776735848,nan,89339.01354126078,26237.173700332987,47,-29.506365,10,0.0,12405528000.0,10856.591776735853,47,-105.35211774852796,0.0,26237.173700332987,10856.591776735853,10856.591776735848,0.0,89339.01354126078
0.0,1376000,10,1428934.4,148961.4,-104.61095300188454,61993.64977738423,nan,359347.71300442476,122888.68480308489,48,-28.259024,10,0.0,1076387200.0,61993.649777384206,48,-104.61095300188454,0.2,122888.68480308489,61993.649777384206,61993.64977738423,0.2,359347.71300442476
0.0,1400000,10,-411670.78,34862.34,-113.82486465024097,3052.5205936674,nan,31250.04982786639,9399.204627545638,49,-29.189665,10,0.0,2279123500.0,3052.5205936674,49,-113.82486465024097,0.0,9399.204627545638,3052.5205936674,3052.5205936674,0.0,31250.04982786639
0.0,1424000,10,-69457.984,39232.465,-91.22776822288127,387.38514857926646,nan,4288.321368334334,1300.6156598814914,50,-32.3447,10,0.0,1008245400.0,387.3851485792665,50,-91.22776822288127,0.0,1300.6156598814914,387.3851485792665,387.38514857926646,0.0,4288.321368334334
0.0,1448000,10,-238055.16,4131.0225,-38.03967969974852,87043.00610624567,nan,354582.4068147759,134340.94035700403,51,-26.59661,10,0.0,502826270.0,87043.00610624565,51,-38.03967969974852,0.3,134340.94035700403,87043.00610624565,87043.00610624567,0.3,354582.4068147759
0.0,1472000,10,-647606.94,5174.831,-27.234823816162212,88347.78721898122,nan,359397.0891690354,110782.02811166234,52,-27.137918,10,0.0,581757060.0,88347.78721898123,52,-27.234823816162212,0.5,110782.02811166234,88347.78721898123,88347.78721898122,0.5,359397.0891690354
0.0,1496000,10,-851523.75,5971.06,-15.6431748150437,141525.23479034184,nan,362204.1260191193,167686.84120940126,53,-26.59532,10,0.0,568078100.0,141525.23479034187,53,-15.6431748150437,0.4,167686.84120940126,141525.23479034187,141525.23479034184,0.4,362204.1260191193
0.0,1520000,10,-944308.6,2293.6055,-12.350533990998617,289270.37247699586,nan,361410.28574287874,105032.33272574676,54,-25.296555,10,0.0,577377700.0,289270.3724769959,54,-12.350533990998617,0.6,105032.33272574676,289270.3724769959,289270.37247699586,0.6,361410.28574287874
0.0,1544000,10,-1029199.44,2368.5503,195146.52360096437,332571.62753213925,nan,365065.43568683363,50324.51729507071,55,-26.411879,10,0.0,749211460.0,332571.6275321393,55,195146.52360096437,0.9,50324.51729507071,332571.6275321393,332571.62753213925,0.9,365065.43568683363
0.0,1568000,10,-991280.06,36231.21,-103.62032349921591,171811.88271275396,nan,371755.3821562951,172315.85847056334,56,-29.082956,10,0.0,6573598000.0,171811.88271275387,56,-103.62032349921591,0.5,172315.85847056334,171811.88271275387,171811.88271275396,0.5,371755.3821562951
0.0,1592000,10,-886657.06,11892.372,-44.092442673206236,32270.06905942185,nan,305809.62652769743,91197.74124554894,57,-26.965704,10,0.0,528335170.0,32270.06905942184,57,-44.092442673206236,0.3,91197.74124554894,32270.06905942184,32270.06905942185,0.3,305809.62652769743
0.0,1616000,10,-1006957.06,5423.556,1708.85516810018,165769.39432728974,nan,361506.9731783123,164055.18808982096,58,-27.674145,10,0.0,546830100.0,165769.39432728983,58,1708.85516810018,0.8,164055.18808982096,165769.39432728983,165769.39432728974,0.8,361506.9731783123
0.0,1640000,10,-521163.47,39602.86,-55.82736532409231,47517.5430389443,nan,209390.70061194513,73984.55624055906,59,-29.300573,10,0.0,1122683400.0,47517.54303894428,59,-55.82736532409231,0.3,73984.55624055906,47517.54303894428,47517.5430389443,0.3,209390.70061194513
0.0,1664000,10,-889198.9,4476.6963,-16.238987728214337,132081.32160256052,nan,374544.5026985935,164634.74505295686,60,-28.80461,10,0.0,571748800.0,132081.32160256052,60,-16.238987728214337,0.5,164634.74505295686,132081.32160256052,132081.32160256052,0.5,374544.5026985935
0.0,1688000,10,-845946.94,2025.1359,-11.801299006378786,324068.6058284423,nan,370379.8250435915,108207.59832118204,61,-28.712753,10,0.0,536366820.0,324068.60582844226,61,-11.801299006378786,0.9,108207.59832118204,324068.60582844226,324068.6058284423,0.9,370379.8250435915
0.0,1712000,10,-832653.2,5268.6157,4321.53977558902,167333.70591568635,nan,358825.9560010108,162053.11021762443,62,-29.702425,10,0.0,579869950.0,167333.70591568633,62,4321.53977558902,0.7,162053.11021762443,167333.70591568633,167333.70591568635,0.7,358825.9560010108
0.0,1736000,10,-839794.7,4470.647,334107.3189718663,358287.22207622766,nan,370304.3881937073,12137.499510106214,63,-29.196836,10,0.0,530753250.0,358287.22207622754,63,334107.3189718663,1.0,12137.499510106214,358287.22207622754,358287.22207622766,1.0,370304.3881937073
0.0,1760000,10,-908113.44,1380.5892,324569.32584930613,355611.50502349104,nan,372526.16612996825,14622.188473688042,64,-28.46926,10,0.0,568410000.0,355611.5050234911,64,324569.32584930613,1.0,14622.188473688042,355611.5050234911,355611.50502349104,1.0,372526.16612996825
0.0,1784000,10,-1030659.25,595.1142,191545.07084281556,335437.87099800486,nan,365438.5673999181,52179.34403730128,65,-27.68681,10,0.0,630350300.0,335437.87099800503,65,191545.07084281556,0.9,52179.34403730128,335437.87099800503,335437.87099800486,0.9,365438.5673999181
0.0,1808000,10,-1195635.5,180.34505,177713.42052449685,330983.7578744133,nan,367396.9767573548,55575.31987177657,66,-26.729736,10,0.0,647534140.0,330983.75787441334,66,177713.42052449685,1.0,55575.31987177657,330983.75787441334,330983.7578744133,1.0,367396.9767573548
0.0,1832000,10,-1195636.5,228.07974,279302.97398650175,337081.0018765187,nan,366519.3783122351,29362.34267488623,67,-27.23271,10,0.0,648388900.0,337081.0018765187,67,279302.97398650175,1.0,29362.34267488623,337081.0018765187,337081.0018765187,1.0,366519.3783122351
0.0,1856000,10,-1169477.5,840.9005,335395.29676208,357395.54226907773,nan,369787.6954244229,10616.38630295029,68,-28.3068,10,0.0,672017300.0,357395.5422690777,68,335395.29676208,1.0,10616.38630295029,357395.5422690777,357395.54226907773,1.0,369787.6954244229
0.0,1880000,10,-1204792.4,182.89381,191163.53537607408,322748.5052419018,nan,362114.44215698837,53191.337154897185,69,-27.555079,10,0.0,635409150.0,322748.50524190173,69,191163.53537607408,0.9,53191.337154897185,322748.50524190173,322748.5052419018,0.9,362114.44215698837
0.0,1904000,10,-820276.3,16460.996,-12.984268035985892,108794.97514774142,nan,365174.198313259,160102.70922028334,70,-28.690517,10,0.0,667619140.0,108794.97514774147,70,-12.984268035985892,0.7,160102.70922028334,108794.97514774147,108794.97514774142,0.7,365174.198313259
0.0,1928000,10,-1046995.8,2017.0358,98723.62709546417,331024.5099014897,nan,368627.6622601892,78265.65777757383,71,-27.126577,10,0.0,616448450.0,331024.50990148983,71,98723.62709546417,0.9,78265.65777757383,331024.50990148983,331024.5099014897,0.9,368627.6622601892
0.0,1952000,10,-1187558.4,161.31285,223214.40823702863,343547.000007718,nan,368832.04035656457,40684.45673068488,72,-26.80574,10,0.0,646542800.0,343547.00000771804,72,223214.40823702863,0.9,40684.45673068488,343547.00000771804,343547.000007718,0.9,368832.04035656457
0.0,1976000,10,-1188681.4,15.300018,199651.62373781085,299549.3248224867,nan,361467.4828473003,60370.74358486994,73,-27.083199,10,0.0,656266800.0,299549.32482248667,73,199651.62373781085,0.7,60370.74358486994,299549.32482248667,299549.3248224867,0.7,361467.4828473003
0.0,2000000,10,-1195541.2,10.476045,163976.94581649997,324708.0710148298,nan,369863.60742969776,55844.01554742931,74,-27.193228,10,0.0,668052350.0,324708.07101482974,74,163976.94581649997,0.9,55844.01554742931,324708.07101482974,324708.0710148298,0.9,369863.60742969776
0.0,2024000,10,-1206018.9,7.809822,162699.2120421615,307280.62411171495,nan,369324.21869664587,62418.08986708693,75,-27.38244,10,0.0,676174140.0,307280.62411171506,75,162699.2120421615,0.9,62418.08986708693,307280.62411171506,307280.62411171495,0.9,369324.21869664587
0.0,2048000,10,-1217554.4,7.624632,223709.80133646817,327855.8502701091,nan,369975.08321698575,41950.212392658395,76,-27.78233,10,0.0,677280500.0,327855.85027010896,76,223709.80133646817,1.0,41950.212392658395,327855.85027010896,327855.8502701091,1.0,369975.08321698575
0.0,2072000,10,-1226021.5,7.624632,309958.5427491073,345911.6627122072,nan,363689.4294432787,19176.380394730364,77,-28.036158,10,0.0,676596540.0,345911.66271220724,77,309958.5427491073,1.0,19176.380394730364,345911.66271220724,345911.6627122072,1.0,363689.4294432787
0.0,2096000,10,-1231235.9,7.624632,274349.993184017,334625.6440373984,nan,366399.5794566258,28284.78321634066,78,-28.005768,10,0.0,683333400.0,334625.6440373985,78,274349.993184017,0.9,28284.78321634066,334625.6440373985,334625.6440373984,0.9,366399.5794566258
0.0,2120000,10,-1235573.9,7.624632,228377.27565626558,325275.74685798306,nan,356916.54839440365,38240.0540826306,79,-28.117142,10,0.0,696576800.0,325275.74685798306,79,228377.27565626558,1.0,38240.0540826306,325275.74685798306,325275.74685798306,1.0,356916.54839440365
0.0,2144000,10,-1242509.2,7.624632,222699.9900383288,324845.8377846917,nan,375239.1921035866,41702.405033433206,80,-28.203812,10,0.0,699073340.0,324845.83778469183,80,222699.9900383288,1.0,41702.405033433206,324845.83778469183,324845.8377846917,1.0,375239.1921035866
0.0,2168000,10,-1243869.9,7.624632,240575.00601834577,307613.8321083625,nan,348365.23470243433,30869.56824188322,81,-28.269218,10,0.0,698609300.0,307613.8321083625,81,240575.00601834577,0.9,30869.56824188322,307613.8321083625,307613.8321083625,0.9,348365.23470243433
0.0,2192000,10,-1240244.6,7.624632,29742.914221511015,314014.9367530538,nan,370974.5566318925,96590.22395010658,82,-28.00639,10,0.0,703774140.0,314014.93675305386,82,29742.914221511015,0.9,96590.22395010658,314014.93675305386,314014.9367530538,0.9,370974.5566318925
0.0,2216000,10,-1246063.2,7.624632,109541.12348082702,311411.5701328387,nan,365281.5598885706,78039.54501684885,83,-28.351765,10,0.0,695725500.0,311411.5701328387,83,109541.12348082702,0.8,78039.54501684885,311411.5701328387,311411.5701328387,0.8,365281.5598885706
0.0,2240000,10,-1250481.6,7.624632,311711.1986484522,346809.4559012739,nan,368332.30643439427,20349.156332264225,84,-28.715364,10,0.0,683829950.0,346809.45590127393,84,311711.1986484522,1.0,20349.156332264225,346809.45590127393,346809.4559012739,1.0,368332.30643439427
0.0,2264000,10,-1248207.5,7.624632,283579.43857619615,342314.12188121385,nan,361988.5793728686,20623.196942114813,85,-29.046892,10,0.0,662901760.0,342314.1218812138,85,283579.43857619615,1.0,20623.196942114813,342314.1218812138,342314.12188121385,1.0,361988.5793728686
0.0,2288000,10,-1240171.1,7.624632,-62.16933355747228,270903.4517573669,nan,361024.4235919187,135971.41799893978,86,-29.589785,10,0.0,653898700.0,270903.4517573669,86,-62.16933355747228,0.8,135971.41799893978,270903.4517573669,270903.4517573669,0.8,361024.4235919187
0.0,2312000,10,-1236848.6,7.624632,156888.87487423792,322319.49680662295,nan,367052.57481707644,57456.910392332466,87,-29.14895,10,0.0,672080700.0,322319.4968066228,87,156888.87487423792,0.9,57456.910392332466,322319.4968066228,322319.49680662295,0.9,367052.57481707644
0.0,2336000,10,-1234032.9,7.624632,19202.122051556024,306727.46009905613,nan,366291.21250713343,100156.89373263715,88,-28.527618,10,0.0,687031740.0,306727.46009905613,88,19202.122051556024,0.9,100156.89373263715,306727.46009905613,306727.46009905613,0.9,366291.21250713343
0.0,2360000,10,-1232594.4,7.624632,247983.8601216571,306116.98343448376,nan,351753.3651577927,35084.71218454887,89,-28.491083,10,0.0,703860900.0,306116.98343448376,89,247983.8601216571,1.0,35084.71218454887,306116.98343448376,306116.98343448376,1.0,351753.3651577927
0.0,2384000,10,-1234838.4,7.624632,201003.7688388702,317345.107739524,nan,363062.15830614965,59815.613769938696,90,-28.45027,10,0.0,715524000.0,317345.10773952387,90,201003.7688388702,1.0,59815.613769938696,317345.10773952387,317345.107739524,1.0,363062.15830614965
0.0,2408000,10,-1243838.5,7.624632,10994.864262711548,305405.280169539,nan,357205.9539921115,99035.97513939899,91,-28.304274,10,0.0,722739800.0,305405.28016953904,91,10994.864262711548,1.0,99035.97513939899,305405.28016953904,305405.280169539,1.0,357205.9539921115
0.0,2432000,10,-1252773.9,7.624632,228885.5925428698,314431.67873490026,nan,354253.9910040836,34465.8050943734,92,-28.555962,10,0.0,730469600.0,314431.67873490026,92,228885.5925428698,1.0,34465.8050943734,314431.67873490026,314431.67873490026,1.0,354253.9910040836
0.0,2456000,10,-1256174.9,7.624632,2571.3755803709532,268153.35294732533,nan,364964.33559683093,131237.39978793854,93,-28.81542,10,0.0,731712960.0,268153.35294732533,93,2571.3755803709532,0.8,131237.39978793854,268153.35294732533,268153.35294732533,0.8,364964.33559683093
0.0,2480000,10,-1257224.9,7.624632,248714.1502107336,317432.0269228524,nan,347144.672834965,30378.946441171196,94,-28.68506,10,0.0,728152000.0,317432.0269228524,94,248714.1502107336,1.0,30378.946441171196,317432.0269228524,317432.0269228524,1.0,347144.672834965
0.0,2504000,10,-1258080.2,7.624632,265087.47316989995,322794.77813609055,nan,354265.915542274,33823.97235982267,95,-28.513641,10,0.0,732221630.0,322794.77813609055,95,265087.47316989995,0.9,33823.97235982267,322794.77813609055,322794.77813609055,0.9,354265.915542274
0.0,2528000,10,-1259053.6,7.624632,34557.82885718416,279372.3865884471,nan,345650.9066927031,99122.85563004705,96,-28.711506,10,0.0,726531600.0,279372.386588447,96,34557.82885718416,0.8,99122.85563004705,279372.386588447,279372.3865884471,0.8,345650.9066927031
