MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/box-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/box-close-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/box-close-v1/MinReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/box-close-v1/MaxReturn
-19.786107621503344,-19.786107621503348,-21.498609923618382,0.8582457997762287,0,-1.832338,224000,0,-18.386295013236595,10,0.8582457997762287,6.7256365,10,2.885513,0.0,0.0,nan,-21.498609923618382,0.0,0.0,-19.786107621503344,-19.786107621503348,8.272091,-18.386295013236595
-15.56664109523393,-15.566641095233928,-18.096680564958525,1.7074214279636992,1,1.2337102,248000,1,-13.11816054075627,10,1.7074214279636992,6.6921787,10,6.3297286,0.0,0.0,nan,-18.096680564958525,0.0,0.0,-15.56664109523393,-15.566641095233928,8.427202,-13.11816054075627
-14.518695104661415,-14.518695104661415,-15.71385941625579,0.5111069068834017,2,2.596702,272000,2,-13.792689115914763,10,0.5111069068834017,6.6383862,10,10.003168,0.0,0.0,nan,-15.71385941625579,0.0,0.0,-14.518695104661415,-14.518695104661415,7.785955,-13.792689115914763
-14.915777962848688,-14.91577796284869,-15.910319094372671,0.444144219625854,3,2.1425402,296000,3,-14.328857899161825,10,0.444144219625854,6.57795,10,14.242669,0.0,0.0,nan,-15.910319094372671,0.0,0.0,-14.915777962848688,-14.91577796284869,7.7673683,-14.328857899161825
-16.31885510878782,-16.318855108787822,-16.886209228848692,0.3516367469581271,4,0.41994837,320000,4,-15.78782586711857,10,0.3516367469581271,6.5197167,10,18.554785,0.0,0.0,nan,-16.886209228848692,0.0,0.0,-16.31885510878782,-16.318855108787822,7.755504,-15.78782586711857
-16.47085610692963,-16.470856106929634,-17.85066513037776,0.7177652365318998,5,-2.755129,344000,5,-15.488179941242857,10,0.7177652365318998,6.4701533,10,22.492609,0.0,0.0,nan,-17.85066513037776,0.0,0.0,-16.47085610692963,-16.470856106929634,7.6960382,-15.488179941242857
-17.111023923052112,-17.11102392305211,-18.054970157308293,0.4977857319346989,6,-7.419046,368000,6,-16.079180723301874,10,0.4977857319346989,6.429462,10,25.50209,0.0,0.0,nan,-18.054970157308293,0.0,0.0,-17.111023923052112,-17.11102392305211,7.75403,-16.079180723301874
-16.23059445563876,-16.23059445563876,-17.257437063042193,0.8027584928308575,7,-12.346687,392000,7,-14.664890588649909,10,0.8027584928308575,6.400441,10,28.765669,0.0,0.0,nan,-17.257437063042193,0.0,0.0,-16.23059445563876,-16.23059445563876,7.8551955,-14.664890588649909
-15.088203464638658,-15.088203464638662,-16.984724001925624,0.9946886953855596,8,-17.170895,416000,8,-14.012289216114617,10,0.9946886953855596,6.3737364,10,30.679691,0.0,0.0,nan,-16.984724001925624,0.0,0.0,-15.088203464638658,-15.088203464638662,7.677381,-14.012289216114617
-14.771964436299516,-14.771964436299516,-16.95725117713937,2.4087181753842017,9,-23.538296,440000,9,-8.05563054417737,10,2.4087181753842017,6.357251,10,32.1152,0.0,0.0,nan,-16.95725117713937,0.0,0.0,-14.771964436299516,-14.771964436299516,7.671026,-8.05563054417737
-13.795293649151892,-13.795293649151887,-17.79235622751033,2.4436183923979327,10,-30.75995,464000,10,-9.943121228908929,10,2.4436183923979327,6.344259,10,33.62804,0.0,0.0,nan,-17.79235622751033,0.0,0.0,-13.795293649151892,-13.795293649151887,7.6884704,-9.943121228908929
-13.017043404166193,-13.017043404166197,-16.048636285876864,2.852923293815915,11,-38.199245,488000,11,-8.896081181802876,10,2.852923293815915,6.3365097,10,34.809464,0.0,0.0,nan,-16.048636285876864,0.0,0.0,-13.017043404166193,-13.017043404166197,7.6645346,-8.896081181802876
-11.551475758214332,-11.551475758214334,-15.326312493768148,2.887877596182435,12,-43.31815,512000,12,-6.979830358899959,10,2.887877596182435,6.3241377,10,35.598164,0.0,0.0,nan,-15.326312493768148,0.0,0.0,-11.551475758214332,-11.551475758214334,7.666486,-6.979830358899959
-13.117532442885784,-13.117532442885784,-14.946301756733055,1.5464403106888225,13,-48.445385,536000,13,-9.399803171808689,10,1.5464403106888225,6.314194,10,37.008312,0.0,0.0,nan,-14.946301756733055,0.0,0.0,-13.117532442885784,-13.117532442885784,7.6657777,-9.399803171808689
-12.579805502747304,-12.579805502747302,-15.358300628355293,2.7163534658013373,14,-53.905525,560000,14,-6.609220142849607,10,2.7163534658013373,6.307122,10,37.69964,0.0,0.0,nan,-15.358300628355293,0.0,0.0,-12.579805502747304,-12.579805502747302,7.643374,-6.609220142849607
-10.122780623911918,-10.122780623911918,-14.838204609973193,3.114679820532101,15,-60.748394,584000,15,-6.203357730998626,10,3.114679820532101,6.310877,10,37.991615,0.0,0.0,nan,-14.838204609973193,0.0,0.0,-10.122780623911918,-10.122780623911918,7.6422443,-6.203357730998626
-5.917475199276761,-5.91747519927676,-7.98097316106131,1.0003958374170436,16,-66.68649,608000,16,-4.64739885384434,10,1.0003958374170436,6.3117905,10,38.18557,0.0,0.0,nan,-7.98097316106131,0.0,0.0,-5.917475199276761,-5.91747519927676,7.641919,-4.64739885384434
-6.6440401304749725,-6.644040130474972,-11.820724481238694,1.880473200987008,17,-71.49156,632000,17,-5.0041731573806425,10,1.880473200987008,6.307336,10,38.66395,0.0,0.0,nan,-11.820724481238694,0.0,0.0,-6.6440401304749725,-6.644040130474972,7.638672,-5.0041731573806425
-7.135362427034011,-7.135362427034013,-15.035923966614222,2.7491692070016707,18,-76.85104,656000,18,-5.001961747551017,10,2.7491692070016707,6.306742,10,37.238026,0.0,0.0,nan,-15.035923966614222,0.0,0.0,-7.135362427034011,-7.135362427034013,97.540726,-5.001961747551017
-5.675845801527623,-5.675845801527624,-7.877132529855112,1.2111255734170032,19,-82.1559,680000,19,-4.517004877702297,10,1.2111255734170032,6.306875,10,38.1144,0.0,0.0,nan,-7.877132529855112,0.0,0.0,-5.675845801527623,-5.675845801527624,8.196678,-4.517004877702297
-6.462083602489346,-6.462083602489346,-8.272814030857898,0.9249744213462298,20,-86.49222,704000,20,-4.941929693421214,10,0.9249744213462298,6.3030324,10,39.218452,0.0,0.0,nan,-8.272814030857898,0.0,0.0,-6.462083602489346,-6.462083602489346,12.058406,-4.941929693421214
-5.2433250904067785,-5.243325090406777,-8.641776187068547,1.971646326102749,21,-90.30929,728000,21,-3.3180598075890044,10,1.971646326102749,6.2996936,10,84.15885,0.0,0.0,nan,-8.641776187068547,0.0,0.0,-5.2433250904067785,-5.243325090406777,357.58774,-3.3180598075890044
-7.303981437533077,-7.303981437533077,-10.264177192096449,1.734798705023634,22,-91.5092,752000,22,-4.073934012893564,10,1.734798705023634,6.3547773,10,214.66252,0.0,0.0,nan,-10.264177192096449,0.0,0.0,-7.303981437533077,-7.303981437533077,3010.799,-4.073934012893564
-13.229703215445905,-13.229703215445904,-14.691601126200421,1.0004847991375634,23,-67.25798,776000,23,-11.09626401001748,10,1.0004847991375634,6.376416,10,405.55774,0.0,0.0,nan,-14.691601126200421,0.0,0.0,-13.229703215445905,-13.229703215445904,3583.466,-11.09626401001748
-14.837514355900913,-14.837514355900911,-19.33921001751415,2.0019988140274148,24,-46.16286,800000,24,-13.11975499482931,10,2.0019988140274148,6.39235,10,115.698395,0.0,0.0,nan,-19.33921001751415,0.0,0.0,-14.837514355900913,-14.837514355900911,186.49278,-13.11975499482931
-5.750692234620692,-5.750692234620692,-7.405575695711618,1.0035439806022497,25,-47.94049,824000,25,-4.070563765304349,10,1.0035439806022497,6.3661356,10,78.91384,0.0,0.0,nan,-7.405575695711618,0.0,0.0,-5.750692234620692,-5.750692234620692,74.48747,-4.070563765304349
-9.496642662057111,-9.496642662057111,-11.860061452934781,1.184628228730168,26,-37.088272,848000,26,-7.904220476716181,10,1.184628228730168,6.3441486,10,270.1652,0.0,0.0,nan,-11.860061452934781,0.0,0.0,-9.496642662057111,-9.496642662057111,49.823853,-7.904220476716181
-7.263654920073108,-7.26365492007311,-7.764865667647652,0.41134445414086385,27,-29.35096,872000,27,-6.399899460210835,10,0.41134445414086385,6.3460927,10,72.56677,0.0,0.0,nan,-7.764865667647652,0.0,0.0,-7.263654920073108,-7.26365492007311,45.803993,-6.399899460210835
-5.124466571328288,-5.1244665713282895,-5.500946235580513,0.21527840619192395,28,-40.220116,896000,28,-4.79548978129519,10,0.21527840619192395,6.3554635,10,75.363945,0.0,0.0,nan,-5.500946235580513,0.0,0.0,-5.124466571328288,-5.1244665713282895,57.04922,-4.79548978129519
-2.991462921188351,-2.9914629211883517,-4.07846236498717,0.3920600529105662,29,-51.94185,920000,29,-2.6833062900319598,10,0.3920600529105662,6.3694005,10,101.80739,0.0,0.0,nan,-4.07846236498717,0.0,0.0,-2.991462921188351,-2.9914629211883517,48.24599,-2.6833062900319598
-3.4034717673409873,-3.4034717673409864,-4.258608443480244,0.5865432286883184,30,-57.913593,944000,30,-2.4909949200148875,10,0.5865432286883184,6.3717475,10,77.547,0.0,0.0,nan,-4.258608443480244,0.0,0.0,-3.4034717673409873,-3.4034717673409864,43.20996,-2.4909949200148875
-8.1315462124764,-8.131546212476398,-10.579075376116412,1.5317439018257866,31,-66.284035,968000,31,-5.311142507986892,10,1.5317439018257866,6.361799,10,104.199936,0.0,0.0,nan,-10.579075376116412,0.0,0.0,-8.1315462124764,-8.131546212476398,50.47937,-5.311142507986892
-3.538292411399504,-3.538292411399503,-5.5969369892600325,0.8625935148918887,32,-72.18615,992000,32,-2.460473392916075,10,0.8625935148918887,6.3725886,10,98.40931,0.0,0.0,nan,-5.5969369892600325,0.0,0.0,-3.538292411399504,-3.538292411399503,43.16302,-2.460473392916075
-2.9977089529357066,-2.9977089529357075,-3.532128790195072,0.7017757978911172,33,-78.75793,1016000,33,-1.3948859355762724,10,0.7017757978911172,6.3734145,10,34.39783,0.0,0.0,nan,-3.532128790195072,0.0,0.0,-2.9977089529357066,-2.9977089529357075,17.765947,-1.3948859355762724
-3.708257365219474,-3.708257365219475,-4.712257088713406,0.4855830563135906,34,-89.17433,1040000,34,-3.1208616132316096,10,0.4855830563135906,6.3607187,10,32.865276,0.0,0.0,nan,-4.712257088713406,0.0,0.0,-3.708257365219474,-3.708257365219475,7.624632,-3.1208616132316096
-3.518509993070721,-3.51850999307072,-4.639237421470737,0.5549114235302185,35,-98.68283,1064000,35,-2.8739722756337454,10,0.5549114235302185,6.356077,10,34.48727,0.0,0.0,nan,-4.639237421470737,0.0,0.0,-3.518509993070721,-3.51850999307072,7.624632,-2.8739722756337454
-4.619668641445012,-4.619668641445012,-6.307386109729742,0.9432485844124701,36,-107.21554,1088000,36,-3.50867699692029,10,0.9432485844124701,6.3570213,10,35.34164,0.0,0.0,nan,-6.307386109729742,0.0,0.0,-4.619668641445012,-4.619668641445012,7.624632,-3.50867699692029
-4.214022108547884,-4.214022108547883,-5.259446251302194,0.37284241714008803,37,-114.154686,1112000,37,-3.912252347521525,10,0.37284241714008803,6.353346,10,35.940456,0.0,0.0,nan,-5.259446251302194,0.0,0.0,-4.214022108547884,-4.214022108547883,7.624632,-3.912252347521525
-5.95675791365531,-5.956757913655309,-7.082958041686446,0.8061327504478772,38,-120.30152,1136000,38,-4.66712949068681,10,0.8061327504478772,6.352165,10,35.930065,0.0,0.0,nan,-7.082958041686446,0.0,0.0,-5.95675791365531,-5.956757913655309,7.624632,-4.66712949068681
-4.483830482008168,-4.483830482008168,-5.012669934683728,0.6503149761822922,39,-126.167076,1160000,39,-3.3066030712327863,10,0.6503149761822922,6.352379,10,36.181843,0.0,0.0,nan,-5.012669934683728,0.0,0.0,-4.483830482008168,-4.483830482008168,7.624632,-3.3066030712327863
-4.151251074069778,-4.151251074069777,-5.00882913836099,0.6213211087513701,40,-130.96165,1184000,40,-3.2401899532071585,10,0.6213211087513701,6.3495984,10,36.211063,0.0,0.0,nan,-5.00882913836099,0.0,0.0,-4.151251074069778,-4.151251074069777,7.624632,-3.2401899532071585
-4.233461076874532,-4.233461076874533,-4.85609041016539,0.4230567538400371,41,-134.85461,1208000,41,-3.3797378891561567,10,0.4230567538400371,6.3501863,10,36.148056,0.0,0.0,nan,-4.85609041016539,0.0,0.0,-4.233461076874532,-4.233461076874533,7.624632,-3.3797378891561567
-3.3467070052415493,-3.3467070052415493,-4.068154272473094,0.48622735921224497,42,-138.46709,1232000,42,-2.5535122085716693,10,0.48622735921224497,6.3489904,10,36.05206,0.0,0.0,nan,-4.068154272473094,0.0,0.0,-3.3467070052415493,-3.3467070052415493,7.624632,-2.5535122085716693
-3.8964492159340454,-3.8964492159340454,-4.328083923882469,0.2570969300882025,43,-141.5438,1256000,43,-3.5131614449315407,10,0.2570969300882025,6.3507714,10,36.216297,0.0,0.0,nan,-4.328083923882469,0.0,0.0,-3.8964492159340454,-3.8964492159340454,7.624632,-3.5131614449315407
-4.051604776757737,-4.051604776757737,-4.878100086822567,0.5470211631989815,44,-144.35597,1280000,44,-3.1570712281880593,10,0.5470211631989815,6.3503084,10,36.007008,0.0,0.0,nan,-4.878100086822567,0.0,0.0,-4.051604776757737,-4.051604776757737,7.624632,-3.1570712281880593
-2.8974252952108,-2.8974252952108,-4.238843355120477,0.5651235060218821,45,-147.44136,1304000,45,-2.3287399929187202,10,0.5651235060218821,6.3538165,10,35.815926,0.0,0.0,nan,-4.238843355120477,0.0,0.0,-2.8974252952108,-2.8974252952108,7.624632,-2.3287399929187202
-3.7455530075543364,-3.7455530075543373,-5.082092137340902,0.7390262357276166,46,-149.56316,1328000,46,-2.7767824478169874,10,0.7390262357276166,6.3542204,10,35.679317,0.0,0.0,nan,-5.082092137340902,0.0,0.0,-3.7455530075543364,-3.7455530075543373,7.624632,-2.7767824478169874
-3.442410946861794,-3.4424109468617936,-4.628175486950887,0.6755866599747711,47,-151.29044,1352000,47,-2.6556289333769514,10,0.6755866599747711,6.3575535,10,35.327335,0.0,0.0,nan,-4.628175486950887,0.0,0.0,-3.442410946861794,-3.4424109468617936,7.624632,-2.6556289333769514
-2.8681877845001305,-2.86818778450013,-4.267411528174145,0.5813249894290576,48,-153.22768,1376000,48,-2.2858351209071306,10,0.5813249894290576,6.3604755,10,35.25365,0.0,0.0,nan,-4.267411528174145,0.0,0.0,-2.8681877845001305,-2.86818778450013,7.624632,-2.2858351209071306
