MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/box-close-v1/StdReturn,MetaTest/Average/Iteration,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/box-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/box-close-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTrain/Average/Alpha,MetaTest/box-close-v1/MinReturn,MetaTest/box-close-v1/SuccessRate,MetaTest/box-close-v1/TerminationRate,MetaTest/box-close-v1/AverageReturn,MetaTest/box-close-v1/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/box-close-v1/MaxReturn
-2.376601193364847,-2.3766011933648477,-3.0324441327833203,0.34700744101078024,49,-154.73856,1400000,49,-1.8064359843160067,10,0.34700744101078024,6.361796,10,35.36266,0.0,0.0,nan,-3.0324441327833203,0.0,0.0,-2.376601193364847,-2.3766011933648477,7.624632,-1.8064359843160067
-2.8988261464814586,-2.8988261464814595,-5.4536838879320735,1.3244314526083951,50,-156.11234,1424000,50,-1.3419963160446622,10,1.3244314526083951,6.362829,10,35.26523,0.0,0.0,nan,-5.4536838879320735,0.0,0.0,-2.8988261464814586,-2.8988261464814595,7.624632,-1.3419963160446622
-2.60902134565179,-2.60902134565179,-5.516755626040607,1.1466981873467206,51,-157.39513,1448000,51,-1.5103106812854779,10,1.1466981873467206,6.3668547,10,34.977814,0.0,0.0,nan,-5.516755626040607,0.0,0.0,-2.60902134565179,-2.60902134565179,7.624632,-1.5103106812854779
-2.109144048284553,-2.1091440482845534,-3.6339667727181335,0.7165585289639985,52,-158.66519,1472000,52,-1.3162084116454948,10,0.7165585289639985,6.369281,10,34.904594,0.0,0.0,nan,-3.6339667727181335,0.0,0.0,-2.109144048284553,-2.1091440482845534,7.624632,-1.3162084116454948
-2.1085304655509973,-2.108530465550997,-2.984064776725292,0.5042954062660783,53,-159.69012,1496000,53,-1.3127896887034354,10,0.5042954062660783,6.373243,10,34.629406,0.0,0.0,nan,-2.984064776725292,0.0,0.0,-2.1085304655509973,-2.108530465550997,7.624632,-1.3127896887034354
-3.197013643029453,-3.1970136430294525,-5.978420252651108,1.3336337114748174,54,-160.77328,1520000,54,-2.303743675386293,10,1.3336337114748174,6.3756905,10,34.81042,0.0,0.0,nan,-5.978420252651108,0.0,0.0,-3.197013643029453,-3.1970136430294525,7.624632,-2.303743675386293
-2.813970789037698,-2.8139707890376977,-4.923083322847832,1.0138560095156388,55,-161.557,1544000,55,-1.849530015493063,10,1.0138560095156388,6.376341,10,34.76562,0.0,0.0,nan,-4.923083322847832,0.0,0.0,-2.813970789037698,-2.8139707890376977,7.624632,-1.849530015493063
-2.392184726209844,-2.3921847262098446,-4.2177345539307645,0.6602313881116912,56,-162.47293,1568000,56,-1.8048882311229688,10,0.6602313881116912,6.3798814,10,34.57608,0.0,0.0,nan,-4.2177345539307645,0.0,0.0,-2.392184726209844,-2.3921847262098446,7.624632,-1.8048882311229688
-2.5193258238461507,-2.5193258238461502,-2.9936675477668317,0.2604201473579343,57,-163.3574,1592000,57,-2.114693888263102,10,0.2604201473579343,6.38292,10,34.59721,0.0,0.0,nan,-2.9936675477668317,0.0,0.0,-2.5193258238461507,-2.5193258238461502,7.624632,-2.114693888263102
-3.790640218907334,-3.7906402189073325,-5.670577174075351,0.9055174247458704,58,-163.80136,1616000,58,-2.8689202308232304,10,0.9055174247458704,6.383327,10,35.02762,0.0,0.0,nan,-5.670577174075351,0.0,0.0,-3.790640218907334,-3.7906402189073325,7.624632,-2.8689202308232304
-2.5566848448489026,-2.5566848448489026,-3.120194229082064,0.3060790276327682,59,-164.83334,1640000,59,-2.1302009884217834,10,0.3060790276327682,6.3837605,10,35.20398,0.0,0.0,nan,-3.120194229082064,0.0,0.0,-2.5566848448489026,-2.5566848448489026,7.624632,-2.1302009884217834
-2.5855781856771385,-2.585578185677139,-2.771114294619322,0.134222274688061,60,-165.64633,1664000,60,-2.3414932538366395,10,0.134222274688061,6.3832574,10,35.264744,0.0,0.0,nan,-2.771114294619322,0.0,0.0,-2.5855781856771385,-2.585578185677139,7.624632,-2.3414932538366395
-2.327216673839667,-2.327216673839666,-3.0111778274036234,0.2746681724663407,61,-166.24312,1688000,61,-2.024923159457231,10,0.2746681724663407,6.3846807,10,35.2823,0.0,0.0,nan,-3.0111778274036234,0.0,0.0,-2.327216673839667,-2.327216673839666,7.624632,-2.024923159457231
-2.943833990929222,-2.943833990929222,-4.4936945357741624,0.6983320326272423,62,-167.03339,1712000,62,-2.3916157517732715,10,0.6983320326272423,6.383929,10,35.196835,0.0,0.0,nan,-4.4936945357741624,0.0,0.0,-2.943833990929222,-2.943833990929222,7.624632,-2.3916157517732715
-3.315522987410559,-3.315522987410561,-4.193044269076297,0.5319272686137089,63,-167.64626,1736000,63,-2.2957145856255847,10,0.5319272686137089,6.3877387,10,34.805134,0.0,0.0,nan,-4.193044269076297,0.0,0.0,-3.315522987410559,-3.315522987410561,7.624632,-2.2957145856255847
-2.0922708057224613,-2.0922708057224613,-2.8875304421608963,0.3789116808585877,64,-168.30933,1760000,64,-1.5390033143057944,10,0.3789116808585877,6.391504,10,34.86882,0.0,0.0,nan,-2.8875304421608963,0.0,0.0,-2.0922708057224613,-2.0922708057224613,7.624632,-1.5390033143057944
-3.20748080029352,-3.2074808002935193,-5.250766833966447,0.7382595102880676,65,-168.92574,1784000,65,-2.69792467500028,10,0.7382595102880676,6.389753,10,34.98698,0.0,0.0,nan,-5.250766833966447,0.0,0.0,-3.20748080029352,-3.2074808002935193,7.624632,-2.69792467500028
-2.76143246047356,-2.7614324604735594,-3.491087725005514,0.38165871401713086,66,-169.789,1808000,66,-2.192213613795673,10,0.38165871401713086,6.392898,10,34.91936,0.0,0.0,nan,-3.491087725005514,0.0,0.0,-2.76143246047356,-2.7614324604735594,7.624632,-2.192213613795673
-3.2809261782664683,-3.2809261782664683,-4.163199788599879,0.5841954295663946,67,-170.35342,1832000,67,-2.4236098979204694,10,0.5841954295663946,6.3934474,10,34.852444,0.0,0.0,nan,-4.163199788599879,0.0,0.0,-3.2809261782664683,-3.2809261782664683,7.624632,-2.4236098979204694
-2.147095669062777,-2.147095669062777,-2.482216587130582,0.2819795318783055,68,-170.9193,1856000,68,-1.7101465058167318,10,0.2819795318783055,6.3949385,10,34.59984,0.0,0.0,nan,-2.482216587130582,0.0,0.0,-2.147095669062777,-2.147095669062777,7.624632,-1.7101465058167318
-2.2769966712959744,-2.276996671295974,-2.718331621068667,0.30780513179081054,69,-171.61363,1880000,69,-1.5752035860013682,10,0.30780513179081054,6.3987074,10,34.518505,0.0,0.0,nan,-2.718331621068667,0.0,0.0,-2.2769966712959744,-2.276996671295974,7.624632,-1.5752035860013682
-2.9107426773568124,-2.9107426773568124,-3.344052182349158,0.33942816047842195,70,-172.03294,1904000,70,-2.2805813298605733,10,0.33942816047842195,6.3988557,10,34.505447,0.0,0.0,nan,-3.344052182349158,0.0,0.0,-2.9107426773568124,-2.9107426773568124,7.624632,-2.2805813298605733
-3.3128068384944536,-3.3128068384944527,-6.638558163571399,1.2320555710603225,71,-172.62769,1928000,71,-2.0585774684020506,10,1.2320555710603225,6.4011154,10,34.23678,0.0,0.0,nan,-6.638558163571399,0.0,0.0,-3.3128068384944536,-3.3128068384944527,7.624632,-2.0585774684020506
-2.944897296708819,-2.94489729670882,-6.498147472836298,1.2009683120229708,72,-172.99966,1952000,72,-2.268167102222216,10,1.2009683120229708,6.4021297,10,34.221188,0.0,0.0,nan,-6.498147472836298,0.0,0.0,-2.944897296708819,-2.94489729670882,7.624632,-2.268167102222216
-2.4996264314798826,-2.499626431479882,-3.4001983383119443,0.3819593840939135,73,-173.54272,1976000,73,-2.0316917365025025,10,0.3819593840939135,6.4021964,10,34.255627,0.0,0.0,nan,-3.4001983383119443,0.0,0.0,-2.4996264314798826,-2.499626431479882,7.624632,-2.0316917365025025
-3.051520567927363,-3.051520567927363,-4.542788564049949,0.6097744573435407,74,-174.10378,2000000,74,-2.225476382725682,10,0.6097744573435407,6.4043236,10,34.644806,0.0,0.0,nan,-4.542788564049949,0.0,0.0,-3.051520567927363,-3.051520567927363,7.624632,-2.225476382725682
-1.7995799995726465,-1.799579999572646,-2.2862208394167487,0.33981422956694524,75,-174.73267,2024000,75,-1.308706475988148,10,0.33981422956694524,6.406209,10,34.468826,0.0,0.0,nan,-2.2862208394167487,0.0,0.0,-1.7995799995726465,-1.799579999572646,7.624632,-1.308706475988148
-2.8398474070471735,-2.839847407047174,-3.5450971404694003,0.44249715159024183,76,-175.18085,2048000,76,-2.120421426762228,10,0.44249715159024183,6.405739,10,35.389717,0.0,0.0,nan,-3.5450971404694003,0.0,0.0,-2.8398474070471735,-2.839847407047174,7.624632,-2.120421426762228
-2.1161392504349963,-2.1161392504349954,-2.957156410314791,0.4392498008191415,77,-175.69217,2072000,77,-1.664805886253604,10,0.4392498008191415,6.405514,10,35.096085,0.0,0.0,nan,-2.957156410314791,0.0,0.0,-2.1161392504349963,-2.1161392504349954,7.624632,-1.664805886253604
-2.302658344919153,-2.3026583449191533,-2.7243986913947174,0.25121467096392097,78,-176.12047,2096000,78,-1.973727377226199,10,0.25121467096392097,6.409724,10,34.99558,0.0,0.0,nan,-2.7243986913947174,0.0,0.0,-2.302658344919153,-2.3026583449191533,7.624632,-1.973727377226199
-2.6603939210982754,-2.660393921098275,-3.0531092991099333,0.21279813411111406,79,-176.61356,2120000,79,-2.3568880145105546,10,0.21279813411111406,6.4106417,10,34.61086,0.0,0.0,nan,-3.0531092991099333,0.0,0.0,-2.6603939210982754,-2.660393921098275,7.624632,-2.3568880145105546
-2.6527218369499797,-2.6527218369499783,-4.275481037972957,0.6100833854937304,80,-177.0531,2144000,80,-2.024030009999606,10,0.6100833854937304,6.4123187,10,34.548576,0.0,0.0,nan,-4.275481037972957,0.0,0.0,-2.6527218369499797,-2.6527218369499783,7.624632,-2.024030009999606
-2.4816665011358485,-2.481666501135849,-3.189213764550957,0.35391099999480335,81,-177.40703,2168000,81,-2.102059974200824,10,0.35391099999480335,6.4108167,10,34.156048,0.0,0.0,nan,-3.189213764550957,0.0,0.0,-2.4816665011358485,-2.481666501135849,7.624632,-2.102059974200824
-2.5432810125188103,-2.5432810125188117,-3.285108666268853,0.48317257058788504,82,-177.80693,2192000,82,-1.7557628254889213,10,0.48317257058788504,6.414192,10,34.35901,0.0,0.0,nan,-3.285108666268853,0.0,0.0,-2.5432810125188103,-2.5432810125188117,7.624632,-1.7557628254889213
-2.1535479599217915,-2.153547959921792,-3.0370206552582593,0.41348680740943633,83,-178.18526,2216000,83,-1.6083462114664362,10,0.41348680740943633,6.4156775,10,34.543148,0.0,0.0,nan,-3.0370206552582593,0.0,0.0,-2.1535479599217915,-2.153547959921792,7.624632,-1.6083462114664362
-2.884836969009743,-2.884836969009743,-3.506926047406424,0.47055330926755495,84,-178.56859,2240000,84,-2.1009229813566233,10,0.47055330926755495,6.4153514,10,34.689133,0.0,0.0,nan,-3.506926047406424,0.0,0.0,-2.884836969009743,-2.884836969009743,7.624632,-2.1009229813566233
-3.3649740875613516,-3.3649740875613525,-6.986700973905779,1.2488830183233548,85,-178.95523,2264000,85,-2.404561727950983,10,1.2488830183233548,6.4184737,10,35.922935,0.0,0.0,nan,-6.986700973905779,0.0,0.0,-3.3649740875613516,-3.3649740875613525,7.624632,-2.404561727950983
-2.7198068971970764,-2.719806897197076,-3.4059339070030896,0.4693959928179311,86,-179.26051,2288000,86,-2.097416728513644,10,0.4693959928179311,6.4181347,10,35.576717,0.0,0.0,nan,-3.4059339070030896,0.0,0.0,-2.7198068971970764,-2.719806897197076,7.624632,-2.097416728513644
-2.6573312301214322,-2.6573312301214327,-3.25529369945243,0.2795422303711131,87,-179.5186,2312000,87,-2.216758409350142,10,0.2795422303711131,6.417968,10,35.53763,0.0,0.0,nan,-3.25529369945243,0.0,0.0,-2.6573312301214322,-2.6573312301214327,7.624632,-2.216758409350142
-2.5957036903489366,-2.5957036903489366,-6.663487767794401,1.4298284170600923,88,-179.74689,2336000,88,-1.6328342128747464,10,1.4298284170600923,6.420625,10,35.61965,0.0,0.0,nan,-6.663487767794401,0.0,0.0,-2.5957036903489366,-2.5957036903489366,7.624632,-1.6328342128747464
-3.032090058373942,-3.0320900583739427,-4.528655095754557,0.6392109721957929,89,-179.93445,2360000,89,-2.239486891240019,10,0.6392109721957929,6.4192924,10,35.543278,0.0,0.0,nan,-4.528655095754557,0.0,0.0,-3.032090058373942,-3.0320900583739427,7.624632,-2.239486891240019
