Average/AverageDiscountedReturn,push-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/Average/MaxReturn,MetaTest/Average/NumEpisodes,Average/MaxReturn,push-v1/MinReturn,push-v1/MaxReturn,MetaTest/push-v1/AverageReturn,GaussianMLPPolicy/KLAfter,push-v1/AverageReturn,push-v1/NumEpisodes,push-v1/SuccessRate,push-v1/TerminationRate,MetaTest/push-v1/MinReturn,MetaTest/Average/Iteration,GaussianMLPPolicy/LossBefore,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/Iteration,Average/Iteration,Average/AverageReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,Average/NumEpisodes,MetaTest/push-v1/TerminationRate,MetaTest/Average/AverageReturn,TotalEnvSteps,push-v1/StdReturn,MetaTest/push-v1/NumEpisodes,Iteration,GaussianMLPPolicy/dLoss,push-v1/Iteration,Average/MinReturn,MetaTest/Average/MinReturn,Average/SuccessRate,GaussianMLPPolicy/KLBefore,MetaTest/Average/StdReturn,Average/StdReturn,Average/TerminationRate
-18.87100794985079,-18.87100794985079,0.0,5.690625190734863,2517.4238882455415,50,495.6318309177395,-83.64197398541205,495.6318309177395,51.185916810511046,0.009756878018379211,-50.783797522305505,200,0.0,0.0,-57.62318476117836,0,0.000716944457963109,51.18591681051106,385.85131083536055,2517.4238882455415,0.0,0,0,-50.783797522305505,-0.00027923251036554575,51.18591681051106,0.0,200,0.0,51.185916810511046,80000,40.23610641512409,50,0,0.0009961769683286548,0,-83.64197398541205,-57.62318476117836,0.0,0.0,385.85131083536055,40.23610641512409,0.0
10.639830547195196,10.639830547195196,,5.691256046295166,,,15846.154118323631,-71.27221982952929,15846.154118323631,,0.006835936103016138,69.48810244025216,200,0.0,0.0,,,-6.788575410610065e-05,,,,,,1,69.48810244025216,-0.0011445160489529371,,,200,,,160000,1142.7869892766496,,1,0.0010766302948468365,1,-71.27221982952929,,0.0,0.0,,1142.7869892766496,0.0
59.297140931850066,59.297140931850066,,5.665199279785156,,,6161.768598676651,-63.80926927550358,6161.768598676651,,0.007011392619460821,219.31934985648982,200,0.0,0.0,,,-0.0008782221702858806,,,,,,2,219.31934985648982,-0.001383995870128274,,,200,,,240000,777.3245808018796,,2,0.0005057736998423934,2,-63.80926927550358,,0.0,0.0,,777.3245808018796,0.0
134.343208047242,134.343208047242,,5.647693157196045,,,20157.76606972296,-41.24238307594058,20157.76606972296,,0.00735825439915061,558.6764086550963,200,0.005,0.0,,,-0.00023495421919506043,,,,,,3,558.6764086550963,-0.0005138803971931338,,,200,,,320000,1940.3746628916865,,3,0.0002789261779980734,3,-41.24238307594058,,0.005,0.0,,1940.3746628916865,0.0
326.2149498671454,326.2149498671454,,5.664150714874268,,,29337.82331926324,-40.88256324867892,29337.82331926324,,0.0076279290951788425,1087.442635024121,200,0.015,0.0,,,0.00011229094525333494,,,,,,4,1087.442635024121,1.7892964024213143e-05,,,200,,,400000,3132.3915418929696,,4,9.43979812291218e-05,4,-40.88256324867892,,0.015,0.0,,3132.3915418929696,0.0
281.0624230163052,281.0624230163052,,5.66185998916626,,,9009.119338590217,-29.64087410094226,9009.119338590217,,0.006642921827733517,928.883531300768,200,0.005,0.0,,,-4.340217401477275e-06,,,,,,5,928.883531300768,-2.9352877390920185e-05,,,200,,,480000,1701.616129201824,,5,2.501265998944291e-05,5,-29.64087410094226,,0.005,0.0,,1701.616129201824,0.0
982.1323359550286,982.1323359550286,,5.631258964538574,,,55988.97780205751,-33.71266532387554,55988.97780205751,,0.0018004343146458268,3279.3503930587253,200,0.04,0.0,,,-2.3646940462640487e-05,,,,,,6,3279.3503930587253,-2.6612124202074483e-05,,,200,,,560000,6761.272876724187,,6,2.9651837394339964e-06,6,-33.71266532387554,,0.04,0.0,,6761.272876724187,0.0
1174.1014698904908,1174.1014698904908,,5.59187126159668,,,54939.64810118269,-21.669688348529647,54939.64810118269,,0.00145509815774858,3866.1832628680604,200,0.01,0.0,,,-3.0091274311416782e-05,,,,,,7,3866.1832628680604,-3.239610305172391e-05,,,200,,,640000,7604.886499937774,,7,2.30482874030713e-06,7,-21.669688348529647,,0.01,0.0,,7604.886499937774,0.0
1209.1415290051357,1209.1415290051357,,5.566263198852539,,,43523.24220238694,-38.814723412922405,43523.24220238694,,0.000414630543673411,3932.838071555062,200,0.035,0.0,,,-1.8440226995153353e-05,,,,,,8,3932.838071555062,-1.9040302504436113e-05,,,200,,,720000,6956.387752205921,,8,6.000755092827603e-07,8,-38.814723412922405,,0.035,0.0,,6956.387752205921,0.0
968.8829070178826,968.8829070178826,,5.5142436027526855,,,46300.049620239355,-30.305101273982647,46300.049620239355,,0.00948986504226923,3116.691589024959,200,0.035,0.0,,,-7.348260987782851e-05,,,,,,9,3116.691589024959,-9.912582754623145e-05,,,200,,,800000,5297.547582572853,,9,2.564321766840294e-05,9,-30.305101273982647,,0.035,0.0,,5297.547582572853,0.0
