policy/dLoss,Average/AverageReturn,sweep-v1/StdReturn,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/MaxReturn,Average/TerminationRate,Average/MaxReturn,policy/Entropy,MetaTest/sweep-v1/NumEpisodes,policy/KL,MetaTest/sweep-v1/MaxReturn,Average/StdReturn,MetaTest/Average/TerminationRate,sweep-v1/TerminationRate,MetaTest/sweep-v1/AverageDiscountedReturn,Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,sweep-v1/AverageReturn,MetaTest/sweep-v1/StdReturn,MetaTest/Average/MinReturn,sweep-v1/MaxReturn,policy/KLBefore,Average/NumEpisodes,policy/LossBefore,Average/MinReturn,MetaTest/sweep-v1/MinReturn,policy/LossAfter,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/sweep-v1/Iteration,sweep-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,sweep-v1/SuccessRate,MetaTest/sweep-v1/AverageReturn,sweep-v1/Iteration,MetaTest/sweep-v1/TerminationRate,MetaTest/sweep-v1/SuccessRate,sweep-v1/NumEpisodes,sweep-v1/MinReturn,Average/SuccessRate
9.623328,18956.365620155837,9632.236342261904,10,1420000,34815.275109725975,0.0,37357.31370438433,4.203025,10,0.0068017836,34815.275109725975,9632.236342261904,0.0,0.0,17926.949162866207,70,17926.949162866207,10497.391154072127,0.1,18956.365620155837,10497.391154072127,4767.71996976761,37357.31370438433,0.0,100,9.840703,-23.60220071849244,4767.71996976761,0.217375,17926.9491628662,7,7,5966.869358581272,5966.869358581272,0.36586926620870286,0.06,17926.9491628662,70,0.0,0.1,100,-23.60220071849244,0.06
10.369547,19497.585694584624,10011.091094762962,,1440000,,0.0,44560.62215822949,4.1812277,,0.006939363,,10011.091094762962,,0.0,,71,,,,19497.585694584624,,,44560.62215822949,0.0,100,-4.424194,-10.058445323699157,,-14.79374,,,,6147.59432994388,6147.59432994388,0.3231070831583154,0.03,,71,,,100,-10.058445323699157,0.03
11.108678,18210.267408802014,10287.560443935854,,1460000,,0.0,37475.70079638328,4.174317,,0.0068405746,,10287.560443935854,,0.0,,72,,,,18210.267408802014,,,37475.70079638328,0.0,100,1.0998719,-22.550049662943465,,-10.008806,,,,5756.3916768084255,5756.3916768084255,0.3082403895218149,0.09,,72,,,100,-22.550049662943465,0.09
8.577534,19886.992418423484,9914.747147585449,,1480000,,0.0,36963.378217362835,4.169831,,0.0059517464,,9914.747147585449,,0.0,,73,,,,19886.992418423484,,,36963.378217362835,0.0,100,3.2603765,-21.047380788385546,,-5.3171577,,,,6525.820980949581,6525.820980949581,0.3104795919704889,0.06,,73,,,100,-21.047380788385546,0.06
11.945019,18323.51477634429,11461.857134411,,1500000,,0.0,45842.471428067845,4.161935,,0.0074110725,,11461.857134411,,0.0,,74,,,,18323.51477634429,,,45842.471428067845,0.0,100,13.245206,-23.449938652520018,,1.3001875,,,,5928.371273811721,5928.371273811721,0.4712427633647476,0.06,,74,,,100,-23.449938652520018,0.06
11.104964,20420.63714145024,10747.225204898272,,1520000,,0.0,40768.2282120029,4.147499,,0.006600029,,10747.225204898272,,0.0,,75,,,,20420.63714145024,,,40768.2282120029,0.0,100,16.386591,-24.57993091999236,,5.2816267,,,,6228.019230970179,6228.019230970179,0.363922879134832,0.06,,75,,,100,-24.57993091999236,0.06
7.842228,18685.80958791403,11998.963379291132,,1540000,,0.0,45528.28241726941,4.137558,,0.009573892,,11998.963379291132,,0.0,,76,,,,18685.80958791403,,,45528.28241726941,0.0,100,9.342869,-31.016508040565228,,1.5006406,,,,5826.4874006704285,5826.4874006704285,0.3590617822703899,0.04,,76,,,100,-31.016508040565228,0.04
8.691369,17389.515994198067,10332.79635533137,,1560000,,0.0,40820.25037093371,4.1322217,,0.0054660826,,10332.79635533137,,0.0,,77,,,,17389.515994198067,,,40820.25037093371,0.0,100,4.345475,-25.929981116176588,,-4.345894,,,,5477.606424041584,5477.606424041584,0.374843107737865,0.07,,77,,,100,-25.929981116176588,0.07
12.188738,18059.131058774143,10848.91787812874,,1580000,,0.0,41407.32558436277,4.1101604,,0.006763776,,10848.91787812874,,0.0,,78,,,,18059.131058774143,,,41407.32558436277,0.0,100,7.288681,-23.333815742574945,,-4.9000564,,,,5662.7925646749245,5662.7925646749245,0.41156159024390626,0.06,,78,,,100,-23.333815742574945,0.06
9.314083,19229.193438745922,10194.70315359395,,1600000,,0.0,36187.839388751105,4.071525,,0.0056661856,,10194.70315359395,,0.0,,79,,,,19229.193438745922,,,36187.839388751105,0.0,100,6.2514453,-23.32872278631884,,-3.0626383,,,,6035.070117557799,6035.070117557799,0.4341842416810896,0.03,,79,,,100,-23.32872278631884,0.03
8.204972,19283.821999006333,9677.811414698477,10,1620000,35781.707615066065,0.0,43742.26324295998,4.04593,10,0.0045614853,35781.707615066065,9677.811414698477,0.0,0.0,22170.52734755639,80,22170.52734755639,7978.349304219141,0.1,19283.821999006333,7978.349304219141,6876.3905835549485,43742.26324295998,0.0,100,10.138491,-21.84975238537152,6876.3905835549485,1.9335188,22170.527347556395,8,8,6222.574169138921,6222.574169138921,0.3726077475466355,0.02,22170.527347556395,80,0.0,0.1,100,-21.84975238537152,0.02
10.064378,20617.13285732412,9673.676161947247,,1640000,,0.0,39885.10542921541,4.042771,,0.006212579,,9673.676161947247,,0.0,,81,,,,20617.13285732412,,,39885.10542921541,0.0,100,8.290137,-24.28059292076016,,-1.7742406,,,,6359.713384494262,6359.713384494262,0.33871436191002646,0.03,,81,,,100,-24.28059292076016,0.03
11.556193,17959.270632584925,10405.642247410044,,1660000,,0.0,37626.16928063801,4.02385,,0.0071918014,,10405.642247410044,,0.0,,82,,,,17959.270632584925,,,37626.16928063801,0.0,100,-0.72535,-26.337184784438698,,-12.281544,,,,5611.203174013994,5611.203174013994,0.3405048531188539,0.03,,82,,,100,-26.337184784438698,0.03
9.942777,19500.61855335902,10063.99205282759,,1680000,,0.0,39921.15690751564,4.005866,,0.007464403,,10063.99205282759,,0.0,,83,,,,19500.61855335902,,,39921.15690751564,0.0,100,10.587228,-25.817008201379604,,0.64445156,,,,6293.6942162202995,6293.6942162202995,0.32283480661003927,0.06,,83,,,100,-25.817008201379604,0.06
10.809065,16300.834563964345,10663.089831791136,,1700000,,0.0,36606.4532790041,3.987293,,0.006197404,,10663.089831791136,,0.0,,84,,,,16300.834563964345,,,36606.4532790041,0.0,100,-1.8074594,-26.06077894486094,,-12.616525,,,,5388.739908458255,5388.739908458255,0.35072809837942664,0.05,,84,,,100,-26.06077894486094,0.05
9.81418,19559.971126288296,9801.786524171093,,1720000,,0.0,42119.18573473136,3.963547,,0.00537068,,9801.786524171093,,0.0,,85,,,,19559.971126288296,,,42119.18573473136,0.0,100,2.774589,-18.92932818623019,,-7.039591,,,,6377.938358972617,6377.938358972617,0.41899027967736135,0.05,,85,,,100,-18.92932818623019,0.05
11.015741,18266.941294428056,10862.055270512306,,1740000,,0.0,39863.59144551148,3.9298754,,0.004915651,,10862.055270512306,,0.0,,86,,,,18266.941294428056,,,39863.59144551148,0.0,100,4.3482966,-26.699857651178895,,-6.667445,,,,5807.287504205754,5807.287504205754,0.34522148279834175,0.02,,86,,,100,-26.699857651178895,0.02
9.082356,20550.234602596916,10008.319049655105,,1760000,,0.0,38011.82137551365,3.8977785,,0.0054409057,,10008.319049655105,,0.0,,87,,,,20550.234602596916,,,38011.82137551365,0.0,100,6.548619,-25.12256642180442,,-2.5337374,,,,6598.544409531058,6598.544409531058,0.3620062293475502,0.01,,87,,,100,-25.12256642180442,0.01
10.192569,18509.711104853148,10750.651056386183,,1780000,,0.0,38697.09844046163,3.8801348,,0.0076404465,,10750.651056386183,,0.0,,88,,,,18509.711104853148,,,38697.09844046163,0.0,100,12.726406,-27.892656379397774,,2.5338376,,,,5677.98024236987,5677.98024236987,0.4479377140345622,0.04,,88,,,100,-27.892656379397774,0.04
10.950882,19303.03535266009,10793.480696248434,,1800000,,0.0,38689.56343925791,3.857335,,0.00607382,,10793.480696248434,,0.0,,89,,,,19303.03535266009,,,38689.56343925791,0.0,100,-0.0027125,-25.90485551581413,,-10.953594,,,,6353.400244908876,6353.400244908876,0.3766599106306251,0.03,,89,,,100,-25.90485551581413,0.03
9.506794,19815.181153580186,10102.658886568635,10,1820000,30137.179946065728,0.0,36003.28339876024,3.8352542,10,0.0062333,30137.179946065728,10102.658886568635,0.0,0.0,21579.057024997135,90,21579.057024997135,7458.765368967067,0.0,19815.181153580186,7458.765368967067,5595.495811923182,36003.28339876024,0.0,100,3.0141218,-24.06722226447144,5595.495811923182,-6.492672,21579.05702499714,9,9,6434.367815960667,6434.367815960667,0.356052516263362,0.04,21579.05702499714,90,0.0,0.0,100,-24.06722226447144,0.04
10.205231,19004.129202720138,10990.896788268372,,1840000,,0.0,48492.90613909242,3.815648,,0.0058082514,,10990.896788268372,,0.0,,91,,,,19004.129202720138,,,48492.90613909242,0.0,100,6.3309937,-19.373111469553425,,-3.8742375,,,,5998.87030819441,5998.87030819441,0.3392477715757759,0.04,,91,,,100,-19.373111469553425,0.04
8.4886465,20068.1487687067,9872.612795395838,,1860000,,0.0,48495.737610966025,3.8038473,,0.009091109,,9872.612795395838,,0.0,,92,,,,20068.1487687067,,,48495.737610966025,0.0,100,-0.6837625,-22.505072094094068,,-9.172409,,,,6273.928226589062,6273.928226589062,0.293779590134275,0.03,,92,,,100,-22.505072094094068,0.03
12.994504,18347.419021410467,10804.271335949576,,1880000,,0.0,37601.19785665683,3.7905347,,0.0061228466,,10804.271335949576,,0.0,,93,,,,18347.419021410467,,,37601.19785665683,0.0,100,11.5383,-27.63282523795448,,-1.4562047,,,,5942.028442116545,5942.028442116545,0.3561037434500576,0.04,,93,,,100,-27.63282523795448,0.04
7.914317,19007.73632006001,10077.411220243266,,1900000,,0.0,48605.66313032533,3.7843664,,0.0073197517,,10077.411220243266,,0.0,,94,,,,19007.73632006001,,,48605.66313032533,0.0,100,-1.7144891,-25.016279489947504,,-9.628806,,,,6256.476824352512,6256.476824352512,0.363454874460187,0.04,,94,,,100,-25.016279489947504,0.04
10.883134,17372.20546697396,10580.084928247259,,1920000,,0.0,43833.71699699675,3.76122,,0.008507317,,10580.084928247259,,0.0,,95,,,,17372.20546697396,,,43833.71699699675,0.0,100,-0.093889065,-24.100504453465945,,-10.977023,,,,5773.151084497478,5773.151084497478,0.3550329441810277,0.03,,95,,,100,-24.100504453465945,0.03
8.896769,20473.923043994026,8227.625543707982,,1940000,,0.0,38787.222440764526,3.7304845,,0.0060342127,,8227.625543707982,,0.0,,96,,,,20473.923043994026,,,38787.222440764526,0.0,100,1.926,-23.80991619719103,,-6.970769,,,,6534.674884792671,6534.674884792671,0.28825886587147576,0.01,,96,,,100,-23.80991619719103,0.01
10.306284,17651.738457364252,9251.044468129448,,1960000,,0.0,34200.069115256025,3.7215958,,0.0062378123,,9251.044468129448,,0.0,,97,,,,17651.738457364252,,,34200.069115256025,0.0,100,1.2622484,-23.73380456135217,,-9.044036,,,,5803.1445449143885,5803.1445449143885,0.32726046854728563,0.02,,97,,,100,-23.73380456135217,0.02
9.185881,21658.513832291228,9582.84081400971,,1980000,,0.0,36830.67734014261,3.707317,,0.0071113836,,9582.84081400971,,0.0,,98,,,,21658.513832291228,,,36830.67734014261,0.0,100,15.836694,-25.077371691703675,,6.6508126,,,,7117.725595780644,7117.725595780644,0.3535717378118096,0.0,,98,,,100,-25.077371691703675,0.0
9.798437,19029.106285605358,10773.055140478571,,2000000,,0.0,42805.129020045744,3.6836812,,0.005738715,,10773.055140478571,,0.0,,99,,,,19029.106285605358,,,42805.129020045744,0.0,100,4.808325,-21.734241432260575,,-4.9901123,,,,6301.647332116038,6301.647332116038,0.3018024371439716,0.02,,99,,,100,-21.734241432260575,0.02
