policy/dLoss,Average/AverageReturn,sweep-v1/StdReturn,MetaTest/Average/NumEpisodes,TotalEnvSteps,MetaTest/Average/MaxReturn,Average/TerminationRate,Average/MaxReturn,policy/Entropy,MetaTest/sweep-v1/NumEpisodes,policy/KL,MetaTest/sweep-v1/MaxReturn,Average/StdReturn,MetaTest/Average/TerminationRate,sweep-v1/TerminationRate,MetaTest/sweep-v1/AverageDiscountedReturn,Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,sweep-v1/AverageReturn,MetaTest/sweep-v1/StdReturn,MetaTest/Average/MinReturn,sweep-v1/MaxReturn,policy/KLBefore,Average/NumEpisodes,policy/LossBefore,Average/MinReturn,MetaTest/sweep-v1/MinReturn,policy/LossAfter,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/sweep-v1/Iteration,sweep-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,sweep-v1/SuccessRate,MetaTest/sweep-v1/AverageReturn,sweep-v1/Iteration,MetaTest/sweep-v1/TerminationRate,MetaTest/sweep-v1/SuccessRate,sweep-v1/NumEpisodes,sweep-v1/MinReturn,Average/SuccessRate
9.159485,6527.73300162715,6658.763278460964,,660000,,0.0,27451.227327374378,4.9325075,,0.0064449026,,6658.763278460964,,0.0,,32,,,,6527.73300162715,,,27451.227327374378,0.0,100,9.697541,-27.220280186291642,,0.53805625,,,,1952.178002080396,1952.178002080396,0.22779747103987458,0.09,,32,,,100,-27.220280186291642,0.09
9.224639,7400.458065014661,7461.130192882558,,680000,,0.0,33730.00148595508,4.900799,,0.0076231016,,7461.130192882558,,0.0,,33,,,,7400.458065014661,,,33730.00148595508,0.0,100,5.196331,-30.024745991380502,,-4.028308,,,,2104.0747928900137,2104.0747928900137,0.31569021915732753,0.03,,33,,,100,-30.024745991380502,0.03
6.9817843,7489.5040828959145,7487.968914167565,,700000,,0.0,28861.76399649717,4.873481,,0.00807097,,7487.968914167565,,0.0,,34,,,,7489.5040828959145,,,28861.76399649717,0.0,100,3.6422312,-35.001956457496476,,-3.339553,,,,2186.668384019064,2186.668384019064,0.29477411474195525,0.05,,34,,,100,-35.001956457496476,0.05
8.220133,7655.51662592249,7999.149237426801,,720000,,0.0,28512.08853334628,4.8271933,,0.0075606634,,7999.149237426801,,0.0,,35,,,,7655.51662592249,,,28512.08853334628,0.0,100,3.0963874,-32.55898328846566,,-5.1237454,,,,2120.606847185686,2120.606847185686,0.3137117535609155,0.05,,35,,,100,-32.55898328846566,0.05
9.167913,9343.62331199824,7489.35646556247,,740000,,0.0,25004.40121047687,4.814831,,0.008074809,,7489.35646556247,,0.0,,36,,,,9343.62331199824,,,25004.40121047687,0.0,100,-2.0128047,-31.155391909496984,,-11.180718,,,,2622.7913585743995,2622.7913585743995,0.26719580129727427,0.11,,36,,,100,-31.155391909496984,0.11
9.501307,8744.231999135465,8467.244590287915,,760000,,0.0,32896.716200548784,4.798008,,0.0064687347,,8467.244590287915,,0.0,,37,,,,8744.231999135465,,,32896.716200548784,0.0,100,0.75530624,-30.268738621258823,,-8.746,,,,2572.4417579937003,2572.4417579937003,0.29536511107553,0.11,,37,,,100,-30.268738621258823,0.11
8.454359,8033.970018912162,7873.037432747439,,780000,,0.0,27200.13801925172,4.7546797,,0.0062916176,,7873.037432747439,,0.0,,38,,,,8033.970018912162,,,27200.13801925172,0.0,100,1.3556031,-24.16078340406328,,-7.0987563,,,,2406.719945649116,2406.719945649116,0.3145414583473942,0.12,,38,,,100,-24.16078340406328,0.12
8.674272,10431.060795846879,7779.300299684383,,800000,,0.0,29263.128449487383,4.723206,,0.0072139557,,7779.300299684383,,0.0,,39,,,,10431.060795846879,,,29263.128449487383,0.0,100,4.9435687,-29.623926133701257,,-3.730703,,,,2944.0946562911427,2944.0946562911427,0.2563847699210423,0.07,,39,,,100,-29.623926133701257,0.07
8.4586935,9814.966572300089,8107.54851267673,10,820000,28651.86500685984,0.0,25022.39141750968,4.699079,10,0.0061423196,28651.86500685984,8107.54851267673,0.0,0.0,10324.238167222062,40,10324.238167222062,10175.162740879992,0.2,9814.966572300089,10175.162740879992,-25.964336427638756,25022.39141750968,0.0,100,0.45612812,-25.729737663630253,-25.964336427638756,-8.002565,10324.238167222065,4,4,2970.1300717097847,2970.1300717097847,0.2420310363046928,0.08,10324.238167222065,40,0.0,0.2,100,-25.729737663630253,0.08
10.423428,8483.188193823933,8491.788351275749,,840000,,0.0,30214.630618173716,4.689839,,0.0059986366,,8491.788351275749,,0.0,,41,,,,8483.188193823933,,,30214.630618173716,0.0,100,5.330839,-29.862769118762237,,-5.092589,,,,2626.5971779148913,2626.5971779148913,0.2764763071688138,0.11,,41,,,100,-29.862769118762237,0.11
7.1896076,10621.217426018726,7592.2085981087885,,860000,,0.0,25622.281477689598,4.6747236,,0.008145861,,7592.2085981087885,,0.0,,42,,,,10621.217426018726,,,25622.281477689598,0.0,100,0.7181031,-15.973428267254697,,-6.4715047,,,,3209.929877306566,3209.929877306566,0.2738286835064424,0.04,,42,,,100,-15.973428267254697,0.04
10.939812,9068.54646976474,8492.736446582687,,880000,,0.0,30089.183138603963,4.681786,,0.006446115,,8492.736446582687,,0.0,,43,,,,9068.54646976474,,,30089.183138603963,0.0,100,4.789465,-32.603912960085786,,-6.1503468,,,,2492.267811983953,2492.267811983953,0.2532242771423059,0.07,,43,,,100,-32.603912960085786,0.07
8.341625,9805.772405996882,8061.384850149473,,900000,,0.0,27306.27403502187,4.675027,,0.005916109,,8061.384850149473,,0.0,,44,,,,9805.772405996882,,,27306.27403502187,0.0,100,8.116181,-25.710062569487285,,-0.22544375,,,,2949.244800246601,2949.244800246601,0.29172762428568644,0.08,,44,,,100,-25.710062569487285,0.08
7.743451,12389.086308202921,8362.275039542781,,920000,,0.0,34767.07028007783,4.6664057,,0.007342648,,8362.275039542781,,0.0,,45,,,,12389.086308202921,,,34767.07028007783,0.0,100,1.4394953,-26.593385080607497,,-6.303956,,,,3563.9409979843267,3563.9409979843267,0.23550412354153838,0.05,,45,,,100,-26.593385080607497,0.05
9.644441,12019.996403972624,10096.479499152825,,940000,,0.0,35234.7547281955,4.689224,,0.0076459534,,10096.479499152825,,0.0,,46,,,,12019.996403972624,,,35234.7547281955,0.0,100,2.8414094,-26.669104786790946,,-6.8030314,,,,3569.5597073695412,3569.5597073695412,0.3185162422066288,0.1,,46,,,100,-26.669104786790946,0.1
11.977848,10715.585439092363,9036.993901896825,,960000,,0.0,38804.79660080077,4.6715727,,0.01009098,,9036.993901896825,,0.0,,47,,,,10715.585439092363,,,38804.79660080077,0.0,100,0.99516404,-27.73273507052793,,-10.982684,,,,3026.017159153285,3026.017159153285,0.2658620192412833,0.1,,47,,,100,-27.73273507052793,0.1
8.871738,12064.82222746467,9225.978481524086,,980000,,0.0,30270.760360590644,4.6727114,,0.0075481003,,9225.978481524086,,0.0,,48,,,,12064.82222746467,,,30270.760360590644,0.0,100,2.5521946,-26.34133117022089,,-6.319544,,,,3623.473489608986,3623.473489608986,0.29009614723585064,0.09,,48,,,100,-26.34133117022089,0.09
9.544233,11147.260345216002,9414.95567657443,,1000000,,0.0,29348.87406056621,4.6566954,,0.0056542223,,9414.95567657443,,0.0,,49,,,,11147.260345216002,,,29348.87406056621,0.0,100,2.3269625,-31.2895952727999,,-7.2172704,,,,3399.5139964371483,3399.5139964371483,0.29415368497717664,0.09,,49,,,100,-31.2895952727999,0.09
12.939522,13356.422291210356,10148.862775604588,10,1020000,24706.91280695845,0.0,44137.36409921938,4.6116858,10,0.006914262,24706.91280695845,10148.862775604588,0.0,0.0,9292.18925004619,50,9292.18925004619,8606.395759667514,0.0,13356.422291210356,8606.395759667514,-18.17355707407904,44137.36409921938,0.0,100,7.6853156,-28.37656938627894,-18.17355707407904,-5.254206,9292.189250046193,5,5,3901.926305867042,3901.926305867042,0.308442268483046,0.05,9292.189250046193,50,0.0,0.0,100,-28.37656938627894,0.05
10.320804,12293.301063322057,9595.613384928301,,1040000,,0.0,32191.9506934708,4.5892076,,0.0073755416,,9595.613384928301,,0.0,,51,,,,12293.301063322057,,,32191.9506934708,0.0,100,0.70820314,-24.272166293509258,,-9.6126,,,,3844.681395170739,3844.681395170739,0.30690448299022255,0.09,,51,,,100,-24.272166293509258,0.09
10.889006,12996.850861423194,10111.42180701864,,1060000,,0.0,39779.04438671589,4.597378,,0.005033886,,10111.42180701864,,0.0,,52,,,,12996.850861423194,,,39779.04438671589,0.0,100,5.2108436,-25.620687541783298,,-5.6781626,,,,3884.5850280632417,3884.5850280632417,0.2382560333687581,0.08,,52,,,100,-25.620687541783298,0.08
9.661232,13401.85747970457,10022.92024695412,,1080000,,0.0,38436.94044803178,4.603396,,0.005804885,,10022.92024695412,,0.0,,53,,,,13401.85747970457,,,38436.94044803178,0.0,100,-3.4921641,-28.4173244032749,,-13.153397,,,,3983.144599734228,3983.144599734228,0.24532771831811429,0.07,,53,,,100,-28.4173244032749,0.07
8.288369,14134.524157357626,9442.849440497748,,1100000,,0.0,42941.508604356386,4.5768356,,0.0048939455,,9442.849440497748,,0.0,,54,,,,14134.524157357626,,,42941.508604356386,0.0,100,7.4770126,-27.09455365525662,,-0.81135625,,,,4298.796476815213,4298.796476815213,0.3147584388789403,0.02,,54,,,100,-27.09455365525662,0.02
11.61436,12802.468570328794,9840.047957591987,,1120000,,0.0,31035.93090140963,4.56758,,0.0070071253,,9840.047957591987,,0.0,,55,,,,12802.468570328794,,,31035.93090140963,0.0,100,0.62633127,-23.670601009420054,,-10.988029,,,,3945.3439235506557,3945.3439235506557,0.31651583200791356,0.09,,55,,,100,-23.670601009420054,0.09
9.596947,14388.936279142375,9523.382054438085,,1140000,,0.0,37767.624066986056,4.5453067,,0.006051186,,9523.382054438085,,0.0,,56,,,,14388.936279142375,,,37767.624066986056,0.0,100,10.314914,-17.540231681969992,,0.7179672,,,,4299.215285375788,4299.215285375788,0.2918270393511042,0.07,,56,,,100,-17.540231681969992,0.07
11.85389,12677.204370652476,9884.901058080965,,1160000,,0.0,38353.45637624668,4.498462,,0.008066877,,9884.901058080965,,0.0,,57,,,,12677.204370652476,,,38353.45637624668,0.0,100,4.980956,-25.679453409174116,,-6.8729343,,,,3678.546596628794,3678.546596628794,0.3088813273750435,0.05,,57,,,100,-25.679453409174116,0.05
12.352924,13675.237091965007,10196.577101818619,,1180000,,0.0,33808.51130870068,4.470192,,0.0074763703,,10196.577101818619,,0.0,,58,,,,13675.237091965007,,,33808.51130870068,0.0,100,6.520525,-25.265208168257008,,-5.8324,,,,4172.968549844695,4172.968549844695,0.25308971446653905,0.12,,58,,,100,-25.265208168257008,0.12
9.081694,16913.7114286638,8796.262394986104,,1200000,,0.0,32812.147818865036,4.453091,,0.006170227,,8796.262394986104,,0.0,,59,,,,16913.7114286638,,,32812.147818865036,0.0,100,0.7942188,-18.20562525415558,,-8.287475,,,,5346.920975995166,5346.920975995166,0.2966434133611203,0.06,,59,,,100,-18.20562525415558,0.06
9.9536495,16309.387478253473,9703.084566138761,10,1220000,23306.662191601205,0.0,39470.08524317912,4.4150267,10,0.006224388,23306.662191601205,9703.084566138761,0.0,0.0,8246.70271837778,60,8246.70271837778,8295.483294092854,0.1,16309.387478253473,8295.483294092854,-20.032818024412435,39470.08524317912,0.0,100,3.789103,-22.917783534360343,-20.032818024412435,-6.164547,8246.70271837778,6,6,5077.3878759331055,5077.3878759331055,0.2997183426696981,0.06,8246.70271837778,60,0.0,0.1,100,-22.917783534360343,0.06
10.702969,16118.891087082151,10241.006362132362,,1240000,,0.0,39225.18751384441,4.396949,,0.003968498,,10241.006362132362,,0.0,,61,,,,16118.891087082151,,,39225.18751384441,0.0,100,9.333718,-22.938866322426563,,-1.36925,,,,4856.654150345494,4856.654150345494,0.23244849501904175,0.08,,61,,,100,-22.938866322426563,0.08
8.695337,16906.007654045243,9831.36786897854,,1260000,,0.0,37286.61637789663,4.3952556,,0.008320217,,9831.36786897854,,0.0,,62,,,,16906.007654045243,,,37286.61637789663,0.0,100,2.6680157,-22.387632025491833,,-6.027322,,,,5141.115451077801,5141.115451077801,0.3060748688791196,0.06,,62,,,100,-22.387632025491833,0.06
11.369975,15491.278007422028,9070.101719178723,,1280000,,0.0,33452.312077755014,4.379677,,0.0070927744,,9070.101719178723,,0.0,,63,,,,15491.278007422028,,,33452.312077755014,0.0,100,3.1929438,-24.614936730790042,,-8.1770315,,,,4859.6300195611775,4859.6300195611775,0.20732626761352235,0.07,,63,,,100,-24.614936730790042,0.07
11.889487,14169.870943787862,10656.25686272353,,1300000,,0.0,37917.865915829236,4.3555,,0.006921675,,10656.25686272353,,0.0,,64,,,,14169.870943787862,,,37917.865915829236,0.0,100,0.038625,-20.961282171562974,,-11.8508625,,,,4534.4716094103605,4534.4716094103605,0.29044489471369517,0.09,,64,,,100,-20.961282171562974,0.09
12.567145,16710.58024455373,11017.09521038774,,1320000,,0.0,42055.294040736284,4.3290067,,0.0050829183,,11017.09521038774,,0.0,,65,,,,16710.58024455373,,,42055.294040736284,0.0,100,2.90635,-26.5319459014614,,-9.660795,,,,5266.882238949192,5266.882238949192,0.4090712606641793,0.06,,65,,,100,-26.5319459014614,0.06
7.5883536,15462.941526967606,10678.74966171898,,1340000,,0.0,37783.49823896762,4.300164,,0.010260592,,10678.74966171898,,0.0,,66,,,,15462.941526967606,,,37783.49823896762,0.0,100,-6.8913093,-23.831522478845724,,-14.479663,,,,4849.031615918725,4849.031615918725,0.37112842165741056,0.06,,66,,,100,-23.831522478845724,0.06
12.107018,18561.30166203891,9669.068907639954,,1360000,,0.0,40174.61952530911,4.2645345,,0.007855261,,9669.068907639954,,0.0,,67,,,,18561.30166203891,,,40174.61952530911,0.0,100,4.6584125,-23.36087238664368,,-7.448606,,,,5822.263257714817,5822.263257714817,0.310115536223311,0.07,,67,,,100,-23.36087238664368,0.07
11.141874,18707.529259004827,9300.876148150106,,1380000,,0.0,40418.14742390413,4.244939,,0.008583075,,9300.876148150106,,0.0,,68,,,,18707.529259004827,,,40418.14742390413,0.0,100,-1.3310437,-22.901147623191356,,-12.4729185,,,,5752.77603444003,5752.77603444003,0.2626273214595196,0.09,,68,,,100,-22.901147623191356,0.09
10.572838,17683.341276677827,10011.687190379289,,1400000,,0.0,37537.33369417142,4.225105,,0.011523941,,10011.687190379289,,0.0,,69,,,,17683.341276677827,,,37537.33369417142,0.0,100,2.1391063,-24.2941749027695,,-8.433731,,,,5464.36927020301,5464.36927020301,0.32202274790179175,0.1,,69,,,100,-24.2941749027695,0.1
