MetaTest/Average/SuccessRate,drawer-close-v1/StdReturn,GaussianMLPPolicy/dLoss,Average/SuccessRate,GaussianMLPPolicy/LossAfter,Average/MinReturn,MetaTest/drawer-close-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/drawer-close-v1/MinReturn,GaussianMLPPolicy/KLAfter,MetaTest/drawer-close-v1/MaxReturn,drawer-close-v1/NumEpisodes,Average/MaxReturn,Average/StdReturn,MetaTest/drawer-close-v1/AverageReturn,MetaTest/Average/NumEpisodes,Average/Iteration,drawer-close-v1/MinReturn,MetaTest/Average/MaxReturn,drawer-close-v1/Iteration,TotalEnvSteps,drawer-close-v1/AverageReturn,Average/NumEpisodes,MetaTest/Average/StdReturn,drawer-close-v1/AverageDiscountedReturn,drawer-close-v1/MaxReturn,MetaTest/drawer-close-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/drawer-close-v1/AverageDiscountedReturn,Average/AverageReturn,drawer-close-v1/SuccessRate,MetaTest/drawer-close-v1/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/Average/AverageReturn,MetaTest/drawer-close-v1/NumEpisodes,drawer-close-v1/TerminationRate,Average/TerminationRate,GaussianMLPPolicy/LossBefore,Average/AverageDiscountedReturn,MetaTest/drawer-close-v1/StdReturn,MetaTest/Average/Iteration,Iteration,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLBefore
1.0,38693.946832062335,2.0377228793222457e-08,0.41,-4.2230935832776595e-06,-16.63160954552817,94,0.0,5241.2069789254565,1.4382769222720526e-05,5241.2069789254565,200,244268.3713632278,38693.946832062335,5241.2069789254565,1,94,-16.63160954552817,5241.2069789254565,94,7600000,18752.387061314585,200,0.0,4587.290381082977,244268.3713632278,0.0,5241.206978925454,5241.206978925454,18752.387061314585,0.41,1.0,5.697656631469727,5241.2069789254565,1,0.0,0.0,-4.202716354484437e-06,4587.290381082977,0.0,94,94,5241.2069789254565,0.0
1.0,31722.628020294705,4.161961442150641e-09,0.305,-2.87709610802267e-07,-18.46081852362875,95,0.0,160718.31124520712,2.894795670727035e-06,160718.31124520712,200,211112.80567381854,31722.628020294705,160718.31124520712,1,95,-18.46081852362875,160718.31124520712,95,7680000,13180.011182287502,200,0.0,3273.7562830673137,211112.80567381854,0.0,160718.31124520703,160718.31124520703,13180.011182287502,0.305,1.0,5.697628974914551,160718.31124520712,1,0.0,0.0,-2.8354764936011634e-07,3273.7562830673137,0.0,95,95,160718.31124520712,0.0
1.0,37770.499966733354,3.5162429412594065e-08,0.365,-5.330618478183169e-06,-19.219864261848997,96,0.0,831.7643273711238,2.481755473127123e-05,831.7643273711238,200,223219.56037923947,37770.499966733354,831.7643273711238,1,96,-19.219864261848997,831.7643273711238,96,7760000,16230.846306132407,200,0.0,4001.8779958277782,223219.56037923947,0.0,831.7643273711236,831.7643273711236,16230.846306132407,0.365,1.0,5.689516067504883,831.7643273711238,1,0.0,0.0,-5.295456048770575e-06,4001.8779958277782,0.0,96,96,831.7643273711238,0.0
0.0,28772.031554040885,1.0598341759759933e-08,0.375,-3.0062133191677276e-06,-16.233957207634287,97,0.0,-13.273855502775753,7.47728790884139e-06,-13.273855502775753,200,157538.21014461204,28772.031554040885,-13.273855502775753,1,97,-16.233957207634287,-13.273855502775753,97,7840000,14522.733870758791,200,0.0,3674.815193799328,157538.21014461204,0.0,-13.273855502775756,-13.273855502775756,14522.733870758791,0.375,0.0,5.686563491821289,-13.273855502775753,1,0.0,0.0,-2.9956149774079677e-06,3674.815193799328,0.0,97,97,-13.273855502775753,0.0
1.0,28620.18980709227,5.882412779101287e-09,0.385,-3.308325915440946e-07,-19.17544441555122,98,0.0,22480.38686858973,4.142321358813206e-06,22480.38686858973,200,218675.23110118814,28620.18980709227,22480.38686858973,1,98,-19.17544441555122,22480.38686858973,98,7920000,13206.827286147785,200,0.0,3240.4686776124345,218675.23110118814,0.0,22480.386868589714,22480.386868589714,13206.827286147785,0.385,1.0,5.686538219451904,22480.38686858973,1,0.0,0.0,-3.249501787649933e-07,3240.4686776124345,0.0,98,98,22480.38686858973,0.0
1.0,26052.07874707109,5.190713636693545e-09,0.38,-3.7039566791463585e-07,-22.04769810718416,99,0.0,47891.000749764025,3.6457113310461864e-06,47891.000749764025,200,149078.50668306786,26052.07874707109,47891.000749764025,1,99,-22.04769810718416,47891.000749764025,99,8000000,13619.694079492136,200,0.0,3377.915276736854,149078.50668306786,0.0,47891.00074976405,47891.00074976405,13619.694079492136,0.38,1.0,5.68651008605957,47891.000749764025,1,0.0,0.0,-3.652049542779423e-07,3377.915276736854,0.0,99,99,47891.000749764025,0.0
0.0,32965.55285646901,1.44596015161369e-08,0.42,1.0247192676615668e-06,-17.487257170829047,100,0.0,-13.4099363735442,1.0224352081422694e-05,-13.4099363735442,200,253396.44489790656,32965.55285646901,-13.4099363735442,1,100,-17.487257170829047,-13.4099363735442,100,8080000,17611.67146393861,200,0.0,4044.073395909969,253396.44489790656,0.0,-13.40993637354421,-13.40993637354421,17611.67146393861,0.42,0.0,5.687415599822998,-13.4099363735442,1,0.0,0.0,1.0391788691777037e-06,4044.073395909969,0.0,100,100,-13.4099363735442,0.0
0.0,33963.62738833386,5.963693183730356e-08,0.385,-2.844734581231023e-06,-19.9789894300317,101,0.0,-13.207179033974688,4.204958531772718e-05,-13.207179033974688,200,204103.22832742165,33963.62738833386,-13.207179033974688,1,101,-19.9789894300317,-13.207179033974688,101,8160000,15076.359489102832,200,0.0,3654.46871202473,204103.22832742165,0.0,-13.207179033974688,-13.207179033974688,15076.359489102832,0.385,0.0,5.683806896209717,-13.207179033974688,1,0.0,0.0,-2.7850976493937196e-06,3654.46871202473,0.0,101,101,-13.207179033974688,0.0
0.0,38786.24079872204,9.234213393938262e-09,0.4,-1.8696631514103501e-06,-22.37274691787816,102,0.0,22689.17784601112,6.516642315546051e-06,22689.17784601112,200,261871.9969043514,38786.24079872204,22689.17784601112,1,102,-22.37274691787816,22689.17784601112,102,8240000,16342.969085891084,200,0.0,4016.7168506999,261871.9969043514,0.0,22689.177846011116,22689.177846011116,16342.969085891084,0.4,0.0,5.6817193031311035,22689.17784601112,1,0.0,0.0,-1.8604289380164118e-06,4016.7168506999,0.0,102,102,22689.17784601112,0.0
0.0,33963.21976257347,5.641595635097474e-09,0.405,-3.245401671847503e-07,-20.47062472882787,103,0.0,11125.934993198825,3.982576345151756e-06,11125.934993198825,200,187111.83647785446,33963.21976257347,11125.934993198825,1,103,-20.47062472882787,11125.934993198825,103,8320000,18481.822335459743,200,0.0,4594.607820167469,187111.83647785446,0.0,11125.934993198822,11125.934993198822,18481.822335459743,0.405,0.0,5.681694030761719,11125.934993198825,1,0.0,0.0,-3.1889857154965284e-07,4594.607820167469,0.0,103,103,11125.934993198825,0.0
0.0,25566.714643360578,2.1302071218087804e-09,0.39,-4.339482018167473e-07,-17.108609238961517,104,0.0,2374.1308813296737,1.480801984143909e-06,2374.1308813296737,200,225315.2284326931,25566.714643360578,2374.1308813296737,1,104,-17.108609238961517,2374.1308813296737,104,8400000,13363.848948749108,200,0.0,3401.3974689897427,225315.2284326931,0.0,2374.130881329674,2374.130881329674,13363.848948749108,0.39,0.0,5.681587219238281,2374.1308813296737,1,0.0,0.0,-4.3181799469493853e-07,3401.3974689897427,0.0,104,104,2374.1308813296737,0.0
0.0,38527.80089194499,2.7065198082709685e-08,0.415,4.9644340833765455e-06,-21.77492979150543,105,0.0,-12.71452417903878,1.9126384358969517e-05,-12.71452417903878,200,289188.0456084125,38527.80089194499,-12.71452417903878,1,105,-21.77492979150543,-12.71452417903878,105,8480000,15912.563996512476,200,0.0,4049.1476497605513,289188.0456084125,0.0,-12.714524179038776,-12.714524179038776,15912.563996512476,0.415,0.0,5.688968181610107,-12.71452417903878,1,0.0,0.0,4.991499281459255e-06,4049.1476497605513,0.0,105,105,-12.71452417903878,0.0
0.0,38545.962470150655,1.6541719105589436e-09,0.445,3.46744002399646e-07,-15.661150176516335,106,0.0,-14.365421360707847,1.1774889117077691e-06,-14.365421360707847,200,234002.64315443553,38545.962470150655,-14.365421360707847,1,106,-15.661150176516335,-14.365421360707847,106,8560000,21970.391424285503,200,0.0,5698.1762578970265,234002.64315443553,0.0,-14.365421360707849,-14.365421360707849,21970.391424285503,0.445,0.0,5.6890716552734375,-14.365421360707847,1,0.0,0.0,3.483981743102049e-07,5698.1762578970265,0.0,106,106,-14.365421360707847,0.0
0.0,35557.4934879784,3.8966209103818983e-07,0.455,1.3000186527278856e-06,-16.585443229366064,107,0.0,-12.628741371456973,0.00027685423265211284,-12.628741371456973,200,219636.57573023738,35557.4934879784,-12.628741371456973,1,107,-16.585443229366064,-12.628741371456973,107,8640000,17815.58152300996,200,0.0,4413.265925007404,219636.57573023738,0.0,-12.628741371456968,-12.628741371456968,17815.58152300996,0.455,0.0,5.685774326324463,-12.628741371456973,1,0.0,0.0,1.6896807437660755e-06,4413.265925007404,0.0,107,107,-12.628741371456973,0.0
0.0,32059.508541576644,7.682501745875925e-09,0.365,-1.1837198599096155e-06,-19.71542285522213,108,0.0,7593.101120475369,5.409620371210622e-06,7593.101120475369,200,229322.5159980669,32059.508541576644,7593.101120475369,1,108,-19.71542285522213,7593.101120475369,108,8720000,13390.380987012375,200,0.0,3406.8756206551784,229322.5159980669,0.0,7593.101120475367,7593.101120475367,13390.380987012375,0.365,0.0,5.685684680938721,7593.101120475369,1,0.0,0.0,-1.1760373581637396e-06,3406.8756206551784,0.0,108,108,7593.101120475369,0.0
0.0,32981.702605729086,1.5300429367925972e-08,0.415,-2.966840611406951e-06,-24.86789487747111,109,0.0,-13.93869672152766,1.0815532732522115e-05,-13.93869672152766,200,231303.0554325539,32981.702605729086,-13.93869672152766,1,109,-24.86789487747111,-13.93869672152766,109,8800000,17441.087508951132,200,0.0,4173.695716609824,231303.0554325539,0.0,-13.938696721527657,-13.938696721527657,17441.087508951132,0.415,0.0,5.68455696105957,-13.93869672152766,1,0.0,0.0,-2.9515401820390252e-06,4173.695716609824,0.0,109,109,-13.93869672152766,0.0
0.0,30382.89602113766,1.2229634194227401e-08,0.38,-2.025998782073657e-07,-19.128308865176344,110,0.0,845.1794112436268,8.647612048662268e-06,845.1794112436268,200,176500.0842123103,30382.89602113766,845.1794112436268,1,110,-19.128308865176344,845.1794112436268,110,8880000,14543.114047603,200,0.0,3392.1471741218716,176500.0842123103,0.0,845.1794112436265,845.1794112436265,14543.114047603,0.38,0.0,5.684543132781982,845.1794112436268,1,0.0,0.0,-1.903702440131383e-07,3392.1471741218716,0.0,110,110,845.1794112436268,0.0
1.0,25412.48971057333,1.3777707863482647e-09,0.395,-1.0901791256401339e-06,-18.405278316381853,111,0.0,2179.9229944987733,9.356435839436017e-07,2179.9229944987733,200,150038.41876143834,25412.48971057333,2179.9229944987733,1,111,-18.405278316381853,2179.9229944987733,111,8960000,13162.69704679844,200,0.0,3391.8363915740338,150038.41876143834,0.0,2179.9229944987696,2179.9229944987696,13162.69704679844,0.395,1.0,5.6844024658203125,2179.9229944987733,1,0.0,0.0,-1.0888013548537856e-06,3391.8363915740338,0.0,111,111,2179.9229944987733,0.0
0.0,23505.52661138899,7.635321708221454e-09,0.4,-1.3807348295813426e-06,-18.099948955348644,112,0.0,-14.88166438052549,5.4003444347472396e-06,-14.88166438052549,200,114071.8668922666,23505.52661138899,-14.88166438052549,1,112,-18.099948955348644,-14.88166438052549,112,9040000,12621.4482071226,200,0.0,3198.2131190285795,114071.8668922666,0.0,-14.88166438052548,-14.88166438052548,12621.4482071226,0.4,0.0,5.683832168579102,-14.88166438052549,1,0.0,0.0,-1.3730995078731212e-06,3198.2131190285795,0.0,112,112,-14.88166438052549,0.0
1.0,30987.547333932438,1.7123284123954363e-08,0.375,-1.6337426131940447e-06,-18.283707484289494,113,0.0,62550.77000776454,1.2096983482479118e-05,62550.77000776454,200,212793.92481409007,30987.547333932438,62550.77000776454,1,113,-18.283707484289494,62550.77000776454,113,9120000,13376.849357972806,200,0.0,3372.9195989832497,212793.92481409007,0.0,62550.77000776452,62550.77000776452,13376.849357972806,0.375,1.0,5.683710098266602,62550.77000776454,1,0.0,0.0,-1.6166193290700903e-06,3372.9195989832497,0.0,113,113,62550.77000776454,0.0
0.0,27266.957357504303,2.0528432287392206e-09,0.325,1.5059996485433658e-06,-23.71695550394915,114,0.0,3582.9698053128413,1.4320442005555378e-06,3582.9698053128413,200,153812.96987893168,27266.957357504303,3582.9698053128413,1,114,-23.71695550394915,3582.9698053128413,114,9200000,13868.044747390668,200,0.0,3498.028146982391,153812.96987893168,0.0,3582.969805312844,3582.969805312844,13868.044747390668,0.325,0.0,5.683868408203125,3582.9698053128413,1,0.0,0.0,1.508052491772105e-06,3498.028146982391,0.0,114,114,3582.9698053128413,0.0
0.0,34590.24930592984,2.738079274422489e-08,0.385,-2.8472315989347408e-06,-18.957209252683167,115,0.0,-13.04339085338995,1.928790516103618e-05,-13.04339085338995,200,172899.11395915027,34590.24930592984,-13.04339085338995,1,115,-18.957209252683167,-13.04339085338995,115,9280000,17267.11138642654,200,0.0,4333.617241708072,172899.11395915027,0.0,-13.043390853389944,-13.043390853389944,17267.11138642654,0.385,0.0,5.679394721984863,-13.04339085338995,1,0.0,0.0,-2.819850806190516e-06,4333.617241708072,0.0,115,115,-13.04339085338995,0.0
0.0,29570.017898609476,1.858484210970346e-08,0.335,1.324262029811507e-06,-19.593800490194525,116,0.0,-13.715104664521313,1.3138020221958868e-05,-13.715104664521313,200,239831.7539368715,29570.017898609476,-13.715104664521313,1,116,-19.593800490194525,-13.715104664521313,116,9360000,12794.977264172398,200,0.0,3232.686593832381,239831.7539368715,0.0,-13.71510466452131,-13.71510466452131,12794.977264172398,0.335,0.0,5.680717945098877,-13.715104664521313,1,0.0,0.0,1.3428468719212105e-06,3232.686593832381,0.0,116,116,-13.715104664521313,0.0
1.0,32831.171324375195,5.065999175712932e-08,0.36,3.2301879855367588e-06,-20.436378789998276,117,0.0,122754.77266788659,3.5800912883132696e-05,122754.77266788659,200,222335.72342357435,32831.171324375195,122754.77266788659,1,117,-20.436378789998276,122754.77266788659,117,9440000,13654.796260984123,200,0.0,3469.630891955773,222335.72342357435,0.0,122754.77266788662,122754.77266788662,13654.796260984123,0.36,1.0,5.6856160163879395,122754.77266788659,1,0.0,0.0,3.280847977293888e-06,3469.630891955773,0.0,117,117,122754.77266788659,0.0
0.0,34652.18654442489,7.48866568756057e-09,0.455,7.729596518402104e-07,-21.86902676510906,118,0.0,-13.273000122116468,5.289376531436574e-06,-13.273000122116468,200,176858.5727164115,34652.18654442489,-13.273000122116468,1,118,-21.86902676510906,-13.273000122116468,118,9520000,16991.936900057513,200,0.0,4018.836642330023,176858.5727164115,0.0,-13.273000122116478,-13.273000122116478,16991.936900057513,0.455,0.0,5.686256408691406,-13.273000122116468,1,0.0,0.0,7.80448317527771e-07,4018.836642330023,0.0,118,118,-13.273000122116468,0.0
0.0,40108.558839006924,1.1699739843606949e-08,0.345,-1.723199261505215e-06,-15.36701118634991,119,0.0,-14.114128020947938,8.282891940325499e-06,-14.114128020947938,200,213644.73751289785,40108.558839006924,-14.114128020947938,1,119,-15.36701118634991,-14.114128020947938,119,9600000,19342.04218422422,200,0.0,4629.4876539895895,213644.73751289785,0.0,-14.114128020947929,-14.114128020947929,19342.04218422422,0.345,0.0,5.685646057128906,-14.114128020947938,1,0.0,0.0,-1.711499521661608e-06,4629.4876539895895,0.0,119,119,-14.114128020947938,0.0
1.0,32865.134152757586,2.9475359042407945e-08,0.35,-3.861908680846682e-06,-20.67710120283549,120,0.0,1650.0458071674998,2.0813924493268132e-05,1650.0458071674998,200,229215.6878428538,32865.134152757586,1650.0458071674998,1,120,-20.67710120283549,1650.0458071674998,120,9680000,16586.824673783354,200,0.0,3907.456999862039,229215.6878428538,0.0,1650.0458071674993,1650.0458071674993,16586.824673783354,0.35,1.0,5.679312705993652,1650.0458071674998,1,0.0,0.0,-3.832433321804274e-06,3907.456999862039,0.0,120,120,1650.0458071674998,0.0
0.0,29473.2146155347,2.996114289999241e-08,0.42,-8.326305760419928e-07,-19.957342195253833,121,0.0,-12.631795146468072,2.111279172822833e-05,-12.631795146468072,200,206185.72308066243,29473.2146155347,-12.631795146468072,1,121,-19.957342195253833,-12.631795146468072,121,9760000,12517.900602708789,200,0.0,3164.259253809026,206185.72308066243,0.0,-12.631795146468079,-12.631795146468079,12517.900602708789,0.42,0.0,5.6790595054626465,-12.631795146468072,1,0.0,0.0,-8.026694331420003e-07,3164.259253809026,0.0,121,121,-12.631795146468072,0.0
0.0,36177.56947762755,5.4844804253662005e-09,0.385,1.679673914622981e-06,-19.794502424847956,122,0.0,-12.073378669308205,3.879808900819626e-06,-12.073378669308205,200,207235.36759631912,36177.56947762755,-12.073378669308205,1,122,-19.794502424847956,-12.073378669308205,122,9840000,17181.324034583587,200,0.0,4261.386026121443,207235.36759631912,0.0,-12.0733786693082,-12.0733786693082,17181.324034583587,0.385,0.0,5.6792120933532715,-12.073378669308205,1,0.0,0.0,1.6851583950483473e-06,4261.386026121443,0.0,122,122,-12.073378669308205,0.0
0.0,31617.459283569297,3.541948672136641e-07,0.395,-1.3526583870770992e-06,-23.193121143762543,123,0.0,-15.174895384642141,0.0002556928957346827,-15.174895384642141,200,193930.24770552336,31617.459283569297,-15.174895384642141,1,123,-23.193121143762543,-15.174895384642141,123,9920000,15584.777725658629,200,0.0,3833.068091610371,193930.24770552336,0.0,-15.174895384642149,-15.174895384642149,15584.777725658629,0.395,0.0,5.6812968254089355,-15.174895384642141,1,0.0,0.0,-9.98463519863435e-07,3833.068091610371,0.0,123,123,-15.174895384642141,0.0
0.0,31216.73943899453,2.609176533496793e-06,0.39,-1.8503609453546233e-06,-19.427526436838285,124,0.0,-12.238154406770253,0.00220632366836071,-12.238154406770253,200,174546.4759081862,31216.73943899453,-12.238154406770253,1,124,-19.427526436838285,-12.238154406770253,124,10000000,15639.945003556022,200,0.0,3769.6515014754495,174546.4759081862,0.0,-12.23815440677026,-12.23815440677026,15639.945003556022,0.39,0.0,5.682150840759277,-12.238154406770253,1,0.0,0.0,7.588155881421699e-07,3769.6515014754495,0.0,124,124,-12.238154406770253,0.0
0.0,23973.3032498494,3.6421852200874127e-09,0.295,6.075418923501275e-07,-17.91734346143844,125,0.0,1430.5166541473488,2.573568508523749e-06,1430.5166541473488,200,117505.80467349292,23973.3032498494,1430.5166541473488,1,125,-17.91734346143844,1430.5166541473488,125,10080000,12705.44373501813,200,0.0,3007.7999641966085,117505.80467349292,0.0,1430.5166541473482,1430.5166541473482,12705.44373501813,0.295,0.0,5.682205677032471,1430.5166541473488,1,0.0,0.0,6.111840775702149e-07,3007.7999641966085,0.0,125,125,1430.5166541473488,0.0
0.0,26240.02432835086,3.5953917176811956e-08,0.225,-2.3668776520935353e-06,-21.084227775255055,126,0.0,1464.8346355440158,2.536525425966829e-05,1464.8346355440158,200,224827.4936225408,26240.02432835086,1464.8346355440158,1,126,-21.084227775255055,1464.8346355440158,126,10160000,10559.368487363463,200,0.0,2556.100524628187,224827.4936225408,0.0,1464.8346355440165,1464.8346355440165,10559.368487363463,0.225,0.0,5.681303977966309,1464.8346355440158,1,0.0,0.0,-2.3309237349167233e-06,2556.100524628187,0.0,126,126,1464.8346355440158,0.0
0.0,24560.269100359885,2.932438292191364e-09,0.245,1.53049836626451e-06,-16.533787694332617,127,0.0,-14.970255080365687,2.0922725525451824e-06,-14.970255080365687,200,242920.84306749853,24560.269100359885,-14.970255080365687,1,127,-16.533787694332617,-14.970255080365687,127,10240000,9486.470780806627,200,0.0,2258.222920086837,242920.84306749853,0.0,-14.97025508036568,-14.97025508036568,9486.470780806627,0.245,0.0,5.6814656257629395,-14.970255080365687,1,0.0,0.0,1.5334308045567013e-06,2258.222920086837,0.0,127,127,-14.970255080365687,0.0
0.0,35458.58790839696,3.165393991366727e-08,0.365,-1.474928694733535e-06,-20.135108712619214,128,0.0,3239.11427349161,2.2357076886692084e-05,3239.11427349161,200,271070.0496792828,35458.58790839696,3239.11427349161,1,128,-20.135108712619214,3239.11427349161,128,10320000,14442.248573720524,200,0.0,3532.8576164635106,271070.0496792828,0.0,3239.1142734916107,3239.1142734916107,14442.248573720524,0.365,0.0,5.679749488830566,3239.11427349161,1,0.0,0.0,-1.4432747548198677e-06,3532.8576164635106,0.0,128,128,3239.11427349161,0.0
1.0,31410.930943737545,5.252786650089547e-08,0.35,4.452097073226469e-06,-18.80721657722926,129,0.0,34835.49653571771,3.704573100549169e-05,34835.49653571771,200,207794.95445164523,31410.930943737545,34835.49653571771,1,129,-18.80721657722926,34835.49653571771,129,10400000,13334.440589041058,200,0.0,3150.1738869153555,207794.95445164523,0.0,34835.49653571774,34835.49653571774,13334.440589041058,0.35,1.0,5.686490535736084,34835.49653571771,1,0.0,0.0,4.504624939727364e-06,3150.1738869153555,0.0,129,129,34835.49653571771,0.0
1.0,28490.214387704247,1.818170858314261e-08,0.395,1.2980094652448315e-06,-20.499982003458015,130,0.0,3350.5177250112483,1.284484733332647e-05,3350.5177250112483,200,166654.24145343405,28490.214387704247,3350.5177250112483,1,130,-20.499982003458015,3350.5177250112483,130,10480000,15032.168032890022,200,0.0,3682.5373755372525,166654.24145343405,0.0,3350.5177250112506,3350.5177250112506,15032.168032890022,0.395,1.0,5.6871185302734375,3350.5177250112483,1,0.0,0.0,1.3161911738279741e-06,3682.5373755372525,0.0,130,130,3350.5177250112483,0.0
0.0,36372.21370682745,1.0761411317616876e-08,0.35,-1.6490319865170022e-07,-21.06177806971022,131,0.0,-12.166877668575284,7.617119081260171e-06,-12.166877668575284,200,235276.55392418522,36372.21370682745,-12.166877668575284,1,131,-21.06177806971022,-12.166877668575284,131,10560000,15153.140506412028,200,0.0,3924.7814131858945,235276.55392418522,0.0,-12.16687766857528,-12.16687766857528,15153.140506412028,0.35,0.0,5.687103748321533,-12.166877668575284,1,0.0,0.0,-1.5414178733408335e-07,3924.7814131858945,0.0,131,131,-12.166877668575284,0.0
0.0,30037.63602541498,1.982368758035591e-08,0.305,-1.8673588328965707e-06,-17.57946944063284,132,0.0,-13.374825687131962,1.4011112398293335e-05,-13.374825687131962,200,176275.7623428465,30037.63602541498,-13.374825687131962,1,132,-17.57946944063284,-13.374825687131962,132,10640000,14668.28379042174,200,0.0,3478.081078553036,176275.7623428465,0.0,-13.374825687131965,-13.374825687131965,14668.28379042174,0.305,0.0,5.685074329376221,-13.374825687131962,1,0.0,0.0,-1.8475351453162148e-06,3478.081078553036,0.0,132,132,-13.374825687131962,0.0
0.0,39512.00791532104,4.250864549248945e-09,0.28,-1.3737499102717265e-06,-17.599157208329103,133,0.0,-13.322736954858097,3.0078408599365503e-06,-13.322736954858097,200,254352.48610362448,39512.00791532104,-13.322736954858097,1,133,-17.599157208329103,-13.322736954858097,133,10720000,17245.322813142608,200,0.0,4302.906985080265,254352.48610362448,0.0,-13.322736954858106,-13.322736954858106,17245.322813142608,0.28,0.0,5.6849565505981445,-13.322736954858097,1,0.0,0.0,-1.3694990457224776e-06,4302.906985080265,0.0,133,133,-13.322736954858097,0.0
0.0,30637.835747252233,4.154543375989306e-08,0.37,-5.336640356290445e-07,-21.41790108583608,134,0.0,10677.784709729962,2.9333983547985554e-05,10677.784709729962,200,170896.45573225178,30637.835747252233,10677.784709729962,1,134,-21.41790108583608,10677.784709729962,134,10800000,14385.384753750319,200,0.0,3351.233429868124,170896.45573225178,0.0,10677.784709729951,10677.784709729951,14385.384753750319,0.37,0.0,5.684064865112305,10677.784709729962,1,0.0,0.0,-4.921186018691515e-07,3351.233429868124,0.0,134,134,10677.784709729962,0.0
0.0,36818.6292946814,1.8682749214349315e-07,0.365,-1.0524179742787965e-05,-23.58111082357189,135,0.0,-11.796138330618955,0.00013109183055348694,-11.796138330618955,200,263520.56646082964,36818.6292946814,-11.796138330618955,1,135,-23.58111082357189,-11.796138330618955,135,10880000,15596.714534834628,200,0.0,3917.5510967706355,263520.56646082964,0.0,-11.796138330618952,-11.796138330618952,15596.714534834628,0.365,0.0,5.6678466796875,-11.796138330618955,1,0.0,0.0,-1.0337352250644471e-05,3917.5510967706355,0.0,135,135,-11.796138330618955,0.0
0.0,26300.44171626786,1.0747044143499807e-08,0.325,-9.14080089842173e-07,-18.686445887479145,136,0.0,-12.66915474216974,7.594891940243542e-06,-12.66915474216974,200,185920.4910272934,26300.44171626786,-12.66915474216974,1,136,-18.686445887479145,-12.66915474216974,136,10960000,12432.13181313898,200,0.0,2798.1692984113806,185920.4910272934,0.0,-12.669154742169734,-12.669154742169734,12432.13181313898,0.325,0.0,5.667333602905273,-12.66915474216974,1,0.0,0.0,-9.033330456986732e-07,2798.1692984113806,0.0,136,136,-12.66915474216974,0.0
0.0,23537.65929016067,6.610116543015465e-08,0.235,-5.696226253348868e-06,-19.354427378640597,137,0.0,8331.42958703896,4.6554265281884e-05,8331.42958703896,200,144883.80107139316,23537.65929016067,8331.42958703896,1,137,-19.354427378640597,8331.42958703896,137,11040000,9806.143435128966,200,0.0,2459.602657070337,144883.80107139316,0.0,8331.42958703896,8331.42958703896,9806.143435128966,0.235,0.0,5.6583251953125,8331.42958703896,1,0.0,0.0,-5.630125087918714e-06,2459.602657070337,0.0,137,137,8331.42958703896,0.0
0.0,27054.470613297923,3.536968051776057e-09,0.315,-5.068354766990524e-07,-20.508782040395744,138,0.0,11087.845036273051,2.5569656827428844e-06,11087.845036273051,200,131017.7515544602,27054.470613297923,11087.845036273051,1,138,-20.508782040395744,11087.845036273051,138,11120000,14255.942873587173,200,0.0,3370.149483332744,131017.7515544602,0.0,11087.845036273053,11087.845036273053,14255.942873587173,0.315,0.0,5.658280372619629,11087.845036273051,1,0.0,0.0,-5.032985086472763e-07,3370.149483332744,0.0,138,138,11087.845036273051,0.0
0.0,35908.02156298211,9.769621556188213e-09,0.34,-7.32668922864832e-07,-19.505276067941708,139,0.0,-17.12395652263043,6.906544058438158e-06,-17.12395652263043,200,232495.8657444179,35908.02156298211,-17.12395652263043,1,139,-19.505276067941708,-17.12395652263043,139,11200000,16397.161247264365,200,0.0,3974.043537640631,232495.8657444179,0.0,-17.12395652263042,-17.12395652263042,16397.161247264365,0.34,0.0,5.657758712768555,-17.12395652263043,1,0.0,0.0,-7.228993013086438e-07,3974.043537640631,0.0,139,139,-17.12395652263043,0.0
0.0,32990.944941913134,2.1810819816892035e-08,0.36,-3.446612481639022e-06,-20.59165913834184,140,0.0,-12.883834282974885,1.539227378088981e-05,-12.883834282974885,200,155641.5787339512,32990.944941913134,-12.883834282974885,1,140,-20.59165913834184,-12.883834282974885,140,11280000,16982.507231435327,200,0.0,4036.537964258507,155641.5787339512,0.0,-12.88383428297488,-12.88383428297488,16982.507231435327,0.36,0.0,5.653399467468262,-12.883834282974885,1,0.0,0.0,-3.42480166182213e-06,4036.537964258507,0.0,140,140,-12.883834282974885,0.0
0.0,29011.170247733044,2.8192971512908116e-08,0.27,-1.9709468688233756e-06,-19.264265464709688,141,0.0,58.881196042279875,1.9925995729863644e-05,58.881196042279875,200,208635.75482667226,29011.170247733044,58.881196042279875,1,141,-19.264265464709688,58.881196042279875,141,11360000,14453.410944248833,200,0.0,3367.812988261776,208635.75482667226,0.0,58.881196042279804,58.881196042279804,14453.410944248833,0.27,0.0,5.650681018829346,58.881196042279875,1,0.0,0.0,-1.9427538973104674e-06,3367.812988261776,0.0,141,141,58.881196042279875,0.0
