MetaTest/dial-turn-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/dial-turn-v1/AverageReturn,MetaTest/dial-turn-v1/MaxReturn,MetaTest/Average/Iteration,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/dial-turn-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/dial-turn-v1/NumTrajs,MetaTrain/Average/QfLoss,MetaTrain/Average/PolicyLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/dial-turn-v1/MinReturn,MetaTest/dial-turn-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/dial-turn-v1/StdReturn
0.0,-28.178759,12.953314553409559,1304000,-39.29176131514163,-39.29176131514163,-20.110712170534185,45,-39.29176131514161,nan,0.0,10,10,214594750.0,-235078.02,-39.29176131514161,0.0,0.0,-53.97508183327604,602.2768,-53.97508183327604,45,-20.110712170534185,12.953314553409559
0.3,-28.591276,73935.1074809469,1328000,37465.31839125534,37465.31839125534,224477.47801288366,46,37465.318391255365,nan,0.0,10,10,232758700.0,-255045.36,37465.318391255365,0.0,0.3,-51.21050968542331,3761.5247,-51.21050968542331,46,224477.47801288366,73935.1074809469
0.4,-29.273457,82184.73774274022,1352000,46999.79100916695,46999.79100916695,259780.71876932014,47,46999.79100916694,nan,0.0,10,10,231885120.0,-252432.61,46999.79100916694,0.0,0.4,-55.92005982400662,1549.9325,-55.92005982400662,47,259780.71876932014,82184.73774274022
0.4,-28.996937,66777.21891178333,1376000,45457.875603372755,45457.875603372755,178624.04282777885,48,45457.87560337273,nan,0.0,10,10,226121950.0,-235046.81,45457.87560337273,0.0,0.4,-46.98815202749495,3469.9355,-46.98815202749495,48,178624.04282777885,66777.21891178333
0.3,-29.398726,109038.4680825549,1400000,72732.68905502997,72732.68905502997,264393.867073904,49,72732.68905502997,nan,0.0,10,10,251585600.0,-259564.98,72732.68905502997,0.0,0.3,-51.561427204407856,874.6465,-51.561427204407856,49,264393.867073904,109038.4680825549
0.2,-29.867743,86964.43070603913,1424000,32173.74922309453,32173.74922309453,291650.8776698637,50,32173.74922309453,nan,0.0,10,10,284899070.0,-291988.53,32173.74922309453,0.0,0.2,-46.199340276737495,1319.3447,-46.199340276737495,50,291650.8776698637,86964.43070603913
0.1,-30.801395,63327.018487660935,1448000,21091.436299581095,21091.436299581095,211072.48126243017,51,21091.43629958111,nan,0.0,10,10,355743550.0,-334795.0,21091.43629958111,0.0,0.1,-42.81637079350721,2476.35,-42.81637079350721,51,211072.48126243017,63327.018487660935
0.2,-30.479544,42045.09204442605,1472000,20264.762060329856,20264.762060329856,126027.74037730909,52,20264.762060329846,nan,0.0,10,10,352824600.0,-332351.22,20264.762060329846,0.0,0.2,-54.523268005607264,825.4471,-54.523268005607264,52,126027.74037730909,42045.09204442605
0.0,-30.572565,15.755869785474605,1496000,-23.937371835437204,-23.937371835437204,-9.203574056697441,53,-23.937371835437197,nan,0.0,10,10,309174720.0,-302080.2,-23.937371835437197,0.0,0.0,-50.06654605566764,9173.744,-50.06654605566764,53,-9.203574056697441,15.755869785474605
0.1,-30.575356,86119.56836066257,1520000,28683.760615239844,28683.760615239844,287042.46105302876,54,28683.76061523986,nan,0.0,10,10,261357570.0,-281937.06,28683.76061523986,0.0,0.1,-50.96330009574803,20246.426,-50.96330009574803,54,287042.46105302876,86119.56836066257
0.0,-29.261179,21.279402730471176,1544000,-21.311712827124815,-21.311712827124815,5.439848597067543,55,-21.311712827124815,nan,0.0,10,10,231235540.0,-278168.3,-21.311712827124815,0.0,0.0,-55.33305149743958,10985.737,-55.33305149743958,55,5.439848597067543,21.279402730471176
0.3,-28.531721,76031.68173676319,1568000,47711.19728522362,47711.19728522362,193489.1364303765,56,47711.197285223614,nan,0.0,10,10,231750110.0,-269277.2,47711.197285223614,0.0,0.3,-47.407725103242264,6285.7183,-47.407725103242264,56,193489.1364303765,76031.68173676319
0.0,-27.773964,15.33178724231975,1592000,-33.297763204333066,-33.297763204333066,-3.8483055513556566,57,-33.29776320433306,nan,0.0,10,10,244211570.0,-275535.75,-33.29776320433306,0.0,0.0,-52.199256232198145,1325.1372,-52.199256232198145,57,-3.8483055513556566,15.33178724231975
0.2,-27.765118,74502.74577957283,1616000,32178.172910673475,32178.172910673475,244710.10294036087,58,32178.17291067345,nan,0.0,10,10,263696620.0,-289226.5,32178.17291067345,0.0,0.2,-46.07566752814815,1007.72577,-46.07566752814815,58,244710.10294036087,74502.74577957283
0.5,-28.296442,59071.20064047745,1640000,37830.50984311193,37830.50984311193,193420.17623551012,59,37830.50984311193,nan,0.0,10,10,268896400.0,-284613.16,37830.50984311193,0.0,0.5,-42.45681871906696,2511.0532,-42.45681871906696,59,193420.17623551012,59071.20064047745
0.4,-28.730177,91787.86004769105,1664000,66695.61065945913,66695.61065945913,258851.83945936055,60,66695.61065945917,nan,0.0,10,10,273958600.0,-281098.56,66695.61065945917,0.0,0.4,-55.86586008109657,4255.041,-55.86586008109657,60,258851.83945936055,91787.86004769105
0.5,-29.164972,145381.17600431858,1688000,122953.26916657497,122953.26916657497,310579.3389449404,61,122953.269166575,nan,0.0,10,10,296359680.0,-301392.2,122953.269166575,0.0,0.5,-48.44373857923755,1401.3005,-48.44373857923755,61,310579.3389449404,145381.17600431858
0.4,-29.479805,118308.32833461772,1712000,90900.38396942933,90900.38396942933,308370.9308677798,62,90900.38396942936,nan,0.0,10,10,319710900.0,-316769.97,90900.38396942936,0.0,0.4,-48.008180363002396,794.8404,-48.008180363002396,62,308370.9308677798,118308.32833461772
0.3,-29.985918,88770.48942661677,1736000,49798.0276153863,49798.0276153863,283796.0216847697,63,49798.02761538634,nan,0.0,10,10,341579700.0,-331409.72,49798.02761538634,0.0,0.3,-53.3899887938682,649.709,-53.3899887938682,63,283796.0216847697,88770.48942661677
0.5,-30.206396,114448.19067090286,1760000,100790.26721007287,100790.26721007287,306432.3389215492,64,100790.26721007291,nan,0.0,10,10,363911460.0,-341398.94,100790.26721007291,0.0,0.5,-51.18135827303438,2386.198,-51.18135827303438,64,306432.3389215492,114448.19067090286
0.2,-30.051434,104994.91696061756,1784000,52437.72099529977,52437.72099529977,267939.3283065856,65,52437.72099529975,nan,0.0,10,10,373314100.0,-347288.62,52437.72099529975,0.0,0.2,-55.071241931106485,617.41437,-55.071241931106485,65,267939.3283065856,104994.91696061756
0.0,-30.409369,3557.3783853790505,1808000,1423.3384380366356,1423.3384380366356,11884.012275521525,66,1423.3384380366354,nan,0.0,10,10,368640580.0,-334075.3,1423.3384380366354,0.0,0.0,-46.2864859262954,6004.5396,-46.2864859262954,66,11884.012275521525,3557.3783853790505
0.6,-30.43257,128014.10974819968,1832000,123642.5621145468,123642.5621145468,305065.0302951565,67,123642.56211454682,nan,0.0,10,10,370975170.0,-354349.1,123642.56211454682,0.0,0.6,-51.81886271135853,444.54916,-51.81886271135853,67,305065.0302951565,128014.10974819968
0.1,-30.808706,72605.04717324137,1856000,27319.48123622113,27319.48123622113,243467.82827365925,68,27319.48123622114,nan,0.0,10,10,363981540.0,-332202.7,27319.48123622114,0.0,0.1,-49.70460156929504,12845.855,-49.70460156929504,68,243467.82827365925,72605.04717324137
0.5,-30.824818,116721.82708610945,1880000,88606.01733957915,88606.01733957915,290089.45488718344,69,88606.01733957915,nan,0.0,10,10,355926880.0,-330525.3,88606.01733957915,0.0,0.5,-46.308824408026126,1174.45,-46.308824408026126,69,290089.45488718344,116721.82708610945
0.3,-30.93695,54286.163312100805,1904000,25411.024782143406,25411.024782143406,169329.31008103976,70,25411.024782143395,nan,0.0,10,10,387661300.0,-342906.88,25411.024782143395,0.0,0.3,-88.45947436676,3848.769,-88.45947436676,70,169329.31008103976,54286.163312100805
0.5,-31.034712,113382.94397309035,1928000,107062.66825970053,107062.66825970053,302867.372529413,71,107062.66825970057,nan,0.0,10,10,391713200.0,-333073.84,107062.66825970057,0.0,0.5,-48.20893108018103,9301.011,-48.20893108018103,71,302867.372529413,113382.94397309035
0.3,-31.57089,56207.471529741706,1952000,30247.804584941816,30247.804584941816,144818.90798196386,72,30247.804584941798,nan,0.0,10,10,405465000.0,-356498.66,30247.804584941798,0.0,0.3,-50.300916315604425,618.7901,-50.300916315604425,72,144818.90798196386,56207.471529741706
0.2,-31.782278,91016.34944687584,1976000,44890.09985030891,44890.09985030891,258476.1885941374,73,44890.099850308885,nan,0.0,10,10,414297950.0,-363759.75,44890.099850308885,0.0,0.2,-56.83528431194543,931.32733,-56.83528431194543,73,258476.1885941374,91016.34944687584
0.4,-32.23204,81016.43644065691,2000000,64248.07818895819,64248.07818895819,202938.52459494042,74,64248.07818895821,nan,0.0,10,10,425478100.0,-365165.88,64248.07818895821,0.0,0.4,-48.80372538561055,1366.9895,-48.80372538561055,74,202938.52459494042,81016.43644065691
0.8,-32.357815,121428.9795599395,2024000,121398.21892112955,121398.21892112955,297832.698294793,75,121398.2189211295,nan,0.0,10,10,444875680.0,-378224.28,121398.2189211295,0.0,0.8,-51.61478202459036,761.0349,-51.61478202459036,75,297832.698294793,121428.9795599395
0.2,-32.203846,77185.99540804022,2048000,26784.370554787347,26784.370554787347,258166.75335463608,76,26784.370554787376,nan,0.0,10,10,454765100.0,-387370.38,26784.370554787376,0.0,0.2,-48.87694225106249,467.2935,-48.87694225106249,76,258166.75335463608,77185.99540804022
0.6,-32.14046,101851.56503228167,2072000,87445.74095751991,87445.74095751991,270603.6876603505,77,87445.74095751994,nan,0.0,10,10,453525500.0,-382584.25,87445.74095751994,0.0,0.6,-44.730503977964986,375.18976,-44.730503977964986,77,270603.6876603505,101851.56503228167
0.7,-32.39367,97205.50420999652,2096000,141568.61062713843,141568.61062713843,261432.0159118129,78,141568.61062713835,nan,0.0,10,10,442705700.0,-369864.38,141568.61062713835,0.0,0.7,-48.80617410915749,7939.311,-48.80617410915749,78,261432.0159118129,97205.50420999652
0.6,-32.27719,94637.20146954176,2120000,82129.133512375,82129.133512375,268092.9866170324,79,82129.13351237497,nan,0.0,10,10,452401380.0,-378468.16,82129.13351237497,0.0,0.6,-43.56250319125999,796.54535,-43.56250319125999,79,268092.9866170324,94637.20146954176
0.6,-32.80386,112204.8379835551,2144000,118132.38640961642,118132.38640961642,280728.2250060517,80,118132.38640961645,nan,0.0,10,10,432286880.0,-358675.47,118132.38640961645,0.0,0.6,-54.59590379511448,4923.137,-54.59590379511448,80,280728.2250060517,112204.8379835551
0.5,-32.567883,105153.59967433187,2168000,98129.52773502207,98129.52773502207,267884.94907796173,81,98129.52773502213,nan,0.0,10,10,463852600.0,-381043.03,98129.52773502213,0.0,0.5,-42.61626453571883,553.6621,-42.61626453571883,81,267884.94907796173,105153.59967433187
0.6,-32.915047,118154.68002997545,2192000,108372.20131459678,108372.20131459678,283585.74165142444,82,108372.20131459678,nan,0.0,10,10,484314660.0,-388901.38,108372.20131459678,0.0,0.6,-44.34064733045548,1159.157,-44.34064733045548,82,283585.74165142444,118154.68002997545
0.2,-33.16256,57189.58730171529,2216000,28297.54192512199,28297.54192512199,158660.63346179214,83,28297.54192512199,nan,0.0,10,10,444734800.0,-374684.84,28297.54192512199,0.0,0.2,-45.17287958202197,2122.7827,-45.17287958202197,83,158660.63346179214,57189.58730171529
0.2,-33.230057,73520.25697853848,2240000,30002.95946122536,30002.95946122536,244908.36940135312,84,30002.959461225353,nan,0.0,10,10,464002720.0,-383898.5,30002.959461225353,0.0,0.2,-48.57813037030503,856.6286,-48.57813037030503,84,244908.36940135312,73520.25697853848
0.7,-33.15139,99799.94146108982,2264000,129914.8038142737,129914.8038142737,256630.73703578196,85,129914.8038142737,nan,0.0,10,10,467631400.0,-388282.47,129914.8038142737,0.0,0.7,-47.609976518976566,875.5577,-47.609976518976566,85,256630.73703578196,99799.94146108982
0.5,-33.006992,107500.21224855569,2288000,91046.45771302303,91046.45771302303,306269.28170913865,86,91046.45771302306,nan,0.0,10,10,485456400.0,-403361.84,91046.45771302306,0.0,0.5,-45.00888906296688,717.41736,-45.00888906296688,86,306269.28170913865,107500.21224855569
0.6,-32.860165,86283.9571769575,2312000,50799.01575009485,50799.01575009485,279726.11588453624,87,50799.015750094826,nan,0.0,10,10,504232130.0,-387492.8,50799.015750094826,0.0,0.6,-44.06923113763659,27099.81,-44.06923113763659,87,279726.11588453624,86283.9571769575
0.4,-32.94789,136624.14824005452,2336000,110971.88392835995,110971.88392835995,302560.0359775376,88,110971.88392835995,nan,0.0,10,10,410007970.0,-306595.78,110971.88392835995,0.0,0.4,-75.97043984454392,21571.152,-75.97043984454392,88,302560.0359775376,136624.14824005452
0.5,-33.19323,108449.57963070317,2360000,76082.01386125138,76082.01386125138,271082.6066427217,89,76082.01386125144,nan,0.0,10,10,403042780.0,-295500.88,76082.01386125144,0.0,0.5,-51.78860585830609,5668.8364,-51.78860585830609,89,271082.6066427217,108449.57963070317
0.2,-32.251842,102482.66821787768,2384000,50308.002698494594,50308.002698494594,294337.7701215191,90,50308.0026984946,nan,0.0,10,10,410520220.0,-319284.47,50308.0026984946,0.0,0.2,-51.064434653527265,6461.9614,-51.064434653527265,90,294337.7701215191,102482.66821787768
0.8,-32.93268,85966.82938987095,2408000,64546.0066171085,64546.0066171085,229175.9277479335,91,64546.0066171085,nan,0.0,10,10,468421540.0,-376306.12,64546.0066171085,0.0,0.8,-43.39411955861805,4875.292,-43.39411955861805,91,229175.9277479335,85966.82938987095
0.4,-33.481304,96059.44672797644,2432000,66960.33084035975,66960.33084035975,272952.53851611284,92,66960.33084035972,nan,0.0,10,10,490466700.0,-390199.3,66960.33084035972,0.0,0.4,-48.020431294014635,5164.431,-48.020431294014635,92,272952.53851611284,96059.44672797644
0.8,-33.53553,111319.97995526253,2456000,144888.04654305297,144888.04654305297,274407.0475112665,93,144888.04654305303,nan,0.0,10,10,513056060.0,-420460.25,144888.04654305303,0.0,0.8,-43.328375937808005,608.568,-43.328375937808005,93,274407.0475112665,111319.97995526253
0.5,-33.338036,119822.29444276767,2480000,115308.81481489795,115308.81481489795,266899.94634294976,94,115308.81481489795,nan,0.0,10,10,528418780.0,-437631.28,115308.81481489795,0.0,0.5,-47.16162600211278,323.50256,-47.16162600211278,94,266899.94634294976,119822.29444276767
