MetaTest/push-wall-v1/NumTrajs,MetaTest/push-wall-v1/AverageReturn,MetaTest/push-wall-v1/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/push-wall-v1/StdReturn,MetaTest/push-wall-v1/MaxReturn,MetaTest/Average/SuccessRate,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/push-wall-v1/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/push-wall-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/NumTrajs,MetaTrain/Average/PolicyLoss,MetaTest/push-wall-v1/SuccessRate,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTrain/Average/Alpha
10,85.68774332493543,0.0,-13.685494,415.32789243516675,0.0,415.32789243516675,1329.8757913632867,0.0,4719132.5,85.68774332493543,19,1329.8757913632867,680000,19,85.68774332493548,-94.05253358586364,-94.05253358586364,156.69394,10,-52551.984,0.0,85.68774332493548,nan
10,5519.592585615475,0.0,-12.872339,7777.134264916794,0.0,7777.134264916794,21482.49363154093,0.0,5114307.5,5519.592585615475,20,21482.49363154093,704000,20,5519.592585615477,-50.24165240205595,-50.24165240205595,87.63396,10,-57415.03,0.0,5519.592585615477,nan
10,1615.2562572750317,0.0,-12.838545,3226.926605150664,0.0,3226.926605150664,10643.391967194022,0.0,5252535.0,1615.2562572750317,21,10643.391967194022,728000,21,1615.256257275031,-205.4918709290409,-205.4918709290409,78.92625,10,-59272.72,0.0,1615.256257275031,nan
10,990.0567671370563,0.0,-13.730023,1729.1955594985589,0.0,1729.1955594985589,6029.321276208763,0.0,5122541.5,990.0567671370563,22,6029.321276208763,752000,22,990.0567671370566,-21.383506961929346,-21.383506961929346,54.289658,10,-59449.312,0.0,990.0567671370566,nan
10,1404.0372475929664,0.0,-13.531317,3536.8683298153896,0.0,3536.8683298153896,11791.563786087736,0.1,4874473.5,1404.0372475929664,23,11791.563786087736,776000,23,1404.0372475929667,-60.9055645491751,-60.9055645491751,66.96116,10,-57965.055,0.1,1404.0372475929667,nan
10,-17.828173393302627,0.0,-12.521916,14.484732342118768,0.0,14.484732342118768,17.632873737550582,0.0,4544699.5,-17.828173393302627,24,17.632873737550582,800000,24,-17.82817339330262,-41.310768056905374,-41.310768056905374,51.625343,10,-54548.92,0.0,-17.82817339330262,nan
10,365.8725065071184,0.0,-11.894422,822.0993479961141,0.0,822.0993479961141,2130.4334858793222,0.0,4051059.2,365.8725065071184,25,2130.4334858793222,824000,25,365.8725065071185,-47.04128642481836,-47.04128642481836,55.48964,10,-52473.4,0.0,365.8725065071185,nan
10,132.75749328499936,0.0,-10.998354,442.0408969067993,0.0,442.0408969067993,1379.092300938726,0.3,3471689.2,132.75749328499936,26,1379.092300938726,848000,26,132.75749328499944,-156.91512225256295,-156.91512225256295,97.578156,10,-47464.4,0.3,132.75749328499944,nan
10,2200.7093027500696,0.0,-10.071676,4885.384470363035,0.0,4885.384470363035,16451.91345223866,0.0,3056966.8,2200.7093027500696,27,16451.91345223866,872000,27,2200.7093027500696,-67.8379672224798,-67.8379672224798,52.093594,10,-44099.176,0.0,2200.7093027500696,nan
10,1462.4598928398668,0.0,-9.5469885,1796.0911990126483,0.0,1796.0911990126483,4437.767449800301,0.1,2932610.5,1462.4598928398668,28,4437.767449800301,896000,28,1462.459892839867,-113.43124171381994,-113.43124171381994,522.58044,10,-41534.97,0.1,1462.459892839867,nan
10,-33.24713000764815,0.0,-9.705131,47.16877255974105,0.0,47.16877255974105,65.18992422683272,0.0,2702357.0,-33.24713000764815,29,65.18992422683272,920000,29,-33.24713000764814,-92.71370027735912,-92.71370027735912,804.3502,10,-37238.848,0.0,-33.24713000764814,nan
10,-98.58135545415557,0.0,-9.67514,6.7657972657639585,0.0,6.7657972657639585,-87.48348816070894,0.0,2568907.8,-98.58135545415557,30,-87.48348816070894,944000,30,-98.58135545415557,-105.60530405017589,-105.60530405017589,577.8463,10,-33988.754,0.0,-98.58135545415557,nan
10,549.0754953781469,0.0,-9.920395,1850.8913073115007,0.0,1850.8913073115007,6100.211378877921,0.0,2604046.8,549.0754953781469,31,6100.211378877921,968000,31,549.0754953781473,-117.19746405738492,-117.19746405738492,203.74089,10,-32928.965,0.0,549.0754953781473,nan
10,73.61476850235846,0.0,-9.764143,321.76487880802927,0.0,321.76487880802927,1033.626226950483,0.0,2485270.2,73.61476850235846,32,1033.626226950483,992000,32,73.61476850235854,-90.51215628176082,-90.51215628176082,164.53804,10,-33822.4,0.0,73.61476850235854,nan
10,1761.6721121119858,0.0,-8.855333,5373.34662169707,0.0,5373.34662169707,17879.707049705758,0.0,2231963.8,1761.6721121119858,33,17879.707049705758,1016000,33,1761.6721121119851,-98.49640043860867,-98.49640043860867,478.30606,10,-29452.662,0.0,1761.6721121119851,nan
10,4151.130818402384,0.0,-7.4480557,7296.31233061405,0.0,7296.31233061405,24358.663012170437,0.0,1789862.0,4151.130818402384,34,24358.663012170437,1040000,34,4151.130818402383,-112.9276691780872,-112.9276691780872,881.49036,10,-21216.037,0.0,4151.130818402383,nan
10,14144.963576549655,0.0,-7.709665,23542.825754559646,0.0,23542.825754559646,77787.0213920055,0.1,1899758.9,14144.963576549655,35,77787.0213920055,1064000,35,14144.963576549646,-126.53816426301843,-126.53816426301843,268.99088,10,-22716.984,0.1,14144.963576549646,nan
10,13.744814162699038,0.0,-7.9176087,116.82895666228782,0.0,116.82895666228782,334.77651266156226,0.0,2170184.8,13.744814162699038,36,334.77651266156226,1088000,36,13.744814162699015,-56.58358679963092,-56.58358679963092,90.6527,10,-21921.584,0.0,13.744814162699015,nan
10,1174.9887356747256,0.0,-7.48341,2408.2368483128553,0.0,2408.2368483128553,7941.955177500637,0.0,2342668.2,1174.9887356747256,37,7941.955177500637,1112000,37,1174.9887356747254,-80.71930530117848,-80.71930530117848,306.30045,10,-20779.535,0.0,1174.9887356747254,nan
10,680.5998292003603,0.0,-7.4892235,1295.9513138755572,0.0,1295.9513138755572,3828.124070461836,0.1,3173091.8,680.5998292003603,38,3828.124070461836,1136000,38,680.5998292003608,-102.05034721128902,-102.05034721128902,67.347046,10,-23286.65,0.1,680.5998292003608,nan
10,10632.532024143144,0.0,-7.3944345,15907.975312914636,0.0,15907.975312914636,55656.42235653515,0.1,3642857.5,10632.532024143144,39,55656.42235653515,1160000,39,10632.53202414314,-42.00590033045827,-42.00590033045827,39.864227,10,-23670.969,0.1,10632.53202414314,nan
10,15866.390148475635,0.0,-7.5360603,29701.856148640003,0.0,29701.856148640003,97298.58242169804,0.0,4818389.0,15866.390148475635,40,97298.58242169804,1184000,40,15866.390148475646,-97.43251602413635,-97.43251602413635,39.074986,10,-26765.188,0.0,15866.390148475646,nan
10,6424.760475276942,0.0,-7.433863,10899.731648855304,0.0,10899.731648855304,37755.34538826552,0.0,5596057.5,6424.760475276942,41,37755.34538826552,1208000,41,6424.760475276938,-41.654280847543255,-41.654280847543255,33.161095,10,-27802.248,0.0,6424.760475276938,nan
10,5091.215795658454,0.0,-7.9531007,7542.258274501399,0.0,7542.258274501399,20691.07046719104,0.3,6616654.0,5091.215795658454,42,20691.07046719104,1232000,42,5091.215795658456,-116.66971570010718,-116.66971570010718,27.446512,10,-30651.521,0.3,5091.215795658456,nan
10,29.79764374896005,0.0,-7.9712043,134.55408538667692,0.0,134.55408538667692,321.16785739337615,0.0,7519391.5,29.79764374896005,43,321.16785739337615,1256000,43,29.79764374896008,-87.85645931795436,-87.85645931795436,57.57986,10,-30180.736,0.0,29.79764374896008,nan
10,660.9817173631498,0.0,-8.230509,1148.266585818217,0.0,1148.266585818217,3635.478741830443,0.2,8248843.0,660.9817173631498,44,3635.478741830443,1280000,44,660.9817173631498,-156.57198608713418,-156.57198608713418,140.5172,10,-30514.885,0.2,660.9817173631498,nan
10,3441.0551884039246,0.0,-8.385424,4941.413073879666,0.0,4941.413073879666,13005.360379202915,0.0,9971027.0,3441.0551884039246,45,13005.360379202915,1304000,45,3441.055188403924,-120.77347758730825,-120.77347758730825,31.512617,10,-33766.03,0.0,3441.055188403924,nan
10,13396.890206104403,0.0,-8.561393,28415.429353377986,0.0,28415.429353377986,95448.07368945771,0.2,12024250.0,13396.890206104403,46,95448.07368945771,1328000,46,13396.890206104403,-95.19555433986147,-95.19555433986147,28.094225,10,-37287.316,0.2,13396.890206104403,nan
10,4099.648444396507,0.0,-9.182513,6884.465559411862,0.0,6884.465559411862,21766.41426896485,0.1,13799756.0,4099.648444396507,47,21766.41426896485,1352000,47,4099.648444396506,-99.41030549554264,-99.41030549554264,31.051876,10,-38720.504,0.1,4099.648444396506,nan
10,5189.788761023416,0.0,-9.7261,5762.364487963325,0.0,5762.364487963325,14608.933444479992,0.1,16228096.0,5189.788761023416,48,14608.933444479992,1376000,48,5189.788761023417,-90.81414159912158,-90.81414159912158,31.27599,10,-42229.773,0.1,5189.788761023417,nan
10,9379.154356435882,0.0,-10.20921,11889.614626361677,0.0,11889.614626361677,33728.02122061567,0.1,19014820.0,9379.154356435882,49,33728.02122061567,1400000,49,9379.154356435884,-49.11739375537086,-49.11739375537086,25.931444,10,-46958.12,0.1,9379.154356435884,nan
10,7369.679461736587,0.0,-10.204029,9592.447684305915,0.0,9592.447684305915,26327.83839494828,0.1,20677542.0,7369.679461736587,50,26327.83839494828,1424000,50,7369.679461736587,-97.55188326288994,-97.55188326288994,36.13432,10,-48223.227,0.1,7369.679461736587,nan
10,5316.14694678009,0.0,-10.167468,9256.193514660277,0.0,9256.193514660277,27035.7757038823,0.2,21479194.0,5316.14694678009,51,27035.7757038823,1448000,51,5316.146946780091,-186.64595661334343,-186.64595661334343,126.41755,10,-50092.703,0.2,5316.146946780091,nan
10,13068.924482035449,0.0,-9.676432,20926.345412931416,0.0,20926.345412931416,60029.85926586124,0.0,20218336.0,13068.924482035449,52,60029.85926586124,1472000,52,13068.924482035447,-55.3049955240481,-55.3049955240481,19.346046,10,-49099.07,0.0,13068.924482035447,nan
10,7537.421536092977,0.0,-9.609522,15594.42433394166,0.0,15594.42433394166,48227.303367844695,0.3,20563330.0,7537.421536092977,53,48227.303367844695,1496000,53,7537.421536092972,-69.0585654832521,-69.0585654832521,17.074469,10,-46556.207,0.3,7537.421536092972,nan
10,5136.002371607897,0.0,-9.773941,8761.11841153659,0.0,8761.11841153659,24288.282110235636,0.0,22108050.0,5136.002371607897,54,24288.282110235636,1520000,54,5136.0023716079,-93.99184351378094,-93.99184351378094,18.05654,10,-46619.35,0.0,5136.0023716079,nan
10,9869.566206398482,0.0,-10.188455,21310.37201009499,0.0,21310.37201009499,72668.46938172175,0.2,25238380.0,9869.566206398482,55,72668.46938172175,1544000,55,9869.566206398471,-95.2821143212354,-95.2821143212354,18.343351,10,-47813.793,0.2,9869.566206398471,nan
10,1924.7335737377357,0.0,-10.048756,2961.1101504949675,0.0,2961.1101504949675,7653.268045299508,0.2,21961476.0,1924.7335737377357,56,7653.268045299508,1568000,56,1924.7335737377357,-103.77003805141406,-103.77003805141406,17.892738,10,-41249.984,0.2,1924.7335737377357,nan
10,9182.555621852642,0.0,-10.8861065,27347.04794856853,0.0,27347.04794856853,91216.43519185398,0.1,24814100.0,9182.555621852642,57,91216.43519185398,1592000,57,9182.55562185263,-91.89185637528192,-91.89185637528192,24.952267,10,-43169.336,0.1,9182.55562185263,nan
10,14063.310370837338,0.0,-11.241226,40574.83146083152,0.0,40574.83146083152,135744.87299694144,0.2,28961170.0,14063.310370837338,58,135744.87299694144,1616000,58,14063.31037083733,-85.06193959440954,-85.06193959440954,18.993872,10,-48302.664,0.2,14063.31037083733,nan
10,4164.9228910138745,0.0,-11.444791,7733.1314144587195,0.0,7733.1314144587195,25800.77498189774,0.2,32305168.0,4164.9228910138745,59,25800.77498189774,1640000,59,4164.922891013875,-52.77899885789262,-52.77899885789262,14.864429,10,-52447.535,0.2,4164.922891013875,nan
10,5050.134141702489,0.0,-11.5791235,8297.385970768493,0.0,8297.385970768493,28251.560569348323,0.2,29685990.0,5050.134141702489,60,28251.560569348323,1664000,60,5050.134141702487,-26.544407980610206,-26.544407980610206,16.256699,10,-44931.414,0.2,5050.134141702487,nan
10,22231.669634684753,0.0,-12.020035,39392.30492107166,0.0,39392.30492107166,129326.41193470219,0.4,33714360.0,22231.669634684753,61,129326.41193470219,1688000,61,22231.669634684757,-73.59205845003083,-73.59205845003083,15.644468,10,-51029.137,0.4,22231.669634684757,nan
10,18980.87603563448,0.0,-12.684157,24268.905928489858,0.0,24268.905928489858,85746.58076829875,0.1,35517004.0,18980.87603563448,62,85746.58076829875,1712000,62,18980.87603563448,118.61921624304847,118.61921624304847,14.686604,10,-52910.51,0.1,18980.87603563448,nan
10,43381.06752342326,0.0,-13.082783,87093.49107889498,0.0,87093.49107889498,296960.0183770729,0.5,40485544.0,43381.06752342326,63,296960.0183770729,1736000,63,43381.067523423306,-66.40082388470746,-66.40082388470746,14.760129,10,-58277.145,0.5,43381.067523423306,nan
10,10703.942885755307,0.0,-13.237473,12228.311546244897,0.0,12228.311546244897,31133.705883883915,0.2,38496250.0,10703.942885755307,64,31133.705883883915,1760000,64,10703.942885755308,-60.91763210849208,-60.91763210849208,37.637978,10,-54537.09,0.2,10703.942885755308,nan
10,5908.697647259681,0.0,-12.316996,7330.251782230233,0.0,7330.251782230233,20619.091235472828,0.2,36303496.0,5908.697647259681,65,20619.091235472828,1784000,65,5908.69764725968,-86.53415096238032,-86.53415096238032,33.769497,10,-52183.508,0.2,5908.69764725968,nan
10,20457.771570677978,0.0,-12.416092,54550.59244986177,0.0,54550.59244986177,183587.20291046207,0.3,41123620.0,20457.771570677978,66,183587.20291046207,1808000,66,20457.771570677985,-147.5807411929249,-147.5807411929249,24.807545,10,-56391.586,0.3,20457.771570677985,nan
10,2222.4651345237985,0.0,-12.668885,5929.365222410739,0.0,5929.365222410739,19889.474798484003,0.2,42641224.0,2222.4651345237985,67,19889.474798484003,1832000,67,2222.4651345238008,-108.06097398345288,-108.06097398345288,24.85057,10,-60671.81,0.2,2222.4651345238008,nan
10,847.245200636203,0.0,-13.218129,2441.433675047084,0.0,2441.433675047084,8135.31257693332,0.0,45405510.0,847.245200636203,68,8135.31257693332,1856000,68,847.2452006362025,-103.80835951192483,-103.80835951192483,208.0147,10,-65992.4,0.0,847.2452006362025,nan
10,188.71556518913155,0.0,-14.079213,633.2827588319474,0.0,633.2827588319474,2074.5440403068515,0.1,46873496.0,188.71556518913155,69,2074.5440403068515,1880000,69,188.71556518913127,-97.55271187578963,-97.55271187578963,315.23227,10,-69371.19,0.1,188.71556518913127,nan
10,12049.266763018933,0.0,-14.646354,22618.666712763905,0.0,22618.666712763905,70814.58028126424,0.0,45338216.0,12049.266763018933,70,70814.58028126424,1904000,70,12049.266763018928,-115.75384283391723,-115.75384283391723,1031.2275,10,-72467.266,0.0,12049.266763018928,nan
10,13117.799304648612,0.0,-14.159098,26486.23040548679,0.0,26486.23040548679,88104.43775437876,0.1,43286320.0,13117.799304648612,71,88104.43775437876,1928000,71,13117.799304648604,-116.06272692018123,-116.06272692018123,48.34406,10,-73436.01,0.1,13117.799304648604,nan
10,-36.60654142032361,0.0,-14.015781,26.472500302829413,0.0,26.472500302829413,-16.093724651762557,0.0,44410620.0,-36.60654142032361,72,-16.093724651762557,1952000,72,-36.60654142032361,-111.54810678177307,-111.54810678177307,47.013668,10,-72159.85,0.0,-36.60654142032361,nan
10,7835.55218095035,0.0,-13.895059,18984.91687873495,0.0,18984.91687873495,63985.4343671736,0.2,44905740.0,7835.55218095035,73,63985.4343671736,1976000,73,7835.5521809503525,-99.25976365582359,-99.25976365582359,34.171707,10,-71631.54,0.2,7835.5521809503525,nan
10,5.425055716703099,0.0,-14.032471,115.41101596439022,0.0,115.41101596439022,326.9532724006356,0.1,45060308.0,5.425055716703099,74,326.9532724006356,2000000,74,5.425055716703023,-95.77174081464511,-95.77174081464511,149.22472,10,-70475.93,0.1,5.425055716703023,nan
10,5179.347767155559,0.0,-14.668114,15356.006981946748,0.0,15356.006981946748,51241.983732921806,0.2,50013144.0,5179.347767155559,75,51241.983732921806,2024000,75,5179.347767155561,-78.26156915146639,-78.26156915146639,188.70644,10,-78073.89,0.2,5179.347767155561,nan
10,22.805848253982823,0.0,-14.731311,161.63045707943755,0.0,161.63045707943755,439.22876380643544,0.0,47816216.0,22.805848253982823,76,439.22876380643544,2048000,76,22.805848253982848,-93.17151432774779,-93.17151432774779,121.98256,10,-77530.75,0.0,22.805848253982848,nan
10,5437.149596068377,0.0,-15.570634,9889.81635014821,0.0,9889.81635014821,33842.696612857995,0.2,48485760.0,5437.149596068377,77,33842.696612857995,2072000,77,5437.149596068376,-41.77226821991602,-41.77226821991602,44.5151,10,-79375.25,0.2,5437.149596068376,nan
10,1927.7888593804291,0.0,-15.132521,5894.041680827884,0.0,5894.041680827884,19609.897894771366,0.0,55077720.0,1927.7888593804291,78,19609.897894771366,2096000,78,1927.788859380432,-51.58989711542472,-51.58989711542472,73.47603,10,-83723.195,0.0,1927.788859380432,nan
10,15771.504671601977,0.0,-14.769482,36074.4859783611,0.0,36074.4859783611,122388.70186266556,0.1,52978336.0,15771.504671601977,79,122388.70186266556,2120000,79,15771.50467160198,-81.27107784743563,-81.27107784743563,46.419197,10,-80822.1,0.1,15771.50467160198,nan
10,1040.6191780139284,0.0,-15.162522,1920.7761303580335,0.0,1920.7761303580335,6103.087672167724,0.2,56429224.0,1040.6191780139284,80,6103.087672167724,2144000,80,1040.6191780139277,-87.12141162673203,-87.12141162673203,15.90366,10,-82921.77,0.2,1040.6191780139277,nan
10,15893.80468555732,0.0,-15.674666,25996.51160377702,0.0,25996.51160377702,81268.07346753978,0.4,60068524.0,15893.80468555732,81,81268.07346753978,2168000,81,15893.804685557325,-76.62326238763563,-76.62326238763563,14.708966,10,-84693.07,0.4,15893.804685557325,nan
10,480.3351211005203,0.0,-15.851691,889.3191348653148,0.0,889.3191348653148,2796.2782261904317,0.4,63978510.0,480.3351211005203,82,2796.2782261904317,2192000,82,480.3351211005206,-110.6762590412997,-110.6762590412997,14.736903,10,-85940.31,0.4,480.3351211005206,nan
10,27122.391051437146,0.0,-16.357035,77076.2867563467,0.0,77076.2867563467,258249.26845226754,0.2,69291570.0,27122.391051437146,83,258249.26845226754,2216000,83,27122.39105143716,-81.88595395911531,-81.88595395911531,18.609138,10,-90470.38,0.2,27122.39105143716,nan
10,22433.674960193624,0.0,-16.391432,40983.93451615699,0.0,40983.93451615699,124647.65113949808,0.2,76941370.0,22433.674960193624,84,124647.65113949808,2240000,84,22433.674960193624,-91.7464334766498,-91.7464334766498,16.217049,10,-94653.85,0.2,22433.674960193624,nan
10,33666.52732803898,0.0,-16.331446,43059.095977282246,0.0,43059.095977282246,127286.11516157373,0.4,79372710.0,33666.52732803898,85,127286.11516157373,2264000,85,33666.52732803899,-86.09214493189278,-86.09214493189278,14.86875,10,-95676.586,0.4,33666.52732803899,nan
10,17233.44524236768,0.0,-16.421913,26971.73686308852,0.0,26971.73686308852,79500.65554931657,0.5,83506280.0,17233.44524236768,86,79500.65554931657,2288000,86,17233.445242367678,-40.41751331214835,-40.41751331214835,14.534212,10,-100068.55,0.5,17233.445242367678,nan
10,15811.082182928823,0.0,-17.078821,23672.30753848711,0.0,23672.30753848711,66370.10569307629,0.4,85458040.0,15811.082182928823,87,66370.10569307629,2312000,87,15811.082182928829,-119.492648576715,-119.492648576715,14.843584,10,-104381.73,0.4,15811.082182928829,nan
10,38684.532220806446,0.0,-17.693436,53659.36069858989,0.0,53659.36069858989,177433.97257986735,0.4,91673180.0,38684.532220806446,88,177433.97257986735,2336000,88,38684.532220806446,-123.8214213013411,-123.8214213013411,13.60477,10,-112389.88,0.4,38684.532220806446,nan
10,20857.733107152824,0.0,-17.859049,24094.729680719585,0.0,24094.729680719585,74967.60782918171,0.2,97138770.0,20857.733107152824,89,74967.60782918171,2360000,89,20857.733107152817,-38.36163016027514,-38.36163016027514,13.547553,10,-115993.01,0.2,20857.733107152817,nan
10,53258.609616258975,0.0,-17.92518,70068.60330001466,0.0,70068.60330001466,223857.65597250807,0.3,104574400.0,53258.609616258975,90,223857.65597250807,2384000,90,53258.60961625895,-37.90081932037931,-37.90081932037931,14.217869,10,-123129.56,0.3,53258.60961625895,nan
10,52982.9746058817,0.0,-18.22912,96724.1059409355,0.0,96724.1059409355,297072.2544496379,0.4,94306870.0,52982.9746058817,91,297072.2544496379,2408000,91,52982.97460588167,-59.822344477457804,-59.822344477457804,15.603074,10,-117995.086,0.4,52982.97460588167,nan
10,2471.9579971605444,0.0,-18.436262,3615.164400115764,0.0,3615.164400115764,9365.905281345009,0.1,95448620.0,2471.9579971605444,92,9365.905281345009,2432000,92,2471.9579971605453,-98.24730334223229,-98.24730334223229,19.431856,10,-115010.0,0.1,2471.9579971605453,nan
10,1323.4226743814722,0.0,-18.616693,2659.0223184648057,0.0,2659.0223184648057,8360.644883557094,0.1,101540970.0,1323.4226743814722,93,8360.644883557094,2456000,93,1323.422674381472,-85.01430701077336,-85.01430701077336,65.21169,10,-117821.14,0.1,1323.422674381472,nan
10,28507.357292166977,0.0,-18.815754,48613.19171988634,0.0,48613.19171988634,137837.72654680078,0.2,108167690.0,28507.357292166977,94,137837.72654680078,2480000,94,28507.35729216699,-132.81520135889738,-132.81520135889738,27.363138,10,-125443.6,0.2,28507.35729216699,nan
