drawer-close-v1/StdReturn,MetaTest/Average/TerminationRate,drawer-close-v1/Iteration,drawer-close-v1/AverageReturn,MetaTest/drawer-close-v1/Iteration,MetaTest/drawer-close-v1/AverageDiscountedReturn,LinearFeatureBaseline/ExplainedVariance,policy/KL,Average/Iteration,Average/StdReturn,MetaTest/Average/Iteration,MetaTest/drawer-close-v1/TerminationRate,MetaTest/drawer-close-v1/NumEpisodes,Average/MinReturn,MetaTest/drawer-close-v1/MaxReturn,Average/AverageReturn,policy/dLoss,MetaTest/Average/MaxReturn,MetaTest/Average/NumEpisodes,policy/Entropy,drawer-close-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/drawer-close-v1/AverageReturn,Average/NumEpisodes,drawer-close-v1/TerminationRate,MetaTest/Average/StdReturn,drawer-close-v1/NumEpisodes,policy/LossBefore,MetaTest/drawer-close-v1/SuccessRate,drawer-close-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,drawer-close-v1/MinReturn,drawer-close-v1/SuccessRate,policy/LossAfter,policy/KLBefore,Average/MaxReturn,TotalEnvSteps,MetaTest/drawer-close-v1/MinReturn,MetaTest/Average/AverageReturn,Average/AverageDiscountedReturn,Average/TerminationRate,Average/SuccessRate,MetaTest/drawer-close-v1/StdReturn,MetaTest/Average/AverageDiscountedReturn
19.47553209687752,0.0,0,-42.98111424966135,0,-42.74749048261125,0.28063896783903364,0.018069549,0,19.47553209687752,0,0.0,10,-64.77165902008126,-27.30750901190122,-42.98111424966135,0.043073647,-27.30750901190122,10,5.682633,99.90088398109036,-60.341426175873785,-42.74749048261127,100,0.0,10.965050576446146,100,-0.018367099,0.0,-15.394388732574045,0.0,-64.77165902008126,0.0,-0.061440747,0.0,99.90088398109036,20000,-60.341426175873785,-42.74749048261127,-15.394388732574045,0.0,0.0,10.965050576446146,-42.74749048261125
44.004875804366414,,1,-10.898093477594479,,,0.1983979389448014,0.01614539,1,44.004875804366414,,,,-49.25211996626096,,-10.898093477594479,0.046482474,,,5.667216,144.5561126192889,,,100,0.0,,100,0.0020695312,,-4.28111008945886,,-49.25211996626096,0.0,-0.04441294,0.0,144.5561126192889,40000,,,-4.28111008945886,0.0,0.0,,
38.75988792171347,,2,-11.955888064566109,,,0.1154228563985863,0.008831077,2,38.75988792171347,,,,-42.588536023605364,,-11.955888064566109,0.024866398,,,5.6465077,215.14603928624834,,,100,0.0,,100,-0.028819367,,-4.9825319553919,,-42.588536023605364,0.03,-0.053685766,0.0,215.14603928624834,60000,,,-4.9825319553919,0.0,0.03,,
6387.419677028811,,3,631.568337414168,,,0.37853669072130247,0.0043169037,3,6387.419677028811,,,,-52.91646946506868,,631.568337414168,6.132903,,,5.676293,64184.329270384485,,,100,0.0,,100,-0.39503905,,98.92897094262102,,-52.91646946506868,0.01,-6.527942,0.0,64184.329270384485,80000,,,98.92897094262102,0.0,0.01,,
11470.378204184859,,4,1207.198180961473,,,0.35386924049932456,0.0057642423,4,11470.378204184859,,,,-51.1650532375108,,1207.198180961473,13.014289,,,5.712339,115130.3669434486,,,100,0.0,,100,3.1970375,,347.0133631666694,,-51.1650532375108,0.02,-9.817251,0.0,115130.3669434486,100000,,,347.0133631666694,0.0,0.02,,
12152.100264719695,,5,1739.3887503186852,,,0.5149588095241006,0.004618541,5,12152.100264719695,,,,-75.93577487741915,,1739.3887503186852,10.384239,,,5.711411,92126.00284923619,,,100,0.0,,100,2.317403,,310.78119895817866,,-75.93577487741915,0.03,-8.066836,0.0,92126.00284923619,120000,,,310.78119895817866,0.0,0.03,,
20231.807622024957,,6,2801.4122521103736,,,0.4057538272758324,0.0059966976,6,20231.807622024957,,,,-51.8175772991674,,2801.4122521103736,21.733469,,,5.7003856,182329.68022206708,,,100,0.0,,100,-23.7148,,841.48029931575,,-51.8175772991674,0.04,-45.44827,0.0,182329.68022206708,140000,,,841.48029931575,0.0,0.04,,
27259.26110062055,,7,2937.6422743304097,,,0.4837970228470527,0.004820536,7,27259.26110062055,,,,-60.84649030170011,,2937.6422743304097,15.798618,,,5.7185616,273437.87799887237,,,100,0.0,,100,2.237175,,808.463878043432,,-60.84649030170011,0.02,-13.561443,0.0,273437.87799887237,160000,,,808.463878043432,0.0,0.02,,
22496.448317324062,,8,3096.8521039097604,,,0.4255731920636273,0.0057973433,8,22496.448317324062,,,,-50.04690141631581,,3096.8521039097604,18.066574,,,5.7504654,198248.86615267632,,,100,0.0,,100,9.880925,,727.8007050452493,,-50.04690141631581,0.03,-8.18565,0.0,198248.86615267632,180000,,,727.8007050452493,0.0,0.03,,
4518.043843049377,,9,674.3972001247738,,,0.26713992683971244,0.0067029665,9,4518.043843049377,,,,-59.58660435063936,,674.3972001247738,2.637661,,,5.7682066,43038.4687586487,,,100,0.0,,100,-1.2245641,,191.29890994905602,,-59.58660435063936,0.03,-3.862225,0.0,43038.4687586487,200000,,,191.29890994905602,0.0,0.03,,
47.69248559195454,0.0,10,-15.25146849835886,1,-27.121063019267222,0.18121379906195245,0.0014227399,10,47.69248559195454,1,0.0,10,-61.49167112949402,-12.280405106302432,-15.25146849835886,-0.0109485015,-12.280405106302432,10,5.774078,310.47029354495913,-46.82013701839123,-27.12106301926723,100,0.0,11.230052573718815,100,0.037594274,0.0,-4.501781140364998,0.0,-61.49167112949402,0.0,0.048542775,0.0,310.47029354495913,220000,-46.82013701839123,-27.12106301926723,-4.501781140364998,0.0,0.0,11.230052573718815,-27.121063019267222
36366.20288636911,,11,7537.450598437534,,,0.4409956374424483,0.0055447863,11,36366.20288636911,,,,-56.681219295365416,,7537.450598437534,33.064297,,,5.816192,251611.3791920064,,,100,0.0,,100,22.31265,,2096.5667827164025,,-56.681219295365416,0.08,-10.751647,0.0,251611.3791920064,240000,,,2096.5667827164025,0.0,0.08,,
24868.016941600312,,12,2532.9917447680305,,,0.5140737053917419,0.0050882986,12,24868.016941600312,,,,-46.8307324104556,,2532.9917447680305,13.933798,,,5.833328,249927.29341630594,,,100,0.0,,100,-3.4608936,,642.8850512165754,,-46.8307324104556,0.03,-17.394691,0.0,249927.29341630594,260000,,,642.8850512165754,0.0,0.03,,
21794.410779869428,,13,3124.2167180539145,,,0.4261101959262481,0.006071749,13,21794.410779869428,,,,-55.794118321522994,,3124.2167180539145,20.323502,,,5.8407817,199897.06880319788,,,100,0.0,,100,4.2008405,,720.4104138326132,,-55.794118321522994,0.03,-16.122662,0.0,199897.06880319788,280000,,,720.4104138326132,0.0,0.03,,
15854.157948820393,,14,2676.5204914609985,,,0.554501960164421,0.007999549,14,15854.157948820393,,,,-45.84939615035691,,2676.5204914609985,14.496952,,,5.8522744,121822.43630699083,,,100,0.0,,100,-1.0420421,,554.1196189799065,,-45.84939615035691,0.03,-15.538994,0.0,121822.43630699083,300000,,,554.1196189799065,0.0,0.03,,
34642.55526488362,,15,4902.6440206444295,,,0.4947266745156239,0.0071921768,15,34642.55526488362,,,,-40.76182945671413,,4902.6440206444295,21.437086,,,5.851128,286625.70239668875,,,100,0.0,,100,-2.8652375,,1256.3480994790793,,-40.76182945671413,0.02,-24.302324,0.0,286625.70239668875,320000,,,1256.3480994790793,0.0,0.02,,
40759.29498771164,,16,6993.379764215275,,,0.5306774550725244,0.0055717696,16,40759.29498771164,,,,-31.32854696768247,,6993.379764215275,35.646786,,,5.860403,272197.89971799456,,,100,0.0,,100,4.9514594,,1762.8160202064669,,-31.32854696768247,0.06,-30.695328,0.0,272197.89971799456,340000,,,1762.8160202064669,0.0,0.06,,
25447.01419924705,,17,4141.398523592445,,,0.4021805748037862,0.0043101595,17,25447.01419924705,,,,-30.545199191801558,,4141.398523592445,15.873284,,,5.862518,224800.78557346633,,,100,0.0,,100,13.92526,,1179.0450069338056,,-30.545199191801558,0.05,-1.948025,0.0,224800.78557346633,360000,,,1179.0450069338056,0.0,0.05,,
40708.8310509706,,18,9984.240665644576,,,0.5370154897758366,0.005169517,18,40708.8310509706,,,,-37.78934882439687,,9984.240665644576,40.26582,,,5.8521523,226588.35109277253,,,100,0.0,,100,1.585875,,2209.9370176315556,,-37.78934882439687,0.07,-38.679943,0.0,226588.35109277253,380000,,,2209.9370176315556,0.0,0.07,,
39938.36313324941,,19,9795.215168422756,,,0.44766494506637655,0.005073435,19,39938.36313324941,,,,-41.01187509984309,,9795.215168422756,31.776108,,,5.8316655,262382.0089039576,,,100,0.0,,100,-27.130394,,2623.3563874412685,,-41.01187509984309,0.14,-58.9065,0.0,262382.0089039576,400000,,,2623.3563874412685,0.0,0.14,,
12125.727597423425,0.0,20,2472.3069696076946,2,8.546105160102673,0.3030029025818163,0.0068188393,20,12125.727597423425,2,0.0,10,-36.27882395344338,244.8391869744242,2472.3069696076946,7.0346622,244.8391869744242,10,5.82799,91663.15792926108,-27.60883142870519,8.546105160102663,100,0.0,78.85641769622049,100,-4.82755,0.0,524.9990648120626,0.0,-36.27882395344338,0.09,-11.862212,0.0,91663.15792926108,420000,-27.60883142870519,8.546105160102663,524.9990648120626,0.0,0.09,78.85641769622049,8.546105160102673
