MetaTest/handle-press-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/handle-press-v1/AverageReturn,MetaTest/handle-press-v1/StdReturn,MetaTest/handle-press-v1/MaxReturn,MetaTest/handle-press-v1/SuccessRate,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/handle-press-v1/Iteration,MetaTest/handle-press-v1/MinReturn,MetaTest/Average/NumTrajs,MetaTest/Average/SuccessRate,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/PolicyLoss,MetaTest/handle-press-v1/AverageDiscountedReturn,MetaTest/handle-press-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha
0.0,34364.96341806587,-23.32274,46245.87583725144,34364.96341806587,112821.38029783154,0.2,46245.87583725144,536000,13,112821.38029783154,1659.3206506797183,13,1659.3206506797183,10,0.2,0.0,45000764.0,183.37254,-115323.25,46245.87583725144,10,46245.87583725144,nan
0.0,78487.20471829342,-22.825737,93511.48047807226,78487.20471829342,248583.76957219603,0.3,93511.48047807226,560000,14,248583.76957219603,23740.220825339627,14,23740.220825339627,10,0.3,0.0,54771476.0,213.7546,-118680.18,93511.4804780722,10,93511.4804780722,nan
0.0,60571.1676156816,-22.439379,70761.91132113014,60571.1676156816,220728.9866909599,0.7,70761.91132113014,584000,15,220728.9866909599,1918.5572056913204,15,1918.5572056913204,10,0.7,0.0,65464316.0,198.39128,-136458.66,70761.91132113014,10,70761.91132113014,nan
0.0,43731.843564837814,-21.889462,60288.30685789287,43731.843564837814,135248.4270197115,0.7,60288.30685789287,608000,16,135248.4270197115,960.9090548175923,16,960.9090548175923,10,0.7,0.0,76199250.0,270.16406,-148775.08,60288.30685789287,10,60288.30685789287,nan
0.0,80561.10887084283,-20.965155,82333.48312883306,80561.10887084283,245302.92168549506,0.7,82333.48312883306,632000,17,245302.92168549506,-49.183551412073356,17,-49.183551412073356,10,0.7,0.0,89067830.0,278.8441,-160915.08,82333.48312883305,10,82333.48312883305,nan
0.0,97713.65394248354,-20.301546,115499.30789673582,97713.65394248354,261738.67242549462,0.8,115499.30789673582,656000,18,261738.67242549462,1929.3042280499672,18,1929.3042280499672,10,0.8,0.0,107358920.0,342.07986,-177295.86,115499.30789673582,10,115499.30789673582,nan
0.0,74794.42751129897,-19.420101,80963.0285414002,74794.42751129897,222204.66740202217,0.7,80963.0285414002,680000,19,222204.66740202217,-52.8534551204542,19,-52.8534551204542,10,0.7,0.0,127486344.0,407.1741,-205792.77,80963.02854140018,10,80963.02854140018,nan
0.0,104502.59713437298,-19.296602,151657.2174384279,104502.59713437298,256206.86297213056,0.9,151657.2174384279,704000,20,256206.86297213056,717.8328141560495,20,717.8328141560495,10,0.9,0.0,144037870.0,468.84674,-235061.98,151657.2174384279,10,151657.2174384279,nan
0.0,90610.10721493012,-20.30352,60653.384804593494,90610.10721493012,261423.134013622,0.4,60653.384804593494,728000,21,261423.134013622,-51.74784900221455,21,-51.74784900221455,10,0.4,0.0,158064600.0,403.97192,-258393.98,60653.384804593516,10,60653.384804593516,nan
0.0,68075.28489580215,-20.280777,37078.32887845124,68075.28489580215,235988.93020504995,0.4,37078.32887845124,752000,22,235988.93020504995,-45.55317857222852,22,-45.55317857222852,10,0.4,0.0,167067500.0,347.14868,-273221.8,37078.32887845124,10,37078.32887845124,nan
0.0,68849.35836001748,-20.072771,102852.45510678436,68849.35836001748,250029.02623021792,0.4,102852.45510678436,776000,23,250029.02623021792,19482.551795819745,23,19482.551795819745,10,0.4,0.0,179303840.0,261.1898,-295188.88,102852.45510678433,10,102852.45510678433,nan
0.0,95037.27781677905,-22.176336,94012.60244296228,95037.27781677905,260149.21442908482,0.7,94012.60244296228,800000,24,260149.21442908482,-42.548013726785214,24,-42.548013726785214,10,0.7,0.0,237109020.0,294.76193,-329320.1,94012.60244296226,10,94012.60244296226,nan
0.0,80064.64739908738,-22.091204,161565.85487569147,80064.64739908738,289963.1924541943,0.5,161565.85487569147,824000,25,289963.1924541943,50288.52955810321,25,50288.52955810321,10,0.5,0.0,241719380.0,286.47818,-358235.66,161565.85487569156,10,161565.85487569156,nan
0.0,76602.85137882056,-23.334322,173856.8477202379,76602.85137882056,268507.27918989485,0.8,173856.8477202379,848000,26,268507.27918989485,24930.75487746364,26,24930.75487746364,10,0.8,0.0,251725810.0,224.36981,-370339.4,173856.84772023797,10,173856.84772023797,nan
0.0,49870.66747628278,-23.836168,140454.6539610946,49870.66747628278,228853.06990019436,0.4,140454.6539610946,872000,27,228853.06990019436,49686.57035023951,27,49686.57035023951,10,0.4,0.0,258889980.0,260.39304,-384171.9,140454.65396109462,10,140454.65396109462,nan
0.0,58842.838859608666,-23.282913,214857.0909737635,58842.838859608666,265401.8306513972,1.0,214857.0909737635,896000,28,265401.8306513972,58229.56702636247,28,58229.56702636247,10,1.0,0.0,275598460.0,284.35263,-400061.88,214857.09097376355,10,214857.09097376355,nan
0.0,79253.36448529664,-23.62151,184743.76171006457,79253.36448529664,276792.61657784774,0.8,184743.76171006457,920000,29,276792.61657784774,39223.374682515925,29,39223.374682515925,10,0.8,0.0,279682020.0,273.86038,-410648.06,184743.76171006454,10,184743.76171006454,nan
0.0,71073.77000112548,-23.796934,184441.30525620113,71073.77000112548,287978.9976538753,0.8,184441.30525620113,944000,30,287978.9976538753,44233.09339989821,30,44233.09339989821,10,0.8,0.0,287620060.0,260.7833,-426182.84,184441.30525620113,10,184441.30525620113,nan
0.0,71747.78329463545,-23.90272,168579.1231466895,71747.78329463545,275168.06612036785,0.9,168579.1231466895,968000,31,275168.06612036785,19918.10428445618,31,19918.10428445618,10,0.9,0.0,295045280.0,267.37054,-446853.75,168579.1231466895,10,168579.1231466895,nan
0.0,73111.66305992012,-23.617542,170204.44352761487,73111.66305992012,277556.16495666496,0.9,170204.44352761487,992000,32,277556.16495666496,71588.57745540862,32,71588.57745540862,10,0.9,0.0,297289380.0,244.74338,-461144.1,170204.44352761493,10,170204.44352761493,nan
0.0,72225.94116674131,-23.69989,168674.6033137098,72225.94116674131,267344.0186721918,0.8,168674.6033137098,1016000,33,267344.0186721918,18975.1811248879,33,18975.1811248879,10,0.8,0.0,293015900.0,225.39983,-472121.34,168674.60331370987,10,168674.60331370987,nan
0.0,78159.16744205107,-23.957033,206097.48373073948,78159.16744205107,281616.0102234836,1.0,206097.48373073948,1040000,34,281616.0102234836,24554.849505792525,34,24554.849505792525,10,1.0,0.0,295408450.0,234.16905,-478387.06,206097.48373073945,10,206097.48373073945,nan
0.0,84437.30110293676,-24.232336,138792.58187437968,84437.30110293676,242554.63360956497,0.9,138792.58187437968,1064000,35,242554.63360956497,23736.46197950587,35,23736.46197950587,10,0.9,0.0,302434370.0,247.17372,-493513.88,138792.58187437966,10,138792.58187437966,nan
0.0,90115.71566080957,-24.462156,120772.7085893252,90115.71566080957,267452.8114144846,0.6,120772.7085893252,1088000,36,267452.8114144846,11927.121053877681,36,11927.121053877681,10,0.6,0.0,300670180.0,286.37384,-507707.9,120772.7085893252,10,120772.7085893252,nan
0.0,79857.46181595101,-24.449339,186797.3217447871,79857.46181595101,267925.80938197044,0.8,186797.3217447871,1112000,37,267925.80938197044,42077.185185742375,37,42077.185185742375,10,0.8,0.0,305115420.0,285.44345,-518937.22,186797.32174478707,10,186797.32174478707,nan
0.0,63107.820765941564,-24.37664,162718.7379218524,63107.820765941564,248810.43031720148,0.9,162718.7379218524,1136000,38,248810.43031720148,54807.45439867607,38,54807.45439867607,10,0.9,0.0,302469660.0,277.1568,-520503.8,162718.73792185233,10,162718.73792185233,nan
0.0,35579.839570244374,-24.122446,226392.7835838981,35579.839570244374,275287.3466285956,1.0,226392.7835838981,1160000,39,275287.3466285956,163467.3237340562,39,163467.3237340562,10,1.0,0.0,308770500.0,264.64294,-523701.3,226392.7835838981,10,226392.7835838981,nan
0.0,65766.88227270992,-24.012974,185242.27347714378,65766.88227270992,293602.75272088416,1.0,185242.27347714378,1184000,40,293602.75272088416,68416.40235660106,40,68416.40235660106,10,1.0,0.0,318428030.0,260.79077,-529279.9,185242.27347714375,10,185242.27347714375,nan
0.0,61372.93207030651,-23.991512,138713.34329112084,61372.93207030651,230445.74996545215,0.7,138713.34329112084,1208000,41,230445.74996545215,44435.768243773724,41,44435.768243773724,10,0.7,0.0,324633380.0,265.6339,-539166.3,138713.34329112084,10,138713.34329112084,nan
0.0,62005.83418610941,-24.624615,181198.9765339802,62005.83418610941,285469.75780307566,0.9,181198.9765339802,1232000,42,285469.75780307566,53550.03501237471,42,53550.03501237471,10,0.9,0.0,332816400.0,254.94586,-552521.75,181198.9765339802,10,181198.9765339802,nan
0.0,84277.57296693283,-24.66039,134430.16653046836,84277.57296693283,252688.1873801537,0.9,134430.16653046836,1256000,43,252688.1873801537,-55.26619010278136,43,-55.26619010278136,10,0.9,0.0,333818180.0,254.4145,-562366.2,134430.16653046836,10,134430.16653046836,nan
0.0,63521.10020094988,-24.81602,136803.96569081128,63521.10020094988,218631.7538755212,0.7,136803.96569081128,1280000,44,218631.7538755212,55741.59751794374,44,55741.59751794374,10,0.7,0.0,334806460.0,275.53516,-570036.75,136803.96569081128,10,136803.96569081128,nan
0.0,70571.69172506733,-24.954363,150539.1303183304,70571.69172506733,244627.07819746315,0.7,150539.1303183304,1304000,45,244627.07819746315,26206.689350782257,45,26206.689350782257,10,0.7,0.0,336148300.0,242.42053,-575615.2,150539.13031833037,10,150539.13031833037,nan
0.0,29641.176293350098,-25.041574,227067.452764114,29641.176293350098,278460.3222646115,1.0,227067.452764114,1328000,46,278460.3222646115,168304.4940161595,46,168304.4940161595,10,1.0,0.0,340222340.0,258.57092,-588649.75,227067.45276411404,10,227067.45276411404,nan
0.0,60451.69438982107,-25.188257,187477.50684819702,60451.69438982107,264745.92866495077,0.8,187477.50684819702,1352000,47,264745.92866495077,48903.03640493123,47,48903.03640493123,10,0.8,0.0,346923330.0,235.78133,-599261.06,187477.50684819708,10,187477.50684819708,nan
0.0,68187.26644779963,-25.2545,191226.65344555659,68187.26644779963,277301.6688199341,0.9,191226.65344555659,1376000,48,277301.6688199341,36180.737955665514,48,36180.737955665514,10,0.9,0.0,352788000.0,215.31207,-608911.06,191226.65344555659,10,191226.65344555659,nan
0.0,55029.48838293225,-25.312786,159071.0281031701,55029.48838293225,232985.21942220232,0.8,159071.0281031701,1400000,49,232985.21942220232,48140.08192685344,49,48140.08192685344,10,0.8,0.0,358803500.0,193.91522,-614875.5,159071.02810317007,10,159071.02810317007,nan
0.0,56632.88710510213,-25.430265,160462.86050978763,56632.88710510213,255943.3337357608,0.9,160462.86050978763,1424000,50,255943.3337357608,49965.642146466744,50,49965.642146466744,10,0.9,0.0,365089000.0,177.28456,-623938.2,160462.8605097876,10,160462.8605097876,nan
0.0,66778.1830778122,-25.306137,156934.79924070253,66778.1830778122,229105.49892467202,0.9,156934.79924070253,1448000,51,229105.49892467202,-57.507376406266225,51,-57.507376406266225,10,0.9,0.0,367156130.0,172.06563,-632486.6,156934.79924070253,10,156934.79924070253,nan
0.0,76214.46153356261,-25.2021,183695.40183912692,76214.46153356261,300866.9033639677,1.0,183695.40183912692,1472000,52,300866.9033639677,43225.36142675169,52,43225.36142675169,10,1.0,0.0,372012380.0,179.79015,-634252.44,183695.40183912686,10,183695.40183912686,nan
0.0,70818.70340944591,-25.079624,166364.42654906187,70818.70340944591,268285.1295932555,1.0,166364.42654906187,1496000,53,268285.1295932555,33250.85664781283,53,33250.85664781283,10,1.0,0.0,374760260.0,170.34645,-641111.2,166364.42654906193,10,166364.42654906193,nan
0.0,55431.80327311547,-24.88832,210771.82182006672,55431.80327311547,289663.3391172394,1.0,210771.82182006672,1520000,54,289663.3391172394,85664.1817544568,54,85664.1817544568,10,1.0,0.0,374002700.0,182.06128,-632898.75,210771.82182006678,10,210771.82182006678,nan
0.0,91443.62136759894,-24.626856,177274.11677391359,91443.62136759894,294771.1431234718,0.7,177274.11677391359,1544000,55,294771.1431234718,-57.11883704316313,55,-57.11883704316313,10,0.7,0.0,381356600.0,143.14844,-634184.8,177274.11677391356,10,177274.11677391356,nan
0.0,46161.77375667392,-24.376844,191393.49266839412,46161.77375667392,256778.115488851,0.9,191393.49266839412,1568000,56,256778.115488851,122833.12634114905,56,122833.12634114905,10,0.9,0.0,385674000.0,145.63716,-633349.6,191393.49266839412,10,191393.49266839412,nan
0.0,59665.455204457394,-24.336224,212405.39440386867,59665.455204457394,296954.2532991251,0.8,212405.39440386867,1592000,57,296954.2532991251,111921.07803243527,57,111921.07803243527,10,0.8,0.0,386378400.0,128.38141,-631943.75,212405.39440386865,10,212405.39440386865,nan
0.0,51946.46063736602,-24.213055,197200.63663649684,51946.46063736602,269370.8683145926,0.9,197200.63663649684,1616000,58,269370.8683145926,122230.82257759856,58,122230.82257759856,10,0.9,0.0,387397760.0,132.93118,-635859.75,197200.63663649687,10,197200.63663649687,nan
0.0,56808.26475717184,-24.309532,191490.02888750294,56808.26475717184,250712.51601977213,0.7,191490.02888750294,1640000,59,250712.51601977213,98863.79783340677,59,98863.79783340677,10,0.7,0.0,384819170.0,176.04872,-639756.4,191490.028887503,10,191490.028887503,nan
0.0,39773.30111072842,-24.27277,212798.50356806954,39773.30111072842,262846.13693426683,1.0,212798.50356806954,1664000,60,262846.13693426683,124764.15795187668,60,124764.15795187668,10,1.0,0.0,387278240.0,207.41245,-646618.25,212798.50356806954,10,212798.50356806954,nan
0.0,72718.96164539392,-24.183083,187251.67761938288,72718.96164539392,275269.2158158408,0.9,187251.67761938288,1688000,61,275269.2158158408,49101.829801488384,61,49101.829801488384,10,0.9,0.0,378664640.0,163.06363,-651559.94,187251.6776193829,10,187251.6776193829,nan
0.0,65087.52952689243,-24.27393,156459.56644430323,65087.52952689243,246367.65378941098,0.8,156459.56644430323,1712000,62,246367.65378941098,32689.308891007946,62,32689.308891007946,10,0.8,0.0,378417700.0,187.99585,-654732.56,156459.5664443032,10,156459.5664443032,nan
0.0,35371.765463431824,-24.15782,198062.062004595,35371.765463431824,242913.67361277025,1.0,198062.062004595,1736000,63,242913.67361277025,141206.46893709013,63,141206.46893709013,10,1.0,0.0,377993950.0,219.9129,-656028.44,198062.06200459503,10,198062.06200459503,nan
0.0,60947.19047146071,-24.186672,143875.74099874863,60947.19047146071,254156.0002313528,0.8,143875.74099874863,1760000,64,254156.0002313528,38453.67175802001,64,38453.67175802001,10,0.8,0.0,375753280.0,221.31343,-659853.44,143875.74099874863,10,143875.74099874863,nan
0.0,53536.002811943436,-24.281153,211967.0463399474,53536.002811943436,271174.0802196458,0.9,211967.0463399474,1784000,65,271174.0802196458,112843.57192898272,65,112843.57192898272,10,0.9,0.0,370728350.0,192.91402,-663067.6,211967.0463399474,10,211967.0463399474,nan
0.0,72628.09886967763,-24.362097,193821.16540349158,72628.09886967763,286834.30099491373,0.7,193821.16540349158,1808000,66,286834.30099491373,66592.22775835897,66,66592.22775835897,10,0.7,0.0,463244450.0,23874.42,-659754.9,193821.16540349167,10,193821.16540349167,nan
0.0,68800.42467102357,-24.4037,143917.9865297618,68800.42467102357,234826.98309558906,0.6,143917.9865297618,1832000,67,234826.98309558906,270.3712430746362,67,270.3712430746362,10,0.6,0.0,365206560.0,73426.27,-609066.4,143917.98652976187,10,143917.98652976187,nan
0.0,74389.35835522824,-24.002996,172159.8534549276,74389.35835522824,277830.0644581569,0.7,172159.8534549276,1856000,68,277830.0644581569,17818.4029466935,68,17818.4029466935,10,0.7,0.0,351970340.0,3812.7495,-586092.75,172159.85345492762,10,172159.85345492762,nan
0.0,66431.99653738378,-24.453829,201487.90298111417,66431.99653738378,282123.3120528105,0.9,201487.90298111417,1880000,69,282123.3120528105,40673.30716493079,69,40673.30716493079,10,0.9,0.0,409428740.0,101331.89,-579685.1,201487.90298111408,10,201487.90298111408,nan
0.0,65001.955009873716,-23.988691,190437.11267545915,65001.955009873716,253222.96973613495,1.0,190437.11267545915,1904000,70,253222.96973613495,42541.780166046614,70,42541.780166046614,10,1.0,0.0,378857380.0,1246.6406,-646965.0,190437.11267545915,10,190437.11267545915,nan
0.0,45692.24199569505,-23.897083,202225.54671455684,45692.24199569505,267125.8330166339,0.9,202225.54671455684,1928000,71,267125.8330166339,102104.25906164444,71,102104.25906164444,10,0.9,0.0,386199870.0,268.76636,-663766.94,202225.54671455684,10,202225.54671455684,nan
0.0,85246.77225431909,-24.129452,157057.3637847844,85246.77225431909,267678.966978926,0.8,157057.3637847844,1952000,72,267678.966978926,13724.762810082806,72,13724.762810082806,10,0.8,0.0,387577700.0,161.04706,-668312.44,157057.3637847844,10,157057.3637847844,nan
0.0,60061.91641083939,-24.312393,183992.64993599942,60061.91641083939,262098.2137764159,0.9,183992.64993599942,1976000,73,262098.2137764159,89143.24669080529,73,89143.24669080529,10,0.9,0.0,388648770.0,153.64429,-671827.56,183992.64993599936,10,183992.64993599936,nan
0.0,71526.89510266177,-24.465914,185772.92019238195,71526.89510266177,306765.7671708833,1.0,185772.92019238195,2000000,74,306765.7671708833,99124.97830142247,74,99124.97830142247,10,1.0,0.0,391454820.0,207.66743,-673196.44,185772.9201923819,10,185772.9201923819,nan
0.0,1849.0535946467185,-24.875872,997.45825476695,1849.0535946467185,5544.175234017143,0.0,997.45825476695,2024000,75,5544.175234017143,-109.69560573378565,75,-109.69560573378565,10,0.0,0.0,2546573600.0,2691702.8,-558356.4,997.4582547669509,10,997.4582547669509,nan
0.0,118558.7932434276,-25.97865,112525.19268169014,118558.7932434276,289097.07869185566,0.5,112525.19268169014,2048000,76,289097.07869185566,-65.22435952663966,76,-65.22435952663966,10,0.5,0.0,384145470.0,4035908.5,-366055.9,112525.19268169018,10,112525.19268169018,nan
0.0,53465.176887186375,-27.196903,32607.065334298455,53465.176887186375,146385.46255601948,0.1,32607.065334298455,2072000,77,146385.46255601948,-106.96339371114854,77,-106.96339371114854,10,0.1,0.0,562322050.0,2550265.8,-361137.2,32607.065334298444,10,32607.065334298444,nan
0.0,51355.925085163,-25.892101,203414.80602130908,51355.925085163,280186.10407955537,1.0,203414.80602130908,2096000,78,280186.10407955537,108003.65372868057,78,108003.65372868057,10,1.0,0.0,344250180.0,146770.66,-460574.25,203414.80602130914,10,203414.80602130914,nan
0.0,82876.33037934218,-23.12416,166342.27494577854,82876.33037934218,267112.2023419254,0.7,166342.27494577854,2120000,79,267112.2023419254,28313.94867502685,79,28313.94867502685,10,0.7,0.0,355404860.0,1182.07,-653794.3,166342.2749457785,10,166342.2749457785,nan
0.0,65847.70769560701,-23.092344,222221.8655225641,65847.70769560701,280185.7497975397,0.9,222221.8655225641,2144000,80,280185.7497975397,69811.70749683057,80,69811.70749683057,10,0.9,0.0,364418240.0,785.2642,-661898.56,222221.8655225642,10,222221.8655225642,nan
0.0,49986.696739785686,-23.106277,227216.7027728025,49986.696739785686,309838.00084924477,1.0,227216.7027728025,2168000,81,309838.00084924477,140582.5422340689,81,140582.5422340689,10,1.0,0.0,373086880.0,952.58673,-663513.5,227216.7027728025,10,227216.7027728025,nan
0.0,52474.72575345093,-23.137775,268897.7875440602,52474.72575345093,314840.359506496,1.0,268897.7875440602,2192000,82,314840.359506496,133908.88293242574,82,133908.88293242574,10,1.0,0.0,377739800.0,670.51074,-665644.06,268897.78754406015,10,268897.78754406015,nan
0.0,55404.15301355319,-23.053911,203338.60744876222,55404.15301355319,280631.73896569427,0.9,203338.60744876222,2216000,83,280631.73896569427,101067.13365307033,83,101067.13365307033,10,0.9,0.0,389532300.0,573.0605,-676950.0,203338.6074487622,10,203338.6074487622,nan
0.0,50347.604671286965,-22.875946,230474.82725712255,50347.604671286965,279049.5268722608,0.8,230474.82725712255,2240000,84,279049.5268722608,142823.53517708264,84,142823.53517708264,10,0.8,0.0,391939680.0,694.71063,-680308.9,230474.82725712255,10,230474.82725712255,nan
0.0,63782.37168189587,-22.81331,188675.66995306403,63782.37168189587,282658.75749459944,0.8,188675.66995306403,2264000,85,282658.75749459944,109258.05778388838,85,109258.05778388838,10,0.8,0.0,397833380.0,660.46936,-689086.1,188675.66995306406,10,188675.66995306406,nan
0.0,56136.42568038932,-22.869007,240785.2994528804,56136.42568038932,309731.2928273067,0.9,240785.2994528804,2288000,86,309731.2928273067,99086.84439938853,86,99086.84439938853,10,0.9,0.0,409447070.0,537.1072,-696233.75,240785.29945288048,10,240785.29945288048,nan
0.0,42280.18001408069,-22.906885,233535.39670063215,42280.18001408069,292987.5459532526,0.9,233535.39670063215,2312000,87,292987.5459532526,161151.66956094225,87,161151.66956094225,10,0.9,0.0,413785470.0,529.23987,-705331.75,233535.39670063215,10,233535.39670063215,nan
0.0,72379.3540795094,-22.819075,196371.80910446806,72379.3540795094,291914.46963819413,1.0,196371.80910446806,2336000,88,291914.46963819413,99783.18067524437,88,99783.18067524437,10,1.0,0.0,424194100.0,469.7528,-712012.25,196371.8091044681,10,196371.8091044681,nan
0.0,47573.90847718617,-22.73688,203840.35422204647,47573.90847718617,262445.3319694351,1.0,203840.35422204647,2360000,89,262445.3319694351,104285.13565197328,89,104285.13565197328,10,1.0,0.0,428929920.0,449.7049,-719137.56,203840.35422204644,10,203840.35422204644,nan
0.0,72208.7511642211,-22.658218,187322.87855002796,72208.7511642211,284643.13358433207,1.0,187322.87855002796,2384000,90,284643.13358433207,65603.9148463561,90,65603.9148463561,10,1.0,0.0,435706140.0,417.9897,-724482.3,187322.87855002793,10,187322.87855002793,nan
0.0,72928.74161146519,-22.771248,205895.2463326805,72928.74161146519,303597.7932326185,0.9,205895.2463326805,2408000,91,303597.7932326185,46946.699893882884,91,46946.699893882884,10,0.9,0.0,442155000.0,445.57538,-731343.06,205895.24633268052,10,205895.24633268052,nan
0.0,67561.55651921016,-22.901575,188637.32907935945,67561.55651921016,258426.8737983505,0.9,188637.32907935945,2432000,92,258426.8737983505,57215.22181077502,92,57215.22181077502,10,0.9,0.0,441483600.0,458.19736,-737563.6,188637.32907935942,10,188637.32907935942,nan
0.0,76411.06340040702,-23.177074,109224.46980328645,76411.06340040702,225491.61946337557,0.7,109224.46980328645,2456000,93,225491.61946337557,24208.862283289614,93,24208.862283289614,10,0.7,0.0,451294820.0,490.8397,-741977.6,109224.46980328645,10,109224.46980328645,nan
0.0,38322.08647275458,-23.461357,234775.78951394046,38322.08647275458,277821.16803627636,1.0,234775.78951394046,2480000,94,277821.16803627636,157319.23991141387,94,157319.23991141387,10,1.0,0.0,449834780.0,629.63104,-745925.0,234775.78951394046,10,234775.78951394046,nan
0.0,85974.03154305671,-23.551527,198025.11176684214,85974.03154305671,309116.38589556166,0.9,198025.11176684214,2504000,95,309116.38589556166,31406.1253684386,95,31406.1253684386,10,0.9,0.0,450784130.0,545.17377,-748979.25,198025.11176684222,10,198025.11176684222,nan
0.0,80196.26775374715,-23.569075,211346.19337399615,80196.26775374715,309730.2899297705,1.0,211346.19337399615,2528000,96,309730.2899297705,54266.40265259529,96,54266.40265259529,10,1.0,0.0,449854370.0,485.7552,-753244.94,211346.19337399615,10,211346.19337399615,nan
