MetaTrain/Average/Alpha,MetaTest/coffee-pull-v1/MinReturn,MetaTest/Average/Iteration,MetaTest/coffee-pull-v1/Iteration,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/coffee-pull-v1/TerminationRate,MetaTrain/Average/AlphaLoss,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/NumTrajs
nan,84.12805087752034,36,36,0.0,84.12805087752034,6046.27454338565,0.0,-7.883694,1088000,6046.27454338565,-11870.154,19.385023,238494.17,12880.984997126243,12880.984997126243,4323.099339334016,6046.27454338565,10,4323.099339334016,0.0,0.0,6046.27454338565,10
nan,1311.5557861485022,37,37,0.0,1311.5557861485022,4227.913569893242,0.0,-7.8489046,1112000,4227.913569893242,-12735.399,18.672619,245524.42,9211.521776031099,9211.521776031099,2438.0142252342957,4227.913569893242,10,2438.0142252342957,0.0,0.0,4227.913569893242,10
nan,118.82589822067924,38,38,0.0,118.82589822067924,3420.5797876394054,0.0,-7.953507,1136000,3420.5797876394054,-12934.929,13.148742,239591.27,10779.835905586498,10779.835905586498,3053.887441586846,3420.5797876394063,10,3053.887441586846,0.0,0.0,3420.5797876394063,10
nan,486.3867450413702,39,39,0.0,486.3867450413702,4966.409864123637,0.0,-7.9774733,1160000,4966.409864123637,-12523.042,18.184334,232823.81,19134.364608939515,19134.364608939515,6214.192486517172,4966.409864123639,10,6214.192486517172,0.0,0.0,4966.409864123639,10
nan,-27.279517068702074,40,40,0.0,-27.279517068702074,3356.277068414237,0.0,-7.8826933,1184000,3356.277068414237,-12688.52,24.349888,235094.23,9899.113498851604,9899.113498851604,3093.101183202508,3356.277068414239,10,3093.101183202508,0.0,0.0,3356.277068414239,10
nan,-29.095446039201892,41,41,0.0,-29.095446039201892,3497.576101158874,0.0,-7.833751,1208000,3497.576101158874,-11244.95,28.84353,224073.19,11988.491027803553,11988.491027803553,3737.2925227132328,3497.5761011588716,10,3737.2925227132328,0.0,0.0,3497.5761011588716,10
nan,-28.858341519867494,42,42,0.0,-28.858341519867494,2710.66367149402,0.0,-7.8128505,1232000,2710.66367149402,-11336.329,31.399546,226239.84,13513.722772948306,13513.722772948306,4291.951134523643,2710.6636714940205,10,4291.951134523643,0.0,0.0,2710.6636714940205,10
nan,1317.4479077460371,43,43,0.0,1317.4479077460371,8236.942075596062,0.0,-7.674304,1256000,8236.942075596062,-11042.874,33.236187,227991.55,27906.818003881275,27906.818003881275,7349.4178471520345,8236.942075596062,10,7349.4178471520345,0.0,0.0,8236.942075596062,10
nan,162.332989123278,44,44,0.0,162.332989123278,5826.0588087381275,0.0,-7.8381805,1280000,5826.0588087381275,-11797.834,43.724644,254385.7,14963.166531190114,14963.166531190114,5024.092091166906,5826.058808738128,10,5024.092091166906,0.0,0.0,5826.058808738128,10
nan,496.6706902817046,45,45,0.0,496.6706902817046,5815.215424050753,0.0,-8.143627,1304000,5815.215424050753,-12182.54,51.00228,270861.97,12332.983064142727,12332.983064142727,3663.6217057744843,5815.215424050753,10,3663.6217057744843,0.0,0.0,5815.215424050753,10
nan,-53.456550213796675,46,46,0.0,-53.456550213796675,7434.839055456406,0.0,-8.347809,1328000,7434.839055456406,-12350.926,54.934525,279676.03,25792.730817190713,25792.730817190713,8381.63628804464,7434.839055456403,10,8381.63628804464,0.0,0.0,7434.839055456403,10
nan,2243.538433493224,47,47,0.2,2243.538433493224,8289.695167407976,0.0,-8.394182,1352000,8289.695167407976,-12376.916,40.70353,304846.78,12853.90404482166,12853.90404482166,3459.938566928066,8289.69516740798,10,3459.938566928066,0.0,0.2,8289.69516740798,10
nan,8.559162880383157,48,48,0.1,8.559162880383157,6680.278902678636,0.0,-8.660184,1376000,6680.278902678636,-12543.366,113.267815,332452.4,14235.528106253776,14235.528106253776,4623.026030382576,6680.278902678634,10,4623.026030382576,0.0,0.1,6680.278902678634,10
nan,55.28569158461721,49,49,0.1,55.28569158461721,3096.0132766054057,0.0,-9.429113,1400000,3096.0132766054057,-13126.885,85.911446,388381.8,8312.630182403898,8312.630182403898,3251.7566938026816,3096.013276605405,10,3251.7566938026816,0.0,0.1,3096.013276605405,10
nan,-45.07996545309975,50,50,0.2,-45.07996545309975,3650.5746121531483,0.0,-9.926078,1424000,3650.5746121531483,-14647.117,99.74793,455217.28,15102.763340727439,15102.763340727439,5764.838697287412,3650.5746121531483,10,5764.838697287412,0.0,0.2,3650.5746121531483,10
nan,-105.01202563126724,51,51,0.0,-105.01202563126724,1575.2704863253816,0.0,-10.436915,1448000,1575.2704863253816,-16279.84,111.63648,495548.8,4924.68271157345,4924.68271157345,1932.5393668491015,1575.2704863253819,10,1932.5393668491015,0.0,0.0,1575.2704863253819,10
nan,-41.3709107987474,52,52,0.0,-41.3709107987474,166.3753479192331,0.0,-10.68594,1472000,166.3753479192331,-17282.354,68.994026,552595.8,1053.2946050677863,1053.2946050677863,325.1523519206178,166.3753479192332,10,325.1523519206178,0.0,0.0,166.3753479192332,10
nan,-41.14776006085856,53,53,0.0,-41.14776006085856,398.37285584829436,0.0,-11.195111,1496000,398.37285584829436,-18165.793,38.173084,604372.06,2807.4590185025527,2807.4590185025527,853.9687892432974,398.3728558482946,10,853.9687892432974,0.0,0.0,398.3728558482946,10
nan,-40.950776098556155,54,54,0.0,-40.950776098556155,551.4410944948156,0.0,-12.504171,1520000,551.4410944948156,-19894.352,58.508556,705754.44,2988.9356715963404,2988.9356715963404,922.1356406943337,551.4410944948156,10,922.1356406943337,0.0,0.0,551.4410944948156,10
nan,-31.408855203439312,55,55,0.0,-31.408855203439312,229.20967853913868,0.0,-10.352116,1544000,229.20967853913868,-14935.434,279.69614,682521.0,1934.5078042132081,1934.5078042132081,582.6738297772025,229.20967853913876,10,582.6738297772025,0.0,0.0,229.20967853913876,10
nan,-35.357445216299986,56,56,0.0,-35.357445216299986,123.13964500031723,0.0,-9.012864,1568000,123.13964500031723,-9032.328,380.49707,539073.44,870.1164577147498,870.1164577147498,265.2253952041859,123.13964500031716,10,265.2253952041859,0.0,0.0,123.13964500031716,10
nan,-25.480436664667504,57,57,0.0,-25.480436664667504,1284.4891477814701,0.0,-11.460939,1592000,1284.4891477814701,-15560.389,237.79321,661128.94,5063.971784073267,5063.971784073267,2002.9086782869485,1284.4891477814701,10,2002.9086782869485,0.0,0.0,1284.4891477814701,10
nan,191.7445280929576,58,58,0.0,191.7445280929576,4019.837241526385,0.0,-11.518687,1616000,4019.837241526385,-15968.872,178.92267,662661.0,11050.204059754455,11050.204059754455,3975.806205742694,4019.837241526384,10,3975.806205742694,0.0,0.0,4019.837241526384,10
nan,-29.51020430033181,59,59,0.1,-29.51020430033181,791.5209451057135,0.0,-11.202871,1640000,791.5209451057135,-13549.876,152.38237,644746.1,6128.9104144011035,6128.9104144011035,1832.356545656285,791.5209451057128,10,1832.356545656285,0.0,0.1,791.5209451057128,10
nan,-25.467631836731364,60,60,0.0,-25.467631836731364,4267.481322965108,0.0,-10.872149,1664000,4267.481322965108,-18570.697,59.95886,633731.2,14788.306691163138,14788.306691163138,4359.0344130333415,4267.481322965109,10,4359.0344130333415,0.0,0.0,4267.481322965109,10
nan,-5.366480965765564,61,61,0.1,-5.366480965765564,3053.544666953545,0.0,-10.500307,1688000,3053.544666953545,-20190.523,21.603155,673855.5,14342.396807724685,14342.396807724685,4469.367496114708,3053.544666953546,10,4469.367496114708,0.0,0.1,3053.544666953546,10
nan,-40.8239037703566,62,62,0.1,-40.8239037703566,7686.778301181946,0.0,-10.488455,1712000,7686.778301181946,-18833.42,32.323082,670879.75,16944.953434325107,16944.953434325107,5982.258488982026,7686.778301181946,10,5982.258488982026,0.0,0.1,7686.778301181946,10
nan,119.17587224021987,63,63,0.0,119.17587224021987,2965.244010449832,0.0,-10.914713,1736000,2965.244010449832,-17939.23,39.636505,739474.56,11873.767181145266,11873.767181145266,3629.8843181163315,2965.244010449832,10,3629.8843181163315,0.0,0.0,2965.244010449832,10
nan,12.894291226854607,64,64,0.0,12.894291226854607,5044.452266108197,0.0,-10.855475,1760000,5044.452266108197,-16557.455,59.567657,788755.8,22664.69080966337,22664.69080966337,7156.820617229181,5044.452266108195,10,7156.820617229181,0.0,0.0,5044.452266108195,10
nan,221.42365903432406,65,65,0.0,221.42365903432406,3883.721766729401,0.0,-11.460544,1784000,3883.721766729401,-18472.26,9.888242,935949.56,9121.454023075974,9121.454023075974,2944.0488450205403,3883.7217667294026,10,2944.0488450205403,0.0,0.0,3883.7217667294026,10
nan,-11.478569305292563,66,66,0.1,-11.478569305292563,2418.820911407372,0.0,-11.844538,1808000,2418.820911407372,-20377.926,8.286761,1089509.5,9364.147704183912,9364.147704183912,2939.969581399478,2418.820911407372,10,2939.969581399478,0.0,0.1,2418.820911407372,10
nan,-41.27658347914875,67,67,0.0,-41.27658347914875,2250.774275594174,0.0,-12.127582,1832000,2250.774275594174,-21979.613,8.145344,1212517.1,5862.4938198462005,5862.4938198462005,2517.5423757469034,2250.7742755941754,10,2517.5423757469034,0.0,0.0,2250.7742755941754,10
nan,61.07429041654333,68,68,0.3,61.07429041654333,28915.03522654391,0.0,-12.472018,1856000,28915.03522654391,-22835.24,12.422441,1348083.5,153493.82528230594,153493.82528230594,52454.191926335596,28915.0352265439,10,52454.191926335596,0.0,0.3,28915.0352265439,10
nan,459.3852931808664,69,69,0.4,459.3852931808664,16185.132214429022,0.0,-12.544727,1880000,16185.132214429022,-24906.9,9.04568,1517830.4,80415.1104789233,80415.1104789233,22532.123766163742,16185.132214429022,10,22532.123766163742,0.0,0.4,16185.132214429022,10
nan,136.7619893327044,70,70,0.2,136.7619893327044,6422.828929392997,0.0,-12.457788,1904000,6422.828929392997,-26792.578,13.93168,1696041.1,35722.6333591452,35722.6333591452,10365.195636777558,6422.828929392994,10,10365.195636777558,0.0,0.2,6422.828929392994,10
nan,110.67418905640821,71,71,0.0,110.67418905640821,4725.7388904699055,0.0,-12.260474,1928000,4725.7388904699055,-26306.107,19.966541,1725640.4,17880.00040776692,17880.00040776692,5398.276308976689,4725.738890469908,10,5398.276308976689,0.0,0.0,4725.738890469908,10
nan,-37.86495322948139,72,72,0.0,-37.86495322948139,906.5400524655131,0.0,-11.947592,1952000,906.5400524655131,-26963.357,9.190435,1850666.2,4166.906641474892,4166.906641474892,1279.2838859529847,906.5400524655131,10,1279.2838859529847,0.0,0.0,906.5400524655131,10
nan,321.3614788809742,73,73,0.1,321.3614788809742,10456.395754877152,0.0,-11.775156,1976000,10456.395754877152,-27548.234,10.546195,1930133.5,63128.34991705661,63128.34991705661,18321.26249699801,10456.395754877154,10,18321.26249699801,0.0,0.1,10456.395754877154,10
nan,-40.7856120811322,74,74,0.4,-40.7856120811322,17282.27407303749,0.0,-11.727996,2000000,17282.27407303749,-27382.684,9.889365,2117377.5,67650.3881008128,67650.3881008128,21444.763221076584,17282.274073037497,10,21444.763221076584,0.0,0.4,17282.274073037497,10
nan,115.12900368207406,75,75,0.5,115.12900368207406,23357.298741643175,0.0,-11.625227,2024000,23357.298741643175,-27939.348,11.670922,2390419.5,85758.9192717688,85758.9192717688,26351.18155471743,23357.298741643168,10,26351.18155471743,0.0,0.5,23357.298741643168,10
nan,-30.474954185897353,76,76,0.1,-30.474954185897353,7773.40310036675,0.0,-11.919262,2048000,7773.40310036675,-29090.766,12.030433,2845044.2,32769.934988455316,32769.934988455316,10010.390485978818,7773.403100366745,10,10010.390485978818,0.0,0.1,7773.403100366745,10
nan,-34.265770514943576,77,77,0.1,-34.265770514943576,13448.392142672015,0.0,-12.987944,2072000,13448.392142672015,-30635.424,11.923922,3427902.0,92794.2333309163,92794.2333309163,27479.39062197364,13448.392142672015,10,27479.39062197364,0.0,0.1,13448.392142672015,10
nan,-33.49451463105404,78,78,0.4,-33.49451463105404,17903.545918917593,0.0,-13.623673,2096000,17903.545918917593,-32834.28,11.468116,3993909.5,81910.92409920525,81910.92409920525,23904.450761180688,17903.54591891758,10,23904.450761180688,0.0,0.4,17903.54591891758,10
nan,-33.66006518418579,79,79,0.0,-33.66006518418579,1262.16713577835,0.0,-13.913322,2120000,1262.16713577835,-35329.344,8.844406,4601804.0,6186.817271486058,6186.817271486058,2104.7351468159336,1262.1671357783487,10,2104.7351468159336,0.0,0.0,1262.1671357783487,10
nan,-63.38306538685438,80,80,0.0,-63.38306538685438,3007.095025985421,0.0,-13.632241,2144000,3007.095025985421,-37280.727,8.956089,5255591.0,11393.854929062532,11393.854929062532,4389.960362591063,3007.095025985421,10,4389.960362591063,0.0,0.0,3007.095025985421,10
nan,-31.732587883385193,81,81,0.4,-31.732587883385193,20796.90422806578,0.0,-12.922211,2168000,20796.90422806578,-39396.434,9.579593,5759082.5,71813.72402175583,71813.72402175583,22703.764009333398,20796.90422806578,10,22703.764009333398,0.0,0.4,20796.90422806578,10
nan,422.9758961755974,82,82,0.0,422.9758961755974,5660.787997546746,0.0,-12.855528,2192000,5660.787997546746,-41001.344,17.237057,6407553.0,21406.983898334736,21406.983898334736,6345.868663643451,5660.787997546745,10,6345.868663643451,0.0,0.0,5660.787997546745,10
nan,-29.837308696019964,83,83,0.1,-29.837308696019964,8141.775523280984,0.0,-13.059963,2216000,8141.775523280984,-45004.777,10.594182,7412063.0,19302.29899772276,19302.29899772276,6629.091600214204,8141.775523280984,10,6629.091600214204,0.0,0.1,8141.775523280984,10
nan,-34.13500953742312,84,84,0.0,-34.13500953742312,11860.30036839913,0.0,-13.210868,2240000,11860.30036839913,-48419.887,12.0729685,8357060.5,35656.70519420763,35656.70519420763,12544.720224449906,11860.300368399132,10,12544.720224449906,0.0,0.0,11860.300368399132,10
nan,66.8889652621688,85,85,0.1,66.8889652621688,23928.603345210402,0.0,-13.7251215,2264000,23928.603345210402,-53399.12,13.172552,9426987.0,101762.07684376212,101762.07684376212,31192.015070181595,23928.60334521041,10,31192.015070181595,0.0,0.1,23928.60334521041,10
nan,488.2904265387182,86,86,0.2,488.2904265387182,20045.084762183174,0.0,-14.172516,2288000,20045.084762183174,-57803.824,11.084777,10684972.0,86852.97310855382,86852.97310855382,26913.529921774207,20045.08476218318,10,26913.529921774207,0.0,0.2,20045.08476218318,10
nan,-29.141385150955593,87,87,0.3,-29.141385150955593,31331.156423387372,0.0,-14.757312,2312000,31331.156423387372,-64511.11,9.225098,12288850.0,91969.67932219805,91969.67932219805,36527.776097153,31331.15642338737,10,36527.776097153,0.0,0.3,31331.15642338737,10
nan,953.7060028604443,88,88,0.2,953.7060028604443,31264.899871628884,0.0,-15.115098,2336000,31264.899871628884,-70628.08,9.140437,13821452.0,104094.63777042483,104094.63777042483,30561.264660802713,31264.899871628895,10,30561.264660802713,0.0,0.2,31264.899871628895,10
nan,3398.055297991784,89,89,0.6,3398.055297991784,82420.69793968511,0.0,-15.538596,2360000,82420.69793968511,-75897.2,9.496569,15269299.0,250065.91184893402,250065.91184893402,80843.83173885975,82420.6979396851,10,80843.83173885975,0.0,0.6,82420.6979396851,10
nan,-32.94759419032377,90,90,0.5,-32.94759419032377,39201.64800211059,0.0,-15.661915,2384000,39201.64800211059,-80234.87,11.38803,16950048.0,158519.42688944956,158519.42688944956,45018.06764835214,39201.64800211061,10,45018.06764835214,0.0,0.5,39201.64800211061,10
nan,-32.19786924425628,91,91,0.5,-32.19786924425628,39549.73965717951,0.0,-15.990106,2408000,39549.73965717951,-85761.39,9.4421835,18678284.0,111839.21880771687,111839.21880771687,40370.352591090705,39549.7396571795,10,40370.352591090705,0.0,0.5,39549.7396571795,10
nan,-35.16979944497878,92,92,0.5,-35.16979944497878,61864.526421564595,0.0,-16.184063,2432000,61864.526421564595,-89857.42,11.240552,20657296.0,236681.8648899024,236681.8648899024,78422.5541592616,61864.526421564595,10,78422.5541592616,0.0,0.5,61864.526421564595,10
nan,-34.26811004170217,93,93,0.4,-34.26811004170217,45642.054417403604,0.0,-16.428331,2456000,45642.054417403604,-94616.93,9.702169,22571670.0,125090.73337827722,125090.73337827722,47173.37881880634,45642.0544174036,10,47173.37881880634,0.0,0.4,45642.0544174036,10
nan,-41.42453794755653,94,94,0.2,-41.42453794755653,12465.529635657456,0.0,-16.51274,2480000,12465.529635657456,-99780.25,9.232878,24627952.0,61501.5966761681,61501.5966761681,19639.372704445042,12465.529635657454,10,19639.372704445042,0.0,0.2,12465.529635657454,10
nan,-41.47404275725953,95,95,0.5,-41.47404275725953,85116.4673278578,0.0,-16.521902,2504000,85116.4673278578,-103353.13,11.044491,26775854.0,308015.405797074,308015.405797074,90346.95795947258,85116.46732785778,10,90346.95795947258,0.0,0.5,85116.46732785778,10
