MetaTest/push-v1/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/TerminationRate,push-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/Average/NumEpisodes,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,push-v1/SuccessRate,push-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,Average/StdReturn,push-v1/AverageReturn,push-v1/MinReturn,push-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,MetaTest/push-v1/NumEpisodes,MetaTest/push-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/StdReturn,Iteration,GaussianMLPPolicy/KLAfter,MetaTest/Average/TerminationRate,push-v1/NumEpisodes,Average/MaxReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/Iteration,TotalEnvSteps,MetaTest/Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/push-v1/MaxReturn,GaussianMLPPolicy/dLoss,MetaTest/push-v1/AverageReturn,MetaTest/push-v1/SuccessRate,push-v1/Iteration,GaussianMLPPolicy/LossBefore,Average/TerminationRate,push-v1/MaxReturn,Average/MinReturn,Average/Iteration,Average/SuccessRate
6910.881349204519,12985.716923179707,0.0,1982.2378394962382,0.0,50,1,1982.2378394962382,0.05,12043.892669067794,-22.3511497501672,6910.881349204519,0.14,12043.892669067794,6534.9585395174245,-24.647902744991733,0.0,200,6534.9585395174245,50,-22.3511497501672,60774.35791548569,12985.716923179707,10,0.0003947544901166111,0.0,200,67934.3927987951,5.550552845001221,1,880000,6910.881349204519,-4.875548711424926e-06,60774.35791548569,5.701881491404492e-07,6910.881349204519,0.14,10,-4.305360562284477e-06,0.0,67934.3927987951,-24.647902744991733,10,0.05
,,,1550.1531202064302,0.0,,,1550.1531202064302,0.06,14791.421863929387,,,,14791.421863929387,5553.526725449642,-23.692840158750677,0.0,200,5553.526725449642,,,,,11,0.006585215218365192,,200,149747.06986645205,5.554947376251221,,960000,,-7.038549028948182e-06,,1.2161696304247016e-05,,,11,5.123147275298834e-06,0.0,149747.06986645205,-23.692840158750677,11,0.06
,,,1791.6870145810694,0.0,,,1791.6870145810694,0.06,13676.286137337214,,,,13676.286137337214,5974.091789092246,-21.05289469869434,0.0,200,5974.091789092246,,,,,12,0.00011676356371026486,,200,127721.98413890734,5.553037166595459,,1040000,,-1.4279128208727343e-06,,1.6569367744523333e-07,,,12,-1.262219143427501e-06,0.0,127721.98413890734,-21.05289469869434,12,0.06
,,,1930.6485232411897,0.0,,,1930.6485232411897,0.05,18649.652091893426,,,,18649.652091893426,7007.4815586990235,-44.79648669428515,0.0,200,7007.4815586990235,,,,,13,0.0015523763140663505,,200,183381.01938295437,5.522299289703369,,1120000,,-2.4806393412291072e-05,,2.4693854356883094e-06,,,13,-2.2337007976602763e-05,0.0,183381.01938295437,-44.79648669428515,13,0.05
,,,1689.828385391655,0.0,,,1689.828385391655,0.045,12035.73810740775,,,,12035.73810740775,5814.969453201356,-53.56364171755232,0.0,200,5814.969453201356,,,,,14,0.00017133413348346949,,200,103069.18526598385,5.505256175994873,,1200000,,-1.2119788152631372e-05,,2.440765456412919e-07,,,14,-1.187571160699008e-05,0.0,103069.18526598385,-53.56364171755232,14,0.045
,,,1714.056669157438,0.0,,,1714.056669157438,0.055,13421.556990533634,,,,13421.556990533634,5912.266922711799,-32.20043557621784,0.0,200,5912.266922711799,,,,,15,7.26326325093396e-05,,200,150955.09436831134,5.505580425262451,,1280000,,1.6930167134887597e-07,,1.032889258567593e-07,,,15,2.725905972056353e-07,0.0,150955.09436831134,-32.20043557621784,15,0.055
,,,2012.6144888761203,0.0,,,2012.6144888761203,0.04,12355.70433595277,,,,12355.70433595277,6875.597694955138,-23.815993025563067,0.0,200,6875.597694955138,,,,,16,1.9457154849078506e-05,,200,80831.65224270994,5.498856067657471,,1360000,,-4.525054919213289e-06,,2.7546320779947564e-08,,,16,-4.497508598433342e-06,0.0,80831.65224270994,-23.815993025563067,16,0.04
,,,2601.501342323648,0.0,,,2601.501342323648,0.095,17876.987159126536,,,,17876.987159126536,9035.315686121465,-22.088709997670207,0.0,200,9035.315686121465,,,,,17,0.00012838056136388332,,200,145926.72494055366,5.496255397796631,,1440000,,-2.303412884430145e-06,,1.8196988094132394e-07,,,17,-2.121443003488821e-06,0.0,145926.72494055366,-22.088709997670207,17,0.095
,,,1892.055518063332,0.0,,,1892.055518063332,0.07,17290.013996666632,,,,17290.013996666632,7084.477943980862,-22.125495745308164,0.0,200,7084.477943980862,,,,,18,0.0022540877107530832,,200,138968.55040994572,5.513827323913574,,1520000,,1.0066693903354462e-05,,3.94158541894285e-06,,,18,1.4008279322297312e-05,0.0,138968.55040994572,-22.125495745308164,18,0.07
,,,2426.9362478775274,0.0,,,2426.9362478775274,0.09,18298.817433053606,,,,18298.817433053606,8707.615878935763,-25.739506465188295,0.0,200,8707.615878935763,,,,,19,0.00048037542728707194,,200,119675.46340226625,5.5304365158081055,,1600000,,8.233561857196037e-06,,7.999324225238524e-07,,,19,9.03349427971989e-06,0.0,119675.46340226625,-25.739506465188295,19,0.09
6865.951314766786,11927.66742562855,0.0,2601.43008091249,0.0,50,2,2601.43008091249,0.1,20059.991450555524,-39.395987072836874,6865.951314766786,0.04,20059.991450555524,9381.907611800516,-37.12151341692534,0.0,200,9381.907611800516,50,-39.395987072836874,58058.29262451053,11927.66742562855,20,3.165867383359e-05,0.0,200,135158.0153765949,5.533343315124512,2,1680000,6865.951314766786,1.739284584800771e-06,58058.29262451053,4.503056061366806e-08,6865.951314766786,0.04,20,1.784315145414439e-06,0.0,135158.0153765949,-37.12151341692534,20,0.1
,,,2523.1337566767556,0.0,,,2523.1337566767556,0.105,14909.05351673921,,,,14909.05351673921,8590.235469946108,-25.004537561464794,0.0,200,8590.235469946108,,,,,21,0.0001536412601126358,,200,120442.27112332977,5.534818172454834,,1760000,,1.0223596973446547e-06,,2.187410927945166e-07,,,21,1.2411007901391713e-06,0.0,120442.27112332977,-25.004537561464794,21,0.105
,,,1540.976080372037,0.0,,,1540.976080372037,0.05,9867.914728214955,,,,9867.914728214955,5006.129099388183,-26.739813911537826,0.0,200,5006.129099388183,,,,,22,0.0018285164842382073,,200,73743.69127999946,5.496724605560303,,1840000,,-3.26789086102508e-05,,3.0997252906672657e-06,,,22,-2.9579183319583535e-05,0.0,73743.69127999946,-26.739813911537826,22,0.05
,,,2170.637469115913,0.0,,,2170.637469115913,0.09,17862.09800457252,,,,17862.09800457252,7692.534747098053,-20.558364206985306,0.0,200,7692.534747098053,,,,,23,0.0013756380649283528,,200,145051.05287079708,5.507828235626221,,1920000,,6.127142114564776e-06,,2.2721342247677967e-06,,,23,8.399276339332573e-06,0.0,145051.05287079708,-20.558364206985306,23,0.09
,,,2138.295429133474,0.0,,,2138.295429133474,0.095,13197.359616906379,,,,13197.359616906379,7586.5718248033845,-21.941173298778175,0.0,200,7586.5718248033845,,,,,24,6.549059617100284e-05,,200,79988.22085680164,5.505356311798096,,2000000,,-1.7039379827110679e-06,,9.27838073039311e-08,,,24,-1.6111541754071368e-06,0.0,79988.22085680164,-21.941173298778175,24,0.095
,,,1814.4380906550068,0.0,,,1814.4380906550068,0.08,9845.469949502352,,,,9845.469949502352,5890.177174811383,-32.148389151222354,0.0,200,5890.177174811383,,,,,25,0.0003587992687243968,,200,56509.805824543495,5.508118152618408,,2080000,,1.180353365271003e-06,,5.650191496897605e-07,,,25,1.7453725149607635e-06,0.0,56509.805824543495,-32.148389151222354,25,0.08
,,,2671.8499459252284,0.0,,,2671.8499459252284,0.095,18786.085455417517,,,,18786.085455417517,8948.841649155263,-21.592964606341713,0.0,200,8948.841649155263,,,,,26,8.194905967684463e-05,,200,146263.22677409629,5.510672569274902,,2160000,,1.9462227101030294e-06,,1.1660586096695624e-07,,,26,2.0628285710699856e-06,0.0,146263.22677409629,-21.592964606341713,26,0.095
,,,2370.5765193585976,0.0,,,2370.5765193585976,0.055,14972.500790973636,,,,14972.500790973636,8137.737534919957,-24.790287709858436,0.0,200,8137.737534919957,,,,,27,6.900432344991714e-05,,200,102535.0885223238,5.508110046386719,,2240000,,-2.5408307919860817e-06,,9.774294085218571e-08,,,27,-2.443087851133896e-06,0.0,102535.0885223238,-24.790287709858436,27,0.055
,,,2475.6628006184123,0.0,,,2475.6628006184123,0.085,19183.670964049958,,,,19183.670964049958,8664.947310795831,-31.51275052597921,0.0,200,8664.947310795831,,,,,28,0.0010489635169506073,,200,130044.8047164812,5.491116523742676,,2320000,,-1.4151190043776296e-05,,1.49996776599437e-06,,,28,-1.2651222277781926e-05,0.0,130044.8047164812,-31.51275052597921,28,0.085
,,,2547.3942952100374,0.0,,,2547.3942952100374,0.115,17673.213403310365,,,,17673.213403310365,9098.641235151339,-23.631930629726533,0.0,200,9098.641235151339,,,,,29,0.00036459267721511424,,200,102353.42138841335,5.52470064163208,,2400000,,2.2113243176136166e-05,,5.242745828581974e-07,,,29,2.2637517758994363e-05,0.0,102353.42138841335,-23.631930629726533,29,0.115
8375.5963055978,18475.813885483436,0.0,2458.3618843661125,0.0,50,3,2458.3618843661125,0.115,17655.737825043438,-21.630848524653892,8375.5963055978,0.04,17655.737825043438,8488.278579796375,-24.413803369285606,0.0,200,8488.278579796375,50,-21.630848524653892,120849.91659214078,18475.813885483436,30,0.0038482113741338253,0.0,200,117109.3907965946,5.547652721405029,3,2480000,8375.5963055978,1.4040178029972594e-05,120849.91659214078,7.5753805504064076e-06,8375.5963055978,0.04,30,2.1615558580379002e-05,0.0,117109.3907965946,-24.413803369285606,30,0.115
,,,2339.9146504900837,0.0,,,2339.9146504900837,0.08,16106.539755132257,,,,16106.539755132257,7915.454777067024,-21.396160224024793,0.0,200,7915.454777067024,,,,,31,0.0005397988716140389,,200,110109.06328759438,5.5422844886779785,,2560000,,-3.731121978489682e-06,,1.0590365491225384e-06,,,31,-2.6720854293671437e-06,0.0,110109.06328759438,-21.396160224024793,31,0.08
,,,1745.3789749592484,0.0,,,1745.3789749592484,0.055,10088.909102285523,,,,10088.909102285523,5734.146908613723,-40.11085664145705,0.0,200,5734.146908613723,,,,,32,0.00024399948597420007,,200,69131.1644812793,5.5307841300964355,,2640000,,-9.668112397775985e-06,,3.4819095162674785e-07,,,32,-9.319921446149237e-06,0.0,69131.1644812793,-40.11085664145705,32,0.055
,,,1565.9151867971648,0.0,,,1565.9151867971648,0.04,14369.475699725157,,,,14369.475699725157,5414.228595663399,-23.283319631571242,0.0,200,5414.228595663399,,,,,33,0.0007963955285958946,,200,130050.20112985764,5.544548988342285,,2720000,,9.255612894776277e-06,,1.5227115000016056e-06,,,33,1.0778324394777883e-05,0.0,130050.20112985764,-23.283319631571242,33,0.04
,,,2081.520420542721,0.0,,,2081.520420542721,0.06,13187.539834912443,,,,13187.539834912443,7062.020927044093,-18.35641369507523,0.0,200,7062.020927044093,,,,,34,0.00043079318129457533,,200,88366.07758305378,5.555663108825684,,2800000,,7.581185400340473e-06,,6.800587470934261e-07,,,34,8.2612441474339e-06,0.0,88366.07758305378,-18.35641369507523,34,0.06
,,,1886.7307227609294,0.0,,,1886.7307227609294,0.065,14954.317606714545,,,,14954.317606714545,6463.734999617118,-22.61535373510914,0.0,200,6463.734999617118,,,,,35,0.0020355256274342537,,200,128311.80224682821,5.5514726638793945,,2880000,,-7.209458090073895e-06,,3.898781642419635e-06,,,35,-3.3106764476542594e-06,0.0,128311.80224682821,-22.61535373510914,35,0.065
,,,2828.092201252994,0.0,,,2828.092201252994,0.1,16170.102427404558,,,,16170.102427404558,9627.009538623044,-23.15630315012051,0.0,200,9627.009538623044,,,,,36,0.0001012275242828764,,200,92953.98386609313,5.564852714538574,,2960000,,9.401695933775045e-06,,1.4401211956283078e-07,,,36,9.545708053337876e-06,0.0,92953.98386609313,-23.15630315012051,36,0.1
,,,1204.3341778743568,0.0,,,1204.3341778743568,0.04,9752.601067616955,,,,9752.601067616955,4254.212913208308,-29.804352774385702,0.0,200,4254.212913208308,,,,,37,0.0004498101188801229,,200,71790.1413358082,5.564506530761719,,3040000,,-1.0420159242130467e-06,,7.841838112199184e-07,,,37,-2.5783211299312825e-07,0.0,71790.1413358082,-29.804352774385702,37,0.04
,,,2317.2974309010915,0.0,,,2317.2974309010915,0.07,18088.618853650663,,,,18088.618853650663,8438.867996493273,-24.35675271401459,0.0,200,8438.867996493273,,,,,38,0.0026872451417148113,,200,146952.06289486605,5.573136806488037,,3120000,,1.4718214060849277e-06,,5.7227946399507346e-06,,,38,7.194616046035662e-06,0.0,146952.06289486605,-24.35675271401459,38,0.07
,,,3160.3058313355996,0.0,,,3160.3058313355996,0.1,19650.712496070333,,,,19650.712496070333,11015.308867768967,-22.76118092061098,0.0,200,11015.308867768967,,,,,39,3.785383523791097e-05,,200,127197.54487671623,5.565915584564209,,3200000,,-4.473202807275811e-06,,5.355423127184622e-08,,,39,-4.419648576003965e-06,0.0,127197.54487671623,-22.76118092061098,39,0.1
8420.135473558707,15738.848331797255,0.0,2737.2581575285985,0.0,50,4,2737.2581575285985,0.065,15933.258824026985,-19.09276309769577,8420.135473558707,0.1,15933.258824026985,9445.142517634511,-33.4804994551073,0.0,200,9445.142517634511,50,-19.09276309769577,75093.07638542585,15738.848331797255,40,4.154838097747415e-05,0.0,200,99789.69258851749,5.564424991607666,4,3280000,8420.135473558707,-1.2070140655850992e-06,75093.07638542585,5.891831733606523e-08,8420.135473558707,0.1,40,-1.148095748249034e-06,0.0,99789.69258851749,-33.4804994551073,40,0.065
,,,3127.9602300033102,0.0,,,3127.9602300033102,0.12,26544.75486373608,,,,26544.75486373608,11554.635468255363,-27.8594829975753,0.0,200,11554.635468255363,,,,,41,0.0012190020643174648,,200,238943.02067366912,5.5207133293151855,,3360000,,-3.506788925733417e-05,,2.0359730115160346e-06,,,41,-3.303191624581814e-05,0.0,238943.02067366912,-27.8594829975753,41,0.12
,,,1901.8788792767677,0.0,,,1901.8788792767677,0.04,10837.669608273858,,,,10837.669608273858,6534.220781164104,-20.724981870782884,0.0,200,6534.220781164104,,,,,42,0.00037113222060725093,,200,74016.23676696996,5.493194580078125,,3440000,,-1.996073842747137e-05,,5.352612788556144e-07,,,42,-1.9425477148615755e-05,0.0,74016.23676696996,-20.724981870782884,42,0.04
,,,2339.2537506551967,0.0,,,2339.2537506551967,0.09,17071.538678729015,,,,17071.538678729015,8505.122519007196,-20.554286980673172,0.0,200,8505.122519007196,,,,,43,9.439904533792287e-05,,200,159890.8849804559,5.4837565422058105,,3520000,,-6.567672244273126e-06,,1.340567905572243e-07,,,43,-6.433615453715902e-06,0.0,159890.8849804559,-20.554286980673172,43,0.09
,,,2552.5478429953037,0.0,,,2552.5478429953037,0.08,15514.035818857623,,,,15514.035818857623,8690.793249225611,-24.554826710065846,0.0,200,8690.793249225611,,,,,44,0.0005725339287891984,,200,115150.38550213272,5.475584030151367,,3600000,,-7.564328370790463e-06,,9.163550203084014e-07,,,44,-6.6479733504820615e-06,0.0,115150.38550213272,-24.554826710065846,44,0.08
,,,2862.2468795332493,0.0,,,2862.2468795332493,0.105,13880.343724434222,,,,13880.343724434222,9348.070127390643,-94.91203042930651,0.0,200,9348.070127390643,,,,,45,0.0003563545469660312,,200,83089.71763145606,5.450140953063965,,3680000,,-1.8946417185361497e-05,,5.458077794173732e-07,,,45,-1.8400609405944124e-05,0.0,83089.71763145606,-94.91203042930651,45,0.105
,,,1665.4548498825668,0.0,,,1665.4548498825668,0.055,10494.693959649558,,,,10494.693959649558,6086.121150553896,-25.34123137353738,0.0,200,6086.121150553896,,,,,46,0.00010608581214910373,,200,66313.4191184252,5.4420318603515625,,3760000,,-6.246928478503833e-06,,1.5089108273969032e-07,,,46,-6.096037395764142e-06,0.0,66313.4191184252,-25.34123137353738,46,0.055
,,,3617.2203277959793,0.0,,,3617.2203277959793,0.13,24273.142405140752,,,,24273.142405140752,13260.051552466546,-46.06263485071729,0.0,200,13260.051552466546,,,,,47,0.0001269572676392272,,200,156516.42560443556,5.425072193145752,,3840000,,-1.150324987975182e-05,,1.809667082852684e-07,,,47,-1.1322283171466552e-05,0.0,156516.42560443556,-46.06263485071729,47,0.13
,,,2892.027086006854,0.0,,,2892.027086006854,0.11,17071.640454306424,,,,17071.640454306424,10142.102699738081,-29.16550787249878,0.0,200,10142.102699738081,,,,,48,1.7137555914814584e-05,,200,97548.07143447243,5.429047107696533,,3920000,,3.2490909234184073e-06,,2.4290784494951367e-08,,,48,3.2733817079133587e-06,0.0,97548.07143447243,-29.16550787249878,48,0.11
,,,2219.542398510624,0.0,,,2219.542398510624,0.08,15762.275757242174,,,,15762.275757242174,7739.805771958683,-18.526695549090633,0.0,200,7739.805771958683,,,,,49,0.007656419184058905,,200,118303.52035967572,5.399350166320801,,4000000,,-6.76471900078468e-05,,2.429679807391949e-05,,,49,-4.335039193392731e-05,0.0,118303.52035967572,-18.526695549090633,49,0.08
14205.146311070152,25617.727362611164,0.0,4276.7903145825085,0.0,50,5,4276.7903145825085,0.155,22087.307022599147,-14.225792049186465,14205.146311070152,0.2,22087.307022599147,14760.657248319025,-24.813762174156498,0.0,200,14760.657248319025,50,-14.225792049186465,103022.5438400619,25617.727362611164,50,2.7094403776573017e-05,0.0,200,118730.75211565533,5.393409252166748,5,4080000,14205.146311070152,-4.4138068915344775e-06,103022.5438400619,3.8319740269798785e-08,14205.146311070152,0.2,50,-4.375487151264679e-06,0.0,118730.75211565533,-24.813762174156498,50,0.155
,,,2319.1754696739295,0.0,,,2319.1754696739295,0.06,17805.674927359316,,,,17805.674927359316,8008.546500042068,-32.09235281545097,0.0,200,8008.546500042068,,,,,51,0.00010632713383529335,,200,140057.3193944574,5.378593921661377,,4160000,,-1.0014012332248967e-05,,1.5135265130084008e-07,,,51,-9.862659680948127e-06,0.0,140057.3193944574,-32.09235281545097,51,0.06
,,,4817.947063730768,0.0,,,4817.947063730768,0.16,24114.05083449059,,,,24114.05083449059,17157.02023816557,-23.29393613925448,0.0,200,17157.02023816557,,,,,52,2.709677573875524e-06,,200,150950.65112381804,5.378537654876709,,4240000,,-2.3048339414799557e-07,,3.8328096252371324e-09,,,52,-2.2665058452275844e-07,0.0,150950.65112381804,-23.29393613925448,52,0.16
,,,3276.8831847455676,0.0,,,3276.8831847455676,0.085,21210.484844745464,,,,21210.484844745464,11136.64538768746,-22.7467357303321,0.0,200,11136.64538768746,,,,,53,0.0001173560376628302,,200,145269.25694454194,5.384941101074219,,4320000,,4.443939360498916e-06,,1.6721514839446172e-07,,,53,4.611154508893378e-06,0.0,145269.25694454194,-22.7467357303321,53,0.085
,,,3167.7502596582253,0.0,,,3167.7502596582253,0.085,19099.383502836074,,,,19099.383502836074,11063.679982838468,-29.48605661053293,0.0,200,11063.679982838468,,,,,54,3.393795486772433e-05,,200,123804.50298854137,5.383580684661865,,4400000,,-1.0048903504866757e-06,,4.811431608686689e-08,,,54,-9.567760343998089e-07,0.0,123804.50298854137,-29.48605661053293,54,0.085
,,,3369.1292046926324,0.0,,,3369.1292046926324,0.11,19601.964916110173,,,,19601.964916110173,12049.18524708609,-16.61477745182251,0.0,200,12049.18524708609,,,,,55,2.5467776140430942e-05,,200,117508.29468475065,5.3810834884643555,,4480000,,-1.877738895927905e-06,,3.601485332183074e-08,,,55,-1.8417240426060744e-06,0.0,117508.29468475065,-16.61477745182251,55,0.11
,,,3521.2073379343515,0.0,,,3521.2073379343515,0.085,22045.464719220483,,,,22045.464719220483,11968.909782870434,-27.07177101792495,0.0,200,11968.909782870434,,,,,56,4.452728171600029e-05,,200,147176.76137096545,5.37468147277832,,4560000,,-4.792755589733133e-06,,6.30861904937774e-08,,,56,-4.729669399239356e-06,0.0,147176.76137096545,-27.07177101792495,56,0.085
,,,3551.2342673908593,0.0,,,3551.2342673908593,0.1,22809.445247996813,,,,22809.445247996813,12216.477478005974,-54.57175861478225,0.0,200,12216.477478005974,,,,,57,3.415238461457193e-05,,200,127068.50579071595,5.3707499504089355,,4640000,,-2.9745885967713548e-06,,4.842945600103121e-08,,,57,-2.9261591407703236e-06,0.0,127068.50579071595,-54.57175861478225,57,0.1
,,,3774.6085763865117,0.0,,,3774.6085763865117,0.105,25969.9899204566,,,,25969.9899204566,13088.822007579249,-20.12024023790202,0.0,200,13088.822007579249,,,,,58,4.1040424548555166e-05,,200,170133.68962227876,5.37309455871582,,4720000,,1.7192760424222797e-06,,5.812489689560607e-08,,,58,1.7774009393178858e-06,0.0,170133.68962227876,-20.12024023790202,58,0.105
,,,3086.8788907032667,0.0,,,3086.8788907032667,0.07,21975.323023996003,,,,21975.323023996003,11173.050301821559,-43.315793165644976,0.0,200,11173.050301821559,,,,,59,0.0023419575300067663,,200,129572.48624110366,5.37453031539917,,4800000,,-3.875719357893104e-06,,5.173812724024174e-06,,,59,1.29809336613107e-06,0.0,129572.48624110366,-43.315793165644976,59,0.07
12956.196362035022,20424.46305911037,0.0,3637.6757966492296,0.0,50,6,3637.6757966492296,0.125,22486.175478402587,-16.979920846055666,12956.196362035025,0.12,22486.175478402587,12767.014047158484,-25.832590853900996,0.0,200,12767.014047158484,50,-16.979920846055666,96031.19624822601,20424.46305911037,60,0.0004207438323646784,0.0,200,157887.45854575673,5.365743160247803,6,4880000,12956.196362035022,-7.2434841058566235e-06,96031.19624822601,6.722866601194255e-07,12956.196362035025,0.12,60,-6.571197445737198e-06,0.0,157887.45854575673,-25.832590853900996,60,0.125
,,,3424.007578399321,0.0,,,3424.007578399321,0.075,23556.399833727013,,,,23556.399833727013,11441.154046873586,-19.05524697334279,0.0,200,11441.154046873586,,,,,61,7.144934352254495e-05,,200,185955.7042327837,5.360618591308594,,4960000,,-3.438752855799976e-06,,1.0169378583668731e-07,,,61,-3.3370590699632885e-06,0.0,185955.7042327837,-19.05524697334279,61,0.075
,,,3689.1727385964396,0.0,,,3689.1727385964396,0.14,21288.070535289302,,,,21288.070535289302,12666.544664860954,-38.791416552940724,0.0,200,12666.544664860954,,,,,62,7.145318522816524e-05,,200,126058.43213274806,5.353255748748779,,5040000,,-6.2009758039494045e-06,,1.015364432532806e-07,,,62,-6.099439360696124e-06,0.0,126058.43213274806,-38.791416552940724,62,0.14
,,,4373.782389973171,0.0,,,4373.782389973171,0.125,28800.364132018145,,,,28800.364132018145,15672.794735833812,-29.79567447260632,0.0,200,15672.794735833812,,,,,63,0.00020008080173283815,,200,171753.45828562873,5.3277740478515625,,5120000,,-1.8037530026049353e-05,,2.867400326067582e-07,,,63,-1.7750789993442595e-05,0.0,171753.45828562873,-29.79567447260632,63,0.125
