MetaTest/door-close-v1/TerminationRate,Average/AverageDiscountedReturn,door-close-v1/SuccessRate,MetaTest/Average/StdReturn,door-close-v1/Iteration,Average/TerminationRate,Average/StdReturn,MetaTest/door-close-v1/NumEpisodes,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/StdReturn,MetaTest/Average/MaxReturn,MetaTest/door-close-v1/AverageReturn,door-close-v1/AverageDiscountedReturn,door-close-v1/AverageReturn,door-close-v1/MinReturn,policy/LossBefore,Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,Average/MinReturn,policy/KLBefore,policy/Entropy,Average/AverageReturn,door-close-v1/NumEpisodes,door-close-v1/TerminationRate,MetaTest/door-close-v1/Iteration,policy/dLoss,MetaTest/Average/NumEpisodes,Average/MaxReturn,Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/TerminationRate,MetaTest/door-close-v1/SuccessRate,TotalEnvSteps,MetaTest/Average/SuccessRate,policy/KL,Average/Iteration,MetaTest/Average/MinReturn,door-close-v1/MaxReturn,policy/LossAfter,door-close-v1/StdReturn
0.0,-11.028067036559973,0.33,10.617285666201761,10,0.0,166.89025794528501,10,-67.94359057205618,10.617285666201761,-33.949353804649526,-52.85629778138291,-11.028067036559973,-9.442919751880638,-85.81604068081033,-0.0063739256,100,-52.85629778138291,-52.85629778138292,-33.949353804649526,-85.81604068081033,0.0,5.569903,-9.442919751880638,100,0.0,1,0.2378732,10,1144.0092120350694,0.33,-52.85629778138292,1,0.19785185098230818,0.0,0.6,220000,0.6,0.0060714683,10,-67.94359057205618,1144.0092120350694,-0.24424712,166.89025794528501
,-13.508260844896224,0.45,,11,0.0,88.50595640416734,,,,,,-13.508260844896224,-33.998069883634074,-89.79636774392323,-0.04095044,100,,,,-89.79636774392323,0.0,5.5485463,-33.998069883634074,100,0.0,,0.067171924,,694.0841494732724,0.45,,,0.08493458704851853,,,240000,,0.008006554,11,,694.0841494732724,-0.10812236,88.50595640416734
,-3.437076843538527,0.37,,12,0.0,232.23063837444658,,,,,,-3.437076843538527,-1.5304706300779105,-93.83098266891663,0.14039433,100,,,,-93.83098266891663,0.0,5.516892,-1.5304706300779105,100,0.0,,0.29630488,,1952.1799024206093,0.37,,,0.15878889302528687,,,260000,,0.007829714,12,,1952.1799024206093,-0.15591055,232.23063837444658
,-7.654283808151588,0.21,,13,0.0,373.8317197560724,,,,,,-7.654283808151588,15.198741190199202,-84.92310130214055,-0.4186607,100,,,,-84.92310130214055,0.0,5.494723,15.198741190199202,100,0.0,,0.49223542,,3270.159180275763,0.21,,,0.1736369160692648,,,280000,,0.009010135,13,,3270.159180275763,-0.9108961,373.8317197560724
,64.2582849854884,0.26,,14,0.0,1021.352655442964,,,,,,64.2582849854884,221.7648696854338,-77.79600339521602,-0.43470898,100,,,,-77.79600339521602,0.0,5.480492,221.7648696854338,100,0.0,,1.6001357,,6481.463509185377,0.26,,,0.25280186940045635,,,300000,,0.0074234847,14,,6481.463509185377,-2.0348446,1021.352655442964
,-8.331554056620545,0.39,,15,0.0,151.22298563616542,,,,,,-8.331554056620545,-9.279952008417471,-88.60810845596136,0.21881597,100,,,,-88.60810845596136,0.0,5.471934,-9.279952008417471,100,0.0,,0.086786285,,940.2435935294877,0.39,,,0.14921548048659838,,,320000,,0.008614247,15,,940.2435935294877,0.13202968,151.22298563616542
,78.32447154338615,0.34,,16,0.0,2337.3443149457453,,,,,,78.32447154338615,413.1759780539703,-86.06220864991683,-0.9809758,100,,,,-86.06220864991683,0.0,5.442689,413.1759780539703,100,0.0,,3.1064866,,22008.7936013038,0.34,,,0.2840425427713199,,,340000,,0.007897649,16,,22008.7936013038,-4.0874624,2337.3443149457453
,35.23571348315962,0.25,,17,0.0,699.390637153136,,,,,,35.23571348315962,149.0967744647987,-75.47836582141622,0.5307082,100,,,,-75.47836582141622,0.0,5.419248,149.0967744647987,100,0.0,,0.5916707,,4691.158266074943,0.25,,,0.2169556245314106,,,360000,,0.009582669,17,,4691.158266074943,-0.0609625,699.390637153136
,71.15110341990854,0.35,,18,0.0,1076.969940766837,,,,,,71.15110341990854,232.10764835628757,-82.35972317562523,0.9035738,100,,,,-82.35972317562523,0.0,5.417434,232.10764835628757,100,0.0,,1.4057893,,9093.8114991812,0.35,,,0.2502275212380579,,,380000,,0.0095651215,18,,9093.8114991812,-0.50221545,1076.969940766837
,214.732771877376,0.27,,19,0.0,7560.898160530307,,,,,,214.732771877376,1019.1463749050428,-83.79905084409907,-0.25907657,100,,,,-83.79905084409907,0.0,5.4481835,1019.1463749050428,100,0.0,,9.579748,,74779.467388494,0.27,,,0.2724227909853527,,,400000,,0.006308459,19,,74779.467388494,-9.838824,7560.898160530307
0.0,71.19985070234873,0.35,28.04882171791937,20,0.0,1747.8645553053113,10,-66.59893859813546,28.04882171791937,43.97029517789882,-29.897302448925352,71.19985070234873,350.999545090592,-76.77497878505832,2.1127274,100,-29.897302448925352,-29.897302448925366,43.97029517789882,-76.77497878505832,0.0,5.473656,350.999545090592,100,0.0,2,1.1746868,10,14852.002588125482,0.35,-29.897302448925366,2,0.286086943918895,0.0,0.3,420000,0.3,0.0051627886,20,-66.59893859813546,14852.002588125482,0.9380406,1747.8645553053113
,63.6403295658586,0.41,,21,0.0,1927.309769835414,,,,,,63.6403295658586,322.15855800048126,-82.11963312023708,-0.056033593,100,,,,-82.11963312023708,0.0,5.487183,322.15855800048126,100,0.0,,2.3365777,,18437.664655468903,0.41,,,0.18243529503588607,,,440000,,0.007224611,21,,18437.664655468903,-2.3926113,1927.309769835414
,220.07291370751955,0.38,,22,0.0,3599.4856906050068,,,,,,220.07291370751955,924.1268477209736,-79.31050632873865,2.35591,100,,,,-79.31050632873865,0.0,5.4825644,924.1268477209736,100,0.0,,4.8183804,,20908.26212529821,0.38,,,0.290827913474795,,,460000,,0.00531529,22,,20908.26212529821,-2.4624703,3599.4856906050068
,11.66701388730553,0.35,,23,0.0,725.1042827218785,,,,,,11.66701388730553,99.7422051789787,-89.28587068881222,-0.41175234,100,,,,-89.28587068881222,0.0,5.468269,99.7422051789787,100,0.0,,0.35192657,,6105.540420902381,0.35,,,0.22622179031092582,,,480000,,0.0062043094,23,,6105.540420902381,-0.7636789,725.1042827218785
,430.01428482508396,0.37,,24,0.0,5175.744645980573,,,,,,430.01428482508396,1690.6737566103893,-92.75916040281022,-1.0795969,100,,,,-92.75916040281022,0.0,5.4896903,1690.6737566103893,100,0.0,,6.9520907,,25131.377799876274,0.37,,,0.4504760035800527,,,500000,,0.0060031703,24,,25131.377799876274,-8.031688,5175.744645980573
,500.7145935655205,0.4,,25,0.0,12617.523107394358,,,,,,500.7145935655205,2278.6746246861617,-88.85576982384251,-2.6925156,100,,,,-88.85576982384251,0.0,5.5092444,2278.6746246861617,100,0.0,,16.426283,,121189.39132240109,0.4,,,0.25408963135272267,,,520000,,0.0068022325,25,,121189.39132240109,-19.1188,12617.523107394358
,290.6844432199175,0.32,,26,0.0,5704.481327750106,,,,,,290.6844432199175,1332.1238360185725,-89.0789096463917,4.0848594,100,,,,-89.0789096463917,0.0,5.5159736,1332.1238360185725,100,0.0,,5.837699,,37785.982357151086,0.32,,,0.35257065230922346,,,540000,,0.007984709,26,,37785.982357151086,-1.7528398,5704.481327750106
,138.5238975486431,0.22,,27,0.0,3682.6383830789114,,,,,,138.5238975486431,805.8321463963705,-90.37062335097114,-0.31728905,100,,,,-90.37062335097114,0.0,5.499787,805.8321463963705,100,0.0,,3.6230469,,29568.441708914925,0.22,,,0.26926541399499804,,,560000,,0.004561909,27,,29568.441708914925,-3.940336,3682.6383830789114
,228.4660590398313,0.31,,28,0.0,3355.837403633735,,,,,,228.4660590398313,898.7634831325958,-89.43779300554054,-1.6607274,100,,,,-89.43779300554054,0.0,5.494979,898.7634831325958,100,0.0,,2.7288275,,24478.361689070436,0.31,,,0.3299536230880049,,,580000,,0.0052360315,28,,24478.361689070436,-4.389555,3355.837403633735
,165.22170573508373,0.21,,29,0.0,4294.8468717176265,,,,,,165.22170573508373,856.6903577099793,-85.56503196683457,2.7479103,100,,,,-85.56503196683457,0.0,5.4889274,856.6903577099793,100,0.0,,4.834519,,29001.422639606502,0.21,,,0.31874884836588313,,,600000,,0.005317461,29,,29001.422639606502,-2.0866086,4294.8468717176265
0.0,271.9210576583021,0.36,255.79114848302459,30,0.0,5180.15521817745,10,-85.27744245850687,255.79114848302459,748.1066037353849,78.27973274597474,271.9210576583021,1243.1608143119984,-107.46517120814306,7.095135,100,78.27973274597474,78.27973274597467,748.1066037353849,-107.46517120814306,0.0,5.4880133,1243.1608143119984,100,0.0,3,4.9989133,10,44136.31365965726,0.36,78.27973274597467,3,0.20132851842165012,0.0,0.4,620000,0.4,0.006744129,30,-85.27744245850687,44136.31365965726,2.096222,5180.15521817745
,499.3865488808606,0.34,,31,0.0,7131.9842825731175,,,,,,499.3865488808606,2348.4495800440186,-100.70628164783346,2.6241562,100,,,,-100.70628164783346,0.0,5.502909,2348.4495800440186,100,0.0,,8.704953,,42507.994250280135,0.34,,,0.3547001070673449,,,640000,,0.0059700087,31,,42507.994250280135,-6.0807967,7131.9842825731175
,640.8979226349106,0.37,,32,0.0,7620.84050993843,,,,,,640.8979226349106,2801.8848290623673,-97.94044412692028,-0.46972892,100,,,,-97.94044412692028,0.0,5.4995275,2801.8848290623673,100,0.0,,7.932115,,49612.90995045439,0.37,,,0.2833416875421684,,,660000,,0.0093092285,32,,49612.90995045439,-8.401844,7620.84050993843
,709.4349670227514,0.23,,33,0.0,16961.036559835895,,,,,,709.4349670227514,3324.462018943593,-78.45227533936614,9.557781,100,,,,-78.45227533936614,0.0,5.516456,3324.462018943593,100,0.0,,17.868061,,140603.55370932975,0.23,,,0.3452658803072636,,,680000,,0.007963302,33,,140603.55370932975,-8.310281,16961.036559835895
,450.41457837256587,0.31,,34,0.0,4934.628605531872,,,,,,450.41457837256587,1659.335250658976,-85.1181807754153,2.983975,100,,,,-85.1181807754153,0.0,5.524026,1659.335250658976,100,0.0,,3.8571186,,28702.22341006835,0.31,,,0.28650006142202067,,,700000,,0.008442499,34,,28702.22341006835,-0.87314373,4934.628605531872
,259.7262982927103,0.34,,35,0.0,4503.332962066756,,,,,,259.7262982927103,1043.958595366553,-89.77264348593718,-0.6485629,100,,,,-89.77264348593718,0.0,5.5144506,1043.958595366553,100,0.0,,3.6014519,,33256.4704203422,0.34,,,0.30741027146816136,,,720000,,0.010025571,35,,33256.4704203422,-4.250015,4503.332962066756
,333.0999476114798,0.15,,36,0.0,6984.4388914325245,,,,,,333.0999476114798,1568.4636455811642,-88.63088975872418,0.007115234,100,,,,-88.63088975872418,0.0,5.489001,1568.4636455811642,100,0.0,,6.777912,,56794.916098309135,0.15,,,0.4801823677239131,,,740000,,0.007516341,36,,56794.916098309135,-6.770797,6984.4388914325245
,238.22717810302424,0.39,,37,0.0,4527.5986857106955,,,,,,238.22717810302424,1025.3562762981117,-88.48393170729663,-3.5177617,100,,,,-88.48393170729663,0.0,5.487256,1025.3562762981117,100,0.0,,5.056207,,31621.764690126864,0.39,,,0.30626943252646577,,,760000,,0.004627925,37,,31621.764690126864,-8.573969,4527.5986857106955
,110.77048343826274,0.19,,38,0.0,1977.61745295418,,,,,,110.77048343826274,503.90338834151925,-80.4064723913856,0.86650586,100,,,,-80.4064723913856,0.0,5.4901404,503.90338834151925,100,0.0,,1.1194035,,12872.39463677903,0.19,,,0.30525618214447703,,,780000,,0.0029616829,38,,12872.39463677903,-0.25289765,1977.61745295418
,258.6927357377513,0.32,,39,0.0,6976.276044819243,,,,,,258.6927357377513,1285.3393499992237,-95.29662342674027,1.0807344,100,,,,-95.29662342674027,0.0,5.4777174,1285.3393499992237,100,0.0,,8.520029,,59461.64303629138,0.32,,,0.33628762630360876,,,800000,,0.0068119904,39,,59461.64303629138,-7.4392943,6976.276044819243
0.0,746.2781427418232,0.24,11020.689532186436,40,0.0,12042.67740849031,10,-66.77113448339855,11020.689532186436,36839.21677682635,3788.158921014476,746.2781427418232,3088.9310191468576,-90.90459506447726,3.5668,100,3788.158921014476,3788.158921014476,36839.21677682635,-90.90459506447726,0.0,5.459096,3088.9310191468576,100,0.0,4,14.86821,10,88320.90883718769,0.24,3788.158921014476,4,0.2820210955896726,0.0,0.3,820000,0.3,0.0084984945,40,-66.77113448339855,88320.90883718769,-11.30141,12042.67740849031
,605.8734773800968,0.25,,41,0.0,7932.609907283985,,,,,,605.8734773800968,2592.989902527303,-76.46208988600526,1.9289156,100,,,,-76.46208988600526,0.0,5.4600883,2592.989902527303,100,0.0,,8.113434,,61759.6218580169,0.25,,,0.27311062179668355,,,840000,,0.009275075,41,,61759.6218580169,-6.184518,7932.609907283985
,257.009259942679,0.19,,42,0.0,4139.828845678415,,,,,,257.009259942679,898.9323477877438,-64.64387764942589,2.807346,100,,,,-64.64387764942589,0.0,5.4456205,898.9323477877438,100,0.0,,2.9092336,,35812.62914339954,0.19,,,0.3348979491019066,,,860000,,0.004516222,42,,35812.62914339954,-0.1018875,4139.828845678415
,436.4301391884144,0.2,,43,0.0,11312.789487507816,,,,,,436.4301391884144,2105.303149701273,-66.40783390358116,12.380853,100,,,,-66.40783390358116,0.0,5.4318924,2105.303149701273,100,0.0,,12.737568,,111069.04852920424,0.2,,,0.2782075256781019,,,880000,,0.0062298523,43,,111069.04852920424,-0.35671562,11312.789487507816
,251.91557640987682,0.21,,44,0.0,4376.809395247888,,,,,,251.91557640987682,1242.4217867874831,-57.599840242199406,-3.3583062,100,,,,-57.599840242199406,0.0,5.4278083,1242.4217867874831,100,0.0,,4.8423443,,29936.799937603835,0.21,,,0.25129300205843674,,,900000,,0.012012941,44,,29936.799937603835,-8.20065,4376.809395247888
,413.78613155751185,0.27,,45,0.0,6234.201208003065,,,,,,413.78613155751185,1940.2775668501617,-78.7866281821009,-0.5889813,100,,,,-78.7866281821009,0.0,5.4199376,1940.2775668501617,100,0.0,,7.0195327,,40627.70206404695,0.27,,,0.28207102839595566,,,920000,,0.0083412705,45,,40627.70206404695,-7.608514,6234.201208003065
,361.3734779472222,0.23,,46,0.0,6593.856216854851,,,,,,361.3734779472222,1330.9707725544483,-72.3824190493344,1.5864273,100,,,,-72.3824190493344,0.0,5.4122777,1330.9707725544483,100,0.0,,5.3109913,,42106.909788898985,0.23,,,0.33933005113523607,,,940000,,0.0067432784,46,,42106.909788898985,-3.724564,6593.856216854851
,401.30259973151175,0.2,,47,0.0,9064.612496671733,,,,,,401.30259973151175,1835.3140452765747,-77.95658286962707,0.38925937,100,,,,-77.95658286962707,0.0,5.402176,1835.3140452765747,100,0.0,,10.929769,,69395.50890020974,0.2,,,0.333821175920171,,,960000,,0.00877475,47,,69395.50890020974,-10.540509,9064.612496671733
,779.5913348369544,0.17,,48,0.0,12478.957276365381,,,,,,779.5913348369544,3163.612446870096,-71.22038738613735,-5.3828983,100,,,,-71.22038738613735,0.0,5.395959,3163.612446870096,100,0.0,,11.199757,,84989.96839763437,0.17,,,0.3019896962114351,,,980000,,0.012440308,48,,84989.96839763437,-16.582655,12478.957276365381
,251.13469130419756,0.2,,49,0.0,3587.3082956427193,,,,,,251.13469130419756,939.0482734259889,-64.86457959903397,1.5453985,100,,,,-64.86457959903397,0.0,5.3892875,939.0482734259889,100,0.0,,2.07649,,27008.395924328135,0.2,,,0.24149322851090882,,,1000000,,0.007874333,49,,27008.395924328135,-0.5310914,3587.3082956427193
0.0,278.1305690994867,0.33,6999.9845417165525,50,0.0,5331.185185631911,10,-44.14881244954128,6999.9845417165525,18460.602838461724,3480.0822953197676,278.1305690994867,1378.6968917719307,-82.65517731474904,0.35897344,100,3480.0822953197676,3480.082295319765,18460.602838461724,-82.65517731474904,0.0,5.3805795,1378.6968917719307,100,0.0,5,5.5495987,10,40043.449350322815,0.33,3480.082295319765,5,0.14291930249072848,0.0,0.4,1020000,0.4,0.007375222,50,-44.14881244954128,40043.449350322815,-5.190625,5331.185185631911
,990.4266591290474,0.33,,51,0.0,17290.328900765726,,,,,,990.4266591290474,4572.393668867583,-89.91545397802857,-6.008019,100,,,,-89.91545397802857,0.0,5.358508,4572.393668867583,100,0.0,,15.76067,,162555.39541934105,0.33,,,0.24901328171863857,,,1040000,,0.0058533843,51,,162555.39541934105,-21.768688,17290.328900765726
,858.2842557229955,0.46,,52,0.0,11482.849226936683,,,,,,858.2842557229955,3613.182413080489,-85.22130792720432,2.324228,100,,,,-85.22130792720432,0.0,5.3504844,3613.182413080489,100,0.0,,15.292788,,71505.10423020418,0.46,,,0.21779105255979225,,,1060000,,0.008205989,52,,71505.10423020418,-12.968559,11482.849226936683
,875.4999097831162,0.3,,53,0.0,10203.327369874998,,,,,,875.4999097831162,3119.787233512607,-72.46198061518645,-10.124631,100,,,,-72.46198061518645,0.0,5.3330083,3119.787233512607,100,0.0,,9.179797,,75261.68899166497,0.3,,,0.28288040098020617,,,1080000,,0.0078098313,53,,75261.68899166497,-19.304428,10203.327369874998
,988.2866535143828,0.42,,54,0.0,12278.080512222135,,,,,,988.2866535143828,4100.736974639953,-82.15410573536316,-9.404787,100,,,,-82.15410573536316,0.0,5.3006673,4100.736974639953,100,0.0,,14.892239,,90903.48902051218,0.42,,,0.25976227854409206,,,1100000,,0.008096135,54,,90903.48902051218,-24.297026,12278.080512222135
,1195.3048399212228,0.5,,55,0.0,15270.712326945288,,,,,,1195.3048399212228,4959.716174294916,-79.36299550692233,-7.1581655,100,,,,-79.36299550692233,0.0,5.285884,4959.716174294916,100,0.0,,19.922167,,100494.26961275414,0.5,,,0.3100352781399397,,,1120000,,0.007909964,55,,100494.26961275414,-27.080332,15270.712326945288
,1104.7592589827764,0.45,,56,0.0,13947.80899473552,,,,,,1104.7592589827764,5321.332849617237,-76.74164063958582,1.0652328,100,,,,-76.74164063958582,0.0,5.29,5321.332849617237,100,0.0,,15.440809,,91536.9512468826,0.45,,,0.2476689848493513,,,1140000,,0.008614638,56,,91536.9512468826,-14.375577,13947.80899473552
,874.9179976494333,0.4,,57,0.0,18567.214204018153,,,,,,874.9179976494333,4391.744071304402,-65.17881302176437,-2.7435625,100,,,,-65.17881302176437,0.0,5.3104887,4391.744071304402,100,0.0,,22.153635,,165761.36898177752,0.4,,,0.28254546133683267,,,1160000,,0.008839043,57,,165761.36898177752,-24.897198,18567.214204018153
,1646.9284191148054,0.41,,58,0.0,18219.480691283858,,,,,,1646.9284191148054,7823.862566580379,-57.944037665102584,-0.71348125,100,,,,-57.944037665102584,0.0,5.298541,7823.862566580379,100,0.0,,19.258297,,101406.34629050328,0.41,,,0.24885955263040138,,,1180000,,0.011119223,58,,101406.34629050328,-19.971779,18219.480691283858
,1285.973904957281,0.47,,59,0.0,19326.751430801563,,,,,,1285.973904957281,5837.692421484789,-64.3918074693883,-3.1782687,100,,,,-64.3918074693883,0.0,5.257428,5837.692421484789,100,0.0,,25.11585,,104813.78843937846,0.47,,,0.2161457225746115,,,1200000,,0.0072474875,59,,104813.78843937846,-28.294119,19326.751430801563
0.0,1921.9998507869457,0.49,19186.769800714515,60,0.0,28944.23040436982,10,-35.90431024889311,19186.769800714515,59616.33188575656,10164.534799418348,1921.9998507869457,7933.885759015968,-60.56449675042732,-0.6931813,100,10164.534799418348,10164.534799418354,59616.33188575656,-60.56449675042732,0.0,5.253273,7933.885759015968,100,0.0,6,37.77186,10,239941.57795738906,0.49,10164.534799418354,6,0.28452316164443536,0.0,0.4,1220000,0.4,0.009159282,60,-35.90431024889311,239941.57795738906,-38.46504,28944.23040436982
,1219.7139751870307,0.57,,61,0.0,15722.169024684224,,,,,,1219.7139751870307,6157.684489213006,-67.45374223143172,-0.3728,100,,,,-67.45374223143172,0.0,5.248992,6157.684489213006,100,0.0,,16.556961,,74639.4233177976,0.57,,,0.22367158995744918,,,1240000,,0.009703554,61,,74639.4233177976,-16.929762,15722.169024684224
,1590.1586121493403,0.53,,62,0.0,15040.0234670868,,,,,,1590.1586121493403,6843.870188702117,-68.06533905683037,-6.242125,100,,,,-68.06533905683037,0.0,5.2271643,6843.870188702117,100,0.0,,13.209768,,82060.26734785888,0.53,,,0.24617819385412754,,,1260000,,0.0064565577,62,,82060.26734785888,-19.451893,15040.0234670868
,2302.6002441182445,0.54,,63,0.0,22588.380510002557,,,,,,2302.6002441182445,10708.004848189337,-59.18612588893591,-3.6912687,100,,,,-59.18612588893591,0.0,5.205993,10708.004848189337,100,0.0,,27.652428,,87177.4907448145,0.54,,,0.22306487939167796,,,1280000,,0.0088912845,63,,87177.4907448145,-31.343697,22588.380510002557
,2799.3783709640174,0.6,,64,0.0,25691.278149335452,,,,,,2799.3783709640174,12078.70120960434,-56.48740966776681,19.761835,100,,,,-56.48740966776681,0.0,5.1535444,12078.70120960434,100,0.0,,34.55252,,120269.270862997,0.6,,,0.30586352652714055,,,1300000,,0.012110725,64,,120269.270862997,-14.790685,25691.278149335452
,2789.463671682288,0.57,,65,0.0,27970.714148098446,,,,,,2789.463671682288,13046.642001025471,-53.277300200795885,-22.138231,100,,,,-53.277300200795885,0.0,5.090759,13046.642001025471,100,0.0,,38.055428,,144230.09689579697,0.57,,,0.2224959661840834,,,1320000,,0.009651034,65,,144230.09689579697,-60.193657,27970.714148098446
,2060.2478559250567,0.61,,66,0.0,23421.565913958177,,,,,,2060.2478559250567,9339.08706407647,-51.77132493842038,-15.591175,100,,,,-51.77132493842038,0.0,5.039467,9339.08706407647,100,0.0,,24.351963,,142579.76436206346,0.61,,,0.22928523453333083,,,1340000,,0.007000229,66,,142579.76436206346,-39.94314,23421.565913958177
,3601.2236997961086,0.66,,67,0.0,31755.11761928752,,,,,,3601.2236997961086,15202.34737235794,-57.78603689491465,0.92045,100,,,,-57.78603689491465,0.0,5.024125,15202.34737235794,100,0.0,,46.281635,,136255.13958249777,0.66,,,0.31776730590792734,,,1360000,,0.008324231,67,,136255.13958249777,-45.361187,31755.11761928752
,2655.971214159876,0.58,,68,0.0,25149.16609705919,,,,,,2655.971214159876,11109.923148961321,-55.96085150890379,-18.166832,100,,,,-55.96085150890379,0.0,5.006378,11109.923148961321,100,0.0,,31.01456,,128389.19876755754,0.58,,,0.1977867665953239,,,1380000,,0.008914561,68,,128389.19876755754,-49.181393,25149.16609705919
,2782.2369393094477,0.61,,69,0.0,24789.993643774364,,,,,,2782.2369393094477,12783.952080791207,-51.58107989063957,-8.018963,100,,,,-51.58107989063957,0.0,4.99205,12783.952080791207,100,0.0,,29.140774,,133708.9481124025,0.61,,,0.22135192524211944,,,1400000,,0.0068611177,69,,133708.9481124025,-37.159737,24789.993643774364
