MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MaxReturn,MetaTrain/Average/Alpha,MetaTest/Average/StdReturn,MetaTrain/Average/AlphaLoss,MetaTest/door-close-v1/MaxReturn,MetaTest/Average/NumEpisodes,MetaTest/door-close-v1/Iteration,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/door-close-v1/NumEpisodes,MetaTrain/Average/QfLoss,MetaTest/door-close-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/SuccessRate
169.36449,-20.848075826024616,0.33856556,13.476652098280681,-1.1592067,-20.848075826024616,10,10,0.0,-41.63122182551097,10,-41.63122182551097,-58.72066318850538,0.0,10,21548.94,-58.72066318850538,-41.63122182551097,-816.9219,0.3,-41.63122182551097,232000,13.476652098280681,0.3
194.71605,-16.485913988559435,0.45451185,10.100037046085074,-1.0700288,-16.485913988559435,10,11,0.0,-30.29018508979299,11,-30.29018508979298,-45.4530841099698,0.0,10,21864.203,-45.4530841099698,-30.29018508979298,-776.16376,0.1,-30.29018508979299,244000,10.100037046085074,0.1
267.0352,-19.427351813853203,0.5812385,5.672072384833289,-0.73078567,-19.427351813853203,10,12,0.0,-26.41092774222809,12,-26.410927742228086,-36.828388011805906,0.0,10,15735.341,-36.828388011805906,-26.410927742228086,-733.82086,0.2,-26.41092774222809,256000,5.672072384833289,0.2
1627.0153,-70.82490501541457,0.54919153,8.730326260787455,1.5859944,-70.82490501541457,10,13,0.0,-80.6390634564741,13,-80.63906345647408,-96.04245403648962,0.0,10,23680.195,-96.04245403648962,-80.63906345647408,50.974224,0.0,-80.6390634564741,268000,8.730326260787455,0.0
315.09512,-81.47620596461802,0.4739123,6.50495128457267,0.11118079,-81.47620596461802,10,14,0.0,-93.30428419030463,14,-93.30428419030463,-104.44744027434803,0.0,10,12652.056,-104.44744027434803,-93.30428419030463,-345.63797,0.0,-93.30428419030463,280000,6.50495128457267,0.0
395.0933,-54.82664442781548,0.40295732,5.6011352082267,1.1770884,-54.82664442781548,10,15,0.0,-62.60293687624331,15,-62.60293687624331,-70.4753141434952,0.0,10,15354.023,-70.4753141434952,-62.60293687624331,0.71628124,0.0,-62.60293687624331,292000,5.6011352082267,0.0
447.99506,-50.199480451197395,0.3144534,5.795483699296275,0.7688523,-50.199480451197395,10,16,0.0,-60.67155295560057,16,-60.67155295560057,-68.60954996683007,0.0,10,13486.358,-68.60954996683007,-60.67155295560057,128.51453,0.0,-60.67155295560057,304000,5.795483699296275,0.0
416.2535,-36.71061255642431,0.27157643,11.235715828828756,0.1645697,-36.71061255642431,10,17,0.0,-58.83632747973294,17,-58.83632747973295,-73.55775970957743,0.0,10,25261.729,-73.55775970957743,-58.83632747973295,13.186242,0.0,-58.83632747973294,316000,11.235715828828756,0.0
376.36838,-52.174528940896074,0.24473196,7.5828370785228385,0.22945294,-52.174528940896074,10,18,0.0,-62.97330581234479,18,-62.97330581234479,-75.49016163733768,0.0,10,15688.914,-75.49016163733768,-62.97330581234479,-215.04846,0.0,-62.97330581234479,328000,7.5828370785228385,0.0
572.8799,-26.996514873300306,0.23701134,17.533791881492817,-0.018890556,-26.996514873300306,10,19,0.0,-50.7142886201011,19,-50.714288620101094,-71.66371945645052,0.0,10,28904.854,-71.66371945645052,-50.714288620101094,-352.07437,0.0,-50.7142886201011,340000,17.533791881492817,0.0
433.1375,-73.46239235462178,0.2796165,8.97902869815455,-0.9570107,-73.46239235462178,10,20,0.0,-91.21754248024429,20,-91.21754248024429,-103.68921040199409,0.0,10,36714.105,-103.68921040199409,-91.21754248024429,-1295.2167,0.0,-91.21754248024429,352000,8.97902869815455,0.0
648.4654,-57.14782505702632,0.34257025,5.30895775281428,0.14568084,-57.14782505702632,10,21,0.0,-66.34975885022524,21,-66.34975885022524,-74.64173873791123,0.0,10,40721.188,-74.64173873791123,-66.34975885022524,-912.27136,0.0,-66.34975885022524,364000,5.30895775281428,0.0
479.35626,-17.420011003528177,0.31154883,19.13795377457294,-0.70868725,-17.420011003528177,10,22,0.0,-38.14008671060298,22,-38.14008671060298,-65.49293044328051,0.0,10,30096.668,-65.49293044328051,-38.14008671060298,-1409.8961,0.0,-38.14008671060298,376000,19.13795377457294,0.0
718.24286,-54.48937844586497,0.37507075,8.063396072036747,-0.57913435,-54.48937844586497,10,23,0.0,-74.37437034303677,23,-74.37437034303679,-83.84854513321953,0.0,10,31871.94,-83.84854513321953,-74.37437034303679,-1966.3436,0.0,-74.37437034303677,388000,8.063396072036747,0.0
880.3985,-69.32711397836052,0.43069062,4.712783457005456,-1.1541219,-69.32711397836052,10,24,0.0,-77.38361439200875,24,-77.38361439200875,-86.77651636705832,0.0,10,30547.008,-86.77651636705832,-77.38361439200875,-1780.0245,0.0,-77.38361439200875,400000,4.712783457005456,0.0
739.2421,-27.57918138058372,0.5425073,9.075603423956032,-2.121284,-27.57918138058372,10,25,0.0,-41.84744100345606,25,-41.84744100345606,-56.57207281686164,0.0,10,37754.793,-56.57207281686164,-41.84744100345606,-2717.6533,0.2,-41.84744100345606,412000,9.075603423956032,0.2
697.26587,-27.14790443132521,0.7778831,29.39319384646329,-6.632453,-27.14790443132521,10,26,0.0,-80.46783003800815,26,-80.46783003800813,-129.65115884672923,0.0,10,70243.63,-129.65115884672923,-80.46783003800813,-5283.5874,0.1,-80.46783003800815,424000,29.39319384646329,0.1
441.6231,-34.09851020530634,1.1165884,21.53043275680298,-8.573021,-34.09851020530634,10,27,0.0,-51.87464455992263,27,-51.87464455992263,-113.06212809537942,0.0,10,119262.48,-113.06212809537942,-51.87464455992263,-7934.3887,0.0,-51.87464455992263,436000,21.53043275680298,0.0
1741.499,-38.938672101430605,1.5669612,15.376597416564683,-14.871211,-38.938672101430605,10,28,0.0,-53.91415531891364,28,-53.91415531891364,-78.75401761855639,0.0,10,289792.9,-78.75401761855639,-53.91415531891364,-13712.584,0.0,-53.91415531891364,448000,15.376597416564683,0.0
1376.0562,-38.48502536768485,2.1657195,12.204442996322905,-15.150072,-38.48502536768485,10,29,0.0,-54.370651506854564,29,-54.37065150685457,-70.55618754639907,0.0,10,380497.72,-70.55618754639907,-54.37065150685457,-13757.265,0.0,-54.370651506854564,460000,12.204442996322905,0.0
465.0241,-41.742944266876414,2.9704535,8.939411217944262,-20.818144,-41.742944266876414,10,30,0.0,-53.57757013461962,30,-53.57757013461962,-63.855541390950364,0.0,10,478896.3,-63.855541390950364,-53.57757013461962,-18645.105,0.0,-53.57757013461962,472000,8.939411217944262,0.0
449.93253,-31.925170747088092,3.9886708,10.33759677204735,-16.66507,-31.925170747088092,10,31,0.0,-46.961237681151566,31,-46.961237681151566,-63.217587802129565,0.0,10,433080.9,-63.217587802129565,-46.961237681151566,-16466.027,0.2,-46.961237681151566,484000,10.33759677204735,0.2
1041.414,-38.009324106147204,4.93734,6.001250305062522,-6.7215285,-38.009324106147204,10,32,0.0,-47.31017712238226,32,-47.31017712238225,-59.16686588384932,0.0,10,421276.47,-59.16686588384932,-47.31017712238225,-12815.435,0.0,-47.31017712238226,496000,6.001250305062522,0.0
1543.9915,-30.9503866957835,4.972267,15.644107776221132,5.9583406,-30.9503866957835,10,33,0.0,-49.197775941721794,33,-49.19777594172179,-91.16006323960143,0.0,10,435570.5,-91.16006323960143,-49.19777594172179,-7929.771,0.1,-49.197775941721794,508000,15.644107776221132,0.1
4161.711,-39.63741867767458,4.1377482,14.855455257826467,3.3984687,-39.63741867767458,10,34,0.0,-51.59866857127245,34,-51.598668571272455,-95.12411538278364,0.0,10,377376.5,-95.12411538278364,-51.598668571272455,-7674.379,0.1,-51.59866857127245,520000,14.855455257826467,0.1
2951.4712,-42.137546891426624,4.255632,15.917654625875697,-5.6495495,-42.137546891426624,10,35,0.0,-58.97590663224757,35,-58.975906632247586,-91.04950023069912,0.0,10,422116.9,-91.04950023069912,-58.975906632247586,-9722.688,0.1,-58.97590663224757,532000,15.917654625875697,0.1
2589.7588,-45.590592650737115,5.496333,6.125457717091844,0.541708,-45.590592650737115,10,36,0.0,-54.597039505067755,36,-54.59703950506777,-63.75046625160447,0.0,10,469833.84,-63.75046625160447,-54.59703950506777,-10708.649,0.1,-54.597039505067755,544000,6.125457717091844,0.1
8091.697,-74.17430528711124,4.3984227,3.985091774494217,26.360413,-74.17430528711124,10,37,0.0,-80.32346699499428,37,-80.32346699499426,-84.99829052449023,0.0,10,95332.11,-84.99829052449023,-80.32346699499426,133.26422,0.0,-80.32346699499428,556000,3.985091774494217,0.0
4942.7925,-86.96411016423527,3.3388805,5.877082095459193,20.287996,-86.96411016423527,10,38,0.0,-95.99248591374992,38,-95.9924859137499,-107.4377706128141,0.0,10,154902.14,-107.4377706128141,-95.9924859137499,246.64865,0.0,-95.99248591374992,568000,5.877082095459193,0.0
13211.818,-38.707455277803504,2.601629,11.23316557540934,13.468084,-38.707455277803504,10,39,0.0,-63.520108700072186,39,-63.52010870007221,-76.78089723272579,0.0,10,429429.8,-76.78089723272579,-63.52010870007221,-1139.4995,0.0,-63.520108700072186,580000,11.23316557540934,0.0
3731.5059,-70.29579901734867,2.0396357,8.43358859094212,10.007735,-70.29579901734867,10,40,0.0,-84.64449437251575,40,-84.64449437251575,-97.19120973878167,0.0,10,45741.23,-97.19120973878167,-84.64449437251575,182.19139,0.0,-84.64449437251575,592000,8.43358859094212,0.0
1671.0381,-127.55304079085126,1.5993555,2.492015976515346,8.627197,-127.55304079085126,10,41,0.0,-132.06919817607658,41,-132.06919817607655,-135.7875038010095,0.0,10,41501.785,-135.7875038010095,-132.06919817607655,539.63336,0.0,-132.06919817607658,604000,2.492015976515346,0.0
8839.905,-144.5726512845391,1.2386785,3.7965818247482415,5.9412985,-144.5726512845391,10,42,0.0,-150.34295748637197,42,-150.342957486372,-156.97865825292212,0.0,10,82801.84,-156.97865825292212,-150.342957486372,497.50803,0.0,-150.34295748637197,616000,3.7965818247482415,0.0
2189.9585,-107.9913977771957,1.0018966,11.635771471110395,3.3885694,-107.9913977771957,10,43,0.0,-128.80380151587366,43,-128.80380151587366,-142.7553758355358,0.0,10,117755.82,-142.7553758355358,-128.80380151587366,-44.532494,0.0,-128.80380151587366,628000,11.635771471110395,0.0
2007.4272,-31.174095165087074,0.8343674,47.23834145685163,0.83384156,-31.174095165087074,10,44,0.0,-98.40158855466427,44,-98.40158855466426,-162.61268127731933,0.0,10,226309.8,-162.61268127731933,-98.40158855466426,-1536.1139,0.1,-98.40158855466427,640000,47.23834145685163,0.1
1959.793,-29.32035744088813,1.081113,31.623603624051245,-12.351891,-29.32035744088813,10,45,0.0,-54.688732421127746,45,-54.68873242112776,-128.77160244929908,0.0,10,693006.75,-128.77160244929908,-54.68873242112776,-14447.479,0.3,-54.688732421127746,652000,31.623603624051245,0.3
30103.521,-124.57824949678808,1.4223325,4.011777228348927,-2.9428759,-124.57824949678808,10,46,0.0,-131.25553987511898,46,-131.255539875119,-137.34344426089203,0.0,10,797561.4,-137.34344426089203,-131.255539875119,-8089.248,0.0,-131.25553987511898,664000,4.011777228348927,0.0
23646.887,-126.0446969546948,1.2695314,9.322037130453829,3.9257538,-126.0446969546948,10,47,0.0,-145.2952128317343,47,-145.2952128317343,-157.71455241052132,0.0,10,263376.2,-157.71455241052132,-145.2952128317343,455.62866,0.0,-145.2952128317343,676000,9.322037130453829,0.0
11570.221,-127.95856410006829,1.1308885,6.867704098889861,0.54130775,-127.95856410006829,10,48,0.0,-136.6409288527537,48,-136.6409288527537,-148.0925037581262,0.0,10,354844.44,-148.0925037581262,-136.6409288527537,443.25043,0.0,-136.6409288527537,688000,6.867704098889861,0.0
11447.568,-130.89653030897009,1.0595782,5.505566331668783,1.7972385,-130.89653030897009,10,49,0.0,-140.24340756915797,49,-140.24340756915797,-146.95936412571763,0.0,10,404344.44,-146.95936412571763,-140.24340756915797,-171.14645,0.0,-140.24340756915797,700000,5.505566331668783,0.0
9056.22,-126.13805140218216,1.1419678,4.707927034121074,-6.6465645,-126.13805140218216,10,50,0.0,-134.0754976502189,50,-134.0754976502189,-141.88593861222557,0.0,10,1059356.6,-141.88593861222557,-134.0754976502189,-9617.254,0.0,-134.0754976502189,712000,4.707927034121074,0.0
6168.838,-35.0202359833561,1.5190393,18.951538285551276,-5.54991,-35.0202359833561,10,51,0.0,-58.19736486124202,51,-58.19736486124202,-95.64309569820824,0.0,10,954471.3,-95.64309569820824,-58.19736486124202,-8246.306,0.1,-58.19736486124202,724000,18.951538285551276,0.1
7934.77,-37.106721365845175,1.8886039,15.233548100758535,-3.5920093,-37.106721365845175,10,52,0.0,-56.27196161318094,52,-56.27196161318094,-79.70778546331518,0.0,10,909824.4,-79.70778546331518,-56.27196161318094,-6132.839,0.0,-56.27196161318094,736000,15.233548100758535,0.0
6714.118,-38.57220442086522,2.0272043,26.97971464002465,1.1937351,-38.57220442086522,10,53,0.0,-73.35466012395321,53,-73.35466012395321,-128.8723727966969,0.0,10,910400.75,-128.8723727966969,-73.35466012395321,-3942.718,0.2,-73.35466012395321,748000,26.97971464002465,0.2
3915.9783,21289.61719146438,1.9702599,6410.195172437579,-3.9483337,21289.61719146438,10,54,0.0,2059.2699215866764,54,2059.2699215866774,-138.94442893526562,0.0,10,772198.56,-138.94442893526562,2059.2699215866774,-6834.7134,0.2,2059.2699215866764,760000,6410.195172437579,0.2
2119.8765,-37.28160215445799,2.1744487,27.248889605005914,-1.3315378,-37.28160215445799,10,55,0.0,-82.75958990547447,55,-82.75958990547443,-121.90373091962965,0.0,10,644425.4,-121.90373091962965,-82.75958990547443,-6425.866,0.0,-82.75958990547447,772000,27.248889605005914,0.0
43280.344,-122.94060651021026,2.4392529,6.635161714228875,2.9926934,-122.94060651021026,10,56,0.0,-135.62574800870428,56,-135.62574800870425,-145.20338147796048,0.0,10,1232110.9,-145.20338147796048,-135.62574800870425,-7069.282,0.0,-135.62574800870428,784000,6.635161714228875,0.0
7642.687,-146.5862124987439,1.9003733,6.1739273808322315,6.7800703,-146.5862124987439,10,57,0.0,-155.6560625538299,57,-155.65606255382988,-166.0639684296795,0.0,10,596707.44,-166.0639684296795,-155.65606255382988,-602.67,0.0,-155.6560625538299,796000,6.1739273808322315,0.0
6553.4473,-145.21619570193204,1.7290559,6.2492425287054125,0.35530168,-145.21619570193204,10,58,0.0,-155.65104745015964,58,-155.6510474501596,-163.01858743768952,0.0,10,549843.06,-163.01858743768952,-155.6510474501596,73.5512,0.0,-155.65104745015964,808000,6.2492425287054125,0.0
7591.544,-140.29736686514164,1.7554417,6.436524731700591,0.08143754,-140.29736686514164,10,59,0.0,-151.331410721204,59,-151.331410721204,-161.27511793817789,0.0,10,527771.3,-161.27511793817789,-151.331410721204,-313.08994,0.0,-151.331410721204,820000,6.436524731700591,0.0
59909.695,-150.58819715003662,1.8801988,4.288265801634061,-1.885609,-150.58819715003662,10,60,0.0,-156.22657156441988,60,-156.22657156441988,-162.35971649537353,0.0,10,2415677.5,-162.35971649537353,-156.22657156441988,-2706.589,0.0,-156.22657156441988,832000,4.288265801634061,0.0
10227.927,-145.09453356646452,1.7923027,5.210417967149784,1.5674806,-145.09453356646452,10,61,0.0,-155.73207485014933,61,-155.73207485014933,-161.55415818391276,0.0,10,536458.1,-161.55415818391276,-155.73207485014933,-1628.048,0.0,-155.73207485014933,844000,5.210417967149784,0.0
8220.957,-103.17641208525124,1.618927,12.76474874659073,0.59208083,-103.17641208525124,10,62,0.0,-129.32880680597447,62,-129.32880680597447,-151.47024420714683,0.0,10,509827.66,-151.47024420714683,-129.32880680597447,-1559.5265,0.0,-129.32880680597447,856000,12.76474874659073,0.0
13534.11,-135.05272390886736,1.6623055,5.7800386848742,-1.0390865,-135.05272390886736,10,63,0.0,-145.87623285785384,63,-145.87623285785384,-156.37095585666054,0.0,10,633473.5,-156.37095585666054,-145.87623285785384,-2602.4678,0.0,-145.87623285785384,868000,5.7800386848742,0.0
9756.764,-136.63700012750414,1.6451426,4.635596891605846,0.71348107,-136.63700012750414,10,64,0.0,-143.7602061368299,64,-143.7602061368299,-151.01602363547656,0.0,10,519813.1,-151.01602363547656,-143.7602061368299,-4057.1938,0.0,-143.7602061368299,880000,4.635596891605846,0.0
7722.763,-141.70421777423823,1.6270596,4.751697912376662,-0.46269384,-141.70421777423823,10,65,0.0,-148.59707709271908,65,-148.59707709271905,-157.19535124432258,0.0,10,530139.7,-157.19535124432258,-148.59707709271905,-5045.9,0.0,-148.59707709271908,892000,4.751697912376662,0.0
6085.1885,-151.40639265977273,1.7704934,4.017318546489051,-1.6055012,-151.40639265977273,10,66,0.0,-158.04839598574142,66,-158.0483959857414,-163.84327014487428,0.0,10,530597.0,-163.84327014487428,-158.0483959857414,-4561.7974,0.0,-158.04839598574142,904000,4.017318546489051,0.0
6224.099,-144.4238249220975,2.014808,6.653521749493731,-1.4533509,-144.4238249220975,10,67,0.0,-152.34731252793532,67,-152.34731252793532,-164.66940265950882,0.0,10,533643.8,-164.66940265950882,-152.34731252793532,-5719.129,0.0,-152.34731252793532,916000,6.653521749493731,0.0
6239.7954,-125.69671541439736,2.2981186,7.968841911654934,-2.1357183,-125.69671541439736,10,68,0.0,-147.1570101186868,68,-147.15701011868677,-153.71805518540927,0.0,10,559444.25,-153.71805518540927,-147.15701011868677,-6057.783,0.0,-147.1570101186868,928000,7.968841911654934,0.0
5971.707,-136.39107163470686,2.693973,6.593585356260553,-1.824273,-136.39107163470686,10,69,0.0,-150.29527347248637,69,-150.29527347248637,-160.31861192238128,0.0,10,566564.9,-160.31861192238128,-150.29527347248637,-6306.69,0.0,-150.29527347248637,940000,6.593585356260553,0.0
7200.233,-140.54656013564164,3.07577,5.596520366094654,-0.59701836,-140.54656013564164,10,70,0.0,-150.54457795288354,70,-150.5445779528835,-157.453250809739,0.0,10,643995.1,-157.453250809739,-150.5445779528835,-5319.966,0.0,-150.54457795288354,952000,5.596520366094654,0.0
7582.9214,-68.62629286247187,3.109914,36.141873947752934,0.20701104,-68.62629286247187,10,71,0.0,-115.88292186143619,71,-115.88292186143619,-155.11127353811523,0.0,10,720936.25,-155.11127353811523,-115.88292186143619,-3449.0964,0.0,-115.88292186143619,964000,36.141873947752934,0.0
6795.2417,-37.884948848552085,3.3519616,38.46549054899187,-2.5797312,-37.884948848552085,10,72,0.0,-132.47601331378127,72,-132.47601331378132,-158.9255896883864,0.0,10,599204.75,-158.9255896883864,-132.47601331378132,-2963.9866,0.0,-132.47601331378127,976000,38.46549054899187,0.0
9390.895,1555.9749929781988,3.5498183,492.7859618281123,0.9042735,1555.9749929781988,10,73,0.0,81.83824072876641,73,81.83824072876651,-150.37761084748453,0.0,10,648423.94,-150.37761084748453,81.83824072876651,-1010.9432,0.3,81.83824072876641,988000,492.7859618281123,0.3
9938.73,-36.970013393430676,3.203373,45.25411656966836,0.76259524,-36.970013393430676,10,74,0.0,-85.62208047754515,74,-85.62208047754515,-152.84780860387264,0.0,10,675526.1,-152.84780860387264,-85.62208047754515,-138.87868,0.1,-85.62208047754515,1000000,45.25411656966836,0.1
14407.048,-39.517767019780145,3.40466,27.928215049712772,-1.6137127,-39.517767019780145,10,75,0.0,-90.07836693814168,75,-90.07836693814168,-131.48497950149775,0.0,10,727693.3,-131.48497950149775,-90.07836693814168,-1676.313,0.0,-90.07836693814168,1012000,27.928215049712772,0.0
10266.516,-65.22445686348509,4.2601724,26.12813043026998,-5.1640635,-65.22445686348509,10,76,0.0,-87.34443178203489,76,-87.3444317820349,-139.60047229821475,0.0,10,722729.4,-139.60047229821475,-87.3444317820349,-5734.1724,0.0,-87.34443178203489,1024000,26.12813043026998,0.0
15059.084,-56.00402796878413,4.5177536,18.381414225934094,5.8005376,-56.00402796878413,10,77,0.0,-84.55568361359954,77,-84.55568361359953,-112.88620347461278,0.0,10,959863.7,-112.88620347461278,-84.55568361359953,1094.4357,0.2,-84.55568361359954,1036000,18.381414225934094,0.2
6837.6543,-90.96274588170623,3.6137493,22.60203169960017,4.1541276,-90.96274588170623,10,78,0.0,-133.19974402657095,78,-133.19974402657098,-159.73631398533948,0.0,10,530130.5,-159.73631398533948,-133.19974402657098,-3916.8052,0.0,-133.19974402657095,1048000,22.60203169960017,0.0
9150.598,-55.898969402922,3.5234365,12.043159415397954,-0.60330915,-55.898969402922,10,79,0.0,-82.0888987847855,79,-82.08889878478553,-106.91107505390409,0.0,10,642951.75,-106.91107505390409,-82.08889878478553,-4756.8765,0.2,-82.0888987847855,1060000,12.043159415397954,0.2
10745.691,-45.69828686876453,3.4377255,9.782371238855054,0.47438502,-45.69828686876453,10,80,0.0,-62.429700231451065,80,-62.429700231451065,-78.81676999093202,0.0,10,715501.94,-78.81676999093202,-62.429700231451065,-3022.9016,0.1,-62.429700231451065,1072000,9.782371238855054,0.1
7850.312,-50.58808881102131,3.5379024,13.745396607734051,-2.0210652,-50.58808881102131,10,81,0.0,-75.37334253888801,81,-75.37334253888801,-93.26715908786588,0.0,10,744628.1,-93.26715908786588,-75.37334253888801,-6765.271,0.0,-75.37334253888801,1084000,13.745396607734051,0.0
7576.437,-58.22385858281737,4.393345,5.8757830005334934,-3.228237,-58.22385858281737,10,82,0.0,-71.25811164875822,82,-71.25811164875823,-79.37347793217319,0.0,10,739198.2,-79.37347793217319,-71.25811164875823,-12499.136,0.0,-71.25811164875822,1096000,5.8757830005334934,0.0
6484.605,-44.26744880327128,4.6998086,9.618818191884962,0.7224413,-44.26744880327128,10,83,0.0,-62.76284472273521,83,-62.762844722735224,-74.92141101038408,0.0,10,730550.1,-74.92141101038408,-62.762844722735224,-9138.796,0.2,-62.76284472273521,1108000,9.618818191884962,0.2
5857.5615,-63.552803848389644,4.69112,6.029337293368607,-1.1804185,-63.552803848389644,10,84,0.0,-72.37862558529255,84,-72.37862558529257,-81.2099049956098,0.0,10,748680.2,-81.2099049956098,-72.37862558529257,-10565.032,0.1,-72.37862558529255,1120000,6.029337293368607,0.1
6603.0054,-66.12662936784422,4.7851014,4.780313929787294,0.66820383,-66.12662936784422,10,85,0.0,-76.46946269406021,85,-76.46946269406023,-82.82644111515167,0.0,10,785306.6,-82.82644111515167,-76.46946269406023,-8923.846,0.0,-76.46946269406021,1132000,4.780313929787294,0.0
5743.573,-47.801329327001056,4.6377735,8.60826304244888,0.25891736,-47.801329327001056,10,86,0.0,-64.33628761258618,86,-64.33628761258618,-76.93088130084973,0.0,10,802772.5,-76.93088130084973,-64.33628761258618,-8248.24,0.3,-64.33628761258618,1144000,8.60826304244888,0.3
6731.604,-50.91316366732908,4.7622533,9.613715009211807,0.5020273,-50.91316366732908,10,87,0.0,-65.91592255542332,87,-65.91592255542335,-84.27347694668663,0.0,10,774720.7,-84.27347694668663,-65.91592255542335,-7881.6343,0.0,-65.91592255542332,1156000,9.613715009211807,0.0
8152.993,-61.177601165285374,4.228213,6.198477337700327,1.2957997,-61.177601165285374,10,88,0.0,-71.1478789059542,88,-71.14787890595422,-82.0503800959675,0.0,10,853737.1,-82.0503800959675,-71.14787890595422,-6200.576,0.0,-71.1478789059542,1168000,6.198477337700327,0.0
7966.2974,-32.78294590079857,4.4102554,11.744821341235614,-0.037815124,-32.78294590079857,10,89,0.0,-57.3546138721048,89,-57.3546138721048,-72.0427939656192,0.0,10,898600.9,-72.0427939656192,-57.3546138721048,-7980.271,0.0,-57.3546138721048,1180000,11.744821341235614,0.0
8246.686,-26.27268403835512,4.35544,12.423368735525916,-2.3573115,-26.27268403835512,10,90,0.0,-48.49343351163585,90,-48.49343351163584,-68.92453769361802,0.0,10,1008155.1,-68.92453769361802,-48.49343351163584,-10225.31,0.4,-48.49343351163585,1192000,12.423368735525916,0.4
