MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/PolicyLoss,MetaTest/faucet-open-v1/AverageDiscountedReturn,MetaTest/faucet-open-v1/MaxReturn,TotalEnvSteps,MetaTest/Average/Iteration,MetaTest/Average/MinReturn,MetaTrain/Average/AlphaLoss,MetaTest/faucet-open-v1/SuccessRate,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/faucet-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/faucet-open-v1/MinReturn,MetaTest/faucet-open-v1/AverageReturn,MetaTest/faucet-open-v1/StdReturn,MetaTest/faucet-open-v1/NumTrajs,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/faucet-open-v1/Iteration
9304.84147778579,-41976.273,9304.84147778579,34373.42085608303,464000,10,-54.247298126237425,-15.227545,0.0,0.0,4548835.5,0.0,nan,0.0,9304.841477785787,11311.280378983067,10,-54.247298126237425,9304.841477785787,11311.280378983067,10,34373.42085608303,523.06024,10
9829.339219494464,-46710.266,9829.339219494464,33769.72793559893,488000,11,-47.63363898994132,-15.970079,0.0,0.0,6097675.5,0.0,nan,0.0,9829.339219494464,12780.006925758371,10,-47.63363898994132,9829.339219494464,12780.006925758371,10,33769.72793559893,526.258,11
6043.996557402488,-71485.42,6043.996557402488,20533.25413394102,512000,12,-48.51018180905238,-17.571012,0.0,0.0,13084054.0,0.0,nan,0.0,6043.996557402485,8978.339604387178,10,-48.51018180905238,6043.996557402485,8978.339604387178,10,20533.25413394102,455.00116,12
7468.364568983008,-80826.95,7468.364568983008,19919.92066534607,536000,13,-80.53987592623487,-18.143063,0.0,0.0,18661270.0,0.0,nan,0.0,7468.364568983008,6734.405235816685,10,-80.53987592623487,7468.364568983008,6734.405235816685,10,19919.92066534607,375.442,13
7902.911582018016,-81337.28,7902.911582018016,44366.988989237296,560000,14,-88.3875203666747,-18.076056,0.1,0.0,21226686.0,0.0,nan,0.1,7902.911582018014,12987.751366427776,10,-88.3875203666747,7902.911582018014,12987.751366427776,10,44366.988989237296,4295.816,14
27908.742072318208,-89041.555,27908.742072318208,131264.8218755489,584000,15,4429.879707364045,-16.725412,0.1,0.0,24625486.0,0.0,nan,0.1,27908.742072318204,35017.24262527343,10,4429.879707364045,27908.742072318204,35017.24262527343,10,131264.8218755489,302.0624,15
7361.304464177912,-83285.84,7361.304464177912,34170.33118401302,608000,16,-40.66792502184574,-14.216273,0.0,0.0,21600568.0,0.0,nan,0.0,7361.304464177911,10903.11999625323,10,-40.66792502184574,7361.304464177911,10903.11999625323,10,34170.33118401302,231.1687,16
10682.622234370476,-75359.49,10682.622234370476,31860.40479788934,632000,17,-69.73051893399506,-13.082307,0.0,0.0,16894078.0,0.0,nan,0.0,10682.622234370478,11079.41015825454,10,-69.73051893399506,10682.622234370478,11079.41015825454,10,31860.40479788934,199.95377,17
14203.698371348082,-65884.14,14203.698371348082,26437.83864725382,656000,18,1053.2054252193534,-13.658382,0.3,0.0,12767169.0,0.0,nan,0.3,14203.698371348082,8939.911114964027,10,1053.2054252193534,14203.698371348082,8939.911114964027,10,26437.83864725382,436.0331,18
15035.72271923309,-69195.664,15035.72271923309,22611.070001176387,680000,19,700.8281458176001,-16.78962,0.0,0.0,20107366.0,0.0,nan,0.0,15035.722719233085,6547.581363887347,10,700.8281458176001,15035.722719233085,6547.581363887347,10,22611.070001176387,641.6485,19
21244.763341944596,-63835.13,21244.763341944596,36651.785575751244,704000,20,3293.650829833249,-15.432682,0.0,0.0,14974039.0,0.0,nan,0.0,21244.7633419446,10045.044434674139,10,3293.650829833249,21244.7633419446,10045.044434674139,10,36651.785575751244,378.2225,20
17938.00805288925,-57043.773,17938.00805288925,30280.63252052583,728000,21,945.7335191960352,-13.707198,0.0,0.0,10044361.0,0.0,nan,0.0,17938.008052889258,8293.668912961035,10,945.7335191960352,17938.008052889258,8293.668912961035,10,30280.63252052583,186.871,21
26163.64267206949,-55597.64,26163.64267206949,36557.12438322394,752000,22,12029.253070291055,-14.048596,0.0,0.0,10040844.0,0.0,nan,0.0,26163.642672069494,7784.5784208646455,10,12029.253070291055,26163.642672069494,7784.5784208646455,10,36557.12438322394,201.92482,22
16892.80552341144,-57624.664,16892.80552341144,36072.613402395065,776000,23,-28.098312594256175,-13.914659,0.0,0.0,12083177.0,0.0,nan,0.0,16892.805523411436,9896.396526313021,10,-28.098312594256175,16892.805523411436,9896.396526313021,10,36072.613402395065,141.35089,23
18276.699504152733,-58645.664,18276.699504152733,26641.29319465027,800000,24,-60.6538124582734,-13.849242,0.0,0.0,13608145.0,0.0,nan,0.0,18276.69950415273,7063.084178460526,10,-60.6538124582734,18276.69950415273,7063.084178460526,10,26641.29319465027,196.10109,24
20237.05864182922,-58809.09,20237.05864182922,35047.90675725983,824000,25,1933.229346787748,-13.510338,0.0,0.0,14483730.0,0.0,nan,0.0,20237.05864182923,11590.46457573668,10,1933.229346787748,20237.05864182923,11590.46457573668,10,35047.90675725983,221.38335,25
14690.304197680214,-60106.387,14690.304197680214,24700.285752041942,848000,26,1371.6892321649855,-13.446725,0.0,0.0,16142836.0,0.0,nan,0.0,14690.304197680223,6025.287297968114,10,1371.6892321649855,14690.304197680223,6025.287297968114,10,24700.285752041942,204.07936,26
15852.308842889543,-63875.504,15852.308842889543,22124.962308952396,872000,27,2501.1929182702183,-13.689893,0.0,0.0,21525046.0,0.0,nan,0.0,15852.308842889539,5183.495931250402,10,2501.1929182702183,15852.308842889539,5183.495931250402,10,22124.962308952396,237.00934,27
15030.320287381342,-65627.66,15030.320287381342,23116.452346621336,896000,28,-50.35274783482663,-13.929334,0.0,0.0,25114786.0,0.0,nan,0.0,15030.320287381342,7110.449690449817,10,-50.35274783482663,15030.320287381342,7110.449690449817,10,23116.452346621336,249.41582,28
14277.743360651304,-68428.61,14277.743360651304,22403.076783591332,920000,29,4656.649061051143,-14.802123,0.0,0.0,30722954.0,0.0,nan,0.0,14277.743360651302,5661.636706422699,10,4656.649061051143,14277.743360651302,5661.636706422699,10,22403.076783591332,261.55112,29
23606.363014128678,-69338.59,23606.363014128678,47089.9181029967,944000,30,12643.927641432976,-15.081354,0.0,0.0,33120282.0,0.0,nan,0.0,23606.363014128678,8986.504836996914,10,12643.927641432976,23606.363014128678,8986.504836996914,10,47089.9181029967,294.67422,30
14012.002298568434,-71634.64,14012.002298568434,22360.636953010307,968000,31,3937.5890611280934,-15.319955,0.0,0.0,37591464.0,0.0,nan,0.0,14012.002298568434,6191.070559029505,10,3937.5890611280934,14012.002298568434,6191.070559029505,10,22360.636953010307,360.279,31
19156.050817719275,-69722.2,19156.050817719275,38619.38104105343,992000,32,5898.69206096676,-15.135863,0.0,0.0,34953580.0,0.0,nan,0.0,19156.05081771927,8881.232972637608,10,5898.69206096676,19156.05081771927,8881.232972637608,10,38619.38104105343,396.48984,32
18510.079324866212,-70150.21,18510.079324866212,31454.54433968003,1016000,33,2903.4158854359957,-14.728046,0.0,0.0,36836132.0,0.0,nan,0.0,18510.07932486621,7750.500396459375,10,2903.4158854359957,18510.07932486621,7750.500396459375,10,31454.54433968003,456.15482,33
20544.096685905803,-69592.01,20544.096685905803,40579.90994753459,1040000,34,5885.166617620025,-14.566148,0.0,0.0,37693276.0,0.0,nan,0.0,20544.096685905803,9919.985135579564,10,5885.166617620025,20544.096685905803,9919.985135579564,10,40579.90994753459,472.8755,34
8236.661683798424,-67156.53,8236.661683798424,22868.356015591788,1064000,35,-69.18817865857228,-14.362967,0.0,0.0,34021224.0,0.0,nan,0.0,8236.661683798424,7119.445750677852,10,-69.18817865857228,8236.661683798424,7119.445750677852,10,22868.356015591788,447.71924,35
10861.997636921524,-69264.78,10861.997636921524,26834.79890564833,1088000,36,-66.39501042873985,-14.43383,0.0,0.0,38024972.0,0.0,nan,0.0,10861.99763692152,8987.014226867346,10,-66.39501042873985,10861.99763692152,8987.014226867346,10,26834.79890564833,559.2798,36
13309.129989009078,-70312.81,13309.129989009078,25536.636306945402,1112000,37,-59.453229614151184,-14.361182,0.0,0.0,38452970.0,0.0,nan,0.0,13309.129989009078,7182.913491202283,10,-59.453229614151184,13309.129989009078,7182.913491202283,10,25536.636306945402,496.43854,37
7204.494889976934,-69641.63,7204.494889976934,20331.68119102193,1136000,38,-106.89910764403032,-14.421107,0.0,0.0,40903070.0,0.0,nan,0.0,7204.494889976934,7788.351625158031,10,-106.89910764403032,7204.494889976934,7788.351625158031,10,20331.68119102193,775.9512,38
1856.2704718100608,-65810.01,1856.2704718100608,19128.112574063434,1160000,39,-80.24926273761785,-15.494739,0.0,0.0,41718284.0,0.0,nan,0.0,1856.2704718100601,5757.290272119096,10,-80.24926273761785,1856.2704718100601,5757.290272119096,10,19128.112574063434,1709.5001,39
8158.054633409093,-66404.68,8158.054633409093,27213.04643369916,1184000,40,-76.27824835589003,-14.69198,0.0,0.0,37055344.0,0.0,nan,0.0,8158.054633409096,9725.673438543081,10,-76.27824835589003,8158.054633409096,9725.673438543081,10,27213.04643369916,401.1027,40
6620.961770616128,-60219.848,6620.961770616128,22550.627092103357,1208000,41,-69.06815740140323,-14.445898,0.0,0.0,27498308.0,0.0,nan,0.0,6620.961770616128,8583.917205420325,10,-69.06815740140323,6620.961770616128,8583.917205420325,10,22550.627092103357,708.4326,41
4492.275414303736,-53851.03,4492.275414303736,25625.375342911462,1232000,42,-71.1687510389643,-16.187094,0.0,0.0,25596634.0,0.0,nan,0.0,4492.275414303736,9207.22107340408,10,-71.1687510389643,4492.275414303736,9207.22107340408,10,25625.375342911462,797.29175,42
-77.22777417429722,-43118.625,-77.22777417429722,-50.07575433036503,1256000,43,-105.57081162049465,-15.664989,0.0,0.0,20337492.0,0.0,nan,0.0,-77.2277741742972,17.041030104538905,10,-105.57081162049465,-77.2277741742972,17.041030104538905,10,-50.07575433036503,860.94977,43
18291.21332736384,-27241.848,18291.21332736384,32011.591719805612,1280000,44,1146.7144907456864,-17.329567,0.0,0.0,10642862.0,0.0,nan,0.0,18291.21332736384,7698.088369007147,10,1146.7144907456864,18291.21332736384,7698.088369007147,10,32011.591719805612,1724.0835,44
5111.766881085061,-52326.48,5111.766881085061,17924.686322402944,1304000,45,-54.48148719256586,-15.251922,0.0,0.0,24253252.0,0.0,nan,0.0,5111.766881085061,7899.2869263563725,10,-54.48148719256586,5111.766881085061,7899.2869263563725,10,17924.686322402944,859.8949,45
5371.4738482344355,-65297.02,5371.4738482344355,18444.22731139057,1328000,46,-51.12285026760824,-15.318825,0.0,0.0,32362840.0,0.0,nan,0.0,5371.473848234435,7005.645616499663,10,-51.12285026760824,5371.473848234435,7005.645616499663,10,18444.22731139057,582.1666,46
4667.310731995734,-74372.18,4667.310731995734,18101.562337441286,1352000,47,-59.55981898098373,-16.09818,0.0,0.0,43652284.0,0.0,nan,0.0,4667.310731995734,6164.947367139712,10,-59.55981898098373,4667.310731995734,6164.947367139712,10,18101.562337441286,685.74036,47
17847.143995301023,-74119.47,17847.143995301023,53787.51449538385,1376000,48,-54.56591821181547,-16.479753,0.1,0.0,40191456.0,0.0,nan,0.1,17847.14399530102,14469.43348522476,10,-54.56591821181547,17847.14399530102,14469.43348522476,10,53787.51449538385,512.8671,48
8943.299854682957,-73195.52,8943.299854682957,23274.803782938976,1400000,49,-67.19200266886757,-17.099138,0.0,0.0,38244896.0,0.0,nan,0.0,8943.299854682957,9451.406189307203,10,-67.19200266886757,8943.299854682957,9451.406189307203,10,23274.803782938976,378.64694,49
9384.43074021603,-82597.64,9384.43074021603,25248.110031710512,1424000,50,-69.26255967163065,-17.320004,0.0,0.0,48221716.0,0.0,nan,0.0,9384.430740216027,9819.807889863028,10,-69.26255967163065,9384.430740216027,9819.807889863028,10,25248.110031710512,470.59332,50
9011.190370194741,-82797.14,9011.190370194741,27546.608310302887,1448000,51,-48.65624647320667,-17.904762,0.0,0.0,51066876.0,0.0,nan,0.0,9011.190370194741,10510.68606016984,10,-48.65624647320667,9011.190370194741,10510.68606016984,10,27546.608310302887,426.13632,51
4423.710583987803,-84307.76,4423.710583987803,20319.996663192018,1472000,52,-52.1645689124363,-17.943102,0.0,0.0,50176852.0,0.0,nan,0.0,4423.710583987804,7152.962693650207,10,-52.1645689124363,4423.710583987804,7152.962693650207,10,20319.996663192018,688.1651,52
12756.485257303924,-88593.15,12756.485257303924,25917.775551180097,1496000,53,-54.719144671591636,-17.728867,0.0,0.0,55247836.0,0.0,nan,0.0,12756.48525730392,7954.110298475417,10,-54.719144671591636,12756.48525730392,7954.110298475417,10,25917.775551180097,485.78,53
5892.113932511929,-89379.195,5892.113932511929,19055.937098469632,1520000,54,-82.73213149790264,-17.956081,0.0,0.0,57863830.0,0.0,nan,0.0,5892.113932511927,7665.445876037547,10,-82.73213149790264,5892.113932511927,7665.445876037547,10,19055.937098469632,549.33295,54
19194.908892629108,-94480.88,19194.908892629108,105383.79214035306,1544000,55,-61.14757351874966,-18.306879,0.1,0.0,66572164.0,0.0,nan,0.1,19194.908892629122,29830.085083275702,10,-61.14757351874966,19194.908892629122,29830.085083275702,10,105383.79214035306,525.9999,55
12747.732502371588,-97011.0,12747.732502371588,27998.69785922515,1568000,56,-62.815565386865465,-18.639824,0.0,0.0,64403292.0,0.0,nan,0.0,12747.732502371586,11180.817324538744,10,-62.815565386865465,12747.732502371586,11180.817324538744,10,27998.69785922515,420.73367,56
6965.887965316384,-92972.766,6965.887965316384,24249.564838677845,1592000,57,-68.82512690707938,-18.597782,0.0,0.0,62196470.0,0.0,nan,0.0,6965.887965316385,9362.27751448907,10,-68.82512690707938,6965.887965316385,9362.27751448907,10,24249.564838677845,438.80112,57
450.7114692368294,-101514.08,450.7114692368294,4961.406997378872,1616000,58,-59.71860996477505,-18.646183,0.0,0.0,75840340.0,0.0,nan,0.0,450.71146923682943,1503.573286552255,10,-59.71860996477505,450.71146923682943,1503.573286552255,10,4961.406997378872,293.40228,58
2431.0610085324415,-88729.31,2431.0610085324415,18551.9107294753,1640000,59,-101.7766022946986,-19.075367,0.1,0.0,63423932.0,0.0,nan,0.1,2431.06100853244,5708.244322674918,10,-101.7766022946986,2431.06100853244,5708.244322674918,10,18551.9107294753,576.3127,59
4793.4485985473,-86371.32,4793.4485985473,23823.138717116017,1664000,60,-91.9872894812814,-18.870998,0.1,0.0,63084124.0,0.0,nan,0.1,4793.448598547298,8698.336655213545,10,-91.9872894812814,4793.448598547298,8698.336655213545,10,23823.138717116017,617.24506,60
5354.006307426551,-92685.57,5354.006307426551,47312.44353985493,1688000,61,-88.27063470928834,-19.02752,0.1,0.0,78119750.0,0.0,nan,0.1,5354.006307426551,14131.370668596717,10,-88.27063470928834,5354.006307426551,14131.370668596717,10,47312.44353985493,489.92154,61
5308.45952164145,-100249.4,5308.45952164145,21721.80871230654,1712000,62,-46.12742599126495,-18.841042,0.1,0.0,90226250.0,0.0,nan,0.1,5308.459521641451,8534.491437186241,10,-46.12742599126495,5308.459521641451,8534.491437186241,10,21721.80871230654,311.82965,62
4340.288492715349,-101051.086,4340.288492715349,12988.330832052829,1736000,63,-43.846200116397355,-18.029121,0.0,0.0,95775470.0,0.0,nan,0.0,4340.28849271535,5298.350892983266,10,-43.846200116397355,4340.28849271535,5298.350892983266,10,12988.330832052829,344.37656,63
4884.157733036449,-99804.14,4884.157733036449,48759.60379978963,1760000,64,-71.58562147164184,-17.827028,0.1,0.0,99987336.0,0.0,nan,0.1,4884.157733036453,14625.76452676591,10,-71.58562147164184,4884.157733036453,14625.76452676591,10,48759.60379978963,412.10043,64
323.8567466326479,-98387.27,323.8567466326479,1486.6928212879152,1784000,65,-66.27694239476499,-17.447851,0.0,0.0,93888460.0,0.0,nan,0.0,323.85674663264797,432.1532847712934,10,-66.27694239476499,323.85674663264797,432.1532847712934,10,1486.6928212879152,440.78506,65
5994.545213973558,-100507.79,5994.545213973558,56005.50247863562,1808000,66,-42.52041542632834,-16.960129,0.1,0.0,93309680.0,0.0,nan,0.1,5994.545213973556,16719.292946747937,10,-42.52041542632834,5994.545213973556,16719.292946747937,10,56005.50247863562,451.23172,66
-35.27316395046591,-104104.21,-35.27316395046591,-15.177273868935533,1832000,67,-44.763436370929426,-16.385641,0.0,0.0,96808760.0,0.0,nan,0.0,-35.2731639504659,9.639779197396924,10,-44.763436370929426,-35.2731639504659,9.639779197396924,10,-15.177273868935533,320.44836,67
7908.863304361868,-104442.52,7908.863304361868,79503.07831728022,1856000,68,-50.412072307102385,-16.046701,0.1,0.0,96560370.0,0.0,nan,0.1,7908.863304361874,23864.73850937636,10,-50.412072307102385,7908.863304361874,23864.73850937636,10,79503.07831728022,245.00905,68
20031.235031978584,-102346.8,20031.235031978584,103660.50291651256,1880000,69,-49.62361654253724,-16.105215,0.2,0.0,93875870.0,0.0,nan,0.2,20031.235031978584,33706.43705212373,10,-49.62361654253724,20031.235031978584,33706.43705212373,10,103660.50291651256,200.30028,69
4402.750870791597,-101277.695,4402.750870791597,27934.071202138355,1904000,70,-51.2836655291728,-16.127806,0.0,0.0,91455976.0,0.0,nan,0.0,4402.750870791597,8495.337207373741,10,-51.2836655291728,4402.750870791597,8495.337207373741,10,27934.071202138355,155.2884,70
21060.275813605567,-100477.58,21060.275813605567,150028.34400854673,1928000,71,-58.41909541406005,-16.31152,0.2,0.0,97687830.0,0.0,nan,0.2,21060.27581360557,45946.55821646643,10,-58.41909541406005,21060.27581360557,45946.55821646643,10,150028.34400854673,143.98344,71
21862.056787440903,-100134.37,21862.056787440903,107448.91154386205,1952000,72,-52.0381354206272,-16.685383,0.3,0.0,99977280.0,0.0,nan,0.3,21862.05678744091,33110.559659310624,10,-52.0381354206272,21862.05678744091,33110.559659310624,10,107448.91154386205,126.670296,72
17143.582586477252,-100442.734,17143.582586477252,98485.59858942892,1976000,73,-51.680454532455855,-17.072887,0.2,0.0,109573180.0,0.0,nan,0.2,17143.582586477252,34836.77343427715,10,-51.680454532455855,17143.582586477252,34836.77343427715,10,98485.59858942892,110.92557,73
-42.23085060294538,-100840.0,-42.23085060294538,-39.131313142040284,2000000,74,-46.22474112025167,-17.032293,0.0,0.0,116141130.0,0.0,nan,0.0,-42.23085060294538,2.1213092138237326,10,-46.22474112025167,-42.23085060294538,2.1213092138237326,10,-39.131313142040284,79.55723,74
829.4730725915433,-98111.94,829.4730725915433,4709.23390168161,2024000,75,-51.254041656652284,-17.554663,0.0,0.0,113473480.0,0.0,nan,0.0,829.4730725915435,1762.4171265095486,10,-51.254041656652284,829.4730725915435,1762.4171265095486,10,4709.23390168161,73.82559,75
9125.385594574573,-97292.0,9125.385594574573,50168.09478926,2048000,76,-49.76046722649048,-17.859911,0.2,0.0,112292250.0,0.0,nan,0.2,9125.385594574576,18443.646093087154,10,-49.76046722649048,9125.385594574576,18443.646093087154,10,50168.09478926,75.3996,76
11331.924618309273,-93823.64,11331.924618309273,71712.31560359184,2072000,77,-52.50906384533472,-18.864592,0.2,0.0,115168010.0,0.0,nan,0.2,11331.924618309273,21776.85182652364,10,-52.50906384533472,11331.924618309273,21776.85182652364,10,71712.31560359184,104.052704,77
7213.015763276509,-97785.77,7213.015763276509,38776.477081842444,2096000,78,-48.85655144979278,-18.525711,0.2,0.0,130744680.0,0.0,nan,0.2,7213.015763276511,14536.134695531573,10,-48.85655144979278,7213.015763276511,14536.134695531573,10,38776.477081842444,82.30144,78
13403.862932572574,-101286.9,13403.862932572574,116538.26532054247,2120000,79,-51.710183266770215,-18.769684,0.1,0.0,149457820.0,0.0,nan,0.1,13403.862932572567,34788.66304156719,10,-51.710183266770215,13403.862932572567,34788.66304156719,10,116538.26532054247,65.24388,79
2975.0363241336045,-106886.77,2975.0363241336045,30120.88730461226,2144000,80,-50.01149033553008,-18.90018,0.1,0.0,168535200.0,0.0,nan,0.1,2975.0363241336036,9048.624541438881,10,-50.01149033553008,2975.0363241336036,9048.624541438881,10,30120.88730461226,63.067337,80
5727.765989741737,-109395.01,5727.765989741737,27376.063728480287,2168000,81,-46.60389377782845,-19.41423,0.2,0.0,171848960.0,0.0,nan,0.2,5727.765989741735,9336.442023757778,10,-46.60389377782845,5727.765989741735,9336.442023757778,10,27376.063728480287,68.1596,81
-32.64712897604349,-111439.484,-32.64712897604349,-16.090642107390927,2192000,82,-52.01198237115575,-19.614767,0.0,0.0,169239120.0,0.0,nan,0.0,-32.64712897604349,15.18623206217136,10,-52.01198237115575,-32.64712897604349,15.18623206217136,10,-16.090642107390927,53.717583,82
8826.790793967233,-110594.14,8826.790793967233,36835.387075537365,2216000,83,-47.38871005392337,-20.222021,0.3,0.0,168634850.0,0.0,nan,0.3,8826.790793967233,13973.659236422985,10,-47.38871005392337,8826.790793967233,13973.659236422985,10,36835.387075537365,56.554688,83
17410.17376746352,-113039.28,17410.17376746352,44565.737221548676,2240000,84,-47.43169868764196,-20.04099,0.4,0.0,176638260.0,0.0,nan,0.4,17410.173767463515,15386.541114686668,10,-47.43169868764196,17410.173767463515,15386.541114686668,10,44565.737221548676,56.777557,84
31624.67080954404,-114625.086,31624.67080954404,117513.93604646469,2264000,85,-46.526755081425584,-19.905144,0.5,0.0,186268690.0,0.0,nan,0.5,31624.67080954401,32262.786673206014,10,-46.526755081425584,31624.67080954401,32262.786673206014,10,117513.93604646469,65.251854,85
9603.52987690323,-113647.57,9603.52987690323,23849.530789297864,2288000,86,-45.12750573418968,-19.70552,0.0,0.0,183252580.0,0.0,nan,0.0,9603.529876903232,8339.73691755427,10,-45.12750573418968,9603.529876903232,8339.73691755427,10,23849.530789297864,65.431984,86
8044.3770620762125,-112567.79,8044.3770620762125,23371.397643088665,2312000,87,-50.30827625570413,-19.615871,0.3,0.0,178102800.0,0.0,nan,0.3,8044.377062076213,10206.318141625121,10,-50.30827625570413,8044.377062076213,10206.318141625121,10,23371.397643088665,60.19412,87
3942.655454086524,-112989.08,3942.655454086524,18924.832170283957,2336000,88,-45.52364038805115,-19.933056,0.1,0.0,179269200.0,0.0,nan,0.1,3942.655454086524,7201.979628498922,10,-45.52364038805115,3942.655454086524,7201.979628498922,10,18924.832170283957,56.590378,88
14351.952934487545,-114075.93,14351.952934487545,101982.37832455614,2360000,89,-54.634425363113,-19.972633,0.2,0.0,181877390.0,0.0,nan,0.2,14351.952934487543,30361.58953004122,10,-54.634425363113,14351.952934487543,30361.58953004122,10,101982.37832455614,59.384922,89
22487.083751862774,-111367.125,22487.083751862774,90176.58403482128,2384000,90,-43.83394246980699,-19.881641,0.3,0.0,169563000.0,0.0,nan,0.3,22487.083751862767,28786.799362650316,10,-43.83394246980699,22487.083751862767,28786.799362650316,10,90176.58403482128,54.472015,90
4168.214906072424,-109349.22,4168.214906072424,40477.03501047155,2408000,91,-47.10596255681005,-19.937422,0.1,0.0,163101840.0,0.0,nan,0.1,4168.214906072421,12112.228788388464,10,-47.10596255681005,4168.214906072421,12112.228788388464,10,40477.03501047155,61.69578,91
5530.8295511582555,-102604.86,5530.8295511582555,37043.7583675743,2432000,92,-47.78428560321043,-20.776505,0.1,0.0,150075870.0,0.0,nan,0.1,5530.8295511582555,11883.97819175477,10,-47.78428560321043,5530.8295511582555,11883.97819175477,10,37043.7583675743,1344.6223,92
3512.4642832127197,-100079.19,3512.4642832127197,20147.11325711924,2456000,93,-52.228461811466,-20.95671,0.0,0.0,133425336.0,0.0,nan,0.0,3512.4642832127183,7174.728696941303,10,-52.228461811466,3512.4642832127183,7174.728696941303,10,20147.11325711924,853.0402,93
1912.7978262416086,-96118.64,1912.7978262416086,19606.078426227326,2480000,94,-78.13450446345917,-20.399717,0.0,0.0,116624376.0,0.0,nan,0.0,1912.797826241609,5897.7833485337405,10,-78.13450446345917,1912.797826241609,5897.7833485337405,10,19606.078426227326,622.45465,94
7263.495880584759,-97446.52,7263.495880584759,29944.927492966,2504000,95,-46.3776918553958,-20.223965,0.2,0.0,116039870.0,0.0,nan,0.2,7263.495880584756,11376.130450536726,10,-46.3776918553958,7263.495880584756,11376.130450536726,10,29944.927492966,174.06554,95
