MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/AverageReturn,TotalEnvSteps,MetaTest/coffee-pull-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/coffee-pull-v1/NumTrajs,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/Average/StdReturn,MetaTest/coffee-pull-v1/TerminationRate
4383.152164723209,788.1129940286744,752000,1558.3568368847282,22,0.0,788.1129940286745,-39.76800740895662,0.0,22,0.0,788.1129940286744,-39.76800740895662,788.1129940286745,10,10,4383.152164723209,1558.3568368847282,0.0
621.1626410930313,73.09116206922138,776000,195.24327354680602,23,0.0,73.09116206922143,-40.43278778161528,0.0,23,0.0,73.09116206922138,-40.43278778161528,73.09116206922143,10,10,621.1626410930313,195.24327354680602,0.0
887.864324486166,90.26527540398457,800000,269.92812744645727,24,0.0,90.26527540398452,-35.28828728998194,0.0,24,0.0,90.26527540398457,-35.28828728998194,90.26527540398452,10,10,887.864324486166,269.92812744645727,0.0
726.6958842126206,156.77660805763216,824000,258.96079049091867,25,0.0,156.77660805763213,-23.24600120271822,0.0,25,0.0,156.77660805763216,-23.24600120271822,156.77660805763213,10,10,726.6958842126206,258.96079049091867,0.0
11869.35042117188,3626.579318098876,848000,3590.0512393507347,26,0.0,3626.579318098874,86.30149673398275,0.0,26,0.0,3626.579318098876,86.30149673398275,3626.579318098874,10,10,11869.35042117188,3590.0512393507347,0.0
9434.573658403848,2241.061467458597,872000,3039.4893575807746,27,0.0,2241.061467458597,-62.438802786184134,0.0,27,0.0,2241.061467458597,-62.438802786184134,2241.061467458597,10,10,9434.573658403848,3039.4893575807746,0.0
-21.231444028052902,-66.57453357068583,896000,23.775750516583106,28,0.0,-66.57453357068583,-94.6401071033443,0.0,28,0.0,-66.57453357068583,-94.6401071033443,-66.57453357068583,10,10,-21.231444028052902,23.775750516583106,0.0
3843.9879842908763,361.36462141195244,920000,1160.875883098373,29,0.0,361.364621411953,-27.68589447541988,0.0,29,0.0,361.36462141195244,-27.68589447541988,361.364621411953,10,10,3843.9879842908763,1160.875883098373,0.0
11616.951648932318,2279.361746956443,944000,3934.6776985122287,30,0.0,2279.3617469564424,-73.28375026421156,0.0,30,0.0,2279.361746956443,-73.28375026421156,2279.3617469564424,10,10,11616.951648932318,3934.6776985122287,0.0
5825.547231822927,1654.7993462529053,968000,2069.15212035095,31,0.0,1654.7993462529048,-33.54898824946666,0.0,31,0.0,1654.7993462529053,-33.54898824946666,1654.7993462529048,10,10,5825.547231822927,2069.15212035095,0.0
6455.898806462276,613.1688815375151,992000,1947.5870687071338,32,0.0,613.1688815375145,-41.29745978446913,0.0,32,0.0,613.1688815375151,-41.29745978446913,613.1688815375145,10,10,6455.898806462276,1947.5870687071338,0.0
26745.35620996788,3360.6246115636313,1016000,7911.953258397741,33,0.0,3360.6246115636313,-76.13285759688549,0.0,33,0.0,3360.6246115636313,-76.13285759688549,3360.6246115636313,10,10,26745.35620996788,7911.953258397741,0.0
9492.167533358284,1475.958054300591,1040000,2744.449427848888,34,0.0,1475.9580543005918,-74.64189097151232,0.0,34,0.0,1475.958054300591,-74.64189097151232,1475.9580543005918,10,10,9492.167533358284,2744.449427848888,0.0
2834.014819372675,235.38020968732707,1064000,867.4276458898827,35,0.0,235.3802096873272,-91.44882016151593,0.0,35,0.0,235.38020968732707,-91.44882016151593,235.3802096873272,10,10,2834.014819372675,867.4276458898827,0.0
7840.623276375099,760.733004344735,1088000,2360.0212337566322,36,0.0,760.7330043447348,-73.00509806038997,0.0,36,0.0,760.733004344735,-73.00509806038997,760.7330043447348,10,10,7840.623276375099,2360.0212337566322,0.0
563.7629203283612,34.47131014929623,1112000,176.53494671460905,37,0.0,34.4713101492962,-32.08949783869413,0.0,37,0.0,34.47131014929623,-32.08949783869413,34.4713101492962,10,10,563.7629203283612,176.53494671460905,0.0
834.6397349512893,48.822675995747275,1136000,262.0284395166974,38,0.0,48.8226759957473,-54.42022690718926,0.0,38,0.0,48.822675995747275,-54.42022690718926,48.8226759957473,10,10,834.6397349512893,262.0284395166974,0.0
17273.877071103514,1745.3659712792737,1160000,5176.89588757637,39,0.0,1745.365971279273,-39.02835054270029,0.0,39,0.0,1745.3659712792737,-39.02835054270029,1745.365971279273,10,10,17273.877071103514,5176.89588757637,0.0
2566.9703814308573,303.5285084997946,1184000,774.4005796859542,40,0.0,303.5285084997949,-72.26445662815964,0.0,40,0.0,303.5285084997946,-72.26445662815964,303.5285084997949,10,10,2566.9703814308573,774.4005796859542,0.0
36289.432272877464,5710.759693642169,1208000,11280.311640936257,41,0.0,5710.75969364217,-108.63226306411539,0.0,41,0.0,5710.759693642169,-108.63226306411539,5710.75969364217,10,10,36289.432272877464,11280.311640936257,0.0
8026.836057997965,1681.5021101469733,1232000,2807.7318547307673,42,0.0,1681.502110146973,-90.4577156162303,0.0,42,0.0,1681.5021101469733,-90.4577156162303,1681.502110146973,10,10,8026.836057997965,2807.7318547307673,0.0
2600.1239580782526,694.1905500363438,1256000,842.7544846629863,43,0.0,694.1905500363437,-41.180746216068975,0.0,43,0.0,694.1905500363438,-41.180746216068975,694.1905500363437,10,10,2600.1239580782526,842.7544846629863,0.0
39061.546719887185,7058.285856600567,1280000,12521.860363719272,44,0.1,7058.285856600567,-56.87017560185564,0.1,44,0.0,7058.285856600567,-56.87017560185564,7058.285856600567,10,10,39061.546719887185,12521.860363719272,0.0
11442.505681202048,3003.498483758054,1304000,3928.126734744544,45,0.1,3003.498483758053,-39.94107220184627,0.1,45,0.0,3003.498483758054,-39.94107220184627,3003.498483758053,10,10,11442.505681202048,3928.126734744544,0.0
18929.83770311126,2510.341985990275,1328000,5597.346349362508,46,0.1,2510.341985990277,-49.76290953857071,0.1,46,0.0,2510.341985990275,-49.76290953857071,2510.341985990277,10,10,18929.83770311126,5597.346349362508,0.0
32991.18713095327,6330.431465172783,1352000,9489.349353364689,47,0.0,6330.431465172786,-39.95357186329574,0.0,47,0.0,6330.431465172783,-39.95357186329574,6330.431465172786,10,10,32991.18713095327,9489.349353364689,0.0
4549.498198420929,740.2974327866051,1376000,1467.694824819252,48,0.0,740.2974327866048,-41.13911599544067,0.0,48,0.0,740.2974327866051,-41.13911599544067,740.2974327866048,10,10,4549.498198420929,1467.694824819252,0.0
64467.156479688965,8825.350289987038,1400000,19447.255637355625,49,0.3,8825.35028998704,-121.9943181451085,0.3,49,0.0,8825.350289987038,-121.9943181451085,8825.35028998704,10,10,64467.156479688965,19447.255637355625,0.0
252.85794283272583,14.00776468835009,1424000,95.64816718456315,50,0.0,14.007764688350042,-76.5562766545159,0.0,50,0.0,14.00776468835009,-76.5562766545159,14.007764688350042,10,10,252.85794283272583,95.64816718456315,0.0
1835.9520495094837,160.66486077663177,1448000,567.8868976427287,51,0.0,160.66486077663168,-111.75716338277738,0.0,51,0.0,160.66486077663177,-111.75716338277738,160.66486077663168,10,10,1835.9520495094837,567.8868976427287,0.0
199.4304107259082,-35.86203415941282,1472000,81.10238144743664,52,0.0,-35.8620341594128,-85.67045473060001,0.0,52,0.0,-35.86203415941282,-85.67045473060001,-35.8620341594128,10,10,199.4304107259082,81.10238144743664,0.0
43564.58685331884,8771.080204385722,1496000,14238.227761740189,53,0.2,8771.080204385722,-37.948442298542574,0.2,53,0.0,8771.080204385722,-37.948442298542574,8771.080204385722,10,10,43564.58685331884,14238.227761740189,0.0
23708.799849971598,3462.371305387581,1520000,7092.231676078275,54,0.0,3462.371305387582,-2.676705677920441,0.0,54,0.0,3462.371305387581,-2.676705677920441,3462.371305387582,10,10,23708.799849971598,7092.231676078275,0.0
137844.45737044266,25353.210849446023,1544000,42137.39229453789,55,0.3,25353.21084944601,-37.70685263933719,0.3,55,0.0,25353.210849446023,-37.70685263933719,25353.21084944601,10,10,137844.45737044266,42137.39229453789,0.0
149684.29486282085,49180.31417190806,1568000,59042.39812899215,56,0.4,49180.31417190806,-87.7460136159535,0.4,56,0.0,49180.31417190806,-87.7460136159535,49180.31417190806,10,10,149684.29486282085,59042.39812899215,0.0
17031.54176401335,2682.657401571489,1592000,5414.473499176769,57,0.1,2682.6574015714905,-47.97317928473184,0.1,57,0.0,2682.657401571489,-47.97317928473184,2682.6574015714905,10,10,17031.54176401335,5414.473499176769,0.0
199438.3731436551,28945.949484968656,1616000,60915.686707721026,58,0.2,28945.949484968653,-125.72619465773057,0.2,58,0.0,28945.949484968656,-125.72619465773057,28945.949484968653,10,10,199438.3731436551,60915.686707721026,0.0
5673.427125333384,1356.28152037285,1640000,2279.1847405044405,59,0.1,1356.2815203728494,-128.71884825062224,0.1,59,0.0,1356.28152037285,-128.71884825062224,1356.2815203728494,10,10,5673.427125333384,2279.1847405044405,0.0
70495.07150554495,7143.822063360113,1664000,21119.62969279201,60,0.1,7143.822063360114,-119.73479849817373,0.1,60,0.0,7143.822063360113,-119.73479849817373,7143.822063360114,10,10,70495.07150554495,21119.62969279201,0.0
96121.32460546069,13052.190470444086,1688000,27933.4460486407,61,0.3,13052.190470444086,141.91272585485888,0.3,61,0.0,13052.190470444086,141.91272585485888,13052.190470444086,10,10,96121.32460546069,27933.4460486407,0.0
38406.614028231044,11466.092926077745,1712000,11604.172407994001,62,0.4,11466.092926077745,1484.9962476001429,0.4,62,0.0,11466.092926077745,1484.9962476001429,11466.092926077745,10,10,38406.614028231044,11604.172407994001,0.0
21942.10087449133,10958.52541184332,1736000,6725.534895403403,63,0.4,10958.525411843319,640.3838000013188,0.4,63,0.0,10958.52541184332,640.3838000013188,10958.525411843319,10,10,21942.10087449133,6725.534895403403,0.0
36632.99554933185,8012.044001736377,1760000,13227.324898828803,64,0.2,8012.044001736374,-61.93950865013835,0.2,64,0.0,8012.044001736377,-61.93950865013835,8012.044001736374,10,10,36632.99554933185,13227.324898828803,0.0
92091.94308719407,21826.169955942958,1784000,32361.63792602655,65,0.1,21826.16995594296,-53.89386893596562,0.1,65,0.0,21826.169955942958,-53.89386893596562,21826.16995594296,10,10,92091.94308719407,32361.63792602655,0.0
36400.021034920595,9197.894717725483,1808000,12660.88257733916,66,0.2,9197.894717725483,-126.34502114850797,0.2,66,0.0,9197.894717725483,-126.34502114850797,9197.894717725483,10,10,36400.021034920595,12660.88257733916,0.0
52990.036485935714,8236.78532621422,1832000,16600.15732353162,67,0.0,8236.78532621422,-128.41344893415643,0.0,67,0.0,8236.78532621422,-128.41344893415643,8236.78532621422,10,10,52990.036485935714,16600.15732353162,0.0
42756.52726862963,7761.3205187442945,1856000,14336.09647819517,68,0.4,7761.3205187443,-125.79503486625046,0.4,68,0.0,7761.3205187442945,-125.79503486625046,7761.3205187443,10,10,42756.52726862963,14336.09647819517,0.0
228600.51746854495,33185.31981353996,1880000,69408.84447102142,69,0.2,33185.31981353996,-119.0229799346182,0.2,69,0.0,33185.31981353996,-119.0229799346182,33185.31981353996,10,10,228600.51746854495,69408.84447102142,0.0
71045.37011936706,10764.745662914638,1904000,20692.39987381411,70,0.0,10764.74566291463,-66.59458418245465,0.0,70,0.0,10764.745662914638,-66.59458418245465,10764.74566291463,10,10,71045.37011936706,20692.39987381411,0.0
75981.57978002887,16236.885854180626,1928000,28178.718098379737,71,0.2,16236.88585418063,-92.7834869100074,0.2,71,0.0,16236.885854180626,-92.7834869100074,16236.88585418063,10,10,75981.57978002887,28178.718098379737,0.0
34180.21792424925,9860.950591819184,1952000,12786.386306888387,72,0.0,9860.950591819183,-90.34101470469652,0.0,72,0.0,9860.950591819184,-90.34101470469652,9860.950591819183,10,10,34180.21792424925,12786.386306888387,0.0
178283.6953082432,57788.80015139225,1976000,60961.42043927811,73,0.4,57788.80015139226,-97.34584238265555,0.4,73,0.0,57788.80015139225,-97.34584238265555,57788.80015139226,10,10,178283.6953082432,60961.42043927811,0.0
111876.56799754413,65697.38937224165,2000000,37577.75274369354,74,0.7,65697.38937224165,7300.154902215518,0.7,74,0.0,65697.38937224165,7300.154902215518,65697.38937224165,10,10,111876.56799754413,37577.75274369354,0.0
91460.25298906922,22507.386949133528,2024000,30584.21351618268,75,0.3,22507.386949133524,-89.88322845380051,0.3,75,0.0,22507.386949133528,-89.88322845380051,22507.386949133524,10,10,91460.25298906922,30584.21351618268,0.0
52155.26209214001,5631.957890840775,2048000,15552.603132198365,76,0.1,5631.957890840781,-93.36188029358524,0.1,76,0.0,5631.957890840775,-93.36188029358524,5631.957890840781,10,10,52155.26209214001,15552.603132198365,0.0
52923.366468554974,9875.204088955235,2072000,19927.404714686472,77,0.1,9875.20408895524,-93.65390238965493,0.1,77,0.0,9875.204088955235,-93.65390238965493,9875.20408895524,10,10,52923.366468554974,19927.404714686472,0.0
143244.59783656604,20278.816268831484,2096000,43211.50424665794,78,0.2,20278.816268831513,-95.51820354643567,0.2,78,0.0,20278.816268831484,-95.51820354643567,20278.816268831513,10,10,143244.59783656604,43211.50424665794,0.0
151346.20562752147,35832.52111261988,2120000,49924.23772629093,79,0.2,35832.52111261988,-125.02248780323401,0.2,79,0.0,35832.52111261988,-125.02248780323401,35832.52111261988,10,10,151346.20562752147,49924.23772629093,0.0
59709.30145579127,13256.185958837548,2144000,22513.971429914203,80,0.0,13256.185958837548,-128.82579314758803,0.0,80,0.0,13256.185958837548,-128.82579314758803,13256.185958837548,10,10,59709.30145579127,22513.971429914203,0.0
62940.155470518504,7662.835311303973,2168000,18741.702960776263,81,0.1,7662.835311303972,-127.30326232156156,0.1,81,0.0,7662.835311303973,-127.30326232156156,7662.835311303972,10,10,62940.155470518504,18741.702960776263,0.0
7213.043074053411,1433.7359312841509,2192000,2513.953433406875,82,0.0,1433.735931284151,-127.97358764703239,0.0,82,0.0,1433.7359312841509,-127.97358764703239,1433.735931284151,10,10,7213.043074053411,2513.953433406875,0.0
202463.87527832843,20332.049249418866,2216000,60711.93510527088,83,0.1,20332.049249418855,-124.0114861286589,0.1,83,0.0,20332.049249418866,-124.0114861286589,20332.049249418855,10,10,202463.87527832843,60711.93510527088,0.0
74220.31827095262,9668.637829851856,2240000,21814.37841561524,84,0.1,9668.637829851854,-126.86879513385502,0.1,84,0.0,9668.637829851856,-126.86879513385502,9668.637829851854,10,10,74220.31827095262,21814.37841561524,0.0
104382.35807564635,20159.205291267663,2264000,35389.58361944623,85,0.3,20159.205291267666,-79.37063602962964,0.3,85,0.0,20159.205291267663,-79.37063602962964,20159.205291267666,10,10,104382.35807564635,35389.58361944623,0.0
110334.41987029678,23832.968453344838,2288000,37192.03307760425,86,0.3,23832.96845334484,-58.10641439520151,0.3,86,0.0,23832.968453344838,-58.10641439520151,23832.96845334484,10,10,110334.41987029678,37192.03307760425,0.0
66497.50308219758,8053.135393856652,2312000,19610.420538850536,87,0.1,8053.1353938566535,-59.19393775625706,0.1,87,0.0,8053.135393856652,-59.19393775625706,8053.1353938566535,10,10,66497.50308219758,19610.420538850536,0.0
105107.00166497692,24013.250402175247,2336000,38653.39497533534,88,0.2,24013.250402175232,-92.49872431778842,0.2,88,0.0,24013.250402175247,-92.49872431778842,24013.250402175232,10,10,105107.00166497692,38653.39497533534,0.0
33659.55060251259,5534.158459712653,2360000,11312.279196715735,89,0.0,5534.158459712655,-117.8887223797379,0.0,89,0.0,5534.158459712653,-117.8887223797379,5534.158459712655,10,10,33659.55060251259,11312.279196715735,0.0
82496.09209483764,17919.22356955165,2384000,26020.512119929594,90,0.0,17919.22356955165,-87.21209383119387,0.0,90,0.0,17919.22356955165,-87.21209383119387,17919.22356955165,10,10,82496.09209483764,26020.512119929594,0.0
21886.436440121244,4626.16853108878,2408000,7189.09297101107,91,0.0,4626.168531088779,-100.75633909000734,0.0,91,0.0,4626.16853108878,-100.75633909000734,4626.168531088779,10,10,21886.436440121244,7189.09297101107,0.0
113752.13523004386,20680.380625697493,2432000,39799.915644153574,92,0.2,20680.380625697497,-48.658666525757766,0.2,92,0.0,20680.380625697493,-48.658666525757766,20680.380625697497,10,10,113752.13523004386,39799.915644153574,0.0
125202.70597610666,13014.294567609812,2456000,37406.67646836687,93,0.1,13014.294567609813,-92.12493320324151,0.1,93,0.0,13014.294567609812,-92.12493320324151,13014.294567609813,10,10,125202.70597610666,37406.67646836687,0.0
10170.952868040695,2172.3766158240173,2480000,3088.082529563056,94,0.1,2172.376615824018,-95.89735257586831,0.1,94,0.0,2172.3766158240173,-95.89735257586831,2172.376615824018,10,10,10170.952868040695,3088.082529563056,0.0
182705.95514039556,33724.4854502874,2504000,65480.225824052126,95,0.2,33724.485450287386,-93.56203034467526,0.2,95,0.0,33724.4854502874,-93.56203034467526,33724.485450287386,10,10,182705.95514039556,65480.225824052126,0.0
66833.17243241596,24633.985798626636,2528000,20973.271276857115,96,0.1,24633.98579862663,-35.83651219149609,0.1,96,0.0,24633.985798626636,-35.83651219149609,24633.98579862663,10,10,66833.17243241596,20973.271276857115,0.0
85979.45597665629,25472.38755577963,2552000,24923.599002897186,97,0.2,25472.387555779627,1390.542729051914,0.2,97,0.0,25472.38755577963,1390.542729051914,25472.387555779627,10,10,85979.45597665629,24923.599002897186,0.0
257453.45013564895,81544.87724391115,2576000,74927.44606485301,98,0.7,81544.8772439111,-32.070839220912745,0.7,98,0.0,81544.87724391115,-32.070839220912745,81544.8772439111,10,10,257453.45013564895,74927.44606485301,0.0
102275.99105810944,49832.12992358415,2600000,36746.1777475006,99,0.5,49832.129923584165,525.3004525218394,0.5,99,0.0,49832.12992358415,525.3004525218394,49832.129923584165,10,10,102275.99105810944,36746.1777475006,0.0
147840.64569272043,65424.26295663434,2624000,44849.76287316528,100,0.8,65424.262956634375,-73.28210878887872,0.8,100,0.0,65424.26295663434,-73.28210878887872,65424.262956634375,10,10,147840.64569272043,44849.76287316528,0.0
126643.96626814707,50804.15572675096,2648000,49161.73904736221,101,0.4,50804.155726750956,72.07439604857751,0.4,101,0.0,50804.15572675096,72.07439604857751,50804.155726750956,10,10,126643.96626814707,49161.73904736221,0.0
205903.86971344435,73499.4684475404,2672000,72966.71883495111,102,0.7,73499.46844754039,-34.53152884507453,0.7,102,0.0,73499.4684475404,-34.53152884507453,73499.46844754039,10,10,205903.86971344435,72966.71883495111,0.0
119411.64965577907,62735.4658765834,2696000,41435.8853407933,103,0.7,62735.465876583396,-35.82648620241149,0.7,103,0.0,62735.4658765834,-35.82648620241149,62735.465876583396,10,10,119411.64965577907,41435.8853407933,0.0
234543.65900376785,79248.24772567181,2720000,67660.58722462523,104,0.6,79248.2477256718,1956.6432414874655,0.6,104,0.0,79248.24772567181,1956.6432414874655,79248.2477256718,10,10,234543.65900376785,67660.58722462523,0.0
134694.02562375957,41990.20075863035,2744000,41872.87706835774,105,0.4,41990.20075863034,-61.1677226237656,0.4,105,0.0,41990.20075863035,-61.1677226237656,41990.20075863034,10,10,134694.02562375957,41872.87706835774,0.0
80484.31401311513,28714.038484869765,2768000,30278.23138409408,106,0.4,28714.038484869776,-39.22846047526284,0.4,106,0.0,28714.038484869765,-39.22846047526284,28714.038484869776,10,10,80484.31401311513,30278.23138409408,0.0
178234.17779957084,65940.86809790278,2792000,44090.274741132256,107,0.6,65940.8680979028,6975.3844152634165,0.6,107,0.0,65940.86809790278,6975.3844152634165,65940.8680979028,10,10,178234.17779957084,44090.274741132256,0.0
154609.51863980616,54557.030282518084,2816000,42966.87540539561,108,0.3,54557.03028251803,2010.0785156394015,0.3,108,0.0,54557.030282518084,2010.0785156394015,54557.03028251803,10,10,154609.51863980616,42966.87540539561,0.0
76730.69641093754,37979.17160232264,2840000,25620.789685313794,109,0.6,37979.17160232264,5945.373829101874,0.6,109,0.0,37979.17160232264,5945.373829101874,37979.17160232264,10,10,76730.69641093754,25620.789685313794,0.0
113871.14762061162,32285.08259540421,2864000,29237.031659543012,110,0.5,32285.08259540421,170.6828268472733,0.5,110,0.0,32285.08259540421,170.6828268472733,32285.08259540421,10,10,113871.14762061162,29237.031659543012,0.0
214796.0136771005,84335.019008129,2888000,60458.057526657336,111,0.7,84335.01900812902,747.5893715873542,0.7,111,0.0,84335.019008129,747.5893715873542,84335.01900812902,10,10,214796.0136771005,60458.057526657336,0.0
198572.70114768832,66319.70483127148,2912000,53376.77505433757,112,0.7,66319.70483127148,12865.92940526375,0.7,112,0.0,66319.70483127148,12865.92940526375,66319.70483127148,10,10,198572.70114768832,53376.77505433757,0.0
220384.00929491952,85788.08121064169,2936000,66379.08152612484,113,0.6,85788.08121064167,1129.744490299024,0.6,113,0.0,85788.08121064169,1129.744490299024,85788.08121064167,10,10,220384.00929491952,66379.08152612484,0.0
245585.72358847238,93760.5843549999,2960000,67952.59024047393,114,0.9,93760.58435499987,-18.45542429284685,0.9,114,0.0,93760.5843549999,-18.45542429284685,93760.58435499987,10,10,245585.72358847238,67952.59024047393,0.0
127229.12471292182,72438.33393477052,2984000,47553.92907584795,115,0.8,72438.33393477052,2608.2390354784493,0.8,115,0.0,72438.33393477052,2608.2390354784493,72438.33393477052,10,10,127229.12471292182,47553.92907584795,0.0
-16.600535449870875,-59.571932120014466,3008000,25.601162471290618,116,0.0,-59.57193212001446,-84.41690081423583,0.0,116,0.0,-59.571932120014466,-84.41690081423583,-59.57193212001446,10,10,-16.600535449870875,25.601162471290618,0.0
149290.43029607323,22839.261216699786,3032000,44349.21091146419,117,0.2,22839.261216699793,-45.65376387659121,0.2,117,0.0,22839.261216699786,-45.65376387659121,22839.261216699793,10,10,149290.43029607323,44349.21091146419,0.0
235706.43725241147,51770.98416447798,3056000,70098.4482959928,118,0.3,51770.98416447801,-27.528041922223462,0.3,118,0.0,51770.98416447798,-27.528041922223462,51770.98416447801,10,10,235706.43725241147,70098.4482959928,0.0
109264.22243570363,38839.52078490528,3080000,37965.29135531106,119,0.3,38839.52078490528,-25.970114262899095,0.3,119,0.0,38839.52078490528,-25.970114262899095,38839.52078490528,10,10,109264.22243570363,37965.29135531106,0.0
