push-v1/MinReturn,MetaTest/push-v1/AverageReturn,Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,Average/TerminationRate,push-v1/NumEpisodes,push-v1/AverageDiscountedReturn,MetaTest/push-v1/MinReturn,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/Iteration,push-v1/AverageReturn,Average/NumEpisodes,MetaTest/push-v1/TerminationRate,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/StdReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/LossBefore,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,Average/AverageReturn,push-v1/StdReturn,GaussianMLPPolicy/dLoss,push-v1/SuccessRate,push-v1/MaxReturn,MetaTest/push-v1/NumEpisodes,Average/MinReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Average/SuccessRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/TerminationRate,MetaTest/push-v1/MaxReturn,MetaTest/Average/AverageReturn,Iteration,MetaTest/Average/MaxReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/AverageDiscountedReturn,push-v1/TerminationRate,MetaTest/Average/StdReturn,push-v1/Iteration,TotalEnvSteps
-31.93031189727447,18137.075395382348,47,0.0,47,0.0,200,2583.102525416618,18137.075395382348,0.0,47,8999.780525053478,200,0.0,0.0,0.0,18137.075395382348,-4.189352239336586e-06,94829.65610274987,18137.075395382355,17081.74617413554,8999.780525053478,17081.74617413554,2.8218437364557758e-08,0.115,94829.65610274987,1,-31.93031189727447,2583.102525416618,-4.217570676701143e-06,1,0.115,1.9861225155182183e-05,0.0,18137.075395382348,18137.075395382348,47,18137.075395382348,5.64720344543457,18137.075395382355,0.0,0.0,47,3840000
-22.72217637814529,6234.549559151693,48,0.0,48,0.0,200,2572.8066508518186,6234.549559151693,0.0,48,8912.510377088298,200,0.0,0.0,0.0,6234.549559151693,-1.3435710570774972e-06,148474.6221469322,6234.549559151694,18345.481858553765,8912.510377088298,18345.481858553765,2.417004907329101e-08,0.095,148474.6221469322,1,-22.72217637814529,2572.8066508518186,-1.3677411061507883e-06,1,0.095,1.7090551409637555e-05,0.0,6234.549559151693,6234.549559151693,48,6234.549559151693,5.6458868980407715,6234.549559151694,0.0,0.0,48,3920000
-23.278179498532804,30624.027670829804,49,1.0,49,0.0,200,3372.5675382644085,30624.027670829804,1.0,49,11496.27294204011,200,0.0,0.0,0.0,30624.027670829804,-6.309770697043859e-07,99772.79393652656,30624.02767082978,19285.771992533126,11496.27294204011,19285.771992533126,1.6243347999989055e-08,0.12,99772.79393652656,1,-23.278179498532804,3372.5675382644085,-6.47220417704375e-07,1,0.12,1.1462919246696401e-05,0.0,30624.027670829804,30624.027670829804,49,30624.027670829804,5.6456193923950195,30624.02767082978,0.0,0.0,49,4000000
-43.069378292494335,2911.33927278061,50,0.0,50,0.0,200,3044.659770168395,2911.33927278061,0.0,50,10346.63302758228,200,0.0,0.0,0.0,2911.33927278061,2.660439122337266e-07,125128.83941004667,2911.339272780609,18571.883081158518,10346.63302758228,18571.883081158518,1.2063765097991563e-08,0.12,125128.83941004667,1,-43.069378292494335,3044.659770168395,2.53980147135735e-07,1,0.12,8.53431447467301e-06,0.0,2911.33927278061,2911.33927278061,50,2911.33927278061,5.64574670791626,2911.339272780609,0.0,0.0,50,4080000
-48.43554272988257,-19.467405824624272,51,0.0,51,0.0,200,1754.3380820827833,-19.467405824624272,0.0,51,5639.329719644498,200,0.0,0.0,0.0,-19.467405824624272,-5.799031896458473e-06,58445.92032510522,-19.467405824624255,10514.54534928584,5639.329719644498,10514.54534928584,7.565586201963015e-08,0.04,58445.92032510522,1,-48.43554272988257,1754.3380820827833,-5.874687758478103e-06,1,0.04,5.338795745046809e-05,0.0,-19.467405824624272,-19.467405824624272,51,-19.467405824624272,5.637153625488281,-19.467405824624255,0.0,0.0,51,4160000
-22.155054933149945,11899.318221941458,52,1.0,52,0.0,200,3434.3554642232857,11899.318221941458,1.0,52,11792.058873547274,200,0.0,0.0,0.0,11899.318221941458,1.0888046517720795e-06,126934.7356819738,11899.318221941461,22575.442653373,11792.058873547274,22575.442653373,1.0184339771512896e-07,0.115,126934.7356819738,1,-22.155054933149945,3434.3554642232857,9.869612540569506e-07,1,0.115,7.174316851887852e-05,0.0,11899.318221941458,11899.318221941458,52,11899.318221941458,5.638472557067871,11899.318221941461,0.0,0.0,52,4240000
-75.56730571161539,4672.296278913065,53,0.0,53,0.0,200,2786.3232463290014,4672.296278913065,0.0,53,9327.414763923485,200,0.0,0.0,0.0,4672.296278913065,1.0259551572744385e-06,115859.17601597769,4672.296278913072,18719.57730442313,9327.414763923485,18719.57730442313,5.542358394450275e-08,0.125,115859.17601597769,1,-75.56730571161539,2786.3232463290014,9.705315733299358e-07,1,0.125,3.908848884748295e-05,0.0,4672.296278913065,4672.296278913065,53,4672.296278913065,5.639236927032471,4672.296278913072,0.0,0.0,53,4320000
-21.702290175326603,438.61942072434204,54,0.0,54,0.0,200,2844.2693895043108,438.61942072434204,0.0,54,10234.292933275301,200,0.0,0.0,0.0,438.61942072434204,-1.0855134178200387e-06,189716.7274838296,438.6194207243424,23444.870237600986,10234.292933275301,23444.870237600986,2.2094809537520632e-08,0.085,189716.7274838296,1,-21.702290175326603,2844.2693895043108,-1.1076082273575594e-06,1,0.085,1.561477802169975e-05,0.0,438.61942072434204,438.61942072434204,54,438.61942072434204,5.638749122619629,438.6194207243424,0.0,0.0,54,4400000
-27.215343401160915,64029.40184815411,55,1.0,55,0.0,200,2679.2448337125943,64029.40184815411,1.0,55,9797.466664709158,200,0.0,0.0,0.0,64029.40184815411,-2.474020277531963e-07,161702.67737155335,64029.40184815412,20467.180462566612,9797.466664709158,20467.180462566612,2.191035264331731e-08,0.13,161702.67737155335,1,-27.215343401160915,2679.2448337125943,-2.693123803965136e-07,1,0.13,1.5487461496377364e-05,0.0,64029.40184815411,64029.40184815411,55,64029.40184815411,5.638472557067871,64029.40184815412,0.0,0.0,55,4480000
-23.14647040695866,13174.657040739396,56,0.0,56,0.0,200,2414.246690724984,13174.657040739396,0.0,56,8411.118713987165,200,0.0,0.0,0.0,13174.657040739396,7.094935767781863e-07,85294.87650448237,13174.657040739383,15889.642421058692,8411.118713987165,15889.642421058692,2.276925670230412e-08,0.1,85294.87650448237,1,-23.14647040695866,2414.246690724984,6.867243200758821e-07,1,0.1,1.6103245798149146e-05,0.0,13174.657040739396,13174.657040739396,56,13174.657040739396,5.639044761657715,13174.657040739383,0.0,0.0,56,4560000
-22.544032585806693,196.38839102660987,57,0.0,57,0.0,200,2515.0264043225047,196.38839102660987,0.0,57,8706.353074703147,200,0.0,0.0,0.0,196.38839102660987,-6.902196673763683e-06,81731.30369381033,196.3883910266096,13761.800806917197,8706.353074703147,13761.800806917197,6.693107934552245e-08,0.09,81731.30369381033,1,-22.544032585806693,2515.0264043225047,-6.9691277531092055e-06,1,0.09,4.7230634663719684e-05,0.0,196.38839102660987,196.38839102660987,57,196.38839102660987,5.630887508392334,196.3883910266096,0.0,0.0,57,4640000
-20.529149511557108,17064.781357213007,58,0.0,58,0.0,200,2820.8185443812113,17064.781357213007,0.0,58,9061.262588679494,200,0.0,0.0,0.0,17064.781357213007,-2.4995320018206257e-06,96580.56582964724,17064.781357213004,15520.760494596952,9061.262588679494,15520.760494596952,2.953493094537407e-08,0.1,96580.56582964724,1,-20.529149511557108,2820.8185443812113,-2.529066932766e-06,1,0.1,2.0879573639831506e-05,0.0,17064.781357213007,17064.781357213007,58,17064.781357213007,5.6289191246032715,17064.781357213004,0.0,0.0,58,4720000
-22.91352024842217,14893.133055428625,59,0.0,59,0.0,200,3744.0850233708798,14893.133055428625,0.0,59,12402.70639973314,200,0.0,0.0,0.0,14893.133055428625,-1.975177156054997e-06,99119.45265958844,14893.133055428632,19019.103476760738,12402.70639973314,19019.103476760738,5.755737220169976e-09,0.145,99119.45265958844,1,-22.91352024842217,3744.0850233708798,-1.980932893275167e-06,1,0.145,4.0712197915127035e-06,0.0,14893.133055428625,14893.133055428625,59,14893.133055428625,5.627481460571289,14893.133055428632,0.0,0.0,59,4800000
-29.328498501826086,-17.52090513559385,60,0.0,60,0.0,200,3556.745506013386,-17.52090513559385,0.0,60,12051.448936342951,200,0.0,0.0,0.0,-17.52090513559385,-1.2338657597865677e-06,121311.66516250286,-17.520905135593857,20969.342900986238,12051.448936342951,20969.342900986238,1.3732460502069443e-08,0.105,121311.66516250286,1,-29.328498501826086,3556.745506013386,-1.247598220288637e-06,1,0.105,9.6975145424949e-06,0.0,-17.52090513559385,-17.52090513559385,60,-17.52090513559385,5.626700401306152,-17.520905135593857,0.0,0.0,60,4880000
-48.16380889671798,1290.6359179041708,61,0.0,61,0.0,200,3582.9891510359967,1290.6359179041708,0.0,61,12549.975793430289,200,0.0,0.0,0.0,1290.6359179041708,-8.087183118732355e-07,157319.45943183234,1290.6359179041704,25386.814590689366,12549.975793430289,25386.814590689366,1.2464454357541399e-08,0.17,157319.45943183234,1,-48.16380889671798,3582.9891510359967,-8.211827662307769e-07,1,0.17,8.80218249221798e-06,0.0,1290.6359179041708,1290.6359179041708,61,1290.6359179041708,5.626169204711914,1290.6359179041704,0.0,0.0,61,4960000
-23.334544296905847,1558.8901765766673,62,0.0,62,0.0,200,3221.7447222062574,1558.8901765766673,0.0,62,11122.492651138835,200,0.0,0.0,0.0,1558.8901765766673,1.0673810493244673e-06,123338.81119836988,1558.8901765766664,20166.714335300818,11122.492651138835,20166.714335300818,9.571363079885487e-08,0.125,123338.81119836988,1,-23.334544296905847,3221.7447222062574,9.716674185256124e-07,1,0.125,6.743724225088954e-05,0.0,1558.8901765766673,1558.8901765766673,62,1558.8901765766673,5.627057075500488,1558.8901765766664,0.0,0.0,62,5040000
-40.43381183462147,20465.319713981415,63,0.0,63,0.0,200,2536.241522649814,20465.319713981415,0.0,63,8073.643881891742,200,0.0,0.0,0.0,20465.319713981415,-9.303783372160979e-06,76658.43487927897,20465.319713981404,13226.76835657433,8073.643881891742,13226.76835657433,1.9661820260807872e-07,0.08,76658.43487927897,1,-40.43381183462147,2536.241522649814,-9.500401574769057e-06,1,0.08,0.00013802945613861084,0.0,20465.319713981415,20465.319713981415,63,20465.319713981415,5.615188121795654,20465.319713981404,0.0,0.0,63,5120000
-25.00900291643039,1945.5280491117255,64,0.0,64,0.0,200,3215.2405128991113,1945.5280491117255,0.0,64,11161.710963506595,200,0.0,0.0,0.0,1945.5280491117255,-7.711598186688207e-07,99780.07123416955,1945.5280491117255,19646.019044752586,11161.710963506595,19646.019044752586,5.037520622863667e-09,0.135,99780.07123416955,1,-25.00900291643039,3215.2405128991113,-7.761973392916843e-07,1,0.135,3.5486787055560853e-06,0.0,1945.5280491117255,1945.5280491117255,64,1945.5280491117255,5.614931583404541,1945.5280491117255,0.0,0.0,64,5200000
-25.688545498350905,2541.403816758293,65,0.0,65,0.0,200,3114.1918058331767,2541.403816758293,0.0,65,11116.714250496974,200,0.0,0.0,0.0,2541.403816758293,-3.3859485881748697e-08,120228.1321405494,2541.4038167582953,19164.909150255156,11116.714250496974,19164.909150255156,2.8077025149286783e-09,0.085,120228.1321405494,1,-25.688545498350905,3114.1918058331767,-3.6667188396677375e-08,1,0.085,1.98278894458781e-06,0.0,2541.403816758293,2541.403816758293,65,2541.403816758293,5.614912986755371,2541.4038167582953,0.0,0.0,65,5280000
-34.11165540860716,13409.516882513615,66,0.0,66,0.0,200,3292.6509450957597,13409.516882513615,0.0,66,10475.657259040154,200,0.0,0.0,0.0,13409.516882513615,-3.5690882214112207e-06,119199.82115962378,13409.516882513624,17934.356714717524,10475.657259040154,17934.356714717524,1.5442537915077992e-08,0.125,119199.82115962378,1,-34.11165540860716,3292.6509450957597,-3.5845307593262987e-06,1,0.125,1.0907609066634905e-05,0.0,13409.516882513615,13409.516882513615,66,13409.516882513615,5.6138434410095215,13409.516882513624,0.0,0.0,66,5360000
-58.4746812038871,-35.45008942090657,67,0.0,67,0.0,200,2675.15182650557,-35.45008942090657,0.0,67,9364.785526982987,200,0.0,0.0,0.0,-35.45008942090657,-3.295463102404028e-07,97016.65081231977,-35.45008942090658,18277.995118911298,9364.785526982987,18277.995118911298,4.214783189127047e-08,0.12,97016.65081231977,1,-58.4746812038871,2675.15182650557,-3.716941421316733e-07,1,0.12,2.9733904739259742e-05,0.0,-35.45008942090657,-35.45008942090657,67,-35.45008942090657,5.613412857055664,-35.45008942090658,0.0,0.0,67,5440000
-24.92550073458295,1269.991689281425,68,0.0,68,0.0,200,3016.7591671008095,1269.991689281425,0.0,68,10112.778583054682,200,0.0,0.0,0.0,1269.991689281425,-4.1950798390644195e-07,122465.23118508844,1269.9916892814256,18469.522551598588,10112.778583054682,18469.522551598588,4.486881266529963e-08,0.105,122465.23118508844,1,-24.92550073458295,3016.7591671008095,-4.643767965717416e-07,1,0.105,3.168975672451779e-05,0.0,1269.991689281425,1269.991689281425,68,1269.991689281425,5.613015174865723,1269.9916892814256,0.0,0.0,68,5520000
-28.9192767680753,-24.613290288252237,69,0.0,69,0.0,200,3057.178116090311,-24.613290288252237,0.0,69,10905.11725703998,200,0.0,0.0,0.0,-24.613290288252237,-4.855438419326674e-06,150965.83594370264,-24.61329028825224,20666.558904832378,10905.11725703998,20666.558904832378,4.591311153490096e-08,0.12,150965.83594370264,1,-28.9192767680753,3057.178116090311,-4.901351530861575e-06,1,0.12,3.2429525163024664e-05,0.0,-24.613290288252237,-24.613290288252237,69,-24.613290288252237,5.607975959777832,-24.61329028825224,0.0,0.0,69,5600000
-51.335705957830946,4517.404934511677,70,0.0,70,0.0,200,2927.0351776107645,4517.404934511677,0.0,70,10173.150259371649,200,0.0,0.0,0.0,4517.404934511677,-5.878114279767033e-07,130480.82298385554,4517.4049345116755,19976.036401349003,10173.150259371649,19976.036401349003,9.670714007370407e-08,0.125,130480.82298385554,1,-51.335705957830946,2927.0351776107645,-6.845185680504073e-07,1,0.125,6.804030272178352e-05,0.0,4517.404934511677,4517.404934511677,70,4517.404934511677,5.607574939727783,4517.4049345116755,0.0,0.0,70,5680000
-50.4598555135398,36638.440604884614,71,0.0,71,0.0,200,2911.849358963865,36638.440604884614,0.0,71,10209.690863219947,200,0.0,0.0,0.0,36638.440604884614,6.311041033768561e-06,119113.56168286051,36638.44060488461,19281.855511049376,10209.690863219947,19281.855511049376,1.4582292351406068e-07,0.105,119113.56168286051,1,-50.4598555135398,2911.849358963865,6.1652181102545e-06,1,0.105,0.0001023877048282884,0.0,36638.440604884614,36638.440604884614,71,36638.440604884614,5.615393161773682,36638.44060488461,0.0,0.0,71,5760000
-52.33925257625124,1331.8881986734816,72,0.0,72,0.0,200,2788.186811436899,1331.8881986734816,0.0,72,9944.827469247304,200,0.0,0.0,0.0,1331.8881986734816,-2.798402078951767e-07,110376.22414477779,1331.8881986734818,17756.068449061488,9944.827469247304,17756.068449061488,1.549867079120304e-08,0.11,110376.22414477779,1,-52.33925257625124,2788.186811436899,-2.9533887868637976e-07,1,0.11,1.0946199836325832e-05,0.0,1331.8881986734816,1331.8881986734816,72,1331.8881986734816,5.6152567863464355,1331.8881986734818,0.0,0.0,72,5840000
-18.635237730799503,2168.5264022481606,73,0.0,73,0.0,200,3544.9241074643523,2168.5264022481606,0.0,73,12467.969447204725,200,0.0,0.0,0.0,2168.5264022481606,-3.887626462528715e-06,102096.40853781524,2168.5264022481606,20160.117954965466,12467.969447204725,20160.117954965466,2.4040673451963812e-08,0.165,102096.40853781524,1,-18.635237730799503,3544.9241074643523,-3.911667135980679e-06,1,0.165,1.6950154531514272e-05,0.0,2168.5264022481606,2168.5264022481606,73,2168.5264022481606,5.609883785247803,2168.5264022481606,0.0,0.0,73,5920000
-43.149115925652374,4088.5042428170827,74,0.0,74,0.0,200,3532.257283553926,4088.5042428170827,0.0,74,11937.654834004194,200,0.0,0.0,0.0,4088.5042428170827,-3.439451120357262e-06,174414.69578728202,4088.5042428170837,23383.020154204183,11937.654834004194,23383.020154204183,1.774492375261616e-08,0.145,174414.69578728202,1,-43.149115925652374,3532.257283553926,-3.457196044109878e-06,1,0.145,1.2518043149611913e-05,0.0,4088.5042428170827,4088.5042428170827,74,4088.5042428170827,5.60821533203125,4088.5042428170837,0.0,0.0,74,6000000
-36.64995137642206,-16.473725945197142,75,0.0,75,0.0,200,3331.404354937526,-16.473725945197142,0.0,75,12040.138305502594,200,0.0,0.0,0.0,-16.473725945197142,7.570120033051353e-06,112688.41433308332,-16.473725945197145,20948.47206645847,12040.138305502594,20948.47206645847,6.913296601851471e-08,0.15,112688.41433308332,1,-36.64995137642206,3331.404354937526,7.500987067032838e-06,1,0.15,4.870328848483041e-05,0.0,-16.473725945197142,-16.473725945197142,75,-16.473725945197142,5.6183180809021,-16.473725945197145,0.0,0.0,75,6080000
-31.314410285995653,12176.212385720455,76,0.0,76,0.0,200,4202.447104570411,12176.212385720455,0.0,76,14755.043618613388,200,0.0,0.0,0.0,12176.212385720455,-3.755465627364174e-07,101186.06284345531,12176.212385720448,20983.692440624756,14755.043618613388,20983.692440624756,4.1084433632931905e-09,0.14,101186.06284345531,1,-31.314410285995653,4202.447104570411,-3.796550060997106e-07,1,0.14,2.8963440854568034e-06,0.0,12176.212385720455,12176.212385720455,76,12176.212385720455,5.618209362030029,12176.212385720448,0.0,0.0,76,6160000
-22.422675039068157,12785.018909580209,77,0.0,77,0.0,200,2818.9712597339053,12785.018909580209,0.0,77,10490.610067662568,200,0.0,0.0,0.0,12785.018909580209,4.4273247112869285e-06,109770.63121890128,12785.018909580214,18718.801190181344,10490.610067662568,18718.801190181344,2.961860445793718e-08,0.15,109770.63121890128,1,-22.422675039068157,2818.9712597339053,4.397706106828991e-06,1,0.15,2.08945493795909e-05,0.0,12785.018909580209,12785.018909580209,77,12785.018909580209,5.620471000671387,12785.018909580214,0.0,0.0,77,6240000
-23.769981641597518,18681.303420966397,78,0.0,78,0.0,200,2689.659621585426,18681.303420966397,0.0,78,8751.43961787295,200,0.0,0.0,0.0,18681.303420966397,-2.896741989388829e-06,129656.22579913249,18681.30342096639,16539.23741426406,8751.43961787295,16539.23741426406,1.6671037883497775e-08,0.1,129656.22579913249,1,-23.769981641597518,2689.659621585426,-2.913413027272327e-06,1,0.1,1.1769830962293781e-05,0.0,18681.303420966397,18681.303420966397,78,18681.303420966397,5.6194305419921875,18681.30342096639,0.0,0.0,78,6320000
-31.873160570618108,870.5092061466096,79,0.0,79,0.0,200,3160.4914788850806,870.5092061466096,0.0,79,11304.000543875054,200,0.0,0.0,0.0,870.5092061466096,1.4817688906987314e-06,100921.29721062619,870.5092061466099,19644.66880866275,11304.000543875054,19644.66880866275,3.0200567380234133e-08,0.155,100921.29721062619,1,-31.873160570618108,3160.4914788850806,1.4515683233184973e-06,1,0.155,2.1323554392438382e-05,0.0,870.5092061466096,870.5092061466096,79,870.5092061466096,5.620744705200195,870.5092061466099,0.0,0.0,79,6400000
-27.61232773568907,-17.844667811709243,80,0.0,80,0.0,200,1829.8301321382553,-17.844667811709243,0.0,80,6507.425783248602,200,0.0,0.0,0.0,-17.844667811709243,-3.2257935345114674e-06,85878.37324984578,-17.84466781170925,11676.528496484576,6507.425783248602,11676.528496484576,2.218121153418906e-08,0.04,85878.37324984578,1,-27.61232773568907,1829.8301321382553,-3.2479747460456565e-06,1,0.04,1.56913429236738e-05,0.0,-17.844667811709243,-17.844667811709243,80,-17.844667811709243,5.619625568389893,-17.84466781170925,0.0,0.0,80,6480000
-53.26511687125123,-13.545960214357832,81,0.0,81,0.0,200,3837.16355292343,-13.545960214357832,0.0,81,13098.71887141982,200,0.0,0.0,0.0,-13.545960214357832,-1.6872299966053106e-06,121788.07100188384,-13.545960214357823,22433.621513750946,13098.71887141982,22433.621513750946,1.0251142157358117e-08,0.16,121788.07100188384,1,-53.26511687125123,3837.16355292343,-1.6974811387626687e-06,1,0.16,7.239336810016539e-06,0.0,-13.545960214357832,-13.545960214357832,81,-13.545960214357832,5.618836879730225,-13.545960214357823,0.0,0.0,81,6560000
-28.720696906718654,1433.0296473036265,82,0.0,82,0.0,200,3105.3237058283066,1433.0296473036265,0.0,82,10789.04749167288,200,0.0,0.0,0.0,1433.0296473036265,3.841856141661992e-06,94006.49636110367,1433.0296473036256,18177.389969675445,10789.04749167288,18177.389969675445,5.823335413879249e-08,0.125,94006.49636110367,1,-28.720696906718654,3105.3237058283066,3.7836227875232e-06,1,0.125,4.1106974094873294e-05,0.0,1433.0296473036265,1433.0296473036265,82,1433.0296473036265,5.622047424316406,1433.0296473036256,0.0,0.0,82,6640000
-31.42087048035814,-17.780088425905383,83,0.0,83,0.0,200,3348.6670512758496,-17.780088425905383,0.0,83,11347.908649247864,200,0.0,0.0,0.0,-17.780088425905383,2.1296871182130417e-06,123700.91128011058,-17.78008842590538,19662.48309729694,11347.908649247864,19662.48309729694,1.1545125744305551e-08,0.12,123700.91128011058,1,-31.42087048035814,3348.6670512758496,2.118141992468736e-06,1,0.12,8.162489393725991e-06,0.0,-17.780088425905383,-17.780088425905383,83,-17.780088425905383,5.622687816619873,-17.78008842590538,0.0,0.0,83,6720000
-30.848446185279197,9449.6539884783,84,0.0,84,0.0,200,3346.198601042697,9449.6539884783,0.0,84,11792.664001077912,200,0.0,0.0,0.0,9449.6539884783,-1.2436260021786438e-07,158534.45590662007,9449.6539884783,21742.586607033478,11792.664001077912,21742.586607033478,9.23508025607589e-09,0.15,158534.45590662007,1,-30.848446185279197,3346.198601042697,-1.3359768047394027e-07,1,0.15,6.536488854180789e-06,0.0,9449.6539884783,9449.6539884783,84,9449.6539884783,5.6226348876953125,9449.6539884783,0.0,0.0,84,6800000
-51.99939035751448,17369.000311794753,85,0.0,85,0.0,200,3749.264910480613,17369.000311794753,0.0,85,13142.849959850813,200,0.0,0.0,0.0,17369.000311794753,2.5308454496553168e-06,128534.41857284775,17369.000311794734,22725.656428017322,13142.849959850813,22725.656428017322,7.832113624317572e-09,0.17,128534.41857284775,1,-51.99939035751448,3749.264910480613,2.523013336030999e-06,1,0.17,5.5280142987612635e-06,0.0,17369.000311794753,17369.000311794753,85,17369.000311794753,5.6237969398498535,17369.000311794734,0.0,0.0,85,6880000
-32.34557947846096,15697.399211312013,86,1.0,86,0.0,200,3338.2839626869395,15697.399211312013,1.0,86,12170.942109480036,200,0.0,0.0,0.0,15697.399211312013,2.488664904376492e-06,143772.82963388626,15697.39921131201,21567.527714934342,12170.942109480036,21567.527714934342,7.081780495354906e-09,0.145,143772.82963388626,1,-32.34557947846096,3338.2839626869395,2.481583123881137e-06,1,0.145,5.009346295992145e-06,0.0,15697.399211312013,15697.399211312013,86,15697.399211312013,5.624875545501709,15697.39921131201,0.0,0.0,86,6960000
-21.410232781355397,12142.759180807489,87,0.0,87,0.0,200,3733.698888590725,12142.759180807489,0.0,87,13364.037503294621,200,0.0,0.0,0.0,12142.759180807489,-4.108843768335646e-06,138759.20173405609,12142.759180807481,24102.14431872705,13364.037503294621,24102.14431872705,3.713194018928334e-08,0.16,138759.20173405609,1,-21.410232781355397,3733.698888590725,-4.145975708524929e-06,1,0.16,2.6216041078441776e-05,0.0,12142.759180807489,12142.759180807489,87,12142.759180807489,5.6207499504089355,12142.759180807481,0.0,0.0,87,7040000
-35.123045236574164,2111.198587986664,88,0.0,88,0.0,200,3438.1967731573245,2111.198587986664,0.0,88,11547.042250485527,200,0.0,0.0,0.0,2111.198587986664,-8.426806630268402e-07,114993.75541185842,2111.1985879866647,19674.721529575138,11547.042250485527,19674.721529575138,1.1982763226114912e-08,0.155,114993.75541185842,1,-35.123045236574164,3438.1967731573245,-8.546634262529551e-07,1,0.155,8.477980372845195e-06,0.0,2111.198587986664,2111.198587986664,88,2111.198587986664,5.6204962730407715,2111.1985879866647,0.0,0.0,88,7120000
-100.5118077988868,9374.609233642588,89,0.0,89,0.0,200,3394.0307193228286,9374.609233642588,0.0,89,11773.123834490976,200,0.0,0.0,0.0,9374.609233642588,-2.489113740011817e-06,140085.24109329202,9374.609233642594,22457.02408337101,11773.123834490976,22457.02408337101,1.0204757927567698e-08,0.09,140085.24109329202,1,-100.5118077988868,3394.0307193228286,-2.4993184979393845e-06,1,0.09,7.208482657006243e-06,0.0,9374.609233642588,9374.609233642588,89,9374.609233642588,5.619690418243408,9374.609233642594,0.0,0.0,89,7200000
-26.303352095400257,10083.496183232046,90,0.0,90,0.0,200,2648.5803911580374,10083.496183232046,0.0,90,8791.672624423565,200,0.0,0.0,0.0,10083.496183232046,-3.880870167449757e-07,97107.5563629449,10083.496183232039,15523.484455538302,8791.672624423565,15523.484455538302,2.1648901338267024e-08,0.105,97107.5563629449,1,-26.303352095400257,2648.5803911580374,-4.097359180832427e-07,1,0.105,1.529814107925631e-05,0.0,10083.496183232046,10083.496183232046,90,10083.496183232046,5.619584083557129,10083.496183232039,0.0,0.0,90,7280000
-34.34547525357624,7174.15178696218,91,0.0,91,0.0,200,4014.841669848536,7174.15178696218,0.0,91,13995.73550101277,200,0.0,0.0,0.0,7174.15178696218,-7.006083535543439e-08,123989.12068065116,7174.151786962184,22910.762382841986,13995.73550101277,22910.762382841986,1.0494188984466746e-07,0.185,123989.12068065116,1,-34.34547525357624,4014.841669848536,-1.7500272520010185e-07,1,0.185,7.379100134130567e-05,0.0,7174.15178696218,7174.15178696218,91,7174.15178696218,5.6194844245910645,7174.151786962184,0.0,0.0,91,7360000
-23.75787885418186,-12.342111982782328,92,0.0,92,0.0,200,3386.429860681086,-12.342111982782328,0.0,92,12197.159446081692,200,0.0,0.0,0.0,-12.342111982782328,6.125473646534374e-06,114968.14938200626,-12.342111982782328,19393.100340571982,12197.159446081692,19393.100340571982,4.3789441406261176e-08,0.135,114968.14938200626,1,-23.75787885418186,3386.429860681086,6.081684205128113e-06,1,0.135,3.093137638643384e-05,0.0,-12.342111982782328,-12.342111982782328,92,-12.342111982782328,5.628140449523926,-12.342111982782328,0.0,0.0,92,7440000
-42.85344220428596,38867.43474050244,93,0.0,93,0.0,200,2925.9699079490874,38867.43474050244,0.0,93,10758.895480347688,200,0.0,0.0,0.0,38867.43474050244,-7.52143819227058e-07,112436.29601439774,38867.43474050244,18723.281241170847,10758.895480347688,18723.281241170847,1.2284090189496055e-08,0.15,112436.29601439774,1,-42.85344220428596,2925.9699079490874,-7.64427909416554e-07,1,0.15,8.689426067576278e-06,0.0,38867.43474050244,38867.43474050244,93,38867.43474050244,5.627815246582031,38867.43474050244,0.0,0.0,93,7520000
-37.117508073572694,302.18476306899436,94,1.0,94,0.0,200,3975.6505281271257,302.18476306899436,1.0,94,13990.289253900284,200,0.0,0.0,0.0,302.18476306899436,-7.056926733639557e-06,144464.16099427338,302.1847630689944,23956.261993950815,13990.289253900284,23956.261993950815,5.870788299944252e-08,0.175,144464.16099427338,1,-37.117508073572694,3975.6505281271257,-7.1156346166389994e-06,1,0.175,4.142239413340576e-05,0.0,302.18476306899436,302.18476306899436,94,302.18476306899436,5.6188530921936035,302.1847630689944,0.0,0.0,94,7600000
-38.85412624921667,1782.0711339141694,95,0.0,95,0.0,200,3340.6409519195918,1782.0711339141694,0.0,95,10864.046533740815,200,0.0,0.0,0.0,1782.0711339141694,-6.205763384059537e-06,97492.31550250796,1782.0711339141683,17307.15028124181,10864.046533740815,17307.15028124181,3.504646883811802e-08,0.135,97492.31550250796,1,-38.85412624921667,3340.6409519195918,-6.240809852897655e-06,1,0.135,2.474368375260383e-05,0.0,1782.0711339141694,1782.0711339141694,95,1782.0711339141694,5.611199378967285,1782.0711339141683,0.0,0.0,95,7680000
