push-v1/MinReturn,MetaTest/push-v1/AverageReturn,Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration,Average/TerminationRate,push-v1/NumEpisodes,push-v1/AverageDiscountedReturn,MetaTest/push-v1/MinReturn,MetaTest/push-v1/SuccessRate,MetaTest/push-v1/Iteration,push-v1/AverageReturn,Average/NumEpisodes,MetaTest/push-v1/TerminationRate,GaussianMLPPolicy/KLBefore,MetaTest/push-v1/StdReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/LossBefore,Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,Average/StdReturn,Average/AverageReturn,push-v1/StdReturn,GaussianMLPPolicy/dLoss,push-v1/SuccessRate,push-v1/MaxReturn,MetaTest/push-v1/NumEpisodes,Average/MinReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/LossAfter,MetaTest/Average/NumEpisodes,Average/SuccessRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/TerminationRate,MetaTest/push-v1/MaxReturn,MetaTest/Average/AverageReturn,Iteration,MetaTest/Average/MaxReturn,GaussianMLPPolicy/Entropy,MetaTest/push-v1/AverageDiscountedReturn,push-v1/TerminationRate,MetaTest/Average/StdReturn,push-v1/Iteration,TotalEnvSteps
-27.730146200881613,28.767323187000546,10,0.0,10,0.0,200,1937.7106022753817,28.767323187000546,0.0,10,7013.901691057964,200,0.0,0.0,0.0,28.767323187000546,-2.337138994334964e-06,73264.00700017964,28.76732318700056,11923.365075938,7013.901691057964,11923.365075938,5.292895366437733e-08,0.055,73264.00700017964,1,-27.730146200881613,1937.7106022753817,-2.3900679479993414e-06,1,0.055,3.738393570529297e-05,0.0,28.767323187000546,28.767323187000546,10,28.767323187000546,5.682452201843262,28.76732318700056,0.0,0.0,10,880000
-35.186417673318765,-9.741501549547264,11,0.0,11,0.0,200,1879.047392019361,-9.741501549547264,0.0,11,7135.890305837669,200,0.0,0.0,0.0,-9.741501549547264,-2.0508784928097157e-06,128398.30032757157,-9.741501549547262,17222.869810922977,7135.890305837669,17222.869810922977,1.0046687748399563e-07,0.065,128398.30032757157,1,-35.186417673318765,1879.047392019361,-2.1513453702937113e-06,1,0.065,7.0940688601695e-05,0.0,-9.741501549547264,-9.741501549547264,11,-9.741501549547264,5.680840015411377,-9.741501549547262,0.0,0.0,11,960000
-22.564656048073527,18600.783526217656,12,0.0,12,0.0,200,1438.9250323174301,18600.783526217656,0.0,12,5161.528389496485,200,0.0,0.0,0.0,18600.783526217656,-3.3119084719146485e-07,63098.123921913015,18600.783526217656,9235.19729604461,5161.528389496485,9235.19729604461,9.596672612133261e-07,0.08,63098.123921913015,1,-22.564656048073527,1438.9250323174301,-1.290858108404791e-06,1,0.08,0.0005741315544582903,0.0,18600.783526217656,18600.783526217656,12,18600.783526217656,5.679990291595459,18600.783526217656,0.0,0.0,12,1040000
-19.27431173496758,-12.803246619396822,13,0.0,13,0.0,200,1479.7083023546934,-12.803246619396822,0.0,13,5381.220762527164,200,0.0,0.0,0.0,-12.803246619396822,-2.5386138986505102e-06,56444.04386654621,-12.80324661939682,10453.138720341029,5381.220762527164,10453.138720341029,8.860752132022753e-08,0.075,56444.04386654621,1,-19.27431173496758,1479.7083023546934,-2.6272214199707378e-06,1,0.075,6.256557389860973e-05,0.0,-12.803246619396822,-12.803246619396822,13,-12.803246619396822,5.676800727844238,-12.80324661939682,0.0,0.0,13,1120000
-20.356836160035922,-16.073754077928374,14,0.0,14,0.0,200,2004.9502556036514,-16.073754077928374,0.0,14,6975.636299257658,200,0.0,0.0,0.0,-16.073754077928374,-3.3846795304270927e-06,110588.60732667097,-16.073754077928374,15356.125854502621,6975.636299257658,15356.125854502621,4.469643499760423e-08,0.095,110588.60732667097,1,-20.356836160035922,2004.9502556036514,-3.429375965424697e-06,1,0.095,3.155331432935782e-05,0.0,-16.073754077928374,-16.073754077928374,14,-16.073754077928374,5.67321252822876,-16.073754077928374,0.0,0.0,14,1200000
-20.008709950475225,4745.899472959755,15,0.0,15,0.0,200,1394.1041137051589,4745.899472959755,0.0,15,5144.771838955861,200,0.0,0.0,0.0,4745.899472959755,-1.6880352404768928e-06,85385.06207228143,4745.899472959757,11226.551088634731,5144.771838955861,11226.551088634731,2.1653977455571294e-07,0.045,85385.06207228143,1,-20.008709950475225,1394.1041137051589,-1.9045750150326057e-06,1,0.045,0.000152013439219445,0.0,4745.899472959755,4745.899472959755,15,4745.899472959755,5.671809196472168,4745.899472959757,0.0,0.0,15,1280000
-39.470631775280296,29136.39399343322,16,1.0,16,0.0,200,2278.752087837497,29136.39399343322,1.0,16,7609.081840927301,200,0.0,0.0,0.0,29136.39399343322,1.7945078525372082e-06,97445.06726868544,29136.3939934332,13809.29981230124,7609.081840927301,13809.29981230124,5.428375970950583e-08,0.085,97445.06726868544,1,-39.470631775280296,2278.752087837497,1.7402240928277024e-06,1,0.085,3.833749360637739e-05,0.0,29136.39399343322,29136.39399343322,16,29136.39399343322,5.673874378204346,29136.3939934332,0.0,0.0,16,1360000
-20.342969169026375,14491.883571199016,17,0.0,17,0.0,200,1564.9933202573284,14491.883571199016,0.0,17,5855.83269898295,200,0.0,0.0,0.0,14491.883571199016,3.664752625809342e-07,69965.4244412314,14491.883571199016,12032.880257621422,5855.83269898295,12032.880257621422,2.399934260211012e-07,0.07,69965.4244412314,1,-20.342969169026375,1564.9933202573284,1.2648183655983303e-07,1,0.07,0.00016822022735141218,0.0,14491.883571199016,14491.883571199016,17,14491.883571199016,5.674262523651123,14491.883571199016,0.0,0.0,17,1440000
-24.981264549586978,24799.67379951424,18,0.0,18,0.0,200,1923.2346139919123,24799.67379951424,0.0,18,7678.876368445286,200,0.0,0.0,0.0,24799.67379951424,6.417085387511179e-07,113908.24489241058,24799.673799514247,15217.826434709752,7678.876368445286,15217.826434709752,4.337670134191285e-08,0.09,113908.24489241058,1,-24.981264549586978,1923.2346139919123,5.98331837409205e-07,1,0.09,3.0675961170345545e-05,0.0,24799.67379951424,24799.67379951424,18,24799.67379951424,5.674718379974365,24799.673799514247,0.0,0.0,18,1520000
-34.18840127369041,2622.4400691326837,19,0.0,19,0.0,200,1468.4625393110503,2622.4400691326837,0.0,19,5361.183560592141,200,0.0,0.0,0.0,2622.4400691326837,-1.6641874026390724e-05,88467.89718712175,2622.4400691326828,10768.396297873465,5361.183560592141,10768.396297873465,2.531069185351953e-07,0.045,88467.89718712175,1,-34.18840127369041,1468.4625393110503,-1.689498094492592e-05,1,0.045,0.00017713839770294726,0.0,2622.4400691326837,2622.4400691326837,19,2622.4400691326837,5.652824401855469,2622.4400691326828,0.0,0.0,19,1600000
-42.771055134345396,12125.566479123934,20,0.0,20,0.0,200,1885.5524470036564,12125.566479123934,0.0,20,6843.727803075188,200,0.0,0.0,0.0,12125.566479123934,4.783405984198907e-06,117755.89302271268,12125.566479123943,13262.517949287712,6843.727803075188,13262.517949287712,4.8576566769042984e-08,0.05,117755.89302271268,1,-42.771055134345396,1885.5524470036564,4.734829417429864e-06,1,0.05,3.428460695431568e-05,0.0,12125.566479123934,12125.566479123934,20,12125.566479123934,5.658531665802002,12125.566479123943,0.0,0.0,20,1680000
-26.179650013038987,1102.8026979915114,21,0.0,21,0.0,200,2019.9036095708839,1102.8026979915114,0.0,21,7311.4380619315525,200,0.0,0.0,0.0,1102.8026979915114,-1.8065975382342003e-06,74383.74607205421,1102.8026979915112,12071.319753954864,7311.4380619315525,12071.319753954864,5.5238842833205126e-08,0.06,74383.74607205421,1,-26.179650013038987,2019.9036095708839,-1.8618363810674055e-06,1,0.06,3.900271622114815e-05,0.0,1102.8026979915114,1102.8026979915114,21,1102.8026979915114,5.656793117523193,1102.8026979915112,0.0,0.0,21,1760000
-23.631501084627004,705.5556169807408,22,0.0,22,0.0,200,2299.598413344157,705.5556169807408,0.0,22,8126.937696946323,200,0.0,0.0,0.0,705.5556169807408,-2.970305331473355e-06,76548.16158529885,705.5556169807413,14421.20633423134,8126.937696946323,14421.20633423134,2.529986886656843e-08,0.12,76548.16158529885,1,-23.631501084627004,2299.598413344157,-2.9956052003399236e-06,1,0.12,1.7894295524456538e-05,0.0,705.5556169807408,705.5556169807408,22,705.5556169807408,5.653769493103027,705.5556169807413,0.0,0.0,22,1840000
-35.92752198434031,-16.998934338238755,23,0.0,23,0.0,200,1861.1866523642173,-16.998934338238755,0.0,23,6405.7562598023715,200,0.0,0.0,0.0,-16.998934338238755,-4.4849076630271156e-07,91203.67601114177,-16.998934338238747,12127.656474941536,6405.7562598023715,12127.656474941536,3.16769614983059e-08,0.075,91203.67601114177,1,-35.92752198434031,1861.1866523642173,-4.801677278010175e-07,1,0.075,2.24180275836261e-05,0.0,-16.998934338238755,-16.998934338238755,23,-16.998934338238755,5.653647422790527,-16.998934338238747,0.0,0.0,23,1920000
-23.706968969300007,61.22031921525721,24,0.0,24,0.0,200,2360.758558011263,61.22031921525721,0.0,24,8333.420187650448,200,0.0,0.0,0.0,61.22031921525721,-3.5678317544807214e-06,126386.38185822818,61.22031921525721,17665.121342602408,8333.420187650448,17665.121342602408,1.312923814111855e-07,0.095,126386.38185822818,1,-23.706968969300007,2360.758558011263,-3.699124135891907e-06,1,0.095,9.258136560674757e-05,0.0,61.22031921525721,61.22031921525721,24,61.22031921525721,5.650387763977051,61.22031921525721,0.0,0.0,24,2000000
-22.610855992604986,2912.0035999230145,25,0.0,25,0.0,200,2150.8192025733147,2912.0035999230145,0.0,25,7659.997027440043,200,0.0,0.0,0.0,2912.0035999230145,2.495022215498466e-07,111463.93949418927,2912.0035999230163,15103.225082229817,7659.997027440043,15103.225082229817,7.547760105808266e-08,0.075,111463.93949418927,1,-22.610855992604986,2150.8192025733147,1.7402462049176393e-07,1,0.075,5.327548205968924e-05,0.0,2912.0035999230145,2912.0035999230145,25,2912.0035999230145,5.650596618652344,2912.0035999230163,0.0,0.0,25,2080000
-29.12534810908677,4616.309306720819,26,0.0,26,0.0,200,2837.5600596260065,4616.309306720819,0.0,26,9708.447145357937,200,0.0,0.0,0.0,4616.309306720819,-6.9438583523151465e-06,151362.2893186437,4616.309306720816,19063.45291758848,9708.447145357937,19063.45291758848,4.4997250370215625e-08,0.11,151362.2893186437,1,-29.12534810908677,2837.5600596260065,-6.988855602685362e-06,1,0.11,3.173653385601938e-05,0.0,4616.309306720819,4616.309306720819,26,4616.309306720819,5.64102840423584,4616.309306720816,0.0,0.0,26,2160000
-28.778758951333927,10321.94054073897,27,0.0,27,0.0,200,2236.903077152694,10321.94054073897,0.0,27,8192.637833152241,200,0.0,0.0,0.0,10321.94054073897,-4.30725503974827e-06,117894.62937759359,10321.940540738971,17487.140825133134,8192.637833152241,17487.140825133134,3.67832399206236e-07,0.07,117894.62937759359,1,-28.778758951333927,2236.903077152694,-4.675087438954506e-06,1,0.07,0.00022918483591638505,0.0,10321.94054073897,10321.94054073897,27,10321.94054073897,5.634011745452881,10321.940540738971,0.0,0.0,27,2240000
-24.020598112770166,2204.7685505614572,28,0.0,28,0.0,200,2487.672953424903,2204.7685505614572,0.0,28,8909.988473168241,200,0.0,0.0,0.0,2204.7685505614572,1.7657406488069682e-06,117253.23275041839,2204.768550561457,18313.76672575314,8909.988473168241,18313.76672575314,5.793788204755401e-08,0.135,117253.23275041839,1,-24.020598112770166,2487.672953424903,1.7078027667594142e-06,1,0.135,4.0868490032153204e-05,0.0,2204.7685505614572,2204.7685505614572,28,2204.7685505614572,5.63446569442749,2204.768550561457,0.0,0.0,28,2320000
-24.751764554238076,-10.531205775138908,29,0.0,29,0.0,200,2493.8476094199746,-10.531205775138908,0.0,29,9170.244416129537,200,0.0,0.0,0.0,-10.531205775138908,-4.6347759052878246e-06,101046.63683164107,-10.531205775138915,15634.013917450699,9170.244416129537,15634.013917450699,4.357571015134454e-08,0.14,101046.63683164107,1,-24.751764554238076,2493.8476094199746,-4.678351615439169e-06,1,0.14,3.080671012867242e-05,0.0,-10.531205775138908,-10.531205775138908,29,-10.531205775138908,5.629852771759033,-10.531205775138915,0.0,0.0,29,2400000
-54.88845092396368,96773.32481788319,30,1.0,30,0.0,200,1963.943271414332,96773.32481788319,1.0,30,6799.27657561111,200,0.0,0.0,0.0,96773.32481788319,-9.08693800738547e-06,66303.18200822792,96773.32481788311,10972.866229325646,6799.27657561111,10972.866229325646,2.898868842748925e-07,0.06,66303.18200822792,1,-54.88845092396368,1963.943271414332,-9.376824891660362e-06,1,0.06,0.0002027490409091115,0.0,96773.32481788319,96773.32481788319,30,96773.32481788319,5.6176347732543945,96773.32481788311,0.0,0.0,30,2480000
-59.40780297829126,609.8028179721264,31,0.0,31,0.0,200,3009.357445280604,609.8028179721264,0.0,31,10640.810662110262,200,0.0,0.0,0.0,609.8028179721264,-2.0931456674588844e-06,102784.89527178052,609.8028179721257,17972.55327195347,10640.810662110262,17972.55327195347,1.4636498235631734e-08,0.155,102784.89527178052,1,-59.40780297829126,3009.357445280604,-2.107782165694516e-06,1,0.155,1.0353351171943359e-05,0.0,609.8028179721264,609.8028179721264,31,609.8028179721264,5.617035388946533,609.8028179721257,0.0,0.0,31,2560000
-22.140577309103097,3793.1198583838463,32,0.0,32,0.0,200,2614.7581367404764,3793.1198583838463,0.0,32,8949.921258642764,200,0.0,0.0,0.0,3793.1198583838463,3.887161255988758e-06,102856.82392299273,3793.119858383848,15480.065138875741,8949.921258642764,15480.065138875741,2.044998836936429e-08,0.115,102856.82392299273,1,-22.140577309103097,2614.7581367404764,3.866711267619394e-06,1,0.115,1.4453701624006499e-05,0.0,3793.1198583838463,3793.1198583838463,32,3793.1198583838463,5.621553421020508,3793.119858383848,0.0,0.0,32,2640000
-28.276796278419592,389.6114315742787,33,0.0,33,0.0,200,2441.149134879397,389.6114315742787,0.0,33,8457.720814411372,200,0.0,0.0,0.0,389.6114315742787,1.855522214100347e-06,66363.3639339891,389.6114315742786,13740.769273524165,8457.720814411372,13740.769273524165,8.495248948747758e-08,0.115,66363.3639339891,1,-28.276796278419592,2441.149134879397,1.7705697246128693e-06,1,0.115,5.9978163335472345e-05,0.0,389.6114315742787,389.6114315742787,33,389.6114315742787,5.623137950897217,389.6114315742786,0.0,0.0,33,2720000
-41.55460146724328,-8.26969672755324,34,0.0,34,0.0,200,2275.056980610939,-8.26969672755324,0.0,34,7800.380893372784,200,0.0,0.0,0.0,-8.26969672755324,3.935461734272394e-07,72201.5090305557,-8.269696727553237,13195.532033411922,7800.380893372784,13195.532033411922,5.8048499340657145e-09,0.07,72201.5090305557,1,-41.55460146724328,2275.056980610939,3.877413234931737e-07,1,0.07,4.10782513426966e-06,0.0,-8.26969672755324,-8.26969672755324,34,-8.26969672755324,5.623281002044678,-8.269696727553237,0.0,0.0,34,2800000
-22.35325914974814,366.263961348917,35,0.0,35,0.0,200,3113.0561760149717,366.263961348917,0.0,35,11158.652129968019,200,0.0,0.0,0.0,366.263961348917,-1.623157288577204e-07,86366.86885256502,366.26396134891655,18253.806440999087,11158.652129968019,18253.806440999087,3.623773636718397e-08,0.135,86366.86885256502,1,-22.35325914974814,3113.0561760149717,-1.9855346522490436e-07,1,0.135,2.5621833628974855e-05,0.0,366.263961348917,366.263961348917,35,366.263961348917,5.6231279373168945,366.26396134891655,0.0,0.0,35,2880000
-37.26178130847886,12802.41172170656,36,0.0,36,0.0,200,2813.8855123311646,12802.41172170656,0.0,36,9981.306310124044,200,0.0,0.0,0.0,12802.41172170656,3.3581392244741437e-07,95566.3684733364,12802.411721706556,17087.81015342217,9981.306310124044,17087.81015342217,1.0333735644962871e-08,0.105,95566.3684733364,1,-37.26178130847886,2813.8855123311646,3.254801868024515e-07,1,0.105,7.314253707590979e-06,0.0,12802.41172170656,12802.41172170656,36,12802.41172170656,5.6232380867004395,12802.411721706556,0.0,0.0,36,2960000
-36.611498690384906,1694.7492289691959,37,0.0,37,0.0,200,2468.6694835516882,1694.7492289691959,0.0,37,9134.609708791912,200,0.0,0.0,0.0,1694.7492289691959,9.014082138492086e-07,119470.96123998813,1694.7492289691972,18767.483899353458,9134.609708791912,18767.483899353458,4.606391712513869e-08,0.08,119470.96123998813,1,-36.611498690384906,2468.6694835516882,8.553442967240699e-07,1,0.08,3.257289426983334e-05,0.0,1694.7492289691959,1694.7492289691959,37,1694.7492289691959,5.624199390411377,1694.7492289691972,0.0,0.0,37,3040000
-30.60433990891459,15054.471228612729,38,0.0,38,0.0,200,2627.420747566029,15054.471228612729,0.0,38,9441.666015981082,200,0.0,0.0,0.0,15054.471228612729,9.793752724363003e-06,142018.2563906376,15054.471228612732,17900.840943995478,9441.666015981082,17900.840943995478,1.37674760480877e-07,0.105,142018.2563906376,1,-30.60433990891459,2627.420747566029,9.656077963882126e-06,1,0.105,9.685278928373009e-05,0.0,15054.471228612729,15054.471228612729,38,15054.471228612729,5.636658668518066,15054.471228612732,0.0,0.0,38,3120000
-30.382269792238638,661.0495527372585,39,0.0,39,0.0,200,2559.692149288481,661.0495527372585,0.0,39,8691.98308669811,200,0.0,0.0,0.0,661.0495527372585,-2.6019288270617835e-06,105598.22099575376,661.0495527372581,17025.169050007065,8691.98308669811,17025.169050007065,1.0987173482135404e-07,0.085,105598.22099575376,1,-30.382269792238638,2559.692149288481,-2.7118005618831376e-06,1,0.085,7.73823558120057e-05,0.0,661.0495527372585,661.0495527372585,39,661.0495527372585,5.633850574493408,661.0495527372581,0.0,0.0,39,3200000
-27.633523753677196,1013.6825515828309,40,0.0,40,0.0,200,2918.7711060776423,1013.6825515828309,0.0,40,10430.595392985591,200,0.0,0.0,0.0,1013.6825515828309,1.1396530226193136e-06,106638.06291956101,1013.6825515828311,19819.82375021115,10430.595392985591,19819.82375021115,9.685550139693078e-09,0.125,106638.06291956101,1,-27.633523753677196,2918.7711060776423,1.1299674724796205e-06,1,0.125,6.8596345954574645e-06,0.0,1013.6825515828309,1013.6825515828309,40,1013.6825515828309,5.635330677032471,1013.6825515828311,0.0,0.0,40,3280000
-29.185396579336075,45527.47602625954,41,0.0,41,0.0,200,3177.5079027786187,45527.47602625954,0.0,41,11780.805480447887,200,0.0,0.0,0.0,45527.47602625954,4.482382792048156e-06,115634.69708882515,45527.47602625952,21397.569192198254,11780.805480447887,21397.569192198254,2.850492819561623e-08,0.13,115634.69708882515,1,-29.185396579336075,3177.5079027786187,4.45387786385254e-06,1,0.13,2.0154589947196655e-05,0.0,45527.47602625954,45527.47602625954,41,45527.47602625954,5.640315055847168,45527.47602625952,0.0,0.0,41,3360000
-21.106104752428443,885.5685021909202,42,0.0,42,0.0,200,2711.491158215031,885.5685021909202,0.0,42,9419.058925808238,200,0.0,0.0,0.0,885.5685021909202,4.807875029655406e-06,124260.31466237485,885.5685021909208,18215.880982837727,9419.058925808238,18215.880982837727,4.6024979383219033e-08,0.085,124260.31466237485,1,-21.106104752428443,2711.491158215031,4.761850050272187e-06,1,0.085,3.247074346290901e-05,0.0,885.5685021909202,885.5685021909202,42,885.5685021909202,5.64507532119751,885.5685021909208,0.0,0.0,42,3440000
-38.75138983322336,1113.0969588788023,43,0.0,43,0.0,200,2600.6023932841217,1113.0969588788023,0.0,43,8281.653986153782,200,0.0,0.0,0.0,1113.0969588788023,1.1181418813066557e-07,125468.13019864645,1113.0969588788014,16914.84790820222,8281.653986153782,16914.84790820222,4.2707689829057927e-08,0.09,125468.13019864645,1,-38.75138983322336,2600.6023932841217,6.910649830160764e-08,1,0.09,3.0152188628562726e-05,0.0,1113.0969588788023,1113.0969588788023,43,1113.0969588788023,5.645218372344971,1113.0969588788014,0.0,0.0,43,3520000
-24.345001619328027,2677.9985486531905,44,0.0,44,0.0,200,2524.1159471677047,2677.9985486531905,0.0,44,8701.02135327742,200,0.0,0.0,0.0,2677.9985486531905,4.722277026303345e-06,100677.66622310618,2677.998548653189,16578.958669742507,8701.02135327742,16578.958669742507,1.1774454833357595e-07,0.1,100677.66622310618,1,-24.345001619328027,2524.1159471677047,4.604532477969769e-06,1,0.1,8.335126040037721e-05,0.0,2677.9985486531905,2677.9985486531905,44,2677.9985486531905,5.653374671936035,2677.998548653189,0.0,0.0,44,3600000
-24.957281613110922,3156.228351305292,45,0.0,45,0.0,200,2193.3182738830515,3156.228351305292,0.0,45,8095.1210707931195,200,0.0,0.0,0.0,3156.228351305292,2.4273356302728644e-06,134896.14577424328,3156.2283513052894,17954.662735413658,8095.1210707931195,17954.662735413658,5.5206328397616744e-08,0.09,134896.14577424328,1,-24.957281613110922,2193.3182738830515,2.3721293018752476e-06,1,0.09,3.899729563272558e-05,0.0,3156.228351305292,3156.228351305292,45,3156.228351305292,5.654015064239502,3156.2283513052894,0.0,0.0,45,3680000
-26.12786383848861,7204.734470858254,46,0.0,46,0.0,200,2952.0106779094535,7204.734470858254,0.0,46,10075.480231499421,200,0.0,0.0,0.0,7204.734470858254,6.469293225563888e-07,123537.7583481174,7204.734470858255,17957.166125047832,10075.480231499421,17957.166125047832,1.2931934634252684e-08,0.09,123537.7583481174,1,-26.12786383848861,2952.0106779094535,6.339973879221361e-07,1,0.09,9.147564014710952e-06,0.0,7204.734470858254,7204.734470858254,46,7204.734470858254,5.6543474197387695,7204.734470858255,0.0,0.0,46,3760000
