MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/coffee-pull-v1/StdReturn,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/TerminationRate,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTest/coffee-pull-v1/NumTrajs,TotalEnvSteps,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/Iteration
0.0,10,-96.04937181115574,-50.31321511925826,-50.31321511925826,18.72416960583559,-39.585533691758194,-50.31321511925826,-50.31321511925826,0.0,18.72416960583559,21,0.0,-39.585533691758194,-96.04937181115574,10,728000,0.0,21
0.0,10,-84.57298902376682,137.56958475958407,137.56958475958422,608.736872422331,1963.0238210977893,137.56958475958407,137.56958475958422,0.0,608.736872422331,22,0.0,1963.0238210977893,-84.57298902376682,10,752000,0.0,22
0.0,10,-95.0692413352644,-61.66380250502484,-61.66380250502484,20.025321647490742,-33.2490634692839,-61.66380250502484,-61.66380250502484,0.0,20.025321647490742,23,0.0,-33.2490634692839,-95.0692413352644,10,776000,0.0,23
0.0,10,-90.6589470288413,-47.89423995527501,-47.89423995527499,38.37506651222643,58.17348283266239,-47.89423995527501,-47.89423995527499,0.0,38.37506651222643,24,0.0,58.17348283266239,-90.6589470288413,10,800000,0.0,24
0.0,10,-120.3639108003637,-69.06323472971329,-69.06323472971329,22.74673187044234,-46.010290012639324,-69.06323472971329,-69.06323472971329,0.0,22.74673187044234,25,0.0,-46.010290012639324,-120.3639108003637,10,824000,0.0,25
0.0,10,-57.49107214683503,1676.3396034068378,1676.3396034068369,4215.4495987756645,14240.674274568424,1676.3396034068378,1676.3396034068369,0.0,4215.4495987756645,26,0.0,14240.674274568424,-57.49107214683503,10,848000,0.0,26
0.0,10,-85.77880226631954,-49.65359626811459,-49.65359626811459,12.3524506315104,-42.71803518651203,-49.65359626811459,-49.65359626811459,0.0,12.3524506315104,27,0.0,-42.71803518651203,-85.77880226631954,10,872000,0.0,27
0.0,10,-89.67220859875997,-49.29347121921563,-49.293471219215625,25.082845368864596,10.577768300310236,-49.29347121921563,-49.293471219215625,0.0,25.082845368864596,28,0.0,10.577768300310236,-89.67220859875997,10,896000,0.0,28
0.0,10,-49.5120623696888,-43.26096327673883,-43.26096327673883,4.60819040753209,-34.30499059447231,-43.26096327673883,-43.26096327673883,0.0,4.60819040753209,29,0.0,-34.30499059447231,-49.5120623696888,10,920000,0.0,29
0.0,10,-85.90053931704979,152.37725991627596,152.37725991627588,432.569772468576,1274.9419410615044,152.37725991627596,152.37725991627588,0.0,432.569772468576,30,0.0,1274.9419410615044,-85.90053931704979,10,944000,0.0,30
0.0,10,-92.8438470975572,-47.94528026008577,-47.945280260085774,36.76402537006494,43.44032326035281,-47.94528026008577,-47.945280260085774,0.0,36.76402537006494,31,0.0,43.44032326035281,-92.8438470975572,10,968000,0.0,31
0.0,10,-90.91737565478785,4739.540275064151,4739.540275064149,13932.17713146719,46518.70348655443,4739.540275064151,4739.540275064149,0.0,13932.17713146719,32,0.0,46518.70348655443,-90.91737565478785,10,992000,0.0,32
0.0,10,-98.09965223605631,357.57602039601926,357.5760203960191,845.3017713183502,2062.127384797743,357.57602039601926,357.5760203960191,0.1,845.3017713183502,33,0.0,2062.127384797743,-98.09965223605631,10,1016000,0.1,33
0.0,10,-88.76224917096171,904.6034709223217,904.6034709223211,2904.4642976294617,9617.789394762674,904.6034709223217,904.6034709223211,0.2,2904.4642976294617,34,0.0,9617.789394762674,-88.76224917096171,10,1040000,0.2,34
0.0,10,-126.3077955336104,1638.3761804910778,1638.37618049108,5139.634943406839,17056.983842976962,1638.3761804910778,1638.37618049108,0.1,5139.634943406839,35,0.0,17056.983842976962,-126.3077955336104,10,1064000,0.1,35
0.0,10,-76.86096755059184,64.85986267002679,64.85986267002681,276.94229025714367,865.1000825317685,64.85986267002679,64.85986267002681,0.0,276.94229025714367,36,0.0,865.1000825317685,-76.86096755059184,10,1088000,0.0,36
0.0,10,-89.51685136239075,141.00848064990203,141.00848064990208,603.0402639200823,1949.1352164791801,141.00848064990203,141.00848064990208,0.0,603.0402639200823,37,0.0,1949.1352164791801,-89.51685136239075,10,1112000,0.0,37
0.0,10,-83.17232354343865,247.13946995621328,247.13946995621322,778.237930506117,2564.888132344299,247.13946995621328,247.13946995621322,0.0,778.237930506117,38,0.0,2564.888132344299,-83.17232354343865,10,1136000,0.0,38
0.0,10,-89.72146727750312,231.5525021098503,231.55250210985037,650.5897362007455,2114.6212902724806,231.5525021098503,231.55250210985037,0.0,650.5897362007455,39,0.0,2114.6212902724806,-89.72146727750312,10,1160000,0.0,39
0.0,10,-97.45277261142448,-19.28551270902998,-19.285512709029994,133.95231764296958,376.92779792943116,-19.28551270902998,-19.285512709029994,0.1,133.95231764296958,40,0.0,376.92779792943116,-97.45277261142448,10,1184000,0.1,40
0.0,10,-75.81877613603962,-19.15022638415451,-19.150226384154543,94.59607324014917,262.02747427435895,-19.15022638415451,-19.150226384154543,0.0,94.59607324014917,41,0.0,262.02747427435895,-75.81877613603962,10,1208000,0.0,41
0.0,10,-92.69631765598925,1490.9378816903586,1490.937881690359,3126.133684777688,10357.771779406146,1490.9378816903586,1490.937881690359,0.1,3126.133684777688,42,0.0,10357.771779406146,-92.69631765598925,10,1232000,0.1,42
0.0,10,-80.53151814601746,-39.08262690993081,-39.082626909930845,61.05655614864022,138.43405301651572,-39.08262690993081,-39.082626909930845,0.0,61.05655614864022,43,0.0,138.43405301651572,-80.53151814601746,10,1256000,0.0,43
0.0,10,-77.58913105774118,1277.440477855025,1277.4404778550256,3356.319407223587,11308.88989025356,1277.440477855025,1277.4404778550256,0.1,3356.319407223587,44,0.0,11308.88989025356,-77.58913105774118,10,1280000,0.1,44
0.0,10,-80.43599175861216,48.32840851834861,48.32840851834858,159.8957569566473,437.0186804322162,48.32840851834861,48.32840851834858,0.0,159.8957569566473,45,0.0,437.0186804322162,-80.43599175861216,10,1304000,0.0,45
0.0,10,-60.462548434422956,6583.052869102375,6583.052869102379,13793.55603792577,42334.85823294737,6583.052869102375,6583.052869102379,0.2,13793.55603792577,46,0.0,42334.85823294737,-60.462548434422956,10,1328000,0.2,46
0.0,10,-94.88837294740812,7692.513932125735,7692.513932125732,20133.586603453656,67605.68004700931,7692.513932125735,7692.513932125732,0.1,20133.586603453656,47,0.0,67605.68004700931,-94.88837294740812,10,1352000,0.1,47
0.0,10,-96.83376811960953,530.1140284644844,530.1140284644847,1333.7920014638626,4244.555481956681,530.1140284644844,530.1140284644847,0.1,1333.7920014638626,48,0.0,4244.555481956681,-96.83376811960953,10,1376000,0.1,48
0.0,10,-93.11718097297734,1184.8039020409046,1184.8039020409049,1908.327100471723,5583.987813307544,1184.8039020409046,1184.8039020409049,0.1,1908.327100471723,49,0.0,5583.987813307544,-93.11718097297734,10,1400000,0.1,49
0.0,10,-131.25896336330294,4738.876365283544,4738.876365283546,14130.691241439788,47123.39413399749,4738.876365283544,4738.876365283546,0.0,14130.691241439788,50,0.0,47123.39413399749,-131.25896336330294,10,1424000,0.0,50
0.0,10,-85.74509955521034,-59.522272769197265,-59.52227276919725,26.610546202868374,5.204285336084417,-59.522272769197265,-59.52227276919725,0.1,26.610546202868374,51,0.0,5.204285336084417,-85.74509955521034,10,1448000,0.1,51
0.0,10,-96.20465169455595,1141.080616909212,1141.080616909212,1969.409565752681,5616.902171453459,1141.080616909212,1141.080616909212,0.1,1969.409565752681,52,0.0,5616.902171453459,-96.20465169455595,10,1472000,0.1,52
0.0,10,-94.82948048337086,2226.6561077844235,2226.656107784422,6245.978484540888,20909.577384179873,2226.6561077844235,2226.656107784422,0.1,6245.978484540888,53,0.0,20909.577384179873,-94.82948048337086,10,1496000,0.1,53
0.0,10,-108.1549365959302,348.74994352006024,348.7499435200602,817.8857300791292,2617.2140442705745,348.74994352006024,348.7499435200602,0.0,817.8857300791292,54,0.0,2617.2140442705745,-108.1549365959302,10,1520000,0.0,54
0.0,10,-125.88848096485995,987.7571636664358,987.7571636664355,2426.823362656105,8060.128072993702,987.7571636664358,987.7571636664355,0.1,2426.823362656105,55,0.0,8060.128072993702,-125.88848096485995,10,1544000,0.1,55
0.0,10,-91.31350293687571,29889.327857484597,29889.327857484615,59130.60671981235,157922.50973603493,29889.327857484597,29889.327857484615,0.3,59130.60671981235,56,0.0,157922.50973603493,-91.31350293687571,10,1568000,0.3,56
0.0,10,-123.53101544822492,453.373928507888,453.37392850788785,1377.0269256421768,4576.809817824437,453.373928507888,453.37392850788785,0.0,1377.0269256421768,57,0.0,4576.809817824437,-123.53101544822492,10,1592000,0.0,57
0.0,10,-113.83758493227455,12774.914158974425,12774.91415897443,38505.22646119087,128290.55014693561,12774.914158974425,12774.91415897443,0.1,38505.22646119087,58,0.0,128290.55014693561,-113.83758493227455,10,1616000,0.1,58
0.0,10,-115.70736866106125,1177.3871444997305,1177.3871444997305,3686.832468061742,12237.666946293657,1177.3871444997305,1177.3871444997305,0.1,3686.832468061742,59,0.0,12237.666946293657,-115.70736866106125,10,1640000,0.1,59
0.0,10,-83.34401111118217,1203.6249077643615,1203.6249077643602,2377.593924995269,6877.085823364043,1203.6249077643615,1203.6249077643602,0.1,2377.593924995269,60,0.0,6877.085823364043,-83.34401111118217,10,1664000,0.1,60
0.0,10,-81.69546520835219,11275.096881165186,11275.096881165186,28396.733201140683,95534.51024586528,11275.096881165186,11275.096881165186,0.1,28396.733201140683,61,0.0,95534.51024586528,-81.69546520835219,10,1688000,0.1,61
0.0,10,-79.53474211403356,7883.414884648026,7883.414884648026,18706.576286893065,61973.16135426148,7883.414884648026,7883.414884648026,0.1,18706.576286893065,62,0.0,61973.16135426148,-79.53474211403356,10,1712000,0.1,62
0.0,10,-87.972422064859,1279.302690245537,1279.3026902455379,2219.6438573997007,6101.966076245553,1279.302690245537,1279.3026902455379,0.0,2219.6438573997007,63,0.0,6101.966076245553,-87.972422064859,10,1736000,0.0,63
0.0,10,-45.87393063554796,19502.032417125654,19502.032417125658,37860.02917302805,112190.66932019057,19502.032417125654,19502.032417125658,0.1,37860.02917302805,64,0.0,112190.66932019057,-45.87393063554796,10,1760000,0.1,64
0.0,10,-90.3633682074371,20360.485623788765,20360.485623788765,31007.21952014295,87860.93141926834,20360.485623788765,20360.485623788765,0.2,31007.21952014295,65,0.0,87860.93141926834,-90.3633682074371,10,1784000,0.2,65
0.0,10,-65.03374115233109,30993.488648899587,30993.488648899587,54390.825251105714,167092.58187222164,30993.488648899587,30993.488648899587,0.3,54390.825251105714,66,0.0,167092.58187222164,-65.03374115233109,10,1808000,0.3,66
0.0,10,-92.24660911809652,249.9311010174306,249.93110101743065,789.4087425894311,2588.087805053774,249.9311010174306,249.93110101743065,0.0,789.4087425894311,67,0.0,2588.087805053774,-92.24660911809652,10,1832000,0.0,67
0.0,10,-93.4405553486024,594.794952402691,594.794952402691,1251.4510133603399,4180.291242090368,594.794952402691,594.794952402691,0.0,1251.4510133603399,68,0.0,4180.291242090368,-93.4405553486024,10,1856000,0.0,68
0.0,10,-88.8987433208005,168.5818317594423,168.581831759442,686.9723739109772,2228.328830456093,168.5818317594423,168.581831759442,0.0,686.9723739109772,69,0.0,2228.328830456093,-88.8987433208005,10,1880000,0.0,69
0.0,10,-94.16640569423886,3554.3372778979674,3554.337277897966,10255.140802250238,34272.469497911676,3554.3372778979674,3554.337277897966,0.1,10255.140802250238,70,0.0,34272.469497911676,-94.16640569423886,10,1904000,0.1,70
0.0,10,-67.96413316204674,8340.604822853667,8340.604822853667,15288.737126723285,52015.95578902981,8340.604822853667,8340.604822853667,0.1,15288.737126723285,71,0.0,52015.95578902981,-67.96413316204674,10,1928000,0.1,71
0.0,10,-41.94652192969531,40762.478036788525,40762.47803678853,58486.595892919744,191286.63640192032,40762.478036788525,40762.47803678853,0.3,58486.595892919744,72,0.0,191286.63640192032,-41.94652192969531,10,1952000,0.3,72
