MetaTest/push-v1/AverageReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/TerminationRate,GaussianMLPPolicy/KLAfter,MetaTest/Average/MaxReturn,push-v1/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/MinReturn,MetaTest/push-v1/Iteration,push-v1/Iteration,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/KLBefore,Iteration,push-v1/NumEpisodes,Average/TerminationRate,MetaTest/push-v1/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/push-v1/SuccessRate,Average/Iteration,Average/AverageDiscountedReturn,Average/SuccessRate,MetaTest/Average/StdReturn,Average/NumEpisodes,Average/MaxReturn,GaussianMLPPolicy/LossBefore,push-v1/MinReturn,Average/AverageReturn,Average/StdReturn,MetaTest/Average/TerminationRate,GaussianMLPPolicy/dLoss,MetaTest/Average/SuccessRate,Average/MinReturn,GaussianMLPPolicy/Entropy,push-v1/AverageReturn,TotalEnvSteps,push-v1/AverageDiscountedReturn,MetaTest/push-v1/MaxReturn,push-v1/TerminationRate,MetaTest/push-v1/AverageDiscountedReturn,push-v1/MaxReturn,push-v1/SuccessRate,MetaTest/Average/NumEpisodes
-45.45648626725997,14.72309366521068,0.0,0.00889972597360611,-21.808375236466322,12.062416469160409,0,-45.45648626725996,-72.2799472327138,0,0,-8.632820390630513e-05,0.0,0,200,0.0,10,-45.45648626725997,-72.2799472327138,0.0,0,-20.187480552399617,0.0,14.72309366521068,200,15.262502380726467,0.0008909129537642002,-82.41531071259219,-55.398418465289495,12.062416469160409,0.0,0.0009772411576705053,0.0,-82.41531071259219,5.69402551651001,-55.398418465289495,80000,-20.187480552399617,-21.808375236466322,0.0,-45.45648626725996,15.262502380726467,0.0,10
,,,0.009309997782111168,,4370.98630839094,,,,,1,-0.0021654607262462378,0.0,1,200,0.0,,,,,1,60.45489339269752,0.005,,200,61858.37127829017,-0.0010780257871374488,-84.811002837846,315.3322207298523,4370.98630839094,,0.001087434939108789,,-84.811002837846,5.673464775085449,315.3322207298523,160000,60.45489339269752,,0.0,,61858.37127829017,0.005,
,,,0.00822107307612896,,745.9977907180851,,,,,2,-0.00025765661848708987,0.0,2,200,0.0,,,,,2,61.50049789753255,0.0,,200,5356.544240779709,0.00044889809214510024,-64.8464901863242,169.33475542646002,745.9977907180851,,0.0007065547106321901,,-64.8464901863242,5.68350076675415,169.33475542646002,240000,61.50049789753255,,0.0,,5356.544240779709,0.0,
,,,0.005924579221755266,,913.8585229694305,,,,,3,-0.000949281093198806,0.0,3,200,0.0,,,,,3,87.72201617793107,0.0,,200,5541.633880785309,-0.0006317009101621807,-51.73160763820159,299.4970949924131,913.8585229694305,,0.0003175801830366254,,-51.73160763820159,5.6595683097839355,299.4970949924131,320000,87.72201617793107,,0.0,,5541.633880785309,0.0,
,,,0.00727409403771162,,2060.8419925134035,,,,,4,-7.15446294634603e-05,0.0,4,200,0.0,,,,,4,212.57901395350694,0.01,,200,18023.431443111014,-4.703141894424334e-05,-43.383606222326875,665.2797462771737,2060.8419925134035,,2.4513210519216955e-05,,-43.383606222326875,5.647293567657471,665.2797462771737,400000,212.57901395350694,,0.0,,18023.431443111014,0.01,
,,,0.0012765458086505532,,3299.564075194732,,,,,5,-2.1185751393204555e-05,0.0,5,200,0.0,,,,,5,482.60657230223035,0.025,,200,27681.741179196073,-1.904240889416542e-05,-47.888351232494024,1661.232253641734,3299.564075194732,,2.143342499039136e-06,,-47.888351232494024,5.622189998626709,1661.232253641734,480000,482.60657230223035,,0.0,,27681.741179196073,0.025,
,,,0.005874483846127987,,3905.138105804552,,,,,6,-5.680681351805106e-05,0.0,6,200,0.0,,,,,6,547.9647558314291,0.02,,200,26172.9905454787,-4.3646527046803385e-05,-35.42642112085942,1773.5800653237984,3905.138105804552,,1.3160286471247673e-05,,-35.42642112085942,5.5795817375183105,1773.5800653237984,560000,547.9647558314291,,0.0,,26172.9905454787,0.02,
,,,0.0031577970366925,,4599.966983013422,,,,,7,-2.4026552637224086e-05,0.0,7,200,0.0,,,,,7,844.0799727699111,0.025,,200,31160.52490941095,-1.8275302863912657e-05,-40.445055801846856,2618.8689518590936,4599.966983013422,,5.751249773311429e-06,,-40.445055801846856,5.55804443359375,2618.8689518590936,640000,844.0799727699111,,0.0,,31160.52490941095,0.025,
,,,0.00992884673178196,,5410.080671967803,,,,,8,-5.090781996841542e-06,0.0,8,200,0.0,,,,,8,945.4948497498453,0.025,,200,32753.10547390219,2.7725338441086933e-05,-26.419295213871912,3004.784107776304,5410.080671967803,,3.2816120437928475e-05,,-26.419295213871912,5.577699184417725,3004.784107776304,720000,945.4948497498453,,0.0,,32753.10547390219,0.025,
,,,0.0008291701669804752,,6753.793516140575,,,,,9,-1.2294313819438685e-05,0.0,9,200,0.0,,,,,9,1365.2814029053418,0.04,,200,35800.141530856505,-1.0927442417596467e-05,-37.88592071031857,4627.060311012173,6753.793516140575,,1.3668714018422179e-06,,-37.88592071031857,5.564100742340088,4627.060311012173,800000,1365.2814029053418,,0.0,,35800.141530856505,0.04,
9927.182818974708,9517.917333578713,0.0,0.00010951039439532906,29868.63783648981,10680.67060875618,1,9927.182818974708,129.1239851882798,1,10,-7.47146532376064e-06,0.0,10,200,0.0,10,9927.182818974708,129.1239851882798,0.0,10,1883.673300871639,0.03,9517.917333578713,200,69794.33699115881,-7.315683433262166e-06,-36.250389681810105,6574.265926999808,10680.67060875618,0.0,1.5578189049847424e-07,0.0,-36.250389681810105,5.554149150848389,6574.265926999808,880000,1883.673300871639,29868.63783648981,0.0,9927.182818974708,69794.33699115881,0.03,10
,,,2.749937448243145e-05,,9043.970958878797,,,,,11,1.753494842660075e-07,0.0,11,200,0.0,,,,,11,1743.6134437603312,0.06,,200,46157.47516340536,2.1429113417070766e-07,-61.47123901390995,6050.064419156126,9043.970958878797,,3.894164990470017e-08,,-61.47123901390995,5.554358959197998,6050.064419156126,960000,1743.6134437603312,,0.0,,46157.47516340536,0.06,
,,,0.000284718960756436,,6888.769815709165,,,,,12,-1.203765714308247e-05,0.0,12,200,0.0,,,,,12,1292.0092331844241,0.04,,200,53430.51394023433,-1.1628998436208349e-05,-21.816565280005747,4298.066508339447,6888.769815709165,,4.08658706874121e-07,,-21.816565280005747,5.5394134521484375,4298.066508339447,1040000,1292.0092331844241,,0.0,,53430.51394023433,0.04,
,,,0.00010107279376825318,,13230.83072163534,,,,,13,-4.504793650994543e-06,0.0,13,200,0.0,,,,,13,2353.304256062724,0.05,,200,81068.96468514887,-4.3614331843855325e-06,-26.732606610650922,8154.258167050241,13230.83072163534,,1.4336046660901047e-07,,-26.732606610650922,5.532132148742676,8154.258167050241,1120000,2353.304256062724,,0.0,,81068.96468514887,0.05,
,,,2.7163503546034917e-05,,9528.713368942743,,,,,14,-2.731883341766661e-06,0.0,14,200,0.0,,,,,14,1695.5378281506805,0.02,,200,59871.595840560294,-2.693428996281e-06,-24.089446776428463,5995.033322101007,9528.713368942743,,3.845434548566118e-08,,-24.089446776428463,5.529205322265625,5995.033322101007,1200000,1695.5378281506805,,0.0,,59871.595840560294,0.02,
,,,0.00198046094737947,,11013.068413985873,,,,,15,-1.060647082340438e-05,0.0,15,200,0.0,,,,,15,1902.0793203950673,0.075,,200,63238.334704381785,-7.503086635551881e-06,-27.614059709706233,6763.843606504775,11013.068413985873,,3.103384187852498e-06,,-27.614059709706233,5.519593238830566,6763.843606504775,1280000,1902.0793203950673,,0.0,,63238.334704381785,0.075,
