MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/drawer-open-v1/AverageReturn,MetaTest/drawer-open-v1/Iteration,MetaTest/drawer-open-v1/MaxReturn,MetaTest/drawer-open-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/drawer-open-v1/MinReturn,MetaTest/drawer-open-v1/SuccessRate,MetaTest/drawer-open-v1/AverageDiscountedReturn,MetaTest/drawer-open-v1/StdReturn,TotalEnvSteps,MetaTest/Average/MinReturn,MetaTest/drawer-open-v1/NumTrajs
10,5.867334388368024,18,536.7969145672846,0.0,0.0,5.867334388367999,18,536.7969145672846,0.0,177.7426258339694,5.867334388367999,-68.34073024874624,0.0,5.867334388368024,177.7426258339694,656000,-68.34073024874624,10
10,137.00127622156165,19,1287.4113861876863,0.0,0.0,137.00127622156168,19,1287.4113861876863,0.0,404.5127656631744,137.00127622156168,-64.75788310334674,0.0,137.00127622156165,404.5127656631744,680000,-64.75788310334674,10
10,386.23311532586536,20,2124.8528419419144,0.0,0.0,386.2331153258653,20,2124.8528419419144,0.0,708.6844335858691,386.2331153258653,-57.36030965484707,0.0,386.23311532586536,708.6844335858691,704000,-57.36030965484707,10
10,-50.34882017752259,21,-14.85751294716774,0.0,0.0,-50.34882017752257,21,-14.85751294716774,0.0,33.54854773617442,-50.34882017752257,-125.6161142197883,0.0,-50.34882017752259,33.54854773617442,728000,-125.6161142197883,10
10,-45.83263211358332,22,-16.59608074232011,0.0,0.0,-45.832632113583266,22,-16.59608074232011,0.0,27.500333844942364,-45.832632113583266,-105.78427191737649,0.0,-45.83263211358332,27.500333844942364,752000,-105.78427191737649,10
10,903.26581067684,23,3402.983703806128,0.0,0.0,903.26581067684,23,3402.983703806128,0.0,1477.5592933563773,903.26581067684,-91.50370775190751,0.0,903.26581067684,1477.5592933563773,776000,-91.50370775190751,10
10,164.97554520054993,24,2129.982953065855,0.0,0.0,164.9755452005502,24,2129.982953065855,0.0,655.6072250741654,164.9755452005502,-104.20688243053922,0.0,164.97554520054993,655.6072250741654,800000,-104.20688243053922,10
10,373.1852709405938,25,2461.248298917613,0.0,0.0,373.18527094059397,25,2461.248298917613,0.0,773.5822484428207,373.18527094059397,-62.85840292014171,0.0,373.1852709405938,773.5822484428207,824000,-62.85840292014171,10
10,-8.993957121242435,26,203.40460086493772,0.0,0.0,-8.99395712124243,26,203.40460086493772,0.0,72.16727475696628,-8.99395712124243,-66.40426576117055,0.0,-8.993957121242435,72.16727475696628,848000,-66.40426576117055,10
10,-62.28394333414195,27,-24.883737796849314,0.0,0.0,-62.28394333414193,27,-24.883737796849314,0.0,24.642866663388418,-62.28394333414193,-97.46345612472149,0.0,-62.28394333414195,24.642866663388418,872000,-97.46345612472149,10
10,180.0334822819612,28,1506.8492485374743,0.0,0.0,180.0334822819612,28,1506.8492485374743,0.0,460.47577880409887,180.0334822819612,-68.51850998269227,0.0,180.0334822819612,460.47577880409887,896000,-68.51850998269227,10
10,-55.236712858630064,29,61.78557502400186,0.0,0.0,-55.23671285863003,29,61.78557502400186,0.0,50.40401035472074,-55.23671285863003,-107.41496968432882,0.0,-55.236712858630064,50.40401035472074,920000,-107.41496968432882,10
10,62.78516343524878,30,299.0858847642958,0.0,0.0,62.78516343524878,30,299.0858847642958,0.0,113.4389859144921,62.78516343524878,-31.19689046771365,0.0,62.78516343524878,113.4389859144921,944000,-31.19689046771365,10
10,-4.116060898697407,31,177.3839162670384,0.0,0.0,-4.116060898697398,31,177.3839162670384,0.0,61.22765127733984,-4.116060898697398,-48.50512324044732,0.0,-4.116060898697407,61.22765127733984,968000,-48.50512324044732,10
10,393.55105676114243,32,3305.3936225837288,0.0,0.0,393.5510567611426,32,3305.3936225837288,0.0,1030.012504979516,393.5510567611426,-85.44318725106308,0.0,393.55105676114243,1030.012504979516,992000,-85.44318725106308,10
10,54.1886374451296,33,1040.7891308055443,0.0,0.0,54.188637445129544,33,1040.7891308055443,0.0,329.49525320699735,54.188637445129544,-94.81928303198518,0.0,54.1886374451296,329.49525320699735,1016000,-94.81928303198518,10
10,157.9544888538741,34,1964.823426997522,0.0,0.0,157.9544888538742,34,1964.823426997522,0.0,607.0814087984019,157.9544888538742,-95.40391743130633,0.0,157.9544888538741,607.0814087984019,1040000,-95.40391743130633,10
10,-64.02040172352996,35,-25.6698310306513,0.0,0.0,-64.02040172353,35,-25.6698310306513,0.0,28.57524046430284,-64.02040172353,-131.53347461206755,0.0,-64.02040172352996,28.57524046430284,1064000,-131.53347461206755,10
10,182.39235499419766,36,2221.083506581101,0.0,0.0,182.3923549941978,36,2221.083506581101,0.0,679.8350662773621,182.3923549941978,-81.26602289818693,0.0,182.39235499419766,679.8350662773621,1088000,-81.26602289818693,10
10,-26.445046365279723,37,22.330137793244866,0.0,0.0,-26.445046365279723,37,22.330137793244866,0.0,22.306284632197485,-26.445046365279723,-63.99561183275146,0.0,-26.445046365279723,22.306284632197485,1112000,-63.99561183275146,10
10,-34.909854724454206,38,57.28943797875975,0.0,0.0,-34.90985472445421,38,57.28943797875975,0.0,44.15791944651908,-34.90985472445421,-77.26620392548965,0.0,-34.909854724454206,44.15791944651908,1136000,-77.26620392548965,10
10,-49.61294666784123,39,-18.217118562754795,0.0,0.0,-49.612946667841236,39,-18.217118562754795,0.0,25.302482502645823,-49.612946667841236,-93.69701584732493,0.0,-49.61294666784123,25.302482502645823,1160000,-93.69701584732493,10
10,510.56903986507643,40,4625.431722893642,0.0,0.0,510.5690398650763,40,4625.431722893642,0.0,1384.4497718362113,510.5690398650763,-79.55883906042236,0.0,510.56903986507643,1384.4497718362113,1184000,-79.55883906042236,10
10,-87.90385537476618,41,-68.05144513547748,0.0,0.0,-87.90385537476618,41,-68.05144513547748,0.0,14.081565569726795,-87.90385537476618,-112.37742766976771,0.0,-87.90385537476618,14.081565569726795,1208000,-112.37742766976771,10
10,-91.59738999744918,42,-66.39990534102671,0.0,0.0,-91.59738999744914,42,-66.39990534102671,0.0,14.97804989268379,-91.59738999744914,-108.01855726073138,0.0,-91.59738999744918,14.97804989268379,1232000,-108.01855726073138,10
10,-79.05671085356371,43,-26.660635201302455,0.0,0.1,-79.05671085356371,43,-26.660635201302455,0.0,29.80802742237519,-79.05671085356371,-126.78266794189213,0.1,-79.05671085356371,29.80802742237519,1256000,-126.78266794189213,10
10,-43.79087842896833,44,-24.29627349209362,0.0,0.0,-43.79087842896833,44,-24.29627349209362,0.0,9.386949682876859,-43.79087842896833,-55.17254790856936,0.0,-43.79087842896833,9.386949682876859,1280000,-55.17254790856936,10
10,48.092759135275905,45,941.1911236677649,0.0,0.0,48.0927591352759,45,941.1911236677649,0.0,298.0805937816773,48.0927591352759,-69.20410005742238,0.0,48.092759135275905,298.0805937816773,1304000,-69.20410005742238,10
10,-37.756873294403945,46,-13.375341219860447,0.0,0.0,-37.75687329440393,46,-13.375341219860447,0.0,21.62012520238868,-37.75687329440393,-74.1185734685405,0.0,-37.756873294403945,21.62012520238868,1328000,-74.1185734685405,10
10,635.614370779333,47,3400.995206143834,0.0,0.0,635.614370779333,47,3400.995206143834,0.0,1378.4148744951628,635.614370779333,-127.96573731576372,0.0,635.614370779333,1378.4148744951628,1352000,-127.96573731576372,10
10,60.46748950431879,48,1165.2774895899286,0.0,0.0,60.4674895043187,48,1165.2774895899286,0.0,368.5964312707272,60.4674895043187,-87.44643577370178,0.0,60.46748950431879,368.5964312707272,1376000,-87.44643577370178,10
10,-52.4010000216457,49,-14.397146769146582,0.0,0.1,-52.401000021645686,49,-14.397146769146582,0.0,31.216110149560578,-52.401000021645686,-110.50126414010559,0.1,-52.4010000216457,31.216110149560578,1400000,-110.50126414010559,10
10,-37.805606493225426,50,69.95383457033168,0.0,0.1,-37.805606493225426,50,69.95383457033168,0.0,39.819284813479534,-37.805606493225426,-73.36146731455256,0.1,-37.805606493225426,39.819284813479534,1424000,-73.36146731455256,10
10,-53.09395076273114,51,-16.27836281316731,0.0,0.1,-53.093950762731126,51,-16.27836281316731,0.0,20.979865883241967,-53.093950762731126,-90.9919828999434,0.1,-53.09395076273114,20.979865883241967,1448000,-90.9919828999434,10
10,-59.36080302860853,52,-26.113580700872614,0.0,0.0,-59.36080302860855,52,-26.113580700872614,0.0,15.89608986899958,-59.36080302860855,-78.40119831369304,0.0,-59.36080302860853,15.89608986899958,1472000,-78.40119831369304,10
10,-79.01693732234317,53,-53.06765099292489,0.0,0.0,-79.01693732234314,53,-53.06765099292489,0.0,17.998494573855652,-79.01693732234314,-109.09468028398635,0.0,-79.01693732234317,17.998494573855652,1496000,-109.09468028398635,10
10,-46.29920298046823,54,23.874762880854117,0.0,0.0,-46.29920298046822,54,23.874762880854117,0.0,33.882555803112965,-46.29920298046822,-101.2305254353476,0.0,-46.29920298046823,33.882555803112965,1520000,-101.2305254353476,10
10,-3.6345762667389288,55,514.3555545092629,0.0,0.0,-3.6345762667389074,55,514.3555545092629,0.0,173.99585060149556,-3.6345762667389074,-85.87103319918249,0.0,-3.6345762667389288,173.99585060149556,1544000,-85.87103319918249,10
10,-65.52338831713891,56,-27.628779619325513,0.0,0.0,-65.52338831713891,56,-27.628779619325513,0.0,23.308070123598174,-65.52338831713891,-121.36271534135373,0.0,-65.52338831713891,23.308070123598174,1568000,-121.36271534135373,10
10,272.1696268027326,57,3175.0441730776943,0.0,0.0,272.1696268027325,57,3175.0441730776943,0.0,968.016463481674,272.1696268027325,-94.00988375056063,0.0,272.1696268027326,968.016463481674,1592000,-94.00988375056063,10
10,197.12610038026958,58,2357.501959451172,0.0,0.0,197.1261003802696,58,2357.501959451172,0.0,720.6084729249282,197.1261003802696,-81.38677427125721,0.0,197.12610038026958,720.6084729249282,1616000,-81.38677427125721,10
10,-59.465586878880366,59,-27.204653654690276,0.0,0.0,-59.465586878880366,59,-27.204653654690276,0.0,20.273804794907356,-59.465586878880366,-101.89247460322133,0.0,-59.465586878880366,20.273804794907356,1640000,-101.89247460322133,10
10,8.624643937492817,60,581.9319258398618,0.0,0.0,8.624643937492849,60,581.9319258398618,0.0,192.33368044011854,8.624643937492849,-99.94296090736609,0.0,8.624643937492817,192.33368044011854,1664000,-99.94296090736609,10
10,246.27718494491666,61,3008.881276454178,0.0,0.0,246.27718494491677,61,3008.881276454178,0.0,921.3551119306549,246.27718494491677,-117.8746161063448,0.0,246.27718494491666,921.3551119306549,1688000,-117.8746161063448,10
10,4284.440852608704,62,43526.5749910968,0.0,0.1,4284.440852608701,62,43526.5749910968,0.0,13080.752602711465,4284.440852608701,-142.11937318195515,0.1,4284.440852608704,13080.752602711465,1712000,-142.11937318195515,10
10,-52.28813007736951,63,-17.917074865413596,0.0,0.0,-52.28813007736949,63,-17.917074865413596,0.0,25.463394860049974,-52.28813007736949,-101.91037921425733,0.0,-52.28813007736951,25.463394860049974,1736000,-101.91037921425733,10
10,-42.951820013681804,64,41.74668130720578,0.0,0.0,-42.951820013681804,64,41.74668130720578,0.0,34.1584480128475,-42.951820013681804,-77.61767302111816,0.0,-42.951820013681804,34.1584480128475,1760000,-77.61767302111816,10
10,-43.699147881962816,65,-22.113979545931272,0.0,0.1,-43.69914788196283,65,-22.113979545931272,0.0,14.223490153552108,-43.69914788196283,-70.57826658548153,0.1,-43.699147881962816,14.223490153552108,1784000,-70.57826658548153,10
10,-70.10380834189101,66,-52.34944204319188,0.0,0.0,-70.10380834189101,66,-52.34944204319188,0.0,7.986729348699912,-70.10380834189101,-87.14451380577721,0.0,-70.10380834189101,7.986729348699912,1808000,-87.14451380577721,10
10,-56.58863729601802,67,-20.082955319943302,0.0,0.0,-56.588637296018035,67,-20.082955319943302,0.0,22.98470637946201,-56.588637296018035,-90.63770514114002,0.0,-56.58863729601802,22.98470637946201,1832000,-90.63770514114002,10
10,-54.920861837100105,68,-18.28037254002915,0.0,0.0,-54.9208618371001,68,-18.28037254002915,0.0,29.898840619199248,-54.9208618371001,-125.53045881488198,0.0,-54.920861837100105,29.898840619199248,1856000,-125.53045881488198,10
10,-58.8364530889934,69,-27.013397932510227,0.0,0.0,-58.83645308899342,69,-27.013397932510227,0.0,17.605566336019503,-58.83645308899342,-75.79457923900442,0.0,-58.8364530889934,17.605566336019503,1880000,-75.79457923900442,10
10,-17.33211483329999,70,456.67682961895514,0.0,0.1,-17.332114833299915,70,456.67682961895514,0.0,160.20230770430166,-17.332114833299915,-114.19430045301584,0.1,-17.33211483329999,160.20230770430166,1904000,-114.19430045301584,10
10,-51.37544566264548,71,-23.065546598787183,0.0,0.0,-51.375445662645475,71,-23.065546598787183,0.0,22.93920904021831,-51.375445662645475,-100.41964518319534,0.0,-51.37544566264548,22.93920904021831,1928000,-100.41964518319534,10
10,5642.430620570061,72,56977.973480452136,0.0,0.1,5642.430620570061,72,56977.973480452136,0.0,17111.87111071604,5642.430620570061,-108.60952175173686,0.1,5642.430620570061,17111.87111071604,1952000,-108.60952175173686,10
10,-63.21108176075893,73,-36.39194114260449,0.0,0.0,-63.21108176075902,73,-36.39194114260449,0.0,24.545403061640588,-63.21108176075902,-105.541319704681,0.0,-63.21108176075893,24.545403061640588,1976000,-105.541319704681,10
