MetaTest/Average/AverageReturn,shelf-place-v1/NumEpisodes,MetaTest/Average/MaxReturn,TotalEnvSteps,MetaTest/shelf-place-v1/SuccessRate,Average/TerminationRate,shelf-place-v1/AverageDiscountedReturn,GaussianMLPPolicy/LossBefore,GaussianMLPPolicy/KLBefore,MetaTest/Average/Iteration,MetaTest/shelf-place-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/shelf-place-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,shelf-place-v1/TerminationRate,MetaTest/Average/StdReturn,Average/MaxReturn,MetaTest/shelf-place-v1/MaxReturn,MetaTest/shelf-place-v1/Iteration,Average/Iteration,shelf-place-v1/MinReturn,Average/AverageDiscountedReturn,shelf-place-v1/AverageReturn,GaussianMLPPolicy/LossAfter,shelf-place-v1/Iteration,Average/StdReturn,shelf-place-v1/StdReturn,shelf-place-v1/SuccessRate,GaussianMLPPolicy/Entropy,MetaTest/shelf-place-v1/TerminationRate,Average/SuccessRate,GaussianMLPPolicy/dLoss,Average/AverageReturn,Iteration,MetaTest/shelf-place-v1/StdReturn,MetaTest/shelf-place-v1/NumEpisodes,shelf-place-v1/MaxReturn,Average/NumEpisodes,MetaTest/Average/SuccessRate,MetaTest/shelf-place-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,GaussianMLPPolicy/KLAfter
-21.66082118804942,200,-21.66082118804942,3680000,0.0,0.0,-8.980322437365565,-0.0010589973535388708,0.0,45,-21.66082118804942,-21.66082118804942,-21.66082118804942,-21.66082118804942,-25.819117358320543,0.0,0.0,-13.655960341813977,-21.66082118804942,45,45,-25.819117358320543,-8.980322437365565,-20.279141445168037,-0.0022484580986201763,45,1.818047978021643,1.818047978021643,0.0,5.278709888458252,0.0,0.0,0.0011894607450813055,-20.279141445168037,45,0.0,1,-13.655960341813977,200,0.0,-21.66082118804942,1,0.0,0.009881182573735714
-22.782521133014736,200,-22.782521133014736,3760000,0.0,0.0,-8.863627456250931,-0.004385094158351421,0.0,46,-22.782521133014736,-22.782521133014736,-22.782521133014736,-22.782521133014733,-34.72924275488561,0.0,0.0,-14.04282831552525,-22.782521133014736,46,46,-34.72924275488561,-8.863627456250931,-20.029665139195433,-0.005941703915596008,46,2.750943763468358,2.750943763468358,0.0,5.243300437927246,0.0,0.0,0.001556609757244587,-20.029665139195433,46,0.0,1,-14.04282831552525,200,0.0,-22.782521133014733,1,0.0,0.006835608743131161
-20.76986912387697,200,-20.76986912387697,3840000,0.0,0.0,-8.757308569549707,0.0018611170817166567,0.0,47,-20.76986912387697,-20.76986912387697,-20.76986912387697,-20.769869123876976,-32.15555205865692,0.0,0.0,-14.171726999143374,-20.76986912387697,47,47,-32.15555205865692,-8.757308569549707,-19.739165025558542,0.00018895952962338924,47,2.3562472403600245,2.3562472403600245,0.0,5.274650573730469,0.0,0.0,0.0016721575520932674,-19.739165025558542,47,0.0,1,-14.171726999143374,200,0.0,-20.769869123876976,1,0.0,0.006592572666704655
-22.049897129749066,200,-22.049897129749066,3920000,0.0,0.0,-8.775374726775038,0.003169973148033023,0.0,48,-22.049897129749066,-22.049897129749066,-22.049897129749066,-22.04989712974908,-33.91660999997119,0.0,0.0,-16.81658036135392,-22.049897129749066,48,48,-33.91660999997119,-8.775374726775038,-19.89410891591909,0.0009675316396169364,48,2.2040992084645943,2.2040992084645943,0.0,5.324099540710449,0.0,0.0,0.0022024415084160864,-19.89410891591909,48,0.0,1,-16.81658036135392,200,0.0,-22.04989712974908,1,0.0,0.009996740147471428
-19.363379320585295,200,-19.363379320585295,4000000,0.0,0.0,-8.736832170906263,-0.003930953331291676,0.0,49,-19.363379320585295,-19.363379320585295,-19.363379320585295,-19.363379320585285,-35.99860456870913,0.0,0.0,-15.09856727724736,-19.363379320585295,49,49,-35.99860456870913,-8.736832170906263,-19.83400161407855,-0.005483797751367092,49,2.4388168952606013,2.4388168952606013,0.0,5.2943620681762695,0.0,0.0,0.0015528444200754166,-19.83400161407855,49,0.0,1,-15.09856727724736,200,0.0,-19.363379320585285,1,0.0,0.006567430682480335
-21.262314254782883,200,-21.262314254782883,4080000,0.0,0.0,-8.710638038738557,-0.006997465156018734,0.0,50,-21.262314254782883,-21.262314254782883,-21.262314254782883,-21.262314254782876,-70.027611200019,0.0,0.0,-15.922637119626332,-21.262314254782883,50,50,-70.027611200019,-8.710638038738557,-19.85486406440915,-0.008809737861156464,50,3.98561516456741,3.98561516456741,0.0,5.235771656036377,0.0,0.0,0.0018122727051377296,-19.85486406440915,50,0.0,1,-15.922637119626332,200,0.0,-21.262314254782876,1,0.0,0.007278445176780224
-18.756585534216573,200,-18.756585534216573,4160000,0.0,0.0,-8.711932513505841,-0.0015208243858069181,0.0,51,-18.756585534216573,-18.756585534216573,-18.756585534216573,-18.75658553421657,-26.67511935601339,0.0,0.0,-16.071172672974097,-18.756585534216573,51,51,-26.67511935601339,-8.711932513505841,-19.5824048816994,-0.0030607683584094048,51,1.6542516494843,1.6542516494843,0.0,5.224819660186768,0.0,0.0,0.0015399439726024866,-19.5824048816994,51,0.0,1,-16.071172672974097,200,0.0,-18.75658553421657,1,0.0,0.009892662055790424
-17.233043408509516,200,-17.233043408509516,4240000,0.0,0.0,-8.911164914922125,-0.005030561704188585,0.0,52,-17.233043408509516,-17.233043408509516,-17.233043408509516,-17.23304340850951,-34.963110295066066,0.0,0.0,-15.883305328634817,-17.233043408509516,52,52,-34.963110295066066,-8.911164914922125,-20.26472173085941,-0.006225858815014362,52,3.332419096288991,3.332419096288991,0.0,5.17250919342041,0.0,0.0,0.001195297110825777,-20.26472173085941,52,0.0,1,-15.883305328634817,200,0.0,-17.23304340850951,1,0.0,0.0064138928428292274
-18.427679687176564,200,-18.427679687176564,4320000,0.0,0.0,-9.255241236780503,-0.0005869861925020814,0.0,53,-18.427679687176564,-18.427679687176564,-18.427679687176564,-18.42767968717657,-34.58012832254225,0.0,0.0,-16.053579804867496,-18.427679687176564,53,53,-34.58012832254225,-9.255241236780503,-20.968692218525472,-0.001875556306913495,53,3.9757755468461466,3.9757755468461466,0.0,5.18218469619751,0.0,0.0,0.0012885701144114137,-20.968692218525472,53,0.0,1,-16.053579804867496,200,0.0,-18.42767968717657,1,0.0,0.006395193748176098
-25.13925034790249,200,-25.13925034790249,4400000,0.0,0.0,-8.546803937422444,0.0014204455073922873,0.0,54,-25.13925034790249,-25.13925034790249,-25.13925034790249,-25.139250347902472,-33.38870311244961,0.0,0.0,-16.6898195136914,-25.13925034790249,54,54,-33.38870311244961,-8.546803937422444,-19.279148541169103,0.00039184364140965044,54,1.7391336198265301,1.7391336198265301,0.0,5.236632823944092,0.0,0.0,0.0010286018659826368,-19.279148541169103,54,0.0,1,-16.6898195136914,200,0.0,-25.139250347902472,1,0.0,0.009894702583551407
-22.803128315055513,200,-22.803128315055513,4480000,0.0,0.0,-9.145766131938966,-0.0017177719855681062,0.0,55,-22.803128315055513,-22.803128315055513,-22.803128315055513,-22.803128315055513,-44.99184272659288,0.0,0.0,-15.791024403259366,-22.803128315055513,55,55,-44.99184272659288,-9.145766131938966,-20.823279283903048,-0.0031812626402825117,55,4.378463931676563,4.378463931676563,0.0,5.228960990905762,0.0,0.0,0.0014634906547144055,-20.823279283903048,55,0.0,1,-15.791024403259366,200,0.0,-22.803128315055513,1,0.0,0.009839092381298542
-20.414633388709564,200,-20.414633388709564,4560000,0.0,0.0,-8.680924489281505,-0.00021348652080632746,0.0,56,-20.414633388709564,-20.414633388709564,-20.414633388709564,-20.414633388709557,-32.5134413663109,0.0,0.0,-15.763439204072272,-20.414633388709564,56,56,-32.5134413663109,-8.680924489281505,-19.548184622459267,-0.001314754830673337,56,2.3572602812733074,2.3572602812733074,0.0,5.234166622161865,0.0,0.0,0.0011012683098670095,-19.548184622459267,56,0.0,1,-15.763439204072272,200,0.0,-20.414633388709557,1,0.0,0.006690346635878086
-21.92320821091742,200,-21.92320821091742,4640000,0.0,0.0,-8.696551315054473,-0.0006221547955647111,0.0,57,-21.92320821091742,-21.92320821091742,-21.92320821091742,-21.923208210917426,-41.22448171274792,0.0,0.0,-15.944609399653846,-21.92320821091742,57,57,-41.22448171274792,-8.696551315054473,-19.78668203660111,-0.0017069453606382012,57,2.765675119927247,2.765675119927247,0.0,5.2278900146484375,0.0,0.0,0.0010847905650734901,-19.78668203660111,57,0.0,1,-15.944609399653846,200,0.0,-21.923208210917426,1,0.0,0.006489885039627552
-20.92101829030579,200,-20.92101829030579,4720000,0.0,0.0,-9.146600606444908,-0.0009030962246470153,0.0,58,-20.92101829030579,-20.92101829030579,-20.92101829030579,-20.921018290305778,-37.61908392693707,0.0,0.0,-14.116628287896344,-20.92101829030579,58,58,-37.61908392693707,-9.146600606444908,-20.653418598182146,-0.0024119301233440638,58,3.992369117752346,3.992369117752346,0.0,5.213447570800781,0.0,0.0,0.0015088338986970484,-20.653418598182146,58,0.0,1,-14.116628287896344,200,0.0,-20.921018290305778,1,0.0,0.006649808492511511
-18.19729883995046,200,-18.19729883995046,4800000,0.0,0.0,-8.626865124479815,-0.0016841028118506074,0.0,59,-18.19729883995046,-18.19729883995046,-18.19729883995046,-18.197298839950466,-24.578992896104097,0.0,0.0,-15.992032503068366,-18.19729883995046,59,59,-24.578992896104097,-8.626865124479815,-19.499657228182517,-0.0034236174542456865,59,1.525260380353816,1.525260380353816,0.0,5.208643913269043,0.0,0.0,0.0017395146423950791,-19.499657228182517,59,0.0,1,-15.992032503068366,200,0.0,-18.197298839950466,1,0.0,0.006662234663963318
-19.292259375034458,200,-19.292259375034458,4880000,0.0,0.0,-8.634158424087484,-0.004374833311885595,0.0,60,-19.292259375034458,-19.292259375034458,-19.292259375034458,-19.292259375034472,-26.829397348848666,0.0,0.0,-15.567644838970468,-19.292259375034458,60,60,-26.829397348848666,-8.634158424087484,-19.50408673563232,-0.005827282555401325,60,1.6172873637580327,1.6172873637580327,0.0,5.17043399810791,0.0,0.0,0.00145244924351573,-19.50408673563232,60,0.0,1,-15.567644838970468,200,0.0,-19.292259375034472,1,0.0,0.006572660990059376
-18.337738664522377,200,-18.337738664522377,4960000,0.0,0.0,-9.071661550655747,-0.0031410783994942904,0.0,61,-18.337738664522377,-18.337738664522377,-18.337738664522377,-18.337738664522398,-36.58490760529434,0.0,0.0,-15.92471386070307,-18.337738664522377,61,61,-36.58490760529434,-9.071661550655747,-20.708314387068732,-0.00494712358340621,61,4.4673325291373045,4.4673325291373045,0.0,5.136887073516846,0.0,0.0,0.0018060451839119196,-20.708314387068732,61,0.0,1,-15.92471386070307,200,0.0,-18.337738664522398,1,0.0,0.0069251530803740025
-19.84069639192684,200,-19.84069639192684,5040000,0.0,0.0,-8.580523104264122,0.0034871622920036316,0.0,62,-19.84069639192684,-19.84069639192684,-19.84069639192684,-19.84069639192685,-33.94217217660445,0.0,0.0,-16.4318842340952,-19.84069639192684,62,62,-33.94217217660445,-8.580523104264122,-19.40958956046513,0.002257765969261527,62,1.8922532615947003,1.8922532615947003,0.0,5.179434776306152,0.0,0.0,0.0012293963227421045,-19.40958956046513,62,0.0,1,-16.4318842340952,200,0.0,-19.84069639192685,1,0.0,0.006528593599796295
-17.798211739806078,200,-17.798211739806078,5120000,0.0,0.0,-8.715591293798417,-0.0039078122936189175,0.0,63,-17.798211739806078,-17.798211739806078,-17.798211739806078,-17.798211739806067,-33.57979020181671,0.0,0.0,-16.500370369479825,-17.798211739806078,63,63,-33.57979020181671,-8.715591293798417,-19.645192902074243,-0.005565454717725515,63,2.7186175521536087,2.7186175521536087,0.0,5.156933784484863,0.0,0.0,0.001657642424106598,-19.645192902074243,63,0.0,1,-16.500370369479825,200,0.0,-17.798211739806067,1,0.0,0.006873629987239838
-19.00363063309039,200,-19.00363063309039,5200000,0.0,0.0,-8.526637533385934,-0.0005758668412454426,0.0,64,-19.00363063309039,-19.00363063309039,-19.00363063309039,-19.00363063309036,-33.31658677928775,0.0,0.0,-15.298394030208,-19.00363063309039,64,64,-33.31658677928775,-8.526637533385934,-19.263988004209875,-0.0017655340489000082,64,2.682316850032526,2.682316850032526,0.0,5.179272174835205,0.0,0.0,0.0011896672076545656,-19.263988004209875,64,0.0,1,-15.298394030208,200,0.0,-19.00363063309036,1,0.0,0.006459118332713842
-21.63747125284776,200,-21.63747125284776,5280000,0.0,0.0,-9.092756128630702,0.0022176275961101055,0.0,65,-21.63747125284776,-21.63747125284776,-21.63747125284776,-21.637471252847742,-34.23880483760154,0.0,0.0,-14.876054795808022,-21.63747125284776,65,65,-34.23880483760154,-9.092756128630702,-20.602133846432718,0.0007889204425737262,65,3.9329584318016524,3.9329584318016524,0.0,5.231734752655029,0.0,0.0,0.0014287071535363793,-20.602133846432718,65,0.0,1,-14.876054795808022,200,0.0,-21.637471252847742,1,0.0,0.006528254598379135
-20.444727306207945,200,-20.444727306207945,5360000,0.0,0.0,-8.541678318225513,2.0698364096460864e-05,0.0,66,-20.444727306207945,-20.444727306207945,-20.444727306207945,-20.444727306207955,-32.90540800601803,0.0,0.0,-15.815894606840605,-20.444727306207945,66,66,-32.90540800601803,-8.541678318225513,-19.30841891169657,-0.0012884315801784396,66,2.5359196772606687,2.5359196772606687,0.0,5.2393879890441895,0.0,0.0,0.0013091299442749005,-19.30841891169657,66,0.0,1,-15.815894606840605,200,0.0,-20.444727306207955,1,0.0,0.00642761355265975
-14.185907705146422,200,-14.185907705146422,5440000,0.0,0.0,-8.588274709052557,-0.0013671936467289925,0.0,67,-14.185907705146422,-14.185907705146422,-14.185907705146422,-14.185907705146422,-28.424100706790643,0.0,0.0,-16.71381204876848,-14.185907705146422,67,67,-28.424100706790643,-8.588274709052557,-19.35346121933276,-0.0030633648857474327,67,1.718064972787058,1.718064972787058,0.0,5.238227844238281,0.0,0.0,0.0016961712390184402,-19.35346121933276,67,0.0,1,-16.71381204876848,200,0.0,-14.185907705146422,1,0.0,0.008372101001441479
-28.02646410525082,200,-28.02646410525082,5520000,0.0,0.0,-8.920344166484222,-0.00011757454194594175,0.0,68,-28.02646410525082,-28.02646410525082,-28.02646410525082,-28.026464105250803,-35.21543767053352,0.0,0.0,-15.10055432511038,-28.02646410525082,68,68,-35.21543767053352,-8.920344166484222,-20.113792709136153,-0.0018129143863916397,68,3.704944390906285,3.704944390906285,0.0,5.257606506347656,0.0,0.0,0.001695339844445698,-20.113792709136153,68,0.0,1,-15.10055432511038,200,0.0,-28.026464105250803,1,0.0,0.0064452155493199825
-20.85892862611644,200,-20.85892862611644,5600000,0.0,0.0,-8.742355520735396,-0.0018614217406138778,0.0,69,-20.85892862611644,-20.85892862611644,-20.85892862611644,-20.858928626116427,-30.61920435716159,0.0,0.0,-16.436096799887657,-20.85892862611644,69,69,-30.61920435716159,-8.742355520735396,-19.74899997200082,-0.004081555642187595,69,1.6696933314317977,1.6696933314317977,0.0,5.228131294250488,0.0,0.0,0.0022201339015737176,-19.74899997200082,69,0.0,1,-16.436096799887657,200,0.0,-20.858928626116427,1,0.0,0.008999839425086975
-32.828510845609905,200,-32.828510845609905,5680000,0.0,0.0,-9.093920083988358,0.0008353375014849007,0.0,70,-32.828510845609905,-32.828510845609905,-32.828510845609905,-32.828510845609884,-44.44525546144062,0.0,0.0,-15.583367610994417,-32.828510845609905,70,70,-44.44525546144062,-9.093920083988358,-20.65477176805276,-0.000422461744165048,70,4.130319072938369,4.130319072938369,0.0,5.2529683113098145,0.0,0.0,0.0012577992456499487,-20.65477176805276,70,0.0,1,-15.583367610994417,200,0.0,-32.828510845609884,1,0.0,0.006556195672601461
-18.074015318487366,200,-18.074015318487366,5760000,0.0,0.0,-8.600221893388337,-0.001723001478239894,0.0,71,-18.074015318487366,-18.074015318487366,-18.074015318487366,-18.07401531848736,-29.762780642919292,0.0,0.0,-16.177563863582826,-18.074015318487366,71,71,-29.762780642919292,-8.600221893388337,-19.56778063386462,-0.002854508813470602,71,1.7130207703393237,1.7130207703393237,0.0,5.231375694274902,0.0,0.0,0.0011315073352307081,-19.56778063386462,71,0.0,1,-16.177563863582826,200,0.0,-18.07401531848736,1,0.0,0.0064639621414244175
-32.63445955868433,200,-32.63445955868433,5840000,0.0,0.0,-8.712929008405952,-0.0018912017112597823,0.0,72,-32.63445955868433,-32.63445955868433,-32.63445955868433,-32.63445955868434,-36.16137971034211,0.0,0.0,-14.31561157024624,-32.63445955868433,72,72,-36.16137971034211,-8.712929008405952,-19.69046451905763,-0.0034979600459337234,72,3.397749399330735,3.397749399330735,0.0,5.2219624519348145,0.0,0.0,0.0016067583346739411,-19.69046451905763,72,0.0,1,-14.31561157024624,200,0.0,-32.63445955868434,1,0.0,0.006789264734834433
-18.366117083795487,200,-18.366117083795487,5920000,0.0,0.0,-8.69468381664949,-0.0021235800813883543,0.0,73,-18.366117083795487,-18.366117083795487,-18.366117083795487,-18.36611708379549,-36.82218350765912,0.0,0.0,-16.87325829775133,-18.366117083795487,73,73,-36.82218350765912,-8.69468381664949,-19.725979526285403,-0.0037982824724167585,73,2.87287690911439,2.87287690911439,0.0,5.210486888885498,0.0,0.0,0.0016747023910284042,-19.725979526285403,73,0.0,1,-16.87325829775133,200,0.0,-18.36611708379549,1,0.0,0.007606099359691143
-19.00144467991815,200,-19.00144467991815,6000000,0.0,0.0,-8.802907200520654,-0.0006318371742963791,0.0,74,-19.00144467991815,-19.00144467991815,-19.00144467991815,-19.001444679918176,-41.29588871821847,0.0,0.0,-16.182484562628144,-19.00144467991815,74,74,-41.29588871821847,-8.802907200520654,-20.046258865797178,-0.0018667299300432205,74,4.123252010979929,4.123252010979929,0.0,5.2076029777526855,0.0,0.0,0.0012348927557468414,-20.046258865797178,74,0.0,1,-16.182484562628144,200,0.0,-19.001444679918176,1,0.0,0.006626741029322147
-16.555879496636457,200,-16.555879496636457,6080000,0.0,0.0,-8.95681692977923,0.0013792930403724313,0.0,75,-16.555879496636457,-16.555879496636457,-16.555879496636457,-16.555879496636443,-42.11225682373951,0.0,0.0,-15.279348753807273,-16.555879496636457,75,75,-42.11225682373951,-8.95681692977923,-20.407696529119896,-0.00022409488155972213,75,4.4544813199224045,4.4544813199224045,0.0,5.2305827140808105,0.0,0.0,0.0016033879219321534,-20.407696529119896,75,0.0,1,-15.279348753807273,200,0.0,-16.555879496636443,1,0.0,0.006544371135532856
-22.864711710959178,200,-22.864711710959178,6160000,0.0,0.0,-8.361233544038914,-0.0033815763890743256,0.0,76,-22.864711710959178,-22.864711710959178,-22.864711710959178,-22.864711710959178,-22.900448346002257,0.0,0.0,-16.046437580831714,-22.864711710959178,76,76,-22.900448346002257,-8.361233544038914,-18.777085687449432,-0.005668943282216787,76,1.2756009257724972,1.2756009257724972,0.0,5.2052412033081055,0.0,0.0,0.0022873668931424618,-18.777085687449432,76,0.0,1,-16.046437580831714,200,0.0,-22.864711710959178,1,0.0,0.006653149612247944
-19.74757364852722,200,-19.74757364852722,6240000,0.0,0.0,-8.681196195748923,0.004130390472710133,0.0,77,-19.74757364852722,-19.74757364852722,-19.74757364852722,-19.74757364852721,-43.937495940023396,0.0,0.0,-15.914021626138664,-19.74757364852722,77,77,-43.937495940023396,-8.681196195748923,-19.695191915762308,0.002274167025461793,77,3.2354609124371567,3.2354609124371567,0.0,5.258141040802002,0.0,0.0,0.0018562234472483397,-19.695191915762308,77,0.0,1,-15.914021626138664,200,0.0,-19.74757364852721,1,0.0,0.009747335687279701
-29.027253120303612,200,-29.027253120303612,6320000,0.0,0.0,-8.72040406738409,-0.003839385462924838,0.0,78,-29.027253120303612,-29.027253120303612,-29.027253120303612,-29.02725312030363,-36.75139574136902,0.0,0.0,-15.896113795438268,-29.027253120303612,78,78,-36.75139574136902,-8.72040406738409,-19.694602529991275,-0.005035816226154566,78,3.12379628739348,3.12379628739348,0.0,5.210278511047363,0.0,0.0,0.0011964307632297277,-19.694602529991275,78,0.0,1,-15.896113795438268,200,0.0,-29.02725312030363,1,0.0,0.0065080211497843266
-16.428545292371414,200,-16.428545292371414,6400000,0.0,0.0,-8.33493838366857,-0.003895328612998128,0.0,79,-16.428545292371414,-16.428545292371414,-16.428545292371414,-16.428545292371407,-35.35427405097148,0.0,0.0,-15.587732965551346,-16.428545292371414,79,79,-35.35427405097148,-8.33493838366857,-18.870380920390105,-0.005820929072797298,79,1.845193970323149,1.845193970323149,0.0,5.187065601348877,0.0,0.0,0.0019256004597991705,-18.870380920390105,79,0.0,1,-15.587732965551346,200,0.0,-16.428545292371407,1,0.0,0.00991922989487648
-18.658985155387118,200,-18.658985155387118,6480000,0.0,0.0,-8.360664819021409,-0.0034770406782627106,0.0,80,-18.658985155387118,-18.658985155387118,-18.658985155387118,-18.65898515538711,-25.761584717066775,0.0,0.0,-16.332198533949082,-18.658985155387118,80,80,-25.761584717066775,-8.360664819021409,-18.9806389062096,-0.0052556367591023445,80,1.554988972536348,1.554988972536348,0.0,5.162997245788574,0.0,0.0,0.001778596080839634,-18.9806389062096,80,0.0,1,-16.332198533949082,200,0.0,-18.65898515538711,1,0.0,0.007085959427058697
-24.05153752664356,200,-24.05153752664356,6560000,0.0,0.0,-8.979159493834851,-0.00360722909681499,0.0,81,-24.05153752664356,-24.05153752664356,-24.05153752664356,-24.051537526643568,-46.165178314182725,0.0,0.0,-15.891461117024258,-24.05153752664356,81,81,-46.165178314182725,-8.979159493834851,-20.314878843933784,-0.005309512373059988,81,4.605650824346802,4.605650824346802,0.0,5.141909122467041,0.0,0.0,0.001702283276244998,-20.314878843933784,81,0.0,1,-15.891461117024258,200,0.0,-24.051537526643568,1,0.0,0.006558897439390421
-18.423073818339127,200,-18.423073818339127,6640000,0.0,0.0,-8.331353514297763,0.005365720018744469,0.0,82,-18.423073818339127,-18.423073818339127,-18.423073818339127,-18.423073818339127,-22.077705754752483,0.0,0.0,-15.937792687481139,-18.423073818339127,82,82,-22.077705754752483,-8.331353514297763,-18.865564779102996,0.0033182683400809765,82,1.0865314296249093,1.0865314296249093,0.0,5.1949310302734375,0.0,0.0,0.002047451678663492,-18.865564779102996,82,0.0,1,-15.937792687481139,200,0.0,-18.423073818339127,1,0.0,0.009663477540016174
-17.97883271983554,200,-17.97883271983554,6720000,0.0,0.0,-8.464616360473201,0.0008364440873265266,0.0,83,-17.97883271983554,-17.97883271983554,-17.97883271983554,-17.978832719835538,-28.08463370727978,0.0,0.0,-15.945527981042021,-17.97883271983554,83,83,-28.08463370727978,-8.464616360473201,-19.100616664197684,-0.001031085499562323,83,1.9400703830544925,1.9400703830544925,0.0,5.208259105682373,0.0,0.0,0.0018675295868888497,-19.100616664197684,83,0.0,1,-15.945527981042021,200,0.0,-17.978832719835538,1,0.0,0.00700498977676034
-18.38140406218506,200,-18.38140406218506,6800000,0.0,0.0,-8.95661401778881,-0.0020973640494048595,0.0,84,-18.38140406218506,-18.38140406218506,-18.38140406218506,-18.381404062185045,-43.240730617703164,0.0,0.0,-15.666431182176877,-18.38140406218506,84,84,-43.240730617703164,-8.95661401778881,-20.206830658086904,-0.0034871529787778854,84,4.070987758259818,4.070987758259818,0.0,5.212356090545654,0.0,0.0,0.001389788929373026,-20.206830658086904,84,0.0,1,-15.666431182176877,200,0.0,-18.381404062185045,1,0.0,0.009686010889708996
-21.108978776868017,200,-21.108978776868017,6880000,0.0,0.0,-8.439241116655335,-0.004770622123032808,0.0,85,-21.108978776868017,-21.108978776868017,-21.108978776868017,-21.10897877686805,-22.59631865180002,0.0,0.0,-16.22645414819999,-21.108978776868017,85,85,-22.59631865180002,-8.439241116655335,-18.85725386388935,-0.006751297973096371,85,1.2411420598673901,1.2411420598673901,0.0,5.1772942543029785,0.0,0.0,0.0019806758500635624,-18.85725386388935,85,0.0,1,-16.22645414819999,200,0.0,-21.10897877686805,1,0.0,0.007805141620337963
-17.08354100451626,200,-17.08354100451626,6960000,0.0,0.0,-8.716498692232483,-0.005957658402621746,0.0,86,-17.08354100451626,-17.08354100451626,-17.08354100451626,-17.08354100451625,-35.01227914525764,0.0,0.0,-15.201670772395548,-17.08354100451626,86,86,-35.01227914525764,-8.716498692232483,-19.3781934026972,-0.00840724352747202,86,2.551427358573933,2.551427358573933,0.0,5.137887001037598,0.0,0.0,0.002449585124850273,-19.3781934026972,86,0.0,1,-15.201670772395548,200,0.0,-17.08354100451625,1,0.0,0.00884929858148098
-19.022486985863935,200,-19.022486985863935,7040000,0.0,0.0,-8.659542678433835,-0.0014132907381281257,0.0,87,-19.022486985863935,-19.022486985863935,-19.022486985863935,-19.022486985863928,-42.94848539947408,0.0,0.0,-16.256774638509516,-19.022486985863935,87,87,-42.94848539947408,-8.659542678433835,-19.657287102725817,-0.0033165649510920048,87,3.95556037354634,3.95556037354634,0.0,5.116421699523926,0.0,0.0,0.0019032742129638791,-19.657287102725817,87,0.0,1,-16.256774638509516,200,0.0,-19.022486985863928,1,0.0,0.00963377021253109
-17.685732038138212,200,-17.685732038138212,7120000,0.0,0.0,-8.44159852071475,-0.0014520235126838088,0.0,88,-17.685732038138212,-17.685732038138212,-17.685732038138212,-17.68573203813823,-23.90020219544925,0.0,0.0,-16.607852806824628,-17.685732038138212,88,88,-23.90020219544925,-8.44159852071475,-19.047932516096843,-0.002864452078938484,88,1.4831049715232019,1.4831049715232019,0.0,5.108793258666992,0.0,0.0,0.0014124285662546754,-19.047932516096843,88,0.0,1,-16.607852806824628,200,0.0,-17.68573203813823,1,0.0,0.0068578594364225864
-18.57131905958018,200,-18.57131905958018,7200000,0.0,0.0,-8.564973805374704,-0.0037129917182028294,0.0,89,-18.57131905958018,-18.57131905958018,-18.57131905958018,-18.5713190595802,-45.05062580053781,0.0,0.0,-13.991992336470826,-18.57131905958018,89,89,-45.05062580053781,-8.564973805374704,-19.249484419424693,-0.005771132651716471,89,3.127538388811824,3.127538388811824,0.0,5.074690818786621,0.0,0.0,0.0020581409335136414,-19.249484419424693,89,0.0,1,-13.991992336470826,200,0.0,-18.5713190595802,1,0.0,0.007542935200035572
-18.701612851498787,200,-18.701612851498787,7280000,0.0,0.0,-8.561168867040278,-0.0020658625289797783,0.0,90,-18.701612851498787,-18.701612851498787,-18.701612851498787,-18.701612851498773,-36.63406831874305,0.0,0.0,-16.2159351798549,-18.701612851498787,90,90,-36.63406831874305,-8.561168867040278,-19.20868266226408,-0.0038760225288569927,90,3.237221705951768,3.237221705951768,0.0,5.042625427246094,0.0,0.0,0.0018101599998772144,-19.20868266226408,90,0.0,1,-16.2159351798549,200,0.0,-18.701612851498773,1,0.0,0.009148692712187767
-18.49500298579351,200,-18.49500298579351,7360000,0.0,0.0,-8.740506121397761,0.00010785115591716021,0.0,91,-18.49500298579351,-18.49500298579351,-18.49500298579351,-18.4950029857935,-36.386453272256496,0.0,0.0,-13.34153768534553,-18.49500298579351,91,91,-36.386453272256496,-8.740506121397761,-19.709380655968815,-0.0012275716289877892,91,3.498479638000179,3.498479638000179,0.0,5.042931079864502,0.0,0.0,0.0013354227849049494,-19.709380655968815,91,0.0,1,-13.34153768534553,200,0.0,-18.4950029857935,1,0.0,0.0064322189427912235
-17.85791804719566,200,-17.85791804719566,7440000,0.0,0.0,-8.422482810070475,-0.001155985752120614,0.0,92,-17.85791804719566,-17.85791804719566,-17.85791804719566,-17.857918047195678,-28.501012250819606,0.0,0.0,-16.380036660883174,-17.85791804719566,92,92,-28.501012250819606,-8.422482810070475,-18.89558065215043,-0.0022933627478778362,92,1.7626279112163197,1.7626279112163197,0.0,5.022727966308594,0.0,0.0,0.0011373769957572222,-18.89558065215043,92,0.0,1,-16.380036660883174,200,0.0,-17.857918047195678,1,0.0,0.006404311396181583
