MetaTest/push-v1/NumEpisodes,MetaTest/Average/TerminationRate,MetaTest/push-v1/MinReturn,Average/MinReturn,TotalEnvSteps,MetaTest/push-v1/TerminationRate,push-v1/StdReturn,Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/push-v1/AverageDiscountedReturn,push-v1/TerminationRate,push-v1/AverageDiscountedReturn,policy/LossBefore,push-v1/NumEpisodes,push-v1/SuccessRate,Average/AverageReturn,Average/StdReturn,MetaTest/Average/NumEpisodes,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/StdReturn,push-v1/AverageReturn,MetaTest/Average/MinReturn,policy/Entropy,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-v1/StdReturn,MetaTest/push-v1/MaxReturn,push-v1/MinReturn,policy/dLoss,policy/LossAfter,policy/KLBefore,MetaTest/Average/MaxReturn,MetaTest/push-v1/AverageReturn,push-v1/MaxReturn,Average/NumEpisodes,MetaTest/push-v1/SuccessRate,Average/Iteration,MetaTest/Average/Iteration,policy/KL,Average/MaxReturn,MetaTest/Average/SuccessRate,push-v1/Iteration,Average/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/push-v1/Iteration
,,,-51.71774273683864,560000,,22165.458571960666,1980.8470389379745,0.0,,0.0,1980.8470389379745,11.969462,100,0.1,6846.205298746055,22165.458571960666,,0.3154349865332946,,6846.205298746055,,5.3926635,,,,-51.71774273683864,31.294819,-19.325356,0.0,,,156725.33004087087,100,,27,,0.007251924,156725.33004087087,,27,0.1,,
,,,-42.37240109313827,580000,,6592.293416401852,623.5748184285163,0.0,,0.0,623.5748184285163,1.0546563,100,0.03,2019.2029788794298,6592.293416401852,,0.26121490321578944,,2019.2029788794298,,5.35332,,,,-42.37240109313827,4.16097,-3.106314,0.0,,,51467.52518287611,100,,28,,0.005905072,51467.52518287611,,28,0.03,,
,,,-61.932111956311886,600000,,22931.829684372206,1601.9884782573454,0.0,,0.0,1601.9884782573454,-5.728653,100,0.05,5500.399355262947,22931.829684372206,,0.24201653667205547,,5500.399355262947,,5.348579,,,,-61.932111956311886,21.230803,-26.959455,0.0,,,159318.76353695462,100,,29,,0.0065812836,159318.76353695462,,29,0.05,,
10,0.0,-28.556981170439705,-51.11573997095976,620000,0.0,11451.757922561357,1271.584805874467,0.0,15696.062448612725,0.0,1271.584805874467,-1.4409094,100,0.08,3805.5027781263143,11451.757922561357,10,0.15452033617572325,27585.384763744845,3805.5027781263143,-28.556981170439705,5.3373027,15696.062448612725,27585.384763744845,93140.47384812031,-51.11573997095976,12.342134,-13.783044,0.0,93140.47384812031,15696.062448612714,70076.47898327558,100,0.4,30,3,0.0064190268,70076.47898327558,0.4,30,0.08,15696.062448612714,3
,,,-59.347680791799434,640000,,25436.05366283774,2989.0441799087444,0.0,,0.0,2989.0441799087444,37.15545,100,0.12,9535.400837324749,25436.05366283774,,0.24960679351137283,,9535.400837324749,,5.327361,,,,-59.347680791799434,27.511723,9.643725,0.0,,,180791.51709914897,100,,31,,0.0058221803,180791.51709914897,,31,0.12,,
,,,-53.54708066198846,660000,,24145.276582663675,1994.22517724473,0.0,,0.0,1994.22517724473,18.9421,100,0.11,7534.112776249851,24145.276582663675,,0.3252650526433587,,7534.112776249851,,5.324859,,,,-53.54708066198846,27.903812,-8.961713,0.0,,,133938.16057808543,100,,32,,0.0056058886,133938.16057808543,,32,0.11,,
,,,-54.26874846502912,680000,,26537.098331376135,2612.7260741634864,0.0,,0.0,2612.7260741634864,11.47995,100,0.14,9466.70041838477,26537.098331376135,,0.29275153240271057,,9466.70041838477,,5.3190985,,,,-54.26874846502912,26.320475,-14.840525,0.0,,,135894.37301704875,100,,33,,0.0062605627,135894.37301704875,,33,0.14,,
,,,-49.920106014820725,700000,,19418.39738008004,2731.8826003524646,0.0,,0.0,2731.8826003524646,17.10139,100,0.14,8306.641709939751,19418.39738008004,,0.27939728975404654,,8306.641709939751,,5.2893496,,,,-49.920106014820725,21.271854,-4.1704626,0.0,,,95869.29853196668,100,,34,,0.0062814597,95869.29853196668,,34,0.14,,
,,,-55.393932833619004,720000,,26493.466598884614,4061.0946629630953,0.0,,0.0,4061.0946629630953,-1.4894563,100,0.22,12339.001901848858,26493.466598884614,,0.38564465470913933,,12339.001901848858,,5.2562323,,,,-55.393932833619004,32.090813,-33.58027,0.0,,,114842.7706025292,100,,35,,0.008269349,114842.7706025292,,35,0.22,,
,,,-58.28731754512488,740000,,14400.327621957269,1964.894815809814,0.0,,0.0,1964.894815809814,14.017114,100,0.12,5031.5346934420995,14400.327621957269,,0.19174153536012906,,5031.5346934420995,,5.2367864,,,,-58.28731754512488,12.514363,1.50275,0.0,,,79703.84587834032,100,,36,,0.005159732,79703.84587834032,,36,0.12,,
,,,-45.400917349321375,760000,,15313.35047996967,2137.9175938279704,0.0,,0.0,2137.9175938279704,12.201252,100,0.09,5908.287458079099,15313.35047996967,,0.21833669135276268,,5908.287458079099,,5.2191954,,,,-45.400917349321375,13.52982,-1.3285687,0.0,,,87784.68716455344,100,,37,,0.005926218,87784.68716455344,,37,0.09,,
,,,-75.95081048138573,780000,,8764.45556962522,701.7783079075657,0.0,,0.0,701.7783079075657,-4.3982077,100,0.04,1873.8567511499223,8764.45556962522,,0.22318785159981425,,1873.8567511499223,,5.192345,,,,-75.95081048138573,7.860569,-12.258777,0.0,,,75888.47880382332,100,,38,,0.005633069,75888.47880382332,,38,0.04,,
,,,-55.37537380121484,800000,,6585.614750377662,793.7952512547292,0.0,,0.0,793.7952512547292,-0.08462071,100,0.06,2029.698806945872,6585.614750377662,,0.27146889212128944,,2029.698806945872,,5.182434,,,,-55.37537380121484,5.044127,-5.1287475,0.0,,,38264.64246892559,100,,39,,0.004158186,38264.64246892559,,39,0.06,,
10,0.0,-42.82794625684278,-60.28099667698462,820000,0.0,12560.456727064868,1955.85315687803,0.0,629.6854767459332,0.0,1955.85315687803,4.8578873,100,0.16,4774.999097728856,12560.456727064868,10,0.21708799109767307,1515.104274051868,4774.999097728856,-42.82794625684278,5.1902113,629.6854767459332,1515.104274051868,5037.134094025217,-60.28099667698462,14.4739685,-9.616081,0.0,5037.134094025217,629.6854767459334,71308.48118979024,100,0.0,40,4,0.007742081,71308.48118979024,0.0,40,0.16,629.6854767459334,4
,,,-56.93627744308449,840000,,11228.436720739406,2079.2187278762017,0.0,,0.0,2079.2187278762017,-9.345273,100,0.18,5097.104132170216,11228.436720739406,,0.24325115835355482,,5097.104132170216,,5.1902647,,,,-56.93627744308449,10.188397,-19.53367,0.0,,,52683.33221462994,100,,41,,0.0075159715,52683.33221462994,,41,0.18,,
,,,-71.33035632529507,860000,,15568.739884190996,2309.7459430681993,0.0,,0.0,2309.7459430681993,3.961625,100,0.12,5470.153830887372,15568.739884190996,,0.20668273517167668,,5470.153830887372,,5.1743317,,,,-71.33035632529507,16.191936,-12.230312,0.0,,,103109.82867167414,100,,42,,0.0057945005,103109.82867167414,,42,0.12,,
,,,-52.829144646590095,880000,,21559.165267787183,3389.5183216342302,0.0,,0.0,3389.5183216342302,1.6035312,100,0.14,8130.848185590663,21559.165267787183,,0.17909037877296463,,8130.848185590663,,5.146138,,,,-52.829144646590095,23.912296,-22.308765,0.0,,,142848.59985379214,100,,43,,0.0059265555,142848.59985379214,,43,0.14,,
,,,-57.44694341248722,900000,,15036.005502636166,2425.96961861496,0.0,,0.0,2425.96961861496,-2.382175,100,0.16,5929.538280561159,15036.005502636166,,0.244709221419814,,5929.538280561159,,5.140353,,,,-57.44694341248722,13.543356,-15.925531,0.0,,,76154.32071781394,100,,44,,0.005886751,76154.32071781394,,44,0.16,,
,,,-66.65488856303028,920000,,29784.765927443954,4734.881034575997,0.0,,0.0,4734.881034575997,-20.920725,100,0.2,12720.407975488926,29784.765927443954,,0.35720871173027013,,12720.407975488926,,5.1112967,,,,-66.65488856303028,35.807114,-56.727837,0.0,,,137136.5567667996,100,,45,,0.0057529244,137136.5567667996,,45,0.2,,
,,,-63.73336320947864,940000,,15158.644282809943,2027.8289307492075,0.0,,0.0,2027.8289307492075,-0.32422656,100,0.09,5612.958526419118,15158.644282809943,,0.20336397993270305,,5612.958526419118,,5.073974,,,,-63.73336320947864,14.898783,-15.223009,0.0,,,86759.06560449142,100,,46,,0.006491507,86759.06560449142,,46,0.09,,
,,,-69.4858329547172,960000,,21443.774649649087,4194.699924230902,0.0,,0.0,4194.699924230902,-0.07926875,100,0.2,10799.769079061867,21443.774649649087,,0.20622173685252876,,10799.769079061867,,5.0370026,,,,-69.4858329547172,22.796349,-22.875618,0.0,,,121054.1747595234,100,,47,,0.0061288234,121054.1747595234,,47,0.2,,
,,,-61.57925959298179,980000,,31503.259211215605,4769.888613465866,0.0,,0.0,4769.888613465866,16.851425,100,0.22,13850.671656375775,31503.259211215605,,0.19766592267145577,,13850.671656375775,,5.0351744,,,,-61.57925959298179,36.556824,-19.7054,0.0,,,180677.44546926476,100,,48,,0.0053956467,180677.44546926476,,48,0.22,,
,,,-59.14396326853505,1000000,,23455.01294634628,2850.7041964163877,0.0,,0.0,2850.7041964163877,15.155787,100,0.1,8971.912754660367,23455.01294634628,,0.24849310163927096,,8971.912754660367,,5.0211864,,,,-59.14396326853505,23.456661,-8.300875,0.0,,,130314.73786520118,100,,49,,0.0069881896,130314.73786520118,,49,0.1,,
10,0.0,-52.16867038674845,-59.56205104589936,1020000,0.0,26883.525324668837,4156.5480613129375,0.0,7942.560247263665,0.0,4156.5480613129375,-0.7737687,100,0.18,11217.265441956431,26883.525324668837,10,0.17610987621905005,23409.280813462716,11217.265441956431,-52.16867038674845,4.9989696,7942.560247263665,23409.280813462716,78162.25184740713,-59.56205104589936,22.347656,-23.121426,0.0,78162.25184740713,7942.5602472636765,218299.30418291411,100,0.1,50,5,0.0060192454,218299.30418291411,0.1,50,0.18,7942.5602472636765,5
,,,-78.79885064878597,1040000,,25614.883851368082,3872.9007242269436,0.0,,0.0,3872.9007242269436,-11.034838,100,0.13,10195.82437717592,25614.883851368082,,0.35837815579717025,,10195.82437717592,,4.989648,,,,-78.79885064878597,26.649538,-37.684376,0.0,,,128299.8849737174,100,,51,,0.004383148,128299.8849737174,,51,0.13,,
,,,-121.58908465244214,1060000,,28012.772952780168,5050.952689110094,0.0,,0.0,5050.952689110094,-28.796244,100,0.22,14728.812267415207,28012.772952780168,,0.27819632171228126,,14728.812267415207,,4.9442663,,,,-121.58908465244214,32.38172,-61.177967,0.0,,,131200.19546108603,100,,52,,0.0065518753,131200.19546108603,,52,0.22,,
,,,-53.10943674855567,1080000,,26112.691067053824,4035.382982224667,0.0,,0.0,4035.382982224667,-13.838013,100,0.14,10362.021807751247,26112.691067053824,,0.25717151785793757,,10362.021807751247,,4.917707,,,,-53.10943674855567,26.42168,-40.259693,0.0,,,152442.22119239488,100,,53,,0.00637286,152442.22119239488,,53,0.14,,
,,,-59.17690946361953,1100000,,30855.24816431666,5498.113128979772,0.0,,0.0,5498.113128979772,1.5027969,100,0.27,16610.231227388376,30855.24816431666,,0.23783500075969277,,16610.231227388376,,4.903702,,,,-59.17690946361953,32.850857,-31.348059,0.0,,,151854.7364942085,100,,54,,0.0070587485,151854.7364942085,,54,0.27,,
,,,-78.27404879975629,1120000,,26639.318341544924,4098.917222613787,0.0,,0.0,4098.917222613787,-2.5304625,100,0.18,12595.390014109616,26639.318341544924,,0.2421197549794626,,12595.390014109616,,4.898351,,,,-78.27404879975629,25.600775,-28.131237,0.0,,,157471.2564573464,100,,55,,0.0077067567,157471.2564573464,,55,0.18,,
,,,-58.21825222763537,1140000,,22333.162020602995,3476.141304209217,0.0,,0.0,3476.141304209217,21.577387,100,0.15,9251.693709634548,22333.162020602995,,0.23801489308238177,,9251.693709634548,,4.8758936,,,,-58.21825222763537,20.438675,1.1387125,0.0,,,160624.08419372427,100,,56,,0.005558358,160624.08419372427,,56,0.15,,
,,,-61.99690223541126,1160000,,20476.87491391503,3536.807985764572,0.0,,0.0,3536.807985764572,7.6272,100,0.14,8263.647967468314,20476.87491391503,,0.27515990014758085,,8263.647967468314,,4.8547564,,,,-61.99690223541126,19.750175,-12.122975,0.0,,,106355.94930410256,100,,57,,0.0060708937,106355.94930410256,,57,0.14,,
,,,-80.58370575965891,1180000,,31174.088464533575,5319.416198002004,0.0,,0.0,5319.416198002004,12.150731,100,0.19,14443.943837935465,31174.088464533575,,0.27390941742586117,,14443.943837935465,,4.8502073,,,,-80.58370575965891,28.796574,-16.645844,0.0,,,150026.07555270917,100,,58,,0.0049520247,150026.07555270917,,58,0.19,,
,,,-92.71395610640934,1200000,,24978.1975294702,4185.520501808457,0.0,,0.0,4185.520501808457,-8.52985,100,0.2,11748.529284731452,24978.1975294702,,0.31056602807982214,,11748.529284731452,,4.8381996,,,,-92.71395610640934,27.293663,-35.823513,0.0,,,94629.95384882811,100,,59,,0.0066389055,94629.95384882811,,59,0.2,,
10,0.0,-42.66525930392252,-59.652319167281014,1220000,0.0,30477.23140407475,4215.954803906581,0.0,21011.474766895823,0.0,4215.954803906581,-5.5333624,100,0.18,12460.725095043652,30477.23140407475,10,0.2509833927396017,34150.68301022821,12460.725095043652,-42.66525930392252,4.812599,21011.474766895823,34150.68301022821,112255.04619026651,-59.652319167281014,29.767712,-35.301075,0.0,112255.04619026651,21011.474766895815,172462.36436189304,100,0.1,60,6,0.0072351196,172462.36436189304,0.1,60,0.18,21011.474766895815,6
,,,-61.562011164205614,1240000,,31140.45453546508,6196.635847946026,0.0,,0.0,6196.635847946026,-4.3133,100,0.25,17923.562442112936,31140.45453546508,,0.2736044473856972,,17923.562442112936,,4.7993345,,,,-61.562011164205614,34.540443,-38.853745,0.0,,,136257.10840697383,100,,61,,0.0055448953,136257.10840697383,,61,0.25,,
,,,-62.412505521498005,1260000,,38168.30302690529,7876.489462110907,0.0,,0.0,7876.489462110907,-18.141825,100,0.3,23439.014593758187,38168.30302690529,,0.30141216132245763,,23439.014593758187,,4.7783136,,,,-62.412505521498005,38.17495,-56.316776,0.0,,,165369.4739591498,100,,62,,0.0050016306,165369.4739591498,,62,0.3,,
,,,-61.61886234727874,1280000,,35872.97165758456,5166.77033271328,0.0,,0.0,5166.77033271328,18.974224,100,0.13,13600.061984257547,35872.97165758456,,0.319190816155571,,13600.061984257547,,4.7355566,,,,-61.61886234727874,28.348713,-9.374488,0.0,,,192231.32484215646,100,,63,,0.0057089548,192231.32484215646,,63,0.13,,
,,,-69.82041334667433,1300000,,37204.367744588286,4662.065630774912,0.0,,0.0,4662.065630774912,-16.214037,100,0.13,13383.058576821331,37204.367744588286,,0.251139832055135,,13383.058576821331,,4.72696,,,,-69.82041334667433,26.597338,-42.811375,0.0,,,291052.31885831483,100,,64,,0.004581708,291052.31885831483,,64,0.13,,
,,,-64.89811347551627,1320000,,33522.09341251892,6788.982881795973,0.0,,0.0,6788.982881795973,-22.046438,100,0.21,17990.395517097815,33522.09341251892,,0.2958735209614227,,17990.395517097815,,4.7112284,,,,-64.89811347551627,31.489786,-53.536224,0.0,,,152572.9353680803,100,,65,,0.008598884,152572.9353680803,,65,0.21,,
,,,-60.92303044407535,1340000,,32087.24145204178,5797.8051903433625,0.0,,0.0,5797.8051903433625,12.456025,100,0.22,17266.886983319757,32087.24145204178,,0.21925143281840676,,17266.886983319757,,4.673019,,,,-60.92303044407535,38.948326,-26.4923,0.0,,,142062.38605468484,100,,66,,0.0062631667,142062.38605468484,,66,0.22,,
,,,-59.34426061891564,1360000,,27453.430481544525,4517.610188096864,0.0,,0.0,4517.610188096864,5.812194,100,0.21,12370.378512103402,27453.430481544525,,0.3177926850262712,,12370.378512103402,,4.6560774,,,,-59.34426061891564,24.84013,-19.027937,0.0,,,161657.31728314757,100,,67,,0.005465862,161657.31728314757,,67,0.21,,
,,,-61.52184682753436,1380000,,27580.875884102727,7523.784293514431,0.0,,0.0,7523.784293514431,-16.401669,100,0.28,19575.862111195023,27580.875884102727,,0.3287778877514672,,19575.862111195023,,4.6285605,,,,-61.52184682753436,26.820244,-43.221912,0.0,,,97394.82361745059,100,,68,,0.0068921647,97394.82361745059,,68,0.28,,
,,,-68.04981268600027,1400000,,27323.36431414328,4289.255750784187,0.0,,0.0,4289.255750784187,20.3783,100,0.21,12542.150727036516,27323.36431414328,,0.28530055393954346,,12542.150727036516,,4.602958,,,,-68.04981268600027,12.733825,7.644475,0.0,,,137097.28374665062,100,,69,,0.018432422,137097.28374665062,,69,0.21,,
