MetaTrain/Average/PolicyLoss,MetaTest/door-open-v1/TerminationRate,MetaTrain/Average/Alpha,MetaTest/door-open-v1/NumTrajs,MetaTest/door-open-v1/Iteration,MetaTest/door-open-v1/StdReturn,TotalEnvSteps,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/door-open-v1/MinReturn,MetaTest/door-open-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/QfLoss,MetaTest/door-open-v1/MaxReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/door-open-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MinReturn
-883796.56,0.0,nan,10,81,127135.43388320463,2168000,127135.43388320463,81,1164.0976064194058,153416.25784292023,1.0,153416.25784292023,10,153416.25784292023,789469950.0,292938.11567771714,153416.25784292023,0.0,1.0,-30.609621,292938.11567771714,1729.6975,1164.0976064194058
-879049.2,0.0,nan,10,82,40645.34308979354,2192000,40645.34308979354,82,158209.66062444582,227937.42032888538,1.0,227937.4203288854,10,227937.4203288854,793726700.0,285499.8699838504,227937.42032888538,0.0,1.0,-30.585096,285499.8699838504,5542.6655,158209.66062444582
-890311.56,0.0,nan,10,83,89911.06975896795,2216000,89911.06975896795,83,19937.335623837807,189675.34920301437,1.0,189675.34920301437,10,189675.34920301437,827598200.0,301342.436773124,189675.34920301437,0.0,1.0,-30.591036,301342.436773124,1649.4125,19937.335623837807
-881061.6,0.0,nan,10,84,73834.1622838166,2240000,73834.1622838166,84,52739.2568684469,176005.2841915172,1.0,176005.28419151716,10,176005.28419151716,797015600.0,292970.46686461434,176005.2841915172,0.0,1.0,-30.452955,292970.46686461434,1408.1782,52739.2568684469
-884447.44,0.0,nan,10,85,100956.98943594274,2264000,100956.98943594274,85,28509.20290700859,157732.92400129145,1.0,157732.9240012915,10,157732.9240012915,798481700.0,302201.0315815528,157732.92400129145,0.0,1.0,-30.6001,302201.0315815528,1073.5986,28509.20290700859
-891148.3,0.0,nan,10,86,66885.84940745613,2288000,66885.84940745613,86,52214.15895006157,154088.48825794546,1.0,154088.48825794546,10,154088.48825794546,809028030.0,250679.35981887594,154088.48825794546,0.0,1.0,-30.699587,250679.35981887594,1320.6493,52214.15895006157
-882128.3,0.0,nan,10,87,65652.82907047823,2312000,65652.82907047823,87,79996.62100482814,204339.74184350978,1.0,204339.74184350978,10,204339.74184350978,820675700.0,283098.47996268753,204339.74184350978,0.0,1.0,-30.718876,283098.47996268753,1396.9116,79996.62100482814
-852701.56,0.0,nan,10,88,45320.48560323033,2336000,45320.48560323033,88,142246.97830156054,236955.83795356783,1.0,236955.83795356774,10,236955.83795356774,921560700.0,301329.64879597025,236955.83795356783,0.0,1.0,-30.92616,301329.64879597025,5365.211,142246.97830156054
-876471.94,0.0,nan,10,89,62157.821349982354,2360000,62157.821349982354,89,40210.70416903039,194173.64815410975,1.0,194173.64815410977,10,194173.64815410977,810947700.0,285356.2015806052,194173.64815410975,0.0,1.0,-30.932554,285356.2015806052,3832.0266,40210.70416903039
-883658.4,0.0,nan,10,90,67641.44358581287,2384000,67641.44358581287,90,78046.64887269342,173671.4084839425,1.0,173671.40848394248,10,173671.40848394248,822860350.0,252592.9939790632,173671.4084839425,0.0,1.0,-31.083332,252592.9939790632,2140.7754,78046.64887269342
-880083.56,0.0,nan,10,91,69435.98504254702,2408000,69435.98504254702,91,66569.43252974383,181398.10078760405,1.0,181398.10078760402,10,181398.10078760402,844784300.0,287788.72024987475,181398.10078760405,0.0,1.0,-31.214806,287788.72024987475,2298.0627,66569.43252974383
-879874.8,0.0,nan,10,92,121458.01255182175,2432000,121458.01255182175,92,-81.9138159612751,91748.3302935173,0.4,91748.33029351727,10,91748.33029351727,848504450.0,287390.5981156425,91748.3302935173,0.0,0.4,-31.508825,287390.5981156425,1898.9653,-81.9138159612751
-891665.8,0.0,nan,10,93,79260.81375636945,2456000,79260.81375636945,93,52192.9024637377,177817.7493404517,1.0,177817.7493404517,10,177817.7493404517,834992640.0,302278.0871235465,177817.7493404517,0.0,1.0,-31.270113,302278.0871235465,2043.274,52192.9024637377
-900843.5,0.0,nan,10,94,66067.55754863126,2480000,66067.55754863126,94,97921.18759032217,217015.46974916337,1.0,217015.46974916343,10,217015.46974916343,843215600.0,287827.81740639487,217015.46974916337,0.0,1.0,-31.150064,287827.81740639487,2148.09,97921.18759032217
-903225.6,0.0,nan,10,95,66478.83551903967,2504000,66478.83551903967,95,-94.67882816564247,29344.67907587146,0.2,29344.679075871467,10,29344.679075871467,1296368000.0,216281.12623348605,29344.67907587146,0.0,0.2,-31.180176,216281.12623348605,2379.4165,-94.67882816564247
-50463.105,0.0,nan,10,96,75875.75397219717,2528000,75875.75397219717,96,17892.893124688282,168595.35392610804,0.9,168595.35392610804,10,168595.35392610804,3760549600.0,300944.12435307883,168595.35392610804,0.0,0.9,-33.454292,300944.12435307883,59222.227,17892.893124688282
