MetaTest/stick-pull-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTest/Average/MinReturn,MetaTest/stick-pull-v1/MaxReturn,MetaTest/stick-pull-v1/Iteration,TotalEnvSteps,MetaTest/stick-pull-v1/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/stick-pull-v1/AverageDiscountedReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/Alpha,MetaTrain/Average/AlphaLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/stick-pull-v1/NumTrajs,MetaTest/stick-pull-v1/StdReturn,MetaTest/stick-pull-v1/SuccessRate,MetaTest/stick-pull-v1/MinReturn
0.0,0.0,-8.19279051214858,25,1294220.0,-115.97752214199106,-8.19279051214858,25,824000,-26.12752633399789,0.0,-26.127526333997942,10,nan,-12.70848,-26.127526333997942,30.720355898527757,-26.12752633399789,-18879.562,156.24606,10,30.720355898527757,0.0,-115.97752214199106
0.0,0.0,952.0893028062633,26,2289962.8,-123.44983321803569,952.0893028062633,26,848000,30.252623512991004,0.0,30.252623512991057,10,nan,-14.445853,30.252623512991057,311.20603683002776,30.252623512991004,-24233.08,249.52724,10,311.20603683002776,0.0,-123.44983321803569
0.0,0.0,-12.845081067282246,27,4590817.5,-45.87148605640624,-12.845081067282246,27,872000,-29.86715370598114,0.0,-29.86715370598115,10,nan,-15.96842,-29.86715370598115,11.061347172122808,-29.86715370598114,-31360.932,127.22433,10,11.061347172122808,0.0,-45.87148605640624
0.0,0.0,-26.552402009859996,28,7523842.5,-44.9196884301476,-26.552402009859996,28,896000,-38.941723771036926,0.0,-38.941723771036926,10,nan,-17.35591,-38.941723771036926,6.4311092446127,-38.941723771036926,-43298.38,66.9908,10,6.4311092446127,0.0,-44.9196884301476
0.0,0.0,-30.944014108111976,29,9791275.0,-52.367359749197504,-30.944014108111976,29,920000,-49.140930609293456,0.0,-49.14093060929348,10,nan,-20.154562,-49.14093060929348,6.1488778611794705,-49.140930609293456,-59512.21,29.926693,10,6.1488778611794705,0.0,-52.367359749197504
0.0,0.0,-23.605967819956167,30,10061644.0,-41.8049521233418,-23.605967819956167,30,944000,-34.32177993595107,0.0,-34.32177993595108,10,nan,-23.46339,-34.32177993595108,5.990937017245543,-34.32177993595107,-74564.88,184.14496,10,5.990937017245543,0.0,-41.8049521233418
0.0,0.0,-21.564543494497723,31,11070230.0,-62.15038386515709,-21.564543494497723,31,968000,-42.85499421079817,0.0,-42.854994210798154,10,nan,-26.05075,-42.854994210798154,17.00465958614052,-42.85499421079817,-79212.48,76.644104,10,17.00465958614052,0.0,-62.15038386515709
0.0,0.0,21.17155224883924,32,13017341.0,-62.617852579622884,21.17155224883924,32,992000,-30.369240057720372,0.0,-30.36924005772039,10,nan,-29.41975,-30.36924005772039,31.73596161088325,-30.369240057720372,-80920.96,18.28525,10,31.73596161088325,0.0,-62.617852579622884
0.0,0.0,2043.4737676499847,33,23375716.0,-34.854296564379396,2043.4737676499847,33,1016000,522.1526031229687,0.0,522.152603122969,10,nan,-32.291412,522.152603122969,837.7980010437828,522.1526031229687,-104706.4,57.918793,10,837.7980010437828,0.0,-34.854296564379396
0.0,0.0,-10.322379684726464,34,28844006.0,-138.00610176894133,-10.322379684726464,34,1040000,-71.94801679865301,0.0,-71.94801679865301,10,nan,-32.159977,-71.94801679865301,45.84850038433618,-71.94801679865301,-115535.555,50.438465,10,45.84850038433618,0.0,-138.00610176894133
0.0,0.0,-8.297028476131885,35,34346100.0,-101.02361121509522,-8.297028476131885,35,1064000,-73.06242127352799,0.0,-73.06242127352797,10,nan,-30.488012,-73.06242127352797,36.88186823140677,-73.06242127352799,-100443.125,256.75055,10,36.88186823140677,0.0,-101.02361121509522
0.0,0.0,957.2597557927695,36,39567070.0,-117.45003676655263,957.2597557927695,36,1088000,12.039688875386004,0.0,12.039688875385862,10,nan,-31.16198,12.039688875385862,315.62671030490554,12.039688875386004,-94703.484,219.84296,10,315.62671030490554,0.0,-117.45003676655263
0.0,0.0,1005.1430680470223,37,46019780.0,-112.65445261885634,1005.1430680470223,37,1112000,28.120284363251585,0.0,28.120284363251493,10,nan,-33.20976,28.120284363251493,328.42417027665925,28.120284363251585,-105173.96,305.15668,10,328.42417027665925,0.0,-112.65445261885634
0.0,0.0,5033.420550875475,38,51037084.0,-109.15447570380333,5033.420550875475,38,1136000,617.8225988093461,0.0,617.8225988093467,10,nan,-34.247272,617.8225988093467,1516.5206792162983,617.8225988093461,-123946.58,349.36813,10,1516.5206792162983,0.0,-109.15447570380333
0.0,0.0,-92.14787256044303,39,42271572.0,-111.12920161492625,-92.14787256044303,39,1160000,-95.17640474412585,0.0,-95.17640474412585,10,nan,-35.184406,-95.17640474412585,5.44262012256976,-95.17640474412585,-107951.2,2044.6511,10,5.44262012256976,0.0,-111.12920161492625
0.0,0.0,914.0487369770182,40,6732182.0,-37.133540053067854,914.0487369770182,40,1184000,384.6890898295034,0.0,384.68908982950336,10,nan,-30.66635,384.68908982950336,385.08632743065743,384.6890898295034,-657.6134,2774.935,10,385.08632743065743,0.0,-37.133540053067854
0.0,0.0,-20.218382415077883,41,37507852.0,-96.06163291983377,-20.218382415077883,41,1208000,-77.67922445229942,0.0,-77.6792244522994,10,nan,-31.16119,-77.6792244522994,26.23043717603086,-77.67922445229942,-77441.82,2080.5303,10,26.23043717603086,0.0,-96.06163291983377
0.0,0.0,-41.641941017381015,42,27009122.0,-66.83692456979344,-41.641941017381015,42,1232000,-55.574020208903484,0.0,-55.574020208903484,10,nan,-22.675493,-55.574020208903484,7.3892249817299005,-55.574020208903484,-63086.26,5080.124,10,7.3892249817299005,0.0,-66.83692456979344
0.0,0.0,-1.9806706563438836,43,22160590.0,-80.7555549697781,-1.9806706563438836,43,1256000,-27.831274717716155,0.0,-27.831274717716166,10,nan,-23.172457,-27.831274717716166,28.34283818801172,-27.831274717716155,-64726.04,6470.4297,10,28.34283818801172,0.0,-80.7555549697781
0.0,0.0,0.6929925616157695,44,41478816.0,-36.973969440184426,0.6929925616157695,44,1280000,-18.158548533363426,0.0,-18.158548533363426,10,nan,-34.313004,-18.158548533363426,10.764261009286406,-18.158548533363426,-164327.42,1096.523,10,10.764261009286406,0.0,-36.973969440184426
0.0,0.0,-83.5428498060074,45,5274861.5,-100.25326263697964,-83.5428498060074,45,1304000,-91.69889883920214,0.0,-91.69889883920214,10,nan,-12.966146,-91.69889883920214,4.556245109194768,-91.69889883920214,21407.252,24379.322,10,4.556245109194768,0.0,-100.25326263697964
0.0,0.0,233.13600573303978,46,1519977.1,-116.06585087079914,233.13600573303978,46,1328000,-34.6673154284569,0.0,-34.667315428456945,10,nan,-6.516199,-34.667315428456945,95.1083189149905,-34.6673154284569,38033.164,57898.945,10,95.1083189149905,0.0,-116.06585087079914
0.0,0.0,658.3077629066286,47,6001624.0,-108.75069152237654,658.3077629066286,47,1352000,-5.526359307045982,0.0,-5.526359307046003,10,nan,-11.384123,-5.526359307046003,222.41366772420858,-5.526359307045982,5786.715,96834.45,10,222.41366772420858,0.0,-108.75069152237654
0.0,0.0,-8.003944450425074,48,637581.56,-78.41881197206588,-8.003944450425074,48,1376000,-56.52748972529755,0.0,-56.52748972529756,10,nan,-3.3503835,-56.52748972529756,24.32797344071414,-56.52748972529755,39491.53,8768.8,10,24.32797344071414,0.0,-78.41881197206588
0.0,0.0,-94.7377910419112,49,124729.55,-129.75287129363045,-94.7377910419112,49,1400000,-113.24045286697738,0.0,-113.24045286697742,10,nan,-3.411384,-113.24045286697742,12.334577872721061,-113.24045286697738,27874.453,2882.68,10,12.334577872721061,0.0,-129.75287129363045
0.0,0.0,3006.447269729986,50,519670.47,-54.89250795935613,3006.447269729986,50,1424000,467.2101307723372,0.0,467.21013077233704,10,nan,-9.766322,467.21013077233704,934.9557847279168,467.2101307723372,14481.941,6787.639,10,934.9557847279168,0.0,-54.89250795935613
0.0,0.0,-39.9463559699081,51,1389433.1,-111.38962882363148,-39.9463559699081,51,1448000,-71.0062139577036,0.0,-71.00621395770361,10,nan,-4.7976894,-71.00621395770361,20.34745630789427,-71.0062139577036,23554.676,32503.5,10,20.34745630789427,0.0,-111.38962882363148
0.0,0.0,-8.469453850388419,52,2589043.2,-60.79101436470804,-8.469453850388419,52,1472000,-18.76305062509832,0.0,-18.763050625098323,10,nan,-3.0026283,-18.763050625098323,14.42090775860969,-18.76305062509832,26609.629,34265.51,10,14.42090775860969,0.0,-60.79101436470804
0.0,0.0,1144.2515889866308,53,18550190.0,-115.87077030734844,1144.2515889866308,53,1496000,434.0311528547886,0.0,434.03115285478873,10,nan,-19.646582,434.03115285478873,550.3320116465738,434.0311528547886,-25063.617,16506.428,10,550.3320116465738,0.0,-115.87077030734844
0.0,0.0,537.3989802891311,54,27621424.0,-64.87261049526113,537.3989802891311,54,1520000,22.000089938005026,0.0,22.00008993800498,10,nan,-28.103851,22.00008993800498,173.66285895432682,22.000089938005026,-65156.297,11252.111,10,173.66285895432682,0.0,-64.87261049526113
0.0,0.0,4.530557779828654,55,24144826.0,-124.7039133255216,4.530557779828654,55,1544000,-67.02118576452277,0.0,-67.02118576452276,10,nan,-26.227934,-67.02118576452276,53.81211126865829,-67.02118576452277,-68468.555,2404.4504,10,53.81211126865829,0.0,-124.7039133255216
0.0,0.0,-17.164678523674716,56,15478359.0,-116.16641757456718,-17.164678523674716,56,1568000,-69.77853234830238,0.0,-69.77853234830243,10,nan,-19.50934,-69.77853234830243,42.94973413822543,-69.77853234830238,-45810.0,13078.488,10,42.94973413822543,0.0,-116.16641757456718
0.0,0.0,2240.2910350222605,57,5052875.0,-126.93196312531732,2240.2910350222605,57,1592000,155.49316404620737,0.0,155.4931640462074,10,nan,-8.826465,155.4931640462074,695.9460935454213,155.49316404620737,3458.9504,13462.204,10,695.9460935454213,0.0,-126.93196312531732
0.0,0.0,-60.2056955780086,58,9754184.0,-90.75358518752006,-60.2056955780086,58,1616000,-79.8942657387868,0.0,-79.89426573878684,10,nan,-14.091319,-79.89426573878684,8.403006768949416,-79.8942657387868,-5450.46,13396.654,10,8.403006768949416,0.0,-90.75358518752006
0.0,0.0,754.5937200923086,59,16084716.0,-92.627941257848,754.5937200923086,59,1640000,28.618360695354852,0.0,28.618360695354863,10,nan,-17.937832,28.618360695354863,243.03526908833922,28.618360695354852,-25961.299,11445.281,10,243.03526908833922,0.0,-92.627941257848
0.0,0.0,-90.80458233185136,60,16396704.0,-99.24519310562162,-90.80458233185136,60,1664000,-95.46826569757026,0.0,-95.46826569757023,10,nan,-18.525097,-95.46826569757023,2.6813179005341863,-95.46826569757026,-42839.0,13509.564,10,2.6813179005341863,0.0,-99.24519310562162
0.0,0.0,-23.018596297790747,61,12432974.0,-98.44050091277217,-23.018596297790747,61,1688000,-82.32791753195616,0.0,-82.32791753195616,10,nan,-17.031675,-82.32791753195616,23.660921020173483,-82.32791753195616,-21365.16,17307.816,10,23.660921020173483,0.0,-98.44050091277217
0.0,0.0,-28.552504395381572,62,11248988.0,-86.27106453229217,-28.552504395381572,62,1712000,-69.42926560634264,0.0,-69.42926560634264,10,nan,-16.616734,-69.42926560634264,15.07827514379812,-69.42926560634264,-9330.032,13690.674,10,15.07827514379812,0.0,-86.27106453229217
0.0,0.0,-18.63102974376669,63,16510883.0,-83.38929848417507,-18.63102974376669,63,1736000,-60.01500840073603,0.0,-60.01500840073603,10,nan,-21.018671,-60.01500840073603,16.986137466230176,-60.01500840073603,-23372.012,24723.984,10,16.986137466230176,0.0,-83.38929848417507
0.0,0.0,-9.31806252716915,64,11636988.0,-71.87423803692582,-9.31806252716915,64,1760000,-43.775851547219965,0.0,-43.775851547219965,10,nan,-20.303574,-43.775851547219965,20.150067431409543,-43.775851547219965,-18667.111,9409.732,10,20.150067431409543,0.0,-71.87423803692582
0.0,0.0,-2.715219452755743,65,12157118.0,-111.91171822104145,-2.715219452755743,65,1784000,-52.955032189199905,0.0,-52.95503218919989,10,nan,-21.074871,-52.95503218919989,26.497420776546726,-52.955032189199905,-34023.35,4115.76,10,26.497420776546726,0.0,-111.91171822104145
0.0,0.0,-16.36699821025173,66,13467351.0,-98.39779037988541,-16.36699821025173,66,1808000,-54.191003050325705,0.0,-54.1910030503257,10,nan,-21.447329,-54.1910030503257,22.134570846891542,-54.191003050325705,-57748.04,1263.2145,10,22.134570846891542,0.0,-98.39779037988541
0.0,0.0,1491.0360337344662,67,13740358.0,-80.97387377155123,1491.0360337344662,67,1832000,100.04542814745686,0.0,100.04542814745686,10,nan,-21.801998,100.04542814745686,464.41061819204066,100.04542814745686,-50591.09,6875.105,10,464.41061819204066,0.0,-80.97387377155123
0.0,0.0,22.08675051143777,68,13804917.0,-94.61060123096922,22.08675051143777,68,1856000,-45.637401596195915,0.0,-45.63740159619592,10,nan,-21.941004,-45.63740159619592,40.239942217106524,-45.637401596195915,-56526.65,855.99225,10,40.239942217106524,0.0,-94.61060123096922
0.0,0.0,-18.808464291523435,69,16566196.0,-118.22288757017573,-18.808464291523435,69,1880000,-60.53677803698046,0.0,-60.536778036980444,10,nan,-22.839066,-60.536778036980444,22.698177043243014,-60.53677803698046,-80028.484,1071.9805,10,22.698177043243014,0.0,-118.22288757017573
0.0,0.0,-61.34957024713976,70,6708991.0,-78.86449706223513,-61.34957024713976,70,1904000,-68.07621912291445,0.0,-68.07621912291444,10,nan,-18.623367,-68.07621912291444,5.724296475333205,-68.07621912291445,-20684.045,10441.856,10,5.724296475333205,0.0,-78.86449706223513
0.0,0.0,9350.725168097571,71,8519461.0,-48.67092011028837,9350.725168097571,71,1928000,1311.204336921038,0.0,1311.2043369210378,10,nan,-16.518951,1311.2043369210378,2722.2879172776543,1311.204336921038,-26262.723,7211.913,10,2722.2879172776543,0.0,-48.67092011028837
0.0,0.0,-32.7018332526181,72,8605692.0,-113.30984234130209,-32.7018332526181,72,1952000,-92.17307995344729,0.0,-92.17307995344729,10,nan,-16.360231,-92.17307995344729,28.475525181009004,-92.17307995344729,-42407.426,4657.0166,10,28.475525181009004,0.0,-113.30984234130209
0.0,0.0,-15.112680208882365,73,3233346.8,-61.91565800454259,-15.112680208882365,73,1976000,-44.69875565051451,0.0,-44.69875565051452,10,nan,-12.041667,-44.69875565051452,14.646286377216592,-44.69875565051451,-9868.488,8195.258,10,14.646286377216592,0.0,-61.91565800454259
0.0,0.0,-2.0227481090378823,74,4099980.8,-79.44472398092225,-2.0227481090378823,74,2000000,-42.978333588005384,0.0,-42.978333588005384,10,nan,-11.335006,-42.978333588005384,20.813135175199893,-42.978333588005384,-17213.234,9692.851,10,20.813135175199893,0.0,-79.44472398092225
0.0,0.0,-9.997898628251054,75,5724931.0,-37.56250570285898,-9.997898628251054,75,2024000,-24.187871072480853,0.0,-24.187871072480842,10,nan,-11.710941,-24.187871072480842,8.3448854411212,-24.187871072480853,-45048.117,2708.923,10,8.3448854411212,0.0,-37.56250570285898
0.0,0.0,-21.414554292735264,76,6995220.0,-97.39036919874097,-21.414554292735264,76,2048000,-51.12415277089063,0.0,-51.12415277089064,10,nan,-14.031244,-51.12415277089064,24.384578470665172,-51.12415277089063,-59323.945,420.3984,10,24.384578470665172,0.0,-97.39036919874097
0.0,0.0,-42.40282496218316,77,6259534.5,-55.615933147213966,-42.40282496218316,77,2072000,-50.959674543192115,0.0,-50.95967454319212,10,nan,-14.959131,-50.95967454319212,4.7889315300431505,-50.959674543192115,-44357.367,672.162,10,4.7889315300431505,0.0,-55.615933147213966
0.0,0.0,-6.562161948240916,78,8232514.5,-94.17226922897835,-6.562161948240916,78,2096000,-45.18484032811093,0.0,-45.18484032811094,10,nan,-18.996332,-45.18484032811094,32.44186628280236,-45.18484032811093,-57493.33,547.4461,10,32.44186628280236,0.0,-94.17226922897835
0.0,0.0,14.159955478064383,79,10757233.0,-77.5069762189096,14.159955478064383,79,2120000,-15.457233183593832,0.0,-15.457233183593814,10,nan,-20.737415,-15.457233183593814,29.741417115018425,-15.457233183593832,-58642.6,422.42853,10,29.741417115018425,0.0,-77.5069762189096
0.0,0.0,-6.535152321589798,80,9660780.0,-70.55673122055946,-6.535152321589798,80,2144000,-42.98567622105685,0.0,-42.985676221056856,10,nan,-18.260628,-42.985676221056856,17.848901223302537,-42.98567622105685,-44540.625,1588.6123,10,17.848901223302537,0.0,-70.55673122055946
0.0,0.0,-52.630457664523504,81,4698408.0,-112.04813545871635,-52.630457664523504,81,2168000,-73.11929641510379,0.0,-73.11929641510378,10,nan,-9.821789,-73.11929641510378,18.86700084367005,-73.11929641510379,-13573.995,7400.2847,10,18.86700084367005,0.0,-112.04813545871635
0.0,0.0,-39.75942987591604,82,3375876.0,-61.2788384597894,-39.75942987591604,82,2192000,-51.673070650308134,0.0,-51.67307065030815,10,nan,-8.498196,-51.67307065030815,6.157489388988714,-51.673070650308134,-2340.613,12655.208,10,6.157489388988714,0.0,-61.2788384597894
0.0,0.0,-24.159755415952525,83,1788513.6,-41.60610054151526,-24.159755415952525,83,2216000,-31.18032950127897,0.0,-31.18032950127897,10,nan,-4.4737687,-31.18032950127897,5.447039667968849,-31.18032950127897,4363.411,13172.964,10,5.447039667968849,0.0,-41.60610054151526
0.0,0.0,358.957044017749,84,691727.6,-72.13988226139713,358.957044017749,84,2240000,-19.74160699913516,0.0,-19.741606999135143,10,nan,-0.3823709,-19.741606999135143,126.37841983572096,-19.74160699913516,9397.87,11168.059,10,126.37841983572096,0.0,-72.13988226139713
0.0,0.0,-1.7947194324000728,85,156779.94,-53.10553804846336,-1.7947194324000728,85,2264000,-28.973779581009474,0.0,-28.973779581009474,10,nan,0.73261404,-28.973779581009474,15.867228429718581,-28.973779581009474,6864.498,9447.677,10,15.867228429718581,0.0,-53.10553804846336
0.0,0.0,-16.443461044691634,86,81155.42,-69.38716359741467,-16.443461044691634,86,2288000,-51.32317719001726,0.0,-51.32317719001725,10,nan,1.4025502,-51.32317719001725,14.048469052362679,-51.32317719001726,7605.081,6609.211,10,14.048469052362679,0.0,-69.38716359741467
0.0,0.0,-42.71178476436413,87,95494.67,-60.88877360342043,-42.71178476436413,87,2312000,-52.809210884828374,0.0,-52.809210884828374,10,nan,1.6772108,-52.809210884828374,6.082818238402918,-52.809210884828374,7288.299,6219.26,10,6.082818238402918,0.0,-60.88877360342043
0.0,0.0,-19.83793274122252,88,6699.339,-54.740577172142714,-19.83793274122252,88,2336000,-34.43445819204699,0.0,-34.43445819204699,10,nan,2.6655986,-34.43445819204699,12.774793454078912,-34.43445819204699,5811.0977,1436.7502,10,12.774793454078912,0.0,-54.740577172142714
0.0,0.0,-19.526309442610724,89,32376.172,-59.402089127548585,-19.526309442610724,89,2360000,-40.75178385554406,0.0,-40.75178385554407,10,nan,1.1510916,-40.75178385554407,12.835147906776768,-40.75178385554406,3987.295,1816.5621,10,12.835147906776768,0.0,-59.402089127548585
0.0,0.0,-31.409871353630507,90,55188.527,-79.59460006214158,-31.409871353630507,90,2384000,-50.84536844177101,0.0,-50.84536844177102,10,nan,1.9178723,-50.84536844177102,11.666640102825811,-50.84536844177101,4821.3735,2988.2268,10,11.666640102825811,0.0,-79.59460006214158
0.0,0.0,-13.47210689865875,91,20929.537,-68.85489474250821,-13.47210689865875,91,2408000,-43.31481918714014,0.0,-43.31481918714013,10,nan,2.3840177,-43.31481918714013,20.292182282303408,-43.31481918714014,3008.601,1526.5907,10,20.292182282303408,0.0,-68.85489474250821
0.0,0.0,-39.34738800760907,92,126332.49,-54.92249234051761,-39.34738800760907,92,2432000,-48.135629300000836,0.0,-48.135629300000865,10,nan,2.1235292,-48.135629300000865,4.244811421369798,-48.135629300000836,2843.074,4439.935,10,4.244811421369798,0.0,-54.92249234051761
