MetaTest/coffee-pull-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/coffee-pull-v1/AverageReturn,MetaTest/coffee-pull-v1/StdReturn,MetaTest/coffee-pull-v1/MaxReturn,MetaTest/coffee-pull-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/NumTrajs,MetaTest/coffee-pull-v1/SuccessRate,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/coffee-pull-v1/AverageDiscountedReturn,MetaTest/coffee-pull-v1/TerminationRate,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/coffee-pull-v1/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/Iteration
10,-22.85686649137225,0.0,-22.856866491372248,2.4061067819449606,-19.842506478805845,-26.851459704885748,2.4061067819449606,10,0.0,-19.842506478805845,-26.851459704885748,-22.85686649137225,0.0,-22.856866491372248,224000,0,0.0,0
10,-41.101108831536216,0.0,-41.10110883153622,16.992864945870895,-22.0774392348891,-63.416216987655886,16.992864945870895,10,0.0,-22.0774392348891,-63.416216987655886,-41.101108831536216,0.0,-41.10110883153622,248000,1,0.0,1
10,56.279260565772816,0.0,56.27926056577284,277.42179257272426,887.5075930964044,-66.9347009567945,277.42179257272426,10,0.0,887.5075930964044,-66.9347009567945,56.279260565772816,0.0,56.27926056577284,272000,2,0.0,2
10,-16.31395428743366,0.0,-16.313954287433663,1.6429346370820725,-13.84257419943733,-19.64584206866091,1.6429346370820725,10,0.0,-13.84257419943733,-19.64584206866091,-16.31395428743366,0.0,-16.313954287433663,296000,3,0.0,3
10,143.6621912673005,0.0,143.66219126730044,365.3187816046222,1194.8829889805224,-54.496328866974025,365.3187816046222,10,0.0,1194.8829889805224,-54.496328866974025,143.6621912673005,0.0,143.66219126730044,320000,4,0.0,4
10,94.98646081644043,0.0,94.98646081644041,310.8819124979595,997.2025729656943,-62.07442667416794,310.8819124979595,10,0.0,997.2025729656943,-62.07442667416794,94.98646081644043,0.0,94.98646081644041,344000,5,0.0,5
10,173.1576862422372,0.0,173.15768624223713,460.75293537310154,1171.2265521463542,-80.80811914347126,460.75293537310154,10,0.0,1171.2265521463542,-80.80811914347126,173.1576862422372,0.0,173.15768624223713,368000,6,0.0,6
10,-67.80552163691436,0.0,-67.80552163691435,20.158598074419842,-25.71265908467624,-83.64220016295894,20.158598074419842,10,0.0,-25.71265908467624,-83.64220016295894,-67.80552163691436,0.0,-67.80552163691435,392000,7,0.0,7
10,34.40649261588085,0.0,34.40649261588086,133.41853043826316,398.51110541225205,-42.88487010800556,133.41853043826316,10,0.0,398.51110541225205,-42.88487010800556,34.40649261588085,0.0,34.40649261588086,416000,8,0.0,8
10,186.25936557086658,0.0,186.2593655708667,159.44387650920416,485.93229277386183,-37.698563204059454,159.44387650920416,10,0.0,485.93229277386183,-37.698563204059454,186.25936557086658,0.0,186.2593655708667,440000,9,0.0,9
10,131.24591240596487,0.0,131.24591240596484,290.2635726353463,956.5332840172999,-29.381682901141932,290.2635726353463,10,0.0,956.5332840172999,-29.381682901141932,131.24591240596487,0.0,131.24591240596484,464000,10,0.0,10
10,-11.306850190845005,0.0,-11.306850190845031,85.97918054705725,245.01582005967995,-51.628711951124004,85.97918054705725,10,0.0,245.01582005967995,-51.628711951124004,-11.306850190845005,0.0,-11.306850190845031,488000,11,0.0,11
10,-23.862872947161758,0.0,-23.862872947161776,94.18570352987965,256.56085251114746,-64.34545112932932,94.18570352987965,10,0.0,256.56085251114746,-64.34545112932932,-23.862872947161758,0.0,-23.862872947161776,512000,12,0.0,12
10,71.5520083039143,0.0,71.55200830391429,146.92587067070272,384.6999815913987,-31.638202474625242,146.92587067070272,10,0.0,384.6999815913987,-31.638202474625242,71.5520083039143,0.0,71.55200830391429,536000,13,0.0,13
10,4.131234602263324,0.0,4.131234602263296,62.396433838167965,151.37580279249931,-55.005856856215665,62.396433838167965,10,0.0,151.37580279249931,-55.005856856215665,4.131234602263324,0.0,4.131234602263296,560000,14,0.0,14
