MetaTest/Average/AverageReturn,Average/SuccessRate,pick-place-wall-v1/MaxReturn,MetaTest/pick-place-wall-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,policy/LossAfter,TotalEnvSteps,Average/MaxReturn,pick-place-wall-v1/MinReturn,policy/dLoss,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,pick-place-wall-v1/NumEpisodes,pick-place-wall-v1/TerminationRate,Average/StdReturn,Average/AverageReturn,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,policy/KLBefore,MetaTest/pick-place-wall-v1/StdReturn,policy/LossBefore,pick-place-wall-v1/Iteration,MetaTest/pick-place-wall-v1/TerminationRate,Average/AverageDiscountedReturn,Average/MinReturn,Average/TerminationRate,MetaTest/pick-place-wall-v1/MinReturn,MetaTest/Average/StdReturn,Average/Iteration,Average/NumEpisodes,MetaTest/pick-place-wall-v1/AverageReturn,pick-place-wall-v1/StdReturn,policy/Entropy,MetaTest/Average/NumEpisodes,pick-place-wall-v1/AverageReturn,MetaTest/Average/Iteration,pick-place-wall-v1/SuccessRate,MetaTest/pick-place-wall-v1/MaxReturn,policy/KL,pick-place-wall-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/pick-place-wall-v1/NumEpisodes,MetaTest/pick-place-wall-v1/SuccessRate
-33.43964923615812,0.0,59.133637720650725,1,0.3295311984212831,-0.019283451,220000,59.133637720650725,-71.88371780844797,0.012155374,-25.558044828750447,0.0,100,0.0,16.54933158394349,-34.97020108540437,-33.43964923615812,-33.43964923615812,0.0,5.054211215505641,-0.0071280776,10,0.0,-14.132647038422633,-71.88371780844797,0.0,-42.85139911564518,5.054211215505641,10,100,-33.43964923615812,16.54933158394349,5.6151204,10,-34.97020108540437,1,0.0,-25.558044828750447,0.005272741,-14.132647038422633,0.0,-42.85139911564518,10,0.0
,0.0,9.036284752801425,,0.28271575511541713,-0.016069733,240000,9.036284752801425,-68.91168233336262,0.008649889,,,100,0.0,12.068479726001756,-39.040885360786454,,,0.0,,-0.0074198428,11,,-15.311709997840522,-68.91168233336262,0.0,,,11,100,,12.068479726001756,5.604528,,-39.040885360786454,,0.0,,0.008327674,-15.311709997840522,,,,
,0.0,-23.536674983520147,,0.3671084801781733,0.0022588943,260000,-23.536674983520147,-63.66875270738447,-0.0008460906,,,100,0.0,9.259942735826137,-37.114278980806645,,,0.0,,0.0014128037,12,,-14.754413513658609,-63.66875270738447,0.0,,,12,100,,9.259942735826137,5.597097,,-37.114278980806645,,0.0,,0.0022292961,-14.754413513658609,,,,
,0.0,-21.449911549683012,,0.42507831423914066,-0.0073415986,280000,-21.449911549683012,-73.66882510523732,0.005436484,,,100,0.0,9.637248529079336,-36.6135232486353,,,0.0,,-0.0019051147,13,,-14.581848296392103,-73.66882510523732,0.0,,,13,100,,9.637248529079336,5.5921144,,-36.6135232486353,,0.0,,0.0066232635,-14.581848296392103,,,,
,0.0,-22.651757230721305,,0.4566553448265569,-0.0015455261,300000,-22.651757230721305,-62.51998543241309,0.0005439209,,,100,0.0,8.357420077604715,-35.67233554472602,,,0.0,,-0.0010016052,14,,-14.465382595691562,-62.51998543241309,0.0,,,14,100,,8.357420077604715,5.5815053,,-35.67233554472602,,0.0,,0.0052149156,-14.465382595691562,,,,
,0.0,-22.54572777603036,,0.36361612194093007,-0.010611522,320000,-22.54572777603036,-57.01398009060928,0.0070714084,,,100,0.0,7.512167452987827,-34.98621869084711,,,0.0,,-0.0035401138,15,,-14.089486826270207,-57.01398009060928,0.0,,,15,100,,7.512167452987827,5.574425,,-34.98621869084711,,0.0,,0.01199517,-14.089486826270207,,,,
,0.0,12.666915465304902,,0.3257595084998569,-0.009525825,340000,12.666915465304902,-66.96950035077077,0.009904804,,,100,0.0,9.63276977382576,-35.01741252384508,,,0.0,,0.00037897797,16,,-14.23747703585537,-66.96950035077077,0.0,,,16,100,,9.63276977382576,5.570694,,-35.01741252384508,,0.0,,0.016202597,-14.23747703585537,,,,
,0.0,-22.29362263851445,,0.34318510171584893,-0.005359984,360000,-22.29362263851445,-78.82107094607997,0.0036352389,,,100,0.0,8.08888138320535,-33.20908582350789,,,0.0,,-0.0017247451,17,,-13.545136962527678,-78.82107094607997,0.0,,,17,100,,8.08888138320535,5.565827,,-33.20908582350789,,0.0,,0.005363388,-13.545136962527678,,,,
,0.0,-20.582119156674285,,0.4036986825104828,-0.015789574,380000,-20.582119156674285,-62.57383504657212,0.0068549896,,,100,0.0,7.915922594680074,-34.74381573139662,,,0.0,,-0.008934584,18,,-13.88555330276571,-62.57383504657212,0.0,,,18,100,,7.915922594680074,5.557721,,-34.74381573139662,,0.0,,0.016438901,-13.88555330276571,,,,
,0.0,-8.981215715502694,,0.36474215113505315,-0.015027847,400000,-8.981215715502694,-58.13254599963498,0.0060527343,,,100,0.0,7.523649250459708,-33.857420083229066,,,0.0,,-0.008975113,19,,-13.90694671775152,-58.13254599963498,0.0,,,19,100,,7.523649250459708,5.5492425,,-33.857420083229066,,0.0,,0.015622879,-13.90694671775152,,,,
-34.37761944935648,0.0,-21.854584492019868,2,0.3681629642570715,0.0046963203,420000,-21.854584492019868,-59.97607371442012,0.00018216157,-27.168477809307166,0.0,100,0.0,6.655190174025575,-32.207283447086006,-34.377619449356466,-34.377619449356466,0.0,5.000947335124413,0.004878482,20,0.0,-13.5292169497817,-59.97607371442012,0.0,-42.23213003353993,5.000947335124413,20,100,-34.37761944935648,6.655190174025575,5.5457835,10,-32.207283447086006,2,0.0,-27.168477809307166,0.0040421262,-13.5292169497817,0.0,-42.23213003353993,10,0.0
,0.0,-21.081144123673237,,0.30510515207907507,-0.0072860024,440000,-21.081144123673237,-54.87554924304271,0.0030867835,,,100,0.0,6.652212428873679,-32.37500734877628,,,0.0,,-0.004199219,21,,-13.093692062550328,-54.87554924304271,0.0,,,21,100,,6.652212428873679,5.534883,,-32.37500734877628,,0.0,,0.012576773,-13.093692062550328,,,,
,0.0,51.04052324849036,,0.327409507480388,-0.01560123,460000,51.04052324849036,-57.81684126423521,0.00594946,,,100,0.0,12.427022578661004,-34.97611284280757,,,0.0,,-0.00965177,22,,-13.974446149369296,-57.81684126423521,0.0,,,22,100,,12.427022578661004,5.5139365,,-34.97611284280757,,0.0,,0.008458451,-13.974446149369296,,,,
,0.0,-21.495924232161624,,0.38867601957280884,0.0032152438,480000,-21.495924232161624,-59.78052114987681,-0.0034818053,,,100,0.0,5.517388506977147,-30.555183936275963,,,0.0,,-0.00026656152,23,,-12.887820868887527,-59.78052114987681,0.0,,,23,100,,5.517388506977147,5.491921,,-30.555183936275963,,0.0,,0.010707373,-12.887820868887527,,,,
,0.0,-23.153401007717218,,0.3396586832092916,-0.011586851,500000,-23.153401007717218,-51.962761829141094,0.004138118,,,100,0.0,6.584506664536195,-33.308555166928,,,0.0,,-0.0074487333,24,,-13.348517781443675,-51.962761829141094,0.0,,,24,100,,6.584506664536195,5.473976,,-33.308555166928,,0.0,,0.020737788,-13.348517781443675,,,,
,0.0,31.93466980241042,,0.28031655862563787,-0.022243533,520000,31.93466980241042,-59.35862135131185,0.009706668,,,100,0.0,10.325902446044925,-33.129554619818876,,,0.0,,-0.012536866,25,,-13.399642485615775,-59.35862135131185,0.0,,,25,100,,10.325902446044925,5.4587274,,-33.129554619818876,,0.0,,0.014826388,-13.399642485615775,,,,
,0.0,-20.561983696283644,,0.23343283286552863,0.0014906189,540000,-20.561983696283644,-42.13142727524557,-0.002325235,,,100,0.0,4.172506951289926,-30.33538975075031,,,0.0,,-0.0008346161,26,,-12.824559354461657,-42.13142727524557,0.0,,,26,100,,4.172506951289926,5.4485297,,-30.33538975075031,,0.0,,0.006100742,-12.824559354461657,,,,
,0.0,76.81294865955589,,0.42485343375835205,0.0056575257,560000,76.81294865955589,-45.76172812736342,0.007390622,,,100,0.0,11.560618998808676,-29.052077973399278,,,0.0,,0.013048148,27,,-12.537867535397222,-45.76172812736342,0.0,,,27,100,,11.560618998808676,5.4462385,,-29.052077973399278,,0.0,,0.0117120575,-12.537867535397222,,,,
,0.0,14.304740599124472,,0.31968912684996587,-0.013415633,580000,14.304740599124472,-60.54722314428935,0.008333361,,,100,0.0,9.45917383853236,-34.430096132336395,,,0.0,,-0.0050822725,28,,-13.927455651993673,-60.54722314428935,0.0,,,28,100,,9.45917383853236,5.4404755,,-34.430096132336395,,0.0,,0.012253919,-13.927455651993673,,,,
,0.0,-18.007721949311048,,0.29244972612813847,-0.0026054126,600000,-18.007721949311048,-52.468960705415704,0.0022654384,,,100,0.0,5.816791088877022,-30.971481364090504,,,0.0,,-0.0003399742,29,,-12.929887947614562,-52.468960705415704,0.0,,,29,100,,5.816791088877022,5.435592,,-30.971481364090504,,0.0,,0.009749957,-12.929887947614562,,,,
-30.669534018503118,0.0,-18.084604608853613,3,0.30523158588305566,-0.004161578,620000,-18.084604608853613,-45.29688215189183,0.00053902064,-23.950524292222855,0.0,100,0.0,4.494279525903991,-30.166466758237398,-30.669534018503118,-30.669534018503118,0.0,4.610383802295566,-0.0036225575,30,0.0,-12.640592486079884,-45.29688215189183,0.0,-40.1341509423836,4.610383802295566,30,100,-30.669534018503118,4.494279525903991,5.4288793,10,-30.166466758237398,3,0.0,-23.950524292222855,0.00903067,-12.640592486079884,0.0,-40.1341509423836,10,0.0
,0.0,-21.435508183369357,,0.29906508272287513,-0.0062933206,640000,-21.435508183369357,-54.886352307992865,0.0019000606,,,100,0.0,4.8702020327927285,-30.387188215398545,,,0.0,,-0.00439326,31,,-12.70387597673555,-54.886352307992865,0.0,,,31,100,,4.8702020327927285,5.422396,,-30.387188215398545,,0.0,,0.009776729,-12.70387597673555,,,,
,0.0,-3.6182270907787966,,0.35629929121865445,-0.019548923,660000,-3.6182270907787966,-65.95018828158582,0.015657464,,,100,0.0,9.626749295069498,-33.459386934132155,,,0.0,,-0.003891458,32,,-13.536494205350097,-65.95018828158582,0.0,,,32,100,,9.626749295069498,5.42246,,-33.459386934132155,,0.0,,0.016988413,-13.536494205350097,,,,
,0.0,-20.318220949709666,,0.33694047339870903,-0.00837818,680000,-20.318220949709666,-45.18798434879477,0.0011680569,,,100,0.0,4.666649388990752,-29.987942355176695,,,0.0,,-0.007210123,33,,-12.57245603033531,-45.18798434879477,0.0,,,33,100,,4.666649388990752,5.4222183,,-29.987942355176695,,0.0,,0.009505282,-12.57245603033531,,,,
,0.0,-20.819309823877482,,0.29845135313719195,-0.010430878,700000,-20.819309823877482,-47.421039448683736,0.005364361,,,100,0.0,4.882178697324,-31.3125497327044,,,0.0,,-0.005066517,34,,-12.991188967597143,-47.421039448683736,0.0,,,34,100,,4.882178697324,5.4245768,,-31.3125497327044,,0.0,,0.009995303,-12.991188967597143,,,,
,0.0,-21.430667307000984,,0.334420889992069,-0.0049112802,720000,-21.430667307000984,-47.29814822356921,0.0023454041,,,100,0.0,4.979447963505657,-30.11492004265353,,,0.0,,-0.002565876,35,,-12.736437019582313,-47.29814822356921,0.0,,,35,100,,4.979447963505657,5.4191995,,-30.11492004265353,,0.0,,0.009928208,-12.736437019582313,,,,
,0.0,-19.363593635443273,,0.32972632941319147,-0.0050861193,740000,-19.363593635443273,-42.440243139229146,-0.0007694145,,,100,0.0,4.62993586368402,-29.734852326592105,,,0.0,,-0.0058555338,36,,-12.580960897498455,-42.440243139229146,0.0,,,36,100,,4.62993586368402,5.412722,,-29.734852326592105,,0.0,,0.0009709873,-12.580960897498455,,,,
,0.0,-23.163798142406165,,0.3082604808294209,0.0019642387,760000,-23.163798142406165,-51.2523073643977,-0.0006398865,,,100,0.0,4.33498697324673,-29.76128061198551,,,0.0,,0.0013243522,37,,-12.619644049799003,-51.2523073643977,0.0,,,37,100,,4.33498697324673,5.406405,,-29.76128061198551,,0.0,,0.0027836766,-12.619644049799003,,,,
,0.0,-20.593230505262547,,0.39382776685528575,-0.0046147257,780000,-20.593230505262547,-52.34769540280319,0.00038554333,,,100,0.0,5.0596265041853385,-30.697287179631054,,,0.0,,-0.0042291824,38,,-12.809202030878946,-52.34769540280319,0.0,,,38,100,,5.0596265041853385,5.397959,,-30.697287179631054,,0.0,,0.009137153,-12.809202030878946,,,,
,0.0,-19.298564886634217,,0.3237182059786279,-0.008406166,800000,-19.298564886634217,-50.87130785958977,0.0035852203,,,100,0.0,5.429719782696857,-30.45674247311818,,,0.0,,-0.0048209457,39,,-12.830748767877662,-50.87130785958977,0.0,,,39,100,,5.429719782696857,5.387113,,-30.45674247311818,,0.0,,0.00983991,-12.830748767877662,,,,
-30.021190963622292,0.0,-18.895867798589773,4,0.353005621776581,-0.003270066,820000,-18.895867798589773,-44.434412393624264,0.0051424536,-25.177595192332287,0.0,100,0.0,5.385380962016658,-31.183458338056504,-30.021190963622292,-30.021190963622292,0.0,2.8318832786402943,0.0018723875,40,0.0,-12.95235825594775,-44.434412393624264,0.0,-34.12023103122799,2.8318832786402943,40,100,-30.021190963622292,5.385380962016658,5.3772864,10,-31.183458338056504,4,0.0,-25.177595192332287,0.008899366,-12.95235825594775,0.0,-34.12023103122799,10,0.0
,0.0,-21.95090710961457,,0.2749979422982377,-0.0021528252,840000,-21.95090710961457,-42.54483535860306,2.037827e-05,,,100,0.0,3.495845159567626,-29.119439129246153,,,0.0,,-0.002132447,41,,-12.49910569074641,-42.54483535860306,0.0,,,41,100,,3.495845159567626,5.3707376,,-29.119439129246153,,0.0,,0.008959761,-12.49910569074641,,,,
,0.0,-19.270914882589366,,0.33482451118542167,-0.0061307205,860000,-19.270914882589366,-43.38821489520113,0.0032213363,,,100,0.0,4.924066052969279,-30.40410829085689,,,0.0,,-0.0029093842,42,,-12.731438607654868,-43.38821489520113,0.0,,,42,100,,4.924066052969279,5.364242,,-30.40410829085689,,0.0,,0.013656411,-12.731438607654868,,,,
,0.0,-21.17140066825479,,0.45326562091149836,-0.0042983163,880000,-21.17140066825479,-57.20610357172412,0.0044821296,,,100,0.0,5.490609482627228,-30.584366208295936,,,0.0,,0.00018381348,43,,-12.752953170364815,-57.20610357172412,0.0,,,43,100,,5.490609482627228,5.3549666,,-30.584366208295936,,0.0,,0.0193078,-12.752953170364815,,,,
,0.0,-20.487601948182288,,0.42651432043467463,-0.007836035,900000,-20.487601948182288,-49.47952331157883,0.0031344332,,,100,0.0,6.1562347676577645,-32.22237693240539,,,0.0,,-0.0047016023,44,,-13.053106204142207,-49.47952331157883,0.0,,,44,100,,6.1562347676577645,5.340932,,-32.22237693240539,,0.0,,0.013407951,-13.053106204142207,,,,
,0.0,-18.7775730187292,,0.3620468500407453,-0.0073803766,920000,-18.7775730187292,-56.7676582242855,0.0012984485,,,100,0.0,5.128179775264494,-29.991064221676616,,,0.0,,-0.006081928,45,,-12.661427918160454,-56.7676582242855,0.0,,,45,100,,5.128179775264494,5.3303537,,-29.991064221676616,,0.0,,0.016802542,-12.661427918160454,,,,
,0.0,-22.579470372472436,,0.36464978854939134,-0.009558971,940000,-22.579470372472436,-59.23130815630914,0.007497536,,,100,0.0,6.25389137305676,-33.51012751854966,,,0.0,,-0.002061435,46,,-13.51940576739021,-59.23130815630914,0.0,,,46,100,,6.25389137305676,5.331993,,-33.51012751854966,,0.0,,0.01920452,-13.51940576739021,,,,
,0.0,-21.96992314821,,0.30713113229564126,-0.009420856,960000,-21.96992314821,-52.373796286659164,0.0038816012,,,100,0.0,4.482203119116946,-30.562890625492347,,,0.0,,-0.0055392548,47,,-12.816873742918615,-52.373796286659164,0.0,,,47,100,,4.482203119116946,5.329521,,-30.562890625492347,,0.0,,0.007833706,-12.816873742918615,,,,
,0.0,-21.791887057685248,,0.32164755162617,-0.001920409,980000,-21.791887057685248,-41.32281713962503,-0.0003545857,,,100,0.0,3.7603521811758713,-29.584667353203276,,,0.0,,-0.0022749947,48,,-12.636324809097623,-41.32281713962503,0.0,,,48,100,,3.7603521811758713,5.3235807,,-29.584667353203276,,0.0,,0.0030201254,-12.636324809097623,,,,
,0.0,-22.628749307686615,,0.3917501695171194,-0.0031649324,1000000,-22.628749307686615,-44.54470043638212,0.0032299957,,,100,0.0,4.504815316252358,-29.463468506610035,,,0.0,,6.5063476e-05,49,,-12.591553807204493,-44.54470043638212,0.0,,,49,100,,4.504815316252358,5.320725,,-29.463468506610035,,0.0,,0.014381253,-12.591553807204493,,,,
-31.268749109582586,0.0,-22.954957271533807,5,0.3932689093104099,-0.013908869,1020000,-22.954957271533807,-57.01315196147658,0.008359586,-23.583549988422185,0.0,100,0.0,6.6649598407010755,-33.715143619029476,-31.268749109582586,-31.268749109582586,0.0,4.518565263127662,-0.0055492828,50,0.0,-13.5880998481044,-57.01315196147658,0.0,-38.68237430719025,4.518565263127662,50,100,-31.268749109582586,6.6649598407010755,5.3102117,10,-33.715143619029476,5,0.0,-23.583549988422185,0.022115754,-13.5880998481044,0.0,-38.68237430719025,10,0.0
,0.0,-22.343703182493886,,0.35674042585759447,-0.00071873324,1040000,-22.343703182493886,-42.49296231971442,0.0020247712,,,100,0.0,4.2256461938055185,-29.696696183879418,,,0.0,,0.0013060379,51,,-12.712458403889295,-42.49296231971442,0.0,,,51,100,,4.2256461938055185,5.3007884,,-29.696696183879418,,0.0,,0.011224266,-12.712458403889295,,,,
,0.0,-20.291293761267738,,0.36017077591286406,-0.011803055,1060000,-20.291293761267738,-48.224591040136254,0.009831668,,,100,0.0,5.858439035376086,-31.290138602961648,,,0.0,,-0.0019713875,52,,-12.893300376586724,-48.224591040136254,0.0,,,52,100,,5.858439035376086,5.3004007,,-31.290138602961648,,0.0,,0.015300065,-12.893300376586724,,,,
,0.0,-22.554334998071653,,0.3851646663008137,-0.00791771,1080000,-22.554334998071653,-49.76727500636484,0.006322134,,,100,0.0,4.617755158603671,-31.2492679802199,,,0.0,,-0.0015955757,53,,-13.02861508359474,-49.76727500636484,0.0,,,53,100,,4.617755158603671,5.2980037,,-31.2492679802199,,0.0,,0.014515655,-13.02861508359474,,,,
,0.0,-20.84064032393266,,0.36814410974586453,-0.00930269,1100000,-20.84064032393266,-44.04205073998069,0.004923665,,,100,0.0,5.396512908224216,-30.94489694030926,,,0.0,,-0.0043790247,54,,-12.823237388181658,-44.04205073998069,0.0,,,54,100,,5.396512908224216,5.2874994,,-30.94489694030926,,0.0,,0.014590292,-12.823237388181658,,,,
,0.0,-21.093245815151626,,0.36654830316298137,0.00046199074,1120000,-21.093245815151626,-46.4563236861437,-0.00037232856,,,100,0.0,5.193215499084581,-30.78533028006842,,,0.0,,8.966217e-05,55,,-12.8928043087107,-46.4563236861437,0.0,,,55,100,,5.193215499084581,5.270958,,-30.78533028006842,,0.0,,0.016522482,-12.8928043087107,,,,
,0.0,-20.726310153408324,,0.36445402403765925,-0.008450128,1140000,-20.726310153408324,-49.94507772680821,0.0004729824,,,100,0.0,5.358808914795297,-30.19513380373933,,,0.0,,-0.007977146,56,,-12.489530375469531,-49.94507772680821,0.0,,,56,100,,5.358808914795297,5.261416,,-30.19513380373933,,0.0,,0.0112414295,-12.489530375469531,,,,
,0.0,-22.806483390479894,,0.33528858500768455,-0.003662993,1160000,-22.806483390479894,-43.39754949457511,0.00031614536,,,100,0.0,4.170623358577676,-29.787115841169403,,,0.0,,-0.0033468476,57,,-12.530132062418952,-43.39754949457511,0.0,,,57,100,,4.170623358577676,5.2480083,,-29.787115841169403,,0.0,,0.0157373,-12.530132062418952,,,,
,0.0,-20.37670413139572,,0.3724628289460642,0.0011814155,1180000,-20.37670413139572,-47.24652060759631,0.001124904,,,100,0.0,5.171279150108645,-29.373405565319263,,,0.0,,0.0023063195,58,,-12.269223143898689,-47.24652060759631,0.0,,,58,100,,5.171279150108645,5.2356997,,-29.373405565319263,,0.0,,0.012262715,-12.269223143898689,,,,
,0.0,-21.269109373167645,,0.3393253275071777,-0.0041159564,1200000,-21.269109373167645,-40.54984493829579,0.0016617093,,,100,0.0,3.4111339131060214,-28.401454774031663,,,0.0,,-0.002454247,59,,-12.168481046550461,-40.54984493829579,0.0,,,59,100,,3.4111339131060214,5.228532,,-28.401454774031663,,0.0,,0.0053534624,-12.168481046550461,,,,
-28.155512503732457,0.0,-18.954749890278116,6,0.36578375711294997,-0.0022689775,1220000,-18.954749890278116,-40.36473676668083,4.282687e-05,-23.850727756966798,0.0,100,0.0,3.4440492088662094,-27.605051592792826,-28.15551250373244,-28.15551250373244,0.0,2.385360927095061,-0.0022261506,60,0.0,-11.983143318944293,-40.36473676668083,0.0,-31.41681742541681,2.385360927095061,60,100,-28.155512503732457,3.4440492088662094,5.2224607,10,-27.605051592792826,6,0.0,-23.850727756966798,0.009570749,-11.983143318944293,0.0,-31.41681742541681,10,0.0
,0.0,-20.431899010893478,,0.3753939580405149,0.0027533416,1240000,-20.431899010893478,-55.51179967020742,-0.00014600065,,,100,0.0,5.592242393304214,-28.949216052633286,,,0.0,,0.002607341,61,,-12.036160092819348,-55.51179967020742,0.0,,,61,100,,5.592242393304214,5.2070155,,-28.949216052633286,,0.0,,0.009404318,-12.036160092819348,,,,
,0.0,-19.94667919903549,,0.40742224120516524,0.00092171784,1260000,-19.94667919903549,-37.567217602940126,-0.0032979425,,,100,0.0,3.4017822897448022,-27.340150891605244,,,0.0,,-0.0023762246,62,,-11.835155109561013,-37.567217602940126,0.0,,,62,100,,3.4017822897448022,5.1878843,,-27.340150891605244,,0.0,,0.005135511,-11.835155109561013,,,,
,0.0,-21.46458007956984,,0.2951606320865491,0.0035228417,1280000,-21.46458007956984,-42.699129473663156,-0.003993713,,,100,0.0,4.145735838916713,-27.28151907462714,,,0.0,,-0.00047087096,63,,-11.70358420780245,-42.699129473663156,0.0,,,63,100,,4.145735838916713,5.1639023,,-27.28151907462714,,0.0,,0.0032978023,-11.70358420780245,,,,
,0.0,-20.4888642007386,,0.29306995514462153,0.0028397979,1300000,-20.4888642007386,-34.62418222770997,-0.006434274,,,100,0.0,3.0995618047465867,-26.73753924815078,,,0.0,,-0.0035944763,64,,-11.767442076979119,-34.62418222770997,0.0,,,64,100,,3.0995618047465867,5.133545,,-26.73753924815078,,0.0,,0.00903224,-11.767442076979119,,,,
,0.0,-20.074969002182556,,0.3520432312511539,0.0005366669,1320000,-20.074969002182556,-45.52036922347956,-0.0031309922,,,100,0.0,5.61444272979344,-28.377252309060413,,,0.0,,-0.0025943252,65,,-12.00153281043118,-45.52036922347956,0.0,,,65,100,,5.61444272979344,5.1045656,,-28.377252309060413,,0.0,,0.010809169,-12.00153281043118,,,,
