MetaTest/Average/TerminationRate,policy/KLBefore,MetaTest/bin-picking-v1/MaxReturn,Average/MinReturn,Average/SuccessRate,bin-picking-v1/AverageReturn,bin-picking-v1/MinReturn,bin-picking-v1/TerminationRate,bin-picking-v1/Iteration,Average/AverageDiscountedReturn,policy/Entropy,LinearFeatureBaseline/ExplainedVariance,Average/StdReturn,MetaTest/bin-picking-v1/StdReturn,MetaTest/Average/MinReturn,Average/Iteration,MetaTest/Average/Iteration,MetaTest/bin-picking-v1/SuccessRate,Average/TerminationRate,MetaTest/Average/AverageReturn,Average/NumEpisodes,TotalEnvSteps,policy/dLoss,bin-picking-v1/SuccessRate,MetaTest/bin-picking-v1/NumEpisodes,Average/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,bin-picking-v1/MaxReturn,policy/KL,bin-picking-v1/AverageDiscountedReturn,MetaTest/Average/NumEpisodes,MetaTest/bin-picking-v1/AverageDiscountedReturn,policy/LossBefore,MetaTest/Average/AverageDiscountedReturn,MetaTest/bin-picking-v1/AverageReturn,bin-picking-v1/StdReturn,bin-picking-v1/NumEpisodes,MetaTest/Average/StdReturn,MetaTest/bin-picking-v1/Iteration,Average/AverageReturn,policy/LossAfter,MetaTest/bin-picking-v1/TerminationRate,MetaTest/bin-picking-v1/MinReturn
0.0,0.0,-42.65428182839066,-157.82740908309762,0.0,-77.97698452228143,-157.82740908309762,0.0,10,-33.094068194069536,5.5674314,0.9160209804351866,27.616136061549376,29.304359847865292,-152.04553807314312,10,1,0.0,0.0,-71.02842191128755,100,220000,-0.0025550043,0.0,10,-38.0196577543958,-42.65428182839066,0.0,-38.0196577543958,0.0008410011,-33.094068194069536,10,-71.02842191128755,-0.010680624,-71.02842191128755,-71.02842191128755,27.616136061549376,100,29.304359847865292,1,-77.97698452228143,-0.00812562,0.0,-152.04553807314312
,0.0,,-153.90447018799892,0.0,-91.0146839577253,-153.90447018799892,0.0,11,-38.66644541144094,5.5657296,0.8972209874685125,29.822847560884714,,,11,,,0.0,,100,240000,-0.0013246154,0.0,,-25.253947949830714,,,-25.253947949830714,7.3669515e-05,-38.66644541144094,,,-0.0021174378,,,29.822847560884714,100,,,-91.0146839577253,-0.0007928223,,
,0.0,,-189.65426326712804,0.0,-77.95027178230785,-189.65426326712804,0.0,12,-33.73533928523645,5.565104,0.9525635116898635,49.615195633871,,,12,,,0.0,,100,260000,0.00027700816,0.0,,-20.703431365070927,,,-20.703431365070927,1.4330025e-05,-33.73533928523645,,,-0.0033617492,,,49.615195633871,100,,,-77.95027178230785,-0.0036387574,,
,0.0,,-192.14898685900172,0.1,29650.303338270336,-192.14898685900172,0.0,13,12831.284049011865,5.588465,0.9701944357651475,89236.73830816163,,,13,,,0.0,,100,280000,10.331703,0.1,,300450.0740794299,,,300450.0740794299,0.0068650497,12831.284049011865,,,5.496034,,,89236.73830816163,100,,,29650.303338270336,-4.8356686,,
,0.0,,-201.64911453825547,0.0,-100.54323222525628,-201.64911453825547,0.0,14,-42.462115210809976,5.60216,0.9546598925231454,47.475809139232666,,,14,,,0.0,,100,300000,0.002212122,0.0,,-28.197003283833094,,,-28.197003283833094,0.017046932,-42.462115210809976,,,-0.020606982,,,47.475809139232666,100,,,-100.54323222525628,-0.022819104,,
,0.0,,-170.11716860897755,0.0,-83.86230975246087,-170.11716860897755,0.0,15,-36.637678997287736,5.607132,0.9304374304660151,37.78466109896878,,,15,,,0.0,,100,320000,0.008229177,0.0,,-25.895110218698747,,,-25.895110218698747,0.0018226536,-36.637678997287736,,,-0.007822135,,,37.78466109896878,100,,,-83.86230975246087,-0.016051313,,
,0.0,,-132.8893616298507,0.1,30931.096482600253,-132.8893616298507,0.0,16,13366.155071388364,5.5772023,0.9701927712256584,93004.85637104808,,,16,,,0.0,,100,340000,17.839272,0.1,,316472.7344418448,,,316472.7344418448,0.007724584,13366.155071388364,,,5.5770717,,,93004.85637104808,100,,,30931.096482600253,-12.2622,,
,0.0,,-127.48556753622071,0.0,-82.2511543309425,-127.48556753622071,0.0,17,-35.985542760928745,5.5510106,0.8740560161327855,24.145879623172625,,,17,,,0.0,,100,360000,-0.013101255,0.0,,-29.785618079924003,,,-29.785618079924003,0.004318247,-35.985542760928745,,,-0.0003447632,,,24.145879623172625,100,,,-82.2511543309425,0.012756491,,
,0.0,,-159.65472552399424,0.0,-87.78858014187426,-159.65472552399424,0.0,18,-38.17076220489252,5.541578,0.9184370254082824,34.37850316780867,,,18,,,0.0,,100,380000,-0.0045204777,0.0,,-24.457053806918978,,,-24.457053806918978,0.00061715255,-38.17076220489252,,,-0.0205801,,,34.37850316780867,100,,,-87.78858014187426,-0.016059622,,
,0.0,,-162.6281357539662,0.0,-88.48694253693611,-162.6281357539662,0.0,19,-38.47715072585144,5.5381937,0.926681177850541,32.63367537180212,,,19,,,0.0,,100,400000,-0.00080591254,0.0,,-32.10036778641725,,,-32.10036778641725,8.213324e-05,-38.47715072585144,,,-0.022801716,,,32.63367537180212,100,,,-88.48694253693611,-0.021995803,,
0.0,0.0,-31.098923941812924,-166.48224795148815,0.0,-99.2662649554621,-166.48224795148815,0.0,20,-43.218126334425875,5.53702,0.9053650034475267,27.523784459546786,34.32752366126558,-138.68807372156726,20,2,0.0,0.0,-88.61445862624397,100,420000,0.0014393488,0.0,10,-54.004080676334,-31.098923941812924,0.0,-54.004080676334,4.2068277e-05,-43.218126334425875,10,-88.61445862624399,-0.015031879,-88.61445862624399,-88.61445862624397,27.523784459546786,100,34.32752366126558,2,-99.2662649554621,-0.016471228,0.0,-138.68807372156726
,0.0,,-131.42624308475638,0.0,-70.43915590022408,-131.42624308475638,0.0,21,-30.43659171802173,5.536628,0.920258722421681,29.978133370981507,,,21,,,0.0,,100,440000,0.00085637346,0.0,,-19.5525606705032,,,-19.5525606705032,2.5208195e-05,-30.43659171802173,,,-0.014718968,,,29.978133370981507,100,,,-70.43915590022408,-0.015575342,,
,0.0,,-151.1689293825163,0.1,29561.811672899068,-151.1689293825163,0.0,22,12802.744677942135,5.5131173,0.9685683243296657,88919.27252324784,,,22,,,0.0,,100,460000,13.794093,0.1,,308672.1374415379,,,308672.1374415379,0.0060516433,12802.744677942135,,,5.9391923,,,88919.27252324784,100,,,29561.811672899068,-7.854901,,
,0.0,,-137.5933792506168,0.0,-81.67368837143309,-137.5933792506168,0.0,23,-36.305264622880216,5.4897847,0.9229346866548178,30.890500685237832,,,23,,,0.0,,100,480000,-0.0294986,0.0,,-24.994776053366287,,,-24.994776053366287,0.014235575,-36.305264622880216,,,-0.018635046,,,30.890500685237832,100,,,-81.67368837143309,0.010863553,,
,0.0,,-177.00409963175193,0.0,-92.73089996197393,-177.00409963175193,0.0,24,-39.49049702795121,5.4814606,0.9293864438258663,34.77939021086024,,,24,,,0.0,,100,500000,-0.010043921,0.0,,-33.584790851401536,,,-33.584790851401536,0.0016775973,-39.49049702795121,,,-0.015082739,,,34.77939021086024,100,,,-92.73089996197393,-0.0050388183,,
,0.0,,-159.30903546117497,0.0,-96.1213948430492,-159.30903546117497,0.0,25,-41.61017235138453,5.478518,0.9307301672084575,31.57694777642992,,,25,,,0.0,,100,520000,-0.0029283762,0.0,,-31.789374023006953,,,-31.789374023006953,0.00013111424,-41.61017235138453,,,-0.017165089,,,31.57694777642992,100,,,-96.1213948430492,-0.014236713,,
,0.0,,-184.39450284635407,0.0,-86.42272832839534,-184.39450284635407,0.0,26,-36.785802261657125,5.477486,0.9396659511604556,43.70916182909559,,,26,,,0.0,,100,540000,-2.9537827e-05,0.0,,-17.433999659935278,,,-17.433999659935278,1.1627718e-05,-36.785802261657125,,,-0.026549252,,,43.70916182909559,100,,,-86.42272832839534,-0.026519714,,
,0.0,,-139.2604764097496,0.1,29333.089177999962,-139.2604764097496,0.0,27,12678.38911621209,5.493103,0.9696592651816252,88233.86303951648,,,27,,,0.0,,100,560000,10.985216,0.1,,301251.81816314656,,,301251.81816314656,0.0056102336,12678.38911621209,,,-0.19539687,,,88233.86303951648,100,,,29333.089177999962,-11.180613,,
,0.0,,-165.3165411424024,0.0,-92.21684607489658,-165.3165411424024,0.0,28,-39.72061921630459,5.501534,0.938339707964967,38.90241785220099,,,28,,,0.0,,100,580000,0.00024506077,0.0,,-23.23782390530678,,,-23.23782390530678,0.010656389,-39.72061921630459,,,-0.023809893,,,38.90241785220099,100,,,-92.21684607489658,-0.024054954,,
,0.0,,-157.66242387171974,0.0,-95.78354221340923,-157.66242387171974,0.0,29,-41.440951536187164,5.5045156,0.9385277387084924,37.17631906454609,,,29,,,0.0,,100,600000,0.0030959174,0.0,,-21.482391846225724,,,-21.482391846225724,0.0011723008,-41.440951536187164,,,-0.023213524,,,37.17631906454609,100,,,-95.78354221340923,-0.026309442,,
0.0,0.0,-40.176591923492744,-165.23019118977302,0.0,-94.98206105620427,-165.23019118977302,0.0,30,-41.551417135335335,5.50557,0.9199797582100651,31.39683194406039,24.52829571110724,-116.068448485852,30,3,0.0,0.0,-78.22366216106636,100,620000,0.0023674108,0.0,10,-33.95588076768677,-40.176591923492744,0.0,-33.95588076768677,0.00018177285,-41.551417135335335,10,-78.22366216106634,-0.016760433,-78.22366216106634,-78.22366216106636,31.39683194406039,100,24.52829571110724,3,-94.98206105620427,-0.019127844,0.0,-116.068448485852
,0.0,,-121.41556510831315,0.0,-71.26240393530544,-121.41556510831315,0.0,31,-31.63069665464094,5.5059633,0.8991924497458696,25.148141530811092,,,31,,,0.0,,100,640000,0.0008263658,0.0,,-25.502264767558156,,,-25.502264767558156,3.233363e-05,-31.63069665464094,,,-0.0045357863,,,25.148141530811092,100,,,-71.26240393530544,-0.005362152,,
,0.0,,-158.95783708739927,0.0,-82.23630750497198,-158.95783708739927,0.0,32,-35.811142877237536,5.50611,0.9370645056362912,39.44492978586172,,,32,,,0.0,,100,660000,0.0012604585,0.0,,-26.479331652421966,,,-26.479331652421966,2.2032747e-05,-35.811142877237536,,,-0.012359997,,,39.44492978586172,100,,,-82.23630750497198,-0.013620456,,
,0.0,,-112.94642009262705,0.1,31133.769573344183,-112.94642009262705,0.0,33,13441.339727760494,5.499718,0.9695418037346386,93609.39703412906,,,33,,,0.0,,100,680000,19.690441,0.1,,319205.2590792133,,,319205.2590792133,0.0074598105,13441.339727760494,,,3.6522686,,,93609.39703412906,100,,,31133.769573344183,-16.038172,,
,0.0,,-129.21583151226392,0.0,-81.70778939618044,-129.21583151226392,0.0,34,-35.874538868662356,5.4938116,0.905601129140636,28.059187393346186,,,34,,,0.0,,100,700000,-0.0055286987,0.0,,-35.04947310066007,,,-35.04947310066007,0.0087423595,-35.874538868662356,,,-0.0026211152,,,28.059187393346186,100,,,-81.70778939618044,0.0029075837,,
,0.0,,-165.1864329736223,0.0,-102.05876858139915,-165.1864329736223,0.0,35,-44.414412742049144,5.491697,0.9275788551128545,38.46354869308923,,,35,,,0.0,,100,720000,-0.0034991577,0.0,,-27.64437531660579,,,-27.64437531660579,0.00092650397,-44.414412742049144,,,-0.016939426,,,38.46354869308923,100,,,-102.05876858139915,-0.013440268,,
,0.0,,-117.14635704041044,0.1,30704.799146702248,-117.14635704041044,0.0,36,13241.680321163723,5.4882994,0.9694040932584553,92333.68669604797,,,36,,,0.0,,100,740000,7.3545246,0.1,,319151.4435723756,,,319151.4435723756,0.006255862,13241.680321163723,,,6.720806,,,92333.68669604797,100,,,30704.799146702248,-0.6337187,,
,0.0,,-138.84180461764322,0.0,-81.44294060856937,-138.84180461764322,0.0,37,-35.80008793737891,5.4854913,0.9080106769629297,27.071173882232742,,,37,,,0.0,,100,760000,0.0016186647,0.0,,-20.901852562229532,,,-20.901852562229532,0.007860487,-35.80008793737891,,,-0.019944495,,,27.071173882232742,100,,,-81.44294060856937,-0.02156316,,
,0.0,,-135.0057087223144,0.0,-73.77889994233655,-135.0057087223144,0.0,38,-32.33832494632204,5.484494,0.919219306125624,30.98631803826615,,,38,,,0.0,,100,780000,0.00038055424,0.0,,-25.923159309613805,,,-25.923159309613805,0.00084196794,-32.33832494632204,,,-0.01075976,,,30.98631803826615,100,,,-73.77889994233655,-0.011140314,,
,0.0,,-144.58519924881827,0.1,31875.28496249923,-144.58519924881827,0.0,39,13809.419119011296,5.500608,0.969466494247415,95887.1447870687,,,39,,,0.0,,100,800000,10.679553,0.1,,329477.23796748125,,,329477.23796748125,0.00654802,13809.419119011296,,,3.7005813,,,95887.1447870687,100,,,31875.28496249923,-6.978972,,
0.0,0.0,426004.5156479406,-148.0379180048072,0.0,-82.05595916620969,-148.0379180048072,0.0,40,-36.15188081022703,5.510415,0.9109478353829629,29.895450639927194,127826.21520690889,-127.34065950942089,40,4,0.1,0.0,42525.88473832583,100,820000,0.0014353208,0.0,10,-30.681343711527894,426004.5156479406,0.1,-30.681343711527894,0.0016864272,-36.15188081022703,10,42525.88473832585,-0.02179674,42525.88473832585,42525.88473832583,29.895450639927194,100,127826.21520690889,4,-82.05595916620969,-0.023232061,0.0,-127.34065950942089
,0.0,,-166.05505589445778,0.0,-83.50366718206271,-166.05505589445778,0.0,41,-36.354715387786825,5.513886,0.9384375014587707,36.98563996940415,,,41,,,0.0,,100,840000,0.0012021996,0.0,,-11.463742898954964,,,-11.463742898954964,0.00019325681,-36.354715387786825,,,-0.019295895,,,36.98563996940415,100,,,-83.50366718206271,-0.020498095,,
,0.0,,-137.1421030634025,0.0,-75.33202141471314,-137.1421030634025,0.0,42,-33.16503948734319,5.5151296,0.920521655018024,28.910683832715055,,,42,,,0.0,,100,860000,0.0011615814,0.0,,-25.90905635959561,,,-25.90905635959561,2.63201e-05,-33.16503948734319,,,-0.0038581695,,,28.910683832715055,100,,,-75.33202141471314,-0.005019751,,
,0.0,,-141.57353955420936,0.0,-92.25107255582374,-141.57353955420936,0.0,43,-40.85295614773821,5.515571,0.9098424656251601,26.21610519904667,,,43,,,0.0,,100,880000,0.000807913,0.0,,-28.237230412020295,,,-28.237230412020295,1.340658e-05,-40.85295614773821,,,-0.021001343,,,26.21610519904667,100,,,-92.25107255582374,-0.021809256,,
,0.0,,-153.2727023215533,0.0,-88.98883356153108,-153.2727023215533,0.0,44,-39.458460899920794,5.5157003,0.9129094433629613,32.51222599633924,,,44,,,0.0,,100,900000,0.00081420876,0.0,,-20.025775711507595,,,-20.025775711507595,1.214921e-05,-39.458460899920794,,,-0.009540381,,,32.51222599633924,100,,,-88.98883356153108,-0.01035459,,
,0.0,,-128.52159312378282,0.0,-68.53213745923756,-128.52159312378282,0.0,45,-30.709156355550796,5.5157294,0.9288900454520945,29.24941749404734,,,45,,,0.0,,100,920000,0.0005801022,0.0,,-27.570232199134647,,,-27.570232199134647,9.300581e-06,-30.709156355550796,,,-0.0184495,,,29.24941749404734,100,,,-68.53213745923756,-0.019029602,,
,0.0,,-159.6314517512228,0.1,32324.012520001972,-159.6314517512228,0.0,46,13924.298876084844,5.514198,0.9694066439722737,97251.46396195774,,,46,,,0.0,,100,940000,20.40198,0.1,,333676.4249080984,,,333676.4249080984,0.0042231753,13924.298876084844,,,6.0037093,,,97251.46396195774,100,,,32324.012520001972,-14.398271,,
,0.0,,-118.81005321686143,0.0,-78.16817198197273,-118.81005321686143,0.0,47,-34.99721427350108,5.5090766,0.8828965606538423,20.375247311253606,,,47,,,0.0,,100,960000,-0.010235192,0.0,,-39.663151883878626,,,-39.663151883878626,0.004310336,-34.99721427350108,,,-0.0138897365,,,20.375247311253606,100,,,-78.16817198197273,-0.003654544,,
,0.0,,-153.21243432389286,0.0,-85.07916125097623,-153.21243432389286,0.0,48,-37.33201269167894,5.5072484,0.9114244975317778,30.33023247716844,,,48,,,0.0,,100,980000,-0.0036557857,0.0,,-28.47681917948751,,,-28.47681917948751,0.0005029455,-37.33201269167894,,,-0.024033807,,,30.33023247716844,100,,,-85.07916125097623,-0.020378022,,
,0.0,,-158.48386249082625,0.0,-76.10506085418785,-158.48386249082625,0.0,49,-33.010462497597956,5.5065923,0.9157018227816742,32.04731959691485,,,49,,,0.0,,100,1000000,-0.00061028125,0.0,,-24.840840549300925,,,-24.840840549300925,3.7179223e-05,-33.010462497597956,,,-0.004578912,,,32.04731959691485,100,,,-76.10506085418785,-0.003968631,,
0.0,0.0,-26.136845889761563,-137.26046787924923,0.0,-81.98267880407816,-137.26046787924923,0.0,50,-36.06591193593716,5.506373,0.924944703652357,32.418420369073786,24.27253132494841,-110.00501966376339,50,5,0.0,0.0,-73.70487415408844,100,1020000,0.0010874011,0.0,10,-24.723335043810604,-26.136845889761563,0.0,-24.723335043810604,1.4989808e-05,-36.06591193593716,10,-73.70487415408844,-0.018429598,-73.70487415408844,-73.70487415408844,32.418420369073786,100,24.27253132494841,5,-81.98267880407816,-0.019516999,0.0,-110.00501966376339
,0.0,,-155.19550717058252,0.0,-88.43326908158703,-155.19550717058252,0.0,51,-38.84760411588884,5.506289,0.9234337331789799,31.456048492432174,,,51,,,0.0,,100,1040000,0.0007590605,0.0,,-28.97812761942031,,,-28.97812761942031,1.9353e-05,-38.84760411588884,,,-0.009212317,,,31.456048492432174,100,,,-88.43326908158703,-0.009971377,,
,0.0,,-150.825684311779,0.1,30752.080459312467,-150.825684311779,0.0,52,13297.081881595683,5.49336,0.9664978708113494,92611.42158890581,,,52,,,0.0,,100,1060000,18.02651,0.1,,326076.27744597115,,,326076.27744597115,0.0045229094,13297.081881595683,,,6.342586,,,92611.42158890581,100,,,30752.080459312467,-11.683924,,
,0.0,,-134.44750750916432,0.0,-88.41906410631456,-134.44750750916432,0.0,53,-38.616064615693816,5.4811554,0.9052809306385721,25.76887944468903,,,53,,,0.0,,100,1080000,-0.011240336,0.0,,-35.212809209985856,,,-35.212809209985856,0.0058659324,-38.616064615693816,,,-0.010717956,,,25.76887944468903,100,,,-88.41906410631456,0.00052238005,,
,0.0,,-170.69965832267755,0.0,-82.07063028681239,-170.69965832267755,0.0,54,-36.384389279493,5.476847,0.931703987074552,34.90382543869807,,,54,,,0.0,,100,1100000,-0.00277365,0.0,,-21.700927816549402,,,-21.700927816549402,0.0005316874,-36.384389279493,,,-0.018752895,,,34.90382543869807,100,,,-82.07063028681239,-0.015979245,,
,0.0,,-153.15581846087406,0.0,-94.6080344416124,-153.15581846087406,0.0,55,-41.44410661072598,5.475318,0.9017659105976288,27.693659810471047,,,55,,,0.0,,100,1120000,0.0003846679,0.0,,-28.199858204362492,,,-28.199858204362492,7.333124e-05,-41.44410661072598,,,-0.018480353,,,27.693659810471047,100,,,-94.6080344416124,-0.018865021,,
,0.0,,-142.40829145122055,0.0,-88.91249644180505,-142.40829145122055,0.0,56,-38.879798375636085,5.474772,0.9045580850852339,29.29385438999055,,,56,,,0.0,,100,1140000,0.001006417,0.0,,-27.716846288195892,,,-27.716846288195892,2.5474894e-05,-38.879798375636085,,,-0.009501814,,,29.29385438999055,100,,,-88.91249644180505,-0.010508231,,
,0.0,,-137.6528180000397,0.0,-84.60952928008795,-137.6528180000397,0.0,57,-37.535666556234794,5.474569,0.9412937435005391,34.697497666115915,,,57,,,0.0,,100,1160000,0.0005967356,0.0,,-19.874937023154153,,,-19.874937023154153,1.584194e-05,-37.535666556234794,,,-0.016036548,,,34.697497666115915,100,,,-84.60952928008795,-0.016633283,,
,0.0,,-122.32317879748611,0.1,29247.249496256532,-122.32317879748611,0.0,58,12630.999137197348,5.4415674,0.9644855674500084,88188.55644809511,,,58,,,0.0,,100,1180000,20.686663,0.1,,325853.6336851837,,,325853.6336851837,0.005053812,12630.999137197348,,,4.6894436,,,88188.55644809511,100,,,29247.249496256532,-15.997219,,
,0.0,,-150.98706133935937,0.0,-77.65097551564526,-150.98706133935937,0.0,59,-33.69773890409872,5.4090524,0.936776403190151,36.861584611421,,,59,,,0.0,,100,1200000,-0.0052744215,0.0,,-14.622973102708364,,,-14.622973102708364,0.0039932695,-33.69773890409872,,,-0.014065933,,,36.861584611421,100,,,-77.65097551564526,-0.008791512,,
0.0,0.0,-38.01930670642074,-142.48142737167157,0.0,-82.82883507038697,-142.48142737167157,0.0,60,-36.31378010920091,5.397637,0.9295646868268416,33.07622703668867,34.02452426307549,-134.20443425593993,60,6,0.0,0.0,-73.20609671135057,100,1220000,-0.0013446547,0.0,10,-18.81231364113583,-38.01930670642074,0.0,-18.81231364113583,0.000576529,-36.31378010920091,10,-73.20609671135055,-0.011430263,-73.20609671135055,-73.20609671135057,33.07622703668867,100,34.02452426307549,6,-82.82883507038697,-0.010085608,0.0,-134.20443425593993
,0.0,,-150.02361110828755,0.1,31003.360222534964,-150.02361110828755,0.0,61,13390.37973406996,5.3783746,0.9657651177230567,93482.06362984412,,,61,,,0.0,,100,1240000,20.832031,0.1,,342851.80329145014,,,342851.80329145014,0.0052518793,13390.37973406996,,,3.859025,,,93482.06362984412,100,,,31003.360222534964,-16.973007,,
,0.0,,-139.64201350847551,0.0,-87.76317340134574,-139.64201350847551,0.0,62,-39.01562905271701,5.362068,0.9060344123022563,23.46608921714531,,,62,,,0.0,,100,1260000,-0.0128520485,0.0,,-47.75919406539181,,,-47.75919406539181,0.013890312,-39.01562905271701,,,-0.01705643,,,23.46608921714531,100,,,-87.76317340134574,-0.0042043817,,
,0.0,,-126.03132934977522,0.0,-85.62953382263348,-126.03132934977522,0.0,63,-38.05874271276839,5.356316,0.8948038711695492,25.437475719697154,,,63,,,0.0,,100,1280000,-0.0003094445,0.0,,-32.982343368961146,,,-32.982343368961146,0.0015816722,-38.05874271276839,,,-0.0063091377,,,25.437475719697154,100,,,-85.62953382263348,-0.005999693,,
,0.0,,-141.52423862684972,0.1,33185.49768545681,-141.52423862684972,0.0,64,14340.762102393175,5.3448033,0.9668440818628755,99954.21184535285,,,64,,,0.0,,100,1300000,20.503735,0.1,,361234.76401978754,,,361234.76401978754,0.006021368,14340.762102393175,,,8.274969,,,99954.21184535285,100,,,33185.49768545681,-12.2287655,,
,0.0,,-129.78895524932403,0.0,-81.03475140214888,-129.78895524932403,0.0,65,-35.858426629271406,5.331421,0.909502756330998,29.158265078684547,,,65,,,0.0,,100,1320000,0.0063826703,0.0,,25.554848646064855,,,25.554848646064855,0.0059150257,-35.858426629271406,,,-0.0018595688,,,29.158265078684547,100,,,-81.03475140214888,-0.008242239,,
,0.0,,-137.61602398497445,0.0,-86.36482790028757,-137.61602398497445,0.0,66,-39.25318980562159,5.3267107,0.9094165332878991,23.967005636020414,,,66,,,0.0,,100,1340000,0.0017736554,0.0,,-29.144143597167023,,,-29.144143597167023,0.0007930992,-39.25318980562159,,,-0.012179986,,,23.967005636020414,100,,,-86.36482790028757,-0.013953641,,
