Average/NumEpisodes,MetaTest/reach-v1/AverageReturn,MetaTest/reach-v1/SuccessRate,MetaTest/Average/MinReturn,policy/LossBefore,MetaTest/reach-v1/MaxReturn,policy/LossAfter,MetaTest/reach-v1/StdReturn,reach-v1/SuccessRate,reach-v1/AverageReturn,MetaTest/Average/AverageReturn,Average/MinReturn,MetaTest/Average/NumEpisodes,TotalEnvSteps,Average/TerminationRate,reach-v1/TerminationRate,MetaTest/reach-v1/Iteration,MetaTest/reach-v1/NumEpisodes,reach-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/Iteration,reach-v1/NumEpisodes,Average/AverageReturn,MetaTest/reach-v1/MinReturn,policy/Entropy,reach-v1/MaxReturn,reach-v1/MinReturn,MetaTest/reach-v1/TerminationRate,Average/StdReturn,Average/Iteration,policy/KLBefore,MetaTest/Average/SuccessRate,MetaTest/Average/MaxReturn,LinearFeatureBaseline/ExplainedVariance,reach-v1/StdReturn,policy/KL,Average/SuccessRate,Average/MaxReturn,MetaTest/reach-v1/AverageDiscountedReturn,reach-v1/Iteration,Average/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,policy/dLoss
100,,,,0.5364926,,-1.8303372,,0.0,5033.345719703593,,2434.582695045386,,240000,0.0,0.0,,,4101.337098301806,,,,100,5033.345719703593,,5.5160227,12752.967118774015,2434.582695045386,,1813.2005533895508,11,0.0,,,0.6459710977240651,1813.2005533895508,0.0068977326,0.0,12752.967118774015,,11,4101.337098301806,,2.3668299
100,,,,1.1470109,,-0.86753124,,0.0,5774.390334089453,,1723.0387799260948,,260000,0.0,0.0,,,4674.049326998615,,,,100,5774.390334089453,,5.5110846,12813.574913195462,1723.0387799260948,,2276.631895080173,12,0.0,,,0.6433473601685398,2276.631895080173,0.00728932,0.0,12813.574913195462,,12,4674.049326998615,,2.014542
100,,,,-0.5491125,,-7.071169,,0.0,7927.85562210738,,2735.288064258608,,280000,0.0,0.0,,,5879.282093533372,,,,100,7927.85562210738,,5.500918,20141.686788475654,2735.288064258608,,4247.545933786086,13,0.0,,,0.5509891713875895,4247.545933786086,0.005467929,0.0,20141.686788475654,,13,5879.282093533372,,6.5220566
100,,,,-1.1745781,,-5.436153,,0.0,8919.967997373034,,3643.110458046984,,300000,0.0,0.0,,,6906.245909126125,,,,100,8919.967997373034,,5.5071387,20266.08744556684,3643.110458046984,,3831.0639153787038,14,0.0,,,0.5978336052104218,3831.0639153787038,0.004763933,0.0,20266.08744556684,,14,6906.245909126125,,4.2615747
100,,,,3.2194,,-2.8250062,,0.01,8590.28600847067,,3313.463595235964,,320000,0.0,0.0,,,6567.639300551194,,,,100,8590.28600847067,,5.513415,33196.3401301257,3313.463595235964,,5525.286430262711,15,0.0,,,0.4138986229322714,5525.286430262711,0.0077471207,0.01,33196.3401301257,,15,6567.639300551194,,6.044406
100,,,,0.41257656,,-6.4214907,,0.01,11485.572131343873,,4790.124511406318,,340000,0.0,0.0,,,8497.301501671345,,,,100,11485.572131343873,,5.499852,35281.77931076432,4790.124511406318,,5662.042739093348,16,0.0,,,0.549303266715168,5662.042739093348,0.007490507,0.01,35281.77931076432,,16,8497.301501671345,,6.8340673
100,,,,3.3075094,,-1.1811656,,0.0,8950.091611852331,,3511.5309378716565,,360000,0.0,0.0,,,6895.327346635396,,,,100,8950.091611852331,,5.489248,18548.16753603319,3511.5309378716565,,3560.023012406616,17,0.0,,,0.6248822901986826,3560.023012406616,0.005230487,0.0,18548.16753603319,,17,6895.327346635396,,4.488675
100,,,,5.707528,,-3.996372,,0.02,14786.531097825435,,7231.369102028572,,380000,0.0,0.0,,,10753.089789113294,,,,100,14786.531097825435,,5.480647,36312.66945367303,7231.369102028572,,6133.351022726302,18,0.0,,,0.6890982087998343,6133.351022726302,0.005895054,0.02,36312.66945367303,,18,10753.089789113294,,9.7039
100,,,,8.211319,,-5.1144795,,0.07,18724.974174567855,,4436.392526187893,,400000,0.0,0.0,,,13185.833107397628,,,,100,18724.974174567855,,5.457914,54132.247042712326,4436.392526187893,,10794.646848366794,19,0.0,,,0.4739540593837277,10794.646848366794,0.008767935,0.07,54132.247042712326,,19,13185.833107397628,,13.325798
100,23305.439818185045,0.2,10192.968836825938,2.870975,37557.41511749258,-9.23505,10526.781489135685,0.04,20059.272933781867,23305.439818185045,8017.258752524448,10,420000,0.0,0.0,2,10,13395.046952459536,10526.781489135685,0.0,2,100,20059.272933781867,10192.968836825938,5.4416194,40471.32941268074,8017.258752524448,0.0,8682.14605144302,20,0.0,0.2,37557.41511749258,0.5643692503359805,8682.14605144302,0.008261814,0.04,40471.32941268074,23305.43981818505,20,13395.046952459536,23305.43981818505,12.106026
100,,,,3.461364,,-9.082692,,0.06,24872.31988911123,,9001.862049012212,,440000,0.0,0.0,,,15561.675254944004,,,,100,24872.31988911123,,5.4199896,59010.9468755842,9001.862049012212,,11716.836025204602,21,0.0,,,0.5628567234288473,11716.836025204602,0.009697419,0.06,59010.9468755842,,21,15561.675254944004,,12.544056
100,,,,7.7569156,,-5.9415064,,0.11,29886.596614518072,,7672.0310235444285,,460000,0.0,0.0,,,17964.787416123356,,,,100,29886.596614518072,,5.4146276,82429.70827202608,7672.0310235444285,,15121.576871417266,22,0.0,,,0.49238785397688234,15121.576871417266,0.010906513,0.11,82429.70827202608,,22,17964.787416123356,,13.6984215
100,,,,14.121109,,0.75575936,,0.03,27949.715110593344,,6014.316518167195,,480000,0.0,0.0,,,16652.486212219093,,,,100,27949.715110593344,,5.421279,65834.84272885343,6014.316518167195,,12724.09049071081,23,0.0,,,0.5331796705287746,12724.09049071081,0.010576241,0.03,65834.84272885343,,23,16652.486212219093,,13.36535
100,,,,18.91393,,6.3654,,0.21,43499.02574771875,,12956.737044763859,,500000,0.0,0.0,,,24162.603996779017,,,,100,43499.02574771875,,5.382523,98881.26908891072,12956.737044763859,,17508.153292410578,24,0.0,,,0.45718976641096376,17508.153292410578,0.0071695684,0.21,98881.26908891072,,24,24162.603996779017,,12.548531
100,,,,-18.1868,,-33.93039,,0.17,45124.46051108339,,11759.71766097407,,520000,0.0,0.0,,,24525.561460248628,,,,100,45124.46051108339,,5.3415136,102439.0552555875,11759.71766097407,,19522.557263980478,25,0.0,,,0.4287451999147688,19522.557263980478,0.0103847515,0.17,102439.0552555875,,25,24525.561460248628,,15.743589
100,,,,5.3531594,,-16.332952,,0.23,47535.24476458151,,8538.747527042193,,540000,0.0,0.0,,,25169.754793352993,,,,100,47535.24476458151,,5.2856975,119847.57856541466,8538.747527042193,,21345.26495810772,26,0.0,,,0.4308740493889981,21345.26495810772,0.006878186,0.23,119847.57856541466,,26,25169.754793352993,,21.686111
100,,,,-16.553362,,-47.265564,,0.2,49589.60712492302,,12404.766648338957,,560000,0.0,0.0,,,26021.471611913264,,,,100,49589.60712492302,,5.2569075,164613.62930922076,12404.766648338957,,25032.765321719708,27,0.0,,,0.44869660015485413,25032.765321719708,0.01344219,0.2,164613.62930922076,,27,26021.471611913264,,30.712202
100,,,,40.474937,,17.547932,,0.23,57041.826656309866,,11017.200485554695,,580000,0.0,0.0,,,27561.77804857902,,,,100,57041.826656309866,,5.2356577,133615.54284255527,11017.200485554695,,29750.046672427594,28,0.0,,,0.4534254685906919,29750.046672427594,0.00981002,0.23,133615.54284255527,,28,27561.77804857902,,22.927006
100,,,,28.111877,,6.050222,,0.29,61478.09775645446,,12947.889446692718,,600000,0.0,0.0,,,30433.259164412084,,,,100,61478.09775645446,,5.232314,149562.7366091803,12947.889446692718,,26003.933484129895,29,0.0,,,0.407450094931335,26003.933484129895,0.007208937,0.29,149562.7366091803,,29,30433.259164412084,,22.061655
100,58613.780243594505,0.4,28174.096304961233,51.866573,131577.4750021421,37.610176,29349.04724556943,0.23,62426.214401720565,58613.780243594505,11656.722772287307,10,620000,0.0,0.0,3,10,30204.62717158173,29349.04724556943,0.0,3,100,62426.214401720565,28174.096304961233,5.1870737,148981.94926009938,11656.722772287307,0.0,26916.8214551079,30,0.0,0.4,131577.4750021421,0.3179878800157754,26916.8214551079,0.005379376,0.23,148981.94926009938,58613.78024359449,30,30204.62717158173,58613.78024359449,14.256397
100,,,,-1.8735187,,-26.5896,,0.18,58656.65176928562,,15558.120435210114,,640000,0.0,0.0,,,27790.97244731572,,,,100,58656.65176928562,,5.1691675,165068.5132509731,15558.120435210114,,28832.03927100834,31,0.0,,,0.34204966096899714,28832.03927100834,0.008412496,0.18,165068.5132509731,,31,27790.97244731572,,24.716082
100,,,,25.099276,,7.1988873,,0.24,64304.90241937396,,8797.532227650736,,660000,0.0,0.0,,,30559.667359612013,,,,100,64304.90241937396,,5.154007,184859.22157161334,8797.532227650736,,33037.51779409891,32,0.0,,,0.4179104817634878,33037.51779409891,0.00792396,0.24,184859.22157161334,,32,30559.667359612013,,17.900389
100,,,,6.6869,,-10.9067,,0.27,75545.85338159099,,18382.75838708478,,680000,0.0,0.0,,,33882.98596049714,,,,100,75545.85338159099,,5.122445,262082.295636736,18382.75838708478,,42448.14290021586,33,0.0,,,0.3045809134750703,42448.14290021586,0.0058786436,0.27,262082.295636736,,33,33882.98596049714,,17.593601
100,,,,18.736357,,-3.7257562,,0.29,71260.79446812259,,18844.136098883686,,700000,0.0,0.0,,,32651.187159010653,,,,100,71260.79446812259,,5.0998163,166898.71791166757,18844.136098883686,,34401.39481755012,34,0.0,,,0.3785981175923435,34401.39481755012,0.007378398,0.29,166898.71791166757,,34,32651.187159010653,,22.462112
100,,,,48.067245,,33.17675,,0.15,65566.36487579407,,12363.776126760002,,720000,0.0,0.0,,,30605.230836817667,,,,100,65566.36487579407,,5.089078,152797.26599170695,12363.776126760002,,32083.0536288403,35,0.0,,,0.2883558129935915,32083.0536288403,0.00877831,0.15,152797.26599170695,,35,30605.230836817667,,14.890495
100,,,,-4.304225,,-26.7486,,0.23,74420.47547748205,,15241.557275484502,,740000,0.0,0.0,,,33073.806069312406,,,,100,74420.47547748205,,5.0825014,198726.48661424202,15241.557275484502,,38962.520443564485,36,0.0,,,0.24712629553788967,38962.520443564485,0.0071727913,0.23,198726.48661424202,,36,33073.806069312406,,22.444374
100,,,,14.44365,,-38.807487,,0.27,77351.82305629265,,20718.725910914687,,760000,0.0,0.0,,,34441.992394530986,,,,100,77351.82305629265,,5.066078,201936.86347700105,20718.725910914687,,40209.974096255944,37,0.0,,,0.49760545173665505,40209.974096255944,0.0117668025,0.27,201936.86347700105,,37,34441.992394530986,,53.251137
100,,,,5.4475,,-0.36685625,,0.16,67420.51896314837,,19610.096113478772,,780000,0.0,0.0,,,30301.975461842914,,,,100,67420.51896314837,,5.0384455,189491.23937775538,19610.096113478772,,32613.531628265286,38,0.0,,,0.3965792512074674,32613.531628265286,0.008366004,0.16,189491.23937775538,,38,30301.975461842914,,5.8143563
100,,,,18.879063,,-1.1274126,,0.28,77443.38858037571,,14533.29003682001,,800000,0.0,0.0,,,35349.34753658423,,,,100,77443.38858037571,,5.0012445,215211.4918655749,14533.29003682001,,40936.9292286963,39,0.0,,,0.49681973766321463,40936.9292286963,0.0073117837,0.28,215211.4918655749,,39,35349.34753658423,,20.006475
100,84432.36215022183,0.6,41423.34861993082,29.623562,127419.79186367935,14.637938,28600.137880937542,0.13,77879.4493700197,84432.36215022183,22047.704205879665,10,820000,0.0,0.0,4,10,33563.90433668953,28600.137880937542,0.0,4,100,77879.4493700197,41423.34861993082,4.968537,215220.21779646756,22047.704205879665,0.0,34773.03930247462,40,0.0,0.6,127419.79186367935,0.3819607855034989,34773.03930247462,0.0046141585,0.13,215220.21779646756,84432.36215022183,40,33563.90433668953,84432.36215022183,14.985624
100,,,,32.983,,15.743575,,0.26,76527.34803306988,,14721.539832020972,,840000,0.0,0.0,,,34195.95098029971,,,,100,76527.34803306988,,4.9773436,171094.08203249171,14721.539832020972,,36139.9062827677,41,0.0,,,0.48498587305520646,36139.9062827677,0.008588928,0.26,171094.08203249171,,41,34195.95098029971,,17.239426
100,,,,35.656807,,22.562332,,0.13,61241.4604997909,,18677.372353486593,,860000,0.0,0.0,,,27312.403037399235,,,,100,61241.4604997909,,4.9895477,174752.29760229055,18677.372353486593,,35446.9311369356,42,0.0,,,0.39536645726362163,35446.9311369356,0.004637368,0.13,174752.29760229055,,42,27312.403037399235,,13.094475
100,,,,7.2696376,,-1.044525,,0.16,68305.57129334053,,24969.72859911297,,880000,0.0,0.0,,,30552.29107593447,,,,100,68305.57129334053,,4.9962287,134346.450665244,24969.72859911297,,24725.768365493637,43,0.0,,,0.2948861767374247,24725.768365493637,0.0030455594,0.16,134346.450665244,,43,30552.29107593447,,8.314162
100,,,,3.91325,,-11.0810375,,0.14,69419.73350505461,,14156.084146493304,,900000,0.0,0.0,,,30432.375147710492,,,,100,69419.73350505461,,4.998057,158430.0793045354,14156.084146493304,,31943.29432154041,44,0.0,,,0.46612209864150933,31943.29432154041,0.0050708354,0.14,158430.0793045354,,44,30432.375147710492,,14.9942875
100,,,,23.864687,,-7.1261,,0.12,60906.67821274082,,13223.717229804868,,920000,0.0,0.0,,,27010.779214573653,,,,100,60906.67821274082,,4.989648,160640.7009485808,13223.717229804868,,27640.752609186107,45,0.0,,,0.24328237933572128,27640.752609186107,0.010705983,0.12,160640.7009485808,,45,27010.779214573653,,30.990788
100,,,,19.795973,,6.8417563,,0.1,68637.95227067992,,23125.635994946635,,940000,0.0,0.0,,,30415.645629293253,,,,100,68637.95227067992,,4.9866643,142324.04647264746,23125.635994946635,,28261.435627775558,46,0.0,,,0.422355520098327,28261.435627775558,0.0046559507,0.1,142324.04647264746,,46,30415.645629293253,,12.954216
100,,,,-1.6879437,,-12.128256,,0.21,79044.49483068442,,18594.40288258823,,960000,0.0,0.0,,,33831.406887900805,,,,100,79044.49483068442,,4.995059,173156.62729083808,18594.40288258823,,33926.08447725204,47,0.0,,,0.5216963188528367,33926.08447725204,0.0047431206,0.21,173156.62729083808,,47,33831.406887900805,,10.440312
100,,,,-8.465625,,-39.602924,,0.28,83113.99714148721,,21578.52103204925,,980000,0.0,0.0,,,35449.81726569979,,,,100,83113.99714148721,,4.989558,223577.79807288904,21578.52103204925,,40352.68442025123,48,0.0,,,0.25991461372556857,40352.68442025123,0.012058416,0.28,223577.79807288904,,48,35449.81726569979,,31.137299
100,,,,12.5173,,-21.269575,,0.25,79897.63006822833,,21706.73447460013,,1000000,0.0,0.0,,,34321.68534982528,,,,100,79897.63006822833,,4.9589357,222939.104364291,21706.73447460013,,48577.07856441099,49,0.0,,,0.4695658375459064,48577.07856441099,0.00865922,0.25,222939.104364291,,49,34321.68534982528,,33.786873
100,74469.97621119911,0.1,16801.22344818106,11.085575,113602.33201741752,-0.295075,29804.328971097242,0.09,54561.01109002255,74469.97621119911,14651.914169576128,10,1020000,0.0,0.0,5,10,24009.386604922678,29804.328971097242,0.0,5,100,54561.01109002255,16801.22344818106,4.943244,143091.04626969685,14651.914169576128,0.0,31183.450693984094,50,0.0,0.1,113602.33201741752,0.4854087619057772,31183.450693984094,0.007929759,0.09,143091.04626969685,74469.9762111991,50,24009.386604922678,74469.9762111991,11.3806505
100,,,,36.55971,,19.094063,,0.12,67506.38302273488,,21408.08670924468,,1040000,0.0,0.0,,,27795.706273410186,,,,100,67506.38302273488,,4.937527,163200.07718492765,21408.08670924468,,33298.75352782654,51,0.0,,,0.4208918265177758,33298.75352782654,0.0147773465,0.12,163200.07718492765,,51,27795.706273410186,,17.465649
100,,,,0.41044375,,-29.885626,,0.21,88073.16573633326,,23549.29223404164,,1060000,0.0,0.0,,,35577.65302155629,,,,100,88073.16573633326,,4.915515,211618.1225989158,23549.29223404164,,38570.61929280262,52,0.0,,,0.36691756533753284,38570.61929280262,0.0072616264,0.21,211618.1225989158,,52,35577.65302155629,,30.29607
100,,,,30.904703,,4.293681,,0.34,88373.7321612991,,18939.123027002133,,1080000,0.0,0.0,,,37053.01006528843,,,,100,88373.7321612991,,4.906014,223178.08309355148,18939.123027002133,,44701.379983580315,53,0.0,,,0.2709071569375633,44701.379983580315,0.0056965398,0.34,223178.08309355148,,53,37053.01006528843,,26.611023
100,,,,20.389,,-8.850944,,0.23,81116.2405648793,,19328.99059649321,,1100000,0.0,0.0,,,34928.32984920506,,,,100,81116.2405648793,,4.8901486,182334.2450989668,19328.99059649321,,36579.65764386679,54,0.0,,,0.41202062785307125,36579.65764386679,0.010280016,0.23,182334.2450989668,,54,34928.32984920506,,29.239944
100,,,,9.17245,,-20.687956,,0.28,81720.27338343601,,11985.372919832802,,1120000,0.0,0.0,,,35366.4962072355,,,,100,81720.27338343601,,4.8784485,213427.700491637,11985.372919832802,,47457.318565339214,55,0.0,,,0.4809687879140272,47457.318565339214,0.006073444,0.28,213427.700491637,,55,35366.4962072355,,29.860405
100,,,,-0.6178375,,-30.692337,,0.25,88121.43072055906,,20889.259526749727,,1140000,0.0,0.0,,,35127.204543300206,,,,100,88121.43072055906,,4.8795786,188403.6178937028,20889.259526749727,,43676.92813197597,56,0.0,,,0.39339935717666874,43676.92813197597,0.012138943,0.25,188403.6178937028,,56,35127.204543300206,,30.0745
100,,,,4.217675,,-19.906403,,0.19,77277.90280101987,,21558.254452420777,,1160000,0.0,0.0,,,31412.40395427043,,,,100,77277.90280101987,,4.8982053,194810.18408640273,21558.254452420777,,42515.35354929772,57,0.0,,,0.4359913759624665,42515.35354929772,0.009248212,0.19,194810.18408640273,,57,31412.40395427043,,24.124077
100,,,,11.00485,,-6.467175,,0.18,84340.78629718015,,17469.741841736082,,1180000,0.0,0.0,,,35358.61675217809,,,,100,84340.78629718015,,4.908256,203980.7871357818,17469.741841736082,,36226.87391677498,58,0.0,,,0.425744795859025,36226.87391677498,0.00366138,0.18,203980.7871357818,,58,35358.61675217809,,17.472025
100,,,,6.5160375,,-17.154257,,0.24,81976.72709155515,,21379.227419586892,,1200000,0.0,0.0,,,33391.07761804115,,,,100,81976.72709155515,,4.9105535,190129.3763352978,21379.227419586892,,39199.00973362736,59,0.0,,,0.26832319810478344,39199.00973362736,0.008271582,0.24,190129.3763352978,,59,33391.07761804115,,23.670294
100,59019.13921390765,0.0,26130.957596945675,-9.901506,86344.78436790126,-28.912037,18086.551773238505,0.22,79931.43867952257,59019.13921390765,18315.527820663596,10,1220000,0.0,0.0,6,10,32303.48207322618,18086.551773238505,0.0,6,100,79931.43867952257,26130.957596945675,4.921722,170177.27152187662,18315.527820663596,0.0,34263.027562865194,60,0.0,0.0,86344.78436790126,0.35152324080629094,34263.027562865194,0.0053770593,0.22,170177.27152187662,59019.13921390766,60,32303.48207322618,59019.13921390766,19.01053
100,,,,10.282281,,0.2438875,,0.28,84630.62766736106,,22040.671103068573,,1240000,0.0,0.0,,,33882.325308276704,,,,100,84630.62766736106,,4.912159,190181.3596468072,22040.671103068573,,33720.854344648586,61,0.0,,,0.37298892452208654,33720.854344648586,0.0065306793,0.28,190181.3596468072,,61,33882.325308276704,,10.038393
100,,,,-28.521456,,-50.211437,,0.28,89817.09415362414,,27460.45716368222,,1260000,0.0,0.0,,,37266.77618722906,,,,100,89817.09415362414,,4.9062934,187625.11750487113,27460.45716368222,,38497.85864649876,62,0.0,,,0.41622236791153844,38497.85864649876,0.0041103247,0.28,187625.11750487113,,62,37266.77618722906,,21.689981
100,,,,57.2177,,35.595474,,0.35,98338.11997438353,,18371.404448254176,,1280000,0.0,0.0,,,40428.77524131741,,,,100,98338.11997438353,,4.8937993,205346.17097823272,18371.404448254176,,39392.44202195932,63,0.0,,,0.43825489617617597,39392.44202195932,0.0026898917,0.35,205346.17097823272,,63,40428.77524131741,,21.622227
100,,,,19.121363,,-3.40445,,0.26,91012.22356245502,,19738.15485090721,,1300000,0.0,0.0,,,36577.79965331145,,,,100,91012.22356245502,,4.8702383,183490.5891643811,19738.15485090721,,39726.73684292499,64,0.0,,,0.31549193684861077,39726.73684292499,0.005381996,0.26,183490.5891643811,,64,36577.79965331145,,22.525812
100,,,,-16.2052,,-65.11355,,0.23,84829.09846417367,,11195.820265971392,,1320000,0.0,0.0,,,35193.05851173014,,,,100,84829.09846417367,,4.8569403,227044.9013644598,11195.820265971392,,44137.308993179366,65,0.0,,,0.3394804035900326,44137.308993179366,0.011452946,0.23,227044.9013644598,,65,35193.05851173014,,48.908348
100,,,,-2.9573126,,-21.855,,0.39,105812.61432223668,,27435.651126726556,,1340000,0.0,0.0,,,43221.79002850736,,,,100,105812.61432223668,,4.8470383,183312.13866711894,27435.651126726556,,36703.196240541736,66,0.0,,,0.3438303085087647,36703.196240541736,0.0045550773,0.39,183312.13866711894,,66,43221.79002850736,,18.897686
100,,,,-2.1532187,,-16.66232,,0.31,97366.01370372136,,19878.48035927382,,1360000,0.0,0.0,,,39049.0714440549,,,,100,97366.01370372136,,4.8578334,203959.99635033595,19878.48035927382,,45316.20106592709,67,0.0,,,0.37795964555208184,45316.20106592709,0.004615329,0.31,203959.99635033595,,67,39049.0714440549,,14.5091
100,,,,22.52375,,-0.36405,,0.31,96346.17472026835,,23613.168103727112,,1380000,0.0,0.0,,,38852.55154660148,,,,100,96346.17472026835,,4.8425303,208590.02162314695,23613.168103727112,,43634.272600847515,68,0.0,,,0.3341795525435187,43634.272600847515,0.007851519,0.31,208590.02162314695,,68,38852.55154660148,,22.8878
100,,,,40.31545,,24.374125,,0.27,94413.14478667238,,13380.08569900407,,1400000,0.0,0.0,,,37626.304418438085,,,,100,94413.14478667238,,4.8209867,223940.3080827169,13380.08569900407,,46492.66084060235,69,0.0,,,0.2888356540690403,46492.66084060235,0.0044421875,0.27,223940.3080827169,,69,37626.304418438085,,15.941324
100,69626.64845202293,0.1,26086.558827617744,-8.697075,117847.08843116449,-27.25165,25083.102418506413,0.22,90967.31593294888,69626.64845202293,31884.92647896721,10,1420000,0.0,0.0,7,10,37708.12565062452,25083.102418506413,0.0,7,100,90967.31593294888,26086.558827617744,4.7999296,172436.449439815,31884.92647896721,0.0,34118.766397987296,70,0.0,0.1,117847.08843116449,0.42561362655980095,34118.766397987296,0.006082188,0.22,172436.449439815,69626.64845202293,70,37708.12565062452,69626.64845202293,18.554575
100,,,,21.428925,,-15.9463,,0.22,87008.97355485357,,20726.56607194263,,1440000,0.0,0.0,,,36022.184270544116,,,,100,87008.97355485357,,4.7618103,205274.73966461275,20726.56607194263,,37998.15716155411,71,0.0,,,0.35253089221124423,37998.15716155411,0.010039361,0.22,205274.73966461275,,71,36022.184270544116,,37.375225
