MetaTest/Average/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/button-press-v1/Iteration,MetaTrain/Average/QfLoss,MetaTest/button-press-v1/AverageReturn,MetaTest/Average/Iteration,TotalEnvSteps,MetaTest/button-press-v1/AverageDiscountedReturn,MetaTest/button-press-v1/MaxReturn,MetaTest/button-press-v1/SuccessRate,MetaTest/button-press-v1/StdReturn,MetaTest/Average/MinReturn,MetaTest/Average/MaxReturn,MetaTest/button-press-v1/TerminationRate,MetaTest/button-press-v1/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/TerminationRate,MetaTest/button-press-v1/MinReturn,MetaTest/Average/SuccessRate
10,305896.48127184145,nan,20,243403490.0,305896.48127184156,20,704000,305896.48127184145,371182.9320214948,0.9,105425.59584685524,-14.399492843406147,371182.9320214948,0.0,10,-30.515156,41.353455,305896.48127184156,105425.59584685524,-909314.94,0.0,-14.399492843406147,0.9
10,66730.67994314691,nan,21,245691410.0,66730.67994314691,21,728000,66730.67994314691,361542.4419382029,0.2,134068.08338946648,-15.266853828378103,361542.4419382029,0.0,10,-29.338509,68.98236,66730.67994314691,134068.08338946648,-868490.3,0.0,-15.266853828378103,0.2
10,218804.6353337591,nan,22,243096020.0,218804.63533375907,22,752000,218804.6353337591,368719.61170276016,0.6,159270.28120246678,-12.7144053154885,368719.61170276016,0.0,10,-28.847496,176.27187,218804.63533375907,159270.28120246678,-777974.75,0.0,-12.7144053154885,0.6
10,231040.83396284684,nan,23,263846030.0,231040.83396284687,23,776000,231040.83396284684,372652.8479653,0.6,147156.68939846652,-13.09281696523753,372652.8479653,0.0,10,-28.09191,33.360336,231040.83396284687,147156.68939846652,-786291.4,0.0,-13.09281696523753,0.6
10,295019.63550862425,nan,24,285398660.0,295019.6355086244,24,800000,295019.63550862425,371804.9268296272,0.9,126396.52498763926,-17.484910783346603,371804.9268296272,0.0,10,-27.509785,60.04713,295019.6355086244,126396.52498763926,-742989.7,0.0,-17.484910783346603,0.9
10,215870.1464381995,nan,25,319635970.0,215870.14643819965,25,824000,215870.1464381995,368014.4323844854,0.5,147134.60789026823,-11.731615573426673,368014.4323844854,0.0,10,-26.491566,40.570004,215870.14643819965,147134.60789026823,-727572.25,0.0,-11.731615573426673,0.5
10,337813.826904744,nan,26,360709630.0,337813.8269047441,26,848000,337813.826904744,369834.57940091833,0.9,62554.32025547966,151725.14673466352,369834.57940091833,0.0,10,-25.959305,36.911373,337813.8269047441,62554.32025547966,-707269.6,0.0,151725.14673466352,0.9
10,277578.93189776456,nan,27,390448640.0,277578.93189776456,27,872000,277578.93189776456,370526.8407032561,0.7,143554.71788702486,-16.250477657143737,370526.8407032561,0.0,10,-24.693428,114.067116,277578.93189776456,143554.71788702486,-687871.4,0.0,-16.250477657143737,0.7
10,212098.18786440487,nan,28,424145180.0,212098.18786440493,28,896000,212098.18786440487,362283.9830880547,0.5,137653.79345090603,-22.601782031589764,362283.9830880547,0.0,10,-24.060442,78.08574,212098.18786440493,137653.79345090603,-691789.7,0.0,-22.601782031589764,0.5
10,229216.09584480323,nan,29,449643200.0,229216.0958448032,29,920000,229216.09584480323,361096.87745753996,0.5,139553.33579104135,1739.4214036885642,361096.87745753996,0.0,10,-23.697962,54.546116,229216.0958448032,139553.33579104135,-695428.56,0.0,1739.4214036885642,0.5
10,343703.00242526433,nan,30,487504600.0,343703.0024252643,30,944000,343703.00242526433,375926.45829666266,1.0,35995.021805599485,250063.57129021958,375926.45829666266,0.0,10,-23.273125,43.38712,343703.0024252643,35995.021805599485,-714819.6,0.0,250063.57129021958,1.0
10,196213.7925714544,nan,31,504957120.0,196213.7925714544,31,968000,196213.7925714544,367022.55177729356,0.5,160539.85787812318,-63.141740665734034,367022.55177729356,0.0,10,-23.31034,37.804733,196213.7925714544,160539.85787812318,-734385.0,0.0,-63.141740665734034,0.5
10,315718.312965634,nan,32,489175680.0,315718.312965634,32,992000,315718.312965634,363133.876438358,1.0,44447.321140875465,224864.99200172778,363133.876438358,0.0,10,-24.200848,65.13676,315718.312965634,44447.321140875465,-712887.0,0.0,224864.99200172778,1.0
10,340807.3036937886,nan,33,517214750.0,340807.3036937886,33,1016000,340807.3036937886,368950.28659704,1.0,25013.166915456914,294818.0896389728,368950.28659704,0.0,10,-22.518562,38.171513,340807.3036937886,25013.166915456914,-749645.25,0.0,294818.0896389728,1.0
10,287264.3008210346,nan,34,526372700.0,287264.3008210346,34,1040000,287264.3008210346,374190.2400287684,0.8,137474.98418698256,3431.4742032052777,374190.2400287684,0.0,10,-22.449757,33.49417,287264.3008210346,137474.98418698256,-759997.3,0.0,3431.4742032052777,0.8
10,312492.2360473296,nan,35,539732860.0,312492.2360473296,35,1064000,312492.2360473296,364308.2081095629,0.9,103144.44762620691,8498.22152740449,364308.2081095629,0.0,10,-22.734737,42.51641,312492.2360473296,103144.44762620691,-777189.5,0.0,8498.22152740449,0.9
10,303127.0059705149,nan,36,546079740.0,303127.0059705149,36,1088000,303127.0059705149,364535.5351418886,0.9,103854.60866588469,-16.679634840593227,364535.5351418886,0.0,10,-23.1008,38.27026,303127.0059705149,103854.60866588469,-794920.56,0.0,-16.679634840593227,0.9
10,276271.907728437,nan,37,555255550.0,276271.90772843687,37,1112000,276271.907728437,362096.4232410245,0.8,97583.83717894932,-11.75125980499612,362096.4232410245,0.0,10,-23.103724,48.508797,276271.90772843687,97583.83717894932,-802066.7,0.0,-11.75125980499612,0.8
10,345876.050266684,nan,38,591450400.0,345876.0502666841,38,1136000,345876.050266684,367106.20988901926,1.0,27138.32681566188,278067.74221037456,367106.20988901926,0.0,10,-23.20093,47.30348,345876.0502666841,27138.32681566188,-824402.7,0.0,278067.74221037456,1.0
10,334740.40980464,nan,39,621041000.0,334740.40980464005,39,1160000,334740.40980464,369314.38135366037,1.0,63748.56090888434,153233.85022888635,369314.38135366037,0.0,10,-23.08322,58.820457,334740.40980464005,63748.56090888434,-845866.4,0.0,153233.85022888635,1.0
10,333110.0411108239,nan,40,614534660.0,333110.04111082375,40,1184000,333110.0411108239,364534.9573512344,1.0,41928.123812187754,214894.19932133015,364534.9573512344,0.0,10,-23.305536,58.583828,333110.04111082375,41928.123812187754,-848514.5,0.0,214894.19932133015,1.0
10,299134.6839027604,nan,41,630675600.0,299134.6839027604,41,1208000,299134.6839027604,367071.02594087564,0.9,93201.21741140325,101485.42040528108,367071.02594087564,0.0,10,-23.574593,49.821472,299134.6839027604,93201.21741140325,-856219.6,0.0,101485.42040528108,0.9
10,293052.82986393454,nan,42,645902600.0,293052.8298639345,42,1232000,293052.82986393454,368923.726729455,0.9,115591.81207508528,47043.94890419835,368923.726729455,0.0,10,-23.675817,57.337185,293052.8298639345,115591.81207508528,-873236.7,0.0,47043.94890419835,0.9
10,247007.2115920491,nan,43,649386400.0,247007.21159204905,43,1256000,247007.2115920491,364494.90696676896,0.7,153142.3695813425,-38.769443675950725,364494.90696676896,0.0,10,-23.028048,62.91949,247007.21159204905,153142.3695813425,-880015.4,0.0,-38.769443675950725,0.7
10,291258.18357076886,nan,44,654460400.0,291258.18357076886,44,1280000,291258.18357076886,369265.7454777419,0.8,143473.27500754243,-35.646794251735145,369265.7454777419,0.0,10,-22.937094,76.9743,291258.18357076886,143473.27500754243,-883254.56,0.0,-35.646794251735145,0.8
10,302727.91007775045,nan,45,653736060.0,302727.9100777505,45,1304000,302727.91007775045,365707.98321183556,1.0,102360.22575177264,85221.0339146932,365707.98321183556,0.0,10,-23.335114,104.29075,302727.9100777505,102360.22575177264,-883176.0,0.0,85221.0339146932,1.0
10,351210.7323165388,nan,46,657186900.0,351210.7323165388,46,1328000,351210.7323165388,365932.62706079223,1.0,17804.367166210315,300861.80278532184,365932.62706079223,0.0,10,-24.210993,326.28546,351210.7323165388,17804.367166210315,-879752.25,0.0,300861.80278532184,1.0
10,214870.40624665003,nan,47,644447940.0,214870.40624665003,47,1352000,214870.40624665003,350007.6213046757,0.4,144583.41660459348,-53.16425149374586,350007.6213046757,0.0,10,-25.79576,141.1196,214870.40624665003,144583.41660459348,-860631.0,0.0,-53.16425149374586,0.4
10,-56.79612098400571,nan,48,622793860.0,-56.79612098400571,48,1376000,-56.79612098400571,-36.11540110402706,0.0,8.948409052070591,-68.6863880418187,-36.11540110402706,0.0,10,-27.292555,738.47736,-56.79612098400571,8.948409052070591,-801437.3,0.0,-68.6863880418187,0.0
10,160911.70929725052,nan,49,554275300.0,160911.70929725055,49,1400000,160911.70929725052,361195.38791555585,0.5,166909.4979475273,-21.459331264633388,361195.38791555585,0.0,10,-27.712889,2015.771,160911.70929725055,166909.4979475273,-810539.25,0.0,-21.459331264633388,0.5
10,72514.81014415644,nan,50,590082100.0,72514.81014415645,50,1424000,72514.81014415644,354865.90195888485,0.7,137491.29263843838,-17.67702446670824,354865.90195888485,0.0,10,-26.502926,870.1527,72514.81014415645,137491.29263843838,-781960.25,0.0,-17.67702446670824,0.7
10,160073.23274954795,nan,51,602992100.0,160073.2327495479,51,1448000,160073.23274954795,372423.4861576558,0.4,162413.92172566798,-23.48719631072543,372423.4861576558,0.0,10,-25.726412,600.9221,160073.2327495479,162413.92172566798,-851547.4,0.0,-23.48719631072543,0.4
10,311444.7929507354,nan,52,585992260.0,311444.7929507354,52,1472000,311444.7929507354,367985.2113221643,0.8,109705.93108841269,-12.320765296328004,367985.2113221643,0.0,10,-25.265047,301.39468,311444.7929507354,109705.93108841269,-857303.2,0.0,-12.320765296328004,0.8
10,263691.3100275655,nan,53,606698050.0,263691.3100275656,53,1496000,263691.3100275655,365425.9606718424,0.8,137890.06091331659,-36.01563248592918,365425.9606718424,0.0,10,-25.351778,178.4796,263691.3100275656,137890.06091331659,-868559.25,0.0,-36.01563248592918,0.8
10,353246.31750708696,nan,54,597600600.0,353246.3175070871,54,1520000,353246.31750708696,364517.7211039246,1.0,13941.760254185683,313515.52669849305,364517.7211039246,0.0,10,-25.287548,222.06882,353246.3175070871,13941.760254185683,-873262.4,0.0,313515.52669849305,1.0
10,347417.21232030744,nan,55,594518660.0,347417.21232030744,55,1544000,347417.21232030744,371312.7686634454,0.9,30414.113344797108,259342.91044711127,371312.7686634454,0.0,10,-24.702251,235.1693,347417.21232030744,30414.113344797108,-892798.06,0.0,259342.91044711127,0.9
10,341353.8314412351,nan,56,597067650.0,341353.8314412351,56,1568000,341353.8314412351,360993.9886638179,1.0,20782.31554634359,286768.13598879805,360993.9886638179,0.0,10,-24.853127,86.37029,341353.8314412351,20782.31554634359,-915501.2,0.0,286768.13598879805,1.0
10,353214.58310302027,nan,57,573663360.0,353214.58310302027,57,1592000,353214.58310302027,368013.5399027524,1.0,11257.306748721774,329769.3832337864,368013.5399027524,0.0,10,-25.353586,131.80963,353214.58310302027,11257.306748721774,-951487.8,0.0,329769.3832337864,1.0
10,337230.77267109946,nan,58,559687200.0,337230.7726710994,58,1616000,337230.77267109946,366889.55187372916,1.0,54314.27746834096,185161.0867600165,366889.55187372916,0.0,10,-26.455843,199.83418,337230.7726710994,54314.27746834096,-989763.56,0.0,185161.0867600165,1.0
10,341642.676048373,nan,59,569518850.0,341642.676048373,59,1640000,341642.676048373,371092.5189853735,1.0,54403.60835155491,179810.78325894126,371092.5189853735,0.0,10,-26.067747,161.26254,341642.676048373,54403.60835155491,-1006578.06,0.0,179810.78325894126,1.0
10,354791.06615273346,nan,60,555902340.0,354791.06615273346,60,1664000,354791.06615273346,366492.9547361308,1.0,8858.759099360772,340909.2409934678,366492.9547361308,0.0,10,-26.119244,300.79138,354791.06615273346,8858.759099360772,-991262.0,0.0,340909.2409934678,1.0
10,345205.8927862709,nan,61,561680300.0,345205.8927862708,61,1688000,345205.8927862709,366649.2949912849,1.0,34360.77254283191,246866.44079475064,366649.2949912849,0.0,10,-26.428627,290.93225,345205.8927862708,34360.77254283191,-997926.56,0.0,246866.44079475064,1.0
10,359020.803852925,nan,62,549241100.0,359020.8038529251,62,1712000,359020.803852925,363918.43330791156,1.0,6146.145835041317,342134.0325963743,363918.43330791156,0.0,10,-26.724602,290.53238,359020.8038529251,6146.145835041317,-986393.8,0.0,342134.0325963743,1.0
10,354510.47569184785,nan,63,545367040.0,354510.4756918479,63,1736000,354510.47569184785,369486.6826965975,1.0,11907.83905147705,327527.8741184893,369486.6826965975,0.0,10,-27.257744,411.349,354510.4756918479,11907.83905147705,-992525.06,0.0,327527.8741184893,1.0
10,340831.47038090066,nan,64,567200600.0,340831.4703809005,64,1760000,340831.47038090066,364485.9631533669,1.0,34319.81292971142,245347.28684570288,364485.9631533669,0.0,10,-27.920473,407.27945,340831.4703809005,34319.81292971142,-1017081.06,0.0,245347.28684570288,1.0
10,337666.57311051904,nan,65,536503040.0,337666.5731105189,65,1784000,337666.57311051904,360445.8818490261,1.0,36938.80560497836,260457.49501202162,360445.8818490261,0.0,10,-28.136835,335.40256,337666.5731105189,36938.80560497836,-1032713.75,0.0,260457.49501202162,1.0
10,346555.7942496076,nan,66,521713470.0,346555.7942496076,66,1808000,346555.7942496076,362772.96449067764,0.9,23984.83314229018,275427.22644750634,362772.96449067764,0.0,10,-28.25662,305.1114,346555.7942496076,23984.83314229018,-1048434.3,0.0,275427.22644750634,0.9
10,175080.02770424954,nan,67,519452160.0,175080.0277042496,67,1832000,175080.02770424954,360760.26734616095,0.5,175386.23188050662,-68.49720541485524,360760.26734616095,0.0,10,-28.477976,247.45296,175080.0277042496,175386.23188050662,-1057575.6,0.0,-68.49720541485524,0.5
10,349042.8706388593,nan,68,520014600.0,349042.8706388592,68,1856000,349042.8706388593,364591.2538125751,1.0,6932.5491261623665,336880.4981566514,364591.2538125751,0.0,10,-29.187895,238.69156,349042.8706388592,6932.5491261623665,-1074722.9,0.0,336880.4981566514,1.0
10,160474.718454506,nan,69,526213600.0,160474.71845450596,69,1880000,160474.718454506,369151.93386830104,0.4,161817.577658237,-79.50361192356937,369151.93386830104,0.0,10,-29.515324,600.3826,160474.71845450596,161817.577658237,-1085270.2,0.0,-79.50361192356937,0.4
10,176177.65044749354,nan,70,540788400.0,176177.65044749348,70,1904000,176177.65044749354,366143.3808373719,0.5,176446.19379597652,-77.90035862227539,366143.3808373719,0.0,10,-30.030535,1351.6194,176177.65044749348,176446.19379597652,-1072950.0,0.0,-77.90035862227539,0.5
10,346247.5870466067,nan,71,571754200.0,346247.58704660664,71,1928000,346247.5870466067,367142.02954641846,0.9,25193.324762154574,280487.7592064435,367142.02954641846,0.0,10,-29.670715,959.70685,346247.58704660664,25193.324762154574,-1085310.0,0.0,280487.7592064435,0.9
10,330227.4459792052,nan,72,546368500.0,330227.4459792051,72,1952000,330227.4459792052,362263.3868367179,0.9,42929.817022693256,215888.77486865775,362263.3868367179,0.0,10,-28.816093,142.68727,330227.4459792051,42929.817022693256,-1108836.4,0.0,215888.77486865775,0.9
10,344518.15809801756,nan,73,558291100.0,344518.1580980177,73,1976000,344518.15809801756,366226.3129783986,0.9,35754.10712993611,242027.5995704755,366226.3129783986,0.0,10,-28.388254,134.3217,344518.1580980177,35754.10712993611,-1107994.4,0.0,242027.5995704755,0.9
10,359739.15802349354,nan,74,552815040.0,359739.15802349354,74,2000000,359739.15802349354,367018.10887381795,1.0,3885.1401438166067,353092.86093560915,367018.10887381795,0.0,10,-28.130789,118.794655,359739.15802349354,3885.1401438166067,-1096464.9,0.0,353092.86093560915,1.0
10,362131.00138025574,nan,75,543902200.0,362131.0013802558,75,2024000,362131.00138025574,366527.1799414177,1.0,4186.837583340735,352307.93857261393,366527.1799414177,0.0,10,-27.695164,150.87894,362131.0013802558,4186.837583340735,-1098209.1,0.0,352307.93857261393,1.0
10,346852.47416100284,nan,76,544890560.0,346852.4741610028,76,2048000,346852.47416100284,363294.87042066385,1.0,36197.9707381612,239607.78476147592,363294.87042066385,0.0,10,-27.523651,130.49438,346852.4741610028,36197.9707381612,-1101701.1,0.0,239607.78476147592,1.0
10,354514.7932465797,nan,77,528799070.0,354514.7932465797,77,2072000,354514.7932465797,366823.51244170725,1.0,17140.285004889378,311760.57788948674,366823.51244170725,0.0,10,-27.238155,146.1681,354514.7932465797,17140.285004889378,-1103283.8,0.0,311760.57788948674,1.0
10,346952.25840324315,nan,78,540029200.0,346952.25840324315,78,2096000,346952.25840324315,364041.965067983,1.0,13755.905365983155,313805.0573828109,364041.965067983,0.0,10,-26.797754,171.80788,346952.25840324315,13755.905365983155,-1128004.8,0.0,313805.0573828109,1.0
10,347077.43543939793,nan,79,538449700.0,347077.43543939793,79,2120000,347077.43543939793,369044.3419669924,1.0,31671.420895335028,256990.18622399183,369044.3419669924,0.0,10,-26.363867,123.54497,347077.43543939793,31671.420895335028,-1126810.8,0.0,256990.18622399183,1.0
10,357607.17535639374,nan,80,529646370.0,357607.1753563937,80,2144000,357607.17535639374,369557.8443879894,1.0,8134.399009220966,340648.077458477,369557.8443879894,0.0,10,-26.243238,226.54984,357607.1753563937,8134.399009220966,-1115365.4,0.0,340648.077458477,1.0
10,349413.10373384145,nan,81,526260450.0,349413.10373384145,81,2168000,349413.10373384145,362614.9388136736,1.0,12813.714417239249,320064.02745849575,362614.9388136736,0.0,10,-26.075441,141.0826,349413.10373384145,12813.714417239249,-1119718.1,0.0,320064.02745849575,1.0
10,358708.6870552845,nan,82,525773600.0,358708.6870552847,82,2192000,358708.6870552845,367793.2745700184,1.0,7337.838113343775,344413.50077307853,367793.2745700184,0.0,10,-26.00971,133.06346,358708.6870552847,7337.838113343775,-1123811.0,0.0,344413.50077307853,1.0
10,178198.44696894466,nan,83,1701418200.0,178198.44696894463,83,2216000,178198.44696894466,367931.8470858028,0.5,178332.56614443992,-74.53210741525855,367931.8470858028,0.0,10,-27.711609,306.4368,178198.44696894463,178332.56614443992,-1065486.8,0.0,-74.53210741525855,0.5
10,334845.2764438749,nan,84,499897470.0,334845.2764438748,84,2240000,334845.2764438749,366007.64433848526,0.8,44668.52042509112,240151.7579534094,366007.64433848526,0.0,10,-24.811665,368.799,334845.2764438748,44668.52042509112,-1058705.9,0.0,240151.7579534094,0.8
10,21581.59944331826,nan,85,515579840.0,21581.59944331826,85,2264000,21581.59944331826,107305.68486929356,0.2,34453.037688881326,-96.50394735936223,107305.68486929356,0.0,10,-25.281582,1936.4198,21581.59944331826,34453.037688881326,-966370.3,0.0,-96.50394735936223,0.2
10,94468.16106045626,nan,86,508931740.0,94468.16106045626,86,2288000,94468.16106045626,359722.849416678,0.4,145539.8897017894,-18.870038255969284,359722.849416678,0.0,10,-25.251785,5969.732,94468.16106045626,145539.8897017894,-958721.75,0.0,-18.870038255969284,0.4
10,326645.574131084,nan,87,478600200.0,326645.57413108397,87,2312000,326645.574131084,374715.75023066276,0.7,49439.2217585107,233042.77846049613,374715.75023066276,0.0,10,-25.708193,1358.9558,326645.57413108397,49439.2217585107,-896540.44,0.0,233042.77846049613,0.7
10,350318.99462793476,nan,88,477120960.0,350318.99462793476,88,2336000,350318.99462793476,363447.2350092092,1.0,13085.391467850774,318045.49474657327,363447.2350092092,0.0,10,-26.294722,675.93866,350318.99462793476,13085.391467850774,-917016.7,0.0,318045.49474657327,1.0
10,348795.0384013324,nan,89,449362700.0,348795.0384013324,89,2360000,348795.0384013324,371940.98457518074,1.0,17855.425961088244,311231.5787116503,371940.98457518074,0.0,10,-26.509981,1157.7084,348795.0384013324,17855.425961088244,-850618.56,0.0,311231.5787116503,1.0
10,329797.13900813507,nan,90,474027200.0,329797.139008135,90,2384000,329797.13900813507,362102.8623529891,0.9,21564.94465246724,283919.7977673374,362102.8623529891,0.0,10,-26.367645,556.7262,329797.139008135,21564.94465246724,-958918.06,0.0,283919.7977673374,0.9
10,337597.71593560686,nan,91,467012480.0,337597.715935607,91,2408000,337597.71593560686,364330.08640385483,0.9,33440.61311164731,261513.3712661183,364330.08640385483,0.0,10,-25.61483,466.0471,337597.715935607,33440.61311164731,-957597.6,0.0,261513.3712661183,0.9
10,352323.39855995297,nan,92,461290880.0,352323.39855995314,92,2432000,352323.39855995297,362536.1431803655,1.0,7724.243628565909,336534.2026962874,362536.1431803655,0.0,10,-24.857944,652.11957,352323.39855995314,7724.243628565909,-970542.06,0.0,336534.2026962874,1.0
10,297762.5074112763,nan,93,488559800.0,297762.5074112763,93,2456000,297762.5074112763,367557.0342506757,0.8,98810.57610633977,21081.036233872604,367557.0342506757,0.0,10,-24.332508,523.2316,297762.5074112763,98810.57610633977,-1051962.0,0.0,21081.036233872604,0.8
10,316245.99960244977,nan,94,489281920.0,316245.99960244977,94,2480000,316245.99960244977,354153.7296327053,0.9,51977.969112916384,168980.8472545835,354153.7296327053,0.0,10,-24.538387,567.47565,316245.99960244977,51977.969112916384,-1083782.2,0.0,168980.8472545835,0.9
10,108019.77084642083,nan,95,1329817500.0,108019.77084642083,95,2504000,108019.77084642083,362544.7407718633,0.3,159501.94976154575,-102.55788434434888,362544.7407718633,0.0,10,-25.231598,355161.1,108019.77084642083,159501.94976154575,-633362.9,0.0,-102.55788434434888,0.3
10,868.448970055917,nan,96,1262301700.0,868.4489700559174,96,2528000,868.448970055917,3421.4754913327483,0.0,1489.1917323100286,-104.1300850178153,3421.4754913327483,0.0,10,-29.796457,190861.1,868.4489700559174,1489.1917323100286,-556670.2,0.0,-104.1300850178153,0.0
