pick-place-v1/NumEpisodes,pick-place-v1/StdReturn,pick-place-v1/AverageReturn,MetaTest/Average/NumEpisodes,policy/LossBefore,MetaTest/pick-place-v1/SuccessRate,MetaTest/pick-place-v1/AverageDiscountedReturn,pick-place-v1/AverageDiscountedReturn,policy/KL,Average/Iteration,Average/SuccessRate,MetaTest/pick-place-v1/TerminationRate,pick-place-v1/Iteration,policy/LossAfter,Average/TerminationRate,Average/MinReturn,policy/Entropy,TotalEnvSteps,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,Average/NumEpisodes,Average/MaxReturn,MetaTest/pick-place-v1/MinReturn,Average/AverageReturn,MetaTest/Average/Iteration,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-v1/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/SuccessRate,pick-place-v1/TerminationRate,MetaTest/Average/MaxReturn,pick-place-v1/MaxReturn,MetaTest/pick-place-v1/AverageReturn,Average/StdReturn,pick-place-v1/SuccessRate,MetaTest/Average/MinReturn,MetaTest/pick-place-v1/MaxReturn,Average/AverageDiscountedReturn,pick-place-v1/MinReturn,MetaTest/pick-place-v1/NumEpisodes,policy/dLoss,MetaTest/pick-place-v1/StdReturn,MetaTest/Average/StdReturn,policy/KLBefore
100,17.965759125988267,-36.14780321659662,10,-0.025544088,0.0,-34.831801030627226,-15.047701432099798,0.006115293,10,0.0,0.0,10,-0.029986642,0.0,-73.0757039983687,5.5786815,220000,0.0,-34.83180103062722,100,102.2933796678125,-58.95003558591486,-36.14780321659662,1,-34.831801030627226,1,0.3160461872681476,0.0,0.0,-28.095369818204624,102.2933796678125,-34.83180103062722,17.965759125988267,0.0,-58.95003558591486,-28.095369818204624,-15.047701432099798,-73.0757039983687,10,0.004442554,8.922169486990107,8.922169486990107,0.0
100,10.651370299925464,-35.13491288340384,,-0.004500679,,,-14.780873324376396,0.009541648,11,0.0,,11,-0.0044081924,0.0,-69.86437349759494,5.5582857,240000,,,100,38.93419842803718,,-35.13491288340384,,,,0.20110564403479503,,0.0,,38.93419842803718,,10.651370299925464,0.0,,,-14.780873324376396,-69.86437349759494,,-9.248685e-05,,,0.0
100,7.652510786770602,-37.013792189570644,,-0.0010490494,,,-14.8797937421991,0.013280673,12,0.0,,12,-0.0054341797,0.0,-64.80318866834297,5.5506186,260000,,,100,-26.461100805447863,,-37.013792189570644,,,,0.3541780745163182,,0.0,,-26.461100805447863,,7.652510786770602,0.0,,,-14.8797937421991,-64.80318866834297,,0.0043851305,,,0.0
100,9.444840664102069,-35.373090086539484,,-0.0066285804,,,-14.618795296700675,0.008965102,13,0.0,,13,-0.0066580307,0.0,-64.13781317574039,5.5318933,280000,,,100,-16.476017844231954,,-35.373090086539484,,,,0.3987214327904596,,0.0,,-16.476017844231954,,9.444840664102069,0.0,,,-14.618795296700675,-64.13781317574039,,2.9450282e-05,,,0.0
100,7.442324882804549,-36.84642236669973,,-0.009320837,,,-14.671220977796638,0.015047864,14,0.0,,14,-0.011420541,0.0,-71.34549856808513,5.5115275,300000,,,100,-24.72927782146679,,-36.84642236669973,,,,0.30732170629656363,,0.0,,-24.72927782146679,,7.442324882804549,0.0,,,-14.671220977796638,-71.34549856808513,,0.002099704,,,0.0
100,8.08865375607226,-35.042150534434924,,-0.0039616697,,,-14.596644480405608,0.018901285,15,0.0,,15,-0.012164019,0.0,-62.44615275665612,5.5016227,320000,,,100,-22.751254164846706,,-35.042150534434924,,,,0.3867462427063435,,0.0,,-22.751254164846706,,8.08865375607226,0.0,,,-14.596644480405608,-62.44615275665612,,0.00820235,,,0.0
100,7.154197789253233,-35.74460084284169,,-0.0029917145,,,-14.415286079787817,0.016640455,16,0.0,,16,-0.008034378,0.0,-52.39629690801156,5.4874353,340000,,,100,-24.77519170769339,,-35.74460084284169,,,,0.3356151530218243,,0.0,,-24.77519170769339,,7.154197789253233,0.0,,,-14.415286079787817,-52.39629690801156,,0.005042664,,,0.0
100,7.763859710375882,-33.723209444751674,,-0.0001893959,,,-14.496145017281396,0.0162852,17,0.0,,17,-0.008375957,0.0,-65.44392674942479,5.476823,360000,,,100,-6.389786050547778,,-33.723209444751674,,,,0.30204871534241284,,0.0,,-6.389786050547778,,7.763859710375882,0.0,,,-14.496145017281396,-65.44392674942479,,0.008186561,,,0.0
100,7.5562443441169505,-35.08377902287087,,-0.0011438682,,,-13.810698844285195,0.015717624,18,0.0,,18,-0.011408864,0.0,-56.79170275033884,5.4740624,380000,,,100,-24.4538579259374,,-35.08377902287087,,,,0.331352899674056,,0.0,,-24.4538579259374,,7.5562443441169505,0.0,,,-13.810698844285195,-56.79170275033884,,0.0102649955,,,0.0
100,7.910049876034138,-31.79687084067864,,3.3293152e-05,,,-13.568094332682719,0.005903029,19,0.0,,19,-0.00246884,0.0,-56.67495976539504,5.4668884,400000,,,100,23.07776453406406,,-31.79687084067864,,,,0.23579542756591654,,0.0,,23.07776453406406,,7.910049876034138,0.0,,,-13.568094332682719,-56.67495976539504,,0.0025021331,,,0.0
100,8.345825584025683,-32.874131356344364,10,-0.009153467,0.0,-32.0793117965136,-14.043821837152167,0.010609535,20,0.0,0.0,20,-0.0131101245,0.0,-53.66122018839574,5.4637675,420000,0.0,-32.0793117965136,100,21.15846547354245,-48.02060100551685,-32.874131356344364,2,-32.0793117965136,2,0.27688478729387234,0.0,0.0,-21.885123857441076,21.15846547354245,-32.0793117965136,8.345825584025683,0.0,-48.02060100551685,-21.885123857441076,-14.043821837152167,-53.66122018839574,10,0.003956658,6.455792103044123,6.455792103044123,0.0
100,5.765879376594474,-32.51309700414774,,-0.0078874165,,,-13.314649745088175,0.010813398,21,0.0,,21,-0.009242524,0.0,-58.55876107393255,5.4517593,440000,,,100,-23.82940224645446,,-32.51309700414774,,,,0.33962349246413703,,0.0,,-23.82940224645446,,5.765879376594474,0.0,,,-13.314649745088175,-58.55876107393255,,0.0013551079,,,0.0
100,6.705800410648543,-32.05218851963873,,-0.0055920524,,,-13.878286583572827,0.010530052,22,0.0,,22,-0.009470929,0.0,-56.79787057583219,5.4345174,460000,,,100,-21.583462932474305,,-32.05218851963873,,,,0.3948565953685993,,0.0,,-21.583462932474305,,6.705800410648543,0.0,,,-13.878286583572827,-56.79787057583219,,0.003878877,,,0.0
100,4.885965857886471,-31.755497664330083,,-0.0018451462,,,-13.497963106421576,0.005520674,23,0.0,,23,-0.0012103104,0.0,-46.246934085592805,5.4205933,480000,,,100,-23.008370306413006,,-31.755497664330083,,,,0.3234633396469523,,0.0,,-23.008370306413006,,4.885965857886471,0.0,,,-13.497963106421576,-46.246934085592805,,-0.0006348358,,,0.0
100,4.755824927668155,-30.76940216506634,,-0.003490696,,,-13.213673262815938,0.0054869107,24,0.0,,24,-0.002329733,0.0,-48.3363844990059,5.408262,500000,,,100,-22.599096802455975,,-30.76940216506634,,,,0.3835627404875307,,0.0,,-22.599096802455975,,4.755824927668155,0.0,,,-13.213673262815938,-48.3363844990059,,-0.001160963,,,0.0
100,4.21713672599032,-30.26898923622674,,-0.0026525024,,,-13.029957614513757,0.008230862,25,0.0,,25,-0.002792693,0.0,-44.96344057200365,5.399728,520000,,,100,-22.208386453643605,,-30.26898923622674,,,,0.33074786747502094,,0.0,,-22.208386453643605,,4.21713672599032,0.0,,,-13.029957614513757,-44.96344057200365,,0.00014019059,,,0.0
100,4.799668827519356,-31.1424638292455,,-0.003262241,,,-13.21070555874533,0.0073688524,26,0.0,,26,-0.005254051,0.0,-45.0525837782136,5.3893385,540000,,,100,-22.693621154948357,,-31.1424638292455,,,,0.31373676722806054,,0.0,,-22.693621154948357,,4.799668827519356,0.0,,,-13.21070555874533,-45.0525837782136,,0.0019918103,,,0.0
100,4.479070691395963,-29.60052993997894,,-0.0034092998,,,-12.916572253470244,0.005644963,27,0.0,,27,-0.007168733,0.0,-45.6012950276338,5.3773627,560000,,,100,-21.523783116306195,,-29.60052993997894,,,,0.3984788415284122,,0.0,,-21.523783116306195,,4.479070691395963,0.0,,,-12.916572253470244,-45.6012950276338,,0.0037594333,,,0.0
100,4.657812596362791,-29.935984259683334,,-0.0022707032,,,-12.658898440392573,0.0043070116,28,0.0,,28,-0.00080518797,0.0,-42.67904048371708,5.363883,580000,,,100,-20.61777111335476,,-29.935984259683334,,,,0.36354218555268014,,0.0,,-20.61777111335476,,4.657812596362791,0.0,,,-12.658898440392573,-42.67904048371708,,-0.0014655152,,,0.0
100,4.296618994724265,-28.73680639594467,,-0.0038107056,,,-12.457701156624559,0.004864156,29,0.0,,29,-0.003226641,0.0,-43.26842428623609,5.351096,600000,,,100,-20.573035077408317,,-28.73680639594467,,,,0.3327747921859734,,0.0,,-20.573035077408317,,4.296618994724265,0.0,,,-12.457701156624559,-43.26842428623609,,-0.0005840645,,,0.0
100,3.5757731125562144,-28.661597042806317,10,-0.002479129,0.0,-28.896494332456932,-12.428641270938009,0.007146968,30,0.0,0.0,30,-0.00097444304,0.0,-39.24975537505298,5.3362656,620000,0.0,-28.89649433245693,100,-19.338957508105793,-37.31453072329996,-28.661597042806317,3,-28.896494332456932,3,0.2926938405278733,0.0,0.0,-23.556501511286285,-19.338957508105793,-28.89649433245693,3.5757731125562144,0.0,-37.31453072329996,-23.556501511286285,-12.428641270938009,-39.24975537505298,10,-0.001504686,4.358212960805565,4.358212960805565,0.0
100,3.507817552135456,-27.740723759963156,,-0.0036875564,,,-12.230940095582817,0.006144967,31,0.0,,31,-0.004194696,0.0,-38.09337673889104,5.324112,640000,,,100,-19.704047330801163,,-27.740723759963156,,,,0.31878686751843965,,0.0,,-19.704047330801163,,3.507817552135456,0.0,,,-12.230940095582817,-38.09337673889104,,0.0005071396,,,0.0
100,3.3692859019678165,-27.703513696099705,,-0.0013253563,,,-12.223123366442566,0.0072079133,32,0.0,,32,3.1202697e-05,0.0,-35.7576204037667,5.313225,660000,,,100,-19.43644033216985,,-27.703513696099705,,,,0.34425002713186736,,0.0,,-19.43644033216985,,3.3692859019678165,0.0,,,-12.223123366442566,-35.7576204037667,,-0.001356559,,,0.0
100,2.891085261102263,-26.640602276553096,,0.00013349304,,,-11.815912686029598,0.007374128,33,0.0,,33,0.0005234543,0.0,-36.9672545708505,5.302703,680000,,,100,-20.192900211769125,,-26.640602276553096,,,,0.40564428131312924,,0.0,,-20.192900211769125,,2.891085261102263,0.0,,,-11.815912686029598,-36.9672545708505,,-0.00038996123,,,0.0
100,3.809413746765797,-27.314116588768183,,0.0033524598,,,-12.09386548340142,0.008227809,34,0.0,,34,0.008569617,0.0,-36.709549785645656,5.286824,700000,,,100,-20.982255297378522,,-27.314116588768183,,,,0.3548899474492242,,0.0,,-20.982255297378522,,3.809413746765797,0.0,,,-12.09386548340142,-36.709549785645656,,-0.0052171573,,,0.0
100,3.763474041865589,-27.19004800538228,,0.0007777435,,,-12.035800201867621,0.0061976057,35,0.0,,35,0.0025198401,0.0,-38.76806886760967,5.2744346,720000,,,100,-18.550586329968315,,-27.19004800538228,,,,0.3347190881851253,,0.0,,-18.550586329968315,,3.763474041865589,0.0,,,-12.035800201867621,-38.76806886760967,,-0.0017420966,,,0.0
100,3.5298599318671395,-26.36908341943426,,0.0023529397,,,-11.734739707908851,0.008017322,36,0.0,,36,0.0018001633,0.0,-40.0818183761037,5.2640257,740000,,,100,-18.514021869207458,,-26.36908341943426,,,,0.3169530680330893,,0.0,,-18.514021869207458,,3.5298599318671395,0.0,,,-11.734739707908851,-40.0818183761037,,0.0005527764,,,0.0
100,3.103457311797546,-27.022243612436924,,-0.0010290988,,,-12.094459235434664,0.008078429,37,0.0,,37,0.0018122062,0.0,-35.9773912341804,5.2456484,760000,,,100,-19.966199941703746,,-27.022243612436924,,,,0.30717735598687146,,0.0,,-19.966199941703746,,3.103457311797546,0.0,,,-12.094459235434664,-35.9773912341804,,-0.002841305,,,0.0
100,3.0331274143373754,-26.17313043651025,,0.0028054826,,,-11.607486526044617,0.009702417,38,0.0,,38,0.005911319,0.0,-34.983301149004774,5.2288747,780000,,,100,-20.428390053129217,,-26.17313043651025,,,,0.4098911992246542,,0.0,,-20.428390053129217,,3.0331274143373754,0.0,,,-11.607486526044617,-34.983301149004774,,-0.0031058365,,,0.0
100,2.5493276033718986,-24.834603511938564,,-0.00072364655,,,-11.215456890168175,0.0037391635,39,0.0,,39,0.003120269,0.0,-32.177378511449895,5.211334,800000,,,100,-19.78119648853617,,-24.834603511938564,,,,0.2625472991706237,,0.0,,-19.78119648853617,,2.5493276033718986,0.0,,,-11.215456890168175,-32.177378511449895,,-0.0038439154,,,0.0
100,2.5373733767141657,-24.415561417572913,10,-0.0022311313,0.0,-25.596941384639614,-11.033849143140163,0.008800609,40,0.0,0.0,40,0.0035497071,0.0,-30.119788303311324,5.187783,820000,0.0,-25.596941384639614,100,-19.172200897153676,-29.1355596398448,-24.415561417572913,4,-25.596941384639614,4,0.29245864373961716,0.0,0.0,-21.074097550949357,-19.172200897153676,-25.596941384639614,2.5373733767141657,0.0,-29.1355596398448,-21.074097550949357,-11.033849143140163,-30.119788303311324,10,-0.0057808384,2.394184712780204,2.394184712780204,0.0
100,2.8234798405434822,-24.275842557482964,,-0.0015440513,,,-11.158634389579975,0.012954105,41,0.0,,41,0.003895713,0.0,-32.61948541742306,5.16116,840000,,,100,-18.751103424068535,,-24.275842557482964,,,,0.3459500501460695,,0.0,,-18.751103424068535,,2.8234798405434822,0.0,,,-11.158634389579975,-32.61948541742306,,-0.0054397644,,,0.0
100,3.705731050626645,-25.23017286630502,,0.0010719299,,,-11.29156978560974,0.008128231,42,0.0,,42,0.007404024,0.0,-41.77634215035198,5.130317,860000,,,100,-19.0840122852307,,-25.23017286630502,,,,0.546823933650821,,0.0,,-19.0840122852307,,3.705731050626645,0.0,,,-11.29156978560974,-41.77634215035198,,-0.006332094,,,0.0
100,3.084858423706077,-24.092904535297347,,-0.0019926976,,,-10.902363644281136,0.0048147035,43,0.0,,43,0.0021348435,0.0,-35.87432654933787,5.1074357,880000,,,100,-18.647406299880274,,-24.092904535297347,,,,0.38057936470210485,,0.0,,-18.647406299880274,,3.084858423706077,0.0,,,-10.902363644281136,-35.87432654933787,,-0.004127541,,,0.0
100,2.3207091295293556,-23.380232854006657,,-0.0016428205,,,-10.753084366006284,0.006849136,44,0.0,,44,0.0018231911,0.0,-31.26604253481508,5.088298,900000,,,100,-19.259444243929888,,-23.380232854006657,,,,0.39966341495358393,,0.0,,-19.259444243929888,,2.3207091295293556,0.0,,,-10.753084366006284,-31.26604253481508,,-0.0034660115,,,0.0
100,2.135794038993321,-22.748095171683758,,0.0010907417,,,-10.453147707397914,0.009644809,45,0.0,,45,0.0045416276,0.0,-29.331766496178545,5.069641,920000,,,100,-18.2125316662791,,-22.748095171683758,,,,0.3106341369676736,,0.0,,-18.2125316662791,,2.135794038993321,0.0,,,-10.453147707397914,-29.331766496178545,,-0.0034508859,,,0.0
100,1.9907439332266212,-22.597598018151174,,-0.00015221405,,,-10.468922759204565,0.023336567,46,0.0,,46,0.014922781,0.0,-28.669736499451258,5.0510793,940000,,,100,-17.52560746295995,,-22.597598018151174,,,,0.2324383845537995,,0.0,,-17.52560746295995,,1.9907439332266212,0.0,,,-10.468922759204565,-28.669736499451258,,-0.015074995,,,0.0
100,4.5383856892805365,-25.292784247986752,,-0.0018596267,,,-11.16954594458202,0.008748419,47,0.0,,47,-0.005282684,0.0,-37.59708509256513,5.039626,960000,,,100,-18.65077630816063,,-25.292784247986752,,,,0.39378231518938267,,0.0,,-18.65077630816063,,4.5383856892805365,0.0,,,-11.16954594458202,-37.59708509256513,,0.0034230575,,,0.0
100,3.161802485677683,-23.62087772899414,,-0.0032076272,,,-10.688135768341702,0.0051058345,48,0.0,,48,-0.0006757391,0.0,-33.07142974829788,5.026423,980000,,,100,-17.525669590531642,,-23.62087772899414,,,,0.3339279823597824,,0.0,,-17.525669590531642,,3.161802485677683,0.0,,,-10.688135768341702,-33.07142974829788,,-0.0025318882,,,0.0
100,2.7938882842096273,-23.223732161959404,,-0.0038146072,,,-10.516514836594908,0.0053876457,49,0.0,,49,-0.0021974023,0.0,-34.889727733606065,5.0143657,1000000,,,100,-18.643673712759696,,-23.223732161959404,,,,0.2049072119232328,,0.0,,-18.643673712759696,,2.7938882842096273,0.0,,,-10.516514836594908,-34.889727733606065,,-0.0016172049,,,0.0
100,2.7720756805643387,-23.54456828847253,10,-0.0034375165,0.0,-24.13520507824328,-10.712311077572258,0.005274868,50,0.0,0.0,50,-0.0004816372,0.0,-31.552669381842144,4.9938726,1020000,0.0,-24.135205078243285,100,-17.81592422063697,-33.62710704568448,-23.54456828847253,5,-24.13520507824328,5,0.37524019841743406,0.0,0.0,-20.109480917337716,-17.81592422063697,-24.135205078243285,2.7720756805643387,0.0,-33.62710704568448,-20.109480917337716,-10.712311077572258,-31.552669381842144,10,-0.0029558793,4.041000860224042,4.041000860224042,0.0
100,2.63493620608626,-22.87745936659896,,-0.0015270447,,,-10.584150606311532,0.0043043145,51,0.0,,51,0.0043948097,0.0,-31.654796117369578,4.9676924,1040000,,,100,-18.470688346760742,,-22.87745936659896,,,,0.24873976691353572,,0.0,,-18.470688346760742,,2.63493620608626,0.0,,,-10.584150606311532,-31.654796117369578,,-0.0059218546,,,0.0
100,2.573126037073626,-22.83775886096592,,-9.113274e-05,,,-10.317470399423906,0.012444601,52,0.0,,52,0.005496387,0.0,-31.682470598903627,4.9438934,1060000,,,100,-18.78169627783973,,-22.83775886096592,,,,0.3116877827732544,,0.0,,-18.78169627783973,,2.573126037073626,0.0,,,-10.317470399423906,-31.682470598903627,,-0.0055875196,,,0.0
100,2.6726239122778384,-22.55706938626687,,0.0011325699,,,-10.449722014780486,0.008192223,53,0.0,,53,0.0050049704,0.0,-30.048558372343514,4.923848,1080000,,,100,-18.018389556461646,,-22.55706938626687,,,,0.4520804742442758,,0.0,,-18.018389556461646,,2.6726239122778384,0.0,,,-10.449722014780486,-30.048558372343514,,-0.0038724006,,,0.0
100,2.1682282360553766,-21.93355756275016,,-0.0026091093,,,-10.141109346562667,0.0030457296,54,0.0,,54,0.00018786216,0.0,-28.664381716351542,4.907471,1100000,,,100,-17.398261559801337,,-21.93355756275016,,,,0.4571980124859142,,0.0,,-17.398261559801337,,2.1682282360553766,0.0,,,-10.141109346562667,-28.664381716351542,,-0.0027969715,,,0.0
100,2.2852031973556484,-21.749478432574918,,0.0021018486,,,-10.05468795546053,0.0069198404,55,0.0,,55,0.004961329,0.0,-29.477529973009148,4.890274,1120000,,,100,-18.192991190486737,,-21.749478432574918,,,,0.32660210354640395,,0.0,,-18.192991190486737,,2.2852031973556484,0.0,,,-10.05468795546053,-29.477529973009148,,-0.0028594804,,,0.0
100,1.8393395297037358,-21.165063686655188,,-0.00013842697,,,-9.761100146599388,0.008635939,56,0.0,,56,0.0033498558,0.0,-26.994044865587885,4.8720484,1140000,,,100,-17.98189344366041,,-21.165063686655188,,,,0.19394133858250318,,0.0,,-17.98189344366041,,1.8393395297037358,0.0,,,-9.761100146599388,-26.994044865587885,,-0.0034882827,,,0.0
100,1.717739524095596,-20.555750479283557,,-2.3506354e-05,,,-9.555996392927034,0.01047493,57,0.0,,57,0.0061352435,0.0,-26.682036468187327,4.8530345,1160000,,,100,-16.890587339413926,,-20.555750479283557,,,,0.2084290349997019,,0.0,,-16.890587339413926,,1.717739524095596,0.0,,,-9.555996392927034,-26.682036468187327,,-0.00615875,,,0.0
100,2.08932798275343,-21.22231336514424,,-0.0009330841,,,-10.000267490054725,0.0067896857,58,0.0,,58,0.004740463,0.0,-27.590494153649217,4.8302217,1180000,,,100,-16.67997276541011,,-21.22231336514424,,,,0.4350048399399735,,0.0,,-16.67997276541011,,2.08932798275343,0.0,,,-10.000267490054725,-27.590494153649217,,-0.0056735473,,,0.0
100,1.9864202635861234,-20.971027635313334,,-0.0008325985,,,-9.887278541600228,0.007298918,59,0.0,,59,0.0038192295,0.0,-27.644969348068347,4.8108697,1200000,,,100,-16.3960186002412,,-20.971027635313334,,,,0.2620014126335475,,0.0,,-16.3960186002412,,1.9864202635861234,0.0,,,-9.887278541600228,-27.644969348068347,,-0.004651828,,,0.0
100,1.8269438664860902,-20.39633511240704,10,0.00057286146,0.0,-20.294091325091614,-9.717904505771674,0.0032870488,60,0.0,0.0,60,0.004682267,0.0,-26.12965823425259,4.791709,1220000,0.0,-20.29409132509162,100,-16.3091998128953,-24.35118061674041,-20.39633511240704,6,-20.294091325091614,6,0.28005150590619776,0.0,0.0,-17.785586385611477,-16.3091998128953,-20.29409132509162,1.8269438664860902,0.0,-24.35118061674041,-17.785586385611477,-9.717904505771674,-26.12965823425259,10,-0.0041094054,1.8407155297444977,1.8407155297444977,0.0
100,2.041304365925372,-20.241226494903653,,-0.00024708634,,,-9.451163217146998,0.015718983,61,0.0,,61,0.007648478,0.0,-28.714180583127042,4.7705793,1240000,,,100,-16.93412182093505,,-20.241226494903653,,,,0.27640267396747664,,0.0,,-16.93412182093505,,2.041304365925372,0.0,,,-9.451163217146998,-28.714180583127042,,-0.007895564,,,0.0
100,1.320883051738601,-20.471617591231315,,0.00010508251,,,-9.62478470130505,0.01693824,62,0.0,,62,0.0037712501,0.0,-23.491819733705785,4.753372,1260000,,,100,-17.539419147096133,,-20.471617591231315,,,,0.3303287549860858,,0.0,,-17.539419147096133,,1.320883051738601,0.0,,,-9.62478470130505,-23.491819733705785,,-0.0036661676,,,0.0
100,1.7808243962287562,-19.87648409823153,,-0.0053370027,,,-9.243706665155488,0.0054131337,63,0.0,,63,-0.0019833134,0.0,-27.247410446806477,4.7349925,1280000,,,100,-15.768700666848016,,-19.87648409823153,,,,0.286491637184492,,0.0,,-15.768700666848016,,1.7808243962287562,0.0,,,-9.243706665155488,-27.247410446806477,,-0.0033536893,,,0.0
100,1.406532826984511,-19.505066396240785,,-0.0013527651,,,-9.155961225252462,0.0041663493,64,0.0,,64,0.0020734274,0.0,-25.514207871986425,4.718669,1300000,,,100,-16.5892635580701,,-19.505066396240785,,,,0.2669659457808118,,0.0,,-16.5892635580701,,1.406532826984511,0.0,,,-9.155961225252462,-25.514207871986425,,-0.0034261926,,,0.0
100,1.7778323911947744,-19.466680714713437,,0.0008030701,,,-9.214375369561463,0.0024074938,65,0.0,,65,0.005135681,0.0,-25.291421252778928,4.7026954,1320000,,,100,-16.49097534881726,,-19.466680714713437,,,,0.4084814235459081,,0.0,,-16.49097534881726,,1.7778323911947744,0.0,,,-9.214375369561463,-25.291421252778928,,-0.004332611,,,0.0
