Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossBefore,Average/SuccessRate,GaussianMLPPolicy/KLAfter,Average/MaxReturn,pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/Iteration,pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/StdReturn,pick-out-of-hole-v1/SuccessRate,pick-out-of-hole-v1/NumEpisodes,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,pick-out-of-hole-v1/MaxReturn,Average/StdReturn,pick-out-of-hole-v1/StdReturn,pick-out-of-hole-v1/AverageDiscountedReturn,pick-out-of-hole-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/pick-out-of-hole-v1/AverageReturn,GaussianMLPPolicy/Entropy,Iteration,Average/MinReturn,MetaTest/Average/AverageReturn,pick-out-of-hole-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/pick-out-of-hole-v1/MaxReturn
83,-28.24364340761907,0.0,-0.003947220742702484,0.0,0.007677317596971989,-18.512134455593824,83,83,-21.60695794072085,1,0.0,0.0,0.0,0.0,200,-0.007406621240079403,0.003459400497376919,0.0,1,0.0,6720000,-28.24364340761907,-28.24364340761907,83,-18.512134455593824,1.46999014073925,1.46999014073925,-10.561967441619517,0.0,200,-21.60695794072085,-10.561967441619517,-28.243643407619068,0.0,-28.24364340761907,5.082890510559082,83,-27.626245884262588,-28.24364340761907,-27.626245884262588,-28.243643407619068,0.0,-28.24364340761907
84,-33.749924638080756,0.0,0.0027531131636351347,0.0,0.00965113379061222,-19.348439470749327,84,84,-22.026933938158194,1,0.0,0.0,0.0,0.0,200,0.0010734800016507506,0.001679633161984384,0.0,1,0.0,6800000,-33.749924638080756,-33.749924638080756,84,-19.348439470749327,1.4919977068206844,1.4919977068206844,-10.701397748505867,0.0,200,-22.026933938158194,-10.701397748505867,-33.74992463808071,0.0,-33.749924638080756,5.1374311447143555,84,-28.191579099096224,-33.749924638080756,-28.191579099096224,-33.74992463808071,0.0,-33.749924638080756
85,-23.564753150299403,0.0,-0.0008823495591059327,0.0,0.009184236638247967,-18.536854803842512,85,85,-21.513065031883603,1,0.0,0.0,0.0,0.0,200,-0.003945206291973591,0.003062856732867658,0.0,1,0.0,6880000,-23.564753150299403,-23.564753150299403,85,-18.536854803842512,1.2964408402994807,1.2964408402994807,-10.522392816823894,0.0,200,-21.513065031883603,-10.522392816823894,-23.564753150299403,0.0,-23.564753150299403,5.146000385284424,85,-25.62654081917458,-23.564753150299403,-25.62654081917458,-23.564753150299403,0.0,-23.564753150299403
86,-22.08538524417297,0.0,-0.0005221242317929864,0.0,0.009585418738424778,-20.091918334631963,86,86,-22.929759017491914,1,0.0,0.0,0.0,0.0,200,-0.0034204074181616306,0.0028982831863686442,0.0,1,0.0,6960000,-22.08538524417297,-22.08538524417297,86,-20.091918334631963,1.1440813979393094,1.1440813979393094,-11.112894682198917,0.0,200,-22.929759017491914,-11.112894682198917,-22.085385244172983,0.0,-22.08538524417297,5.14898681640625,86,-25.504216739974293,-22.08538524417297,-25.504216739974293,-22.085385244172983,0.0,-22.08538524417297
87,-23.39654136017005,0.0,-0.0007230838527902961,0.0,0.007522273808717728,-19.298093034304692,87,87,-21.888244279658675,1,0.0,0.0,0.0,0.0,200,-0.0035424164962023497,0.0028193326434120536,0.0,1,0.0,7040000,-23.39654136017005,-23.39654136017005,87,-19.298093034304692,1.388362376937842,1.388362376937842,-10.709620198198383,0.0,200,-21.888244279658675,-10.709620198198383,-23.39654136017007,0.0,-23.39654136017005,5.151677131652832,87,-25.98495578971442,-23.39654136017005,-25.98495578971442,-23.39654136017007,0.0,-23.39654136017005
88,-23.5877739483579,0.0,-0.002270348137244582,0.0,0.009684640914201736,-21.637834637166893,88,88,-24.690229960680682,1,0.0,0.0,0.0,0.0,200,-0.003592727007344365,0.001322378870099783,0.0,1,0.0,7120000,-23.5877739483579,-23.5877739483579,88,-21.637834637166893,1.9558660094002074,1.9558660094002074,-11.798965626116015,0.0,200,-24.690229960680682,-11.798965626116015,-23.587773948357906,0.0,-23.5877739483579,5.11358118057251,88,-29.969736692521142,-23.5877739483579,-29.969736692521142,-23.587773948357906,0.0,-23.5877739483579
89,-26.133381188628274,0.0,-0.0029370347037911415,0.0,0.008484212681651115,-20.100647322468788,89,89,-23.450075202268618,1,0.0,0.0,0.0,0.0,200,-0.006459680385887623,0.0035226456820964813,0.0,1,0.0,7200000,-26.133381188628274,-26.133381188628274,89,-20.100647322468788,1.5576874239005558,1.5576874239005558,-11.292841213867195,0.0,200,-23.450075202268618,-11.292841213867195,-26.133381188628267,0.0,-26.133381188628274,5.091582775115967,89,-27.69541560707798,-26.133381188628274,-27.69541560707798,-26.133381188628267,0.0,-26.133381188628274
90,-23.96030300137998,0.0,-0.003041911171749234,0.0,0.006798665039241314,-22.85717078835747,90,90,-26.080181319631432,1,0.0,0.0,0.0,0.0,200,-0.006128658540546894,0.00308674736879766,0.0,1,0.0,7280000,-23.96030300137998,-23.96030300137998,90,-22.85717078835747,1.502069194506491,1.502069194506491,-12.344890445531632,0.0,200,-26.080181319631432,-12.344890445531632,-23.96030300137998,0.0,-23.96030300137998,5.056762218475342,90,-29.700907362231,-23.96030300137998,-29.700907362231,-23.96030300137998,0.0,-23.96030300137998
91,-24.574116950803557,0.0,0.0005662203184328973,0.0,0.009303463622927666,-20.486162324898743,91,91,-25.1958669493823,1,0.0,0.0,0.0,0.0,200,-0.003135893028229475,0.0037021133466623724,0.0,1,0.0,7360000,-24.574116950803557,-24.574116950803557,91,-20.486162324898743,2.212318652752155,2.212318652752155,-12.004370436363956,0.0,200,-25.1958669493823,-12.004370436363956,-24.574116950803568,0.0,-24.574116950803557,5.073598384857178,91,-29.79488456774326,-24.574116950803557,-29.79488456774326,-24.574116950803568,0.0,-24.574116950803557
92,-25.793280800285835,0.0,-0.005506736692041159,0.0,0.0071955593302845955,-19.973347817865797,92,92,-23.89038260226999,1,0.0,0.0,0.0,0.0,200,-0.007359168026596308,0.001852431334555149,0.0,1,0.0,7440000,-25.793280800285835,-25.793280800285835,92,-19.973347817865797,1.6912205144982746,1.6912205144982746,-11.42932251268632,0.0,200,-23.89038260226999,-11.42932251268632,-25.793280800285824,0.0,-25.793280800285835,5.003666400909424,92,-27.756362243822615,-25.793280800285835,-27.756362243822615,-25.793280800285824,0.0,-25.793280800285835
93,-21.80470818361496,0.0,-0.0011335849994793534,0.0,0.008697469718754292,-19.60457146383851,93,93,-22.913312126449767,1,0.0,0.0,0.0,0.0,200,-0.0030746422708034515,0.0019410572713240981,0.0,1,0.0,7520000,-21.80470818361496,-21.80470818361496,93,-19.60457146383851,1.6301038184695065,1.6301038184695065,-11.070683318012232,0.0,200,-22.913312126449767,-11.070683318012232,-21.80470818361495,0.0,-21.80470818361496,5.005531311035156,93,-27.373723947201537,-21.80470818361496,-27.373723947201537,-21.80470818361495,0.0,-21.80470818361496
94,-25.85529451096031,0.0,-0.00020124725415371358,0.0,0.008783417753875256,-19.104332612629523,94,94,-21.87696041043334,1,0.0,0.0,0.0,0.0,200,-0.002242844086140394,0.0020415968319866806,0.0,1,0.0,7600000,-25.85529451096031,-25.85529451096031,94,-19.104332612629523,1.6364551991004928,1.6364551991004928,-10.643474971653317,0.0,200,-21.87696041043334,-10.643474971653317,-25.85529451096032,0.0,-25.85529451096031,5.014035701751709,94,-27.633804653776163,-25.85529451096031,-27.633804653776163,-25.85529451096032,0.0,-25.85529451096031
95,-20.570505763911964,0.0,-0.0011216433485969901,0.0,0.007258257362991571,-18.95249980039126,95,95,-22.74600334092288,1,0.0,0.0,0.0,0.0,200,-0.00454957690089941,0.00342793355230242,0.0,1,0.0,7680000,-20.570505763911964,-20.570505763911964,95,-18.95249980039126,2.2082700069445114,2.2082700069445114,-10.993957356895123,0.0,200,-22.74600334092288,-10.993957356895123,-20.570505763911967,0.0,-20.570505763911964,4.995765209197998,95,-30.178377554425637,-20.570505763911964,-30.178377554425637,-20.570505763911967,0.0,-20.570505763911964
96,-19.312565128992613,0.0,0.0023041381500661373,0.0,0.007279523648321629,-18.424970515074087,96,96,-22.286371756266934,1,0.0,0.0,0.0,0.0,200,-0.0003686562122311443,0.0026727943622972816,0.0,1,0.0,7760000,-19.312565128992613,-19.312565128992613,96,-18.424970515074087,1.8714808719445566,1.8714808719445566,-10.823349204501532,0.0,200,-22.286371756266934,-10.823349204501532,-19.312565128992603,0.0,-19.312565128992613,5.035123348236084,96,-26.153040471066433,-19.312565128992613,-26.153040471066433,-19.312565128992603,0.0,-19.312565128992613
97,-22.988205196294984,0.0,-0.00555233983322978,0.0,0.006985391490161419,-18.65821019845163,97,97,-20.848212948801716,1,0.0,0.0,0.0,0.0,200,-0.00899677537381649,0.00344443554058671,0.0,1,0.0,7840000,-22.988205196294984,-22.988205196294984,97,-18.65821019845163,1.1243800386444787,1.1243800386444787,-10.228744949878225,0.0,200,-20.848212948801716,-10.228744949878225,-22.98820519629498,0.0,-22.988205196294984,4.979615211486816,97,-24.19155503879284,-22.988205196294984,-24.19155503879284,-22.98820519629498,0.0,-22.988205196294984
98,-26.71741319914412,0.0,-0.0004566120041999966,0.0,0.006368638016283512,-19.219706088633973,98,98,-22.632355634608903,1,0.0,0.0,0.0,0.0,200,-0.0032473555766046047,0.002790743572404608,0.0,1,0.0,7920000,-26.71741319914412,-26.71741319914412,98,-19.219706088633973,1.5505193000663373,1.5505193000663373,-10.95272569530186,0.0,200,-22.632355634608903,-10.95272569530186,-26.717413199144108,0.0,-26.71741319914412,4.979400157928467,98,-26.616933726709316,-26.71741319914412,-26.616933726709316,-26.717413199144108,0.0,-26.71741319914412
99,-19.522221379553173,0.0,0.0013634797651320696,0.0,0.008469230495393276,-18.742280048242947,99,99,-20.978707221365536,1,0.0,0.0,0.0,0.0,200,-0.002328058471903205,0.0036915382370352745,0.0,1,0.0,8000000,-19.522221379553173,-19.522221379553173,99,-18.742280048242947,1.0679327991491916,1.0679327991491916,-10.302143726793734,0.0,200,-20.978707221365536,-10.302143726793734,-19.522221379553162,0.0,-19.522221379553173,4.999923229217529,99,-25.27523216614679,-19.522221379553173,-25.27523216614679,-19.522221379553162,0.0,-19.522221379553173
100,-20.307008952354952,0.0,0.0008826878620311618,0.0,0.0070264688692986965,-18.27880786083443,100,100,-21.614978273761277,1,0.0,0.0,0.0,0.0,200,-0.003217740450054407,0.004100428312085569,0.0,1,0.0,8080000,-20.307008952354952,-20.307008952354952,100,-18.27880786083443,1.41812699345878,1.41812699345878,-10.496052129205252,0.0,200,-21.614978273761277,-10.496052129205252,-20.307008952354956,0.0,-20.307008952354952,5.017806529998779,100,-26.02759928457069,-20.307008952354952,-26.02759928457069,-20.307008952354956,0.0,-20.307008952354952
101,-26.419544499215025,0.0,-0.0016273867804557085,0.0,0.0088102538138628,-18.406043950687963,101,101,-21.477214515034934,1,0.0,0.0,0.0,0.0,200,-0.0028385843615978956,0.0012111975811421871,0.0,1,0.0,8160000,-26.419544499215025,-26.419544499215025,101,-18.406043950687963,2.353075383729524,2.353075383729524,-10.467381842744258,0.0,200,-21.477214515034934,-10.467381842744258,-26.41954449921502,0.0,-26.419544499215025,5.001546382904053,101,-33.31617014941014,-26.419544499215025,-33.31617014941014,-26.41954449921502,0.0,-26.419544499215025
102,-30.06892974623106,0.0,-0.002450772328302264,0.0,0.00852460227906704,-19.255065276079208,102,102,-23.393090259684996,1,0.0,0.0,0.0,0.0,200,-0.004760569427162409,0.0023097970988601446,0.0,1,0.0,8240000,-30.06892974623106,-30.06892974623106,102,-19.255065276079208,1.7996517070339217,1.7996517070339217,-11.23445552716335,0.0,200,-23.393090259684996,-11.23445552716335,-30.068929746231028,0.0,-30.06892974623106,4.991828441619873,102,-28.58684067074329,-30.06892974623106,-28.58684067074329,-30.068929746231028,0.0,-30.06892974623106
103,-20.795108724134533,0.0,-0.0025279312394559383,0.0,0.007291198708117008,-20.56872783649071,103,103,-25.295123947394313,1,0.0,0.0,0.0,0.0,200,-0.0036211181432008743,0.001093186903744936,0.0,1,0.0,8320000,-20.795108724134533,-20.795108724134533,103,-20.56872783649071,2.264953741258864,2.264953741258864,-11.99272538471452,0.0,200,-25.295123947394313,-11.99272538471452,-20.79510872413453,0.0,-20.795108724134533,4.974769115447998,103,-36.44483961065095,-20.795108724134533,-36.44483961065095,-20.79510872413453,0.0,-20.795108724134533
104,-23.587834785955867,0.0,-0.0011217379942536354,0.0,0.009649157524108887,-19.742284584337284,104,104,-22.819043531421308,1,0.0,0.0,0.0,0.0,200,-0.00415180716663599,0.0030300691723823547,0.0,1,0.0,8400000,-23.587834785955867,-23.587834785955867,104,-19.742284584337284,1.6147389942126085,1.6147389942126085,-11.049407162636761,0.0,200,-22.819043531421308,-11.049407162636761,-23.587834785955863,0.0,-23.587834785955867,4.964705944061279,104,-28.441306873220825,-23.587834785955867,-28.441306873220825,-23.587834785955863,0.0,-23.587834785955867
105,-24.626951509165465,0.0,-0.0014918895903974771,0.0,0.0066965073347091675,-18.651476269942943,105,105,-21.712136567848503,1,0.0,0.0,0.0,0.0,200,-0.004083593375980854,0.002591703785583377,0.0,1,0.0,8480000,-24.626951509165465,-24.626951509165465,105,-18.651476269942943,1.6287336440058802,1.6287336440058802,-10.523709686805852,0.0,200,-21.712136567848503,-10.523709686805852,-24.62695150916546,0.0,-24.626951509165465,4.950172424316406,105,-26.075970928013025,-24.626951509165465,-26.075970928013025,-24.62695150916546,0.0,-24.626951509165465
106,-22.160940019887676,0.0,0.0022732880897819996,0.0,0.009012138471007347,-18.85372439164131,106,106,-21.323042508195552,1,0.0,0.0,0.0,0.0,200,-0.0019549301359802485,0.004228218225762248,0.0,1,0.0,8560000,-22.160940019887676,-22.160940019887676,106,-18.85372439164131,1.4449703035168406,1.4449703035168406,-10.418367721931808,0.0,200,-21.323042508195552,-10.418367721931808,-22.16094001988769,0.0,-22.160940019887676,5.007983684539795,106,-27.525892001057343,-22.160940019887676,-27.525892001057343,-22.16094001988769,0.0,-22.160940019887676
107,-24.63344663219843,0.0,-0.001018822891637683,0.0,0.006748548708856106,-18.69545886964927,107,107,-22.907438952543167,1,0.0,0.0,0.0,0.0,200,-0.003729921532794833,0.0027110986411571503,0.0,1,0.0,8640000,-24.63344663219843,-24.63344663219843,107,-18.69545886964927,1.9673750963139558,1.9673750963139558,-11.04517457215814,0.0,200,-22.907438952543167,-11.04517457215814,-24.63344663219845,0.0,-24.63344663219843,5.005950450897217,107,-28.79082135975711,-24.63344663219843,-28.79082135975711,-24.63344663219845,0.0,-24.63344663219843
108,-23.3723730296892,0.0,-0.007800723426043987,0.0,0.00652719009667635,-18.6042866298012,108,108,-22.47996876848091,1,0.0,0.0,0.0,0.0,200,-0.01151840016245842,0.0037176767364144325,0.0,1,0.0,8720000,-23.3723730296892,-23.3723730296892,108,-18.6042866298012,2.0815138246935163,2.0815138246935163,-10.875208882676597,0.0,200,-22.47996876848091,-10.875208882676597,-23.372373029689207,0.0,-23.3723730296892,4.9383087158203125,108,-28.81040915243965,-23.3723730296892,-28.81040915243965,-23.372373029689207,0.0,-23.3723730296892
109,-21.817790246663154,0.0,0.004591638222336769,0.0,0.008695961907505989,-18.83527291528121,109,109,-22.318992462510128,1,0.0,0.0,0.0,0.0,200,0.0024119610898196697,0.0021796771325170994,0.0,1,0.0,8800000,-21.817790246663154,-21.817790246663154,109,-18.83527291528121,1.8510456704126772,1.8510456704126772,-10.806443491835099,0.0,200,-22.318992462510128,-10.806443491835099,-21.817790246663144,0.0,-21.817790246663154,5.003418445587158,109,-27.097666320430797,-21.817790246663154,-27.097666320430797,-21.817790246663144,0.0,-21.817790246663154
110,-20.75035740013879,0.0,0.0029118407983332872,0.0,0.0067768460139632225,-19.003214805324934,110,110,-22.375760387564252,1,0.0,0.0,0.0,0.0,200,-0.0005845188861712813,0.0034963596845045686,0.0,1,0.0,8880000,-20.75035740013879,-20.75035740013879,110,-19.003214805324934,1.3825693836551132,1.3825693836551132,-10.864646680568697,0.0,200,-22.375760387564252,-10.864646680568697,-20.750357400138782,0.0,-20.75035740013879,5.0426025390625,110,-26.320840102389017,-20.75035740013879,-26.320840102389017,-20.750357400138782,0.0,-20.75035740013879
111,-21.836286060117388,0.0,-0.0011623931350186467,0.0,0.0062487488612532616,-18.818665428230048,111,111,-20.999903859648665,1,0.0,0.0,0.0,0.0,200,-0.0027963262982666492,0.0016339331632480025,0.0,1,0.0,8960000,-21.836286060117388,-21.836286060117388,111,-18.818665428230048,1.085842037170076,1.085842037170076,-10.321348754214846,0.0,200,-20.999903859648665,-10.321348754214846,-21.836286060117377,0.0,-21.836286060117388,5.037554740905762,111,-23.568198621782674,-21.836286060117388,-23.568198621782674,-21.836286060117377,0.0,-21.836286060117388
112,-21.57460831092168,0.0,-0.0018895125249400735,0.0,0.0077194892801344395,-19.160893561546978,112,112,-21.803280405486156,1,0.0,0.0,0.0,0.0,200,-0.0041865757666528225,0.002297063241712749,0.0,1,0.0,9040000,-21.57460831092168,-21.57460831092168,112,-19.160893561546978,1.4357669023002615,1.4357669023002615,-10.634544165204318,0.0,200,-21.803280405486156,-10.634544165204318,-21.574608310921683,0.0,-21.57460831092168,5.015658855438232,112,-26.790174168637847,-21.57460831092168,-26.790174168637847,-21.574608310921683,0.0,-21.57460831092168
113,-20.763017845538823,0.0,0.0009104128694161773,0.0,0.009301225654780865,-18.63257185211497,113,113,-21.28824585799011,1,0.0,0.0,0.0,0.0,200,-0.001790459849871695,0.0027008727192878723,0.0,1,0.0,9120000,-20.763017845538823,-20.763017845538823,113,-18.63257185211497,1.1601247505687124,1.1601247505687124,-10.433730704755567,0.0,200,-21.28824585799011,-10.433730704755567,-20.763017845538812,0.0,-20.763017845538823,5.043356895446777,113,-24.658490788827862,-20.763017845538823,-24.658490788827862,-20.763017845538812,0.0,-20.763017845538823
114,-22.92456970363247,0.0,-0.0015937270363792777,0.0,0.009003004059195518,-19.55087701853313,114,114,-21.52049715940603,1,0.0,0.0,0.0,0.0,200,-0.004131955094635487,0.002538228058256209,0.0,1,0.0,9200000,-22.92456970363247,-22.92456970363247,114,-19.55087701853313,1.0809996762632037,1.0809996762632037,-10.506943182654265,0.0,200,-21.52049715940603,-10.506943182654265,-22.924569703632482,0.0,-22.92456970363247,5.040123462677002,114,-24.329711517595744,-22.92456970363247,-24.329711517595744,-22.924569703632482,0.0,-22.92456970363247
115,-24.152814199977392,0.0,-0.0013819887535646558,0.0,0.007576623000204563,-19.585539100451705,115,115,-22.568645180869627,1,0.0,0.0,0.0,0.0,200,-0.004304631147533655,0.0029226423939689994,0.0,1,0.0,9280000,-24.152814199977392,-24.152814199977392,115,-19.585539100451705,1.3118379164278078,1.3118379164278078,-10.963762610794152,0.0,200,-22.568645180869627,-10.963762610794152,-24.15281419997741,0.0,-24.152814199977392,5.024382591247559,115,-25.419093523367223,-24.152814199977392,-25.419093523367223,-24.15281419997741,0.0,-24.152814199977392
116,-21.55955051855595,0.0,-0.004395622760057449,0.0,0.00667271763086319,-20.453684574235066,116,116,-23.39791709327754,1,0.0,0.0,0.0,0.0,200,-0.008043328300118446,0.003647705540060997,0.0,1,0.0,9360000,-21.55955051855595,-21.55955051855595,116,-20.453684574235066,1.0445153436349564,1.0445153436349564,-11.235153514956478,0.0,200,-23.39791709327754,-11.235153514956478,-21.559550518555962,0.0,-21.55955051855595,4.9786376953125,116,-25.42572853122096,-21.55955051855595,-25.42572853122096,-21.559550518555962,0.0,-21.55955051855595
117,-23.686726132172815,0.0,-0.0004145618004258722,0.0,0.00857787299901247,-20.521789591279564,117,117,-23.74273305233406,1,0.0,0.0,0.0,0.0,200,-0.004714705049991608,0.0043001432495657355,0.0,1,0.0,9440000,-23.686726132172815,-23.686726132172815,117,-20.521789591279564,2.0330987574263464,2.0330987574263464,-11.391595040789934,0.0,200,-23.74273305233406,-11.391595040789934,-23.686726132172826,0.0,-23.686726132172815,4.986541271209717,117,-28.3380263250155,-23.686726132172815,-28.3380263250155,-23.686726132172826,0.0,-23.686726132172815
118,-23.774236250854372,0.0,-0.0006268119323067367,0.0,0.009528438560664654,-21.226623615714157,118,118,-23.509159647476512,1,0.0,0.0,0.0,0.0,200,-0.002100178273394704,0.0014733663410879672,0.0,1,0.0,9520000,-23.774236250854372,-23.774236250854372,118,-21.226623615714157,1.2900378727845083,1.2900378727845083,-11.282879404695167,0.0,200,-23.509159647476512,-11.282879404695167,-23.774236250854372,0.0,-23.774236250854372,4.984679698944092,118,-27.711251529034165,-23.774236250854372,-27.711251529034165,-23.774236250854372,0.0,-23.774236250854372
119,-22.278979628581887,0.0,-0.0008887914009392262,0.0,0.006845935247838497,-21.928703138463888,119,119,-24.193113155942413,1,0.0,0.0,0.0,0.0,200,-0.004514255560934544,0.0036254641599953175,0.0,1,0.0,9600000,-22.278979628581887,-22.278979628581887,119,-21.928703138463888,1.1359276528602893,1.1359276528602893,-11.554651285429266,0.0,200,-24.193113155942413,-11.554651285429266,-22.278979628581887,0.0,-22.278979628581887,4.977391242980957,119,-27.763003970509143,-22.278979628581887,-27.763003970509143,-22.278979628581887,0.0,-22.278979628581887
120,-22.670140421773127,0.0,-0.0045759351924061775,0.0,0.008697902783751488,-19.962452064797738,120,120,-22.71295605775242,1,0.0,0.0,0.0,0.0,200,-0.007364066783338785,0.0027881315909326077,0.0,1,0.0,9680000,-22.670140421773127,-22.670140421773127,120,-19.962452064797738,1.202111112709282,1.202111112709282,-10.973118634044974,0.0,200,-22.71295605775242,-10.973118634044974,-22.67014042177311,0.0,-22.670140421773127,4.913315296173096,120,-25.1880427340828,-22.670140421773127,-25.1880427340828,-22.67014042177311,0.0,-22.670140421773127
121,-25.130640878101797,0.0,0.004367786459624767,0.0,0.006643188185989857,-22.344225138387078,121,121,-24.404403939725107,1,0.0,0.0,0.0,0.0,200,0.002769517246633768,0.0015982692129909992,0.0,1,0.0,9760000,-25.130640878101797,-25.130640878101797,121,-22.344225138387078,0.8273668761274122,0.8273668761274122,-11.631236981105403,0.0,200,-24.404403939725107,-11.631236981105403,-25.130640878101797,0.0,-25.130640878101797,5.00649356842041,121,-27.074479278126816,-25.130640878101797,-27.074479278126816,-25.130640878101797,0.0,-25.130640878101797
122,-23.950970003458,0.0,-0.0017067352309823036,0.0,0.007822053506970406,-21.74818150207655,122,122,-23.585572606365986,1,0.0,0.0,0.0,0.0,200,-0.00643620640039444,0.004729471169412136,0.0,1,0.0,9840000,-23.950970003458,-23.950970003458,122,-21.74818150207655,0.8440555343669257,0.8440555343669257,-11.341202680051301,0.0,200,-23.585572606365986,-11.341202680051301,-23.950970003458014,0.0,-23.950970003458,5.008522033691406,122,-26.057352309278578,-23.950970003458,-26.057352309278578,-23.950970003458014,0.0,-23.950970003458
123,-23.590466554993224,0.0,0.0013990025036036968,0.0,0.00657889386638999,-21.426387423413328,123,123,-24.010250703184802,1,0.0,0.0,0.0,0.0,200,-0.000648048531729728,0.002047051035333425,0.0,1,0.0,9920000,-23.590466554993224,-23.590466554993224,123,-21.426387423413328,0.9845488954415544,0.9845488954415544,-11.486633749464051,0.0,200,-24.010250703184802,-11.486633749464051,-23.59046655499322,0.0,-23.590466554993224,5.033726692199707,123,-26.375861072951736,-23.590466554993224,-26.375861072951736,-23.59046655499322,0.0,-23.590466554993224
124,-23.947327291721837,0.0,-0.0010770924855023623,0.0,0.006215775851160288,-21.652143859190435,124,124,-24.177066497087804,1,0.0,0.0,0.0,0.0,200,-0.0034604661632329226,0.0023833736777305603,0.0,1,0.0,10000000,-23.947327291721837,-23.947327291721837,124,-21.652143859190435,1.1460935228688507,1.1460935228688507,-11.562394909382222,0.0,200,-24.177066497087804,-11.562394909382222,-23.947327291721837,0.0,-23.947327291721837,5.034343242645264,124,-27.19213785787342,-23.947327291721837,-27.19213785787342,-23.947327291721837,0.0,-23.947327291721837
125,-21.684990392926867,0.0,-0.0011980902636423707,0.0,0.006898491643369198,-21.023466753711872,125,125,-24.518812187835028,1,0.0,0.0,0.0,0.0,200,-0.00442151352763176,0.003223423263989389,0.0,1,0.0,10080000,-21.684990392926867,-21.684990392926867,125,-21.023466753711872,1.1115495030673284,1.1115495030673284,-11.677159188389307,0.0,200,-24.518812187835028,-11.677159188389307,-21.684990392926878,0.0,-21.684990392926867,5.028602600097656,125,-27.0820972184282,-21.684990392926867,-27.0820972184282,-21.684990392926878,0.0,-21.684990392926867
126,-22.20939569013323,0.0,-0.0013871683040633798,0.0,0.007294750306755304,-20.623919069745035,126,126,-23.563761025841423,1,0.0,0.0,0.0,0.0,200,-0.0036391541361808777,0.002251985832117498,0.0,1,0.0,10160000,-22.20939569013323,-22.20939569013323,126,-20.623919069745035,1.2014614728952935,1.2014614728952935,-11.305530800915221,0.0,200,-23.563761025841423,-11.305530800915221,-22.20939569013321,0.0,-22.20939569013323,5.025519371032715,126,-26.198993254798363,-22.20939569013323,-26.198993254798363,-22.20939569013321,0.0,-22.20939569013323
127,-25.411180959918024,0.0,-0.00476099643856287,0.0,0.007108642719686031,-20.078834538145117,127,127,-22.820240291340024,1,0.0,0.0,0.0,0.0,200,-0.007938890717923641,0.003177894279360771,0.0,1,0.0,10240000,-25.411180959918024,-25.411180959918024,127,-20.078834538145117,1.3741939945376274,1.3741939945376274,-11.048228912729265,0.0,200,-22.820240291340024,-11.048228912729265,-25.411180959918017,0.0,-25.411180959918024,4.970278739929199,127,-27.116582599143722,-25.411180959918024,-27.116582599143722,-25.411180959918017,0.0,-25.411180959918024
128,-22.041482032152587,0.0,0.0005846788408234715,0.0,0.00830038357526064,-19.733410383117267,128,128,-22.338921413486574,1,0.0,0.0,0.0,0.0,200,-0.0031858242582529783,0.00377050309907645,0.0,1,0.0,10320000,-22.041482032152587,-22.041482032152587,128,-19.733410383117267,1.4185127443648853,1.4185127443648853,-10.840737940414979,0.0,200,-22.338921413486574,-10.840737940414979,-22.04148203215258,0.0,-22.041482032152587,4.9933319091796875,128,-27.554667756603397,-22.041482032152587,-27.554667756603397,-22.04148203215258,0.0,-22.041482032152587
129,-26.115461752017545,0.0,0.0031165131367743015,0.0,0.008548062294721603,-21.250188910882706,129,129,-23.651416204403663,1,0.0,0.0,0.0,0.0,200,-0.0004408353997860104,0.003557348536560312,0.0,1,0.0,10400000,-26.115461752017545,-26.115461752017545,129,-21.250188910882706,1.0600994632025327,1.0600994632025327,-11.332916039518336,0.0,200,-23.651416204403663,-11.332916039518336,-26.115461752017563,0.0,-26.115461752017545,5.032350540161133,129,-26.500425998503182,-26.115461752017545,-26.500425998503182,-26.115461752017563,0.0,-26.115461752017545
130,-25.542727266098165,0.0,0.0025757215917110443,0.0,0.00727583235129714,-22.939533288076408,130,130,-25.173798338788956,1,0.0,0.0,0.0,0.0,200,-0.0004418385215103626,0.003017560113221407,0.0,1,0.0,10480000,-25.542727266098165,-25.542727266098165,130,-22.939533288076408,1.021620244044135,1.021620244044135,-11.914028456677444,0.0,200,-25.173798338788956,-11.914028456677444,-25.542727266098183,0.0,-25.542727266098165,5.066657066345215,130,-27.335428399911372,-25.542727266098165,-27.335428399911372,-25.542727266098183,0.0,-25.542727266098165
