Average/Iteration,MetaTest/Average/MinReturn,MetaTest/Average/SuccessRate,GaussianMLPPolicy/LossBefore,Average/SuccessRate,GaussianMLPPolicy/KLAfter,Average/MaxReturn,pick-out-of-hole-v1/Iteration,MetaTest/pick-out-of-hole-v1/Iteration,pick-out-of-hole-v1/AverageReturn,MetaTest/pick-out-of-hole-v1/NumEpisodes,MetaTest/pick-out-of-hole-v1/SuccessRate,MetaTest/pick-out-of-hole-v1/StdReturn,MetaTest/Average/StdReturn,pick-out-of-hole-v1/SuccessRate,pick-out-of-hole-v1/NumEpisodes,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,MetaTest/pick-out-of-hole-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/pick-out-of-hole-v1/MinReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,pick-out-of-hole-v1/MaxReturn,Average/StdReturn,pick-out-of-hole-v1/StdReturn,pick-out-of-hole-v1/AverageDiscountedReturn,pick-out-of-hole-v1/TerminationRate,Average/NumEpisodes,Average/AverageReturn,Average/AverageDiscountedReturn,MetaTest/pick-out-of-hole-v1/AverageDiscountedReturn,GaussianMLPPolicy/KLBefore,MetaTest/pick-out-of-hole-v1/AverageReturn,GaussianMLPPolicy/Entropy,Iteration,Average/MinReturn,MetaTest/Average/AverageReturn,pick-out-of-hole-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/pick-out-of-hole-v1/MaxReturn
35,-24.658412416677283,0.0,-0.002455152105540037,0.0,0.005849819164723158,-20.145959504209046,35,35,-23.305898559210274,1,0.0,0.0,0.0,0.0,200,-0.0047741117887198925,0.0023189596831798553,0.0,1,0.0,2880000,-24.658412416677283,-24.658412416677283,35,-20.145959504209046,1.3281014768760468,1.3281014768760468,-11.412369793963787,0.0,200,-23.305898559210274,-11.412369793963787,-24.6584124166773,0.0,-24.658412416677283,5.509825706481934,35,-27.92644562737015,-24.658412416677283,-27.92644562737015,-24.6584124166773,0.0,-24.658412416677283
36,-22.471897872426638,0.0,0.0020534079521894455,0.0,0.006718609482049942,-20.684118134446642,36,36,-24.03196897273605,1,0.0,0.0,0.0,0.0,200,0.00012178444012533873,0.0019316235120641068,0.0,1,0.0,2960000,-22.471897872426638,-22.471897872426638,36,-20.684118134446642,1.6384049399191902,1.6384049399191902,-11.635566299764156,0.0,200,-24.03196897273605,-11.635566299764156,-22.471897872426624,0.0,-22.471897872426638,5.53985595703125,36,-29.483094257079227,-22.471897872426638,-29.483094257079227,-22.471897872426624,0.0,-22.471897872426638
37,-23.317154172277903,0.0,-0.0006395322852768004,0.0,0.006789808161556721,-20.315754166901684,37,37,-23.526269152638907,1,0.0,0.0,0.0,0.0,200,-0.0028371610678732395,0.002197628782596439,0.0,1,0.0,3040000,-23.317154172277903,-23.317154172277903,37,-20.315754166901684,1.3209723686573456,1.3209723686573456,-11.463315804090344,0.0,200,-23.526269152638907,-11.463315804090344,-23.3171541722779,0.0,-23.317154172277903,5.544272422790527,37,-28.69137586218527,-23.317154172277903,-28.69137586218527,-23.3171541722779,0.0,-23.317154172277903
38,-24.893325948953493,0.0,0.00048266135854646564,0.0,0.00742559228092432,-20.79124140462432,38,38,-23.806972967395467,1,0.0,0.0,0.0,0.0,200,-0.0034297779202461243,0.00391243927879259,0.0,1,0.0,3120000,-24.893325948953493,-24.893325948953493,38,-20.79124140462432,1.567837530245155,1.567837530245155,-11.549022210291227,0.0,200,-23.806972967395467,-11.549022210291227,-24.8933259489535,0.0,-24.893325948953493,5.553206920623779,38,-30.541820811897782,-24.893325948953493,-30.541820811897782,-24.8933259489535,0.0,-24.893325948953493
39,-24.398848792569378,0.0,-0.004210285376757383,0.0,0.006545483134686947,-19.835268120440325,39,39,-23.46121079812818,1,0.0,0.0,0.0,0.0,200,-0.005429696291685104,0.001219410914927721,0.0,1,0.0,3200000,-24.398848792569378,-24.398848792569378,39,-19.835268120440325,1.5821311305996042,1.5821311305996042,-11.413616333738064,0.0,200,-23.46121079812818,-11.413616333738064,-24.3988487925694,0.0,-24.398848792569378,5.5013346672058105,39,-28.528165272333176,-24.398848792569378,-28.528165272333176,-24.3988487925694,0.0,-24.398848792569378
40,-25.321943527322045,0.0,0.0016586733981966972,0.0,0.006146550178527832,-19.81139453281644,40,40,-23.24351946901829,1,0.0,0.0,0.0,0.0,200,-0.000198534777155146,0.0018572081753518432,0.0,1,0.0,3280000,-25.321943527322045,-25.321943527322045,40,-19.81139453281644,1.2944914264784708,1.2944914264784708,-11.305611260516187,0.0,200,-23.24351946901829,-11.305611260516187,-25.321943527322038,0.0,-25.321943527322045,5.536774635314941,40,-27.750672821599643,-25.321943527322045,-27.750672821599643,-25.321943527322038,0.0,-25.321943527322045
41,-22.524225167673496,0.0,-0.0010675291996449232,0.0,0.006556380540132523,-21.421441109525556,41,41,-24.000052764571393,1,0.0,0.0,0.0,0.0,200,-0.00421189283952117,0.0031443636398762465,0.0,1,0.0,3360000,-22.524225167673496,-22.524225167673496,41,-21.421441109525556,1.398780723118786,1.398780723118786,-11.638428620784707,0.0,200,-24.000052764571393,-11.638428620784707,-22.524225167673496,0.0,-22.524225167673496,5.5323944091796875,41,-32.2172164552452,-22.524225167673496,-32.2172164552452,-22.524225167673496,0.0,-22.524225167673496
42,-23.58229603115866,0.0,-0.00037526380037888885,0.0,0.009523105807602406,-22.073980621340308,42,42,-25.60068205425739,1,0.0,0.0,0.0,0.0,200,-0.003908764570951462,0.003533500770572573,0.0,1,0.0,3440000,-23.58229603115866,-23.58229603115866,42,-22.073980621340308,1.7045613167855391,1.7045613167855391,-12.258571707153381,0.0,200,-25.60068205425739,-12.258571707153381,-23.582296031158663,0.0,-23.58229603115866,5.528574466705322,42,-31.108785614844628,-23.58229603115866,-31.108785614844628,-23.582296031158663,0.0,-23.58229603115866
43,-28.16993072244645,0.0,0.0024107929784804583,0.0,0.006768651306629181,-21.925428356679596,43,43,-26.194049555945703,1,0.0,0.0,0.0,0.0,200,0.0009286903077736497,0.0014821026707068086,0.0,1,0.0,3520000,-28.16993072244645,-28.16993072244645,43,-21.925428356679596,1.7458696720422733,1.7458696720422733,-12.536882298186525,0.0,200,-26.194049555945703,-12.536882298186525,-28.169930722446445,0.0,-28.16993072244645,5.573180675506592,43,-30.63766515528237,-28.16993072244645,-30.63766515528237,-28.169930722446445,0.0,-28.16993072244645
44,-27.578717719262034,0.0,-0.0031635283958166838,0.0,0.0081056272611022,-21.053316501371956,44,44,-25.763254133600206,1,0.0,0.0,0.0,0.0,200,-0.006464088801294565,0.0033005604054778814,0.0,1,0.0,3600000,-27.578717719262034,-27.578717719262034,44,-21.053316501371956,1.7108560912184754,1.7108560912184754,-12.330231265816014,0.0,200,-25.763254133600206,-12.330231265816014,-27.57871771926204,0.0,-27.578717719262034,5.528368949890137,44,-30.682972598809297,-27.578717719262034,-30.682972598809297,-27.57871771926204,0.0,-27.578717719262034
45,-27.378605886771105,0.0,-0.00048282259376719594,0.0,0.008818365633487701,-24.23895939964534,45,45,-28.58009453135467,1,0.0,0.0,0.0,0.0,200,-0.0035928599536418915,0.0031100373598746955,0.0,1,0.0,3680000,-27.378605886771105,-27.378605886771105,45,-24.23895939964534,1.7451540020874994,1.7451540020874994,-13.456178044556628,0.0,200,-28.58009453135467,-13.456178044556628,-27.3786058867711,0.0,-27.378605886771105,5.531402111053467,45,-33.409468439819186,-27.378605886771105,-33.409468439819186,-27.3786058867711,0.0,-27.378605886771105
46,-29.333228378644694,0.0,-0.0003634164168033749,0.0,0.009972273372113705,-24.15246803798837,46,46,-28.25908134937382,1,0.0,0.0,0.0,0.0,200,-0.0016977923223748803,0.0013343759055715054,0.0,1,0.0,3760000,-29.333228378644694,-29.333228378644694,46,-24.15246803798837,1.5319278882645715,1.5319278882645715,-13.259977567234465,0.0,200,-28.25908134937382,-13.259977567234465,-29.333228378644662,0.0,-29.333228378644694,5.519765377044678,46,-32.64306102391809,-29.333228378644694,-32.64306102391809,-29.333228378644662,0.0,-29.333228378644694
47,-22.642614425185908,0.0,0.0003750819305423647,0.0,0.009851228445768356,-22.951872632535675,47,47,-28.248756855941583,1,0.0,0.0,0.0,0.0,200,-0.0013380130985751748,0.0017130950291175395,0.0,1,0.0,3840000,-22.642614425185908,-22.642614425185908,47,-22.951872632535675,1.8904031964782453,1.8904031964782453,-13.307023247240476,0.0,200,-28.248756855941583,-13.307023247240476,-22.642614425185908,0.0,-22.642614425185908,5.523897171020508,47,-32.78178087345147,-22.642614425185908,-32.78178087345147,-22.642614425185908,0.0,-22.642614425185908
48,-25.564829775153033,0.0,-0.0021215155720710754,0.0,0.006903351750224829,-22.60798872225245,48,48,-27.272380635143264,1,0.0,0.0,0.0,0.0,200,-0.004363012500107288,0.002241496928036213,0.0,1,0.0,3920000,-25.564829775153033,-25.564829775153033,48,-22.60798872225245,2.4839472437932293,2.4839472437932293,-12.954387966965465,0.0,200,-27.272380635143264,-12.954387966965465,-25.564829775153026,0.0,-25.564829775153033,5.4904584884643555,48,-34.65373672334442,-25.564829775153033,-34.65373672334442,-25.564829775153026,0.0,-25.564829775153033
49,-26.387778860167217,0.0,0.0010384765919297934,0.0,0.006809769663959742,-24.334923803153906,49,49,-27.790013572288835,1,0.0,0.0,0.0,0.0,200,-0.00038517970824614167,0.001423656300175935,0.0,1,0.0,4000000,-26.387778860167217,-26.387778860167217,49,-24.334923803153906,1.6915730633726416,1.6915730633726416,-13.128871542698484,0.0,200,-27.790013572288835,-13.128871542698484,-26.387778860167202,0.0,-26.387778860167217,5.507081031799316,49,-31.717737930832023,-26.387778860167217,-31.717737930832023,-26.387778860167202,0.0,-26.387778860167217
50,-30.307527723973486,0.0,0.002244597766548395,0.0,0.009544280357658863,-22.44581799637688,50,50,-27.275323941889983,1,0.0,0.0,0.0,0.0,200,-0.0026563755236566067,0.004900973290205002,0.0,1,0.0,4080000,-30.307527723973486,-30.307527723973486,50,-22.44581799637688,2.1517463504222163,2.1517463504222163,-12.868221405205572,0.0,200,-27.275323941889983,-12.868221405205572,-30.307527723973486,0.0,-30.307527723973486,5.536322593688965,50,-32.253103312992884,-30.307527723973486,-32.253103312992884,-30.307527723973486,0.0,-30.307527723973486
51,-29.366247042271162,0.0,0.0029927499126642942,0.0,0.009196173399686813,-28.601842562677128,51,51,-32.0082924026947,1,0.0,0.0,0.0,0.0,200,0.00036333082243800163,0.0026294190902262926,0.0,1,0.0,4160000,-29.366247042271162,-29.366247042271162,51,-28.601842562677128,1.5750723710451293,1.5750723710451293,-14.73097869293647,0.0,200,-32.0082924026947,-14.73097869293647,-29.36624704227116,0.0,-29.366247042271162,5.591394424438477,51,-36.88060901808978,-29.366247042271162,-36.88060901808978,-29.36624704227116,0.0,-29.366247042271162
52,-33.14653823773687,0.0,-0.0009168138494715095,0.0,0.009502202272415161,-24.893185478090672,52,52,-30.19652707517621,1,0.0,0.0,0.0,0.0,200,-0.003245122032240033,0.0023283081827685237,0.0,1,0.0,4240000,-33.14653823773687,-33.14653823773687,52,-24.893185478090672,1.9951137646943151,1.9951137646943151,-13.979005103589042,0.0,200,-30.19652707517621,-13.979005103589042,-33.14653823773688,0.0,-33.14653823773687,5.568565368652344,52,-35.16794582041943,-33.14653823773687,-35.16794582041943,-33.14653823773688,0.0,-33.14653823773687
53,-32.52070343231054,0.0,3.1551579013466835e-05,0.0,0.006618819199502468,-25.468429612692066,53,53,-30.68172445631103,1,0.0,0.0,0.0,0.0,200,-0.0012692443560808897,0.0013007959350943565,0.0,1,0.0,4320000,-32.52070343231054,-32.52070343231054,53,-25.468429612692066,1.9567580961614113,1.9567580961614113,-14.170714696987806,0.0,200,-30.68172445631103,-14.170714696987806,-32.520703432310526,0.0,-32.52070343231054,5.5675435066223145,53,-35.4335103394936,-32.52070343231054,-35.4335103394936,-32.520703432310526,0.0,-32.52070343231054
54,-31.935674111983,0.0,0.0001751288800733164,0.0,0.006960923317819834,-26.000053311298768,54,54,-30.885952396821896,1,0.0,0.0,0.0,0.0,200,-0.0007890101405791938,0.0009641390206525102,0.0,1,0.0,4400000,-31.935674111983,-31.935674111983,54,-26.000053311298768,2.528989184822096,2.528989184822096,-14.237855697918029,0.0,200,-30.885952396821896,-14.237855697918029,-31.935674111983023,0.0,-31.935674111983,5.576644420623779,54,-38.545694108939834,-31.935674111983,-38.545694108939834,-31.935674111983023,0.0,-31.935674111983
55,-28.710019127683303,0.0,0.0018273474415764213,0.0,0.00703671108931303,-25.915625757969657,55,55,-30.031647585072538,1,0.0,0.0,0.0,0.0,200,0.0006829486810602248,0.0011443987605161965,0.0,1,0.0,4480000,-28.710019127683303,-28.710019127683303,55,-25.915625757969657,1.6703575572721647,1.6703575572721647,-13.82700493848679,0.0,200,-30.031647585072538,-13.82700493848679,-28.710019127683317,0.0,-28.710019127683303,5.609366416931152,55,-34.948820923935884,-28.710019127683303,-34.948820923935884,-28.710019127683317,0.0,-28.710019127683303
56,-27.820742029819883,0.0,-0.001581180258654058,0.0,0.006605619098991156,-24.83242528871602,56,56,-30.045074372728504,1,0.0,0.0,0.0,0.0,200,-0.003685674397274852,0.002104494138620794,0.0,1,0.0,4560000,-27.820742029819883,-27.820742029819883,56,-24.83242528871602,1.8840442506779318,1.8840442506779318,-13.805864459549662,0.0,200,-30.045074372728504,-13.805864459549662,-27.820742029819886,0.0,-27.820742029819883,5.579887866973877,56,-34.45595704176721,-27.820742029819883,-34.45595704176721,-27.820742029819886,0.0,-27.820742029819883
57,-26.837385923714553,0.0,-0.004029036033898592,0.0,0.009907787665724754,-23.188404985282897,57,57,-28.980190785449096,1,0.0,0.0,0.0,0.0,200,-0.006084091495722532,0.0020550554618239403,0.0,1,0.0,4640000,-26.837385923714553,-26.837385923714553,57,-23.188404985282897,2.670767432761378,2.670767432761378,-13.403872087248685,0.0,200,-28.980190785449096,-13.403872087248685,-26.837385923714557,0.0,-26.837385923714553,5.501674175262451,57,-35.08149649087981,-26.837385923714553,-35.08149649087981,-26.837385923714557,0.0,-26.837385923714553
58,-26.786248888443094,0.0,-0.0005887356819584966,0.0,0.0066852085292339325,-21.519280147738982,58,58,-26.386248865499432,1,0.0,0.0,0.0,0.0,200,-0.0019359324360266328,0.0013471967540681362,0.0,1,0.0,4720000,-26.786248888443094,-26.786248888443094,58,-21.519280147738982,2.243809939146541,2.243809939146541,-12.38377336577713,0.0,200,-26.386248865499432,-12.38377336577713,-26.786248888443083,0.0,-26.786248888443094,5.496713161468506,58,-31.92455878523376,-26.786248888443094,-31.92455878523376,-26.786248888443083,0.0,-26.786248888443094
59,-26.489383945968065,0.0,0.00037276913644745946,0.0,0.0068965815007686615,-21.291848937058642,59,59,-25.236399972630622,1,0.0,0.0,0.0,0.0,200,-0.0016590881859883666,0.002031857322435826,0.0,1,0.0,4800000,-26.489383945968065,-26.489383945968065,59,-21.291848937058642,1.8579601268226567,1.8579601268226567,-11.8739382536608,0.0,200,-25.236399972630622,-11.8739382536608,-26.48938394596805,0.0,-26.489383945968065,5.498130798339844,59,-31.492806281537394,-26.489383945968065,-31.492806281537394,-26.48938394596805,0.0,-26.489383945968065
60,-22.050771156725386,0.0,0.0006741147371940315,0.0,0.007747138384729624,-20.461233510005833,60,60,-23.081609443370624,1,0.0,0.0,0.0,0.0,200,-0.0027054850943386555,0.003379599831532687,0.0,1,0.0,4880000,-22.050771156725386,-22.050771156725386,60,-20.461233510005833,1.4207928212994203,1.4207928212994203,-11.086796361088169,0.0,200,-23.081609443370624,-11.086796361088169,-22.05077115672537,0.0,-22.050771156725386,5.5066070556640625,60,-27.05508045553999,-22.050771156725386,-27.05508045553999,-22.05077115672537,0.0,-22.050771156725386
61,-23.163766231848744,0.0,-0.0020653526298701763,0.0,0.009871155023574829,-19.556819905358086,61,61,-23.30913873147015,1,0.0,0.0,0.0,0.0,200,-0.0042014881037175655,0.0021361354738473892,0.0,1,0.0,4960000,-23.163766231848744,-23.163766231848744,61,-19.556819905358086,2.3005528527743437,2.3005528527743437,-11.217987132435871,0.0,200,-23.30913873147015,-11.217987132435871,-23.163766231848754,0.0,-23.163766231848744,5.493919372558594,61,-32.598913064778806,-23.163766231848744,-32.598913064778806,-23.163766231848754,0.0,-23.163766231848744
62,-22.973012684211643,0.0,-0.003171487944200635,0.0,0.007924454286694527,-19.865001301325787,62,62,-22.758599893713527,1,0.0,0.0,0.0,0.0,200,-0.00674364622682333,0.003572158282622695,0.0,1,0.0,5040000,-22.973012684211643,-22.973012684211643,62,-19.865001301325787,1.412270749563558,1.412270749563558,-11.014063531191841,0.0,200,-22.758599893713527,-11.014063531191841,-22.973012684211657,0.0,-22.973012684211643,5.472099781036377,62,-27.66286578556773,-22.973012684211643,-27.66286578556773,-22.973012684211657,0.0,-22.973012684211643
63,-23.48524389784131,0.0,0.003058668924495578,0.0,0.007239857222884893,-20.90616973286814,63,63,-23.665836667153734,1,0.0,0.0,0.0,0.0,200,0.0005908594466745853,0.0024678094778209925,0.0,1,0.0,5120000,-23.48524389784131,-23.48524389784131,63,-20.90616973286814,1.3087984116652058,1.3087984116652058,-11.296356058659871,0.0,200,-23.665836667153734,-11.296356058659871,-23.48524389784132,0.0,-23.48524389784131,5.516128063201904,63,-27.345657328412557,-23.48524389784131,-27.345657328412557,-23.48524389784132,0.0,-23.48524389784131
64,-22.56572702497396,0.0,-0.002708233194425702,0.0,0.009642433375120163,-20.53398331959535,64,64,-23.960190243538108,1,0.0,0.0,0.0,0.0,200,-0.0067925043404102325,0.0040842711459845304,0.0,1,0.0,5200000,-22.56572702497396,-22.56572702497396,64,-20.53398331959535,1.2264818368795842,1.2264818368795842,-11.385539502506745,0.0,200,-23.960190243538108,-11.385539502506745,-22.56572702497397,0.0,-22.56572702497396,5.471540451049805,64,-26.42536174199922,-22.56572702497396,-26.42536174199922,-22.56572702497397,0.0,-22.56572702497396
65,-22.78469356569823,0.0,-0.0012126511428505182,0.0,0.006828376092016697,-20.504886676014397,65,65,-23.126470552800434,1,0.0,0.0,0.0,0.0,200,-0.0034410636872053146,0.0022284125443547964,0.0,1,0.0,5280000,-22.78469356569823,-22.78469356569823,65,-20.504886676014397,1.0445439246458843,1.0445439246458843,-11.097052100147593,0.0,200,-23.126470552800434,-11.097052100147593,-22.784693565698227,0.0,-22.78469356569823,5.454200267791748,65,-25.641182122341537,-22.78469356569823,-25.641182122341537,-22.784693565698227,0.0,-22.78469356569823
66,-23.08187943341699,0.0,-0.005271125119179487,0.0,0.007336801383644342,-19.785815153127217,66,66,-22.530521215011685,1,0.0,0.0,0.0,0.0,200,-0.006773801986128092,0.0015026768669486046,0.0,1,0.0,5360000,-23.08187943341699,-23.08187943341699,66,-19.785815153127217,1.1453039485071774,1.1453039485071774,-10.916204512267457,0.0,200,-22.530521215011685,-10.916204512267457,-23.081879433416997,0.0,-23.08187943341699,5.393143177032471,66,-25.6078144412865,-23.08187943341699,-25.6078144412865,-23.081879433416997,0.0,-23.08187943341699
67,-21.494936298437075,0.0,-0.0009119586902670562,0.0,0.009457570500671864,-20.633553897076972,67,67,-22.820128599864656,1,0.0,0.0,0.0,0.0,200,-0.004094589501619339,0.0031826308113522828,0.0,1,0.0,5440000,-21.494936298437075,-21.494936298437075,67,-20.633553897076972,1.060504254984415,1.060504254984415,-11.01052971099796,0.0,200,-22.820128599864656,-11.01052971099796,-21.494936298437068,0.0,-21.494936298437075,5.378455638885498,67,-26.30907208699299,-21.494936298437075,-26.30907208699299,-21.494936298437068,0.0,-21.494936298437075
68,-21.891997571316203,0.0,-0.005026213824748993,0.0,0.006678435951471329,-18.919726097139975,68,68,-22.136117996424602,1,0.0,0.0,0.0,0.0,200,-0.008658108301460743,0.00363189447671175,0.0,1,0.0,5520000,-21.891997571316203,-21.891997571316203,68,-18.919726097139975,1.3019518381741062,1.3019518381741062,-10.783072350858038,0.0,200,-22.136117996424602,-10.783072350858038,-21.891997571316203,0.0,-21.891997571316203,5.336300849914551,68,-26.738008483755976,-21.891997571316203,-26.738008483755976,-21.891997571316203,0.0,-21.891997571316203
69,-24.461223242060967,0.0,-0.002150923013687134,0.0,0.008074728772044182,-19.52005367321477,69,69,-22.676822670810925,1,0.0,0.0,0.0,0.0,200,-0.00446015689522028,0.002309233881533146,0.0,1,0.0,5600000,-24.461223242060967,-24.461223242060967,69,-19.52005367321477,1.5628837956815194,1.5628837956815194,-10.944413360547692,0.0,200,-22.676822670810925,-10.944413360547692,-24.461223242060985,0.0,-24.461223242060967,5.3109660148620605,69,-27.109656411015933,-24.461223242060967,-27.109656411015933,-24.461223242060985,0.0,-24.461223242060967
70,-23.222968859305936,0.0,-0.00033951495424844325,0.0,0.00662178685888648,-18.665073163432645,70,70,-22.140134919372294,1,0.0,0.0,0.0,0.0,200,-0.0032505567651242018,0.0029110418108757585,0.0,1,0.0,5680000,-23.222968859305936,-23.222968859305936,70,-18.665073163432645,1.6445005208980674,1.6445005208980674,-10.769567081393257,0.0,200,-22.140134919372294,-10.769567081393257,-23.22296885930592,0.0,-23.222968859305936,5.316725730895996,70,-28.16842247442331,-23.222968859305936,-28.16842247442331,-23.22296885930592,0.0,-23.222968859305936
71,-22.807460898705116,0.0,-0.005629648454487324,0.0,0.006759420037269592,-20.927153160380314,71,71,-24.856269036850406,1,0.0,0.0,0.0,0.0,200,-0.006850887089967728,0.001221238635480404,0.0,1,0.0,5760000,-22.807460898705116,-22.807460898705116,71,-20.927153160380314,2.354262903275663,2.354262903275663,-11.76987181759353,0.0,200,-24.856269036850406,-11.76987181759353,-22.80746089870512,0.0,-22.807460898705116,5.242781639099121,71,-31.785311481427158,-22.807460898705116,-31.785311481427158,-22.80746089870512,0.0,-22.807460898705116
72,-22.10852280406887,0.0,-0.005415776744484901,0.0,0.009949618950486183,-19.03515487179176,72,72,-22.33902308651649,1,0.0,0.0,0.0,0.0,200,-0.009742721915245056,0.004326945170760155,0.0,1,0.0,5840000,-22.10852280406887,-22.10852280406887,72,-19.03515487179176,1.6098012045735821,1.6098012045735821,-10.786949608606387,0.0,200,-22.33902308651649,-10.786949608606387,-22.10852280406887,0.0,-22.10852280406887,5.163037300109863,72,-28.68801478239483,-22.10852280406887,-28.68801478239483,-22.10852280406887,0.0,-22.10852280406887
73,-22.62659519054186,0.0,-0.002078874036669731,0.0,0.006576513405889273,-19.73386645365335,73,73,-22.77391827741852,1,0.0,0.0,0.0,0.0,200,-0.0035038937348872423,0.0014250196982175112,0.0,1,0.0,5920000,-22.62659519054186,-22.62659519054186,73,-19.73386645365335,1.7217618608487373,1.7217618608487373,-11.003757908448293,0.0,200,-22.77391827741852,-11.003757908448293,-22.626595190541874,0.0,-22.62659519054186,5.152519226074219,73,-28.4723350272288,-22.62659519054186,-28.4723350272288,-22.626595190541874,0.0,-22.62659519054186
74,-23.3651992878908,0.0,0.0010002355556935072,0.0,0.0074735707603394985,-19.81802567067915,74,74,-22.50679343337117,1,0.0,0.0,0.0,0.0,200,-0.0015768356388434768,0.002577071194536984,0.0,1,0.0,6000000,-23.3651992878908,-23.3651992878908,74,-19.81802567067915,1.2029389800634778,1.2029389800634778,-10.9150501200521,0.0,200,-22.50679343337117,-10.9150501200521,-23.365199287890793,0.0,-23.3651992878908,5.174433708190918,74,-25.64829205120226,-23.3651992878908,-25.64829205120226,-23.365199287890793,0.0,-23.3651992878908
75,-28.527052306393582,0.0,-0.00266823498532176,0.0,0.008128197863698006,-19.086584509383417,75,75,-21.76906028000205,1,0.0,0.0,0.0,0.0,200,-0.0050834170542657375,0.0024151820689439774,0.0,1,0.0,6080000,-28.527052306393582,-28.527052306393582,75,-19.086584509383417,1.2424823577452133,1.2424823577452133,-10.625033079108535,0.0,200,-21.76906028000205,-10.625033079108535,-28.5270523063936,0.0,-28.527052306393582,5.1572442054748535,75,-26.729116726427765,-28.527052306393582,-26.729116726427765,-28.5270523063936,0.0,-28.527052306393582
76,-26.90941385803619,0.0,0.001307746977545321,0.0,0.006657252553850412,-18.709438786304894,76,76,-22.984855096980592,1,0.0,0.0,0.0,0.0,200,0.00026948339655064046,0.0010382635809946805,0.0,1,0.0,6160000,-26.90941385803619,-26.90941385803619,76,-18.709438786304894,2.055890565780271,2.055890565780271,-11.077398004302221,0.0,200,-22.984855096980592,-11.077398004302221,-26.90941385803618,0.0,-26.90941385803619,5.182579517364502,76,-30.054835202519342,-26.90941385803619,-30.054835202519342,-26.90941385803618,0.0,-26.90941385803619
77,-19.51740624758341,0.0,-0.005056793335825205,0.0,0.007209097500890493,-18.74137437591088,77,77,-22.39483256196775,1,0.0,0.0,0.0,0.0,200,-0.00877326913177967,0.003716475795954466,0.0,1,0.0,6240000,-19.51740624758341,-19.51740624758341,77,-18.74137437591088,2.0277572985924484,2.0277572985924484,-10.862495358465377,0.0,200,-22.39483256196775,-10.862495358465377,-19.517406247583423,0.0,-19.51740624758341,5.141512870788574,77,-30.786108380912296,-19.51740624758341,-30.786108380912296,-19.517406247583423,0.0,-19.51740624758341
78,-23.558028664908182,0.0,-0.003261534497141838,0.0,0.009279529564082623,-18.90332524428606,78,78,-22.28360507976755,1,0.0,0.0,0.0,0.0,200,-0.005904903635382652,0.002643369138240814,0.0,1,0.0,6320000,-23.558028664908182,-23.558028664908182,78,-18.90332524428606,1.9677811701073151,1.9677811701073151,-10.836622908652334,0.0,200,-22.28360507976755,-10.836622908652334,-23.55802866490819,0.0,-23.558028664908182,5.113615989685059,78,-28.92406799311428,-23.558028664908182,-28.92406799311428,-23.55802866490819,0.0,-23.558028664908182
79,-21.983131139093114,0.0,0.0003607765829656273,0.0,0.007255484350025654,-18.97033581969036,79,79,-21.75274477933947,1,0.0,0.0,0.0,0.0,200,-0.003519480349496007,0.0038802569324616343,0.0,1,0.0,6400000,-21.983131139093114,-21.983131139093114,79,-18.97033581969036,1.558758700628594,1.558758700628594,-10.609522529124156,0.0,200,-21.75274477933947,-10.609522529124156,-21.9831311390931,0.0,-21.983131139093114,5.133131980895996,79,-28.002840532026827,-21.983131139093114,-28.002840532026827,-21.9831311390931,0.0,-21.983131139093114
80,-20.224318573332575,0.0,-0.001712029566988349,0.0,0.009344358928501606,-18.709480651075996,80,80,-22.28761374097122,1,0.0,0.0,0.0,0.0,200,-0.004842291120439768,0.003130261553451419,0.0,1,0.0,6480000,-20.224318573332575,-20.224318573332575,80,-18.709480651075996,2.057078888303349,2.057078888303349,-10.802977989769925,0.0,200,-22.28761374097122,-10.802977989769925,-20.224318573332578,0.0,-20.224318573332575,5.123675346374512,80,-29.185960948957362,-20.224318573332575,-29.185960948957362,-20.224318573332578,0.0,-20.224318573332575
81,-22.449221939044765,0.0,-0.0016184698324650526,0.0,0.008859844878315926,-18.390986396987007,81,81,-23.052699715711327,1,0.0,0.0,0.0,0.0,200,-0.0035293367691338062,0.0019108669366687536,0.0,1,0.0,6560000,-22.449221939044765,-22.449221939044765,81,-18.390986396987007,1.6442119554962495,1.6442119554962495,-11.104520543408306,0.0,200,-23.052699715711327,-11.104520543408306,-22.44922193904476,0.0,-22.449221939044765,5.109074592590332,81,-28.42668957302527,-22.449221939044765,-28.42668957302527,-22.44922193904476,0.0,-22.449221939044765
82,-23.070602543050818,0.0,0.0011425372213125229,0.0,0.007196789141744375,-18.457438555917133,82,82,-22.127118260386343,1,0.0,0.0,0.0,0.0,200,-0.0010795805137604475,0.0022221177350729704,0.0,1,0.0,6640000,-23.070602543050818,-23.070602543050818,82,-18.457438555917133,1.685853116520931,1.685853116520931,-10.784412058636908,0.0,200,-22.127118260386343,-10.784412058636908,-23.07060254305082,0.0,-23.070602543050818,5.1271443367004395,82,-26.435256907121712,-23.070602543050818,-26.435256907121712,-23.07060254305082,0.0,-23.070602543050818
