MetaTest/Average/AverageReturn,MetaTest/Average/SuccessRate,MetaTest/drawer-close-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/drawer-close-v1/MaxReturn,MetaTest/drawer-close-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/Alpha,MetaTest/drawer-close-v1/StdReturn,MetaTest/Average/NumEpisodes,MetaTrain/Average/ContrastiveLoss,MetaTest/drawer-close-v1/AverageDiscountedReturn,TotalEnvSteps,MetaTest/drawer-close-v1/Iteration,MetaTest/drawer-close-v1/MinReturn,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/AlphaLoss,MetaTrain/Average/PolicyLoss,MetaTest/Average/Iteration,MetaTest/Average/StdReturn,MetaTest/drawer-close-v1/NumEpisodes,MetaTrain/Average/QfLoss,MetaTest/drawer-close-v1/TerminationRate
-46.14794540693345,0.7,-46.14794540693345,-13.927658872570337,-13.927658872570337,0.7,-46.14794540693346,6.258639,33.60410315796385,10,17950.07,-46.14794540693346,472000,30,-109.16836913627684,-109.16836913627684,0.0,-20.822134,-37760.055,30,33.60410315796385,10,607333.0,0.0
-30.022852597454705,0.8,-30.022852597454705,-26.006734925395328,-26.006734925395328,0.8,-30.022852597454705,7.023037,4.213760918202018,10,17955.332,-30.022852597454705,484000,31,-40.82438876925968,-40.82438876925968,0.0,13.063606,-15170.352,31,4.213760918202018,10,309849.72,0.0
-87.17767329079099,0.0,-87.17767329079099,-79.87973682449905,-79.87973682449905,0.0,-87.17767329079099,5.37408,4.111564888317963,10,18544.2,-87.17767329079099,496000,32,-91.76671548213051,-91.76671548213051,0.0,21.289333,-5109.559,32,4.111564888317963,10,272375.4,0.0
-80.23080903688586,0.0,-80.23080903688586,-70.0467122692421,-70.0467122692421,0.0,-80.23080903688586,4.0290747,4.230675536506176,10,8637.529,-80.23080903688586,508000,33,-85.37468244884244,-85.37468244884244,0.0,20.80818,-1351.4098,33,4.230675536506176,10,200068.25,0.0
-68.09681847138376,0.3,-68.09681847138376,-24.732975662773715,-24.732975662773715,0.3,-68.09681847138376,3.1681533,29.464657494420017,10,2689.7004,-68.09681847138376,520000,34,-113.95714067038483,-113.95714067038483,0.0,12.152232,-1851.3838,34,29.464657494420017,10,217849.84,0.0
-98.99189061225968,0.0,-98.99189061225968,-89.77298711255699,-89.77298711255699,0.0,-98.9918906122597,2.7178593,7.4740374436191965,10,1957.6089,-98.9918906122597,532000,35,-112.88868084199537,-112.88868084199537,0.0,0.5253877,-9400.94,35,7.4740374436191965,10,335539.72,0.0
-30.304981695209364,0.6,-30.304981695209364,-21.30523831057096,-21.30523831057096,0.6,-30.30498169520937,3.249112,9.53157386040123,10,3669.135,-30.30498169520937,544000,36,-57.50122999338666,-57.50122999338666,0.0,-7.077734,-21851.205,36,9.53157386040123,10,361232.38,0.0
-74.92060481724775,0.3,-74.92060481724775,-13.221621099524631,-13.221621099524631,0.3,-74.92060481724774,4.360535,40.976857907118394,10,1120.4255,-74.92060481724774,556000,37,-124.64950115931072,-124.64950115931072,0.0,-13.337798,-38536.062,37,40.976857907118394,10,440365.97,0.0
-55.60712560903035,0.2,-55.60712560903035,-22.451216155153674,-22.451216155153674,0.2,-55.607125609030355,5.8689885,20.35619513508675,10,897.923,-55.607125609030355,568000,38,-83.57177448257886,-83.57177448257886,0.0,-15.825311,-42633.13,38,20.35619513508675,10,435568.5,0.0
-45.342783395020945,0.0,-45.342783395020945,-15.047976906564326,-15.047976906564326,0.0,-45.34278339502095,6.2114615,19.427726081045307,10,2247.4373,-45.34278339502095,580000,39,-70.5906775451323,-70.5906775451323,0.0,11.782578,-16898.516,39,19.427726081045307,10,309380.28,0.0
-67.61524536350151,0.0,-67.61524536350151,-56.686111163969365,-56.686111163969365,0.0,-67.6152453635015,4.597123,5.329754646835509,10,3906.046,-67.6152453635015,592000,40,-75.12965755453888,-75.12965755453888,0.0,19.004103,-4749.736,40,5.329754646835509,10,248979.86,0.0
-80.50712030151804,0.0,-80.50712030151804,-71.2209370536519,-71.2209370536519,0.0,-80.50712030151803,3.4120936,4.373955437034378,10,5074.3613,-80.50712030151803,604000,41,-87.75225708429706,-87.75225708429706,0.0,18.74842,-1631.765,41,4.373955437034378,10,205947.48,0.0
-69.75120586139121,0.1,-69.75120586139121,-31.762112161871944,-31.762112161871944,0.1,-69.75120586139121,2.6936197,21.48748956170758,10,2204.9785,-69.75120586139121,616000,42,-98.13377386556255,-98.13377386556255,0.0,9.48031,-5439.508,42,21.48748956170758,10,279844.16,0.0
-5.51877833141572,0.0,-5.51877833141572,187.7786229812489,187.7786229812489,0.0,-5.518778331415687,2.2096002,67.7563395270755,10,2295.398,-5.518778331415687,628000,43,-85.41060546984264,-85.41060546984264,0.0,3.8915093,-9260.206,43,67.7563395270755,10,267381.53,0.0
-50.28685463172722,0.0,-50.28685463172722,-17.643489698449002,-17.643489698449002,0.0,-50.286854631727245,2.59558,22.639066283956968,10,327.01053,-50.286854631727245,640000,44,-95.09699946411617,-95.09699946411617,0.0,-15.059949,-23427.008,44,22.639066283956968,10,231193.98,0.0
-46.7665784545204,0.0,-46.7665784545204,-8.549080847465557,-8.549080847465557,0.0,-46.7665784545204,3.1038468,19.38610054698872,10,2270.9424,-46.7665784545204,652000,45,-66.26517477881733,-66.26517477881733,0.0,-0.20972174,-11757.395,45,19.38610054698872,10,295306.12,0.0
-83.14945281865036,0.0,-83.14945281865036,-65.58443357558245,-65.58443357558245,0.0,-83.14945281865036,2.898752,12.933469654200804,10,1785.8523,-83.14945281865036,664000,46,-104.86013362404721,-104.86013362404721,0.0,3.698387,-9665.224,46,12.933469654200804,10,186012.64,0.0
-96.7882715111219,0.0,-96.7882715111219,-78.60071444763457,-78.60071444763457,0.0,-96.78827151112188,2.2494197,10.679080356199464,10,1773.1127,-96.78827151112188,676000,47,-115.17781339042718,-115.17781339042718,0.0,6.3326445,-4307.121,47,10.679080356199464,10,176653.78,0.0
-113.86593391836236,0.0,-113.86593391836236,-103.96324387538338,-103.96324387538338,0.0,-113.86593391836234,1.6806446,7.836067747873411,10,2741.0273,-113.86593391836234,688000,48,-126.3292684402063,-126.3292684402063,0.0,7.861732,-1493.0945,48,7.836067747873411,10,158330.27,0.0
-108.74830858930561,0.0,-108.74830858930561,-81.4277294297611,-81.4277294297611,0.0,-108.74830858930565,1.3236762,12.665315511193727,10,1702.8547,-108.74830858930565,700000,49,-123.06041067865928,-123.06041067865928,0.0,4.031975,-1298.562,49,12.665315511193727,10,159997.7,0.0
-115.3285253996773,0.0,-115.3285253996773,-97.06760415909488,-97.06760415909488,0.0,-115.32852539967735,1.0436316,8.416379190345532,10,5272.9966,-115.32852539967735,712000,50,-128.01051690121503,-128.01051690121503,0.0,3.8368266,-1188.5825,50,8.416379190345532,10,170056.78,0.0
-25.515950702920712,0.0,-25.515950702920712,-14.434209641136718,-14.434209641136718,0.0,-25.515950702920716,0.8152151,17.974039761055018,10,2825.8474,-25.515950702920716,724000,51,-65.49019117300058,-65.49019117300058,0.0,2.923099,-937.2291,51,17.974039761055018,10,152935.72,0.0
-75.88973993687102,0.0,-75.88973993687102,-13.284759166121782,-13.284759166121782,0.0,-75.88973993687104,0.63433933,32.67624377717165,10,1469.8263,-75.88973993687104,736000,52,-107.53707468116123,-107.53707468116123,0.0,1.6253073,-478.84543,52,32.67624377717165,10,163318.31,0.0
-99.70607883744704,0.0,-99.70607883744704,-91.67276144585156,-91.67276144585156,0.0,-99.70607883744705,0.5622165,5.473434398685709,10,1676.6714,-99.70607883744705,748000,53,-108.93165579237063,-108.93165579237063,0.0,1.0834507,-670.5286,53,5.473434398685709,10,175072.06,0.0
-107.1287834911539,0.0,-107.1287834911539,-89.8066361157349,-89.8066361157349,0.0,-107.12878349115388,0.48664576,8.651729210175288,10,1186.3593,-107.12878349115388,760000,54,-116.48205635616272,-116.48205635616272,0.0,0.20364471,-1356.3164,54,8.651729210175288,10,155077.47,0.0
-100.78572416639786,0.0,-100.78572416639786,-90.43755725817071,-90.43755725817071,0.0,-100.78572416639784,0.45551795,6.116360320260375,10,2740.4905,-100.78572416639784,772000,55,-108.71992143320091,-108.71992143320091,0.0,0.21100724,-1606.6216,55,6.116360320260375,10,193174.23,0.0
-82.10625914902188,0.0,-82.10625914902188,-13.049905185036243,-13.049905185036243,0.0,-82.1062591490219,0.45988467,34.50743590521025,10,2124.6355,-82.1062591490219,784000,56,-120.06545178547073,-120.06545178547073,0.0,0.065337844,-1378.592,56,34.50743590521025,10,193264.31,0.0
-68.69828997784174,0.0,-68.69828997784174,-13.097373145193549,-13.097373145193549,0.0,-68.69828997784175,0.4731594,33.788521627507635,10,3012.3535,-68.69828997784175,796000,57,-108.37786795495101,-108.37786795495101,0.0,-0.27382344,-1452.2012,57,33.788521627507635,10,170876.52,0.0
-51.56771729660581,0.0,-51.56771729660581,-12.999212640580032,-12.999212640580032,0.0,-51.567717296605814,0.4953445,37.57307998188673,10,1635.6559,-51.567717296605814,808000,58,-128.50223575195577,-128.50223575195577,0.0,-0.08424416,-1501.9575,58,37.57307998188673,10,214705.6,0.0
-85.77056117763836,0.0,-85.77056117763836,-12.674288036292909,-12.674288036292909,0.0,-85.77056117763834,0.4751466,41.065166719790064,10,3289.3015,-85.77056117763834,820000,59,-126.9309458279728,-126.9309458279728,0.0,0.5791121,-1439.235,59,41.065166719790064,10,177076.9,0.0
-26.119065381113927,0.0,-26.119065381113927,-12.988715307160351,-12.988715307160351,0.0,-26.119065381113927,0.37894866,13.812792782769218,10,4249.082,-26.119065381113927,832000,60,-44.95237074266021,-44.95237074266021,0.0,0.9567209,-900.8765,60,13.812792782769218,10,187770.97,0.0
-23.371621286391772,0.0,-23.371621286391772,-12.001325813531087,-12.001325813531087,0.0,-23.371621286391758,0.3041833,12.495614736232449,10,2075.0654,-23.371621286391758,844000,61,-51.74701966357295,-51.74701966357295,0.0,0.39558542,-2632.3267,61,12.495614736232449,10,213597.12,0.0
-23.42399781699738,0.0,-23.42399781699738,-14.501482539680023,-14.501482539680023,0.0,-23.423997816997378,0.35316238,7.980711395033753,10,3715.5125,-23.423997816997378,856000,62,-44.988188822388224,-44.988188822388224,0.0,-1.8215531,-11152.156,62,7.980711395033753,10,252787.1,0.0
-62.91049675736514,0.2,-62.91049675736514,-13.602423986429967,-13.602423986429967,0.2,-62.910496757365124,0.5115193,33.71399146561948,10,308165.62,-62.910496757365124,868000,63,-107.85283195996553,-107.85283195996553,0.0,-7.760224,-17395.72,63,33.71399146561948,10,4271415.0,0.0
-21.438410352627006,0.1,-21.438410352627006,-15.245689150103651,-15.245689150103651,0.1,-21.438410352627,0.68318015,4.519557316550393,10,3515.8035,-21.438410352627,880000,64,-28.935906269542762,-28.935906269542762,0.0,-5.219816,-14393.734,64,4.519557316550393,10,208984.14,0.0
-23.15595799127657,0.0,-23.15595799127657,-16.621381757038257,-16.621381757038257,0.0,-23.155957991276573,0.82328945,6.619086036221895,10,5276.15,-23.155957991276573,892000,65,-37.52088711179523,-37.52088711179523,0.0,-1.9302714,-9245.788,65,6.619086036221895,10,188485.77,0.0
-28.12933941166533,0.4,-28.12933941166533,-14.115578485288795,-14.115578485288795,0.4,-28.129339411665335,0.8470619,15.082466816760308,10,6481.232,-28.129339411665335,904000,66,-70.53756266330319,-70.53756266330319,0.0,0.69091475,-3558.4214,66,15.082466816760308,10,159463.84,0.0
-22.783812394010475,0.0,-22.783812394010475,-14.545921587609419,-14.545921587609419,0.0,-22.78381239401047,0.745176,6.8435230687880475,10,2887.7122,-22.78381239401047,916000,67,-34.766088517682796,-34.766088517682796,0.0,0.5758415,-2984.0215,67,6.8435230687880475,10,163151.73,0.0
-29.289917599765836,0.9,-29.289917599765836,-18.243038007732817,-18.243038007732817,0.9,-29.289917599765836,0.63611645,8.098422357422338,10,5038.436,-29.289917599765836,928000,68,-50.538022611494945,-50.538022611494945,0.0,2.0123074,-1293.3154,68,8.098422357422338,10,169930.95,0.0
-83.51904121568222,0.0,-83.51904121568222,-68.09895949881005,-68.09895949881005,0.0,-83.51904121568222,0.47074443,10.898469184234399,10,1596.3583,-83.51904121568222,940000,69,-103.20451161128938,-103.20451161128938,0.0,2.1688082,-528.8236,69,10.898469184234399,10,148924.3,0.0
-69.57298926241289,0.0,-69.57298926241289,-58.06159949103678,-58.06159949103678,0.0,-69.57298926241288,0.36104682,10.021905108279253,10,1923.2,-69.57298926241288,952000,70,-86.88704391700722,-86.88704391700722,0.0,1.6516377,-193.75972,70,10.021905108279253,10,173939.3,0.0
-115.61346155507067,0.0,-115.61346155507067,-102.28142819027013,-102.28142819027013,0.0,-115.61346155507067,0.29064655,8.076588976946073,10,53960.152,-115.61346155507067,964000,71,-125.89511199660117,-125.89511199660117,0.0,0.83051056,-365.97424,71,8.076588976946073,10,252627.2,0.0
-56.187665425901216,0.0,-56.187665425901216,-19.777432592825193,-19.777432592825193,0.0,-56.18766542590123,0.24813452,20.67253012062581,10,17919.531,-56.18766542590123,976000,72,-90.10243728539943,-90.10243728539943,0.0,0.55335426,6.2792783,72,20.67253012062581,10,132500.92,0.0
-114.09212333401061,0.0,-114.09212333401061,-96.84862507320128,-96.84862507320128,0.0,-114.09212333401061,0.19749884,10.375437959405682,10,2164.179,-114.09212333401061,988000,73,-123.81096206343001,-123.81096206343001,0.0,0.5607978,235.14943,73,10.375437959405682,10,146889.25,0.0
-71.02381681684825,0.1,-71.02381681684825,-28.290326900934954,-28.290326900934954,0.1,-71.02381681684822,0.1630836,24.845075164055125,10,888.21063,-71.02381681684822,1000000,74,-106.99507976011267,-106.99507976011267,0.0,0.25746736,-40.523445,74,24.845075164055125,10,143640.1,0.0
-96.39220894915621,0.0,-96.39220894915621,-70.747025805445,-70.747025805445,0.0,-96.39220894915618,0.14329757,15.672820222180006,10,4152.06,-96.39220894915618,1012000,75,-122.21616760565678,-122.21616760565678,0.0,0.057030562,-98.73776,75,15.672820222180006,10,209776.83,0.0
-88.40803640236105,0.0,-88.40803640236105,-36.27828894493928,-36.27828894493928,0.0,-88.40803640236105,0.1475804,33.134722057181946,10,866.28107,-88.40803640236105,1024000,76,-121.09893110667304,-121.09893110667304,0.0,-0.070763275,-861.14075,76,33.134722057181946,10,224972.48,0.0
