peg-unplug-side-v1/TerminationRate,peg-unplug-side-v1/AverageDiscountedReturn,TotalEnvSteps,Average/MaxReturn,Average/NumEpisodes,peg-unplug-side-v1/NumEpisodes,MetaTest/Average/TerminationRate,policy/KLBefore,policy/dLoss,policy/Entropy,peg-unplug-side-v1/AverageReturn,peg-unplug-side-v1/SuccessRate,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/Iteration,Average/SuccessRate,policy/LossBefore,MetaTest/peg-unplug-side-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,Average/AverageReturn,MetaTest/peg-unplug-side-v1/NumEpisodes,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,MetaTest/peg-unplug-side-v1/AverageDiscountedReturn,Average/AverageDiscountedReturn,Average/Iteration,MetaTest/peg-unplug-side-v1/StdReturn,policy/KL,MetaTest/Average/SuccessRate,MetaTest/Average/StdReturn,policy/LossAfter,MetaTest/peg-unplug-side-v1/MaxReturn,Average/StdReturn,MetaTest/peg-unplug-side-v1/AverageReturn,MetaTest/Average/AverageReturn,MetaTest/peg-unplug-side-v1/SuccessRate,MetaTest/Average/NumEpisodes,MetaTest/peg-unplug-side-v1/MinReturn,MetaTest/peg-unplug-side-v1/Iteration,peg-unplug-side-v1/MaxReturn,peg-unplug-side-v1/MinReturn,peg-unplug-side-v1/Iteration,peg-unplug-side-v1/StdReturn,Average/TerminationRate,Average/MinReturn
0.0,573.3776629732116,220000,33154.848464688286,100,100,0.0,0.0,4.1376934,5.6038976,1956.9361513304434,0.04,0.22462793086500887,1,0.04,2.1121485,0.0,622.1626065251393,1956.9361513304434,10,4130.46202464299,-117.02557472087311,622.1626065251393,573.3776629732116,10,1278.1991626489526,0.006357786,0.0,1278.1991626489526,-2.0255446,4130.46202464299,4443.041874984605,622.1626065251394,622.1626065251394,0.0,10,-117.02557472087311,1,33154.848464688286,-127.21550847145433,10,4443.041874984605,0.0,-127.21550847145433
0.0,690.8482334045962,240000,32627.22126769696,100,100,,0.0,3.362293,5.5876093,2412.398258741231,0.07,0.18296165125273522,,0.07,1.7717086,,,2412.398258741231,,,,,690.8482334045962,11,,0.006040752,,,-1.5905844,,4287.330707303865,,,,,,,32627.22126769696,-111.83690255388335,11,4287.330707303865,0.0,-111.83690255388335
0.0,835.9291688715707,260000,22131.756030901804,100,100,,0.0,3.6102707,5.5758586,2514.385286181778,0.02,0.2078623441475066,,0.02,1.946941,,,2514.385286181778,,,,,835.9291688715707,12,,0.0047856695,,,-1.6633297,,3532.0391077439626,,,,,,,22131.756030901804,-117.10451106856085,12,3532.0391077439626,0.0,-117.10451106856085
0.0,1740.8469981825328,280000,90093.8090178848,100,100,,0.0,12.50152,5.537522,5212.258901185946,0.11,0.20200837177480535,,0.11,5.6801267,,,5212.258901185946,,,,,1740.8469981825328,13,,0.0064148665,,,-6.821394,,12057.894536753283,,,,,,,90093.8090178848,-106.22339396436637,13,12057.894536753283,0.0,-106.22339396436637
0.0,1449.521240871625,300000,101383.50096634887,100,100,,0.0,8.284031,5.491071,4062.364311287381,0.09,0.18461305660385086,,0.09,12.202844,,,4062.364311287381,,,,,1449.521240871625,14,,0.0049464502,,,3.9188125,,10981.525164404233,,,,,,,101383.50096634887,-109.61986207968178,14,10981.525164404233,0.0,-109.61986207968178
0.0,2074.1595867698898,320000,126939.34154821969,100,100,,0.0,10.982107,5.469192,6126.000131925384,0.09,0.19934253006962743,,0.09,12.697329,,,6126.000131925384,,,,,2074.1595867698898,15,,0.008125308,,,1.7152219,,14108.2393878179,,,,,,,126939.34154821969,-107.9778302208408,15,14108.2393878179,0.0,-107.9778302208408
0.0,1302.4436721286952,340000,32386.390611477866,100,100,,0.0,4.3067875,5.4603066,3813.458084501746,0.11,0.15619903305059724,,0.11,6.1925683,,,3813.458084501746,,,,,1302.4436721286952,16,,0.0042162226,,,1.8857807,,5715.739898217325,,,,,,,32386.390611477866,-111.55349040569834,16,5715.739898217325,0.0,-111.55349040569834
0.0,1306.8704905646143,360000,48099.2126032208,100,100,,0.0,5.875808,5.4464574,3987.1161065266037,0.08,0.1579463078179012,,0.08,5.3479986,,,3987.1161065266037,,,,,1306.8704905646143,17,,0.0074351965,,,-0.5278094,,6488.984602838633,,,,,,,48099.2126032208,-112.27828316670097,17,6488.984602838633,0.0,-112.27828316670097
0.0,1651.2404811837926,380000,31934.269159950214,100,100,,0.0,6.279955,5.429067,4960.313703311922,0.14,0.1958302715622987,,0.14,3.9567266,,,4960.313703311922,,,,,1651.2404811837926,18,,0.0048596393,,,-2.3232281,,5756.324590251136,,,,,,,31934.269159950214,-105.85660623957247,18,5756.324590251136,0.0,-105.85660623957247
0.0,1857.3402338451024,400000,32767.854848372066,100,100,,0.0,6.1178427,5.414947,5409.807806602683,0.13,0.21598253841036608,,0.13,-0.5688656,,,5409.807806602683,,,,,1857.3402338451024,19,,0.0048216926,,,-6.6867085,,6836.01581113577,,,,,,,32767.854848372066,-104.5965635806933,19,6836.01581113577,0.0,-104.5965635806933
0.0,1776.6694537006153,420000,57449.55281332795,100,100,0.0,0.0,7.2434845,5.3947525,5322.536176427338,0.08,0.17319981931884876,2,0.08,2.2299907,0.0,6659.258362890697,5322.536176427338,10,14003.373395218787,-92.56816203102437,6659.258362890697,1776.6694537006153,20,4816.643555597402,0.0048647644,0.2,4816.643555597402,-5.0134935,14003.373395218787,8360.690532463299,6659.258362890696,6659.258362890696,0.2,10,-92.56816203102437,2,57449.55281332795,-109.76658834955332,20,8360.690532463299,0.0,-109.76658834955332
0.0,2196.3699333346667,440000,97126.71780068366,100,100,,0.0,14.069931,5.360435,6784.906739940116,0.11,0.20887333013349374,,0.11,-2.2503188,,,6784.906739940116,,,,,2196.3699333346667,21,,0.0063356343,,,-16.32025,,13956.099193215114,,,,,,,97126.71780068366,-109.4253726245413,21,13956.099193215114,0.0,-109.4253726245413
0.0,2325.8877788248437,460000,83344.07151083794,100,100,,0.0,13.442206,5.3192143,7783.88185708784,0.09,0.1963054857364015,,0.09,9.729872,,,7783.88185708784,,,,,2325.8877788248437,22,,0.0057901144,,,-3.7123344,,11877.756738500753,,,,,,,83344.07151083794,-111.30375063667155,22,11877.756738500753,0.0,-111.30375063667155
0.0,2974.502401294752,480000,127198.61969853232,100,100,,0.0,16.222656,5.295713,9532.134954846913,0.19,0.20455846296528146,,0.19,5.4287405,,,9532.134954846913,,,,,2974.502401294752,23,,0.009052114,,,-10.793916,,17024.479534835024,,,,,,,127198.61969853232,-95.3905042432801,23,17024.479534835024,0.0,-95.3905042432801
0.0,3071.702829457841,500000,95268.55766142231,100,100,,0.0,13.70635,5.295182,10627.345045982895,0.13,0.19326118247349022,,0.13,5.1545157,,,10627.345045982895,,,,,3071.702829457841,24,,0.0056001362,,,-8.551834,,16152.5255622239,,,,,,,95268.55766142231,-117.60760711377912,24,16152.5255622239,0.0,-117.60760711377912
0.0,3383.7651784788363,520000,105003.62721534251,100,100,,0.0,13.90311,5.2758303,11601.256804989012,0.2,0.1897880972006959,,0.2,-0.4822625,,,11601.256804989012,,,,,3383.7651784788363,25,,0.0073892022,,,-14.385372,,15968.240234691206,,,,,,,105003.62721534251,-100.76787071452908,25,15968.240234691206,0.0,-100.76787071452908
0.0,3475.947452453318,540000,174809.01320337612,100,100,,0.0,18.155056,5.2687707,11633.401274289667,0.14,0.22199610268832193,,0.14,-2.9248688,,,11633.401274289667,,,,,3475.947452453318,26,,0.0071194335,,,-21.079926,,19941.904811368335,,,,,,,174809.01320337612,-105.43976989924036,26,19941.904811368335,0.0,-105.43976989924036
0.0,3576.878512726992,560000,79784.79263493685,100,100,,0.0,12.202016,5.2545857,12169.560107627776,0.13,0.30509037834234676,,0.13,-10.532413,,,12169.560107627776,,,,,3576.878512726992,27,,0.007091942,,,-22.734428,,14640.281947263024,,,,,,,79784.79263493685,-95.77008382555177,27,14640.281947263024,0.0,-95.77008382555177
0.0,3304.6834081460006,580000,108475.72360312109,100,100,,0.0,18.99348,5.2068863,11909.217243398225,0.18,0.23074734435459376,,0.18,-3.7385437,,,11909.217243398225,,,,,3304.6834081460006,28,,0.005076788,,,-22.732025,,15854.551620973485,,,,,,,108475.72360312109,-96.85804368696115,28,15854.551620973485,0.0,-96.85804368696115
0.0,3782.6217386248277,600000,115546.88464065583,100,100,,0.0,13.707279,5.1650386,12921.588780275444,0.17,0.21034011293971533,,0.17,-3.3037531,,,12921.588780275444,,,,,3782.6217386248277,29,,0.012755311,,,-17.011032,,15508.704172159798,,,,,,,115546.88464065583,-96.19764650159465,29,15508.704172159798,0.0,-96.19764650159465
0.0,5071.151813623099,620000,197563.028503175,100,100,0.0,0.0,17.72152,5.152791,17940.083400133786,0.27,0.1707144909480559,3,0.27,-2.6403186,0.0,16410.84729753386,17940.083400133786,10,98743.89975528313,-90.39814744273242,16410.84729753386,5071.151813623099,30,29162.315109692892,0.011510488,0.2,29162.315109692892,-20.361837,98743.89975528313,25976.84253491199,16410.847297533855,16410.847297533855,0.2,10,-90.39814744273242,3,197563.028503175,-87.37859015663574,30,25976.84253491199,0.0,-87.37859015663574
0.0,4483.559153312013,640000,178402.39613313408,100,100,,0.0,21.231163,5.125481,16396.497484416403,0.21,0.21411066194292971,,0.21,-7.3706064,,,16396.497484416403,,,,,4483.559153312013,31,,0.005711878,,,-28.601768,,22305.314750840087,,,,,,,178402.39613313408,-96.59819345477791,31,22305.314750840087,0.0,-96.59819345477791
0.0,4140.037618726665,660000,92560.89023512078,100,100,,0.0,13.119038,5.0890727,14241.578818094753,0.2,0.2680173227927378,,0.2,3.4288812,,,14241.578818094753,,,,,4140.037618726665,32,,0.0054218224,,,-9.690156,,15581.394949830174,,,,,,,92560.89023512078,-94.33928979741016,32,15581.394949830174,0.0,-94.33928979741016
0.0,5144.445466762725,680000,105761.69928845677,100,100,,0.0,16.790886,5.063874,18449.896841388618,0.22,0.21926772989272436,,0.22,-6.118203,,,18449.896841388618,,,,,5144.445466762725,33,,0.0062567582,,,-22.90909,,20338.469976403558,,,,,,,105761.69928845677,-92.29254333159427,33,20338.469976403558,0.0,-92.29254333159427
0.0,4756.951584369999,700000,98437.0386281777,100,100,,0.0,15.023933,5.0382032,16591.381330565702,0.22,0.17316012111081858,,0.22,21.307539,,,16591.381330565702,,,,,4756.951584369999,34,,0.004337584,,,6.283606,,16985.491380222993,,,,,,,98437.0386281777,-90.88508725379249,34,16985.491380222993,0.0,-90.88508725379249
0.0,5756.003140540036,720000,147819.8098079754,100,100,,0.0,20.64563,5.001678,20458.784706604205,0.31,0.17893127076848492,,0.31,-15.366593,,,20458.784706604205,,,,,5756.003140540036,35,,0.007712865,,,-36.012222,,23741.99680343926,,,,,,,147819.8098079754,-85.40261538325495,35,23741.99680343926,0.0,-85.40261538325495
0.0,5901.168999322358,740000,88095.51067792533,100,100,,0.0,16.494474,4.9869895,20499.686172551304,0.36,0.14942590661818644,,0.36,22.701118,,,20499.686172551304,,,,,5901.168999322358,36,,0.006142261,,,6.2066436,,16926.268893684228,,,,,,,88095.51067792533,622.1304237841205,36,16926.268893684228,0.0,622.1304237841205
0.0,5824.504277924503,760000,119518.2600890228,100,100,,0.0,22.216434,4.9815493,19385.92233391604,0.24,0.14693112062851,,0.24,-4.1123033,,,19385.92233391604,,,,,5824.504277924503,37,,0.0053836554,,,-26.328737,,19928.927224547526,,,,,,,119518.2600890228,511.1661213570425,37,19928.927224547526,0.0,511.1661213570425
0.0,7102.288299361992,780000,155233.11627304452,100,100,,0.0,28.741861,4.972108,23475.365931226945,0.33,0.17159316425347293,,0.33,1.266175,,,23475.365931226945,,,,,7102.288299361992,38,,0.0069807046,,,-27.475687,,27841.465809623773,,,,,,,155233.11627304452,-76.28248144359702,38,27841.465809623773,0.0,-76.28248144359702
0.0,6680.396551211885,800000,108752.53687324854,100,100,,0.0,14.486544,4.939489,23560.783450929877,0.39,0.24970191649254547,,0.39,6.811475,,,23560.783450929877,,,,,6680.396551211885,39,,0.013199945,,,-7.675069,,20736.497218988094,,,,,,,108752.53687324854,-88.93854254488075,39,20736.497218988094,0.0,-88.93854254488075
0.0,7867.181182802951,820000,139831.24247208252,100,100,0.0,0.0,29.791557,4.899913,28383.88229648751,0.36,0.18166508518556446,4,0.36,-13.635632,0.0,23498.174832159042,28383.88229648751,10,110742.95599132756,-84.85052664969841,23498.174832159042,7867.181182802951,40,31463.274133027862,0.005592363,0.3,31463.274133027862,-43.42719,110742.95599132756,29721.332733620864,23498.174832159042,23498.174832159042,0.3,10,-84.85052664969841,4,139831.24247208252,-90.36946269572893,40,29721.332733620864,0.0,-90.36946269572893
0.0,6423.612129277612,840000,129453.85495534017,100,100,,0.0,27.089819,4.8582306,23485.64229043444,0.29,0.16588914891976503,,0.29,29.414362,,,23485.64229043444,,,,,6423.612129277612,41,,0.005976464,,,2.3245437,,26799.34439679173,,,,,,,129453.85495534017,-96.01980643570722,41,26799.34439679173,0.0,-96.01980643570722
0.0,6469.427465975263,860000,129225.72196405465,100,100,,0.0,29.838562,4.828065,22685.635292606825,0.32,0.22352624229624973,,0.32,11.284912,,,22685.635292606825,,,,,6469.427465975263,42,,0.008080121,,,-18.55365,,26138.744329427554,,,,,,,129225.72196405465,-92.14557938891004,42,26138.744329427554,0.0,-92.14557938891004
0.0,8013.102907396229,880000,135889.25783298642,100,100,,0.0,6.618368,4.8143454,28691.865237193128,0.44,0.20008380877161414,,0.44,-4.444475,,,28691.865237193128,,,,,8013.102907396229,43,,0.011361082,,,-11.062843,,24180.749182321524,,,,,,,135889.25783298642,-88.44835753383389,43,24180.749182321524,0.0,-88.44835753383389
0.0,7487.5203606310815,900000,108986.69194855443,100,100,,0.0,23.663275,4.805336,27775.353637189986,0.46,0.18838339387256764,,0.46,-4.56795,,,27775.353637189986,,,,,7487.5203606310815,44,,0.0064557875,,,-28.231224,,20316.821692660502,,,,,,,108986.69194855443,-92.32154582972191,44,20316.821692660502,0.0,-92.32154582972191
0.0,7762.951927703301,920000,150300.6823816991,100,100,,0.0,19.250183,4.7875285,27322.959049903133,0.43,0.304533259359685,,0.43,-17.439297,,,27322.959049903133,,,,,7762.951927703301,45,,0.0077114822,,,-36.68948,,26277.73367537065,,,,,,,150300.6823816991,-89.5583699915515,45,26277.73367537065,0.0,-89.5583699915515
0.0,9050.666054821364,940000,168982.46657606136,100,100,,0.0,26.94817,4.7445607,32721.724039179346,0.51,0.22110623969289034,,0.51,8.052512,,,32721.724039179346,,,,,9050.666054821364,46,,0.008507771,,,-18.895657,,26564.982055581168,,,,,,,168982.46657606136,-86.4697289352668,46,26564.982055581168,0.0,-86.4697289352668
0.0,9600.232501551714,960000,145258.6382139161,100,100,,0.0,29.23241,4.7070723,35270.82252709941,0.62,0.14619972651177648,,0.62,22.80375,,,35270.82252709941,,,,,9600.232501551714,47,,0.006000259,,,-6.4286623,,25688.746066427924,,,,,,,145258.6382139161,765.2198280711258,47,25688.746066427924,0.0,765.2198280711258
0.0,10248.356030332192,980000,150704.38040748335,100,100,,0.0,31.939987,4.6637797,35806.968664580105,0.65,0.16329671550146296,,0.65,16.312712,,,35806.968664580105,,,,,10248.356030332192,48,,0.007803641,,,-15.627275,,27787.775922255794,,,,,,,150704.38040748335,-87.41855919486265,48,27787.775922255794,0.0,-87.41855919486265
0.0,10209.327255844191,1000000,146760.01684516133,100,100,,0.0,27.380241,4.654511,36853.31117413259,0.57,0.23246039227123505,,0.57,11.550416,,,36853.31117413259,,,,,10209.327255844191,49,,0.0077455146,,,-15.829825,,29291.67974160719,,,,,,,146760.01684516133,-87.8157668545491,49,29291.67974160719,0.0,-87.8157668545491
0.0,10335.550944480303,1020000,159060.8706996602,100,100,0.0,0.0,24.205034,4.640602,35617.21436495825,0.57,0.18372900276464177,5,0.57,-1.1581343,0.0,42777.10875544218,35617.21436495825,10,72094.44890219471,10585.10282528792,42777.10875544218,10335.550944480303,50,20382.090771824718,0.008194183,0.9,20382.090771824718,-25.363169,72094.44890219471,26040.280333568073,42777.108755442176,42777.108755442176,0.9,10,10585.10282528792,5,159060.8706996602,-87.12226588271164,50,26040.280333568073,0.0,-87.12226588271164
0.0,12283.758437982713,1040000,139889.9027811555,100,100,,0.0,35.670868,4.611842,43863.72483830436,0.67,0.25813699917330724,,0.67,13.185581,,,43863.72483830436,,,,,12283.758437982713,51,,0.0067066285,,,-22.485287,,29926.899513205797,,,,,,,139889.9027811555,-81.76217302221346,51,29926.899513205797,0.0,-81.76217302221346
0.0,10493.301824559116,1060000,105214.94244176276,100,100,,0.0,19.70966,4.584937,37366.07935863749,0.57,0.13435020980434098,,0.57,8.184979,,,37366.07935863749,,,,,10493.301824559116,52,,0.0055668387,,,-11.524681,,22570.46508693428,,,,,,,105214.94244176276,-84.81706535424455,52,22570.46508693428,0.0,-84.81706535424455
0.0,11678.911038351836,1080000,135323.54984127975,100,100,,0.0,29.406363,4.567223,40084.751578224335,0.57,0.27838588951989107,,0.57,11.000538,,,40084.751578224335,,,,,11678.911038351836,53,,0.007186915,,,-18.405825,,29783.19637846901,,,,,,,135323.54984127975,-92.18903639258566,53,29783.19637846901,0.0,-92.18903639258566
0.0,12338.338761033758,1100000,163897.51895646774,100,100,,0.0,21.023344,4.5670023,42070.82811287568,0.68,0.24493800761474982,,0.68,47.38948,,,42070.82811287568,,,,,12338.338761033758,54,,0.007331227,,,26.366137,,26877.347079574243,,,,,,,163897.51895646774,-89.7784045213297,54,26877.347079574243,0.0,-89.7784045213297
0.0,12442.968151253548,1120000,166125.4201646969,100,100,,0.0,30.790846,4.544822,44931.07305118288,0.65,0.19378757325091456,,0.65,-9.756853,,,44931.07305118288,,,,,12442.968151253548,55,,0.0071841627,,,-40.5477,,29975.75894755244,,,,,,,166125.4201646969,1929.6436263703417,55,29975.75894755244,0.0,1929.6436263703417
0.0,12255.63851674789,1140000,152795.3016696255,100,100,,0.0,33.064964,4.5333967,42513.92063375117,0.67,0.2107896890085441,,0.67,11.88445,,,42513.92063375117,,,,,12255.63851674789,56,,0.006176994,,,-21.180513,,32183.953805879046,,,,,,,152795.3016696255,-89.73801034049586,56,32183.953805879046,0.0,-89.73801034049586
0.0,12689.358597768629,1160000,153252.36493380513,100,100,,0.0,33.891014,4.5200267,43416.189544023175,0.62,0.19290023618279695,,0.62,4.8459873,,,43416.189544023175,,,,,12689.358597768629,57,,0.0057634297,,,-29.045025,,32518.32263594693,,,,,,,153252.36493380513,-82.66953377176571,57,32518.32263594693,0.0,-82.66953377176571
0.0,13176.476315982292,1180000,125312.9001488737,100,100,,0.0,31.457945,4.5093603,45143.416807050395,0.7,0.27083551618063395,,0.7,27.153013,,,45143.416807050395,,,,,13176.476315982292,58,,0.007219551,,,-4.304931,,29027.367061594374,,,,,,,125312.9001488737,908.043618847839,58,29027.367061594374,0.0,908.043618847839
0.0,13784.353467160203,1200000,187571.67975477417,100,100,,0.0,35.58811,4.479832,46702.723719920024,0.66,0.22690777581939037,,0.66,-4.349431,,,46702.723719920024,,,,,13784.353467160203,59,,0.009406114,,,-39.937542,,36048.94604415011,,,,,,,187571.67975477417,-88.46525718117617,59,36048.94604415011,0.0,-88.46525718117617
0.0,12203.253974765183,1220000,172800.1043184579,100,100,0.0,0.0,28.890081,4.4609833,41837.937278680765,0.67,0.211082171554423,6,0.67,22.223743,0.0,72636.94580541954,41837.937278680765,10,198503.92015011166,30358.034530007484,72636.94580541954,12203.253974765183,60,44550.21539446984,0.0075864866,0.9,44550.21539446984,-6.6663375,198503.92015011166,28040.549399181713,72636.94580541956,72636.94580541956,0.9,10,30358.034530007484,6,172800.1043184579,681.6273300163635,60,28040.549399181713,0.0,681.6273300163635
0.0,11879.651880192054,1240000,100435.44650070046,100,100,,0.0,28.2561,4.45831,39848.674959495904,0.6,0.19218642880103864,,0.6,4.70525,,,39848.674959495904,,,,,11879.651880192054,61,,0.00665774,,,-23.55085,,28107.192215522424,,,,,,,100435.44650070046,-87.60524763505971,61,28107.192215522424,0.0,-87.60524763505971
0.0,13647.541136510976,1260000,182845.23476502384,100,100,,0.0,39.351612,4.427204,45941.568748645455,0.67,0.22656615368211575,,0.67,3.388825,,,45941.568748645455,,,,,13647.541136510976,62,,0.0059316,,,-35.962788,,36286.74048377701,,,,,,,182845.23476502384,-93.80899987327857,62,36286.74048377701,0.0,-93.80899987327857
0.0,14351.002852540718,1280000,120505.18700648798,100,100,,0.0,31.605368,4.403546,46139.13315449509,0.75,0.23661107470435272,,0.75,36.47901,,,46139.13315449509,,,,,14351.002852540718,63,,0.0056103556,,,4.873644,,29803.14652614126,,,,,,,120505.18700648798,-89.60215897215335,63,29803.14652614126,0.0,-89.60215897215335
0.0,13970.993503097834,1300000,163309.08081230734,100,100,,0.0,29.290674,4.383247,48143.995141726424,0.71,0.2944285448043099,,0.71,8.5975685,,,48143.995141726424,,,,,13970.993503097834,64,,0.0063072518,,,-20.693106,,33265.132694032916,,,,,,,163309.08081230734,-98.85741137919764,64,33265.132694032916,0.0,-98.85741137919764
0.0,14658.218119149315,1320000,190653.49059104625,100,100,,0.0,30.72847,4.3793674,48934.02663236971,0.74,0.2014472316952035,,0.74,29.353563,,,48934.02663236971,,,,,14658.218119149315,65,,0.0061080353,,,-1.3749063,,33835.893919815404,,,,,,,190653.49059104625,1759.5578897794894,65,33835.893919815404,0.0,1759.5578897794894
0.0,14758.279105433556,1340000,166701.01429977518,100,100,,0.0,37.573032,4.376335,49345.214060852246,0.69,0.28337903693866107,,0.69,-5.928325,,,49345.214060852246,,,,,14758.279105433556,66,,0.005636651,,,-43.501358,,35183.8725513723,,,,,,,166701.01429977518,-91.57852798945032,66,35183.8725513723,0.0,-91.57852798945032
0.0,14300.65956829316,1360000,158269.90336543627,100,100,,0.0,33.836258,4.358627,47346.8394752643,0.77,0.2514883380418085,,0.77,19.31425,,,47346.8394752643,,,,,14300.65956829316,67,,0.007389139,,,-14.522006,,30230.142312904332,,,,,,,158269.90336543627,-92.3477821225771,67,30230.142312904332,0.0,-92.3477821225771
0.0,15692.398891094208,1380000,206467.17419487212,100,100,,0.0,39.679924,4.3526306,52488.07223476775,0.79,0.23553403828880315,,0.79,51.672874,,,52488.07223476775,,,,,15692.398891094208,68,,0.007016433,,,11.99295,,33627.98303416185,,,,,,,206467.17419487212,-90.45132575607008,68,33627.98303416185,0.0,-90.45132575607008
0.0,14080.34920428775,1400000,173743.97664666094,100,100,,0.0,32.17026,4.329785,47224.568160464914,0.69,0.21816445525883144,,0.69,7.634675,,,47224.568160464914,,,,,14080.34920428775,69,,0.006343286,,,-24.535587,,33576.86576729797,,,,,,,173743.97664666094,-99.26516418941671,69,33576.86576729797,0.0,-99.26516418941671
