MetaTest/reach-wall-v1/StdReturn,MetaTest/reach-wall-v1/MaxReturn,MetaTrain/Average/PolicyLoss,MetaTest/Average/NumEpisodes,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTrain/Average/Alpha,MetaTest/Average/TerminationRate,MetaTest/Average/MinReturn,MetaTest/reach-wall-v1/NumEpisodes,MetaTrain/Average/AlphaLoss,MetaTest/Average/MaxReturn,MetaTest/reach-wall-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/reach-wall-v1/TerminationRate,MetaTest/Average/Iteration,MetaTest/reach-wall-v1/Iteration,MetaTest/reach-wall-v1/SuccessRate,MetaTest/Average/AverageReturn,MetaTest/reach-wall-v1/MinReturn,MetaTest/reach-wall-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn
26794.884575751938,83356.05081550038,-45182.9,10,1942.8092,2676455.5,0.0,116000,4.9193034,0.0,782.1454607176673,10,-30.213652,83356.05081550038,33730.885233850124,33730.88523385013,0.0,10,10,0.0,33730.885233850124,782.1454607176673,33730.88523385013,26794.884575751938
40851.952764311056,118428.37602317112,-51895.844,10,2073.8977,3110627.2,0.2,122000,5.7993045,0.0,1135.098239385681,10,-34.475452,118428.37602317112,55383.90186539936,55383.90186539934,0.0,11,11,0.2,55383.90186539936,1135.098239385681,55383.90186539934,40851.952764311056
31777.276702148793,114729.88285070185,-55556.992,10,1924.2146,3176568.0,0.1,128000,6.8130627,0.0,4389.933386208483,10,-36.486244,114729.88285070185,60456.501595849906,60456.50159584993,0.0,12,12,0.1,60456.501595849906,4389.933386208483,60456.50159584993,31777.276702148793
32027.001907060414,127331.94074158525,-61297.516,10,2027.0275,3733663.5,0.0,134000,7.9691525,0.0,936.626514888936,10,-37.82471,127331.94074158525,38476.61063820821,38476.610638208214,0.0,13,13,0.0,38476.61063820821,936.626514888936,38476.610638208214,32027.001907060414
39901.342604543046,156324.36616213614,-64450.28,10,2033.306,3866558.5,0.0,140000,9.2948265,0.0,30681.62996609099,10,-39.471462,156324.36616213614,75537.40650640764,75537.40650640763,0.0,14,14,0.0,75537.40650640764,30681.62996609099,75537.40650640763,39901.342604543046
33308.91863105669,137435.82185563847,-68126.21,10,2177.3345,4091114.0,0.0,146000,10.8879175,0.0,11422.657941704532,10,-44.679688,137435.82185563847,61012.7090079224,61012.70900792242,0.0,15,15,0.0,61012.7090079224,11422.657941704532,61012.70900792242,33308.91863105669
55744.07118479327,190093.31059202342,-72080.13,10,2125.0005,4352527.5,0.1,152000,12.826392,0.0,20519.686630362165,10,-50.81721,190093.31059202342,89174.197628838,89174.19762883798,0.0,16,16,0.1,89174.197628838,20519.686630362165,89174.19762883798,55744.07118479327
39670.38045535438,132135.33383380328,-79437.32,10,1920.0896,5566127.0,0.0,158000,15.092842,0.0,505.3150740897989,10,-57.955692,132135.33383380328,47812.98267563713,47812.982675637126,0.0,17,17,0.0,47812.98267563713,505.3150740897989,47812.982675637126,39670.38045535438
59797.78425084968,237551.53560901483,-85172.375,10,2078.1785,5965897.5,0.1,164000,17.770073,0.0,19370.07595868332,10,-60.903862,237551.53560901483,71919.83264032981,71919.83264032981,0.0,18,18,0.1,71919.83264032981,19370.07595868332,71919.83264032981,59797.78425084968
34255.08730763194,144631.22330372705,-89625.05,10,1779.1847,6201018.5,0.0,170000,20.727476,0.0,28649.541246323824,10,-62.752487,144631.22330372705,58161.46629670701,58161.466296707,0.0,19,19,0.0,58161.46629670701,28649.541246323824,58161.466296707,34255.08730763194
26298.60379737998,92616.78704658149,-98097.33,10,2157.1726,7477254.0,0.0,176000,24.162516,0.0,15581.693686761582,10,-66.85019,92616.78704658149,45563.35507269575,45563.355072695755,0.0,20,20,0.0,45563.35507269575,15581.693686761582,45563.355072695755,26298.60379737998
40547.842109683195,131973.44260820062,-105386.125,10,1749.7405,7762565.0,0.1,182000,28.184183,0.0,19629.416567650554,10,-69.66223,131973.44260820062,65391.63306045816,65391.63306045815,0.0,21,21,0.1,65391.63306045816,19629.416567650554,65391.63306045815,40547.842109683195
44537.41180798547,139968.9929323981,-114061.68,10,1493.2252,8277064.5,0.1,188000,32.71131,0.0,7691.157849316547,10,-66.25605,139968.9929323981,60566.24282059079,60566.242820590815,0.0,22,22,0.1,60566.24282059079,7691.157849316547,60566.242820590815,44537.41180798547
47954.561819913506,143185.79436917425,-113154.71,10,1763.1083,8109175.0,0.0,194000,37.253803,0.0,5684.936664925258,10,-50.30997,143185.79436917425,63466.67177385754,63466.67177385757,0.0,23,23,0.0,63466.67177385754,5684.936664925258,63466.67177385757,47954.561819913506
51942.00799698843,178567.63145126065,-118546.125,10,1592.6438,9501208.0,0.1,200000,42.16232,0.0,34490.347409313326,10,-46.648834,178567.63145126065,70579.55185769068,70579.55185769065,0.0,24,24,0.1,70579.55185769068,34490.347409313326,70579.55185769065,51942.00799698843
34285.6278924169,144966.14148172116,-127964.59,10,1576.9073,9974371.0,0.1,206000,47.958282,0.0,31030.657256645212,10,-43.610172,144966.14148172116,68940.3957954345,68940.3957954345,0.0,25,25,0.1,68940.3957954345,31030.657256645212,68940.3957954345,34285.6278924169
80757.87797642195,262950.0284675194,-133600.45,10,3022.8535,11168853.0,0.3,212000,53.303295,0.0,3722.448189128768,10,-27.839596,262950.0284675194,107891.002963257,107891.00296325702,0.0,26,26,0.3,107891.002963257,3722.448189128768,107891.00296325702,80757.87797642195
32315.257801871623,150728.65936812636,-156132.16,10,1977.8379,16545017.0,0.0,218000,59.76333,0.0,41457.88833481838,10,-38.50898,150728.65936812636,95120.88568536704,95120.88568536707,0.0,27,27,0.0,95120.88568536704,41457.88833481838,95120.88568536707,32315.257801871623
33458.913587041905,129688.03376740191,-184482.6,10,917.5615,25110378.0,0.1,224000,72.081764,0.0,27399.16006894732,10,-88.82183,129688.03376740191,72296.81916864247,72296.81916864244,0.0,28,28,0.1,72296.81916864247,27399.16006894732,72296.81916864244,33458.913587041905
36629.057581890745,135977.36197172396,-193142.3,10,862.58215,23750960.0,0.1,230000,84.42404,0.0,26582.118697745933,10,-65.51396,135977.36197172396,69644.98843946718,69644.9884394672,0.0,29,29,0.1,69644.98843946718,26582.118697745933,69644.9884394672,36629.057581890745
62977.04219563486,228459.12488053035,-220606.22,10,997.2983,22411166.0,0.1,236000,94.44109,0.0,31114.78896502299,10,-57.945606,228459.12488053035,96366.10502663921,96366.10502663923,0.0,30,30,0.1,96366.10502663921,31114.78896502299,96366.10502663923,62977.04219563486
52411.85134710696,184088.63347711597,-259593.19,10,559.6571,25421592.0,0.3,242000,107.54483,0.0,21975.775797917075,10,-60.991722,184088.63347711597,95032.49205232544,95032.49205232543,0.0,31,31,0.3,95032.49205232544,21975.775797917075,95032.49205232543,52411.85134710696
23498.28158411594,127497.74234473807,-241039.97,10,693.3988,20035896.0,0.4,248000,113.856155,0.0,46987.28635212824,10,10.961751,127497.74234473807,89046.81613142518,89046.81613142518,0.0,32,32,0.4,89046.81613142518,46987.28635212824,89046.81613142518,23498.28158411594
48494.39847277496,214059.92264704427,-258258.66,10,529.1535,19617226.0,0.3,254000,109.99064,0.0,37846.15384211316,10,2.8260279,214059.92264704427,91323.97055832612,91323.97055832614,0.0,33,33,0.3,91323.97055832612,37846.15384211316,91323.97055832614,48494.39847277496
77359.48311567868,314990.2647315578,-301314.28,10,2125.463,19442794.0,0.1,260000,106.75939,0.0,34074.82029017891,10,11.418682,314990.2647315578,109860.16158374073,109860.1615837407,0.0,34,34,0.1,109860.16158374073,34074.82029017891,109860.1615837407,77359.48311567868
25585.794844535438,143769.7442557197,-302427.84,10,1495.1619,18521550.0,0.2,266000,108.29586,0.0,71006.03042231001,10,-6.216228,143769.7442557197,110362.98053857894,110362.98053857891,0.0,35,35,0.2,110362.98053857894,71006.03042231001,110362.98053857891,25585.794844535438
33279.0376690205,157812.27065830413,-282913.03,10,1492.854,16574002.0,0.2,272000,106.07597,0.0,38034.89925355763,10,10.205305,157812.27065830413,109967.80957108541,109967.80957108542,0.0,36,36,0.2,109967.80957108541,38034.89925355763,109967.80957108542,33279.0376690205
82486.30046042694,302116.4380459426,-291081.9,10,1459.6371,17801036.0,0.5,278000,105.41242,0.0,36300.62804337745,10,-5.898246,302116.4380459426,142843.28368586575,142843.28368586575,0.0,37,37,0.5,142843.28368586575,36300.62804337745,142843.28368586575,82486.30046042694
51772.05956176723,209788.57053149957,-319135.38,10,1867.4146,17206174.0,0.5,284000,106.41253,0.0,34507.395714787854,10,-2.6670172,209788.57053149957,120202.0437601605,120202.04376016057,0.0,38,38,0.5,120202.0437601605,34507.395714787854,120202.04376016057,51772.05956176723
28919.77580828766,133661.27190104302,-347332.0,10,1428.7728,17244698.0,0.3,290000,110.72295,0.0,29064.64162438386,10,-7.8048205,133661.27190104302,75306.18966557721,75306.18966557717,0.0,39,39,0.3,75306.18966557721,29064.64162438386,75306.18966557717,28919.77580828766
39626.85661096696,190025.69999849092,-369865.62,10,1221.3643,17059836.0,0.5,296000,111.34177,0.0,63693.02227298887,10,2.8856237,190025.69999849092,114241.66531867502,114241.66531867503,0.0,40,40,0.5,114241.66531867502,63693.02227298887,114241.66531867503,39626.85661096696
35150.07896050735,146843.98787492097,-387764.12,10,1024.4824,18619634.0,0.5,302000,112.92402,0.0,40971.48750426282,10,-13.989791,146843.98787492097,105654.18920120753,105654.18920120751,0.0,41,41,0.5,105654.18920120753,40971.48750426282,105654.18920120751,35150.07896050735
46813.09303488792,233821.7882117724,-394311.44,10,901.9308,18092860.0,0.2,308000,116.96439,0.0,69446.65787505683,10,6.207844,233821.7882117724,106144.93279505536,106144.93279505536,0.0,42,42,0.2,106144.93279505536,69446.65787505683,106144.93279505536,46813.09303488792
36424.01496532235,186156.33010755476,-381385.94,10,732.29944,17963298.0,0.5,314000,113.9713,0.0,73036.76382080329,10,2.1268902,186156.33010755476,114828.54890480477,114828.54890480477,0.0,43,43,0.5,114828.54890480477,73036.76382080329,114828.54890480477,36424.01496532235
77358.96781523398,311565.8277243017,-379556.16,10,865.0643,19660030.0,0.3,320000,118.535164,0.0,22080.544900415967,10,-17.13944,311565.8277243017,116555.44495320771,116555.44495320767,0.0,44,44,0.3,116555.44495320771,22080.544900415967,116555.44495320767,77358.96781523398
36064.80075311445,175092.45636831725,-392205.2,10,805.9314,20016274.0,0.3,326000,129.60074,0.0,62404.82436182716,10,-18.047518,175092.45636831725,115491.14428436643,115491.14428436644,0.0,45,45,0.3,115491.14428436643,62404.82436182716,115491.14428436644,36064.80075311445
28048.13492595476,149384.97037348142,-403642.84,10,667.58405,20845482.0,0.4,332000,138.27689,0.0,66895.73713593483,10,-9.60061,149384.97037348142,106535.28795281293,106535.28795281293,0.0,46,46,0.4,106535.28795281293,66895.73713593483,106535.28795281293,28048.13492595476
31607.657324849268,162106.81418078468,-407718.84,10,862.38385,22146534.0,0.4,338000,144.7307,0.0,58504.59052467023,10,-10.660244,162106.81418078468,117534.6275291255,117534.62752912547,0.0,47,47,0.4,117534.6275291255,58504.59052467023,117534.62752912547,31607.657324849268
41056.97165189474,180468.23539556446,-407564.94,10,929.136,23794926.0,0.6,344000,156.91469,0.0,56258.12501824064,10,-27.333761,180468.23539556446,116880.65590450536,116880.65590450536,0.0,48,48,0.6,116880.65590450536,56258.12501824064,116880.65590450536,41056.97165189474
58225.171302637245,298984.15945288143,-413899.06,10,865.4819,23477626.0,0.7,350000,168.48813,0.0,100131.01760555615,10,-8.642999,298984.15945288143,176801.36264543343,176801.36264543346,0.0,49,49,0.7,176801.36264543343,100131.01760555615,176801.36264543346,58225.171302637245
42361.48450160514,186572.81015931597,-419770.25,10,1244.2538,24364076.0,0.5,356000,172.55234,0.0,51503.2466937638,10,-6.2732363,186572.81015931597,109923.55535828769,109923.55535828767,0.0,50,50,0.5,109923.55535828769,51503.2466937638,109923.55535828767,42361.48450160514
32725.385527897313,163814.20825074633,-429142.34,10,1057.5253,25429734.0,0.2,362000,175.89098,0.0,55424.51803433877,10,-11.016297,163814.20825074633,103090.77826642242,103090.77826642242,0.0,51,51,0.2,103090.77826642242,55424.51803433877,103090.77826642242,32725.385527897313
63627.43115153789,253456.05380714143,-430457.3,10,1790.845,26490380.0,0.4,368000,183.66864,0.0,60963.891216126736,10,-9.010053,253456.05380714143,132385.3294695653,132385.3294695653,0.0,52,52,0.4,132385.3294695653,60963.891216126736,132385.3294695653,63627.43115153789
76668.0147919086,324920.5739900431,-442779.0,10,999.81976,26405374.0,0.6,374000,187.74947,0.0,74978.14575376555,10,-1.2908125,324920.5739900431,172082.7323520496,172082.73235204953,0.0,53,53,0.6,172082.7323520496,74978.14575376555,172082.73235204953,76668.0147919086
35157.93013956761,144372.0311988206,-434548.22,10,989.3807,26700648.0,0.1,380000,184.61766,0.0,27204.900948423532,10,6.0198197,144372.0311988206,80996.37462245586,80996.37462245584,0.0,54,54,0.1,80996.37462245586,27204.900948423532,80996.37462245584,35157.93013956761
51678.788771404106,195915.97148733205,-440629.5,10,1766.9398,27507770.0,0.4,386000,179.90602,0.0,59667.486483978304,10,6.649265,195915.97148733205,116380.73446681844,116380.73446681844,0.0,55,55,0.4,116380.73446681844,59667.486483978304,116380.73446681844,51678.788771404106
49436.64450088345,188286.5952131079,-446796.44,10,1695.8811,28207894.0,0.5,392000,181.46614,0.0,38148.88712726306,10,-7.093617,188286.5952131079,105190.9794715168,105190.9794715168,0.0,56,56,0.5,105190.9794715168,38148.88712726306,105190.9794715168,49436.64450088345
25930.19193807191,143091.01276444967,-455518.16,10,1692.1722,29657492.0,0.1,398000,186.52162,0.0,56221.061534846,10,-8.9020815,143091.01276444967,107259.2574202641,107259.25742026404,0.0,57,57,0.1,107259.2574202641,56221.061534846,107259.25742026404,25930.19193807191
44378.833709117156,181323.77481353344,-462989.0,10,1284.5695,33625748.0,0.3,404000,201.91582,0.0,49358.84520734402,10,-41.487377,181323.77481353344,104234.08238785528,104234.0823878553,0.0,58,58,0.3,104234.08238785528,49358.84520734402,104234.0823878553,44378.833709117156
49821.1715329423,202361.2556479956,-467444.78,10,1275.7085,32476872.0,0.3,410000,207.42256,0.0,46228.05150796714,10,8.523212,202361.2556479956,123895.57267023693,123895.5726702369,0.0,59,59,0.3,123895.57267023693,46228.05150796714,123895.5726702369,49821.1715329423
49068.76120515421,224803.16301897433,-472503.1,10,1381.6063,35356700.0,0.2,416000,206.49416,0.0,40559.0898262569,10,4.0573964,224803.16301897433,103953.0397010924,103953.03970109244,0.0,60,60,0.2,103953.0397010924,40559.0898262569,103953.03970109244,49068.76120515421
31529.17404684679,196224.28045135117,-451985.28,10,1298.3177,34943360.0,0.4,422000,201.99898,0.0,95242.992490779,10,0.071400516,196224.28045135117,140424.54254208278,140424.54254208278,0.0,61,61,0.4,140424.54254208278,95242.992490779,140424.54254208278,31529.17404684679
60807.545617783835,279543.083632177,-452476.28,10,1342.4376,35658788.0,0.5,428000,199.52528,0.0,62698.53159399144,10,7.250077,279543.083632177,149102.61582710288,149102.6158271029,0.0,62,62,0.5,149102.61582710288,62698.53159399144,149102.6158271029,60807.545617783835
21186.13050617094,139914.27572367125,-455045.4,10,1206.2709,36242836.0,0.1,434000,195.71822,0.0,77296.99028105792,10,3.8524036,139914.27572367125,110796.70366021807,110796.70366021809,0.0,63,63,0.1,110796.70366021807,77296.99028105792,110796.70366021809,21186.13050617094
32812.46114832812,223044.918798985,-464229.8,10,1538.2141,37946124.0,0.4,440000,198.39032,0.0,95465.18079560346,10,-1.8012638,223044.918798985,150641.78666147066,150641.78666147066,0.0,64,64,0.4,150641.78666147066,95465.18079560346,150641.78666147066,32812.46114832812
59554.671604210125,295905.1749163309,-473930.7,10,1176.8635,39622452.0,0.4,446000,201.32458,0.0,77553.33904124434,10,-0.25382665,295905.1749163309,164630.19022856938,164630.19022856935,0.0,65,65,0.4,164630.19022856938,77553.33904124434,164630.19022856935,59554.671604210125
28419.0964345135,163352.52041252368,-462246.03,10,1563.1855,40180390.0,0.2,452000,197.23784,0.0,72721.45640922133,10,5.618753,163352.52041252368,114829.68757009631,114829.68757009637,0.0,66,66,0.2,114829.68757009631,72721.45640922133,114829.68757009637,28419.0964345135
68872.33989770817,297165.3183855109,-473043.53,10,1524.1921,42450404.0,0.3,458000,198.33856,0.0,76241.64011114901,10,-7.8219447,297165.3183855109,167149.82911224343,167149.82911224334,0.0,67,67,0.3,167149.82911224343,76241.64011114901,167149.82911224334,68872.33989770817
49770.852652896516,249376.0048552198,-488736.47,10,1493.4042,43982736.0,0.3,464000,200.46466,0.0,69261.4748318405,10,-9.308107,249376.0048552198,163166.1337028693,163166.13370286924,0.0,68,68,0.3,163166.1337028693,69261.4748318405,163166.13370286924,49770.852652896516
46832.98267038165,183444.6213360121,-481868.8,10,1655.0847,43982452.0,0.1,470000,202.33986,0.0,60225.38445784185,10,14.58955,183444.6213360121,115641.32691426747,115641.32691426747,0.0,69,69,0.1,115641.32691426747,60225.38445784185,115641.32691426747,46832.98267038165
33737.15304794422,229201.88761572554,-476762.5,10,1909.735,45355212.0,0.2,476000,197.24306,0.0,112420.06538362868,10,-0.9423408,229201.88761572554,149463.45785536323,149463.45785536332,0.0,70,70,0.2,149463.45785536323,112420.06538362868,149463.45785536332,33737.15304794422
59362.06584284423,288251.5144386266,-484184.1,10,1932.6105,47099644.0,0.5,482000,202.22256,0.0,82660.9547466882,10,-9.6600065,288251.5144386266,160655.77369447303,160655.77369447303,0.0,71,71,0.5,160655.77369447303,82660.9547466882,160655.77369447303,59362.06584284423
36990.1760421923,164000.89491734016,-493562.5,10,1657.199,48453148.0,0.0,488000,206.581,0.0,35201.917251505176,10,-9.313814,164000.89491734016,102703.02415861208,102703.02415861208,0.0,72,72,0.0,102703.02415861208,35201.917251505176,102703.02415861208,36990.1760421923
57785.203364611785,176428.65282759265,-485852.22,10,1296.4564,49609940.0,0.2,494000,207.09904,0.0,34458.71007532975,10,14.859509,176428.65282759265,87766.03350750901,87766.033507509,0.0,73,73,0.2,87766.03350750901,34458.71007532975,87766.033507509,57785.203364611785
57098.262862870506,209786.55553844347,-477859.22,10,1366.6664,49859588.0,0.4,500000,202.40225,0.0,44153.787967705604,10,-7.2127867,209786.55553844347,116354.82334750635,116354.82334750635,0.0,74,74,0.4,116354.82334750635,44153.787967705604,116354.82334750635,57098.262862870506
37232.178141414784,194566.16381541986,-477963.0,10,1373.3378,50827916.0,0.2,506000,205.3691,0.0,50361.46895255579,10,-3.1792166,194566.16381541986,106741.8025529896,106741.8025529896,0.0,75,75,0.2,106741.8025529896,50361.46895255579,106741.8025529896,37232.178141414784
30809.621426180147,150274.0859622792,-477270.28,10,1270.562,52230544.0,0.2,512000,210.98637,0.0,54429.59328585967,10,-5.1361213,150274.0859622792,91045.33322967066,91045.33322967065,0.0,76,76,0.2,91045.33322967066,54429.59328585967,91045.33322967065,30809.621426180147
30906.171194687264,167240.4272278338,-481143.7,10,1819.1868,51749484.0,0.2,518000,207.54453,0.0,65533.150037324725,10,3.439355,167240.4272278338,107153.14899361634,107153.14899361634,0.0,77,77,0.2,107153.14899361634,65533.150037324725,107153.14899361634,30906.171194687264
23325.595589009277,162031.95780468077,-507074.25,10,2231.422,56345396.0,0.5,524000,216.34909,0.0,75914.90285458503,10,-21.945639,162031.95780468077,109376.1677873309,109376.1677873309,0.0,78,78,0.5,109376.1677873309,75914.90285458503,109376.1677873309,23325.595589009277
25753.62312251812,148780.9101683656,-498533.12,10,2007.1465,55710572.0,0.3,530000,219.44856,0.0,83291.78967835075,10,-0.15357226,148780.9101683656,115789.45201858148,115789.45201858149,0.0,79,79,0.3,115789.45201858148,83291.78967835075,115789.45201858149,25753.62312251812
41628.73302916309,219971.39409335496,-506868.3,10,2385.615,58036824.0,0.6,536000,222.45596,0.0,58715.6277463773,10,-3.8598588,219971.39409335496,157318.66637974602,157318.66637974602,0.0,80,80,0.6,157318.66637974602,58715.6277463773,157318.66637974602,41628.73302916309
46139.20480107706,254862.4574315808,-507554.12,10,2826.0046,59881384.0,0.5,542000,229.24522,0.0,87791.16337869395,10,-21.994617,254862.4574315808,126833.22890213621,126833.22890213624,0.0,81,81,0.5,126833.22890213621,87791.16337869395,126833.22890213624,46139.20480107706
33459.73163921898,162714.9511134787,-517363.06,10,2440.4048,65025696.0,0.5,548000,241.03671,0.0,68148.22550584635,10,-15.919465,162714.9511134787,112826.68263441876,112826.68263441876,0.0,82,82,0.5,112826.68263441876,68148.22550584635,112826.68263441876,33459.73163921898
40863.733976882955,205884.83714613292,-541525.25,10,2582.748,67028784.0,0.2,554000,243.52878,0.0,72795.35138790993,10,-10.6747055,205884.83714613292,119228.98143679206,119228.98143679209,0.0,83,83,0.2,119228.98143679206,72795.35138790993,119228.98143679209,40863.733976882955
27014.931859828976,178530.5720314032,-520613.3,10,2493.412,68870824.0,0.2,560000,248.15343,0.0,82494.51133815742,10,3.3820567,178530.5720314032,112421.81731986073,112421.81731986075,0.0,84,84,0.2,112421.81731986073,82494.51133815742,112421.81731986075,27014.931859828976
