MetaTest/Average/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/hammer-v1/NumTrajs,MetaTest/Average/AverageDiscountedReturn,MetaTest/hammer-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/hammer-v1/TerminationRate,MetaTest/Average/StdReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/hammer-v1/MaxReturn,MetaTrain/Average/QfLoss,MetaTest/Average/TerminationRate,MetaTest/hammer-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/NumTrajs,MetaTrain/Average/AlphaLoss,MetaTest/hammer-v1/StdReturn,TotalEnvSteps,MetaTest/hammer-v1/AverageDiscountedReturn,MetaTest/hammer-v1/AverageReturn,MetaTest/Average/MinReturn,MetaTest/hammer-v1/SuccessRate,MetaTrain/Average/Alpha
1731.9855402088172,-29720.916,10,1731.9855402088149,-107.6659633555647,1429.0723,0.0,3731.6573427331205,74,0.0,11244.992267296286,1935762.0,0.0,74,11244.992267296286,10,-17.670094,3731.6573427331205,2000000,1731.9855402088149,1731.9855402088172,-107.6659633555647,0.0,nan
-24.27909566478514,-22262.844,10,-24.27909566478515,-44.93825995173321,2689.178,0.0,12.77654539709204,75,0.0,-9.311962763477611,1628790.8,0.0,75,-9.311962763477611,10,-14.015364,12.77654539709204,2024000,-24.27909566478515,-24.27909566478514,-44.93825995173321,0.0,nan
-22.323176446190722,-2005.7428,10,-22.323176446190725,-52.497937669796094,3068.921,0.0,16.452126908010396,76,0.0,9.066977023473237,805219.44,0.0,76,9.066977023473237,10,-4.5545397,16.452126908010396,2048000,-22.323176446190725,-22.323176446190722,-52.497937669796094,0.0,nan
1564.345081120207,-19615.168,10,1564.3450811202065,-24.976472281006604,1700.2335,0.0,4741.347980186846,77,0.0,15788.372598378688,1488949.0,0.0,77,15788.372598378688,10,-12.024007,4741.347980186846,2072000,1564.3450811202065,1564.345081120207,-24.976472281006604,0.0,nan
2626.1023933832407,-26240.66,10,2626.10239338324,-29.686217412823577,1369.814,0.0,7930.154538308028,78,0.0,26416.559039979293,2012526.9,0.0,78,26416.559039979293,10,-14.055625,7930.154538308028,2096000,2626.10239338324,2626.1023933832407,-29.686217412823577,0.0,nan
-10.41108537418729,-27579.266,10,-10.411085374187286,-20.016753202041073,1201.0985,0.0,13.151595395519632,79,0.0,22.12380837539252,2379822.5,0.0,79,22.12380837539252,10,-14.964664,13.151595395519632,2120000,-10.411085374187286,-10.41108537418729,-20.016753202041073,0.0,nan
29.824574845519358,-32003.691,10,29.82457484551935,-36.80805129712816,736.58075,0.0,138.89490422429319,80,0.0,445.8685676615608,2851528.2,0.0,80,445.8685676615608,10,-16.294626,138.89490422429319,2144000,29.82457484551935,29.824574845519358,-36.80805129712816,0.0,nan
-11.920439781665335,-33615.273,10,-11.920439781665332,-23.43162628033781,894.4138,0.0,6.995398928281032,81,0.0,-2.032455185710028,3056777.8,0.0,81,-2.032455185710028,10,-16.272877,6.995398928281032,2168000,-11.920439781665332,-11.920439781665335,-23.43162628033781,0.0,nan
15391.794112694077,-38776.863,10,15391.794112694075,-25.254032698722263,455.57233,0.0,18726.08959790066,82,0.0,52480.94439745354,3460516.2,0.0,82,52480.94439745354,10,-18.166912,18726.08959790066,2192000,15391.794112694075,15391.794112694077,-25.254032698722263,0.0,nan
-32.85511327737939,-36019.184,10,-32.8551132773794,-80.30613510670071,1236.3427,0.0,23.38446830492899,83,0.0,-5.754470183323752,3161188.8,0.0,83,-5.754470183323752,10,-17.285793,23.38446830492899,2216000,-32.8551132773794,-32.85511327737939,-80.30613510670071,0.0,nan
-68.24842219307935,-1178.8665,10,-68.24842219307932,-86.9816311056401,5672.384,0.0,17.474879033454116,84,0.0,-39.585500052187726,763487.6,0.0,84,-39.585500052187726,10,-5.022373,17.474879033454116,2240000,-68.24842219307932,-68.24842219307935,-86.9816311056401,0.0,nan
-50.6030534012082,-1908.161,10,-50.603053401208214,-82.54200344951155,5164.0386,0.0,45.2474992989656,85,0.0,72.01811434153088,1048236.3,0.0,85,72.01811434153088,10,-5.4802938,45.2474992989656,2264000,-50.603053401208214,-50.6030534012082,-82.54200344951155,0.0,nan
-56.592040920172835,-17803.656,10,-56.59204092017281,-104.54670594382519,3362.373,0.0,41.248870696188476,86,0.0,-13.467948924061197,2787371.0,0.0,86,-13.467948924061197,10,-13.765031,41.248870696188476,2288000,-56.59204092017281,-56.592040920172835,-104.54670594382519,0.0,nan
8417.097346983606,-33095.37,10,8417.097346983606,-41.43872429648186,1417.0055,0.0,17625.907215590287,87,0.2,53579.7161770843,4068297.2,0.0,87,53579.7161770843,10,-19.59572,17625.907215590287,2312000,8417.097346983606,8417.097346983606,-41.43872429648186,0.2,nan
14094.97633642652,-41628.766,10,14094.976336426529,-120.12099569387607,2214.811,0.0,29595.44678989987,88,0.2,89921.50099213503,4838477.0,0.0,88,89921.50099213503,10,-21.218128,29595.44678989987,2336000,14094.976336426529,14094.97633642652,-120.12099569387607,0.2,nan
8226.030937675068,-46668.234,10,8226.030937675067,-111.79458061194522,1354.0853,0.0,24849.74374598751,89,0.1,82775.16105049814,5798208.0,0.0,89,82775.16105049814,10,-20.662437,24849.74374598751,2360000,8226.030937675067,8226.030937675068,-111.79458061194522,0.1,nan
7387.911868248579,-49855.56,10,7387.911868248576,-108.77702456637655,1067.5382,0.0,19662.4685350797,90,0.1,65908.4588217056,6997488.5,0.0,90,65908.4588217056,10,-20.201105,19662.4685350797,2384000,7387.911868248576,7387.911868248579,-108.77702456637655,0.1,nan
6016.457746238397,-54137.496,10,6016.457746238393,-102.30222570155048,1087.305,0.0,14558.00653281871,91,0.1,48301.22601072305,8651482.0,0.0,91,48301.22601072305,10,-20.650745,14558.00653281871,2408000,6016.457746238393,6016.457746238397,-102.30222570155048,0.1,nan
2741.929504660025,-58348.715,10,2741.9295046600246,-104.89148250004808,466.50146,0.0,4525.308963406338,92,0.0,11820.815550571091,10650329.0,0.0,92,11820.815550571091,10,-20.998053,4525.308963406338,2432000,2741.9295046600246,2741.929504660025,-104.89148250004808,0.0,nan
