MetaTest/Average/AverageReturn,MetaTrain/Average/Alpha,MetaTest/plate-slide-side-v1/SuccessRate,MetaTest/plate-slide-side-v1/NumTrajs,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,MetaTest/plate-slide-side-v1/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/plate-slide-side-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/plate-slide-side-v1/Iteration,MetaTest/plate-slide-side-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTrain/Average/QfLoss,MetaTrain/Average/PolicyLoss,TotalEnvSteps,MetaTest/plate-slide-side-v1/AverageDiscountedReturn,MetaTest/plate-slide-side-v1/TerminationRate,MetaTest/plate-slide-side-v1/StdReturn
30272.563727640827,nan,0.3,10,0.3,-15.618693,10,31572.115340411703,-113.13341132019941,82368.4670224881,0.0,-113.13341132019941,4576.3535,41,30272.563727640827,82368.4670224881,30272.56372764082,41,19963782.0,-53081.81,1208000,30272.56372764082,0.0,31572.115340411703
37229.235098335805,nan,0.3,10,0.3,-16.208244,10,36147.33012219933,2474.3478268593767,110468.9454110796,0.0,2474.3478268593767,1275.6503,42,37229.235098335805,110468.9454110796,37229.23509833579,42,21990844.0,-56692.992,1232000,37229.23509833579,0.0,36147.33012219933
74929.81356824902,nan,0.4,10,0.4,-16.801012,10,39672.22604302013,18622.728348603207,120859.65015203579,0.0,18622.728348603207,528.3854,43,74929.81356824902,120859.65015203579,74929.81356824901,43,26247790.0,-64964.23,1256000,74929.81356824901,0.0,39672.22604302013
50329.22451006139,nan,0.7,10,0.7,-17.936575,10,45049.432967189896,4005.2936043051436,123311.51655933556,0.0,4005.2936043051436,423.07187,44,50329.22451006139,123311.51655933556,50329.22451006138,44,31648878.0,-74687.016,1280000,50329.22451006138,0.0,45049.432967189896
35213.92265003938,nan,0.4,10,0.4,-18.139738,10,32772.34580885213,1226.2193402819778,110310.97664723461,0.0,1226.2193402819778,757.11523,45,35213.92265003938,110310.97664723461,35213.922650039385,45,37473290.0,-84569.39,1304000,35213.922650039385,0.0,32772.34580885213
28434.802174906956,nan,0.3,10,0.3,-18.21032,10,31353.060969258528,-20.457655717332436,91733.76580181048,0.0,-20.457655717332436,3349.459,46,28434.802174906956,91733.76580181048,28434.802174906967,46,44973644.0,-93735.76,1328000,28434.802174906967,0.0,31353.060969258528
38047.471566129985,nan,0.2,10,0.2,-17.853735,10,40118.59700303932,397.6921035479218,129376.802862252,0.0,397.6921035479218,10307.417,47,38047.471566129985,129376.802862252,38047.471566129985,47,47725476.0,-89527.13,1352000,38047.471566129985,0.0,40118.59700303932
28694.229574299174,nan,0.0,10,0.0,-18.098804,10,29205.447362315557,-93.65498619562247,66266.60238557291,0.0,-93.65498619562247,19580.62,48,28694.229574299174,66266.60238557291,28694.229574299174,48,44685404.0,-79515.13,1376000,28694.229574299174,0.0,29205.447362315557
64444.338623129865,nan,0.3,10,0.3,-18.791773,10,42755.59263553643,15493.548806119306,133645.32162642988,0.0,15493.548806119306,1518.6493,49,64444.338623129865,133645.32162642988,64444.33862312986,49,53311796.0,-103571.3,1400000,64444.33862312986,0.0,42755.59263553643
78247.77884748054,nan,0.4,10,0.4,-19.816303,10,32728.291441789508,23332.013529577063,135704.29335369053,0.0,23332.013529577063,445.27548,50,78247.77884748054,135704.29335369053,78247.77884748054,50,59620344.0,-107975.24,1424000,78247.77884748054,0.0,32728.291441789508
97385.60374066482,nan,0.4,10,0.4,-20.491644,10,58663.19009180639,7354.4501338709515,220346.2440155116,0.0,7354.4501338709515,984.81885,51,97385.60374066482,220346.2440155116,97385.60374066482,51,57340612.0,-96553.74,1448000,97385.60374066482,0.0,58663.19009180639
92682.99932977745,nan,0.2,10,0.2,-20.726992,10,22025.87682858768,57413.56148557438,129835.85932205583,0.0,57413.56148557438,453.605,52,92682.99932977745,129835.85932205583,92682.99932977746,52,61454796.0,-107657.14,1472000,92682.99932977746,0.0,22025.87682858768
69716.63199701361,nan,0.6,10,0.6,-20.710104,10,38155.43142260611,9885.416956622823,128229.41131543997,0.0,9885.416956622823,403.03726,53,69716.63199701361,128229.41131543997,69716.63199701362,53,67514790.0,-116848.44,1496000,69716.63199701362,0.0,38155.43142260611
45830.832035318854,nan,0.1,10,0.1,-20.371809,10,46273.57766650709,-84.32568462412688,99306.20095403239,0.0,-84.32568462412688,620.03687,54,45830.832035318854,99306.20095403239,45830.83203531885,54,72755304.0,-125652.58,1520000,45830.83203531885,0.0,46273.57766650709
64465.094608028114,nan,0.2,10,0.2,-20.109606,10,33264.444308648344,10249.49217630237,128369.17417767293,0.0,10249.49217630237,651.9737,55,64465.094608028114,128369.17417767293,64465.094608028114,55,82161416.0,-138660.64,1544000,64465.094608028114,0.0,33264.444308648344
55277.230312150146,nan,0.1,10,0.1,-21.285877,10,40400.31366274082,12096.139428291432,143599.03751003824,0.0,12096.139428291432,491.20193,56,55277.230312150146,143599.03751003824,55277.23031215013,56,95627640.0,-158310.28,1568000,55277.23031215013,0.0,40400.31366274082
79930.27963871884,nan,0.1,10,0.1,-21.43352,10,26073.284666512536,30756.849738862384,114562.25028581981,0.0,30756.849738862384,1331.364,57,79930.27963871884,114562.25028581981,79930.27963871884,57,107255256.0,-177059.55,1592000,79930.27963871884,0.0,26073.284666512536
84862.76048434788,nan,0.5,10,0.5,-21.861523,10,53306.85517073089,8196.082617026608,177399.4191675727,0.0,8196.082617026608,425.86032,58,84862.76048434788,177399.4191675727,84862.7604843479,58,114024376.0,-187005.66,1616000,84862.7604843479,0.0,53306.85517073089
93929.48555901069,nan,0.4,10,0.4,-22.381304,10,36050.411446079124,35780.879253736035,136201.1769602611,0.0,35780.879253736035,335.53107,59,93929.48555901069,136201.1769602611,93929.48555901069,59,121652460.0,-200286.66,1640000,93929.48555901069,0.0,36050.411446079124
60671.52570359952,nan,0.4,10,0.4,-22.384144,10,52212.76616638272,9428.80519165972,185737.72450486844,0.0,9428.80519165972,510.3665,60,60671.52570359952,185737.72450486844,60671.525703599524,60,122972630.0,-207553.5,1664000,60671.525703599524,0.0,52212.76616638272
93751.84526221032,nan,0.6,10,0.6,-22.50949,10,56916.78959325644,7969.968732131374,219136.9464409869,0.0,7969.968732131374,696.8779,61,93751.84526221032,219136.9464409869,93751.84526221034,61,128243760.0,-215575.94,1688000,93751.84526221034,0.0,56916.78959325644
93516.65274561277,nan,0.4,10,0.4,-22.882141,10,42606.616025626914,23994.826014463295,154859.95777939566,0.0,23994.826014463295,427.0865,62,93516.65274561277,154859.95777939566,93516.65274561278,62,130649580.0,-226877.77,1712000,93516.65274561278,0.0,42606.616025626914
74454.89120582277,nan,0.6,10,0.6,-23.414276,10,46298.14926069432,12189.245207923605,134316.6849901191,0.0,12189.245207923605,12373.895,63,74454.89120582277,134316.6849901191,74454.89120582276,63,130428720.0,-237426.34,1736000,74454.89120582276,0.0,46298.14926069432
90431.37844314732,nan,0.4,10,0.4,-22.714,10,37387.50930563844,40590.383678210404,139644.66195445042,0.0,40590.383678210404,682.6675,64,90431.37844314732,139644.66195445042,90431.37844314732,64,126513510.0,-234694.78,1760000,90431.37844314732,0.0,37387.50930563844
47008.293107110076,nan,0.0,10,0.0,-23.171402,10,12898.056573120894,33515.860532825456,78971.06346835256,0.0,33515.860532825456,361.05798,65,47008.293107110076,78971.06346835256,47008.29310711008,65,130052990.0,-246141.31,1784000,47008.29310711008,0.0,12898.056573120894
77706.6024970154,nan,0.4,10,0.4,-24.203293,10,24836.776126966688,29882.29781356714,104223.81648532614,0.0,29882.29781356714,255.5021,66,77706.6024970154,104223.81648532614,77706.60249701535,66,130561000.0,-250617.95,1808000,77706.60249701535,0.0,24836.776126966688
102363.26566530747,nan,0.4,10,0.4,-24.47121,10,33302.691855493096,51109.23320770008,170286.197339289,0.0,51109.23320770008,18192.393,67,102363.26566530747,170286.197339289,102363.2656653075,67,133695850.0,-248451.78,1832000,102363.2656653075,0.0,33302.691855493096
79573.27144634687,nan,0.6,10,0.6,-24.75321,10,42859.54220397053,14315.16903334719,160860.48362601813,0.0,14315.16903334719,6467.966,68,79573.27144634687,160860.48362601813,79573.27144634686,68,135651630.0,-252760.1,1856000,79573.27144634686,0.0,42859.54220397053
84176.11313115121,nan,0.7,10,0.7,-25.06345,10,45137.25837353505,10770.832585240414,144803.1267421072,0.0,10770.832585240414,305.59787,69,84176.11313115121,144803.1267421072,84176.11313115121,69,141782820.0,-261775.6,1880000,84176.11313115121,0.0,45137.25837353505
17916.919603291746,nan,0.1,10,0.1,-24.781296,10,36288.86932244741,-114.45953321101457,101023.97390878602,0.0,-114.45953321101457,505.10025,70,17916.919603291746,101023.97390878602,17916.919603291746,70,133585710.0,-241363.84,1904000,17916.919603291746,0.0,36288.86932244741
93439.84179236853,nan,0.5,10,0.5,-24.360706,10,31812.35564577312,48090.44790547922,165405.29466074292,0.0,48090.44790547922,15611.056,71,93439.84179236853,165405.29466074292,93439.84179236855,71,124708664.0,-210484.31,1928000,93439.84179236855,0.0,31812.35564577312
64041.9894790928,nan,0.5,10,0.5,-25.909239,10,43814.665585846895,71.65200081721645,122988.44395537082,0.0,71.65200081721645,13423.864,72,64041.9894790928,122988.44395537082,64041.98947909279,72,142555220.0,-266081.44,1952000,64041.98947909279,0.0,43814.665585846895
74990.98308305275,nan,0.4,10,0.4,-26.102837,10,36377.86269149738,43922.69717547068,174119.93438899412,0.0,43922.69717547068,10553.946,73,74990.98308305275,174119.93438899412,74990.98308305274,73,144219470.0,-278114.56,1976000,74990.98308305274,0.0,36377.86269149738
82456.56614479239,nan,0.4,10,0.4,-26.0335,10,20895.228615142863,47152.47948072657,118084.28512510589,0.0,47152.47948072657,6827.91,74,82456.56614479239,118084.28512510589,82456.56614479239,74,147433820.0,-284059.97,2000000,82456.56614479239,0.0,20895.228615142863
69202.64640263203,nan,0.8,10,0.8,-26.139551,10,34923.51149245452,-4.987049078052591,119327.66170983404,0.0,-4.987049078052591,209.5975,75,69202.64640263203,119327.66170983404,69202.64640263203,75,147497570.0,-285199.94,2024000,69202.64640263203,0.0,34923.51149245452
105970.79770171738,nan,0.8,10,0.8,-25.75075,10,18109.231102556616,85282.2032906606,136407.74854317374,0.0,85282.2032906606,181.69315,76,105970.79770171738,136407.74854317374,105970.7977017174,76,149299400.0,-285689.28,2048000,105970.7977017174,0.0,18109.231102556616
90036.32940729658,nan,0.6,10,0.6,-25.505724,10,28760.41513176751,38637.32341943868,124548.20555939745,0.0,38637.32341943868,6451.326,77,90036.32940729658,124548.20555939745,90036.3294072966,77,144163860.0,-277737.2,2072000,90036.3294072966,0.0,28760.41513176751
82232.69909182585,nan,0.6,10,0.6,-25.721975,10,32904.079834292344,34509.78431738926,153902.71404463964,0.0,34509.78431738926,11759.208,78,82232.69909182585,153902.71404463964,82232.69909182585,78,144947340.0,-280866.7,2096000,82232.69909182585,0.0,32904.079834292344
83549.25283745336,nan,0.5,10,0.5,-25.638056,10,37842.54840696093,39439.64923566269,155816.36624236315,0.0,39439.64923566269,21935.924,79,83549.25283745336,155816.36624236315,83549.25283745333,79,144155570.0,-282117.2,2120000,83549.25283745333,0.0,37842.54840696093
63308.080158984194,nan,0.3,10,0.3,-25.41242,10,31810.84238894094,18239.709020411414,107560.02561460898,0.0,18239.709020411414,6558.0176,80,63308.080158984194,107560.02561460898,63308.08015898421,80,146625020.0,-285718.44,2144000,63308.08015898421,0.0,31810.84238894094
106016.52079040499,nan,0.6,10,0.6,-25.130444,10,23731.542482253564,58914.71804005942,152316.9308276296,0.0,58914.71804005942,13177.486,81,106016.52079040499,152316.9308276296,106016.52079040499,81,145985820.0,-283842.6,2168000,106016.52079040499,0.0,23731.542482253564
112834.22824161772,nan,0.8,10,0.8,-24.995115,10,48793.6138830896,53679.171188540386,219137.33980943423,0.0,53679.171188540386,6917.8203,82,112834.22824161772,219137.33980943423,112834.22824161772,82,150543200.0,-287955.47,2192000,112834.22824161772,0.0,48793.6138830896
71587.02423956555,nan,0.5,10,0.5,-25.08973,10,31863.551964897357,10041.977444102913,109200.41603138854,0.0,10041.977444102913,13010.586,83,71587.02423956555,109200.41603138854,71587.02423956555,83,237198560.0,-297355.0,2216000,71587.02423956555,0.0,31863.551964897357
87010.45047995911,nan,0.7,10,0.7,-24.570574,10,41194.60592191225,26509.205666165883,150228.15296580884,0.0,26509.205666165883,22989.19,84,87010.45047995911,150228.15296580884,87010.45047995906,84,153774300.0,-289216.62,2240000,87010.45047995906,0.0,41194.60592191225
82112.30487542825,nan,0.6,10,0.6,-24.424324,10,51053.41087703859,8207.884602857073,184154.92024312014,0.0,8207.884602857073,13257.092,85,82112.30487542825,184154.92024312014,82112.30487542826,85,150763800.0,-286690.16,2264000,82112.30487542826,0.0,51053.41087703859
111181.20712383115,nan,0.8,10,0.8,-24.733543,10,46457.57862200153,21252.419233055756,198468.72478984165,0.0,21252.419233055756,17301.889,86,111181.20712383115,198468.72478984165,111181.20712383112,86,154669810.0,-291489.16,2288000,111181.20712383112,0.0,46457.57862200153
106582.136802161,nan,0.7,10,0.7,-24.876501,10,23449.91265730262,58099.593983033286,136830.09023107876,0.0,58099.593983033286,4237.305,87,106582.136802161,136830.09023107876,106582.13680216097,87,156736450.0,-298897.2,2312000,106582.13680216097,0.0,23449.91265730262
64858.10862492906,nan,0.5,10,0.5,-24.84247,10,38189.96116879253,9688.210760062113,126629.00980076076,0.0,9688.210760062113,1728.1185,88,64858.10862492906,126629.00980076076,64858.10862492906,88,157250780.0,-299980.47,2336000,64858.10862492906,0.0,38189.96116879253
78912.89840291558,nan,0.6,10,0.6,-24.916328,10,40080.009471541285,28978.295313824077,154327.00561212763,0.0,28978.295313824077,321.52432,89,78912.89840291558,154327.00561212763,78912.89840291554,89,157620750.0,-302848.56,2360000,78912.89840291554,0.0,40080.009471541285
99047.13319289373,nan,0.7,10,0.7,-24.858994,10,38416.403229959265,30816.90392760139,154407.46852015943,0.0,30816.90392760139,216.95366,90,99047.13319289373,154407.46852015943,99047.13319289373,90,160155680.0,-303285.56,2384000,99047.13319289373,0.0,38416.403229959265
86073.6599747838,nan,0.6,10,0.6,-24.970104,10,43127.21479273105,31479.214537503798,159919.30166958857,0.0,31479.214537503798,340.04068,91,86073.6599747838,159919.30166958857,86073.6599747838,91,160867940.0,-305209.16,2408000,86073.6599747838,0.0,43127.21479273105
89482.3313528571,nan,0.5,10,0.5,-25.213022,10,48193.304723869944,27676.292866541557,169323.95973637185,0.0,27676.292866541557,1344.4346,92,89482.3313528571,169323.95973637185,89482.33135285709,92,162624580.0,-305374.88,2432000,89482.33135285709,0.0,48193.304723869944
103539.78585884513,nan,0.5,10,0.5,-25.456518,10,54342.64449658986,29557.665383775773,201021.34965128257,0.0,29557.665383775773,4534.793,93,103539.78585884513,201021.34965128257,103539.78585884515,93,166101870.0,-310084.25,2456000,103539.78585884515,0.0,54342.64449658986
106285.21438772394,nan,0.8,10,0.8,-25.832197,10,44011.29877265384,13956.173561954622,148393.35996977225,0.0,13956.173561954622,6383.339,94,106285.21438772394,148393.35996977225,106285.21438772394,94,164987250.0,-310784.8,2480000,106285.21438772394,0.0,44011.29877265384
122295.54656113447,nan,0.9,10,0.9,-25.763996,10,53358.63542290715,14038.853600446042,202427.7946149712,0.0,14038.853600446042,309.85443,95,122295.54656113447,202427.7946149712,122295.54656113448,95,168229040.0,-319766.88,2504000,122295.54656113448,0.0,53358.63542290715
