MetaTest/push-wall-v1/Iteration,MetaTest/push-wall-v1/StdReturn,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/StdReturn,MetaTest/Average/MaxReturn,MetaTest/push-wall-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/push-wall-v1/SuccessRate,MetaTest/Average/Iteration,MetaTest/Average/NumTrajs,MetaTest/push-wall-v1/MinReturn,MetaTest/push-wall-v1/AverageDiscountedReturn,MetaTest/push-wall-v1/MaxReturn,MetaTest/push-wall-v1/NumTrajs,MetaTest/push-wall-v1/AverageReturn
10,31.26882802442962,0.0,0.0,464000,-76.95276579008319,31.26882802442962,1.9609302599741725,0.0,-76.95276579008318,-103.35222982428238,0.0,10,10,-103.35222982428238,-76.95276579008318,1.9609302599741725,10,-76.95276579008319
11,2752.6584878809213,0.0,0.0,488000,1076.7710445243354,2752.6584878809213,9149.00249256395,0.0,1076.7710445243342,-91.82966609212582,0.0,11,10,-91.82966609212582,1076.7710445243342,9149.00249256395,10,1076.7710445243354
12,12.250196038131678,0.0,0.0,512000,-36.39087882384829,12.250196038131678,-19.052665015571222,0.0,-36.3908788238483,-59.31376451214103,0.0,12,10,-59.31376451214103,-36.3908788238483,-19.052665015571222,10,-36.39087882384829
13,6048.308035581192,0.0,0.0,536000,1979.057602492845,6048.308035581192,20122.93090665674,0.0,1979.057602492845,-91.66238897774278,0.0,13,10,-91.66238897774278,1979.057602492845,20122.93090665674,10,1979.057602492845
14,37.83783229607217,0.0,0.0,560000,-55.95960936091814,37.83783229607217,16.88214992593159,0.0,-55.95960936091815,-114.52853377512666,0.0,14,10,-114.52853377512666,-55.95960936091815,16.88214992593159,10,-55.95960936091814
15,30164.991991223356,0.0,0.1,584000,10035.918992472578,30164.991991223356,100530.50162328998,0.0,10035.918992472578,-95.50546880172774,0.1,15,10,-95.50546880172774,10035.918992472578,100530.50162328998,10,10035.918992472578
16,21.924244603865947,0.0,0.0,608000,-69.10133278466085,21.924244603865947,-37.01150469643018,0.0,-69.10133278466084,-100.87222744839656,0.0,16,10,-100.87222744839656,-69.10133278466084,-37.01150469643018,10,-69.10133278466085
17,105.81654856638922,0.0,0.0,632000,-23.13749699760164,105.81654856638922,266.63046584940895,0.0,-23.137496997601705,-117.52317806346463,0.0,17,10,-117.52317806346463,-23.137496997601705,266.63046584940895,10,-23.13749699760164
18,11231.69915429239,0.0,0.0,656000,3708.0983737354736,11231.69915429239,37402.78866804949,0.0,3708.0983737354713,-103.79377942639148,0.0,18,10,-103.79377942639148,3708.0983737354713,37402.78866804949,10,3708.0983737354736
19,939.3755933033887,0.0,0.0,680000,296.14747136407016,939.3755933033887,3092.7958086483286,0.0,296.1474713640702,-100.1953165729081,0.0,19,10,-100.1953165729081,296.1474713640702,3092.7958086483286,10,296.14747136407016
20,615.5037193015306,0.0,0.0,704000,231.24503472431638,615.5037193015306,1791.4253570990372,0.0,231.24503472431638,-136.6893488833027,0.0,20,10,-136.6893488833027,231.24503472431638,1791.4253570990372,10,231.24503472431638
21,571.2975653359628,0.0,0.1,728000,105.2685498303188,571.2975653359628,1816.4739119727992,0.0,105.2685498303189,-124.28680964567786,0.1,21,10,-124.28680964567786,105.2685498303189,1816.4739119727992,10,105.2685498303188
22,10.345805330251721,0.0,0.0,752000,-32.888761815738874,10.345805330251721,-16.525421758127766,0.0,-32.888761815738874,-44.98765610485759,0.0,22,10,-44.98765610485759,-32.888761815738874,-16.525421758127766,10,-32.888761815738874
23,22547.15271370131,0.0,0.0,776000,10210.464699811633,22547.15271370131,74348.7477329897,0.0,10210.464699811635,-78.1526346094722,0.0,23,10,-78.1526346094722,10210.464699811635,74348.7477329897,10,10210.464699811633
24,30.854828875036148,0.0,0.0,800000,-44.1831059839687,30.854828875036148,-4.486303802748167,0.0,-44.1831059839687,-90.46245196667121,0.0,24,10,-90.46245196667121,-44.1831059839687,-4.486303802748167,10,-44.1831059839687
25,82.19587159233248,0.0,0.0,824000,-48.64320672101,82.19587159233248,182.05738155832663,0.0,-48.64320672101003,-111.33817552763918,0.0,25,10,-111.33817552763918,-48.64320672101003,182.05738155832663,10,-48.64320672101
26,35.69137505366583,0.0,0.0,848000,-57.283872407855746,35.69137505366583,10.72058216768285,0.0,-57.283872407855746,-98.10594301897709,0.0,26,10,-98.10594301897709,-57.283872407855746,10.72058216768285,10,-57.283872407855746
27,3647.2721460252137,0.0,0.2,872000,1190.6553745229237,3647.2721460252137,12131.986926284573,0.0,1190.6553745229223,-94.08335426339269,0.2,27,10,-94.08335426339269,1190.6553745229223,12131.986926284573,10,1190.6553745229237
28,7906.274961082002,0.0,0.0,896000,2586.914468000291,7906.274961082002,26304.169591661284,0.0,2586.914468000293,-108.44004627310565,0.0,28,10,-108.44004627310565,2586.914468000293,26304.169591661284,10,2586.914468000291
29,29.421969482485462,0.0,0.0,920000,-58.62808564721142,29.421969482485462,-14.37634547731955,0.0,-58.628085647211414,-89.83919454161153,0.0,29,10,-89.83919454161153,-58.628085647211414,-14.37634547731955,10,-58.62808564721142
30,65.00368145358341,0.0,0.0,944000,-55.17406595105101,65.00368145358341,132.4306270010022,0.0,-55.174065951051034,-94.61250874304523,0.0,30,10,-94.61250874304523,-55.174065951051034,132.4306270010022,10,-55.17406595105101
31,127.96862436445971,0.0,0.0,968000,-2.0214751879620088,127.96862436445971,276.8349653141133,0.0,-2.021475187962031,-93.33326741968196,0.0,31,10,-93.33326741968196,-2.021475187962031,276.8349653141133,10,-2.0214751879620088
32,6107.602178014135,0.0,0.0,992000,2213.936478707372,6107.602178014135,20492.18541293948,0.0,2213.9364787073728,-118.89961723563442,0.0,32,10,-118.89961723563442,2213.9364787073728,20492.18541293948,10,2213.936478707372
33,993.3872997051717,0.0,0.0,1016000,592.0194129798789,993.3872997051717,2436.155806359718,0.0,592.019412979879,-95.6009926419656,0.0,33,10,-95.6009926419656,592.019412979879,2436.155806359718,10,592.0194129798789
34,50.40885084364897,0.0,0.1,1040000,-25.420352831486174,50.40885084364897,109.31213784791464,0.0,-25.420352831486163,-78.16933387989239,0.1,34,10,-78.16933387989239,-25.420352831486163,109.31213784791464,10,-25.420352831486174
35,1724.7145280537125,0.0,0.1,1064000,864.4382272979635,1724.7145280537125,4500.861807794694,0.0,864.438227297964,-194.76148397651184,0.1,35,10,-194.76148397651184,864.438227297964,4500.861807794694,10,864.4382272979635
36,4737.019368390139,0.0,0.1,1088000,1802.5530222887483,4737.019368390139,15948.13522008787,0.0,1802.5530222887487,-93.9442626931524,0.1,36,10,-93.9442626931524,1802.5530222887487,15948.13522008787,10,1802.5530222887483
37,41.79520492064985,0.0,0.0,1112000,-66.36119487453817,41.79520492064985,-17.887190541846078,0.0,-66.36119487453819,-111.70753634256253,0.0,37,10,-111.70753634256253,-66.36119487453819,-17.887190541846078,10,-66.36119487453817
38,4644.947888072507,0.0,0.1,1136000,1547.0731740038427,4644.947888072507,15476.840629564978,0.0,1547.0731740038432,-106.97188475260081,0.1,38,10,-106.97188475260081,1547.0731740038432,15476.840629564978,10,1547.0731740038427
39,159.38404163223166,0.0,0.0,1160000,-20.258442017269633,159.38404163223166,452.0268745611913,0.0,-20.25844201726968,-100.6257830676111,0.0,39,10,-100.6257830676111,-20.25844201726968,452.0268745611913,10,-20.258442017269633
40,1334.262996071667,0.0,0.1,1184000,356.6217657784663,1334.262996071667,4352.995684225741,0.0,356.62176577846583,-300.16787478587617,0.1,40,10,-300.16787478587617,356.62176577846583,4352.995684225741,10,356.6217657784663
41,9984.679398519767,0.0,0.2,1208000,5536.442483237775,9984.679398519767,26188.137948069656,0.0,5536.442483237774,-43.13943865709718,0.2,41,10,-43.13943865709718,5536.442483237774,26188.137948069656,10,5536.442483237775
42,4952.452526036107,0.0,0.3,1232000,1608.514449417661,4952.452526036107,16462.791355303765,0.0,1608.5144494176598,-125.36542413655943,0.3,42,10,-125.36542413655943,1608.5144494176598,16462.791355303765,10,1608.514449417661
43,53037.09444073197,0.0,0.1,1256000,17878.107209844624,53037.09444073197,176977.42719071417,0.0,17878.107209844635,-127.94629473905816,0.1,43,10,-127.94629473905816,17878.107209844635,176977.42719071417,10,17878.107209844624
44,23715.071496389155,0.0,0.1,1280000,8015.318684698694,23715.071496389155,79147.87126166448,0.0,8015.318684698686,-179.90664977138812,0.1,44,10,-179.90664977138812,8015.318684698686,79147.87126166448,10,8015.318684698694
45,37007.77562490949,0.0,0.1,1304000,12304.396343418306,37007.77562490949,123327.60649603979,0.0,12304.396343418313,-102.58606765132865,0.1,45,10,-102.58606765132865,12304.396343418313,123327.60649603979,10,12304.396343418306
46,22997.10690966287,0.0,0.1,1328000,7985.629584625244,22997.10690966287,76911.52596897366,0.0,7985.629584625242,-64.67949872629312,0.1,46,10,-64.67949872629312,7985.629584625242,76911.52596897366,10,7985.629584625244
47,464.5279758516817,0.0,0.0,1352000,181.91401347861478,464.5279758516817,1368.063135082991,0.0,181.9140134786149,-54.681187404622676,0.0,47,10,-54.681187404622676,181.9140134786149,1368.063135082991,10,181.91401347861478
48,11.413805173267313,0.0,0.0,1376000,-44.765535338571325,11.413805173267313,-20.04956887776397,0.0,-44.765535338571325,-60.127674254958386,0.0,48,10,-60.127674254958386,-44.765535338571325,-20.04956887776397,10,-44.765535338571325
49,2625.8824420949386,0.0,0.1,1400000,1460.28745742322,2625.8824420949386,7926.805712106693,0.0,1460.2874574232208,-252.5805031009037,0.1,49,10,-252.5805031009037,1460.2874574232208,7926.805712106693,10,1460.28745742322
50,5890.129909433458,0.0,0.2,1424000,3024.535902132183,5890.129909433458,16911.87767606482,0.0,3024.5359021321847,-57.34114626944781,0.2,50,10,-57.34114626944781,3024.5359021321847,16911.87767606482,10,3024.535902132183
51,127.72046002663146,0.0,0.1,1448000,21.98004178677328,127.72046002663146,331.20057783208915,0.0,21.980041786773292,-100.72126598860935,0.1,51,10,-100.72126598860935,21.980041786773292,331.20057783208915,10,21.98004178677328
52,28692.036922987874,0.0,0.0,1472000,11887.936453987957,28692.036922987874,95205.98804902125,0.0,11887.93645398795,-139.7524612419974,0.0,52,10,-139.7524612419974,11887.93645398795,95205.98804902125,10,11887.936453987957
53,6437.590906023902,0.0,0.1,1496000,2614.3085958439115,6437.590906023902,21602.151598110726,0.0,2614.3085958439115,-80.41829117353554,0.1,53,10,-80.41829117353554,2614.3085958439115,21602.151598110726,10,2614.3085958439115
54,1235.452460337558,0.0,0.1,1520000,709.53756470859,1235.452460337558,3692.948711718049,0.0,709.5375647085901,-103.80662345270642,0.1,54,10,-103.80662345270642,709.5375647085901,3692.948711718049,10,709.53756470859
55,8484.05790424052,0.0,0.1,1544000,6100.45378231338,8484.05790424052,25763.42792963078,0.0,6100.453782313381,-50.4936275431163,0.1,55,10,-50.4936275431163,6100.453782313381,25763.42792963078,10,6100.45378231338
56,29574.66055547787,0.0,0.2,1568000,15369.126003984744,29574.66055547787,84341.75018312485,0.0,15369.12600398474,-40.44878677246908,0.2,56,10,-40.44878677246908,15369.12600398474,84341.75018312485,10,15369.126003984744
57,1208.3475337546374,0.0,0.1,1592000,603.006508398498,1208.3475337546374,3570.1877851874174,0.0,603.0065083984982,-108.27750291072509,0.1,57,10,-108.27750291072509,603.0065083984982,3570.1877851874174,10,603.006508398498
58,38468.68167305221,0.0,0.7,1616000,18812.200130459743,38468.68167305221,111520.2800238668,0.0,18812.20013045974,-134.39956245271225,0.7,58,10,-134.39956245271225,18812.20013045974,111520.2800238668,10,18812.200130459743
59,5651.785693217952,0.0,0.2,1640000,2122.2018128851937,5651.785693217952,18903.381858762463,0.0,2122.2018128851937,-82.42587682378189,0.2,59,10,-82.42587682378189,2122.2018128851937,18903.381858762463,10,2122.2018128851937
60,174.05111710748105,0.0,0.1,1664000,23.16026493627968,174.05111710748105,543.7559962520819,0.0,23.160264936279724,-58.02809673533568,0.1,60,10,-58.02809673533568,23.160264936279724,543.7559962520819,10,23.16026493627968
61,29224.25366975134,0.0,0.1,1688000,12144.534752835538,29224.25366975134,98028.26006009235,0.0,12144.534752835541,-42.29182288918157,0.1,61,10,-42.29182288918157,12144.534752835541,98028.26006009235,10,12144.534752835538
62,43086.50393666896,0.0,0.3,1712000,21438.656732109073,43086.50393666896,141727.88732388982,0.0,21438.656732109066,-101.10578157975775,0.3,62,10,-101.10578157975775,21438.656732109066,141727.88732388982,10,21438.656732109073
63,37354.52189325563,0.0,0.3,1736000,19135.77978194436,37354.52189325563,116487.74605720004,0.0,19135.77978194436,-151.28461984032663,0.3,63,10,-151.28461984032663,19135.77978194436,116487.74605720004,10,19135.77978194436
64,16556.39168832828,0.0,0.2,1760000,7916.207862192803,16556.39168832828,55117.08641737814,0.0,7916.207862192804,-44.88339532435717,0.2,64,10,-44.88339532435717,7916.207862192804,55117.08641737814,10,7916.207862192803
65,289.5562875704259,0.0,0.2,1784000,65.02954093451594,289.5562875704259,927.1644624251345,0.0,65.02954093451588,-90.00817463843883,0.2,65,10,-90.00817463843883,65.02954093451588,927.1644624251345,10,65.02954093451594
66,17716.89616985743,0.0,0.2,1808000,9329.900159988312,17716.89616985743,49712.15853203274,0.0,9329.900159988309,-100.3917363082768,0.2,66,10,-100.3917363082768,9329.900159988309,49712.15853203274,10,9329.900159988312
67,39013.78422887341,0.0,0.1,1832000,14038.432282909358,39013.78422887341,130990.32717168881,0.0,14038.432282909358,-116.01433057118982,0.1,67,10,-116.01433057118982,14038.432282909358,130990.32717168881,10,14038.432282909358
68,708.3973819788956,0.0,0.1,1856000,185.11984923457732,708.3973819788956,2309.0261528422925,0.0,185.1198492345771,-97.99181348971388,0.1,68,10,-97.99181348971388,185.1198492345771,2309.0261528422925,10,185.11984923457732
69,71977.98978855873,0.0,0.1,1880000,25954.823226514127,71977.98978855873,241402.65869884958,0.0,25954.823226514138,-97.96820904173632,0.1,69,10,-97.96820904173632,25954.823226514138,241402.65869884958,10,25954.823226514127
70,4312.87970413161,0.0,0.1,1904000,2832.254511993587,4312.87970413161,13858.093387703213,0.0,2832.2545119935894,-87.50532884642679,0.1,70,10,-87.50532884642679,2832.2545119935894,13858.093387703213,10,2832.254511993587
71,2967.8798739434183,0.0,0.2,1928000,1090.8956909241713,2967.8798739434183,9904.656941761632,0.0,1090.895690924172,-143.74249191734498,0.2,71,10,-143.74249191734498,1090.895690924172,9904.656941761632,10,1090.8956909241713
72,3942.944362799768,0.0,0.0,1952000,2624.0252384352075,3942.944362799768,11202.568818141559,0.0,2624.0252384352075,-83.21475009722985,0.0,72,10,-83.21475009722985,2624.0252384352075,11202.568818141559,10,2624.0252384352075
73,11489.775374658664,0.0,0.3,1976000,6553.952056695464,11489.775374658664,37805.8634038064,0.0,6553.952056695464,-28.013957539140492,0.3,73,10,-28.013957539140492,6553.952056695464,37805.8634038064,10,6553.952056695464
74,13.846873695278488,0.0,0.2,2000000,-23.148237777549156,13.846873695278488,-6.510858655462518,0.0,-23.14823777754915,-58.01057658143084,0.2,74,10,-58.01057658143084,-23.14823777754915,-6.510858655462518,10,-23.148237777549156
75,8.690087606264523,0.0,0.0,2024000,-37.23559872002742,8.690087606264523,-19.702238571004756,0.0,-37.235598720027426,-48.18604395316975,0.0,75,10,-48.18604395316975,-37.235598720027426,-19.702238571004756,10,-37.23559872002742
76,44393.317882230884,0.0,0.1,2048000,16872.311004662617,44393.317882230884,148836.15879046996,0.0,16872.311004662606,-44.64044087011617,0.1,76,10,-44.64044087011617,16872.311004662606,148836.15879046996,10,16872.311004662617
77,8274.5033918808,0.0,0.1,2072000,5375.526263218457,8274.5033918808,24583.68048010427,0.0,5375.526263218459,-43.60286842688417,0.1,77,10,-43.60286842688417,5375.526263218459,24583.68048010427,10,5375.526263218457
78,39681.67181913028,0.0,0.2,2096000,26089.548796727482,39681.67181913028,141130.8450183498,0.0,26089.548796727475,-15.682343753410267,0.2,78,10,-15.682343753410267,26089.548796727475,141130.8450183498,10,26089.548796727482
79,35547.35572161177,0.0,0.1,2120000,21892.639765570777,35547.35572161177,100808.12958878302,0.0,21892.639765570795,-84.9959845698828,0.1,79,10,-84.9959845698828,21892.639765570795,100808.12958878302,10,21892.639765570777
80,89341.06622016785,0.0,0.4,2144000,58407.37840279941,89341.06622016785,280617.7577680111,0.0,58407.378402799426,-59.366821123467986,0.4,80,10,-59.366821123467986,58407.378402799426,280617.7577680111,10,58407.37840279941
81,48407.97086843875,0.0,0.2,2168000,19222.811005079915,48407.97086843875,163510.58718593835,0.0,19222.81100507991,-119.37383542849933,0.2,81,10,-119.37383542849933,19222.81100507991,163510.58718593835,10,19222.811005079915
82,7061.2734937874275,0.0,0.0,2192000,4537.202588275735,7061.2734937874275,21255.182151583394,0.0,4537.202588275735,-107.72775682737385,0.0,82,10,-107.72775682737385,4537.202588275735,21255.182151583394,10,4537.202588275735
83,29876.66244972706,0.0,0.1,2216000,15440.147783612349,29876.66244972706,101573.55313526368,0.0,15440.147783612352,-133.28491542382756,0.1,83,10,-133.28491542382756,15440.147783612352,101573.55313526368,10,15440.147783612349
84,76039.41842166688,0.0,0.2,2240000,40425.41284795347,76039.41842166688,257766.78204689545,0.0,40425.41284795348,-22.435555763754742,0.2,84,10,-22.435555763754742,40425.41284795348,257766.78204689545,10,40425.41284795347
85,5138.203771470785,0.0,0.1,2264000,4204.637516689019,5138.203771470785,14881.053253348788,0.0,4204.637516689018,-18.588603136807198,0.1,85,10,-18.588603136807198,4204.637516689018,14881.053253348788,10,4204.637516689019
86,59391.7710657966,0.0,0.2,2288000,38112.55613869058,59391.7710657966,188098.21446842785,0.0,38112.5561386906,-18.201880894501624,0.2,86,10,-18.201880894501624,38112.5561386906,188098.21446842785,10,38112.55613869058
87,12226.877467261707,0.0,0.1,2312000,16429.092477766615,12226.877467261707,41413.45286131793,0.0,16429.092477766615,-16.642347233020647,0.1,87,10,-16.642347233020647,16429.092477766615,41413.45286131793,10,16429.092477766615
88,5232.3204209055375,0.0,0.1,2336000,1994.5500221953323,5232.3204209055375,17474.44097651757,0.0,1994.5500221953328,-114.48368478665466,0.1,88,10,-114.48368478665466,1994.5500221953328,17474.44097651757,10,1994.5500221953323
89,72152.52882405378,0.0,0.2,2360000,25341.923461851038,72152.52882405378,241525.91523650827,0.0,25341.923461851045,-62.212354700588634,0.2,89,10,-62.212354700588634,25341.923461851045,241525.91523650827,10,25341.923461851038
90,3232.937676787746,0.0,0.1,2384000,1295.2538443766418,3232.937676787746,10806.809250696862,0.0,1295.2538443766425,-48.28640884130059,0.1,90,10,-48.28640884130059,1295.2538443766425,10806.809250696862,10,1295.2538443766418
91,5834.88546643622,0.0,0.1,2408000,3084.4610377510203,5834.88546643622,16671.112769613617,0.0,3084.4610377510176,-96.30111667191721,0.1,91,10,-96.30111667191721,3084.4610377510176,16671.112769613617,10,3084.4610377510203
92,24426.356307890248,0.0,0.1,2432000,9594.031435864155,24426.356307890248,82239.05194553068,0.0,9594.031435864152,-161.45673417344935,0.1,92,10,-161.45673417344935,9594.031435864152,82239.05194553068,10,9594.031435864155
93,4884.8605309568675,0.0,0.0,2456000,2299.2256442207513,4884.8605309568675,14842.488896372506,0.0,2299.2256442207517,-107.20158205398964,0.0,93,10,-107.20158205398964,2299.2256442207517,14842.488896372506,10,2299.2256442207513
94,22570.804466996524,0.0,0.1,2480000,13932.685676744019,22570.804466996524,77485.51351242866,0.0,13932.685676744022,-15.784329532341573,0.1,94,10,-15.784329532341573,13932.685676744022,77485.51351242866,10,13932.685676744019
95,25652.47468469664,0.0,0.1,2504000,14825.980507768147,25652.47468469664,89496.61455708908,0.0,14825.980507768147,-27.82070080247302,0.1,95,10,-27.82070080247302,14825.980507768147,89496.61455708908,10,14825.980507768147
96,6125.599001616858,0.0,0.2,2528000,3871.0703850265622,6125.599001616858,16865.516716471542,0.0,3871.0703850265613,-102.43588335165379,0.2,96,10,-102.43588335165379,3871.0703850265613,16865.516716471542,10,3871.0703850265622
97,4667.593618478189,0.0,0.1,2552000,2264.9250856717003,4667.593618478189,14653.980045579636,0.0,2264.925085671701,-67.07667558382009,0.1,97,10,-67.07667558382009,2264.925085671701,14653.980045579636,10,2264.9250856717003
98,14336.007964977038,0.0,0.1,2576000,8853.360103905927,14336.007964977038,47990.409577602186,0.0,8853.360103905925,-76.91909486086607,0.1,98,10,-76.91909486086607,8853.360103905925,47990.409577602186,10,8853.360103905927
99,30814.92273991785,0.0,0.1,2600000,12915.632370879848,30814.92273991785,103158.41355290779,0.0,12915.632370879855,-99.20251435701239,0.1,99,10,-99.20251435701239,12915.632370879855,103158.41355290779,10,12915.632370879848
100,18695.826434738832,0.0,0.0,2624000,9104.80086312607,18695.826434738832,61252.74308433375,0.0,9104.80086312607,-34.05791484792457,0.0,100,10,-34.05791484792457,9104.80086312607,61252.74308433375,10,9104.80086312607
101,3306.1991550456823,0.0,0.0,2648000,1543.9950699121205,3306.1991550456823,9754.311115378066,0.0,1543.9950699121198,-112.87222975148549,0.0,101,10,-112.87222975148549,1543.9950699121198,9754.311115378066,10,1543.9950699121205
102,59905.361498310755,0.0,0.2,2672000,43575.739379427105,59905.361498310755,196712.78920344237,0.0,43575.739379427105,-26.361898809835065,0.2,102,10,-26.361898809835065,43575.739379427105,196712.78920344237,10,43575.739379427105
103,16114.031767427587,0.0,0.1,2696000,9585.648108899808,16114.031767427587,52973.606125857565,0.0,9585.6481088998,-26.49670373329627,0.1,103,10,-26.49670373329627,9585.6481088998,52973.606125857565,10,9585.648108899808
104,8281.960206654077,0.0,0.1,2720000,3132.111403453871,8281.960206654077,27734.627277576325,0.0,3132.111403453873,-37.75017907099013,0.1,104,10,-37.75017907099013,3132.111403453873,27734.627277576325,10,3132.111403453871
105,37981.779841739655,0.0,0.3,2744000,28841.934447983727,37981.779841739655,103807.4537353784,0.0,28841.934447983716,-41.42585727787445,0.3,105,10,-41.42585727787445,28841.934447983716,103807.4537353784,10,28841.934447983727
106,32536.660680884408,0.0,0.3,2768000,30245.942697899278,32536.660680884408,104881.50540674519,0.0,30245.94269789929,-31.139379844089923,0.3,106,10,-31.139379844089923,30245.94269789929,104881.50540674519,10,30245.942697899278
107,67987.51336727146,0.0,0.6,2792000,72831.29017056769,67987.51336727146,191484.52666369724,0.0,72831.29017056768,3201.9728279843616,0.6,107,10,3201.9728279843616,72831.29017056768,191484.52666369724,10,72831.29017056769
108,38805.894308681236,0.0,0.2,2816000,23455.70703382822,38805.894308681236,136094.37262744675,0.0,23455.70703382822,-168.95056415169847,0.2,108,10,-168.95056415169847,23455.70703382822,136094.37262744675,10,23455.70703382822
109,32845.61702338415,0.0,0.4,2840000,32585.947505933167,32845.61702338415,103343.55140399806,0.0,32585.947505933174,-84.95779009126555,0.4,109,10,-84.95779009126555,32585.947505933174,103343.55140399806,10,32585.947505933167
110,9321.566533230523,0.0,0.3,2864000,10772.791743376429,9321.566533230523,30537.804949246354,0.0,10772.791743376429,-14.782397981836015,0.3,110,10,-14.782397981836015,10772.791743376429,30537.804949246354,10,10772.791743376429
111,14038.478046170541,0.0,0.2,2888000,6533.781466622905,14038.478046170541,44193.28163556683,0.0,6533.781466622907,-108.20161293684748,0.2,111,10,-108.20161293684748,6533.781466622907,44193.28163556683,10,6533.781466622905
112,63435.513953555615,0.0,0.3,2912000,33340.016997964514,63435.513953555615,214770.43600014923,0.0,33340.016997964514,-100.83177337237112,0.3,112,10,-100.83177337237112,33340.016997964514,214770.43600014923,10,33340.016997964514
113,36579.04005259207,0.0,0.4,2936000,30534.248053993808,36579.04005259207,99990.83196839849,0.0,30534.248053993808,-91.81481736652702,0.4,113,10,-91.81481736652702,30534.248053993808,99990.83196839849,10,30534.248053993808
114,37804.33573892515,0.0,0.3,2960000,24882.02005220433,37804.33573892515,117023.79931422928,0.0,24882.020052204338,-112.79900176007136,0.3,114,10,-112.79900176007136,24882.020052204338,117023.79931422928,10,24882.02005220433
115,24750.645358033868,0.0,0.1,2984000,16008.68572247819,24750.645358033868,74755.96697328087,0.0,16008.685722478189,-116.2193969674496,0.1,115,10,-116.2193969674496,16008.685722478189,74755.96697328087,10,16008.68572247819
116,84053.39011593322,0.0,0.3,3008000,70452.46396603931,84053.39011593322,238619.35624950798,0.0,70452.46396603933,-95.03168349296479,0.3,116,10,-95.03168349296479,70452.46396603933,238619.35624950798,10,70452.46396603931
117,62281.16301914974,0.0,0.2,3032000,27519.26830979295,62281.16301914974,211880.9000499407,0.0,27519.268309792933,-96.95749427406336,0.2,117,10,-96.95749427406336,27519.268309792933,211880.9000499407,10,27519.26830979295
118,47689.66447942078,0.0,0.4,3056000,36291.36350190023,47689.66447942078,141851.63244396096,0.0,36291.36350190024,-69.22087001312373,0.4,118,10,-69.22087001312373,36291.36350190024,141851.63244396096,10,36291.36350190023
