Average/MinReturn,MetaTest/Average/AverageDiscountedReturn,window-open-v1/StdReturn,MetaTest/Average/Iteration,window-open-v1/MaxReturn,GaussianMLPPolicy/KLBefore,Average/AverageDiscountedReturn,MetaTest/Average/AverageReturn,MetaTest/Average/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/window-open-v1/TerminationRate,window-open-v1/AverageDiscountedReturn,MetaTest/window-open-v1/Iteration,window-open-v1/SuccessRate,Average/MaxReturn,window-open-v1/Iteration,Average/SuccessRate,Average/TerminationRate,MetaTest/window-open-v1/AverageDiscountedReturn,Iteration,MetaTest/window-open-v1/SuccessRate,GaussianMLPPolicy/LossBefore,MetaTest/window-open-v1/MinReturn,MetaTest/Average/SuccessRate,Average/Iteration,MetaTest/window-open-v1/NumEpisodes,Average/AverageReturn,window-open-v1/MinReturn,GaussianMLPPolicy/LossAfter,GaussianMLPPolicy/dLoss,GaussianMLPPolicy/KLAfter,MetaTest/Average/MaxReturn,window-open-v1/AverageReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/window-open-v1/MaxReturn,window-open-v1/NumEpisodes,TotalEnvSteps,window-open-v1/TerminationRate,MetaTest/window-open-v1/StdReturn,Average/NumEpisodes,MetaTest/window-open-v1/AverageReturn,GaussianMLPPolicy/Entropy,Average/StdReturn
-24.885877460994404,6612.627590480607,2014.186294154694,10,14563.3852667621,0.0,528.4156001105529,6612.627590480605,0.0,1,0.0,528.4156001105529,10,0.0,14563.3852667621,10,0.0,0.0,6612.627590480607,10,0.0,-1.0866574484680314e-05,6612.627590480605,0.0,10,1,1737.284084238504,-24.885877460994404,-1.4518702300847508e-05,3.6521278161671944e-06,0.0021969701629132032,6612.627590480605,1737.284084238504,6612.627590480605,0.0,6612.627590480605,200,880000,0.0,0.0,200,6612.627590480605,5.718353271484375,2014.186294154694
-29.6818120539593,-18.4327391804672,2063.850126184725,11,12668.300218827175,0.0,555.8308373722176,-18.432739180467202,0.0,1,0.0,555.8308373722176,11,0.0,12668.300218827175,11,0.0,0.0,-18.4327391804672,11,0.0,-1.2382649856590433e-06,-18.432739180467202,0.0,11,1,1833.0909513299866,-29.6818120539593,-4.876102593698306e-06,3.6378376080392627e-06,0.00226497370749712,-18.432739180467202,1833.0909513299866,-18.432739180467202,0.0,-18.432739180467202,200,960000,0.0,0.0,200,-18.432739180467202,5.7147746086120605,2063.850126184725
-23.314931791390958,2558.2085667494075,2542.8443368307585,12,13538.825697685917,0.0,795.2433628584636,2558.208566749407,0.0,1,0.0,795.2433628584636,12,0.0,13538.825697685917,12,0.0,0.0,2558.2085667494075,12,0.0,1.0335279512219131e-05,2558.208566749407,0.0,12,1,2680.2956536254774,-23.314931791390958,6.046592716302257e-06,4.288686795916874e-06,0.0024483962915837765,2558.208566749407,2680.2956536254774,2558.208566749407,0.0,2558.208566749407,200,1040000,0.0,0.0,200,2558.208566749407,5.727447032928467,2542.8443368307585
-20.336597159347495,1571.9170449022583,3289.034753956082,13,20403.4601657837,0.0,880.5698990681127,1571.917044902258,0.0,1,0.0,880.5698990681127,13,0.0,20403.4601657837,13,0.0,0.0,1571.9170449022583,13,0.0,-2.7883393158845138e-06,1571.917044902258,0.0,13,1,3114.704826321917,-20.336597159347495,-3.481252178971772e-06,6.929128630872583e-07,0.0004788419173564762,1571.917044902258,3114.704826321917,1571.917044902258,0.0,1571.917044902258,200,1120000,0.0,0.0,200,1571.917044902258,5.7232184410095215,3289.034753956082
-23.07827549391509,2077.4201253749634,2750.6654401347073,14,22806.8213360333,0.0,848.5296874237628,2077.420125374966,0.0,1,0.0,848.5296874237628,14,0.0,22806.8213360333,14,0.0,0.0,2077.4201253749634,14,0.0,-1.4271176951297093e-05,2077.420125374966,0.0,14,1,2893.1926648898334,-23.07827549391509,-1.6359654182451777e-05,2.088477231154684e-06,0.0013814687263220549,2077.420125374966,2893.1926648898334,2077.420125374966,0.0,2077.420125374966,200,1200000,0.0,0.0,200,2077.420125374966,5.708076000213623,2750.6654401347073
-22.36602354331125,2503.3780390721063,4517.9461823653055,15,36456.305666904496,0.0,1044.430096314394,2503.378039072108,0.0,1,0.0,1044.430096314394,15,0.0,36456.305666904496,15,0.0,0.0,2503.3780390721063,15,0.0,-8.385992259718478e-06,2503.378039072108,0.0,15,1,3875.596572683836,-22.36602354331125,-8.845944648783188e-06,4.599523890647106e-07,0.00032029120484367013,2503.378039072108,3875.596572683836,2503.378039072108,0.0,2503.378039072108,200,1280000,0.0,0.0,200,2503.378039072108,5.6958184242248535,4517.9461823653055
-24.40334448151853,4669.0020194148365,4290.31282132771,16,32225.726030388883,0.0,1023.4909301316802,4669.0020194148365,0.0,1,0.0,1023.4909301316802,16,0.0,32225.726030388883,16,0.0,0.0,4669.0020194148365,16,0.0,-2.67806240117352e-06,4669.0020194148365,0.0,16,1,3803.381253218653,-24.40334448151853,-3.744563855434535e-06,1.0665014542610152e-06,0.0007491741562262177,4669.0020194148365,3803.381253218653,4669.0020194148365,0.0,4669.0020194148365,200,1360000,0.0,0.0,200,4669.0020194148365,5.691618919372559,4290.31282132771
-23.644287570284863,7899.083095361598,5500.684211459028,17,39123.83030929174,0.0,1272.9189216292064,7899.0830953616005,0.0,1,0.0,1272.9189216292064,17,0.0,39123.83030929174,17,0.0,0.0,7899.083095361598,17,0.0,8.287714081234299e-06,7899.0830953616005,0.0,17,1,4758.108168408033,-23.644287570284863,7.63508342060959e-06,6.52630660624709e-07,0.00045102988951839507,7899.0830953616005,4758.108168408033,7899.0830953616005,0.0,7899.0830953616005,200,1440000,0.0,0.0,200,7899.0830953616005,5.705077648162842,5500.684211459028
-25.795844141309157,6538.373244536572,5644.481121510285,18,36522.506090658186,0.0,1273.0069145386967,6538.373244536567,0.0,1,0.0,1273.0069145386967,18,0.0,36522.506090658186,18,0.0,0.0,6538.373244536572,18,0.0,-1.156810185420909e-06,6538.373244536567,0.0,18,1,4819.4359160313115,-25.795844141309157,-1.2074626738467487e-06,5.065248842583969e-08,3.5750726965488866e-05,6538.373244536567,4819.4359160313115,6538.373244536567,0.0,6538.373244536567,200,1520000,0.0,0.0,200,6538.373244536567,5.704162120819092,5644.481121510285
-24.590850231929775,-12.823221842853837,7631.445003377467,19,44084.723891411035,0.0,1430.3875379803253,-12.823221842853838,0.0,1,0.0,1430.3875379803253,19,0.005,44084.723891411035,19,0.005,0.0,-12.823221842853837,19,0.0,-2.04778989427723e-05,-12.823221842853838,0.0,19,1,5819.64353252329,-24.590850231929775,-2.088191467919387e-05,4.040157364215702e-07,0.0002811374724842608,-12.823221842853838,5819.64353252329,-12.823221842853838,0.0,-12.823221842853838,200,1600000,0.0,0.0,200,-12.823221842853838,5.675147533416748,7631.445003377467
-23.34116608346803,14594.80260325052,7481.719116815288,20,54813.48943325418,0.0,1571.871952454125,14594.8026032505,0.0,1,0.0,1571.871952454125,20,0.005,54813.48943325418,20,0.005,0.0,14594.80260325052,20,0.0,8.484593081448111e-07,14594.8026032505,0.0,20,1,6254.303601659609,-23.34116608346803,7.221874511742499e-07,1.262718569705612e-07,8.892488403944299e-05,14594.8026032505,6254.303601659609,14594.8026032505,0.0,14594.8026032505,200,1680000,0.0,0.0,200,14594.8026032505,5.675727844238281,7481.719116815288
-20.53349029526841,1745.4178608196355,6459.7149657209,21,45873.126276039766,0.0,1334.6348525013152,1745.417860819634,0.0,1,0.0,1334.6348525013152,21,0.0,45873.126276039766,21,0.0,0.0,1745.4178608196355,21,0.0,9.087822945730295e-06,1745.417860819634,0.0,21,1,5084.254999024159,-20.53349029526841,8.801150215731468e-06,2.86672729998827e-07,0.00020076785585843027,1745.417860819634,5084.254999024159,1745.417860819634,0.0,1745.417860819634,200,1760000,0.0,0.0,200,1745.417860819634,5.692137718200684,6459.7149657209
-25.22726235061791,10240.464724166337,6270.686644903002,22,35039.473171025136,0.0,1525.1080864135774,10240.464724166337,0.0,1,0.0,1525.1080864135774,22,0.0,35039.473171025136,22,0.0,0.0,10240.464724166337,22,0.0,9.431659009351279e-07,10240.464724166337,0.0,22,1,6082.226406052606,-25.22726235061791,8.38308210404648e-07,1.0485769053047989e-07,7.392816769424826e-05,10240.464724166337,6082.226406052606,10240.464724166337,0.0,10240.464724166337,200,1840000,0.0,0.0,200,10240.464724166337,5.6935834884643555,6270.686644903002
-25.48709564760959,15346.331911063065,6213.046709907251,23,33087.16696300758,0.0,1376.5206654296608,15346.331911063056,0.0,1,0.0,1376.5206654296608,23,0.0,33087.16696300758,23,0.0,0.0,15346.331911063065,23,0.0,1.0858659607038135e-06,15346.331911063056,0.0,23,1,5390.575237368336,-25.48709564760959,1.003943225441617e-06,8.192273526219651e-08,5.78552317165304e-05,15346.331911063056,5390.575237368336,15346.331911063056,0.0,15346.331911063056,200,1920000,0.0,0.0,200,15346.331911063056,5.694412708282471,6213.046709907251
-22.703519141065186,-19.128168723690575,8176.094946416402,24,48168.305904469154,0.0,1585.9112340398724,-19.128168723690575,0.0,1,0.0,1585.9112340398724,24,0.01,48168.305904469154,24,0.01,0.0,-19.128168723690575,24,0.0,-5.3367043619800825e-06,-19.128168723690575,0.0,24,1,6414.2454632268755,-22.703519141065186,-6.318373834801605e-06,9.816694728215225e-07,0.0006668367423117161,-19.128168723690575,6414.2454632268755,-19.128168723690575,0.0,-19.128168723690575,200,2000000,0.0,0.0,200,-19.128168723690575,5.683619022369385,8176.094946416402
-27.5321901656419,-16.205600191160517,6740.630383862242,25,27123.462476035547,0.0,1520.3992733594582,-16.20560019116051,0.0,1,0.0,1520.3992733594582,25,0.005,27123.462476035547,25,0.005,0.0,-16.205600191160517,25,0.0,5.919420800637454e-06,-16.20560019116051,0.0,25,1,5887.137660969817,-27.5321901656419,5.761905867984751e-06,1.5751493265270256e-07,0.00011055788490921259,-16.20560019116051,5887.137660969817,-16.20560019116051,0.0,-16.20560019116051,200,2080000,0.0,0.0,200,-16.20560019116051,5.693918704986572,6740.630383862242
-21.01663447484504,6441.076597536097,7950.020010883159,26,59016.351284361896,0.0,1430.147653545493,6441.076597536106,0.0,1,0.0,1430.147653545493,26,0.01,59016.351284361896,26,0.01,0.0,6441.076597536097,26,0.0,-3.059264372495818e-06,6441.076597536106,0.0,26,1,5791.533181665146,-21.01663447484504,-3.4653864986466942e-06,4.061221261508763e-07,0.00028317031683400273,6441.076597536106,5791.533181665146,6441.076597536106,0.0,6441.076597536106,200,2160000,0.0,0.0,200,6441.076597536106,5.692094326019287,7950.020010883159
-30.27525453900669,5121.014806063439,8310.197555365336,27,71381.30476390563,0.0,1528.3798170537004,5121.014806063443,0.0,1,0.0,1528.3798170537004,27,0.02,71381.30476390563,27,0.02,0.0,5121.014806063439,27,0.0,-2.4519285943824798e-06,5121.014806063443,0.0,27,1,6038.933109928123,-30.27525453900669,-2.590900294308085e-06,1.389716999256052e-07,9.793821664061397e-05,5121.014806063443,6038.933109928123,5121.014806063443,0.0,5121.014806063443,200,2240000,0.0,0.0,200,5121.014806063443,5.687990665435791,8310.197555365336
-22.13844467331205,9207.505014163198,7728.315824963049,28,36061.00047895411,0.0,1676.9071767505418,9207.505014163198,0.0,1,0.0,1676.9071767505418,28,0.0,36061.00047895411,28,0.0,0.0,9207.505014163198,28,0.0,8.569537385483272e-06,9207.505014163198,0.0,28,1,6645.1101847298505,-22.13844467331205,7.124590865714708e-06,1.444946519768564e-06,0.0009708479046821594,9207.505014163198,6645.1101847298505,9207.505014163198,0.0,9207.505014163198,200,2320000,0.0,0.0,200,9207.505014163198,5.699460029602051,7728.315824963049
-29.444973926574853,170.83431753540484,9785.256368749519,29,45946.65576261043,0.0,1759.171153057117,170.83431753540467,0.0,1,0.0,1759.171153057117,29,0.015,45946.65576261043,29,0.015,0.0,170.83431753540484,29,0.0,5.798295660497388e-06,170.83431753540467,0.0,29,1,7309.041761537432,-29.444973926574853,5.6083290473907255e-06,1.899666131066624e-07,0.00013345132174436003,170.83431753540467,7309.041761537432,170.83431753540467,0.0,170.83431753540467,200,2400000,0.0,0.0,200,170.83431753540467,5.710678577423096,9785.256368749519
-27.85049701629164,2553.6004583225654,9593.150645812131,30,57599.83935335224,0.0,1902.2531161811448,2553.6004583225645,0.0,1,0.0,1902.2531161811448,30,0.01,57599.83935335224,30,0.01,0.0,2553.6004583225654,30,0.0,-8.707174856681377e-07,2553.6004583225645,0.0,30,1,7919.760995557748,-27.85049701629164,-1.0368282801209716e-06,1.6611079445283394e-07,0.0001168005182989873,2553.6004583225645,7919.760995557748,2553.6004583225645,0.0,2553.6004583225645,200,2480000,0.0,0.0,200,2553.6004583225645,5.710143566131592,9593.150645812131
-25.32470011778529,-23.039469786551287,7524.312416136648,31,44619.5354264392,0.0,1548.0388972877058,-23.03946978655129,0.0,1,0.0,1548.0388972877058,31,0.0,44619.5354264392,31,0.0,0.0,-23.039469786551287,31,0.0,-8.202687240554951e-06,-23.03946978655129,0.0,31,1,6132.758258831536,-25.32470011778529,-1.033193439070601e-05,2.129247150151059e-06,0.0013606622815132141,-23.03946978655129,6132.758258831536,-23.03946978655129,0.0,-23.03946978655129,200,2560000,0.0,0.0,200,-23.03946978655129,5.704155921936035,7524.312416136648
-26.611171552150083,1149.3492545137124,10635.480855622267,32,58296.055461282616,0.0,1874.1228267726956,1149.349254513712,0.0,1,0.0,1874.1228267726956,32,0.015,58296.055461282616,32,0.015,0.0,1149.3492545137124,32,0.0,-6.465475507866358e-06,1149.349254513712,0.0,32,1,8078.7937512217295,-26.611171552150083,-7.479349733330309e-06,1.013874225463951e-06,0.0007008124957792461,1149.349254513712,8078.7937512217295,1149.349254513712,0.0,1149.349254513712,200,2640000,0.0,0.0,200,1149.349254513712,5.696728706359863,10635.480855622267
-25.241253845606483,12931.857059547157,10345.917615835891,33,52884.758607213706,0.0,2077.1272110404802,12931.857059547165,0.0,1,0.0,2077.1272110404802,33,0.02,52884.758607213706,33,0.02,0.0,12931.857059547157,33,0.0,2.3000684734597598e-07,12931.857059547165,0.0,33,1,8644.504057936228,-25.241253845606483,8.152919406256842e-08,1.4847765328340756e-07,0.00010439303878229111,12931.857059547165,8644.504057936228,12931.857059547165,0.0,12931.857059547165,200,2720000,0.0,0.0,200,12931.857059547165,5.697125434875488,10345.917615835891
-18.3954885239764,9722.537063385258,7561.793993924763,34,45125.48547743031,0.0,1587.6721035311539,9722.537063385262,0.0,1,0.0,1587.6721035311539,34,0.005,45125.48547743031,34,0.005,0.0,9722.537063385258,34,0.0,3.995148290414363e-06,9722.537063385262,0.0,34,1,6355.58377337667,-18.3954885239764,2.8927870516781695e-06,1.1023612387361936e-06,0.0007691518403589725,9722.537063385262,6355.58377337667,9722.537063385262,0.0,9722.537063385262,200,2800000,0.0,0.0,200,9722.537063385262,5.700759410858154,7561.793993924763
-26.793306809808712,706.6870944030463,10122.602849290439,35,51011.58580755556,0.0,2264.942809707813,706.6870944030466,0.0,1,0.0,2264.942809707813,35,0.02,51011.58580755556,35,0.02,0.0,706.6870944030463,35,0.0,6.15725139141432e-06,706.6870944030466,0.0,35,1,9973.076700565643,-26.793306809808712,6.005095201544464e-06,1.5215618986985646e-07,0.00010713364463299513,706.6870944030466,9973.076700565643,706.6870944030466,0.0,706.6870944030466,200,2880000,0.0,0.0,200,706.6870944030466,5.709846496582031,10122.602849290439
-23.395933707845387,9974.103467436351,8955.98360403684,36,83295.1343011031,0.0,1485.0030248183489,9974.103467436345,0.0,1,0.0,1485.0030248183489,36,0.005,83295.1343011031,36,0.005,0.0,9974.103467436351,36,0.0,7.601886409247527e-06,9974.103467436345,0.0,36,1,5830.606282954509,-23.395933707845387,7.415694653900573e-06,1.8619175534695387e-07,0.00013116713671479374,9974.103467436345,5830.606282954509,9974.103467436345,0.0,9974.103467436345,200,2960000,0.0,0.0,200,9974.103467436345,5.722808361053467,8955.98360403684
-24.730803188337475,12372.690770703422,11347.701729802116,37,71802.46048987427,0.0,2286.25725851678,12372.690770703417,0.0,1,0.0,2286.25725851678,37,0.005,71802.46048987427,37,0.005,0.0,12372.690770703422,37,0.0,-5.9396247706899885e-06,12372.690770703417,0.0,37,1,10003.152763659335,-24.730803188337475,-6.041263077349868e-06,1.0163830665987916e-07,7.162145629990846e-05,12372.690770703417,10003.152763659335,12372.690770703417,0.0,12372.690770703417,200,3040000,0.0,0.0,200,12372.690770703417,5.713593006134033,11347.701729802116
-23.97826109882634,26757.451038172923,7199.06351516821,38,38424.67865921382,0.0,1674.6266962094219,26757.451038172938,0.0,1,0.0,1674.6266962094219,38,0.0,38424.67865921382,38,0.0,0.0,26757.451038172923,38,0.0,2.8458002816478256e-06,26757.451038172938,0.0,38,1,6645.360859099814,-23.97826109882634,2.606125235615764e-06,2.396750460320618e-07,0.00016813054389785975,26757.451038172938,6645.360859099814,26757.451038172938,0.0,26757.451038172938,200,3120000,0.0,0.0,200,26757.451038172938,5.715318202972412,7199.06351516821
-32.03437967942073,-16.78100365478105,10163.242084752495,39,58337.39923881302,0.0,2380.5757853750065,-16.781003654781056,0.0,1,0.0,2380.5757853750065,39,0.015,58337.39923881302,39,0.015,0.0,-16.78100365478105,39,0.0,2.9474554139596876e-06,-16.781003654781056,0.0,39,1,10270.82576482466,-32.03437967942073,2.9016437110840343e-06,4.581170287565328e-08,3.237354030716233e-05,-16.781003654781056,10270.82576482466,-16.781003654781056,0.0,-16.781003654781056,200,3200000,0.0,0.0,200,-16.781003654781056,5.717262268066406,10163.242084752495
-19.567392830957512,1776.2314867094115,9991.493573770927,40,42963.78631155858,0.0,2112.424449672825,1776.2314867094121,0.0,1,0.0,2112.424449672825,40,0.005,42963.78631155858,40,0.005,0.0,1776.2314867094115,40,0.0,-1.1883622391906101e-05,1776.2314867094121,0.0,40,1,8994.112463097203,-19.567392830957512,-1.2151072951382957e-05,2.6745055947685614e-07,0.00018722163804341108,1776.2314867094121,8994.112463097203,1776.2314867094121,0.0,1776.2314867094121,200,3280000,0.0,0.0,200,1776.2314867094121,5.6996684074401855,9991.493573770927
-26.315409771237466,16795.522134455823,10914.31569315255,41,58212.33990083153,0.0,2229.06698573427,16795.52213445582,0.0,1,0.0,2229.06698573427,41,0.025,58212.33990083153,41,0.025,0.0,16795.522134455823,41,0.0,-9.189798220177181e-06,16795.52213445582,0.0,41,1,9482.850725876655,-26.315409771237466,-9.310275345342234e-06,1.204771251650527e-07,8.480469841742888e-05,16795.52213445582,9482.850725876655,16795.52213445582,0.0,16795.52213445582,200,3360000,0.0,0.0,200,16795.52213445582,5.684831619262695,10914.31569315255
-24.71719308501791,5628.651770035482,10661.276216222643,42,50053.42425184308,0.0,2196.689874218413,5628.651770035482,0.0,1,0.0,2196.689874218413,42,0.025,50053.42425184308,42,0.025,0.0,5628.651770035482,42,0.0,-3.104546067334013e-06,5628.651770035482,0.0,42,1,9365.678852564277,-24.71719308501791,-3.1862618925515562e-06,8.171582521754317e-08,5.764753950643353e-05,5628.651770035482,9365.678852564277,5628.651770035482,0.0,5628.651770035482,200,3440000,0.0,0.0,200,5628.651770035482,5.683066368103027,10661.276216222643
-19.333502398556632,18316.35876049895,8719.969723951557,43,41809.201644884655,0.0,1852.5902409207715,18316.35876049891,0.0,1,0.0,1852.5902409207715,43,0.01,41809.201644884655,43,0.01,0.0,18316.35876049895,43,0.0,2.478875558153959e-07,18316.35876049891,0.0,43,1,7813.178539390866,-19.333502398556632,1.3234402729267458e-07,1.1554352852272132e-07,8.146758045768365e-05,18316.35876049891,7813.178539390866,18316.35876049891,0.0,18316.35876049891,200,3520000,0.0,0.0,200,18316.35876049891,5.683436870574951,8719.969723951557
-25.75225421863217,-12.15503867183059,11767.274190857208,44,49690.45398445916,0.0,2452.5100625666473,-12.155038671830596,0.0,1,0.0,2452.5100625666473,44,0.02,49690.45398445916,44,0.02,0.0,-12.15503867183059,44,0.0,-1.5233458725560922e-06,-12.155038671830596,0.0,44,1,10407.124338331074,-25.75225421863217,-1.5374938584500342e-06,1.414798589394195e-08,9.99823896563612e-06,-12.155038671830596,10407.124338331074,-12.155038671830596,0.0,-12.155038671830596,200,3600000,0.0,0.0,200,-12.155038671830596,5.6831536293029785,11767.274190857208
-23.2711723020525,2133.5321418462,10662.531590934865,45,61278.394276635176,0.0,1767.27239141772,2133.532141846199,0.0,1,0.0,1767.27239141772,45,0.02,61278.394276635176,45,0.02,0.0,2133.5321418462,45,0.0,-7.076590691212914e-07,2133.532141846199,0.0,45,1,7489.922717484246,-23.2711723020525,-8.23167454200302e-07,1.1550838507901062e-07,8.141346916090697e-05,2133.532141846199,7489.922717484246,2133.532141846199,0.0,2133.532141846199,200,3680000,0.0,0.0,200,2133.532141846199,5.6827311515808105,10662.531590934865
