MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/AlphaLoss,MetaTrain/Average/Alpha,MetaTest/door-open-v1/Iteration,MetaTest/door-open-v1/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/MaxReturn,MetaTest/door-open-v1/MaxReturn,MetaTest/Average/NumTrajs,MetaTest/Average/TerminationRate,MetaTest/door-open-v1/AverageDiscountedReturn,MetaTest/door-open-v1/StdReturn,MetaTest/Average/StdReturn,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/door-open-v1/AverageReturn,MetaTrain/Average/PolicyLoss,MetaTest/door-open-v1/NumTrajs,MetaTest/door-open-v1/TerminationRate,MetaTrain/Average/QfLoss,MetaTest/Average/SuccessRate,MetaTest/Average/MinReturn,MetaTest/door-open-v1/MinReturn
528.11707,-2.8841558,nan,10,0.1,-49.815203551062595,10,-16.737471471273945,-16.737471471273945,10,0.0,-49.815203551062595,26.598173368031507,26.598173368031507,464000,-49.815203551062595,-49.815203551062595,-1438.2505,10,0.0,287023.75,0.1,-93.82708754809818,-93.82708754809818
199.55885,5.0216346,nan,11,0.0,-53.83946984918672,11,-38.32051328456557,-38.32051328456557,10,0.0,-53.83946984918672,10.7947332657222,10.7947332657222,488000,-53.83946984918673,-53.83946984918673,819.2445,10,0.0,3803.2036,0.0,-72.9883869679027,-72.9883869679027
280.23215,4.3451676,nan,12,0.0,-67.9731851062386,12,-46.05769505755152,-46.05769505755152,10,0.0,-67.9731851062386,12.562497661242377,12.562497661242377,512000,-67.9731851062386,-67.9731851062386,509.5977,10,0.0,4744.9224,0.0,-92.13641716152848,-92.13641716152848
173.85016,1.4349235,nan,13,0.0,773.3657613579131,13,4551.138798816598,4551.138798816598,10,0.0,773.3657613579131,1498.225780345058,1498.225780345058,536000,773.3657613579131,773.3657613579131,-441.63855,10,0.0,14079.356,0.0,-65.99018352879152,-65.99018352879152
230.1399,-0.8693461,nan,14,0.2,158.87136978125721,14,778.5332386329274,778.5332386329274,10,0.0,158.87136978125721,274.1060801444617,274.1060801444617,560000,158.87136978125713,158.87136978125713,-946.5754,10,0.0,29998.977,0.2,-66.97703780804726,-66.97703780804726
281.46863,-0.24972236,nan,15,0.0,984.6728890251122,15,3203.3319051786943,3203.3319051786943,10,0.0,984.6728890251122,997.1496296272418,997.1496296272418,584000,984.6728890251121,984.6728890251121,-1046.2614,10,0.0,39123.688,0.0,-30.297873805717753,-30.297873805717753
259.85306,-0.91127,nan,16,0.5,-49.61074040961738,16,-34.215653834034626,-34.215653834034626,10,0.0,-49.61074040961738,8.411382868987689,8.411382868987689,608000,-49.61074040961738,-49.61074040961738,-1681.0967,10,0.0,64993.65,0.5,-65.10149091429486,-65.10149091429486
1153.8569,2.0991304,nan,17,0.0,-85.18517824492827,17,-78.78630378025176,-78.78630378025176,10,0.0,-85.18517824492827,4.297051440735599,4.297051440735599,632000,-85.18517824492828,-85.18517824492828,-385.3535,10,0.0,36554.855,0.0,-92.65599700331495,-92.65599700331495
773.2421,3.259022,nan,18,0.0,9551.846996384176,18,28825.37521884058,28825.37521884058,10,0.0,9551.846996384176,11134.86670364112,11134.86670364112,656000,9551.846996384178,9551.846996384178,-80.44389,10,0.0,36033.543,0.0,-85.10509890141971,-85.10509890141971
789.9514,-0.8458075,nan,19,0.0,7734.9532768348345,19,25092.199589492888,25092.199589492888,10,0.0,7734.9532768348345,9758.985765684349,9758.985765684349,680000,7734.9532768348345,7734.9532768348345,-2475.035,10,0.0,119336.71,0.0,-34.134709185520784,-34.134709185520784
291.7982,-1.8328799,nan,20,0.0,12236.611480721022,20,20995.19283126079,20995.19283126079,10,0.0,12236.611480721022,10011.314631601566,10011.314631601566,704000,12236.611480721022,12236.611480721022,-3025.2415,10,0.0,140775.08,0.0,-20.382568117021343,-20.382568117021343
357.97516,-5.137329,nan,21,0.0,10140.816029963526,21,22064.166996910582,22064.166996910582,10,0.0,10140.816029963526,9452.7159864441,9452.7159864441,728000,10140.816029963524,10140.816029963524,-6395.1104,10,0.0,269565.28,0.0,-20.458159997098193,-20.458159997098193
334.67575,-5.836856,nan,22,0.1,8723.41077793486,22,26822.251202687723,26822.251202687723,10,0.0,8723.41077793486,10006.43355624164,10006.43355624164,752000,8723.410777934858,8723.410777934858,-8594.002,10,0.0,395947.12,0.1,-53.5490151973063,-53.5490151973063
377.8509,-6.4115586,nan,23,0.0,11128.935932570119,23,23809.53937427603,23809.53937427603,10,0.0,11128.935932570119,9049.74161906796,9049.74161906796,776000,11128.935932570126,11128.935932570126,-10430.182,10,0.0,548676.1,0.0,-19.969968703854274,-19.969968703854274
1078.1152,-7.494616,nan,24,0.0,13185.989304795929,24,27975.283901983294,27975.283901983294,10,0.0,13185.989304795929,11196.374211312817,11196.374211312817,800000,13185.989304795925,13185.989304795925,-13562.176,10,0.0,737011.3,0.0,-16.69104194187093,-16.69104194187093
464.40057,-9.004285,nan,25,0.0,19711.072763031487,25,29397.994176985787,29397.994176985787,10,0.0,19711.072763031487,6304.707945743262,6304.707945743262,824000,19711.072763031487,19711.072763031487,-18625.096,10,0.0,1054541.6,0.0,12142.62207568959,12142.62207568959
239.63144,-10.667332,nan,26,0.0,19465.144905121357,26,30553.586839590673,30553.586839590673,10,0.0,19465.144905121357,5994.8856887417,5994.8856887417,848000,19465.144905121353,19465.144905121353,-23206.979,10,0.0,1352049.4,0.0,10087.932217266814,10087.932217266814
215.49568,-12.075651,nan,27,0.0,18315.28179787398,27,28996.099075428898,28996.099075428898,10,0.0,18315.28179787398,7583.045508161479,7583.045508161479,872000,18315.28179787398,18315.28179787398,-26633.24,10,0.0,1619194.6,0.0,3113.3940427723373,3113.3940427723373
245.20091,-12.987795,nan,28,0.0,17245.722367690214,28,28837.401480934972,28837.401480934972,10,0.0,17245.722367690214,10977.118171550099,10977.118171550099,896000,17245.722367690218,17245.722367690218,-29104.256,10,0.0,1793718.0,0.0,789.4305666491049,789.4305666491049
300.95743,-13.2783375,nan,29,0.0,11521.638134346582,29,27589.597793267883,27589.597793267883,10,0.0,11521.638134346582,12206.327282916942,12206.327282916942,920000,11521.638134346582,11521.638134346582,-33478.062,10,0.0,2076615.0,0.0,-42.00599265400542,-42.00599265400542
354.6154,-13.961999,nan,30,0.1,24331.84292814872,30,35011.76176072373,35011.76176072373,10,0.0,24331.84292814872,8777.399918540514,8777.399918540514,944000,24331.842928148726,24331.842928148726,-37492.855,10,0.0,2318209.5,0.1,826.1909200455431,826.1909200455431
234.77863,-14.124698,nan,31,0.2,25231.431477795435,31,33076.508681052124,33076.508681052124,10,0.0,25231.431477795435,4172.174958283434,4172.174958283434,968000,25231.431477795435,25231.431477795435,-41857.816,10,0.0,2585462.2,0.2,18756.723162306753,18756.723162306753
215.32837,-14.581515,nan,32,0.1,26977.843855096686,32,51695.5578107579,51695.5578107579,10,0.0,26977.843855096686,10325.185855543014,10325.185855543014,992000,26977.84385509669,26977.84385509669,-46516.543,10,0.0,2719394.0,0.1,11898.553010941128,11898.553010941128
209.0842,-14.837686,nan,33,0.5,15681.76214082122,33,57677.92145538076,57677.92145538076,10,0.0,15681.76214082122,16223.878628591894,16223.878628591894,1016000,15681.762140821225,15681.762140821225,-50057.207,10,0.0,2934585.2,0.5,-82.70466998678,-82.70466998678
262.711,-14.841576,nan,34,0.5,19481.86283088689,34,80968.53319724777,80968.53319724777,10,0.0,19481.86283088689,24045.783511600774,24045.783511600774,1040000,19481.862830886887,19481.862830886887,-50026.043,10,0.0,2991039.2,0.5,-34.807507219077216,-34.807507219077216
288.43405,-15.040573,nan,35,0.6,18451.35581390476,35,62542.34551990857,62542.34551990857,10,0.0,18451.35581390476,21934.9239287924,21934.9239287924,1064000,18451.355813904756,18451.355813904756,-49940.727,10,0.0,3159439.8,0.6,-15.604182274151402,-15.604182274151402
240.0596,-15.634771,nan,36,0.8,11201.512509217524,36,94368.3214159077,94368.3214159077,10,0.0,11201.512509217524,27752.706801696735,27752.706801696735,1088000,11201.512509217519,11201.512509217519,-56384.49,10,0.0,3744594.0,0.8,227.0335669389006,227.0335669389006
11129.197,-17.219774,nan,37,0.5,16551.802855930437,37,73450.49470443677,73450.49470443677,10,0.0,16551.802855930437,23926.653414045802,23926.653414045802,1112000,16551.802855930437,16551.802855930437,-59158.566,10,0.0,6686616.0,0.5,-113.95017601686301,-113.95017601686301
42767.39,-20.064407,nan,38,0.5,4258.961685247281,38,38115.6920716128,38115.6920716128,10,0.0,4258.961685247281,11321.493153128426,11321.493153128426,1136000,4258.961685247282,4258.961685247282,-45992.594,10,0.0,6087592.0,0.5,-105.37159475920035,-105.37159475920035
1200.6985,-18.613882,nan,39,0.6,47861.19355052912,39,113639.0420164864,113639.0420164864,10,0.0,47861.19355052912,33797.622766490545,33797.622766490545,1160000,47861.19355052915,47861.19355052915,-67175.805,10,0.0,7240150.0,0.6,3540.0714005481996,3540.0714005481996
1366.2332,-17.604023,nan,40,0.2,-60.691301263493095,40,-36.90899234670042,-36.90899234670042,10,0.0,-60.691301263493095,19.481316786284435,19.481316786284435,1184000,-60.69130126349309,-60.69130126349309,-53244.29,10,0.0,6999681.5,0.2,-84.48391897878743,-84.48391897878743
913.8593,-18.143436,nan,41,0.5,13766.539508753029,41,115485.78960613691,115485.78960613691,10,0.0,13766.539508753029,34108.10092619861,34108.10092619861,1208000,13766.539508753034,13766.539508753034,-67035.97,10,0.0,9535992.0,0.5,-102.32158271066082,-102.32158271066082
1242.1595,-17.68315,nan,42,0.5,57808.3055295777,42,118646.51555807644,118646.51555807644,10,0.0,57808.3055295777,33858.553095062874,33858.553095062874,1232000,57808.305529577716,57808.305529577716,-66657.586,10,0.0,10565911.0,0.5,21630.980165084417,21630.980165084417
45547.426,-18.378918,nan,43,0.4,22971.325870008608,43,110903.9724658483,110903.9724658483,10,0.0,22971.325870008608,33855.21735439427,33855.21735439427,1256000,22971.325870008593,22971.325870008593,-68340.4,10,0.0,13401601.0,0.4,-18.11646647086564,-18.11646647086564
2867.149,-17.130993,nan,44,0.7,28624.554592077282,44,93259.11400269602,93259.11400269602,10,0.0,28624.554592077282,31715.224760401103,31715.224760401103,1280000,28624.554592077282,28624.554592077282,-57300.254,10,0.0,9795710.0,0.7,-13.186577601921151,-13.186577601921151
6060.382,-16.302114,nan,45,1.0,74492.83494543929,45,159999.36859082256,159999.36859082256,10,0.0,74492.83494543929,46617.15262640069,46617.15262640069,1304000,74492.83494543926,74492.83494543926,-43113.434,10,0.0,9738369.0,1.0,11083.644971975262,11083.644971975262
3306.0144,-17.394096,nan,46,0.4,30298.817954225087,46,113967.99204349096,113967.99204349096,10,0.0,30298.817954225087,42265.521548266086,42265.521548266086,1328000,30298.817954225087,30298.817954225087,-69540.914,10,0.0,16691702.0,0.4,-13.909740747507563,-13.909740747507563
1507.9918,-18.170713,nan,47,1.0,45722.70578210687,47,119725.49478001895,119725.49478001895,10,0.0,45722.70578210687,41223.7823180858,41223.7823180858,1352000,45722.70578210683,45722.70578210683,-110712.914,10,0.0,25477652.0,1.0,9306.433988698958,9306.433988698958
13556.364,-13.957862,nan,48,0.3,50068.578378651124,48,193519.55309869573,193519.55309869573,10,0.0,50068.578378651124,77593.32228795245,77593.32228795245,1376000,50068.57837865111,50068.57837865111,-27906.26,10,0.0,14420940.0,0.3,-106.14206709965546,-106.14206709965546
2499.7112,-14.713273,nan,49,0.7,94549.44282862874,49,178160.17248272774,178160.17248272774,10,0.0,94549.44282862874,53403.80270062667,53403.80270062667,1400000,94549.44282862874,94549.44282862874,-64025.08,10,0.0,21390548.0,0.7,5161.153898163236,5161.153898163236
3235.3433,-18.38631,nan,50,0.6,108744.35225987012,50,198678.29612903387,198678.29612903387,10,0.0,108744.35225987012,49799.36006236655,49799.36006236655,1424000,108744.35225987011,108744.35225987011,-145668.03,10,0.0,43101224.0,0.6,36371.40936621655,36371.40936621655
752.297,-19.531235,nan,51,0.8,114549.17233795059,51,227991.4438841852,227991.4438841852,10,0.0,114549.17233795059,67477.46863906215,67477.46863906215,1448000,114549.17233795059,114549.17233795059,-186185.16,10,0.0,58670160.0,0.8,4658.9231752522,4658.9231752522
1067.6073,-20.311352,nan,52,0.9,118239.50537250287,52,303301.8325562264,303301.8325562264,10,0.0,118239.50537250287,110031.0745887157,110031.0745887157,1472000,118239.50537250288,118239.50537250288,-206187.73,10,0.0,72051720.0,0.9,-35.99570966638359,-35.99570966638359
1814.8862,-21.975014,nan,53,0.5,34943.89285351309,53,134639.73815745983,134639.73815745983,10,0.0,34943.89285351309,52718.71024483316,52718.71024483316,1496000,34943.89285351308,34943.89285351308,-210604.42,10,0.0,82943250.0,0.5,-79.60382650913675,-79.60382650913675
2194.1416,-21.672169,nan,54,0.4,77333.77964672598,54,320009.9751447507,320009.9751447507,10,0.0,77333.77964672598,106539.55790672678,106539.55790672678,1520000,77333.77964672598,77333.77964672598,-174451.23,10,0.0,64197216.0,0.4,-34.533832537966596,-34.533832537966596
1058.6683,-21.666487,nan,55,0.5,72457.09256443959,55,184612.54071237432,184612.54071237432,10,0.0,72457.09256443959,71988.17069972192,71988.17069972192,1544000,72457.09256443956,72457.09256443956,-201304.36,10,0.0,85808136.0,0.5,-88.98770452721965,-88.98770452721965
914.8256,-23.802523,nan,56,1.0,182570.00942786495,56,312575.3876076886,312575.3876076886,10,0.0,182570.00942786495,81715.44255381373,81715.44255381373,1568000,182570.00942786495,182570.00942786495,-276507.47,10,0.0,126493816.0,1.0,53342.57413860583,53342.57413860583
438.43292,-24.545414,nan,57,0.9,150368.13168428576,57,240361.18350979668,240361.18350979668,10,0.0,150368.13168428576,65760.91159382684,65760.91159382684,1592000,150368.13168428576,150368.13168428576,-344091.88,10,0.0,159209440.0,0.9,54652.14542617909,54652.14542617909
490.77777,-25.128334,nan,58,0.8,165598.76913451302,58,297878.39988049876,297878.39988049876,10,0.0,165598.76913451302,102753.84223074591,102753.84223074591,1616000,165598.76913451304,165598.76913451304,-371538.38,10,0.0,170717310.0,0.8,12953.737300453757,12953.737300453757
429.54825,-25.449085,nan,59,0.8,89603.70345254216,59,162637.96186594054,162637.96186594054,10,0.0,89603.70345254216,61486.75897546018,61486.75897546018,1640000,89603.70345254218,89603.70345254218,-394790.97,10,0.0,185649460.0,0.8,596.163138534649,596.163138534649
475.87064,-25.863722,nan,60,0.9,201444.46692330338,60,290859.28896971245,290859.28896971245,10,0.0,201444.46692330338,57727.05367450657,57727.05367450657,1664000,201444.46692330338,201444.46692330338,-419308.9,10,0.0,205160580.0,0.9,108915.88670177486,108915.88670177486
419.68774,-26.423931,nan,61,0.6,87355.38148565937,61,199011.77334263577,199011.77334263577,10,0.0,87355.38148565937,65640.75213912806,65640.75213912806,1688000,87355.38148565937,87355.38148565937,-440106.22,10,0.0,226739300.0,0.6,3947.9664881156746,3947.9664881156746
467.92352,-26.72409,nan,62,0.8,113474.65432408659,62,217165.00521075208,217165.00521075208,10,0.0,113474.65432408659,67913.76145027342,67913.76145027342,1712000,113474.65432408662,113474.65432408662,-469558.16,10,0.0,255896530.0,0.8,12652.21313752639,12652.21313752639
349.3462,-26.821856,nan,63,0.9,112311.18837025684,63,182899.61188396264,182899.61188396264,10,0.0,112311.18837025684,61523.84872200206,61523.84872200206,1736000,112311.18837025689,112311.18837025689,-498901.12,10,0.0,283456580.0,0.9,14083.135786954004,14083.135786954004
313.67493,-26.732027,nan,64,0.7,110055.61395390015,64,254038.58724738107,254038.58724738107,10,0.0,110055.61395390015,82849.69349988985,82849.69349988985,1760000,110055.61395390013,110055.61395390013,-513865.16,10,0.0,304387840.0,0.7,5798.683592217861,5798.683592217861
568.9195,-26.986559,nan,65,1.0,212101.81959059223,65,274275.6413833949,274275.6413833949,10,0.0,212101.81959059223,53925.68547474739,53925.68547474739,1784000,212101.8195905922,212101.8195905922,-529347.0,10,0.0,314499040.0,1.0,116692.77916236407,116692.77916236407
441.88687,-27.392933,nan,66,0.9,185874.27210184213,66,285802.8916912101,285802.8916912101,10,0.0,185874.27210184213,70135.03701221943,70135.03701221943,1808000,185874.27210184213,185874.27210184213,-550269.9,10,0.0,331596320.0,0.9,4565.7456799978645,4565.7456799978645
991.00336,-27.934885,nan,67,0.9,182744.78418732254,67,306416.1263521002,306416.1263521002,10,0.0,182744.78418732254,90820.64352331252,90820.64352331252,1832000,182744.78418732257,182744.78418732257,-542199.8,10,0.0,333336030.0,0.9,18228.013845475612,18228.013845475612
795.8367,-28.100733,nan,68,0.9,191179.45520600484,68,282424.7056458276,282424.7056458276,10,0.0,191179.45520600484,79478.03383876878,79478.03383876878,1856000,191179.45520600484,191179.45520600484,-570782.44,10,0.0,363926100.0,0.9,48722.26002280689,48722.26002280689
371.2095,-27.956636,nan,69,0.8,179664.36617015794,69,311555.92788187606,311555.92788187606,10,0.0,179664.36617015794,108393.65191429845,108393.65191429845,1880000,179664.36617015794,179664.36617015794,-607255.06,10,0.0,396850340.0,0.8,1209.4895737571117,1209.4895737571117
338.06464,-28.010502,nan,70,1.0,148683.30638737208,70,298044.20936779433,298044.20936779433,10,0.0,148683.30638737208,104651.42237512502,104651.42237512502,1904000,148683.30638737208,148683.30638737208,-628319.2,10,0.0,412143460.0,1.0,214.12565045372173,214.12565045372173
441.454,-28.929424,nan,71,0.5,96061.96732779911,71,272608.2154030298,272608.2154030298,10,0.0,96061.96732779911,86039.66563532603,86039.66563532603,1928000,96061.96732779907,96061.96732779907,-631698.9,10,0.0,427438430.0,0.5,-18.272995786593633,-18.272995786593633
1273.3495,-29.494835,nan,72,0.8,175014.59926467712,72,309935.4853973688,309935.4853973688,10,0.0,175014.59926467712,115506.80874176024,115506.80874176024,1952000,175014.59926467715,175014.59926467715,-620554.5,10,0.0,414726430.0,0.8,-13.040211586275023,-13.040211586275023
1447.7703,-29.808762,nan,73,0.4,82205.2358421737,73,157535.35132126758,157535.35132126758,10,0.0,82205.2358421737,55092.93110348137,55092.93110348137,1976000,82205.23584217372,82205.23584217372,-593825.94,10,0.0,378658370.0,0.4,-30.907665575736374,-30.907665575736374
2226.2266,-29.597813,nan,74,0.1,15717.766386471281,74,72926.34612390623,72926.34612390623,10,0.0,15717.766386471281,20749.084978882485,20749.084978882485,2000000,15717.766386471276,15717.766386471276,-532365.44,10,0.0,335213100.0,0.1,-21.325539932329075,-21.325539932329075
2913.277,-30.338924,nan,75,0.4,86954.9632111693,75,311456.12799883867,311456.12799883867,10,0.0,86954.9632111693,111934.23283451429,111934.23283451429,2024000,86954.96321116934,86954.96321116934,-403427.66,10,0.0,264701680.0,0.4,-97.88272909716126,-97.88272909716126
6645.2505,-31.356346,nan,76,0.8,60760.86555390219,76,177956.6475455055,177956.6475455055,10,0.0,60760.86555390219,67213.45578329677,67213.45578329677,2048000,60760.86555390217,60760.86555390217,-309216.34,10,0.0,196703360.0,0.8,-113.01635099565975,-113.01635099565975
4212.06,-31.05592,nan,77,0.9,146310.0179033867,77,295802.42107658956,295802.42107658956,10,0.0,146310.0179033867,89839.58589279732,89839.58589279732,2072000,146310.0179033867,146310.0179033867,-293167.66,10,0.0,200984690.0,0.9,9555.087524554294,9555.087524554294
2259.264,-31.004364,nan,78,0.8,106988.00431059049,78,240367.63721053457,240367.63721053457,10,0.0,106988.00431059049,92147.1177065156,92147.1177065156,2096000,106988.00431059048,106988.00431059048,-375189.44,10,0.0,280812000.0,0.8,-11.360900933126327,-11.360900933126327
3257.445,-31.010988,nan,79,1.0,141740.5890259386,79,266982.856601185,266982.856601185,10,0.0,141740.5890259386,90010.10867976976,90010.10867976976,2120000,141740.5890259386,141740.5890259386,-434825.16,10,0.0,343757060.0,1.0,24146.11906992824,24146.11906992824
2242.644,-29.956049,nan,80,1.0,214450.73990564776,80,303662.1371773041,303662.1371773041,10,0.0,214450.73990564776,70806.58905297973,70806.58905297973,2144000,214450.73990564776,214450.73990564776,-465488.3,10,0.0,357576220.0,1.0,72061.8848787599,72061.8848787599
2458.1833,-29.660372,nan,81,0.9,171405.65115553926,81,290700.78301036434,290700.78301036434,10,0.0,171405.65115553926,92456.85385915387,92456.85385915387,2168000,171405.65115553924,171405.65115553924,-495192.3,10,0.0,383617470.0,0.9,-9.703194108323384,-9.703194108323384
1895.835,-29.624622,nan,82,0.8,158181.31537228025,82,267826.7742995218,267826.7742995218,10,0.0,158181.31537228025,91629.52274683959,91629.52274683959,2192000,158181.31537228025,158181.31537228025,-524129.78,10,0.0,423234560.0,0.8,17221.68250035351,17221.68250035351
2042.7583,-29.843113,nan,83,0.8,145134.94385180104,83,263075.6349534732,263075.6349534732,10,0.0,145134.94385180104,96005.98519828447,96005.98519828447,2216000,145134.94385180098,145134.94385180098,-549938.2,10,0.0,462519400.0,0.8,-10.736912963071997,-10.736912963071997
1786.4178,-29.498674,nan,84,0.9,185930.74170698837,84,307795.49325230654,307795.49325230654,10,0.0,185930.74170698837,97666.03769552246,97666.03769552246,2240000,185930.7417069884,185930.7417069884,-573717.0,10,0.0,483103170.0,0.9,-12.280419765060188,-12.280419765060188
1587.6884,-29.489836,nan,85,1.0,194845.93887220207,85,311069.5895895831,311069.5895895831,10,0.0,194845.93887220207,88658.41807552068,88658.41807552068,2264000,194845.93887220207,194845.93887220207,-605391.5,10,0.0,517482200.0,1.0,2068.8988596117456,2068.8988596117456
1256.1675,-29.694525,nan,86,0.8,147333.73133999403,86,269239.0499562831,269239.0499562831,10,0.0,147333.73133999403,100635.16112132109,100635.16112132109,2288000,147333.73133999392,147333.73133999392,-633907.8,10,0.0,535020800.0,0.8,2191.473794686471,2191.473794686471
1381.1127,-29.853062,nan,87,0.9,212770.30173930124,87,318690.8276996511,318690.8276996511,10,0.0,212770.30173930124,97022.30425794655,97022.30425794655,2312000,212770.3017393013,212770.3017393013,-655607.94,10,0.0,557806700.0,0.9,29334.430293809146,29334.430293809146
1125.907,-30.079931,nan,88,1.0,193112.90891085245,88,292125.2825702002,292125.2825702002,10,0.0,193112.90891085245,68973.17351863795,68973.17351863795,2336000,193112.90891085245,193112.90891085245,-679484.06,10,0.0,575367550.0,1.0,55479.67252889747,55479.67252889747
2203.841,-30.23416,nan,89,1.0,211242.48057100998,89,302444.16994707857,302444.16994707857,10,0.0,211242.48057100998,47124.07876909597,47124.07876909597,2360000,211242.48057101,211242.48057101,-690179.9,10,0.0,583609300.0,1.0,126979.67297934473,126979.67297934473
3764.8452,-30.31849,nan,90,0.9,185364.94962549594,90,286237.1807378209,286237.1807378209,10,0.0,185364.94962549594,84415.78127841507,84415.78127841507,2384000,185364.94962549594,185364.94962549594,-695297.6,10,0.0,598325250.0,0.9,9816.124293372157,9816.124293372157
13429.141,-33.31537,nan,91,0.5,100070.08532327843,91,260712.2483796124,260712.2483796124,10,0.0,100070.08532327843,110338.53795248507,110338.53795248507,2408000,100070.08532327841,100070.08532327841,-380151.28,10,0.0,335924380.0,0.5,-106.32228912359106,-106.32228912359106
12682.384,-32.245155,nan,92,1.0,222751.63372213533,92,301958.0400216967,301958.0400216967,10,0.0,222751.63372213533,85571.56550467764,85571.56550467764,2432000,222751.63372213527,222751.63372213527,-498551.28,10,0.0,454711070.0,1.0,-12.380839217231506,-12.380839217231506
6710.254,-31.42882,nan,93,0.8,160775.15252053784,93,269609.9613033397,269609.9613033397,10,0.0,160775.15252053784,82438.97601732897,82438.97601732897,2456000,160775.15252053784,160775.15252053784,-657737.6,10,0.0,609856400.0,0.8,9830.026418534675,9830.026418534675
9477.986,-32.049267,nan,94,0.6,131040.76984117604,94,303742.42048259685,303742.42048259685,10,0.0,131040.76984117604,123593.4337853975,123593.4337853975,2480000,131040.76984117596,131040.76984117596,-606913.1,10,0.0,605475100.0,0.6,-95.69670392641684,-95.69670392641684
3648.7883,-31.225445,nan,95,0.9,169304.57909113387,95,300530.59000677406,300530.59000677406,10,0.0,169304.57909113387,100618.29903619234,100618.29903619234,2504000,169304.57909113387,169304.57909113387,-715978.9,10,0.0,678672960.0,0.9,-12.428023155934863,-12.428023155934863
