MetaTest/plate-slide-back-v1/AverageDiscountedReturn,MetaTest/plate-slide-back-v1/MaxReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/plate-slide-back-v1/Iteration,MetaTest/plate-slide-back-v1/MinReturn,MetaTest/Average/StdReturn,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/MinReturn,MetaTest/plate-slide-back-v1/AverageReturn,MetaTest/plate-slide-back-v1/SuccessRate,MetaTest/Average/TerminationRate,TotalEnvSteps,MetaTest/plate-slide-back-v1/TerminationRate,MetaTest/Average/AverageReturn,MetaTest/plate-slide-back-v1/NumTrajs,MetaTest/Average/NumTrajs,MetaTest/plate-slide-back-v1/StdReturn
1497.194987602981,3171.151478423477,3171.151478423477,18,18,-38.74506812835267,1344.2519551582295,0.0,1497.194987602981,-38.74506812835267,1497.1949876029814,0.0,0.0,656000,0.0,1497.1949876029814,10,10,1344.2519551582295
1109.371854785602,3252.1172858213386,3252.1172858213386,19,19,-55.84465484839363,1254.3799346552523,0.0,1109.371854785602,-55.84465484839363,1109.3718547856022,0.0,0.0,680000,0.0,1109.3718547856022,10,10,1254.3799346552523
1078.549957217414,3159.1038045033197,3159.1038045033197,20,20,-27.988992200709802,1156.7121156664327,0.0,1078.549957217414,-27.988992200709802,1078.5499572174142,0.0,0.0,704000,0.0,1078.5499572174142,10,10,1156.7121156664327
1207.9349725778586,3100.675059066545,3100.675059066545,21,21,-34.10456136419277,1254.1270294227159,0.0,1207.9349725778586,-34.10456136419277,1207.9349725778588,0.0,0.0,728000,0.0,1207.9349725778588,10,10,1254.1270294227159
4903.6987006110885,23030.795902316982,23030.795902316982,22,22,-18.308925940613246,7042.114013476099,0.0,4903.6987006110885,-18.308925940613246,4903.698700611089,0.0,0.0,752000,0.0,4903.698700611089,10,10,7042.114013476099
6192.0941399411,43420.43511335995,43420.43511335995,23,23,107.5430355865531,12484.325264111894,0.0,6192.0941399411,107.5430355865531,6192.0941399410995,0.0,0.0,776000,0.0,6192.0941399410995,10,10,12484.325264111894
795.3866949748342,3256.608949418567,3256.608949418567,24,24,-23.953739107501935,1008.7362769371063,0.0,795.3866949748342,-23.953739107501935,795.3866949748341,0.0,0.0,800000,0.0,795.3866949748341,10,10,1008.7362769371063
3908.2779619420485,12033.955184228023,12033.955184228023,25,25,16.630334510217317,4105.427776025125,0.0,3908.2779619420485,16.630334510217317,3908.2779619420494,0.0,0.0,824000,0.0,3908.2779619420494,10,10,4105.427776025125
3544.1576476015093,12176.011983895438,12176.011983895438,26,26,-40.93687867807521,3883.7268998644263,0.1,3544.1576476015093,-40.93687867807521,3544.157647601508,0.1,0.0,848000,0.0,3544.157647601508,10,10,3883.7268998644263
13257.691223791964,47515.79677438184,47515.79677438184,27,27,40.68946931157034,16936.738879839977,0.7,13257.691223791964,40.68946931157034,13257.69122379197,0.7,0.0,872000,0.0,13257.69122379197,10,10,16936.738879839977
3241.626916915448,26762.003638740847,26762.003638740847,28,28,-20.7959070501589,7946.203152655951,0.3,3241.626916915448,-20.7959070501589,3241.6269169154466,0.3,0.0,896000,0.0,3241.6269169154466,10,10,7946.203152655951
708.4580857113993,1491.5611682183126,1491.5611682183126,29,29,144.5541107727486,423.73046054170976,0.1,708.4580857113993,144.5541107727486,708.4580857113995,0.1,0.0,920000,0.0,708.4580857113995,10,10,423.73046054170976
733.392364314472,2249.385561327296,2249.385561327296,30,30,-15.726488687002343,715.1483832660404,0.0,733.392364314472,-15.726488687002343,733.3923643144728,0.0,0.0,944000,0.0,733.3923643144728,10,10,715.1483832660404
454.851713399277,2503.194135995611,2503.194135995611,31,31,-31.838549484245792,857.1608799433898,0.1,454.851713399277,-31.838549484245792,454.85171339927746,0.1,0.0,968000,0.0,454.85171339927746,10,10,857.1608799433898
409.3349743321696,2791.7899552961157,2791.7899552961157,32,32,-73.00458487738265,874.6938893386294,0.1,409.3349743321696,-73.00458487738265,409.3349743321695,0.1,0.0,992000,0.0,409.3349743321695,10,10,874.6938893386294
3993.1554620410293,25697.25074993152,25697.25074993152,33,33,-24.38924114245418,7738.397916493483,0.2,3993.1554620410293,-24.38924114245418,3993.155462041029,0.2,0.0,1016000,0.0,3993.155462041029,10,10,7738.397916493483
-19.96525409579522,15.487443170892142,15.487443170892142,34,34,-40.14682527050802,13.717220366280458,0.1,-19.96525409579522,-40.14682527050802,-19.965254095795224,0.1,0.0,1040000,0.0,-19.965254095795224,10,10,13.717220366280458
7149.049746122573,58941.3996209376,58941.3996209376,35,35,-51.639049088367344,17678.24451744158,0.0,7149.049746122573,-51.639049088367344,7149.049746122578,0.0,0.0,1064000,0.0,7149.049746122578,10,10,17678.24451744158
9488.179936565566,70113.09180322976,70113.09180322976,36,36,-40.00638825240684,20861.80005584241,0.2,9488.179936565566,-40.00638825240684,9488.179936565559,0.2,0.0,1088000,0.0,9488.179936565559,10,10,20861.80005584241
1727.8334003332377,13735.980969806167,13735.980969806167,37,37,-47.78119966731816,4154.98365172388,0.1,1727.8334003332377,-47.78119966731816,1727.8334003332373,0.1,0.0,1112000,0.0,1727.8334003332373,10,10,4154.98365172388
4224.374578129367,42333.98927705711,42333.98927705711,38,38,-27.800221176536343,12703.217146767847,0.2,4224.374578129367,-27.800221176536343,4224.374578129368,0.2,0.0,1136000,0.0,4224.374578129368,10,10,12703.217146767847
21813.94584720858,129513.88956082774,129513.88956082774,39,39,-33.59023305732102,38795.069398858825,0.3,21813.94584720858,-33.59023305732102,21813.945847208583,0.3,0.0,1160000,0.0,21813.945847208583,10,10,38795.069398858825
5637.559582315017,56648.45726024225,56648.45726024225,40,40,-63.61825822357832,17003.640181189545,0.0,5637.559582315017,-63.61825822357832,5637.559582315013,0.0,0.0,1184000,0.0,5637.559582315013,10,10,17003.640181189545
1910.4521080912382,19389.450067891485,19389.450067891485,41,41,-58.101473175372675,5826.345068084687,0.6,1910.4521080912382,-58.101473175372675,1910.4521080912345,0.6,0.0,1208000,0.0,1910.4521080912345,10,10,5826.345068084687
-36.71790659565615,-22.50482065864628,-22.50482065864628,42,42,-56.04675486278347,12.707503259220077,0.4,-36.71790659565615,-56.04675486278347,-36.71790659565616,0.4,0.0,1232000,0.0,-36.71790659565616,10,10,12.707503259220077
-40.4017436648103,-21.23006528096199,-21.23006528096199,43,43,-77.4254454051147,19.590796018851947,0.3,-40.4017436648103,-77.4254454051147,-40.40174366481031,0.3,0.0,1256000,0.0,-40.40174366481031,10,10,19.590796018851947
12025.459031514752,110507.46579013242,110507.46579013242,44,44,-77.82821837992346,32965.10899451971,0.1,12025.459031514752,-77.82821837992346,12025.45903151476,0.1,0.0,1280000,0.0,12025.45903151476,10,10,32965.10899451971
-44.06084109858911,-21.604511053853358,-21.604511053853358,45,45,-52.01858331234942,7.826455139149789,0.1,-44.06084109858911,-52.01858331234942,-44.060841098589115,0.1,0.0,1304000,0.0,-44.060841098589115,10,10,7.826455139149789
-28.810588340645154,-18.577542830945013,-18.577542830945013,46,46,-60.96451477786823,11.542568142528454,0.1,-28.810588340645154,-60.96451477786823,-28.81058834064516,0.1,0.0,1328000,0.0,-28.81058834064516,10,10,11.542568142528454
-27.862327406463475,94.93183051056447,94.93183051056447,47,47,-133.90635024433425,52.55100951456486,0.3,-27.862327406463475,-133.90635024433425,-27.862327406463464,0.3,0.0,1352000,0.0,-27.862327406463464,10,10,52.55100951456486
3437.735763072714,33485.133789011015,33485.133789011015,48,48,-113.46539240695185,10025.90195586805,0.0,3437.735763072714,-113.46539240695185,3437.735763072713,0.0,0.0,1376000,0.0,3437.735763072713,10,10,10025.90195586805
2698.1808519050674,27468.499103400707,27468.499103400707,49,49,-143.37743434529045,8256.85015324387,0.0,2698.1808519050674,-143.37743434529045,2698.1808519050674,0.0,0.0,1400000,0.0,2698.1808519050674,10,10,8256.85015324387
-26.491811200876192,-17.841846032793697,-17.841846032793697,50,50,-54.86192384808448,10.687415987006146,0.0,-26.491811200876192,-54.86192384808448,-26.491811200876192,0.0,0.0,1424000,0.0,-26.491811200876192,10,10,10.687415987006146
16706.54166676724,81308.15956369082,81308.15956369082,51,51,-143.19578837752687,25142.257741767633,0.3,16706.54166676724,-143.19578837752687,16706.54166676725,0.3,0.0,1448000,0.0,16706.54166676725,10,10,25142.257741767633
11844.005475711208,98713.55747297431,98713.55747297431,52,52,-28.97645192348893,29262.64060821184,0.3,11844.005475711208,-28.97645192348893,11844.00547571121,0.3,0.0,1472000,0.0,11844.00547571121,10,10,29262.64060821184
29002.93359661667,94175.5847120849,94175.5847120849,53,53,-58.517006428455325,37632.40092106159,0.3,29002.93359661667,-58.517006428455325,29002.93359661666,0.3,0.0,1496000,0.0,29002.93359661666,10,10,37632.40092106159
34013.93088433003,78849.28065410515,78849.28065410515,54,54,-24.31246449338008,27582.268164540783,0.0,34013.93088433003,-24.31246449338008,34013.93088433004,0.0,0.0,1520000,0.0,34013.93088433004,10,10,27582.268164540783
6613.495698721989,65518.361203180946,65518.361203180946,55,55,-31.466101232552667,19635.943996008606,0.3,6613.495698721989,-31.466101232552667,6613.49569872199,0.3,0.0,1544000,0.0,6613.49569872199,10,10,19635.943996008606
2677.5294920085685,9332.499060729315,9332.499060729315,56,56,-12.765625796071683,3038.824456718643,0.6,2677.5294920085685,-12.765625796071683,2677.52949200857,0.6,0.0,1568000,0.0,2677.52949200857,10,10,3038.824456718643
12964.394913573606,60902.008183669815,60902.008183669815,57,57,-83.41274667575897,21524.979585161364,0.4,12964.394913573606,-83.41274667575897,12964.394913573606,0.4,0.0,1592000,0.0,12964.394913573606,10,10,21524.979585161364
18506.2240250633,134936.55232778817,134936.55232778817,58,58,-72.30356460052455,40501.29491652415,0.3,18506.2240250633,-72.30356460052455,18506.2240250633,0.3,0.0,1616000,0.0,18506.2240250633,10,10,40501.29491652415
64156.303884047535,182950.01139073368,182950.01139073368,59,59,-34.19496434195507,65808.76361159858,0.4,64156.303884047535,-34.19496434195507,64156.303884047506,0.4,0.0,1640000,0.0,64156.303884047506,10,10,65808.76361159858
64947.09513780428,235307.29712664708,235307.29712664708,60,60,-143.87804561132288,87521.78072929765,0.3,64947.09513780428,-143.87804561132288,64947.09513780427,0.3,0.0,1664000,0.0,64947.09513780427,10,10,87521.78072929765
18276.387765966305,80023.46365425133,80023.46365425133,61,61,-143.88895570137782,29823.567905680284,0.1,18276.387765966305,-143.88895570137782,18276.38776596632,0.1,0.0,1688000,0.0,18276.38776596632,10,10,29823.567905680284
24366.732137889132,244253.88425342308,244253.88425342308,62,62,-143.88895570137782,73295.73925174965,0.2,24366.732137889132,-143.88895570137782,24366.73213788913,0.2,0.0,1712000,0.0,24366.73213788913,10,10,73295.73925174965
-76.26677170605996,-21.207139250688247,-21.207139250688247,63,63,-143.88895570137782,46.61459056588146,0.0,-76.26677170605996,-143.88895570137782,-76.26677170605988,0.0,0.0,1736000,0.0,-76.26677170605988,10,10,46.61459056588146
21900.508012361424,190776.07108463495,190776.07108463495,64,64,-143.87804561132288,56568.82151792997,0.1,21900.508012361424,-143.87804561132288,21900.508012361424,0.1,0.0,1760000,0.0,21900.508012361424,10,10,56568.82151792997
34184.18879556612,106492.06103365097,106492.06103365097,65,65,-143.87804561132288,37311.48068493776,0.2,34184.18879556612,-143.87804561132288,34184.18879556612,0.2,0.0,1784000,0.0,34184.18879556612,10,10,37311.48068493776
33127.12025873676,130312.1746028665,130312.1746028665,66,66,-143.87804561132288,46253.87285897702,0.2,33127.12025873676,-143.87804561132288,33127.12025873676,0.2,0.0,1808000,0.0,33127.12025873676,10,10,46253.87285897702
50555.75335127014,141637.62985305968,141637.62985305968,67,67,-143.87804561132288,58058.99226619653,0.1,50555.75335127014,-143.87804561132288,50555.75335127015,0.1,0.0,1832000,0.0,50555.75335127015,10,10,58058.99226619653
43224.53520858151,160209.08326460383,160209.08326460383,68,68,-143.87804561132288,54442.122653602426,0.3,43224.53520858151,-143.87804561132288,43224.535208581496,0.3,0.0,1856000,0.0,43224.535208581496,10,10,54442.122653602426
56768.5502755458,258107.2677529229,258107.2677529229,69,69,-143.87804561132288,77962.92813720342,0.2,56768.5502755458,-143.87804561132288,56768.550275545815,0.2,0.0,1880000,0.0,56768.550275545815,10,10,77962.92813720342
55768.55125371561,188124.34974618308,188124.34974618308,70,70,-143.87804561132288,62222.466884073605,0.1,55768.55125371561,-143.87804561132288,55768.551253715625,0.1,0.0,1904000,0.0,55768.551253715625,10,10,62222.466884073605
74834.26428670852,201137.53380375798,201137.53380375798,71,71,-143.87804561132288,80525.81115253754,0.5,74834.26428670852,-143.87804561132288,74834.26428670855,0.5,0.0,1928000,0.0,74834.26428670855,10,10,80525.81115253754
61017.2301872497,269280.6942679388,269280.6942679388,72,72,-107.44989728094905,84676.09001405227,0.5,61017.2301872497,-107.44989728094905,61017.23018724972,0.5,0.0,1952000,0.0,61017.23018724972,10,10,84676.09001405227
21508.305126819883,131147.7546478018,131147.7546478018,73,73,-143.88895570137782,44416.54776959293,0.2,21508.305126819883,-143.88895570137782,21508.305126819883,0.2,0.0,1976000,0.0,21508.305126819883,10,10,44416.54776959293
27295.00993145034,178236.76864828833,178236.76864828833,74,74,-143.88895570137782,57842.580091631266,0.2,27295.00993145034,-143.88895570137782,27295.00993145032,0.2,0.0,2000000,0.0,27295.00993145032,10,10,57842.580091631266
48439.398893117126,263844.1210500284,263844.1210500284,75,75,-107.44989728094905,79549.91367732282,0.1,48439.398893117126,-107.44989728094905,48439.39889311711,0.1,0.0,2024000,0.0,48439.39889311711,10,10,79549.91367732282
42337.23132900582,186396.78980134192,186396.78980134192,76,76,-107.66581198951731,60983.8981647701,0.4,42337.23132900582,-107.66581198951731,42337.23132900581,0.4,0.0,2048000,0.0,42337.23132900581,10,10,60983.8981647701
22509.754109158483,124318.08204602086,124318.08204602086,77,77,-99.0949117323416,44839.33975347296,0.2,22509.754109158483,-99.0949117323416,22509.754109158494,0.2,0.0,2072000,0.0,22509.754109158494,10,10,44839.33975347296
27750.801589309907,144703.74642592957,144703.74642592957,78,78,-81.62287664302018,47056.92191961438,0.2,27750.801589309907,-81.62287664302018,27750.801589309907,0.2,0.0,2096000,0.0,27750.801589309907,10,10,47056.92191961438
55236.823399904635,201157.77477530602,201157.77477530602,79,79,-81.62287664302018,85216.72953154024,0.3,55236.823399904635,-81.62287664302018,55236.823399904635,0.3,0.0,2120000,0.0,55236.823399904635,10,10,85216.72953154024
37.66019143374211,409.40868550871306,409.40868550871306,80,80,-81.62287664302018,180.22811388803322,0.1,37.66019143374211,-81.62287664302018,37.660191433742064,0.1,0.0,2144000,0.0,37.660191433742064,10,10,180.22811388803322
25847.562142499184,145062.44918295965,145062.44918295965,81,81,-110.99923238621662,47736.399611668174,0.2,25847.562142499184,-110.99923238621662,25847.56214249919,0.2,0.0,2168000,0.0,25847.56214249919,10,10,47736.399611668174
26440.084065760206,189524.66377573527,189524.66377573527,82,82,-81.79094557395558,58817.8857027002,0.1,26440.084065760206,-81.79094557395558,26440.084065760202,0.1,0.0,2192000,0.0,26440.084065760202,10,10,58817.8857027002
16964.97486705677,159498.82295619426,159498.82295619426,83,83,-81.62287664302018,47529.40752075266,0.3,16964.97486705677,-81.62287664302018,16964.974867056768,0.3,0.0,2216000,0.0,16964.974867056768,10,10,47529.40752075266
12413.454411792512,104031.33220673911,104031.33220673911,84,84,-81.62287664302018,30653.272685393567,0.4,12413.454411792512,-81.62287664302018,12413.454411792503,0.4,0.0,2240000,0.0,12413.454411792503,10,10,30653.272685393567
3703.163036561352,28286.294957141283,28286.294957141283,85,85,-81.62287664302018,8277.642545151002,0.4,3703.163036561352,-81.62287664302018,3703.1630365613514,0.4,0.0,2264000,0.0,3703.1630365613514,10,10,8277.642545151002
77922.6818190139,209658.79536835395,209658.79536835395,86,86,-81.66199376324923,85841.21704094761,0.4,77922.6818190139,-81.66199376324923,77922.68181901389,0.4,0.0,2288000,0.0,77922.68181901389,10,10,85841.21704094761
61295.41401662051,187337.02800240743,187337.02800240743,87,87,-143.87804561132288,71090.76052851902,0.3,61295.41401662051,-143.87804561132288,61295.414016620525,0.3,0.0,2312000,0.0,61295.414016620525,10,10,71090.76052851902
60574.205823571945,185129.99484900894,185129.99484900894,88,88,-107.66581198951731,73032.56400346982,0.5,60574.205823571945,-107.66581198951731,60574.205823571945,0.5,0.0,2336000,0.0,60574.205823571945,10,10,73032.56400346982
26179.865744420396,142394.94180825984,142394.94180825984,89,89,-124.7991211914464,47826.84317011805,0.2,26179.865744420396,-124.7991211914464,26179.865744420393,0.2,0.0,2360000,0.0,26179.865744420393,10,10,47826.84317011805
8415.576608477579,84796.6409024986,84796.6409024986,90,90,-107.66581198951731,25460.384131383093,0.1,8415.576608477579,-107.66581198951731,8415.576608477573,0.1,0.0,2384000,0.0,8415.576608477573,10,10,25460.384131383093
25702.820508790744,228324.2654536328,228324.2654536328,91,91,-107.66581198951731,68080.58319088908,0.3,25702.820508790744,-107.66581198951731,25702.820508790748,0.3,0.0,2408000,0.0,25702.820508790748,10,10,68080.58319088908
77282.02892273139,239369.34947793785,239369.34947793785,92,92,-107.66581198951731,90218.03959577766,0.3,77282.02892273139,-107.66581198951731,77282.02892273139,0.3,0.0,2432000,0.0,77282.02892273139,10,10,90218.03959577766
50430.157554100464,164594.38187053375,164594.38187053375,93,93,-107.66581198951731,63634.44872849845,0.3,50430.157554100464,-107.66581198951731,50430.157554100435,0.3,0.0,2456000,0.0,50430.157554100435,10,10,63634.44872849845
29161.0105419013,230517.14640044665,230517.14640044665,94,94,-107.66581198951731,69602.55392018062,0.1,29161.0105419013,-107.66581198951731,29161.01054190129,0.1,0.0,2480000,0.0,29161.01054190129,10,10,69602.55392018062
26356.063910512155,237888.42176945714,237888.42176945714,95,95,-107.66581198951731,70602.59771253969,0.4,26356.063910512155,-107.66581198951731,26356.063910512137,0.4,0.0,2504000,0.0,26356.063910512137,10,10,70602.59771253969
7866.594047485283,79228.56134973229,79228.56134973229,96,96,-107.66581198951731,23787.37165966825,0.0,7866.594047485283,-107.66581198951731,7866.5940474852905,0.0,0.0,2528000,0.0,7866.5940474852905,10,10,23787.37165966825
38796.150260265524,143965.73932509852,143965.73932509852,97,97,-107.66581198951731,48691.030744472766,0.3,38796.150260265524,-107.66581198951731,38796.15026026554,0.3,0.0,2552000,0.0,38796.15026026554,10,10,48691.030744472766
39128.412419642,108698.95204455299,108698.95204455299,98,98,-107.66581198951731,42896.494899512654,0.4,39128.412419642,-107.66581198951731,39128.41241964198,0.4,0.0,2576000,0.0,39128.41241964198,10,10,42896.494899512654
51631.41754722151,129511.80661350641,129511.80661350641,99,99,-143.87804561132288,56236.15841978883,0.3,51631.41754722151,-143.87804561132288,51631.41754722151,0.3,0.0,2600000,0.0,51631.41754722151,10,10,56236.15841978883
