reach-v1/MinReturn,MetaTest/reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/MinReturn,reach-v1/NumEpisodes,MetaTest/Average/Iteration,Average/StdReturn,reach-v1/StdReturn,Average/NumEpisodes,GaussianMLPPolicy/LossAfter,Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,reach-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/reach-v1/MaxReturn,Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/reach-v1/TerminationRate,reach-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,TotalEnvSteps,GaussianMLPPolicy/Entropy,Average/MinReturn,reach-v1/Iteration,MetaTest/reach-v1/SuccessRate,MetaTest/reach-v1/NumEpisodes,reach-v1/AverageReturn,GaussianMLPPolicy/LossBefore,Average/AverageReturn,Iteration,GaussianMLPPolicy/KLBefore,MetaTest/reach-v1/Iteration,MetaTest/reach-v1/AverageReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,reach-v1/SuccessRate,Average/Iteration,Average/SuccessRate,MetaTest/Average/MaxReturn,reach-v1/MaxReturn,GaussianMLPPolicy/dLoss,MetaTest/reach-v1/StdReturn
12281.02539258746,,,200,,34079.58382539238,34079.58382539238,200,-5.79740685680008e-07,189738.25687883067,,,0.0,,,22743.154450182665,0.0,,,,22743.154450182665,,5200000,5.64880895614624,12281.02539258746,64,,,63437.5950119411,-5.75400406432891e-07,63437.5950119411,64,0.0,,,,3.0648850497527746e-06,0.185,64,0.185,,189738.25687883067,4.340279247116996e-09,
6348.426281272856,,,200,,32493.087412289708,32493.087412289708,200,-6.24415577021864e-07,161052.16785902408,,,0.0,,,22425.63891577728,0.0,,,,22425.63891577728,,5280000,5.648125171661377,6348.426281272856,65,,,63890.01888495596,-6.22290372120915e-07,63890.01888495596,65,0.0,,,,1.498613983130781e-06,0.17,65,0.17,,161052.16785902408,2.1252049009490293e-09,
13437.282770098385,,,200,,34151.40517478599,34151.40517478599,200,-9.123874988858915e-09,198572.84335088634,,,0.0,,,24081.432533217147,0.0,,,,24081.432533217147,,5360000,5.64811897277832,13437.282770098385,66,,,68427.49045504662,-7.022106451870513e-09,68427.49045504662,66,0.0,,,,1.4926938547432655e-06,0.195,66,0.195,,198572.84335088634,2.101768536988402e-09,
3345.3756307625977,,,200,,35959.34251706918,35959.34251706918,200,-5.130180511514482e-07,205540.71118534173,,,0.0,,,22611.234126635733,0.0,,,,22611.234126635733,,5440000,5.647486686706543,3345.3756307625977,67,,,61726.680557855514,-5.103947273710219e-07,61726.680557855514,67,0.0,,,,1.8690545857680263e-06,0.175,67,0.175,,205540.71118534173,2.62332378042629e-09,
6845.924704736711,,,200,,35077.328210630105,35077.328210630105,200,-9.521592687633529e-07,170524.11150329327,,,0.0,,,23182.54470416531,0.0,,,,23182.54470416531,,5520000,5.6465535163879395,6845.924704736711,68,,,65860.65507477416,-9.500164992459759e-07,65860.65507477416,68,0.0,,,,1.512385779278702e-06,0.21,68,0.21,,170524.11150329327,2.142769517377019e-09,
13142.063765289873,,,200,,36061.41646036893,36061.41646036893,200,-7.308534009098366e-07,191310.46890869262,,,0.0,,,24689.088448917362,0.0,,,,24689.088448917362,,5600000,5.645752906799316,13142.063765289873,69,,,70498.79276019844,-7.275999678313383e-07,70498.79276019844,69,0.0,,,,2.292808858328499e-06,0.235,69,0.235,,191310.46890869262,3.2534330784983467e-09,
10811.02870364813,67553.83765646824,23583.784258350017,200,7,34547.29582353217,34547.29582353217,200,-1.881073785625631e-08,183790.8921060733,0.0,67553.83765646825,0.0,50,174861.85089532644,24215.27784391882,0.0,0.22,67553.83765646824,0.0,24215.27784391882,31068.155591398267,5680000,5.645737171173096,10811.02870364813,70,0.22,50,68935.59478681815,-1.7377782768335237e-08,68935.59478681815,70,0.0,7,67553.83765646825,23583.784258350017,9.78551270236494e-07,0.25,70,0.25,174861.85089532644,183790.8921060733,1.4329550879210728e-09,31068.155591398267
10428.905841475773,,,200,,33527.73733004431,33527.73733004431,200,4.628300231956928e-08,205836.41260023677,,,0.0,,,23418.975739543923,0.0,,,,23418.975739543923,,5760000,5.645781517028809,10428.905841475773,71,,,64834.70356275719,4.764709871096784e-08,64834.70356275719,71,0.0,,,,9.622992820368381e-07,0.16,71,0.16,,205836.41260023677,1.3640963913985615e-09,
8413.393597237948,,,200,,34817.09818610839,34817.09818610839,200,-3.266140993218869e-07,181660.8344617459,,,0.0,,,23272.795165216496,0.0,,,,23272.795165216496,,5840000,5.645384788513184,8413.393597237948,72,,,64603.10078489866,-3.222810960323841e-07,64603.10078489866,72,0.0,,,,3.067693342018174e-06,0.18,72,0.18,,181660.8344617459,4.3330032895028125e-09,
13198.712903402795,,,200,,34572.28688522464,34572.28688522464,200,4.729442792950067e-08,177951.62120906985,,,0.0,,,24780.801317400463,0.0,,,,24780.801317400463,,5920000,5.6454339027404785,13198.712903402795,73,,,69665.95487751391,4.8846981570704884e-08,69665.95487751391,73,0.0,,,,1.0870616051761317e-06,0.215,73,0.215,,177951.62120906985,1.552553641204213e-09,
10352.00638939408,,,200,,33369.866244294775,33369.866244294775,200,1.2905759660952754e-07,166037.37215303926,,,0.0,,,22814.448485010547,0.0,,,,22814.448485010547,,6000000,5.645558834075928,10352.00638939408,74,,,64129.854122725716,1.336616577418681e-07,64129.854122725716,74,0.0,,,,3.236041720811045e-06,0.135,74,0.135,,166037.37215303926,4.6040611323405756e-09,
12002.895914482518,,,200,,32663.57666372641,32663.57666372641,200,-5.578493187385902e-07,157079.1737657786,,,0.0,,,24103.070830984696,0.0,,,,24103.070830984696,,6080000,5.644956111907959,12002.895914482518,75,,,66368.42426758814,-5.541213567994419e-07,66368.42426758814,75,0.0,,,,2.61068112195062e-06,0.14,75,0.14,,157079.1737657786,3.727961939148372e-09,
11482.480497415117,,,200,,34793.4078491881,34793.4078491881,200,3.0441637477451877e-07,172149.0361101793,,,0.0,,,22550.62758131277,0.0,,,,22550.62758131277,,6160000,5.645303726196289,11482.480497415117,76,,,61780.4111681672,3.0823952101854957e-07,61780.4111681672,76,0.0,,,,2.6924469693767605e-06,0.17,76,0.17,,172149.0361101793,3.823146244030795e-09,
18520.168895335893,,,200,,31622.964983892798,31622.964983892798,200,-4.354633347247727e-07,149869.94111016626,,,0.0,,,25147.944909876744,0.0,,,,25147.944909876744,,6240000,5.644922256469727,18520.168895335893,77,,,71095.29957571767,-4.327262104197871e-07,71095.29957571767,77,0.0,,,,1.953082801264827e-06,0.215,77,0.215,,149869.94111016626,2.7371243049856275e-09,
15274.97977674171,,,200,,33326.72197046171,33326.72197046171,200,-8.734431844459323e-08,166464.71943271827,,,0.0,,,25252.91355148198,0.0,,,,25252.91355148198,,6320000,5.644838333129883,15274.97977674171,78,,,70700.6350930826,-8.46490237904618e-08,70700.6350930826,78,0.0,,,,1.9123085621686187e-06,0.25,78,0.25,,166464.71943271827,2.6952946541314304e-09,
8164.485778610163,,,200,,34033.36743687904,34033.36743687904,200,3.086004767283157e-07,182034.5338100909,,,0.0,,,24218.394566098796,0.0,,,,24218.394566098796,,6400000,5.645096302032471,8164.485778610163,79,,,68279.53888531093,3.1021210133985733e-07,68279.53888531093,79,0.0,,,,1.1479016848170431e-06,0.2,79,0.2,,182034.5338100909,1.6116246115416288e-09,
14684.653753424305,66537.58053986603,9662.352368737931,200,8,33474.00547494899,33474.00547494899,200,1.2069677950421465e-06,151028.58685720552,0.0,66537.58053986603,0.0,50,132018.77140792037,23818.234658203488,0.0,0.18,66537.58053986603,0.0,23818.234658203488,29203.271365626108,6480000,5.646247386932373,14684.653753424305,80,0.18,50,65976.66274498764,1.2097488024664926e-06,65976.66274498764,80,0.0,8,66537.58053986603,9662.352368737931,1.9584492747526383e-06,0.195,80,0.195,132018.77140792037,151028.58685720552,2.7810074243461713e-09,29203.271365626108
18316.376575839913,,,200,,30391.734473874047,30391.734473874047,200,7.118126177374506e-07,164302.39004408292,,,0.0,,,23042.811917277402,0.0,,,,23042.811917277402,,6560000,5.646927833557129,18316.376575839913,81,,,64981.76141165283,7.143041216295387e-07,64981.76141165283,81,0.0,,,,1.7570202999195317e-06,0.135,81,0.135,,164302.39004408292,2.491503892088076e-09,
