reach-v1/MinReturn,MetaTest/reach-v1/AverageDiscountedReturn,MetaTest/reach-v1/MinReturn,reach-v1/NumEpisodes,MetaTest/Average/Iteration,Average/StdReturn,reach-v1/StdReturn,Average/NumEpisodes,GaussianMLPPolicy/LossAfter,Average/MaxReturn,MetaTest/Average/TerminationRate,MetaTest/Average/AverageReturn,reach-v1/TerminationRate,MetaTest/Average/NumEpisodes,MetaTest/reach-v1/MaxReturn,Average/AverageDiscountedReturn,Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/reach-v1/TerminationRate,reach-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,TotalEnvSteps,GaussianMLPPolicy/Entropy,Average/MinReturn,reach-v1/Iteration,MetaTest/reach-v1/SuccessRate,MetaTest/reach-v1/NumEpisodes,reach-v1/AverageReturn,GaussianMLPPolicy/LossBefore,Average/AverageReturn,Iteration,GaussianMLPPolicy/KLBefore,MetaTest/reach-v1/Iteration,MetaTest/reach-v1/AverageReturn,MetaTest/Average/MinReturn,GaussianMLPPolicy/KLAfter,reach-v1/SuccessRate,Average/Iteration,Average/SuccessRate,MetaTest/Average/MaxReturn,reach-v1/MaxReturn,GaussianMLPPolicy/dLoss,MetaTest/reach-v1/StdReturn
2846.215168584648,41193.081497261475,6942.263172443463,200,1,26661.847453055747,26661.847453055747,200,3.202069933649909e-07,171243.37352161272,0.0,41193.081497261475,0.0,50,127320.40625268246,13497.935957021295,0.0,0.06,41193.081497261475,0.0,13497.935957021295,27541.514022378058,880000,5.667388439178467,2846.215168584648,10,0.06,50,37749.950464496265,3.8777193367423024e-07,37749.950464496265,10,0.0,1,41193.081497261475,6942.263172443463,4.768615326611325e-05,0.05,10,0.05,127320.40625268246,171243.37352161272,6.756494030923932e-08,27541.514022378058
2121.3438510793662,,,200,,23978.17410532566,23978.17410532566,200,-5.730623229283083e-07,141598.62755020353,,,0.0,,,12981.88954630409,0.0,,,,12981.88954630409,,960000,5.666893005371094,2121.3438510793662,11,,,36076.43008915966,-4.818493266611767e-07,36076.43008915966,11,0.0,,,,6.431432120734826e-05,0.025,11,0.025,,141598.62755020353,9.121299626713153e-08,
2925.1291011533285,,,200,,31678.561090804687,31678.561090804687,200,1.4969491246574762e-07,176994.87571328564,,,0.0,,,15039.290899325668,0.0,,,,15039.290899325668,,1040000,5.667081356048584,2925.1291011533285,12,,,42716.163552538725,1.9266357753622287e-07,42716.163552538725,12,0.0,,,,3.0351429813890718e-05,0.09,12,0.09,,176994.87571328564,4.2968665070475254e-08,
3086.95228861155,,,200,,25358.377089185888,25358.377089185888,200,-7.217035999929067e-07,158674.24517659753,,,0.0,,,14977.571619692582,0.0,,,,14977.571619692582,,1120000,5.666443347930908,3086.95228861155,13,,,41412.77697635713,-6.620742851737305e-07,41412.77697635713,13,0.0,,,,4.206918674753979e-05,0.045,13,0.045,,158674.24517659753,5.962931481917622e-08,
3793.1353427433605,,,200,,26633.04691007778,26633.04691007778,200,-1.2783378906533471e-06,137683.14213669728,,,0.0,,,13831.045133637814,0.0,,,,13831.045133637814,,1200000,5.665106773376465,3793.1353427433605,14,,,39158.69159896926,-1.2345302593530505e-06,39158.69159896926,14,0.0,,,,3.0944553145673126e-05,0.07,14,0.07,,137683.14213669728,4.3807631300296634e-08,
2506.7788005265134,,,200,,30527.798721154504,30527.798721154504,200,2.9597350703625125e-07,166901.52603508133,,,0.0,,,16683.2910442926,0.0,,,,16683.2910442926,,1280000,5.665412425994873,2506.7788005265134,15,,,47825.471989687605,3.3679901889627217e-07,47825.471989687605,15,0.0,,,,2.8818223654525355e-05,0.075,15,0.075,,166901.52603508133,4.0825511860020924e-08,
1927.2069422528782,,,200,,27588.608298989395,27588.608298989395,200,-2.411458353890339e-06,138036.41597712215,,,0.0,,,14778.257276712615,0.0,,,,14778.257276712615,,1360000,5.6628570556640625,1927.2069422528782,16,,,41054.430047731286,-2.3592176603415282e-06,41054.430047731286,16,0.0,,,,3.687327989609912e-05,0.065,16,0.065,,138036.41597712215,5.224069354881067e-08,
4726.028002306639,,,200,,32059.748131608707,32059.748131608707,200,7.224190312626888e-07,200085.51708943266,,,0.0,,,16743.904030298152,0.0,,,,16743.904030298152,,1440000,5.663581371307373,4726.028002306639,17,,,47476.16222807018,7.557729304608074e-07,47476.16222807018,17,0.0,,,,2.3554550352855586e-05,0.105,17,0.105,,200085.51708943266,3.33538991981186e-08,
4510.304683735809,,,200,,29151.03960682868,29151.03960682868,200,-5.435709908852004e-07,154823.4486342724,,,0.0,,,17616.48556461283,0.0,,,,17616.48556461283,,1520000,5.663071632385254,4510.304683735809,18,,,52135.697587425486,-5.228163217907422e-07,52135.697587425486,18,0.0,,,,1.4656628081866074e-05,0.11,18,0.11,,154823.4486342724,2.0754669094458222e-08,
4057.988559366465,,,200,,34145.648532320025,34145.648532320025,200,-2.539160732339951e-06,175667.55355206566,,,0.0,,,18277.39052874853,0.0,,,,18277.39052874853,,1600000,5.660487174987793,4057.988559366465,19,,,53460.29276755348,-2.5068789000215475e-06,53460.29276755348,19,0.0,,,,2.2793630705564283e-05,0.115,19,0.115,,175667.55355206566,3.228183231840376e-08,
3231.4863162960214,59353.51784764509,6706.390497586329,200,2,33934.26606797903,33934.26606797903,200,-6.88563716266799e-07,177708.28110804336,0.0,59353.517847645075,0.0,50,147633.28933328998,17928.287975040213,0.0,0.14,59353.51784764509,0.0,17928.287975040213,34713.73835396157,1680000,5.659834861755371,3231.4863162960214,20,0.14,50,51467.88593686266,-6.658176516793901e-07,51467.88593686266,20,0.0,2,59353.517847645075,6706.390497586329,1.6072310245363042e-05,0.135,20,0.135,147633.28933328998,177708.28110804336,2.274606458740891e-08,34713.73835396157
4481.919606732162,,,200,,34521.757221831445,34521.757221831445,200,-5.756409109380911e-07,198112.5363937425,,,0.0,,,18390.804879658095,0.0,,,,18390.804879658095,,1760000,5.6592864990234375,4481.919606732162,21,,,54015.2027204274,-5.529331019715755e-07,54015.2027204274,21,0.0,,,,1.60444342327537e-05,0.11,21,0.11,,198112.5363937425,2.2707808966515586e-08,
7632.754522047667,,,200,,30593.131083235676,30593.131083235676,200,1.219853231759771e-07,158733.4242960326,,,0.0,,,18104.137020923397,0.0,,,,18104.137020923397,,1840000,5.659453392028809,7632.754522047667,22,,,52286.18442423029,1.5622894977695978e-07,52286.18442423029,22,0.0,,,,2.41721463680733e-05,0.095,22,0.095,,158733.4242960326,3.424362660098268e-08,
3498.4742174424414,,,200,,32444.986714312057,32444.986714312057,200,-4.858405304730695e-07,174480.7166487806,,,0.0,,,18465.33629207231,0.0,,,,18465.33629207231,,1920000,5.659019470214844,3498.4742174424414,23,,,53526.98906513942,-4.7213075049512554e-07,53526.98906513942,23,0.0,,,,9.684403266874142e-06,0.135,23,0.135,,174480.7166487806,1.3709779977943981e-08,
2932.1660732112146,,,200,,34394.78742681454,34394.78742681454,200,-3.3614463745834655e-07,162544.59204824708,,,0.0,,,18100.121863158456,0.0,,,,18100.121863158456,,2000000,5.658693790435791,2932.1660732112146,24,,,53618.761831643824,-3.179098655436974e-07,53618.761831643824,24,0.0,,,,1.2882444934803061e-05,0.12,24,0.12,,162544.59204824708,1.8234771914649173e-08,
7849.5919869622885,,,200,,33651.83196981389,33651.83196981389,200,-3.4952068972415873e-07,168185.17941147444,,,0.0,,,19279.83684794555,0.0,,,,19279.83684794555,,2080000,5.658374309539795,7849.5919869622885,25,,,56302.00311509083,-3.364587541909714e-07,56302.00311509083,25,0.0,,,,9.215966201736592e-06,0.13,25,0.13,,168185.17941147444,1.3061935533187352e-08,
6543.186973976376,,,200,,33496.68207391403,33496.68207391403,200,7.250660019053612e-07,201695.70153971307,,,0.0,,,19403.804326518737,0.0,,,,19403.804326518737,,2160000,5.65911865234375,6543.186973976376,26,,,55815.10919717735,7.424287105095573e-07,55815.10919717735,26,0.0,,,,1.226251151820179e-05,0.15,26,0.15,,201695.70153971307,1.7362708604196087e-08,
10773.338621251423,,,200,,31151.706465621504,31151.706465621504,200,-1.6074940845101082e-07,164720.45661737735,,,0.0,,,19247.30913869484,0.0,,,,19247.30913869484,,2240000,5.658971309661865,10773.338621251423,27,,,55927.51641477981,-1.4846906992715958e-07,55927.51641477981,27,0.0,,,,8.668644113640767e-06,0.13,27,0.13,,164720.45661737735,1.2280338523851242e-08,
5818.581597427069,,,200,,30870.532861773765,30870.532861773765,200,-8.102124411379918e-07,159463.42918512624,,,0.0,,,18724.16285296115,0.0,,,,18724.16285296115,,2320000,5.658109188079834,5818.581597427069,28,,,54289.910302667486,-7.990695962689642e-07,54289.910302667486,28,0.0,,,,7.878536052885465e-06,0.12,28,0.12,,159463.42918512624,1.1142844869027613e-08,
8484.016704913589,,,200,,32239.383794964342,32239.383794964342,200,2.1058792754047317e-07,156498.08178337276,,,0.0,,,19968.422005424563,0.0,,,,19968.422005424563,,2400000,5.658318519592285,8484.016704913589,29,,,57982.700696804466,2.2761307150176435e-07,57982.700696804466,29,0.0,,,,1.2023075214528944e-05,0.15,29,0.15,,156498.08178337276,1.7025143961291178e-08,
9211.463234001643,52622.18303370876,14773.906375339597,200,3,33766.159993028035,33766.159993028035,200,-4.015143133528909e-07,203423.5324770365,0.0,52622.183033708774,0.0,50,138743.06434227692,18811.94602211638,0.0,0.1,52622.18303370876,0.0,18811.94602211638,28797.96215001321,2480000,5.657944202423096,9211.463234001643,30,0.1,50,53884.491680854204,-3.8164429838616343e-07,53884.491680854204,30,0.0,3,52622.183033708774,14773.906375339597,1.4021114111528732e-05,0.12,30,0.12,138743.06434227692,203423.5324770365,1.9870014966727467e-08,28797.96215001321
5096.286783074945,,,200,,34006.59207633067,34006.59207633067,200,-8.206797019738588e-07,170876.33788149644,,,0.0,,,20921.41781855103,0.0,,,,20921.41781855103,,2560000,5.657168388366699,5096.286783074945,31,,,60857.13233584228,-8.086884690783336e-07,60857.13233584228,31,0.0,,,,8.469992280879524e-06,0.135,31,0.135,,170876.33788149644,1.1991232895525172e-08,
6171.962165975494,,,200,,32194.589539260047,32194.589539260047,200,4.3478993916323816e-07,149684.4297375708,,,0.0,,,19015.878863202313,0.0,,,,19015.878863202313,,2640000,5.65755558013916,6171.962165975494,32,,,53804.33812778007,4.450666040156648e-07,53804.33812778007,32,0.0,,,,7.257062861754093e-06,0.13,32,0.13,,149684.4297375708,1.027666485242662e-08,
10550.361049424228,,,200,,26752.114747424093,26752.114747424093,200,-1.137501044468081e-06,146688.34877363086,,,0.0,,,17469.545704903052,0.0,,,,17469.545704903052,,2720000,5.656502723693848,10550.361049424228,33,,,49503.16635544897,-1.1184383765794337e-06,49503.16635544897,33,0.0,,,,1.34532692754874e-05,0.07,33,0.07,,146688.34877363086,1.906266788864741e-08,
3257.8438559075385,,,200,,35823.7257412982,35823.7257412982,200,-7.257747256517177e-07,185222.96114318387,,,0.0,,,21617.256365812635,0.0,,,,21617.256365812635,,2800000,5.655843257904053,3257.8438559075385,34,,,62770.929468353555,-7.193709166131157e-07,62770.929468353555,34,0.0,,,,4.544388502836227e-06,0.175,34,0.175,,185222.96114318387,6.4038090386020485e-09,
9876.133059715903,,,200,,29573.793504358524,29573.793504358524,200,-8.661692731948278e-07,133121.61512959984,,,0.0,,,20261.082024950916,0.0,,,,20261.082024950916,,2880000,5.654899597167969,9876.133059715903,35,,,58886.70821814307,-8.597311307312339e-07,58886.70821814307,35,0.0,,,,4.545847787085222e-06,0.115,35,0.115,,133121.61512959984,6.4381424635939766e-09,
9440.510571335639,,,200,,34600.85517994799,34600.85517994799,200,-4.860560309793982e-08,161155.2539597701,,,0.0,,,21940.826917060167,0.0,,,,21940.826917060167,,2960000,5.654863357543945,9440.510571335639,36,,,64763.20940496208,-3.6381607060320675e-08,64763.20940496208,36,0.0,,,,8.637177415948827e-06,0.17,36,0.17,,161155.2539597701,1.2223996037619145e-08,
4499.400399134812,,,200,,33554.291735982144,33554.291735982144,200,-9.61897058004979e-07,158949.24144265795,,,0.0,,,21140.20589636649,0.0,,,,21140.20589636649,,3040000,5.6538591384887695,4499.400399134812,37,,,60864.25662113672,-9.541319059280795e-07,60864.25662113672,37,0.0,,,,5.4720599109714385e-06,0.165,37,0.165,,158949.24144265795,7.76515207689954e-09,
4530.792555613234,,,200,,34663.46799949434,34663.46799949434,200,-1.7146026820569205e-08,173064.97357647325,,,0.0,,,20877.890628194233,0.0,,,,20877.890628194233,,3120000,5.6538472175598145,4530.792555613234,38,,,59481.96886375351,-1.2386368375416623e-08,59481.96886375351,38,0.0,,,,3.3350747798976954e-06,0.125,38,0.125,,173064.97357647325,4.759658445152581e-09,
8087.660544294105,,,200,,32191.62647338658,32191.62647338658,200,-1.3323330216863383e-09,155318.06512606752,,,0.0,,,22060.11176359863,0.0,,,,22060.11176359863,,3200000,5.6538591384887695,8087.660544294105,39,,,62185.06170163417,1.2463158505227057e-08,62185.06170163417,39,0.0,,,,9.739242159412242e-06,0.145,39,0.145,,155318.06512606752,1.3795491526913395e-08,
9432.173519579894,61498.00159114639,14821.515619756725,200,4,34257.92299098153,34257.92299098153,200,-2.6642703687684843e-07,179726.94627809443,0.0,61498.00159114639,0.0,50,204023.6217885546,21070.107440802207,0.0,0.14,61498.00159114639,0.0,21070.107440802207,38650.096213939854,3280000,5.653569221496582,9432.173519579894,40,0.14,50,61547.097227902515,-2.6213669457320066e-07,61547.097227902515,40,0.0,4,61498.00159114639,14821.515619756725,3.0450557915173704e-06,0.185,40,0.185,204023.6217885546,179726.94627809443,4.290342303647776e-09,38650.096213939854
12086.666666913836,,,200,,32655.82187691165,32655.82187691165,200,-1.3702699561690679e-06,181514.5235079795,,,0.0,,,21815.26941515953,0.0,,,,21815.26941515953,,3360000,5.652230262756348,12086.666666913836,41,,,61374.809438441414,-1.3659640671903617e-06,61374.809438441414,41,0.0,,,,3.0444982712651836e-06,0.145,41,0.145,,181514.5235079795,4.305888978706207e-09,
15092.7656539205,,,200,,31774.06089151083,31774.06089151083,200,-1.0252839501845301e-06,199376.73143349332,,,0.0,,,21219.584876727036,0.0,,,,21219.584876727036,,3440000,5.651311874389648,15092.7656539205,42,,,61173.77399598254,-1.0188982741965447e-06,61173.77399598254,42,0.0,,,,4.5097940528648905e-06,0.135,42,0.135,,199376.73143349332,6.385675987985451e-09,
9892.438005756554,,,200,,32640.903296044515,32640.903296044515,200,7.004190933912469e-07,179582.12089135117,,,0.0,,,20579.541023138518,0.0,,,,20579.541023138518,,3520000,5.6519317626953125,9892.438005756554,43,,,59189.92788237831,7.072101766425476e-07,59189.92788237831,43,0.0,,,,4.800455826625694e-06,0.12,43,0.12,,179582.12089135117,6.7910832513007335e-09,
4058.042963029227,,,200,,35058.34699703167,35058.34699703167,200,1.0650760629005163e-07,173622.49163164422,,,0.0,,,22054.66166534153,0.0,,,,22054.66166534153,,3600000,5.652040958404541,4058.042963029227,44,,,63291.65665503471,1.1329145621630232e-07,63291.65665503471,44,0.0,,,,4.792028448719066e-06,0.18,44,0.18,,173622.49163164422,6.783849926250696e-09,
8377.568926044944,,,200,,32115.805990204113,32115.805990204113,200,-5.465915933200449e-07,164769.05918175392,,,0.0,,,22862.03565532861,0.0,,,,22862.03565532861,,3680000,5.651547431945801,8377.568926044944,45,,,65217.773970414586,-5.425696372185485e-07,65217.773970414586,45,0.0,,,,2.8365561774990056e-06,0.17,45,0.17,,164769.05918175392,4.021956101496471e-09,
8951.772530561879,,,200,,29379.876609365696,29379.876609365696,200,4.566299196540058e-07,152288.14615258013,,,0.0,,,19317.172846989386,0.0,,,,19317.172846989386,,3760000,5.652015209197998,8951.772530561879,46,,,54397.389644141964,4.6538130504814035e-07,54397.389644141964,46,0.0,,,,6.177846898935968e-06,0.09,46,0.09,,152288.14615258013,8.751385394134559e-09,
8349.102023299583,,,200,,32974.038314136815,32974.038314136815,200,8.630300953882397e-07,166256.09492192135,,,0.0,,,23112.40926602616,0.0,,,,23112.40926602616,,3840000,5.652799129486084,8349.102023299583,47,,,67425.68674607812,8.676085485603835e-07,67425.68674607812,47,0.0,,,,3.2307368655892788e-06,0.17,47,0.17,,166256.09492192135,4.5784531721437816e-09,
7780.139144148833,,,200,,33428.35019006208,33428.35019006208,200,6.666940066679672e-07,202624.70222447842,,,0.0,,,22641.6418596494,0.0,,,,22641.6418596494,,3920000,5.653536796569824,7780.139144148833,48,,,64742.830215163136,6.718385634485458e-07,64742.830215163136,48,0.0,,,,3.628455715443124e-06,0.145,48,0.145,,202624.70222447842,5.1445567805785686e-09,
9004.621697885907,,,200,,34210.93951478441,34210.93951478441,200,-6.181921889947262e-07,162898.5757830198,,,0.0,,,21375.70067144438,0.0,,,,21375.70067144438,,4000000,5.652768611907959,9004.621697885907,49,,,61953.18086419221,-6.158981022963417e-07,61953.18086419221,49,0.0,,,,1.6167965668500983e-06,0.18,49,0.18,,162898.5757830198,2.29408669838449e-09,
8787.53072805759,65100.24232228649,8611.416812759217,200,5,35929.17850382369,35929.17850382369,200,3.651908571100648e-07,169537.65429229158,0.0,65100.24232228649,0.0,50,141307.3156120359,23564.71945995786,0.0,0.26,65100.24232228649,0.0,23564.71945995786,36841.97755001205,4080000,5.6531572341918945,8787.53072805759,50,0.26,50,68362.2044379547,3.7003923125666915e-07,68362.2044379547,50,0.0,5,65100.24232228649,8611.416812759217,3.422416284593055e-06,0.225,50,0.225,141307.3156120359,169537.65429229158,4.8483741466043284e-09,36841.97755001205
13216.181683594496,,,200,,32867.528728049096,32867.528728049096,200,-1.0564523336142884e-06,183802.92108620025,,,0.0,,,21887.916823178894,0.0,,,,21887.916823178894,,4160000,5.6520843505859375,13216.181683594496,51,,,63549.98610069709,-1.052942479873309e-06,63549.98610069709,51,0.0,,,,2.4426021809631493e-06,0.16,51,0.16,,183802.92108620025,3.5098537409794517e-09,
6371.521636869416,,,200,,32280.341552591843,32280.341552591843,200,-1.0017685099228402e-06,196082.43829542675,,,0.0,,,20529.089223116756,0.0,,,,20529.089223116756,,4240000,5.651055335998535,6371.521636869416,52,,,58406.28956483929,-9.976822639146121e-07,58406.28956483929,52,0.0,,,,2.8858348741778173e-06,0.125,52,0.125,,196082.43829542675,4.086246008228045e-09,
3315.3892836403816,,,200,,31592.49053013787,31592.49053013787,200,9.177549742389601e-08,156274.75005170293,,,0.0,,,22629.25630216522,0.0,,,,22629.25630216522,,4320000,5.651163101196289,3315.3892836403816,53,,,64436.70129010601,9.477539464342044e-08,64436.70129010601,53,0.0,,,,2.1221376300673e-06,0.15,53,0.15,,156274.75005170293,2.9998972195244278e-09,
13660.887654114818,,,200,,31931.79865212145,31931.79865212145,200,2.0392033661664755e-07,194870.61733338956,,,0.0,,,22042.389036406814,0.0,,,,22042.389036406814,,4400000,5.651365280151367,13660.887654114818,54,,,62280.70236622267,2.0959319613211846e-07,62280.70236622267,54,0.0,,,,3.993972313764971e-06,0.155,54,0.155,,194870.61733338956,5.672859515470918e-09,
5827.260885706034,,,200,,32909.548996386904,32909.548996386904,200,-5.2080105206187e-07,145460.1637450882,,,0.0,,,21744.36066551638,0.0,,,,21744.36066551638,,4480000,5.6508564949035645,5827.260885706034,55,,,60590.71078657046,-5.137602556715137e-07,60590.71078657046,55,0.0,,,,4.988665750715882e-06,0.15,55,0.15,,145460.1637450882,7.040796390356263e-09,
6939.973594129255,,,200,,37275.963720121654,37275.963720121654,200,-1.0460822750246734e-06,176946.31916792743,,,0.0,,,25059.294957088317,0.0,,,,25059.294957088317,,4560000,5.649755477905273,6939.973594129255,56,,,72822.31152123242,-1.0432855788167217e-06,72822.31152123242,56,0.0,,,,1.963721615538816e-06,0.235,56,0.235,,176946.31916792743,2.7966962079517543e-09,
11827.027745021946,,,200,,32593.28445493331,32593.28445493331,200,1.9161871023243293e-07,185793.49419216823,,,0.0,,,23690.602588638743,0.0,,,,23690.602588638743,,4640000,5.6499714851379395,11827.027745021946,57,,,68089.15026013904,1.9533088391199271e-07,68089.15026013904,57,0.0,,,,2.6217439881293103e-06,0.205,57,0.205,,185793.49419216823,3.7121736795597826e-09,
6022.068198818737,,,200,,32162.531100528347,32162.531100528347,200,1.7814954844652675e-08,171028.05722694582,,,0.0,,,21346.297444475087,0.0,,,,21346.297444475087,,4720000,5.649993896484375,6022.068198818737,58,,,61572.6526414762,1.965862495012516e-08,61572.6526414762,58,0.0,,,,1.2854316082666628e-06,0.165,58,0.165,,171028.05722694582,1.8436701054724836e-09,
7372.247534343397,,,200,,31359.536950083075,31359.536950083075,200,-1.0678347734938143e-06,169120.6479086482,,,0.0,,,21923.737518759284,0.0,,,,21923.737518759284,,4800000,5.649056911468506,7372.247534343397,59,,,62672.5484391678,-1.0629304370013415e-06,62672.5484391678,59,0.0,,,,3.483936552584055e-06,0.14,59,0.14,,169120.6479086482,4.904336492472794e-09,
14384.341175690935,70864.04089154646,22290.42289230634,200,6,36998.164014845875,36998.164014845875,200,4.265141910764214e-07,192263.1481482699,0.0,70864.04089154645,0.0,50,144969.90710836495,24705.173352438986,0.0,0.18,70864.04089154646,0.0,24705.173352438986,28486.71990903515,4880000,5.649430274963379,14384.341175690935,60,0.18,50,72282.68731371741,4.2827895185837406e-07,72282.68731371741,60,0.0,6,70864.04089154645,22290.42289230634,1.2398331818985753e-06,0.245,60,0.245,144969.90710836495,192263.1481482699,1.7647607819526456e-09,28486.71990903515
8484.370839611143,,,200,,32308.842700507274,32308.842700507274,200,2.797147580224646e-08,154638.94030338165,,,0.0,,,20655.77246429383,0.0,,,,20655.77246429383,,4960000,5.649467945098877,8484.370839611143,61,,,58649.50188935805,3.027799522214991e-08,58649.50188935805,61,0.0,,,,1.6256253729807213e-06,0.13,61,0.13,,154638.94030338165,2.3065194199034522e-09,
9479.969645112682,,,200,,37622.84336583074,37622.84336583074,200,-5.088436978439859e-07,190236.54492657314,,,0.0,,,25702.704786341288,0.0,,,,25702.704786341288,,5040000,5.649040699005127,9479.969645112682,62,,,71298.40306697173,-5.069372832622321e-07,71298.40306697173,62,0.0,,,,1.3415599369182019e-06,0.235,62,0.235,,190236.54492657314,1.906414581753779e-09,
12603.292147848684,,,200,,35902.22302563654,35902.22302563654,200,3.1954630230757175e-07,206190.2504835275,,,0.0,,,23180.109667089047,0.0,,,,23180.109667089047,,5120000,5.6493072509765625,12603.292147848684,63,,,65781.48570956169,3.208365626505838e-07,65781.48570956169,63,0.0,,,,8.960399782154127e-07,0.215,63,0.215,,206190.2504835275,1.2902603430120507e-09,
