MetaTest/Average/MaxReturn,MetaTest/lever-pull-v1/MinReturn,MetaTest/lever-pull-v1/Iteration,MetaTest/lever-pull-v1/NumTrajs,MetaTest/Average/MinReturn,MetaTest/Average/TerminationRate,MetaTest/lever-pull-v1/SuccessRate,MetaTest/lever-pull-v1/AverageReturn,MetaTest/lever-pull-v1/StdReturn,MetaTest/Average/NumTrajs,MetaTest/lever-pull-v1/TerminationRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTest/lever-pull-v1/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/SuccessRate,MetaTest/Average/AverageReturn,TotalEnvSteps,MetaTest/lever-pull-v1/MaxReturn
-3.3620216673970496,-8.421995523643549,34,10,-8.421995523643549,0.0,0.0,-5.3861975033907195,1.6099261145995543,10,0.0,-5.38619750339072,1.6099261145995543,-5.38619750339072,34,0.0,-5.3861975033907195,1040000,-3.3620216673970496
-3.762200518705298,-6.588280210284517,35,10,-6.588280210284517,0.0,0.0,-4.659122697662753,0.9377553024177607,10,0.0,-4.659122697662752,0.9377553024177607,-4.659122697662752,35,0.0,-4.659122697662753,1064000,-3.762200518705298
-3.6541379713052713,-6.745580654973911,36,10,-6.745580654973911,0.0,0.0,-4.796916251212158,1.146207501547138,10,0.0,-4.796916251212158,1.146207501547138,-4.796916251212158,36,0.0,-4.796916251212158,1088000,-3.6541379713052713
-3.9159984973521653,-7.216580955488988,37,10,-7.216580955488988,0.0,0.0,-5.125165945642225,1.0799661682128496,10,0.0,-5.125165945642224,1.0799661682128496,-5.125165945642224,37,0.0,-5.125165945642225,1112000,-3.9159984973521653
-3.6495848501063617,-7.682082404748017,38,10,-7.682082404748017,0.0,0.0,-5.734616254983562,1.3593751877456508,10,0.0,-5.734616254983561,1.3593751877456508,-5.734616254983561,38,0.0,-5.734616254983562,1136000,-3.6495848501063617
-3.3324897290271887,-7.331879359521773,39,10,-7.331879359521773,0.0,0.0,-5.489192474828496,1.264342976457446,10,0.0,-5.489192474828496,1.264342976457446,-5.489192474828496,39,0.0,-5.489192474828496,1160000,-3.3324897290271887
-3.44141103186336,-6.940517334299131,40,10,-6.940517334299131,0.0,0.0,-4.735997396209959,1.0930355686196407,10,0.0,-4.735997396209961,1.0930355686196407,-4.735997396209961,40,0.0,-4.735997396209959,1184000,-3.44141103186336
-3.2964873634472975,-7.61904357465776,41,10,-7.61904357465776,0.0,0.0,-5.489923136020278,1.3418096857828545,10,0.0,-5.489923136020277,1.3418096857828545,-5.489923136020277,41,0.0,-5.489923136020278,1208000,-3.2964873634472975
-3.804959260370993,-7.6780540387861915,42,10,-7.6780540387861915,0.0,0.0,-5.417838076540913,1.2591978923946678,10,0.0,-5.417838076540914,1.2591978923946678,-5.417838076540914,42,0.0,-5.417838076540913,1232000,-3.804959260370993
-3.660548250160946,-7.572681853321887,43,10,-7.572681853321887,0.0,0.0,-5.076486225485748,1.1347031102731062,10,0.0,-5.076486225485748,1.1347031102731062,-5.076486225485748,43,0.0,-5.076486225485748,1256000,-3.660548250160946
-3.713920325670516,-7.348294857546947,44,10,-7.348294857546947,0.0,0.0,-5.129419020579478,0.9935072391634246,10,0.0,-5.129419020579479,0.9935072391634246,-5.129419020579479,44,0.0,-5.129419020579478,1280000,-3.713920325670516
-3.82634085430711,-6.682563943260973,45,10,-6.682563943260973,0.0,0.0,-4.81958340820313,0.7514558495098482,10,0.0,-4.819583408203129,0.7514558495098482,-4.819583408203129,45,0.0,-4.81958340820313,1304000,-3.82634085430711
-3.2086508089910293,-5.3669453343973,46,10,-5.3669453343973,0.0,0.0,-4.347241428558458,0.6193950292620537,10,0.0,-4.347241428558458,0.6193950292620537,-4.347241428558458,46,0.0,-4.347241428558458,1328000,-3.2086508089910293
-3.6713789680534408,-6.654753461300877,47,10,-6.654753461300877,0.0,0.0,-5.052064639734409,1.0517991462426106,10,0.0,-5.052064639734408,1.0517991462426106,-5.052064639734408,47,0.0,-5.052064639734409,1352000,-3.6713789680534408
-3.090361615471589,-8.61969934805425,48,10,-8.61969934805425,0.0,0.0,-5.27696005494401,1.8392512431481407,10,0.0,-5.276960054944012,1.8392512431481407,-5.276960054944012,48,0.0,-5.27696005494401,1376000,-3.090361615471589
-3.8837453685156356,-6.892921412078983,49,10,-6.892921412078983,0.0,0.0,-5.077641349908431,0.9619808215861845,10,0.0,-5.07764134990843,0.9619808215861845,-5.07764134990843,49,0.0,-5.077641349908431,1400000,-3.8837453685156356
-3.6677043659272655,-6.696538629721031,50,10,-6.696538629721031,0.0,0.0,-4.897458006347874,0.9927582299371094,10,0.0,-4.897458006347874,0.9927582299371094,-4.897458006347874,50,0.0,-4.897458006347874,1424000,-3.6677043659272655
-3.9620275224776673,-7.223484310164709,51,10,-7.223484310164709,0.0,0.0,-5.195828064157075,1.1959586877398976,10,0.0,-5.195828064157075,1.1959586877398976,-5.195828064157075,51,0.0,-5.195828064157075,1448000,-3.9620275224776673
-3.345445141903412,-7.277804383118899,52,10,-7.277804383118899,0.0,0.0,-4.787808212551347,1.266922629063671,10,0.0,-4.787808212551348,1.266922629063671,-4.787808212551348,52,0.0,-4.787808212551347,1472000,-3.345445141903412
-3.232760364681936,-6.538468891041177,53,10,-6.538468891041177,0.0,0.0,-4.912319788154682,1.190052816339721,10,0.0,-4.912319788154682,1.190052816339721,-4.912319788154682,53,0.0,-4.912319788154682,1496000,-3.232760364681936
-4.429237475900697,-7.668545340754392,54,10,-7.668545340754392,0.0,0.0,-5.26159080526558,1.047398651062112,10,0.0,-5.261590805265582,1.047398651062112,-5.261590805265582,54,0.0,-5.26159080526558,1520000,-4.429237475900697
-3.5532708840417087,-6.164157942353568,55,10,-6.164157942353568,0.0,0.0,-4.629163245528491,0.9989874281302467,10,0.0,-4.629163245528491,0.9989874281302467,-4.629163245528491,55,0.0,-4.629163245528491,1544000,-3.5532708840417087
-3.6005816311399315,-6.017601609967916,56,10,-6.017601609967916,0.0,0.0,-4.793130434865231,0.9025029085881423,10,0.0,-4.79313043486523,0.9025029085881423,-4.79313043486523,56,0.0,-4.793130434865231,1568000,-3.6005816311399315
-3.7924073030407173,-6.831481066481296,57,10,-6.831481066481296,0.0,0.0,-4.420934197170441,0.847280931983571,10,0.0,-4.4209341971704434,0.847280931983571,-4.4209341971704434,57,0.0,-4.420934197170441,1592000,-3.7924073030407173
-3.5762677584506184,-6.308761587156207,58,10,-6.308761587156207,0.0,0.0,-4.660562135129007,0.7798829560796676,10,0.0,-4.660562135129007,0.7798829560796676,-4.660562135129007,58,0.0,-4.660562135129007,1616000,-3.5762677584506184
-3.8487580065239424,-5.854994393445533,59,10,-5.854994393445533,0.0,0.0,-4.961218067553488,0.5216660506362414,10,0.0,-4.961218067553489,0.5216660506362414,-4.961218067553489,59,0.0,-4.961218067553488,1640000,-3.8487580065239424
-3.6251642231251453,-5.806114477249096,60,10,-5.806114477249096,0.0,0.0,-4.379883291668199,0.7063047277486346,10,0.0,-4.379883291668199,0.7063047277486346,-4.379883291668199,60,0.0,-4.379883291668199,1664000,-3.6251642231251453
-3.5247476650359886,-5.320486054102504,61,10,-5.320486054102504,0.0,0.0,-4.275646311202695,0.5058640234845363,10,0.0,-4.275646311202696,0.5058640234845363,-4.275646311202696,61,0.0,-4.275646311202695,1688000,-3.5247476650359886
-3.4144380290738163,-6.29385626806543,62,10,-6.29385626806543,0.0,0.0,-4.789786278350258,0.939291775239594,10,0.0,-4.789786278350258,0.939291775239594,-4.789786278350258,62,0.0,-4.789786278350258,1712000,-3.4144380290738163
-3.8063905712399904,-7.003667635641258,63,10,-7.003667635641258,0.0,0.0,-4.7812372513816275,0.9161867988736185,10,0.0,-4.7812372513816275,0.9161867988736185,-4.7812372513816275,63,0.0,-4.7812372513816275,1736000,-3.8063905712399904
-3.465215545197728,-5.203072615218871,64,10,-5.203072615218871,0.0,0.0,-4.305746648087978,0.5488009891074435,10,0.0,-4.305746648087978,0.5488009891074435,-4.305746648087978,64,0.0,-4.305746648087978,1760000,-3.465215545197728
-3.194689884856129,-6.007696636768978,65,10,-6.007696636768978,0.0,0.0,-4.152918894694993,0.9766651152209445,10,0.0,-4.152918894694993,0.9766651152209445,-4.152918894694993,65,0.0,-4.152918894694993,1784000,-3.194689884856129
-4.241065203399085,-6.245584394045503,66,10,-6.245584394045503,0.0,0.0,-4.926119445939626,0.7685672652310084,10,0.0,-4.926119445939625,0.7685672652310084,-4.926119445939625,66,0.0,-4.926119445939626,1808000,-4.241065203399085
-3.6160885910661973,-5.031910713541823,67,10,-5.031910713541823,0.0,0.0,-4.283544722150037,0.4146508600996597,10,0.0,-4.283544722150038,0.4146508600996597,-4.283544722150038,67,0.0,-4.283544722150037,1832000,-3.6160885910661973
-3.7399704521018515,-6.14408044294313,68,10,-6.14408044294313,0.0,0.0,-4.600891982464975,0.9450928942938989,10,0.0,-4.600891982464978,0.9450928942938989,-4.600891982464978,68,0.0,-4.600891982464975,1856000,-3.7399704521018515
-2.914401213646157,-5.518810022904158,69,10,-5.518810022904158,0.0,0.0,-3.979825384834774,0.7099089717571111,10,0.0,-3.9798253848347733,0.7099089717571111,-3.9798253848347733,69,0.0,-3.979825384834774,1880000,-2.914401213646157
-3.2938644114362914,-5.547547243773992,70,10,-5.547547243773992,0.0,0.0,-4.265439357957427,0.7025060384406355,10,0.0,-4.265439357957427,0.7025060384406355,-4.265439357957427,70,0.0,-4.265439357957427,1904000,-3.2938644114362914
-3.0273442075757284,-6.095798407279404,71,10,-6.095798407279404,0.0,0.0,-4.368045759776175,0.9295400201035146,10,0.0,-4.368045759776176,0.9295400201035146,-4.368045759776176,71,0.0,-4.368045759776175,1928000,-3.0273442075757284
-2.603752011960819,-5.9821114061553375,72,10,-5.9821114061553375,0.0,0.0,-4.179541284320558,0.9591181300120174,10,0.0,-4.179541284320558,0.9591181300120174,-4.179541284320558,72,0.0,-4.179541284320558,1952000,-2.603752011960819
-3.3784724414208416,-5.399766955950438,73,10,-5.399766955950438,0.0,0.0,-4.185050228921906,0.6371879705171675,10,0.0,-4.185050228921904,0.6371879705171675,-4.185050228921904,73,0.0,-4.185050228921906,1976000,-3.3784724414208416
-3.3074456609229976,-5.806329331230009,74,10,-5.806329331230009,0.0,0.0,-4.606498136856648,0.8164667460675932,10,0.0,-4.606498136856647,0.8164667460675932,-4.606498136856647,74,0.0,-4.606498136856648,2000000,-3.3074456609229976
-3.1703650404189716,-5.900200823461768,75,10,-5.900200823461768,0.0,0.0,-4.276357399364819,0.9227232366176948,10,0.0,-4.276357399364819,0.9227232366176948,-4.276357399364819,75,0.0,-4.276357399364819,2024000,-3.1703650404189716
-3.684360940377507,-5.276467392469196,76,10,-5.276467392469196,0.0,0.0,-4.238715131445784,0.4701636922335164,10,0.0,-4.238715131445786,0.4701636922335164,-4.238715131445786,76,0.0,-4.238715131445784,2048000,-3.684360940377507
-3.271030502983176,-6.131862400072968,77,10,-6.131862400072968,0.0,0.0,-4.34702398212626,0.9043230113617163,10,0.0,-4.3470239821262595,0.9043230113617163,-4.3470239821262595,77,0.0,-4.34702398212626,2072000,-3.271030502983176
-3.2675263202167772,-5.8670642705996245,78,10,-5.8670642705996245,0.0,0.0,-4.648271857206941,0.7039138961181007,10,0.0,-4.648271857206941,0.7039138961181007,-4.648271857206941,78,0.0,-4.648271857206941,2096000,-3.2675263202167772
-3.5736726691906404,-5.483400420490471,79,10,-5.483400420490471,0.0,0.0,-4.425173486107451,0.6433029011034147,10,0.0,-4.425173486107452,0.6433029011034147,-4.425173486107452,79,0.0,-4.425173486107451,2120000,-3.5736726691906404
-2.9736702209028802,-6.788462598436963,80,10,-6.788462598436963,0.0,0.0,-3.876377454654713,1.1126998098288652,10,0.0,-3.876377454654714,1.1126998098288652,-3.876377454654714,80,0.0,-3.876377454654713,2144000,-2.9736702209028802
-2.9522523264356133,-5.853032488628626,81,10,-5.853032488628626,0.0,0.0,-4.319387508925396,0.7944034669793639,10,0.0,-4.319387508925395,0.7944034669793639,-4.319387508925395,81,0.0,-4.319387508925396,2168000,-2.9522523264356133
-3.661611206052537,-5.971856544044877,82,10,-5.971856544044877,0.0,0.0,-4.433896499537048,0.7475755987951523,10,0.0,-4.433896499537051,0.7475755987951523,-4.433896499537051,82,0.0,-4.433896499537048,2192000,-3.661611206052537
-3.1418898521857765,-6.507704044373545,83,10,-6.507704044373545,0.0,0.0,-4.553993729522185,0.9683266121078166,10,0.0,-4.553993729522185,0.9683266121078166,-4.553993729522185,83,0.0,-4.553993729522185,2216000,-3.1418898521857765
-2.892426062055119,-4.7930486956153535,84,10,-4.7930486956153535,0.0,0.0,-3.86323540896736,0.6748301297515414,10,0.0,-3.8632354089673604,0.6748301297515414,-3.8632354089673604,84,0.0,-3.86323540896736,2240000,-2.892426062055119
-2.9628887168143794,-5.325787387747166,85,10,-5.325787387747166,0.0,0.0,-4.157633723429527,0.7816297863709339,10,0.0,-4.157633723429525,0.7816297863709339,-4.157633723429525,85,0.0,-4.157633723429527,2264000,-2.9628887168143794
-2.8925742398100183,-5.236674200116585,86,10,-5.236674200116585,0.0,0.0,-4.159891568427284,0.8340019373825188,10,0.0,-4.159891568427284,0.8340019373825188,-4.159891568427284,86,0.0,-4.159891568427284,2288000,-2.8925742398100183
-3.7279942639757264,-5.978535444509558,87,10,-5.978535444509558,0.0,0.0,-5.0441737390958234,0.6909766360738486,10,0.0,-5.044173739095824,0.6909766360738486,-5.044173739095824,87,0.0,-5.0441737390958234,2312000,-3.7279942639757264
-3.1432573157229164,-5.581646008530284,88,10,-5.581646008530284,0.0,0.0,-4.34219441984947,0.7491856317230173,10,0.0,-4.34219441984947,0.7491856317230173,-4.34219441984947,88,0.0,-4.34219441984947,2336000,-3.1432573157229164
-3.228527311800683,-5.571780314073496,89,10,-5.571780314073496,0.0,0.0,-4.4904531361581554,0.6959776791727611,10,0.0,-4.490453136158157,0.6959776791727611,-4.490453136158157,89,0.0,-4.4904531361581554,2360000,-3.228527311800683
-3.208084001721176,-5.3541801732619465,90,10,-5.3541801732619465,0.0,0.0,-4.02485527960832,0.6582786771781752,10,0.0,-4.02485527960832,0.6582786771781752,-4.02485527960832,90,0.0,-4.02485527960832,2384000,-3.208084001721176
-3.520617081780706,-6.373831204468463,91,10,-6.373831204468463,0.0,0.0,-4.553354834961297,0.7826162545272266,10,0.0,-4.553354834961296,0.7826162545272266,-4.553354834961296,91,0.0,-4.553354834961297,2408000,-3.520617081780706
-3.1307266978244757,-5.068476091399336,92,10,-5.068476091399336,0.0,0.0,-3.96034980408431,0.5497500416577299,10,0.0,-3.9603498040843106,0.5497500416577299,-3.9603498040843106,92,0.0,-3.96034980408431,2432000,-3.1307266978244757
-3.3621366547928053,-5.798114032161742,93,10,-5.798114032161742,0.0,0.0,-4.6358662193700555,0.6929756984816323,10,0.0,-4.635866219370055,0.6929756984816323,-4.635866219370055,93,0.0,-4.6358662193700555,2456000,-3.3621366547928053
-3.5533550847066357,-5.541768840794982,94,10,-5.541768840794982,0.0,0.0,-4.355186898913258,0.6875090215072117,10,0.0,-4.355186898913258,0.6875090215072117,-4.355186898913258,94,0.0,-4.355186898913258,2480000,-3.5533550847066357
-2.7499725883869983,-4.695197171252094,95,10,-4.695197171252094,0.0,0.0,-3.7515705656383056,0.5735822797106821,10,0.0,-3.7515705656383047,0.5735822797106821,-3.7515705656383047,95,0.0,-3.7515705656383056,2504000,-2.7499725883869983
-3.1683708626026448,-4.446113805255594,96,10,-4.446113805255594,0.0,0.0,-3.776295628025193,0.41443225605272127,10,0.0,-3.776295628025192,0.41443225605272127,-3.776295628025192,96,0.0,-3.776295628025193,2528000,-3.1683708626026448
-3.167393635914433,-6.7996018250446095,97,10,-6.7996018250446095,0.0,0.0,-4.478171800120366,0.9365263487692352,10,0.0,-4.478171800120369,0.9365263487692352,-4.478171800120369,97,0.0,-4.478171800120366,2552000,-3.167393635914433
-3.9049432891943505,-6.615273831447489,98,10,-6.615273831447489,0.0,0.0,-4.689128217612101,0.8031528213001368,10,0.0,-4.689128217612102,0.8031528213001368,-4.689128217612102,98,0.0,-4.689128217612101,2576000,-3.9049432891943505
-2.7667611819726297,-5.926761382664013,99,10,-5.926761382664013,0.0,0.0,-3.792922463540067,0.952196899397176,10,0.0,-3.792922463540067,0.952196899397176,-3.792922463540067,99,0.0,-3.792922463540067,2600000,-2.7667611819726297
