MetaTest/sweep-into-v1/AverageDiscountedReturn,MetaTest/sweep-into-v1/AverageReturn,policy/KL,MetaTest/sweep-into-v1/StdReturn,policy/LossBefore,sweep-into-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,policy/LossAfter,MetaTest/Average/MinReturn,sweep-into-v1/SuccessRate,Average/Iteration,Average/AverageDiscountedReturn,sweep-into-v1/StdReturn,Average/AverageReturn,MetaTest/sweep-into-v1/SuccessRate,MetaTest/sweep-into-v1/MinReturn,sweep-into-v1/NumEpisodes,MetaTest/Average/TerminationRate,policy/dLoss,Average/SuccessRate,MetaTest/sweep-into-v1/NumEpisodes,MetaTest/sweep-into-v1/MaxReturn,MetaTest/Average/Iteration,sweep-into-v1/TerminationRate,Average/MaxReturn,sweep-into-v1/Iteration,sweep-into-v1/MaxReturn,policy/Entropy,MetaTest/sweep-into-v1/Iteration,MetaTest/Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore,TotalEnvSteps,MetaTest/sweep-into-v1/TerminationRate,sweep-into-v1/AverageReturn,Average/TerminationRate,Average/StdReturn,sweep-into-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,Average/MinReturn
56.17000066316507,56.17000066316507,0.004475369,230.3863601698237,-0.47489843,316.9701313993366,742.1616659233684,0.0,-3.6015563,-35.31601140824049,0.02,10,316.9701313993366,2927.4065814220353,750.0839280550194,0.0,-35.31601140824049,100,0.0,3.126658,0.02,10,742.1616659233684,1,0.0,23863.03860871584,10,23863.03860871584,5.495971,1,230.3863601698237,0.18967368851407418,0.0,220000,0.0,750.0839280550194,0.0,2927.4065814220353,-47.3929742755226,56.17000066316507,100,56.17000066316507,10,-47.3929742755226
,,0.00733051,,-0.26880822,333.8649463038319,,,-2.6508567,,0.07,11,333.8649463038319,1975.9456695437204,697.1337507767071,,,100,,2.3820486,0.07,,,,0.0,14177.308702859831,11,14177.308702859831,5.4763107,,,0.1598730815533197,0.0,240000,,697.1337507767071,0.0,1975.9456695437204,-43.27031938176978,,100,,,-43.27031938176978
,,0.008014589,,2.0419257,227.65062076674735,,,-1.4906312,,0.01,12,227.65062076674735,2936.562856824042,730.5600121252435,,,100,,3.532557,0.01,,,,0.0,22957.049853361903,12,22957.049853361903,5.4551926,,,0.24037441367034929,0.0,260000,,730.5600121252435,0.0,2936.562856824042,-50.28368065873749,,100,,,-50.28368065873749
,,0.007870691,,1.4016781,251.7505892330977,,,-0.746175,,0.03,13,251.7505892330977,2263.967785480859,711.4321190717917,,,100,,2.1478531,0.03,,,,0.0,15031.854690312124,13,15031.854690312124,5.452514,,,0.2020607231879572,0.0,280000,,711.4321190717917,0.0,2263.967785480859,-47.578904704930046,,100,,,-47.578904704930046
,,0.0073731,,-2.3709438,509.59232206724346,,,-9.090056,,0.04,14,509.59232206724346,5202.138241785599,1710.6978556954743,,,100,,6.7191124,0.04,,,,0.0,34033.888548895986,14,34033.888548895986,5.45738,,,0.2887713649458633,0.0,300000,,1710.6978556954743,0.0,5202.138241785599,-45.93347775374031,,100,,,-45.93347775374031
,,0.007143947,,-1.4638625,610.849971457742,,,-6.0558844,,0.07,15,610.849971457742,4405.379923126202,1712.2807803142257,,,100,,4.592022,0.07,,,,0.0,26382.19446359221,15,26382.19446359221,5.443261,,,0.257288429078788,0.0,320000,,1712.2807803142257,0.0,4405.379923126202,-49.17429602750755,,100,,,-49.17429602750755
,,0.0054146643,,14.6503935,1013.1362516618333,,,3.170225,,0.05,16,1013.1362516618333,10358.294470647543,3321.494039771871,,,100,,11.480168,0.05,,,,0.0,67924.14782820528,16,67924.14782820528,5.4372625,,,0.29944437272048385,0.0,340000,,3321.494039771871,0.0,10358.294470647543,-81.75755064174332,,100,,,-81.75755064174332
,,0.008438305,,-3.121073,981.4467049721416,,,-12.880961,,0.05,17,981.4467049721416,8492.901542746218,2933.3212135725566,,,100,,9.759889,0.05,,,,0.0,58472.94595366469,17,58472.94595366469,5.403895,,,0.2605071599053147,0.0,360000,,2933.3212135725566,0.0,8492.901542746218,-45.320844355746324,,100,,,-45.320844355746324
,,0.008351024,,7.264158,1141.8734048923761,,,-3.609314,,0.06,18,1141.8734048923761,10526.578209536036,3498.2513690168907,,,100,,10.873472,0.06,,,,0.0,57708.037186283305,18,57708.037186283305,5.375918,,,0.38145179908553706,0.0,380000,,3498.2513690168907,0.0,10526.578209536036,-49.91817955213314,,100,,,-49.91817955213314
,,0.006957004,,2.861814,844.672681255361,,,-4.3858533,,0.05,19,844.672681255361,8336.914376944278,2337.6152619257227,,,100,,7.2476673,0.05,,,,0.0,52261.70088735715,19,52261.70088735715,5.364166,,,0.3011508257835043,0.0,400000,,2337.6152619257227,0.0,8336.914376944278,-50.340400196138084,,100,,,-50.340400196138084
4032.1880888248,4032.188088824805,0.004887892,11608.275839490301,-1.6305312,1805.29592999453,38829.668266395485,0.1,-13.555203,-47.762807591071756,0.09,20,1805.29592999453,11299.794945840955,5052.509082230304,0.1,-47.762807591071756,100,0.0,11.924672,0.09,10,38829.668266395485,2,0.0,45666.161749005434,20,45666.161749005434,5.355155,2,11608.275839490301,0.32580976904745607,0.0,420000,0.0,5052.509082230304,0.0,11299.794945840955,-68.07176650270692,4032.1880888248,100,4032.188088824805,10,-68.07176650270692
,,0.004971839,,3.0311437,2158.1078033047193,,,-12.074738,,0.13,21,2158.1078033047193,13241.972847844174,5972.478363610031,,,100,,15.105881,0.13,,,,0.0,76334.16421485702,21,76334.16421485702,5.327512,,,0.3632586593640893,0.0,440000,,5972.478363610031,0.0,13241.972847844174,-61.551135160160555,,100,,,-61.551135160160555
,,0.008878035,,2.8834126,1427.3958059456968,,,-5.8029156,,0.12,22,1427.3958059456968,8767.95991444047,3623.0041833771706,,,100,,8.686328,0.12,,,,0.0,39219.99327509426,22,39219.99327509426,5.2716856,,,0.36292848391108457,0.0,460000,,3623.0041833771706,0.0,8767.95991444047,-49.229357312476324,,100,,,-49.229357312476324
,,0.008086291,,-1.202939,1233.336418481322,,,-11.138106,,0.06,23,1233.336418481322,11309.266652626939,3480.406115707968,,,100,,9.935167,0.06,,,,0.0,71445.66727527743,23,71445.66727527743,5.2431765,,,0.402894122135972,0.0,480000,,3480.406115707968,0.0,11309.266652626939,-70.08491374096842,,100,,,-70.08491374096842
,,0.008857729,,0.33408594,812.2545015632998,,,-6.078409,,0.08,24,812.2545015632998,6838.953120543313,1973.0985091643902,,,100,,6.412495,0.08,,,,0.0,46421.11619626762,24,46421.11619626762,5.2247477,,,0.3083729634684441,0.0,500000,,1973.0985091643902,0.0,6838.953120543313,-58.72318131119666,,100,,,-58.72318131119666
,,0.0074041383,,8.389431,1897.768950715836,,,-1.4189312,,0.08,25,1897.768950715836,11517.798301578903,5039.203292970357,,,100,,9.808362,0.08,,,,0.0,54618.68435651634,25,54618.68435651634,5.2117877,,,0.35183893793578225,0.0,520000,,5039.203292970357,0.0,11517.798301578903,-55.85853180852707,,100,,,-55.85853180852707
,,0.005392122,,0.040128127,1574.4326390373838,,,-15.391284,,0.13,26,1574.4326390373838,13029.163609737061,4087.943037695386,,,100,,15.431412,0.13,,,,0.0,90373.35495881415,26,90373.35495881415,5.1886497,,,0.2582563563663237,0.0,540000,,4087.943037695386,0.0,13029.163609737061,-66.19688446500403,,100,,,-66.19688446500403
,,0.0040583373,,-1.284825,2547.98798059744,,,-14.063738,,0.16,27,2547.98798059744,13701.104155835617,6816.17150500391,,,100,,12.778913,0.16,,,,0.0,71539.32390626508,27,71539.32390626508,5.161857,,,0.39853746583019267,0.0,560000,,6816.17150500391,0.0,13701.104155835617,-71.37825352383246,,100,,,-71.37825352383246
,,0.005036314,,-6.5247045,2463.554798515544,,,-19.841774,,0.19,28,2463.554798515544,13820.623069860581,6544.717686783232,,,100,,13.31707,0.19,,,,0.0,75435.2550380405,28,75435.2550380405,5.1459455,,,0.3435572163232159,0.0,580000,,6544.717686783232,0.0,13820.623069860581,-49.24315161899739,,100,,,-49.24315161899739
,,0.0051653106,,-1.0744874,2678.926278704486,,,-15.024181,,0.23,29,2678.926278704486,11791.594609351556,6532.432024928229,,,100,,13.949694,0.23,,,,0.0,49442.54456162163,29,49442.54456162163,5.143468,,,0.3636739040754564,0.0,600000,,6532.432024928229,0.0,11791.594609351556,-54.0864282562818,,100,,,-54.0864282562818
7836.810453121911,7836.810453121914,0.005953047,13163.587447895487,-11.189084,2847.667702534031,37993.096077520255,0.2,-25.471226,-69.39287201728412,0.21,30,2847.667702534031,14166.5500448298,7528.578419048301,0.2,-69.39287201728412,100,0.0,14.282142,0.21,10,37993.096077520255,3,0.0,60850.61034247623,30,60850.61034247623,5.131732,3,13163.587447895487,0.4191682126357793,0.0,620000,0.0,7528.578419048301,0.0,14166.5500448298,-85.60807840461584,7836.810453121911,100,7836.810453121914,10,-85.60807840461584
,,0.005364624,,10.511082,2840.2885894015303,,,-4.669397,,0.13,31,2840.2885894015303,15290.6397861704,8082.6028564339285,,,100,,15.180479,0.13,,,,0.0,67563.41221830701,31,67563.41221830701,5.116325,,,0.4494215295196279,0.0,640000,,8082.6028564339285,0.0,15290.6397861704,-71.06737922714765,,100,,,-71.06737922714765
,,0.0054270984,,-3.1671343,2613.23447808169,,,-20.042385,,0.18,32,2613.23447808169,16096.051037952893,7096.898496069995,,,100,,16.875252,0.18,,,,0.0,83490.61731421032,32,83490.61731421032,5.1129446,,,0.38799704804562696,0.0,660000,,7096.898496069995,0.0,16096.051037952893,-76.47485887695159,,100,,,-76.47485887695159
,,0.0052664904,,2.755622,2992.1832179314874,,,-12.915085,,0.16,33,2992.1832179314874,15165.358872168796,8005.015842596594,,,100,,15.670707,0.16,,,,0.0,73866.0722066471,33,73866.0722066471,5.1040525,,,0.3652840052728682,0.0,680000,,8005.015842596594,0.0,15165.358872168796,-87.11564559739287,,100,,,-87.11564559739287
,,0.007872485,,-22.168547,2173.5309820902476,,,-40.025486,,0.13,34,2173.5309820902476,14515.03190127139,5703.877937957653,,,100,,17.85694,0.13,,,,0.0,68008.15537746035,34,68008.15537746035,5.098854,,,0.4630669483182267,0.0,700000,,5703.877937957653,0.0,14515.03190127139,-92.1742242692835,,100,,,-92.1742242692835
,,0.009688143,,2.4780905,3387.6327047408054,,,-10.7166815,,0.16,35,3387.6327047408054,14557.676581608908,8747.1928973166,,,100,,13.194772,0.16,,,,0.0,61619.23492110391,35,61619.23492110391,5.086641,,,0.30907663084236736,0.0,720000,,8747.1928973166,0.0,14557.676581608908,-55.88810220588558,,100,,,-55.88810220588558
,,0.006918662,,-4.2682624,4469.215966163711,,,-26.105913,,0.22,36,4469.215966163711,20093.711305815425,11940.446884947713,,,100,,21.83765,0.22,,,,0.0,68225.83500267356,36,68225.83500267356,5.066592,,,0.4426117468578481,0.0,740000,,11940.446884947713,0.0,20093.711305815425,-55.59182035538301,,100,,,-55.59182035538301
,,0.0069638365,,-1.0564781,4253.9784734591,,,-20.887781,,0.25,37,4253.9784734591,18140.456668967236,11161.82498277889,,,100,,19.831303,0.25,,,,0.0,79335.41624329418,37,79335.41624329418,5.039206,,,0.37756154664338104,0.0,760000,,11161.82498277889,0.0,18140.456668967236,-59.70344539667027,,100,,,-59.70344539667027
,,0.0053192033,,-0.6957875,2257.368908663728,,,-8.197633,,0.18,38,2257.368908663728,10338.663279120758,4978.956097025837,,,100,,7.5018454,0.18,,,,0.0,48533.47776448973,38,48533.47776448973,5.029811,,,0.30130344013164423,0.0,780000,,4978.956097025837,0.0,10338.663279120758,-86.85404836866041,,100,,,-86.85404836866041
,,0.004011791,,-0.49098906,1641.57176814106,,,-9.363278,,0.16,39,1641.57176814106,10078.029986976548,3926.7425977814496,,,100,,8.87229,0.16,,,,0.0,55819.93990003565,39,55819.93990003565,5.014756,,,0.335877068705976,0.0,800000,,3926.7425977814496,0.0,10078.029986976548,-70.47096277627851,,100,,,-70.47096277627851
3091.725201945649,3091.725201945649,0.008034723,6235.487304358014,-4.5922313,3724.210745746949,19207.309281101596,0.2,-24.982475,-59.101194583569836,0.21,40,3724.210745746949,16264.85305548783,9410.491819565814,0.2,-59.101194583569836,100,0.0,20.390244,0.21,10,19207.309281101596,4,0.0,64834.911338346974,40,64834.911338346974,5.0044584,4,6235.487304358014,0.34548480095518375,0.0,820000,0.0,9410.491819565814,0.0,16264.85305548783,-69.79016433176798,3091.725201945649,100,3091.725201945649,10,-69.79016433176798
,,0.0065889433,,-8.333125,3390.3067219091904,,,-27.490326,,0.27,41,3390.3067219091904,16660.599185825384,8827.174507429805,,,100,,19.1572,0.27,,,,0.0,74802.51049558513,41,74802.51049558513,4.99971,,,0.36811398017324093,0.0,840000,,8827.174507429805,0.0,16660.599185825384,-104.04177941110936,,100,,,-104.04177941110936
,,0.011858714,,1.0205562,2892.102165169056,,,-7.768775,,0.18,42,2892.102165169056,19197.931462902485,7842.794517231535,,,100,,8.789331,0.18,,,,0.0,97293.80450756536,42,97293.80450756536,4.977544,,,0.44679682722511893,0.0,860000,,7842.794517231535,0.0,19197.931462902485,-111.31774436265545,,100,,,-111.31774436265545
,,0.006014712,,-5.9011874,2717.40650889248,,,-21.28255,,0.17,43,2717.40650889248,16075.470145766803,7368.896249587731,,,100,,15.381363,0.17,,,,0.0,73087.48568702575,43,73087.48568702575,4.9554753,,,0.31507259362559714,0.0,880000,,7368.896249587731,0.0,16075.470145766803,-79.80278420541694,,100,,,-79.80278420541694
,,0.0056919786,,6.5739875,2408.4366962634226,,,-5.592378,,0.14,44,2408.4366962634226,14084.887509292634,6007.457560434032,,,100,,12.166366,0.14,,,,0.0,73796.60156970135,44,73796.60156970135,4.946552,,,0.3670861360225105,0.0,900000,,6007.457560434032,0.0,14084.887509292634,-74.92776963288499,,100,,,-74.92776963288499
,,0.0064651323,,-21.146984,4419.98317832878,,,-40.09134,,0.22,45,4419.98317832878,16442.281257451596,10968.239724742492,,,100,,18.944355,0.22,,,,0.0,73407.23754705847,45,73407.23754705847,4.927642,,,0.3544700089224452,0.0,920000,,10968.239724742492,0.0,16442.281257451596,-57.04057698304847,,100,,,-57.04057698304847
,,0.0052623223,,-4.8682,3555.8633401642246,,,-22.02383,,0.26,46,3555.8633401642246,15831.417398835016,8436.625555837389,,,100,,17.15563,0.26,,,,0.0,73566.3326728878,46,73566.3326728878,4.900818,,,0.3945999356844466,0.0,940000,,8436.625555837389,0.0,15831.417398835016,-59.12899238962353,,100,,,-59.12899238962353
,,0.009493799,,18.60314,3748.1653058998413,,,2.7304828,,0.19,47,3748.1653058998413,17211.783956471936,10509.469563829873,,,100,,15.872657,0.19,,,,0.0,74656.21832547213,47,74656.21832547213,4.8743978,,,0.4293025034656712,0.0,960000,,10509.469563829873,0.0,17211.783956471936,-55.152894323803196,,100,,,-55.152894323803196
,,0.0065130433,,-3.9107625,4210.4973469403785,,,-22.815,,0.23,48,4210.4973469403785,18770.069956636995,11473.523461126986,,,100,,18.904238,0.23,,,,0.0,77378.8196325864,48,77378.8196325864,4.883038,,,0.40989179769105955,0.0,980000,,11473.523461126986,0.0,18770.069956636995,-49.07409014839446,,100,,,-49.07409014839446
,,0.008395297,,-6.3628845,4692.0651933374575,,,-28.458548,,0.24,49,4692.0651933374575,19896.83659885264,11910.17365627087,,,100,,22.095663,0.24,,,,0.0,86016.60768121842,49,86016.60768121842,4.8802576,,,0.3527745440534309,0.0,1000000,,11910.17365627087,0.0,19896.83659885264,-59.857687071300816,,100,,,-59.857687071300816
12672.033778653895,12672.0337786539,0.007928643,23307.899281696322,6.1973376,4404.220645061226,78660.8256734628,0.3,-10.62055,-49.84853969704433,0.18,50,4404.220645061226,17371.152992448857,11127.531203511964,0.3,-49.84853969704433,100,0.0,16.817888,0.18,10,78660.8256734628,5,0.0,71385.97536400075,50,71385.97536400075,4.8472133,5,23307.899281696322,0.3733024726474957,0.0,1020000,0.0,11127.531203511964,0.0,17371.152992448857,-65.4219944715952,12672.033778653895,100,12672.0337786539,10,-65.4219944715952
,,0.0047884854,,-9.8488035,3196.0596592629126,,,-25.175936,,0.18,51,3196.0596592629126,15882.750202799485,8582.293287739463,,,100,,15.327132,0.18,,,,0.0,59766.76347196915,51,59766.76347196915,4.824371,,,0.33972224429397857,0.0,1040000,,8582.293287739463,0.0,15882.750202799485,-61.87622355691868,,100,,,-61.87622355691868
,,0.0077079353,,-8.121713,4441.776597782005,,,-33.05249,,0.16,52,4441.776597782005,21640.237280412348,11811.2725125148,,,100,,24.930779,0.16,,,,0.0,92010.66924892754,52,92010.66924892754,4.7951937,,,0.4284121816730343,0.0,1060000,,11811.2725125148,0.0,21640.237280412348,-65.4965962777559,,100,,,-65.4965962777559
,,0.0068096938,,8.488744,4764.24834186369,,,-11.280763,,0.31,53,4764.24834186369,15215.42968482388,10554.137104288584,,,100,,19.769506,0.31,,,,0.0,64836.738439777546,53,64836.738439777546,4.7714033,,,0.3454346715388511,0.0,1080000,,10554.137104288584,0.0,15215.42968482388,-86.18610105675513,,100,,,-86.18610105675513
,,0.0056954958,,24.100744,4430.160734801279,,,1.80945,,0.23,54,4430.160734801279,19447.382170365152,11702.548900950807,,,100,,22.291294,0.23,,,,0.0,82998.079572984,54,82998.079572984,4.7500024,,,0.4012780137242984,0.0,1100000,,11702.548900950807,0.0,19447.382170365152,-80.1449974237164,,100,,,-80.1449974237164
,,0.0060896506,,-20.414312,5350.477889030433,,,-46.139683,,0.31,55,5350.477889030433,24061.4166294013,13682.399763707703,,,100,,25.72537,0.31,,,,0.0,104750.66340214522,55,104750.66340214522,4.723368,,,0.4058116714723087,0.0,1120000,,13682.399763707703,0.0,24061.4166294013,-71.30590762780962,,100,,,-71.30590762780962
,,0.0069462038,,-22.953138,5828.839055044693,,,-46.255257,,0.26,56,5828.839055044693,24302.36752129057,14908.945876341004,,,100,,23.302118,0.26,,,,0.0,95111.6895937582,56,95111.6895937582,4.6981287,,,0.3536861740430457,0.0,1140000,,14908.945876341004,0.0,24302.36752129057,-100.23570721837676,,100,,,-100.23570721837676
,,0.0053966288,,-17.826056,5449.538004166447,,,-38.810413,,0.34,57,5449.538004166447,20640.88549030842,13185.273818072264,,,100,,20.984358,0.34,,,,0.0,93448.66465111301,57,93448.66465111301,4.676453,,,0.34220267810395555,0.0,1160000,,13185.273818072264,0.0,20640.88549030842,-96.0906515126083,,100,,,-96.0906515126083
,,0.0074042236,,4.4593124,3033.606528360258,,,-16.651463,,0.19,58,3033.606528360258,17766.656452548046,8184.572955530352,,,100,,21.110775,0.19,,,,0.0,72061.23429821184,58,72061.23429821184,4.655536,,,0.45433273916995986,0.0,1180000,,8184.572955530352,0.0,17766.656452548046,-72.51581251024007,,100,,,-72.51581251024007
,,0.0058865948,,-7.4998565,4878.535307958253,,,-28.347744,,0.24,59,4878.535307958253,19133.533908242367,13060.71033461662,,,100,,20.847887,0.24,,,,0.0,78447.04655628941,59,78447.04655628941,4.6497965,,,0.3535142581465146,0.0,1200000,,13060.71033461662,0.0,19133.533908242367,-57.656831912630686,,100,,,-57.656831912630686
13097.476410589696,13097.476410589703,0.007337337,23329.299078664444,19.091793,3958.9545261033268,69919.24526793999,0.3,0.29461876,-52.031091245524735,0.23,60,3958.9545261033268,18949.62048741398,10975.632364906753,0.3,-52.031091245524735,100,0.0,18.797174,0.23,10,69919.24526793999,6,0.0,102444.56014368826,60,102444.56014368826,4.620433,6,23329.299078664444,0.3206282130184529,0.0,1220000,0.0,10975.632364906753,0.0,18949.62048741398,-71.28773214472639,13097.476410589696,100,13097.476410589703,10,-71.28773214472639
,,0.0058355127,,-10.075475,4299.988079169727,,,-29.283062,,0.25,61,4299.988079169727,18644.792265155706,11654.93647354865,,,100,,19.207588,0.25,,,,0.0,92317.74770263403,61,92317.74770263403,4.588665,,,0.36518169480259044,0.0,1240000,,11654.93647354865,0.0,18644.792265155706,-69.71654549972538,,100,,,-69.71654549972538
,,0.006200593,,11.937972,5077.400338150872,,,-4.270861,,0.29,62,5077.400338150872,18187.074208336093,12754.998465581059,,,100,,16.208834,0.29,,,,0.0,71534.17381825476,62,71534.17381825476,4.5729322,,,0.3491593876764204,0.0,1260000,,12754.998465581059,0.0,18187.074208336093,-55.08320317478672,,100,,,-55.08320317478672
,,0.006151264,,-15.017069,5427.032633724116,,,-37.50778,,0.32,63,5427.032633724116,20610.141454222063,14110.346615212364,,,100,,22.49071,0.32,,,,0.0,86122.46804579221,63,86122.46804579221,4.5424004,,,0.4144848990734755,0.0,1280000,,14110.346615212364,0.0,20610.141454222063,-77.24615011127686,,100,,,-77.24615011127686
,,0.0069247764,,-20.37384,7894.424537182444,,,-49.542313,,0.3,64,7894.424537182444,26418.982771613202,23180.87754121771,,,100,,29.168472,0.3,,,,0.0,96772.45229941727,64,96772.45229941727,4.501652,,,0.4206700625296894,0.0,1300000,,23180.87754121771,0.0,26418.982771613202,-52.93208434002203,,100,,,-52.93208434002203
,,0.005501029,,9.840463,7028.399324478129,,,-11.935525,,0.47,65,7028.399324478129,21601.69549789114,18349.681570120967,,,100,,21.775988,0.47,,,,0.0,86265.30194794774,65,86265.30194794774,4.4882574,,,0.4249000668167119,0.0,1320000,,18349.681570120967,0.0,21601.69549789114,-37.1713571659283,,100,,,-37.1713571659283
,,0.006705024,,16.805525,5828.330802229761,,,-9.408025,,0.26,66,5828.330802229761,21488.071955650714,16286.77394691743,,,100,,26.21355,0.26,,,,0.0,87392.280011939,66,87392.280011939,4.475032,,,0.44808894071600036,0.0,1340000,,16286.77394691743,0.0,21488.071955650714,-68.38957770647094,,100,,,-68.38957770647094
,,0.007882481,,-5.5313625,3644.4437114845095,,,-24.591537,,0.2,67,3644.4437114845095,18993.610912780117,10388.245210931187,,,100,,19.060175,0.2,,,,0.0,97705.72610469004,67,97705.72610469004,4.4547963,,,0.3902507850374113,0.0,1360000,,10388.245210931187,0.0,18993.610912780117,-66.95682733919158,,100,,,-66.95682733919158
,,0.0056881225,,17.766787,7457.054158334544,,,-6.6802125,,0.39,68,7457.054158334544,21092.309437908556,19279.58379143433,,,100,,24.446999,0.39,,,,0.0,88430.58435530218,68,88430.58435530218,4.4257617,,,0.36061456573688655,0.0,1380000,,19279.58379143433,0.0,21092.309437908556,-55.711166302171776,,100,,,-55.711166302171776
,,0.007589631,,-19.274319,6504.299083694264,,,-45.275417,,0.31,69,6504.299083694264,21231.240419990252,16729.52576764926,,,100,,26.001099,0.31,,,,0.0,95823.98988407254,69,95823.98988407254,4.398285,,,0.39530339191215624,0.0,1400000,,16729.52576764926,0.0,21231.240419990252,-40.64185828042524,,100,,,-40.64185828042524
