MetaTest/sweep-into-v1/AverageDiscountedReturn,MetaTest/sweep-into-v1/AverageReturn,policy/KL,MetaTest/sweep-into-v1/StdReturn,policy/LossBefore,sweep-into-v1/AverageDiscountedReturn,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,policy/LossAfter,MetaTest/Average/MinReturn,sweep-into-v1/SuccessRate,Average/Iteration,Average/AverageDiscountedReturn,sweep-into-v1/StdReturn,Average/AverageReturn,MetaTest/sweep-into-v1/SuccessRate,MetaTest/sweep-into-v1/MinReturn,sweep-into-v1/NumEpisodes,MetaTest/Average/TerminationRate,policy/dLoss,Average/SuccessRate,MetaTest/sweep-into-v1/NumEpisodes,MetaTest/sweep-into-v1/MaxReturn,MetaTest/Average/Iteration,sweep-into-v1/TerminationRate,Average/MaxReturn,sweep-into-v1/Iteration,sweep-into-v1/MaxReturn,policy/Entropy,MetaTest/sweep-into-v1/Iteration,MetaTest/Average/StdReturn,LinearFeatureBaseline/ExplainedVariance,policy/KLBefore,TotalEnvSteps,MetaTest/sweep-into-v1/TerminationRate,sweep-into-v1/AverageReturn,Average/TerminationRate,Average/StdReturn,sweep-into-v1/MinReturn,MetaTest/Average/AverageDiscountedReturn,Average/NumEpisodes,MetaTest/Average/AverageReturn,MetaTest/Average/NumEpisodes,Average/MinReturn
12039.270383686231,12039.270383686231,0.006491079,16421.867493081507,4.835328,7823.025068081857,45986.78749622793,0.5,-20.842674,-64.16559567924433,0.4,70,7823.025068081857,25237.44142300392,20247.01229142257,0.5,-64.16559567924433,100,0.0,25.678001,0.4,10,45986.78749622793,7,0.0,93187.6565536056,70,93187.6565536056,4.3767858,7,16421.867493081507,0.4327016254596662,0.0,1420000,0.0,20247.01229142257,0.0,25237.44142300392,-52.46369031429753,12039.270383686231,100,12039.270383686231,10,-52.46369031429753
,,0.008004039,,7.6186,5822.059231863783,,,-17.698738,,0.3,71,5822.059231863783,23965.613602050213,16870.8339080449,,,100,,25.317337,0.3,,,,0.0,106169.43011735438,71,106169.43011735438,4.363506,,,0.4339809886217306,0.0,1440000,,16870.8339080449,0.0,23965.613602050213,-56.69624568949778,,100,,,-56.69624568949778
,,0.00924239,,-10.243357,4923.474529514695,,,-28.579563,,0.26,72,4923.474529514695,20952.668353422352,12960.729944543076,,,100,,18.336206,0.26,,,,0.0,91680.6323417223,72,91680.6323417223,4.363423,,,0.34854906385383844,0.0,1460000,,12960.729944543076,0.0,20952.668353422352,-82.41516947334276,,100,,,-82.41516947334276
,,0.0061854017,,-6.615303,6545.422764490196,,,-30.980694,,0.25,73,6545.422764490196,22030.895601005628,16312.912699472632,,,100,,24.36539,0.25,,,,0.0,73400.11501288349,73,73400.11501288349,4.3471947,,,0.43336557092929884,0.0,1480000,,16312.912699472632,0.0,22030.895601005628,-87.22953067713613,,100,,,-87.22953067713613
,,0.0074374946,,-11.257244,5001.75132897139,,,-36.615944,,0.19,74,5001.75132897139,23135.540419192796,15087.29475112302,,,100,,25.3587,0.19,,,,0.0,91924.60348827107,74,91924.60348827107,4.3310966,,,0.38631152664858903,0.0,1500000,,15087.29475112302,0.0,23135.540419192796,-61.40240157490862,,100,,,-61.40240157490862
,,0.0061713513,,-17.297707,7430.925719378542,,,-42.051064,,0.31,75,7430.925719378542,23998.591532148053,19284.501197610232,,,100,,24.753357,0.31,,,,0.0,95181.18528287699,75,95181.18528287699,4.32185,,,0.356862268697419,0.0,1520000,,19284.501197610232,0.0,23998.591532148053,-55.74828841703281,,100,,,-55.74828841703281
,,0.0054614227,,7.8097873,9371.81162584393,,,-13.494331,,0.36,76,9371.81162584393,24277.859569320586,23863.330287828707,,,100,,21.30412,0.36,,,,0.0,90328.99666984253,76,90328.99666984253,4.3012958,,,0.3670531225328667,0.0,1540000,,23863.330287828707,0.0,24277.859569320586,-73.79143582420006,,100,,,-73.79143582420006
,,0.0072656213,,13.544812,9379.904213303738,,,-10.280562,,0.46,77,9379.904213303738,23371.97413344762,23209.686192750083,,,100,,23.825375,0.46,,,,0.0,83246.97222728559,77,83246.97222728559,4.28492,,,0.3500283741948865,0.0,1560000,,23209.686192750083,0.0,23371.97413344762,-61.303466063342135,,100,,,-61.303466063342135
,,0.012405523,,-4.930931,8762.623030841198,,,-23.977787,,0.37,78,8762.623030841198,26208.56092149597,23380.178614677243,,,100,,19.046856,0.37,,,,0.0,96812.43615616352,78,96812.43615616352,4.260461,,,0.3933306828997246,0.0,1580000,,23380.178614677243,0.0,26208.56092149597,-63.957065621624096,,100,,,-63.957065621624096
,,0.006841446,,-18.53547,8538.264415200601,,,-39.171173,,0.49,79,8538.264415200601,21830.820125765138,19145.826874463215,,,100,,20.635704,0.49,,,,0.0,118373.87979832829,79,118373.87979832829,4.239708,,,0.42399591420424365,0.0,1600000,,19145.826874463215,0.0,21830.820125765138,-64.57813592196015,,100,,,-64.57813592196015
11552.907224814311,11552.907224814311,0.0072691445,23676.045975241388,-22.33952,7969.383324139749,79753.13545779251,0.2,-50.54685,-58.37317334531689,0.34,80,7969.383324139749,26217.02628523776,19821.545167404296,0.2,-58.37317334531689,100,0.0,28.207329,0.34,10,79753.13545779251,8,0.0,116094.14350198545,80,116094.14350198545,4.231269,8,23676.045975241388,0.4312744951551465,0.0,1620000,0.0,19821.545167404296,0.0,26217.02628523776,-74.28441126941527,11552.907224814311,100,11552.907224814311,10,-74.28441126941527
,,0.0059729074,,1.7837781,6638.7811737299735,,,-23.539406,,0.31,81,6638.7811737299735,21979.42218604684,17115.538043647844,,,100,,25.323183,0.31,,,,0.0,89069.5984813873,81,89069.5984813873,4.2234387,,,0.37360101650187016,0.0,1640000,,17115.538043647844,0.0,21979.42218604684,-73.08381757685724,,100,,,-73.08381757685724
,,0.0052572433,,-5.0325875,6812.473674580412,,,-30.4403,,0.38,82,6812.473674580412,21383.900674424094,18304.920473846436,,,100,,25.407713,0.38,,,,0.0,80811.91600194502,82,80811.91600194502,4.200898,,,0.4183439857234502,0.0,1660000,,18304.920473846436,0.0,21383.900674424094,-65.25246185048641,,100,,,-65.25246185048641
,,0.008040221,,7.756469,8476.908297175094,,,-20.80535,,0.3,83,8476.908297175094,25528.360743747035,22375.75730648727,,,100,,28.561817,0.3,,,,0.0,92975.24344169314,83,92975.24344169314,4.1854777,,,0.3576400220953849,0.0,1680000,,22375.75730648727,0.0,25528.360743747035,-58.04399933655725,,100,,,-58.04399933655725
,,0.005350032,,-0.72734374,8342.565948980553,,,-24.587006,,0.4,84,8342.565948980553,23353.967178237326,20054.43629565734,,,100,,23.859661,0.4,,,,0.0,87185.45445458303,84,87185.45445458303,4.160529,,,0.43246493175853407,0.0,1700000,,20054.43629565734,0.0,23353.967178237326,-68.4674386983754,,100,,,-68.4674386983754
,,0.0065862886,,1.2477624,8321.722715778882,,,-31.728987,,0.42,85,8321.722715778882,26159.62804321792,22242.855342451483,,,100,,32.97675,0.42,,,,0.0,97025.96505228242,85,97025.96505228242,4.135448,,,0.41180391874664146,0.0,1720000,,22242.855342451483,0.0,26159.62804321792,-65.29847217785206,,100,,,-65.29847217785206
,,0.0061970605,,9.966273,9910.769236901893,,,-13.792462,,0.41,86,9910.769236901893,23130.87596053241,25321.33436305942,,,100,,23.758736,0.41,,,,0.0,89078.0848046635,86,89078.0848046635,4.1022835,,,0.33432783674073097,0.0,1740000,,25321.33436305942,0.0,23130.87596053241,-47.88450841491888,,100,,,-47.88450841491888
,,0.0055224802,,-5.1536875,10040.25887001722,,,-30.689297,,0.36,87,10040.25887001722,28632.781789740337,28129.420200410877,,,100,,25.53561,0.36,,,,0.0,103932.80545274801,87,103932.80545274801,4.0783625,,,0.3969979469663871,0.0,1760000,,28129.420200410877,0.0,28632.781789740337,-61.124462049649935,,100,,,-61.124462049649935
,,0.0066924463,,-22.272863,9616.36912538319,,,-50.872883,,0.4,88,9616.36912538319,26895.877182932047,26236.833640947356,,,100,,28.60002,0.4,,,,0.0,91844.63934678482,88,91844.63934678482,4.0395017,,,0.4374829288310932,0.0,1780000,,26236.833640947356,0.0,26895.877182932047,-66.87378232939531,,100,,,-66.87378232939531
,,0.0069912933,,12.594206,8086.21602325985,,,-16.267593,,0.36,89,8086.21602325985,25949.08321370627,20949.237680497245,,,100,,28.8618,0.36,,,,0.0,88426.31271539259,89,88426.31271539259,3.9986005,,,0.417774230413147,0.0,1800000,,20949.237680497245,0.0,25949.08321370627,-68.98096828522651,,100,,,-68.98096828522651
20352.6474387228,20352.647438722786,0.006489624,33493.48437043688,-20.268991,10191.445563141158,91299.93405994287,0.4,-45.214825,-53.5061952670176,0.39,90,10191.445563141158,23983.302112327336,25659.268970846384,0.4,-53.5061952670176,100,0.0,24.945833,0.39,10,91299.93405994287,9,0.0,87039.32797355077,90,87039.32797355077,3.970107,9,33493.48437043688,0.41852764335414505,0.0,1820000,0.0,25659.268970846384,0.0,23983.302112327336,-75.2080378863526,20352.6474387228,100,20352.647438722786,10,-75.2080378863526
,,0.009336581,,16.29453,11183.429340855935,,,-7.803,,0.35,91,11183.429340855935,28243.238747736643,31068.017237795335,,,100,,24.09753,0.35,,,,0.0,97288.24301756588,91,97288.24301756588,3.9644687,,,0.3980400565086296,0.0,1840000,,31068.017237795335,0.0,28243.238747736643,-66.1184649552389,,100,,,-66.1184649552389
,,0.0057234126,,15.9665,11225.649816773332,,,-13.993456,,0.42,92,11225.649816773332,27879.5713891746,29211.564234842714,,,100,,29.959957,0.42,,,,0.0,103967.55500923112,92,103967.55500923112,3.9496348,,,0.342099378284659,0.0,1860000,,29211.564234842714,0.0,27879.5713891746,-78.932989307447,,100,,,-78.932989307447
,,0.007252388,,-10.4296875,9999.266648948476,,,-41.17735,,0.35,93,9999.266648948476,29809.51967204896,27962.035726713148,,,100,,30.747662,0.35,,,,0.0,113450.2489311761,93,113450.2489311761,3.9297366,,,0.39609984244623464,0.0,1880000,,27962.035726713148,0.0,29809.51967204896,-57.247649066343776,,100,,,-57.247649066343776
,,0.00698821,,29.865288,8002.190881075432,,,2.5930781,,0.26,94,8002.190881075432,25560.947045174562,22556.828839870257,,,100,,27.27221,0.26,,,,0.0,93261.92769879024,94,93261.92769879024,3.9133296,,,0.4056663721247199,0.0,1900000,,22556.828839870257,0.0,25560.947045174562,-64.19829073304493,,100,,,-64.19829073304493
,,0.0067152437,,19.845575,11453.445921643568,,,-6.78525,,0.5,95,11453.445921643568,29315.419925587525,28819.454225027723,,,100,,26.630825,0.5,,,,0.0,108389.80815586454,95,108389.80815586454,3.896012,,,0.4313160612682183,0.0,1920000,,28819.454225027723,0.0,29315.419925587525,-71.8059690152873,,100,,,-71.8059690152873
,,0.008242609,,9.790966,11754.470522370913,,,-21.70802,,0.42,96,11754.470522370913,30236.146013845395,31477.711752555944,,,100,,31.498985,0.42,,,,0.0,116680.6885493072,96,116680.6885493072,3.8807871,,,0.38360575970116895,0.0,1940000,,31477.711752555944,0.0,30236.146013845395,-72.4039291404808,,100,,,-72.4039291404808
,,0.00631406,,-17.567644,12300.640906422886,,,-43.33823,,0.45,97,12300.640906422886,27567.737911263735,31861.143857699037,,,100,,25.770586,0.45,,,,0.0,100683.33250636778,97,100683.33250636778,3.879386,,,0.4377799565287116,0.0,1960000,,31861.143857699037,0.0,27567.737911263735,-71.01799232928668,,100,,,-71.01799232928668
,,0.0062349024,,9.222581,10967.621978377767,,,-24.13502,,0.34,98,10967.621978377767,29850.462000754433,31021.922274812554,,,100,,33.3576,0.34,,,,0.0,110275.31272106743,98,110275.31272106743,3.8486743,,,0.44871495542428996,0.0,1980000,,31021.922274812554,0.0,29850.462000754433,-60.2967865618092,,100,,,-60.2967865618092
,,0.009170019,,-48.71876,10577.745832652485,,,-71.88179,,0.36,99,10577.745832652485,29391.45843801469,27549.51158346126,,,100,,23.163029,0.36,,,,0.0,110218.15697453196,99,110218.15697453196,3.8085442,,,0.46460700768527996,0.0,2000000,,27549.51158346126,0.0,29391.45843801469,-69.00370027923994,,100,,,-69.00370027923994
