MetaTest/door-close-v1/Iteration,MetaTest/Average/MaxReturn,MetaTest/Average/SuccessRate,MetaTest/door-close-v1/MinReturn,MetaTest/door-close-v1/MaxReturn,MetaTest/Average/MinReturn,MetaTest/Average/StdReturn,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/door-close-v1/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/SuccessRate,TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/door-close-v1/NumTrajs,MetaTest/door-close-v1/TerminationRate
116,4036.109934610814,0.3,-151.7139018929535,4036.109934610814,-151.7139018929535,1231.114961524183,344.28654106515506,344.2865410651551,344.28654106515506,116,0.0,1231.114961524183,0.3,3008000,344.2865410651551,10,10,0.0
117,222610.95383453977,0.5,-75.12991305305958,222610.95383453977,-75.12991305305958,66755.81025435332,22346.930789726324,22346.930789726328,22346.930789726324,117,0.0,66755.81025435332,0.5,3032000,22346.930789726328,10,10,0.0
118,820.4560516839791,0.3,-71.26024132922647,820.4560516839791,-71.26024132922647,262.2782904262686,34.267745880229924,34.267745880229896,34.267745880229924,118,0.0,262.2782904262686,0.3,3056000,34.267745880229896,10,10,0.0
119,-26.33173716958944,0.3,-61.55934374010454,-26.33173716958944,-61.55934374010454,11.464258075800341,-41.57588893603969,-41.57588893603968,-41.57588893603969,119,0.0,11.464258075800341,0.3,3080000,-41.57588893603968,10,10,0.0
120,12260.135963123079,0.3,-60.884342623316385,12260.135963123079,-60.884342623316385,3684.194300397017,1476.9394048142556,1476.939404814256,1476.9394048142556,120,0.0,3684.194300397017,0.3,3104000,1476.939404814256,10,10,0.0
121,298419.70308204903,0.4,-74.62256906983873,298419.70308204903,-74.62256906983873,89233.60949083259,30899.6193966006,30899.619396600592,30899.6193966006,121,0.0,89233.60949083259,0.4,3128000,30899.619396600592,10,10,0.0
122,134567.5603875642,0.1,-140.6848708219184,134567.5603875642,-140.6848708219184,40286.152139164216,13751.810325839993,13751.810325839973,13751.810325839993,122,0.0,40286.152139164216,0.1,3152000,13751.810325839973,10,10,0.0
123,304043.48350849515,0.2,-78.64853047455688,304043.48350849515,-78.64853047455688,96734.12315785671,44979.471979513764,44979.47197951373,44979.471979513764,123,0.0,96734.12315785671,0.2,3176000,44979.47197951373,10,10,0.0
124,27498.12340855091,0.6,-97.02604725485094,27498.12340855091,-97.02604725485094,8265.562902338756,2701.518917863516,2701.5189178635164,2701.518917863516,124,0.0,8265.562902338756,0.6,3200000,2701.5189178635164,10,10,0.0
125,313919.2634004481,0.5,-80.44207037478664,313919.2634004481,-80.44207037478664,94188.19134982354,31354.69544628733,31354.69544628729,31354.69544628733,125,0.0,94188.19134982354,0.5,3224000,31354.69544628729,10,10,0.0
126,53301.59211254557,0.4,-87.56115719492668,53301.59211254557,-87.56115719492668,15942.919694487056,5524.610445793651,5524.610445793653,5524.610445793651,126,0.0,15942.919694487056,0.4,3248000,5524.610445793653,10,10,0.0
127,-21.80499720667123,0.3,-90.06768082577307,-21.80499720667123,-90.06768082577307,23.112399185969004,-64.22414754935235,-64.22414754935232,-64.22414754935235,127,0.0,23.112399185969004,0.3,3272000,-64.22414754935232,10,10,0.0
128,283227.2410947235,0.6,-75.70495270835804,283227.2410947235,-75.70495270835804,85498.1211008246,35853.4933677445,35853.493367744515,35853.4933677445,128,0.0,85498.1211008246,0.6,3296000,35853.493367744515,10,10,0.0
129,-31.8631075465431,0.2,-122.41827550578205,-31.8631075465431,-122.41827550578205,27.03666295087235,-60.915178240793544,-60.91517824079356,-60.915178240793544,129,0.0,27.03666295087235,0.2,3320000,-60.91517824079356,10,10,0.0
130,282299.2173684649,0.4,-81.47631339926974,282299.2173684649,-81.47631339926974,92474.49669078013,52018.647868666776,52018.64786866678,52018.647868666776,130,0.0,92474.49669078013,0.4,3344000,52018.64786866678,10,10,0.0
131,231760.84493019214,0.4,-64.82956891172638,231760.84493019214,-64.82956891172638,69057.91906594075,26647.690312327126,26647.690312327137,26647.690312327126,131,0.0,69057.91906594075,0.4,3368000,26647.690312327137,10,10,0.0
132,327574.68938480417,0.8,-39.34865696585984,327574.68938480417,-39.34865696585984,104874.72824857729,121738.76235123855,121738.7623512386,121738.76235123855,132,0.0,104874.72824857729,0.8,3392000,121738.7623512386,10,10,0.0
133,164514.09830611155,0.7,-95.78703061613619,164514.09830611155,-95.78703061613619,55721.06940263336,31112.196480507446,31112.196480507457,31112.196480507446,133,0.0,55721.06940263336,0.7,3416000,31112.196480507457,10,10,0.0
134,52492.67973132042,0.4,-64.56264033942105,52492.67973132042,-64.56264033942105,17066.899978643374,9847.147990166512,9847.147990166504,9847.147990166512,134,0.0,17066.899978643374,0.4,3440000,9847.147990166504,10,10,0.0
135,173478.89389500604,0.9,-29.382456185473075,173478.89389500604,-29.382456185473075,60972.3378071157,46684.69770407686,46684.697704076876,46684.69770407686,135,0.0,60972.3378071157,0.9,3464000,46684.697704076876,10,10,0.0
136,312517.5268763067,0.4,-46.81702283248074,312517.5268763067,-46.81702283248074,118683.61581582998,76172.4317561662,76172.43175616623,76172.4317561662,136,0.0,118683.61581582998,0.4,3488000,76172.43175616623,10,10,0.0
137,115892.42839317383,0.8,-33.21359915259562,115892.42839317383,-33.21359915259562,33822.636665963466,15166.395643090753,15166.395643090746,15166.395643090753,137,0.0,33822.636665963466,0.8,3512000,15166.395643090746,10,10,0.0
138,309542.78437280585,0.7,-33.28054003589928,309542.78437280585,-33.28054003589928,113076.45514917384,180910.80277762815,180910.8027776282,180910.80277762815,138,0.0,113076.45514917384,0.7,3536000,180910.8027776282,10,10,0.0
139,-36.64333402673527,0.0,-105.60837532983963,-36.64333402673527,-105.60837532983963,21.48349205707244,-71.90914243250987,-71.90914243250987,-71.90914243250987,139,0.0,21.48349205707244,0.0,3560000,-71.90914243250987,10,10,0.0
140,275658.00428626087,0.4,-59.63316390372278,275658.00428626087,-59.63316390372278,109664.91413854924,56065.3688900715,56065.3688900715,56065.3688900715,140,0.0,109664.91413854924,0.4,3584000,56065.3688900715,10,10,0.0
141,280985.6478584532,0.8,-60.748835813074926,280985.6478584532,-60.748835813074926,102249.24774953535,163751.46243673348,163751.46243673348,163751.46243673348,141,0.0,102249.24774953535,0.8,3608000,163751.46243673348,10,10,0.0
142,300390.33615593304,0.9,-63.08108611920017,300390.33615593304,-63.08108611920017,107907.16829344933,82419.10062289723,82419.10062289725,82419.10062289723,142,0.0,107907.16829344933,0.9,3632000,82419.10062289725,10,10,0.0
143,196485.27613500232,1.0,-42.21550738418095,196485.27613500232,-42.21550738418095,70596.55660016857,62665.781307827754,62665.781307827776,62665.781307827754,143,0.0,70596.55660016857,1.0,3656000,62665.781307827776,10,10,0.0
144,241325.17715273175,1.0,-39.47877487561977,241325.17715273175,-39.47877487561977,78298.71419963548,63662.06196514665,63662.06196514664,63662.06196514665,144,0.0,78298.71419963548,1.0,3680000,63662.06196514664,10,10,0.0
145,145191.46773603503,0.9,-64.62785848293234,145191.46773603503,-64.62785848293234,59753.82916733227,44969.150468485415,44969.150468485415,44969.150468485415,145,0.0,59753.82916733227,0.9,3704000,44969.150468485415,10,10,0.0
146,339885.65186712315,0.7,-76.9668555798608,339885.65186712315,-76.9668555798608,129483.47399512256,111362.5673983742,111362.56739837423,111362.5673983742,146,0.0,129483.47399512256,0.7,3728000,111362.56739837423,10,10,0.0
147,305973.9986669156,0.9,-40.037429360561575,305973.9986669156,-40.037429360561575,90451.33039203545,62424.50184778334,62424.50184778334,62424.50184778334,147,0.0,90451.33039203545,0.9,3752000,62424.50184778334,10,10,0.0
148,330588.7946141176,0.4,-72.72215013496822,330588.7946141176,-72.72215013496822,98918.1772149974,52678.96018356989,52678.96018356989,52678.96018356989,148,0.0,98918.1772149974,0.4,3776000,52678.96018356989,10,10,0.0
149,15509.631239009232,0.1,-55.46625066461668,15509.631239009232,-55.46625066461668,4665.109736605138,1514.3259859514433,1514.3259859514437,1514.3259859514433,149,0.0,4665.109736605138,0.1,3800000,1514.3259859514437,10,10,0.0
150,305570.6378987534,0.4,-149.4732957550831,305570.6378987534,-149.4732957550831,104309.71027794895,53033.57429034253,53033.57429034255,53033.57429034253,150,0.0,104309.71027794895,0.4,3824000,53033.57429034255,10,10,0.0
151,335937.01256378874,0.4,-147.18205704475182,335937.01256378874,-147.18205704475182,142079.247745433,91717.05085416063,91717.0508541606,91717.05085416063,151,0.0,142079.247745433,0.4,3848000,91717.0508541606,10,10,0.0
152,86337.76708081622,0.4,-149.39330069961548,86337.76708081622,-149.39330069961548,26616.13995306709,12957.135613458042,12957.13561345804,12957.135613458042,152,0.0,26616.13995306709,0.4,3872000,12957.13561345804,10,10,0.0
153,177384.2508076432,0.4,-141.79122297011546,177384.2508076432,-141.79122297011546,56394.46995375305,29938.344317720104,29938.344317720108,29938.344317720104,153,0.0,56394.46995375305,0.4,3896000,29938.344317720108,10,10,0.0
154,314549.01378257864,0.8,-51.04288200231265,314549.01378257864,-51.04288200231265,123083.05900448842,75356.2362809084,75356.2362809084,75356.2362809084,154,0.0,123083.05900448842,0.8,3920000,75356.2362809084,10,10,0.0
155,334253.9285288433,0.7,-76.60268438487412,334253.9285288433,-76.60268438487412,105303.01821705172,61460.48871741461,61460.4887174146,61460.48871741461,155,0.0,105303.01821705172,0.7,3944000,61460.4887174146,10,10,0.0
156,347762.50948180474,0.9,4005.9236243399323,347762.50948180474,4005.9236243399323,104490.78202284948,128518.98977513549,128518.98977513556,128518.98977513549,156,0.0,104490.78202284948,0.9,3968000,128518.98977513556,10,10,0.0
157,329317.76381722273,1.0,-23.244291270930788,329317.76381722273,-23.244291270930788,116566.84590062842,118055.14019351655,118055.14019351655,118055.14019351655,157,0.0,116566.84590062842,1.0,3992000,118055.14019351655,10,10,0.0
158,321260.819562792,1.0,7323.672520857581,321260.819562792,7323.672520857581,124868.50325003163,148353.40962917608,148353.40962917614,148353.40962917608,158,0.0,124868.50325003163,1.0,4016000,148353.40962917614,10,10,0.0
159,312487.54844978196,1.0,-19.025279371348084,312487.54844978196,-19.025279371348084,101498.47024392268,219811.02956633028,219811.02956633028,219811.02956633028,159,0.0,101498.47024392268,1.0,4040000,219811.02956633028,10,10,0.0
160,319637.7993314564,1.0,7576.594186889233,319637.7993314564,7576.594186889233,107341.03724958016,115526.23176916246,115526.23176916249,115526.23176916246,160,0.0,107341.03724958016,1.0,4064000,115526.23176916249,10,10,0.0
161,354863.224216676,0.9,-32.5490476862637,354863.224216676,-32.5490476862637,128192.91801286058,157332.70364575883,157332.7036457588,157332.70364575883,161,0.0,128192.91801286058,0.9,4088000,157332.7036457588,10,10,0.0
162,301053.0167896889,0.9,38826.18260234848,301053.0167896889,38826.18260234848,89725.75314415355,190556.1364880994,190556.13648809935,190556.1364880994,162,0.0,89725.75314415355,0.9,4112000,190556.13648809935,10,10,0.0
163,308179.3803170558,1.0,-31.344811248247037,308179.3803170558,-31.344811248247037,96223.42893968378,83332.2062413138,83332.20624131375,83332.2062413138,163,0.0,96223.42893968378,1.0,4136000,83332.20624131375,10,10,0.0
164,337615.4625180217,1.0,-20.55943880736696,337615.4625180217,-20.55943880736696,120375.53815540856,171524.742782647,171524.742782647,171524.742782647,164,0.0,120375.53815540856,1.0,4160000,171524.742782647,10,10,0.0
165,301567.76683233894,1.0,-28.380710728845155,301567.76683233894,-28.380710728845155,131333.0747788773,120617.20812380298,120617.20812380295,120617.20812380298,165,0.0,131333.0747788773,1.0,4184000,120617.20812380295,10,10,0.0
166,331930.4989770245,1.0,-30.30171768391753,331930.4989770245,-30.30171768391753,119646.27338110203,129232.99931384265,129232.99931384262,129232.99931384265,166,0.0,119646.27338110203,1.0,4208000,129232.99931384262,10,10,0.0
167,340857.5988125342,1.0,2115.4877293563068,340857.5988125342,2115.4877293563068,91916.62678278676,133252.6654240464,133252.6654240464,133252.6654240464,167,0.0,91916.62678278676,1.0,4232000,133252.6654240464,10,10,0.0
168,336960.0056433335,1.0,-36.37416629981401,336960.0056433335,-36.37416629981401,95406.26473299804,199940.39950492236,199940.39950492227,199940.39950492236,168,0.0,95406.26473299804,1.0,4256000,199940.39950492227,10,10,0.0
169,332327.5653815852,1.0,11936.78352135472,332327.5653815852,11936.78352135472,87368.68902497171,195073.61966959335,195073.61966959335,195073.61966959335,169,0.0,87368.68902497171,1.0,4280000,195073.61966959335,10,10,0.0
170,277354.22379833675,1.0,2919.758825894065,277354.22379833675,2919.758825894065,75033.70905547807,174169.43953856517,174169.43953856517,174169.43953856517,170,0.0,75033.70905547807,1.0,4304000,174169.43953856517,10,10,0.0
171,321043.6102734751,0.9,-28.839902892565743,321043.6102734751,-28.839902892565743,124801.16858523949,115729.35316883489,115729.35316883498,115729.35316883489,171,0.0,124801.16858523949,0.9,4328000,115729.35316883498,10,10,0.0
172,126181.81713343608,1.0,-24.361670581185155,126181.81713343608,-24.361670581185155,44935.03283956902,22541.899317959273,22541.899317959273,22541.899317959273,172,0.0,44935.03283956902,1.0,4352000,22541.899317959273,10,10,0.0
173,343531.84084164357,0.9,666.5480652185905,343531.84084164357,666.5480652185905,121767.35539527498,183155.86749866328,183155.8674986632,183155.86749866328,173,0.0,121767.35539527498,0.9,4376000,183155.8674986632,10,10,0.0
174,350713.464036138,0.8,-26.13679433374711,350713.464036138,-26.13679433374711,141433.47404877032,171705.4003963419,171705.40039634184,171705.4003963419,174,0.0,141433.47404877032,0.8,4400000,171705.40039634184,10,10,0.0
175,348364.2166676422,1.0,-34.33717689014122,348364.2166676422,-34.33717689014122,112643.72865646686,194194.87610848283,194194.87610848277,194194.87610848283,175,0.0,112643.72865646686,1.0,4424000,194194.87610848277,10,10,0.0
176,343403.67672282184,0.9,-41.04594125635322,343403.67672282184,-41.04594125635322,120110.79832582765,173404.63561841086,173404.6356184108,173404.63561841086,176,0.0,120110.79832582765,0.9,4448000,173404.6356184108,10,10,0.0
177,66350.98825394179,0.5,-146.15296849874272,66350.98825394179,-146.15296849874272,24410.653976737984,12060.155515485156,12060.155515485156,12060.155515485156,177,0.0,24410.653976737984,0.5,4472000,12060.155515485156,10,10,0.0
178,340925.79426109185,0.7,-142.79843836857015,340925.79426109185,-142.79843836857015,115139.10740159638,69569.46148407913,69569.46148407913,69569.46148407913,178,0.0,115139.10740159638,0.7,4496000,69569.46148407913,10,10,0.0
179,239016.7385775735,0.4,-145.12640262061842,239016.7385775735,-145.12640262061842,70315.71824173057,30651.812011812806,30651.812011812803,30651.812011812806,179,0.0,70315.71824173057,0.4,4520000,30651.812011812803,10,10,0.0
180,124047.11645430852,0.5,-121.05021232003192,124047.11645430852,-121.05021232003192,37636.684051536606,16723.69399373734,16723.693993737354,16723.69399373734,180,0.0,37636.684051536606,0.5,4544000,16723.693993737354,10,10,0.0
181,337993.15260290593,0.8,-36.22068301141014,337993.15260290593,-36.22068301141014,136236.50977202953,106369.66960398795,106369.66960398798,106369.66960398795,181,0.0,136236.50977202953,0.8,4568000,106369.66960398798,10,10,0.0
182,295325.4566092097,0.9,-27.87209379625146,295325.4566092097,-27.87209379625146,93830.83408608988,100531.08485327318,100531.08485327318,100531.08485327318,182,0.0,93830.83408608988,0.9,4592000,100531.08485327318,10,10,0.0
183,317297.1178554973,1.0,10180.75765098016,317297.1178554973,10180.75765098016,101182.11282588112,140865.52119008426,140865.52119008423,140865.52119008426,183,0.0,101182.11282588112,1.0,4616000,140865.52119008423,10,10,0.0
184,335520.0400224778,0.9,-30.37488712463407,335520.0400224778,-30.37488712463407,116802.00531366319,90612.02811722994,90612.0281172299,90612.02811722994,184,0.0,116802.00531366319,0.9,4640000,90612.0281172299,10,10,0.0
185,296686.3527949273,0.8,-25.496871873050736,296686.3527949273,-25.496871873050736,112737.62637390237,158809.67155045408,158809.67155045414,158809.67155045408,185,0.0,112737.62637390237,0.8,4664000,158809.67155045414,10,10,0.0
186,298666.54191973,1.0,-41.943033141339185,298666.54191973,-41.943033141339185,101640.05478808374,88199.73775448417,88199.7377544842,88199.73775448417,186,0.0,101640.05478808374,1.0,4688000,88199.7377544842,10,10,0.0
187,286018.98507809365,0.7,-148.0030175265972,286018.98507809365,-148.0030175265972,93417.75467749703,58451.1705605809,58451.1705605809,58451.1705605809,187,0.0,93417.75467749703,0.7,4712000,58451.1705605809,10,10,0.0
188,105483.86701941236,0.5,-146.1590683245948,105483.86701941236,-146.1590683245948,34420.991377684535,19938.6090865823,19938.6090865823,19938.6090865823,188,0.0,34420.991377684535,0.5,4736000,19938.6090865823,10,10,0.0
189,308472.1107704194,0.5,-151.0010812775927,308472.1107704194,-151.0010812775927,115101.86481753808,88650.52274166448,88650.52274166446,88650.52274166448,189,0.0,115101.86481753808,0.5,4760000,88650.52274166446,10,10,0.0
190,240250.780471758,0.4,-121.3845099620772,240250.780471758,-121.3845099620772,94381.10633642442,60225.93258705102,60225.93258705103,60225.93258705102,190,0.0,94381.10633642442,0.4,4784000,60225.93258705103,10,10,0.0
191,323265.92336126365,0.5,-110.98729934703032,323265.92336126365,-110.98729934703032,132347.21653151864,105456.944391523,105456.944391523,105456.944391523,191,0.0,132347.21653151864,0.5,4808000,105456.944391523,10,10,0.0
192,322520.73378390196,0.5,-97.84897264516357,322520.73378390196,-97.84897264516357,134003.42977350767,114583.7996617315,114583.79966173154,114583.7996617315,192,0.0,134003.42977350767,0.5,4832000,114583.79966173154,10,10,0.0
193,327625.2733084264,0.5,-107.71722354811877,327625.2733084264,-107.71722354811877,110655.74874559003,89602.44123951465,89602.44123951468,89602.44123951465,193,0.0,110655.74874559003,0.5,4856000,89602.44123951468,10,10,0.0
194,290880.0360372719,0.5,-140.60171932245552,290880.0360372719,-140.60171932245552,111634.9569160107,72194.23632619496,72194.23632619496,72194.23632619496,194,0.0,111634.9569160107,0.5,4880000,72194.23632619496,10,10,0.0
195,286536.06367428147,0.5,-150.61458570791783,286536.06367428147,-150.61458570791783,101194.75608313047,55407.766531434005,55407.76653143397,55407.766531434005,195,0.0,101194.75608313047,0.5,4904000,55407.76653143397,10,10,0.0
196,82135.64738178707,0.2,-148.5168201035034,82135.64738178707,-148.5168201035034,24658.614517707472,8160.325736338345,8160.325736338355,8160.325736338345,196,0.0,24658.614517707472,0.2,4928000,8160.325736338355,10,10,0.0
197,255844.32149582877,0.4,-96.43541045935444,255844.32149582877,-96.43541045935444,97469.85973644993,61748.235325222544,61748.23532522253,61748.235325222544,197,0.0,97469.85973644993,0.4,4952000,61748.23532522253,10,10,0.0
198,278188.30702426156,1.0,-65.64392951485294,278188.30702426156,-65.64392951485294,106297.72209614306,164239.0777608262,164239.0777608262,164239.0777608262,198,0.0,106297.72209614306,1.0,4976000,164239.0777608262,10,10,0.0
199,329708.7453160632,1.0,-25.999982658444633,329708.7453160632,-25.999982658444633,123994.33615486625,202960.5642505027,202960.56425050268,202960.5642505027,199,0.0,123994.33615486625,1.0,5000000,202960.56425050268,10,10,0.0
