MetaTest/door-close-v1/SuccessRate,TotalEnvSteps,MetaTest/door-close-v1/NumTrajs,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/door-close-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/Iteration,MetaTrain/Average/Alpha,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn
0.2,2504000,10,0.0,14739.620140027135,32123.20630652107,663.51337,158255420.0,14739.620140027138,-141.46296496491976,-141.46296496491976,53573.39,95,nan,-26.355663,95,0.0,0.2,14739.620140027135,108073.56492461574,32123.20630652107,14739.620140027138,10,108073.56492461574
0.3,2528000,10,0.0,53.87370137100029,321.81702421725095,5564.016,301417500000.0,53.873701371000365,-100.05303757356779,-100.05303757356779,53675.734,96,nan,-29.758722,96,0.0,0.3,53.87370137100029,1018.1144274972621,321.81702421725095,53.873701371000365,10,1018.1144274972621
0.1,2552000,10,0.0,26281.815259081515,45564.86301893665,14001.451,658635000.0,26281.815259081504,-137.56537899299286,-137.56537899299286,-21454.412,97,nan,-32.218113,97,0.0,0.1,26281.815259081515,138718.6050352302,45564.86301893665,26281.815259081504,10,138718.6050352302
0.0,2576000,10,0.0,-87.94828841147597,52.13482173473191,179375.2,92850810000.0,-87.948288411476,-148.96770062727995,-148.96770062727995,917619.06,98,nan,-36.41257,98,0.0,0.0,-87.94828841147597,-25.521008555554776,52.13482173473191,-87.948288411476,10,-25.521008555554776
0.5,2600000,10,0.0,56755.583630462424,76960.6068576837,211705.36,405704450.0,56755.583630462424,-102.2970885940374,-102.2970885940374,565241.9,99,nan,-32.6663,99,0.0,0.5,56755.583630462424,185792.71907294457,76960.6068576837,56755.583630462424,10,185792.71907294457
0.0,2624000,10,0.0,-47.30359970432336,11.137303087806721,137923.88,20027500000.0,-47.303599704323354,-56.50339390059868,-56.50339390059868,1099882.1,100,nan,-36.975746,100,0.0,0.0,-47.30359970432336,-22.5065852430665,11.137303087806721,-47.303599704323354,10,-22.5065852430665
0.0,2648000,10,0.0,-94.83893208859324,46.797650344100084,112269.07,6493787000.0,-94.8389320885933,-146.55759179655922,-146.55759179655922,1778202.9,101,nan,-37.576283,101,0.0,0.0,-94.83893208859324,-29.821202342387878,46.797650344100084,-94.8389320885933,10,-29.821202342387878
0.0,2672000,10,0.0,-140.81240357463236,4.875638722470759,104513.31,767692350.0,-140.81240357463236,-147.65358045193838,-147.65358045193838,1076381.8,102,nan,-37.175392,102,0.0,0.0,-140.81240357463236,-133.54779323426072,4.875638722470759,-140.81240357463236,10,-133.54779323426072
0.0,2696000,10,0.0,-155.31307543585731,4.167915748409893,562863.4,15374320000.0,-155.31307543585726,-161.7380253941458,-161.7380253941458,1466860.8,103,nan,-37.579483,103,0.0,0.0,-155.31307543585731,-148.14955409908347,4.167915748409893,-155.31307543585726,10,-148.14955409908347
0.0,2720000,10,0.0,-62.83134424272422,7.966837196326507,177366.64,728880100.0,-62.83134424272421,-72.38195697368275,-72.38195697368275,845804.44,104,nan,-37.012585,104,0.0,0.0,-62.83134424272422,-42.677124926512136,7.966837196326507,-62.83134424272421,10,-42.677124926512136
0.0,2744000,10,0.0,-78.62851235617873,9.365986900035189,67563.57,1250571400.0,-78.62851235617873,-95.55782359468486,-95.55782359468486,650623.9,105,nan,-37.59713,105,0.0,0.0,-78.62851235617873,-66.59929948973618,9.365986900035189,-78.62851235617873,10,-66.59929948973618
0.0,2768000,10,0.0,-77.82495596682955,5.218223878644899,36807.8,270557900.0,-77.82495596682953,-84.86279719030122,-84.86279719030122,504519.0,106,nan,-38.171196,106,0.0,0.0,-77.82495596682955,-69.3921602142831,5.218223878644899,-77.82495596682953,10,-69.3921602142831
0.0,2792000,10,0.0,-63.254993428871025,11.834771297422556,59571.906,1060911550.0,-63.25499342887103,-84.60731847657682,-84.60731847657682,252122.45,107,nan,-37.94416,107,0.0,0.0,-63.254993428871025,-47.73173092447401,11.834771297422556,-63.25499342887103,10,-47.73173092447401
0.1,2816000,10,0.0,-65.61859874173203,28.092535684531537,17412.568,1663094300.0,-65.61859874173204,-133.44741365355716,-133.44741365355716,128608.53,108,nan,-35.777443,108,0.0,0.1,-65.61859874173203,-28.70745345091838,28.092535684531537,-65.61859874173204,10,-28.70745345091838
0.0,2840000,10,0.0,-136.91799387852478,25.758947000263536,386519.53,6158522400.0,-136.91799387852467,-153.18996661928523,-153.18996661928523,254940.16,109,nan,-37.620655,109,0.0,0.0,-136.91799387852478,-61.438455944208286,25.758947000263536,-136.91799387852467,10,-61.438455944208286
0.0,2864000,10,0.0,-67.2261302768938,47.799752350492994,122851.945,618846800.0,-67.22613027689378,-140.90844538989515,-140.90844538989515,623329.0,110,nan,-37.72655,110,0.0,0.0,-67.2261302768938,-23.392885712596346,47.799752350492994,-67.22613027689378,10,-23.392885712596346
0.4,2888000,10,0.0,20075.16612454389,39707.34718893845,122435.76,190165940.0,20075.16612454389,-147.57402431647745,-147.57402431647745,124126.71,111,nan,-38.00811,111,0.0,0.4,20075.16612454389,119405.85620887282,39707.34718893845,20075.16612454389,10,119405.85620887282
0.1,2912000,10,0.0,-45.46111971160784,2.2492823387624936,227973.38,1078428300.0,-45.46111971160784,-48.531402947791356,-48.531402947791356,241089.25,112,nan,-37.487038,112,0.0,0.1,-45.46111971160784,-40.97771560149919,2.2492823387624936,-45.46111971160784,10,-40.97771560149919
0.0,2936000,10,0.0,-52.12255771004624,3.7979274339220455,63653.613,652208700.0,-52.12255771004625,-62.12487244588185,-62.12487244588185,99446.82,113,nan,-36.820744,113,0.0,0.0,-52.12255771004624,-47.40362596662746,3.7979274339220455,-52.12255771004625,10,-47.40362596662746
0.1,2960000,10,0.0,-54.63143092300235,11.00758422856473,708225.94,579634800000.0,-54.631430923002334,-74.77965926170258,-74.77965926170258,3753464.8,114,nan,-37.580704,114,0.0,0.1,-54.63143092300235,-31.581772979347484,11.00758422856473,-54.631430923002334,10,-31.581772979347484
0.3,2984000,10,0.0,-59.69198952628792,7.906720305176403,579113.44,1239865900.0,-59.69198952628792,-73.93321762748482,-73.93321762748482,1927519.5,115,nan,-36.91524,115,0.0,0.3,-59.69198952628792,-50.24680320541314,7.906720305176403,-59.69198952628792,10,-50.24680320541314
0.0,3008000,10,0.0,-42.123689374596815,11.177512109990897,2256244.0,37945670000.0,-42.12368937459682,-55.059848840896734,-55.059848840896734,3337804.2,116,nan,-37.562702,116,0.0,0.0,-42.123689374596815,-29.851019771001322,11.177512109990897,-42.12368937459682,10,-29.851019771001322
0.0,3032000,10,0.0,-43.738649967838725,10.706037599450204,1071270.8,161607960000.0,-43.738649967838725,-55.73318575362939,-55.73318575362939,2247271.0,117,nan,-37.35431,117,0.0,0.0,-43.738649967838725,-29.66198766353023,10.706037599450204,-43.738649967838725,10,-29.66198766353023
0.0,3056000,10,0.0,-47.946816309211435,9.043074992763318,3357093.5,52321590000.0,-47.946816309211435,-58.21796112593631,-58.21796112593631,1706080.8,118,nan,-37.51575,118,0.0,0.0,-47.946816309211435,-30.800415130445053,9.043074992763318,-47.946816309211435,10,-30.800415130445053
0.0,3080000,10,0.0,-85.38377710906167,31.30675115121853,1372262.2,786022200.0,-85.38377710906168,-154.67833111700034,-154.67833111700034,1131114.2,119,nan,-37.176407,119,0.0,0.0,-85.38377710906167,-43.28660686699928,31.30675115121853,-85.38377710906168,10,-43.28660686699928
0.0,3104000,10,0.0,-96.35590351048116,12.119342712543064,1065387.1,189480780000.0,-96.35590351048111,-108.7445548860675,-108.7445548860675,1119215.8,120,nan,-36.66864,120,0.0,0.0,-96.35590351048116,-62.818417789914996,12.119342712543064,-96.35590351048111,10,-62.818417789914996
0.3,3128000,10,0.0,-66.64576516641924,19.88998461967313,1344594.0,22382280000.0,-66.64576516641924,-97.41596928586863,-97.41596928586863,2280442.0,121,nan,-36.136272,121,0.0,0.3,-66.64576516641924,-27.413471738539705,19.88998461967313,-66.64576516641924,10,-27.413471738539705
0.3,3152000,10,0.0,-46.68193105525127,9.374193793250353,274679.03,828245950.0,-46.68193105525127,-60.81334160072819,-60.81334160072819,848475.7,122,nan,-36.222103,122,0.0,0.3,-46.68193105525127,-29.494560334807485,9.374193793250353,-46.68193105525127,10,-29.494560334807485
0.5,3176000,10,0.0,3012.5772231172964,4898.035203026271,26215.8,63260000.0,3012.5772231172964,-88.8486978098439,-88.8486978098439,193224.52,123,nan,-36.73557,123,0.0,0.5,3012.5772231172964,13653.283760959712,4898.035203026271,3012.5772231172964,10,13653.283760959712
0.5,3200000,10,0.0,2307.6559693340473,6090.966265448198,9398.632,62406560.0,2307.6559693340496,-85.16131102396935,-85.16131102396935,97301.54,124,nan,-37.36829,124,0.0,0.5,2307.6559693340473,20367.335128851613,6090.966265448198,2307.6559693340496,10,20367.335128851613
0.0,3224000,10,0.0,-74.28097976388786,5.382754582171547,19620.516,17566253000.0,-74.28097976388787,-80.14023056003214,-80.14023056003214,314220.3,125,nan,-37.64637,125,0.0,0.0,-74.28097976388786,-65.22336779041865,5.382754582171547,-74.28097976388787,10,-65.22336779041865
0.0,3248000,10,0.0,-59.18644354667008,5.37579456836098,5896.3994,47883756.0,-59.18644354667007,-65.78502642348735,-65.78502642348735,263018.9,126,nan,-38.741474,126,0.0,0.0,-59.18644354667008,-45.88333691201616,5.37579456836098,-59.18644354667007,10,-45.88333691201616
0.0,3272000,10,0.0,-60.89595942918963,9.093148846997625,4069.7676,26959790.0,-60.895959429189624,-72.904038444136,-72.904038444136,172567.06,127,nan,-37.598103,127,0.0,0.0,-60.89595942918963,-45.62920788675777,9.093148846997625,-60.895959429189624,10,-45.62920788675777
0.1,3296000,10,0.0,-59.36437852274486,7.507365099504627,3032.6145,24885816.0,-59.36437852274487,-67.4212089384982,-67.4212089384982,133765.22,128,nan,-37.91958,128,0.0,0.1,-59.36437852274486,-45.97594872427754,7.507365099504627,-59.36437852274487,10,-45.97594872427754
0.3,3320000,10,0.0,-59.56085391653603,6.728636336781639,2251.1438,50540910.0,-59.560853916536,-66.05144350179768,-66.05144350179768,124483.79,129,nan,-37.356056,129,0.0,0.3,-59.56085391653603,-43.92164838920349,6.728636336781639,-59.560853916536,10,-43.92164838920349
0.0,3344000,10,0.0,-74.67694397411967,11.460867851494825,607.489,32014086.0,-74.67694397411967,-89.383800760499,-89.383800760499,89583.39,130,nan,-36.79668,130,0.0,0.0,-74.67694397411967,-52.48301189696475,11.460867851494825,-74.67694397411967,10,-52.48301189696475
0.0,3368000,10,0.0,-69.17010704346578,9.913079956791874,321.5546,35126240.0,-69.17010704346578,-88.45005168108813,-88.45005168108813,69335.24,131,nan,-36.25047,131,0.0,0.0,-69.17010704346578,-55.510691744788794,9.913079956791874,-69.17010704346578,10,-55.510691744788794
0.0,3392000,10,0.0,-67.66733661825104,2.4214292398771673,163.32938,37214044.0,-67.66733661825107,-71.05442380897902,-71.05442380897902,53075.91,132,nan,-36.02009,132,0.0,0.0,-67.66733661825104,-63.715541829212675,2.4214292398771673,-67.66733661825107,10,-63.715541829212675
0.0,3416000,10,0.0,-63.35488001564992,7.724398067134306,125.14723,39331376.0,-63.35488001564992,-77.12128710746848,-77.12128710746848,38620.93,133,nan,-35.932014,133,0.0,0.0,-63.35488001564992,-51.48441321683861,7.724398067134306,-63.35488001564992,10,-51.48441321683861
0.0,3440000,10,0.0,-68.44040822229411,4.059748526470013,94.90142,41630560.0,-68.44040822229412,-74.383748703492,-74.383748703492,28668.594,134,nan,-36.072655,134,0.0,0.0,-68.44040822229411,-62.052738858313525,4.059748526470013,-68.44040822229412,10,-62.052738858313525
0.0,3464000,10,0.0,-66.34781897998033,8.754510229267376,89.726524,41745244.0,-66.34781897998035,-75.70174937080252,-75.70174937080252,45223.74,135,nan,-36.201134,135,0.0,0.0,-66.34781897998033,-46.41645028870335,8.754510229267376,-66.34781897998035,10,-46.41645028870335
0.0,3488000,10,0.0,-83.37448075079676,13.482982954798072,132.56049,47974320.0,-83.3744807507968,-103.60596121612025,-103.60596121612025,37371.703,136,nan,-36.389423,136,0.0,0.0,-83.37448075079676,-63.384859982221485,13.482982954798072,-83.3744807507968,10,-63.384859982221485
0.0,3512000,10,0.0,-71.9649407871689,9.829111147819221,265.56143,48662200.0,-71.96494078716891,-83.82677456784867,-83.82677456784867,56881.285,137,nan,-36.52566,137,0.0,0.0,-71.9649407871689,-54.45284924496074,9.829111147819221,-71.96494078716891,10,-54.45284924496074
0.1,3536000,10,0.0,-67.28451326539017,37.4274654982734,184.99028,42795704.0,-67.2845132653902,-136.50184840796342,-136.50184840796342,37887.3,138,nan,-36.837242,138,0.0,0.1,-67.28451326539017,-29.156865145005654,37.4274654982734,-67.2845132653902,10,-29.156865145005654
0.0,3560000,10,0.0,-46.329628292724244,8.65164135750316,2354.1274,60866300.0,-46.32962829272423,-57.629219948210356,-57.629219948210356,44167.977,139,nan,-37.20094,139,0.0,0.0,-46.329628292724244,-26.14410072566852,8.65164135750316,-46.32962829272423,10,-26.14410072566852
0.0,3584000,10,0.0,-150.35245947731275,5.819661952392155,1229.7657,74661280.0,-150.35245947731266,-158.77026149453673,-158.77026149453673,-14555.188,140,nan,-36.534584,140,0.0,0.0,-150.35245947731275,-142.7522806610148,5.819661952392155,-150.35245947731266,10,-142.7522806610148
0.1,3608000,10,0.0,-89.16628611438428,47.37453759498877,216.0323,95574200.0,-89.16628611438428,-155.1512691212153,-155.1512691212153,-49249.336,141,nan,-37.007698,141,0.0,0.1,-89.16628611438428,-21.334575437969004,47.37453759498877,-89.16628611438428,10,-21.334575437969004
0.3,3632000,10,0.0,5219.369525069186,9426.031234857443,1427.1462,146648580.0,5219.369525069187,-148.35937796320238,-148.35937796320238,-48276.777,142,nan,-37.22196,142,0.0,0.3,5219.369525069186,27062.289110462636,9426.031234857443,5219.369525069187,10,27062.289110462636
0.1,3656000,10,0.0,5132.1186300004865,15602.586243013056,1259.6348,99084570.0,5132.118630000488,-119.72151142957136,-119.72151142957136,-52550.945,143,nan,-36.343143,143,0.0,0.1,5132.1186300004865,51939.76745232337,15602.586243013056,5132.118630000488,10,51939.76745232337
0.3,3680000,10,0.0,38581.57486651458,67655.66627794152,289.04547,100672440.0,38581.57486651457,-102.72036683945261,-102.72036683945261,-110752.6,144,nan,-36.05697,144,0.0,0.3,38581.57486651458,186622.91628469122,67655.66627794152,38581.57486651457,10,186622.91628469122
0.5,3704000,10,0.0,49163.5947851129,96995.54427234498,1851.4337,163696690.0,49163.59478511293,-96.9701649880371,-96.9701649880371,-25563.988,145,nan,-36.166595,145,0.0,0.5,49163.5947851129,304720.54952418606,96995.54427234498,49163.59478511293,10,304720.54952418606
0.5,3728000,10,0.0,75724.13242817721,97264.6437590682,348.5331,124760390.0,75724.1324281772,-33.87511930315487,-33.87511930315487,-76858.15,146,nan,-36.186512,146,0.0,0.5,75724.13242817721,276148.8616475199,97264.6437590682,75724.1324281772,10,276148.8616475199
0.2,3752000,10,0.0,37923.27254860614,77084.39772378441,96.13602,103508510.0,37923.272548606146,-30.606288124252355,-30.606288124252355,-101264.29,147,nan,-36.166092,147,0.0,0.2,37923.27254860614,253623.51126559929,77084.39772378441,37923.272548606146,10,253623.51126559929
0.5,3776000,10,0.0,49085.8602411054,29223.88024537406,121.47731,114655230.0,49085.860241105394,-27.27170451801185,-27.27170451801185,-118061.84,148,nan,-36.0684,148,0.0,0.5,49085.8602411054,88108.68147711843,29223.88024537406,49085.860241105394,10,88108.68147711843
1.0,3800000,10,0.0,131379.21596688128,82749.24698644679,130.73576,123322600.0,131379.21596688125,15032.436296029626,15032.436296029626,-146056.16,149,nan,-36.197197,149,0.0,1.0,131379.21596688128,288747.26922972716,82749.24698644679,131379.21596688125,10,288747.26922972716
0.4,3824000,10,0.0,53581.435644796664,85261.27053567859,545.2467,155385340.0,53581.435644796686,-151.31184520211093,-151.31184520211093,-178678.5,150,nan,-36.407494,150,0.0,0.4,53581.435644796664,228183.35237475325,85261.27053567859,53581.435644796686,10,228183.35237475325
0.2,3848000,10,0.0,19516.71691135672,34303.13939857436,616.00464,169213170.0,19516.71691135673,-155.90408312726657,-155.90408312726657,-201637.44,151,nan,-36.398945,151,0.0,0.2,19516.71691135672,110744.21248444122,34303.13939857436,19516.71691135673,10,110744.21248444122
0.6,3872000,10,0.0,49177.00516221496,90821.43836958207,1614.549,331980800.0,49177.00516221498,-123.1748549371521,-123.1748549371521,-201525.28,152,nan,-36.458866,152,0.0,0.6,49177.00516221496,293811.9478608904,90821.43836958207,49177.00516221498,10,293811.9478608904
0.3,3896000,10,0.0,67607.64496101125,93046.67471292058,440.86682,182355950.0,67607.64496101122,-104.81854775432552,-104.81854775432552,-237164.25,153,nan,-36.451977,153,0.0,0.3,67607.64496101125,256619.5199990425,93046.67471292058,67607.64496101122,10,256619.5199990425
0.5,3920000,10,0.0,82840.81729125477,94156.24709103846,204.70143,181471470.0,82840.81729125479,-67.09033992886945,-67.09033992886945,-251683.53,154,nan,-36.46039,154,0.0,0.5,82840.81729125477,287137.2215388789,94156.24709103846,82840.81729125479,10,287137.2215388789
0.7,3944000,10,0.0,84995.16845913677,53950.82880041169,262.54776,165334110.0,84995.16845913677,84.65980773541685,84.65980773541685,-196683.88,155,nan,-36.546215,155,0.0,0.7,84995.16845913677,176331.48062580745,53950.82880041169,84995.16845913677,10,176331.48062580745
0.5,3968000,10,0.0,21670.594120744136,27854.71067079933,226.62962,134716910.0,21670.59412074413,-52.88462815090747,-52.88462815090747,-111053.85,156,nan,-36.2724,156,0.0,0.5,21670.594120744136,77670.42750988633,27854.71067079933,21670.59412074413,10,77670.42750988633
0.6,3992000,10,0.0,106090.4999037934,95867.27831599923,187.60985,177103570.0,106090.49990379342,5187.918790226034,5187.918790226034,-216795.81,157,nan,-36.358288,157,0.0,0.6,106090.4999037934,308813.1812435775,95867.27831599923,106090.49990379342,10,308813.1812435775
0.5,4016000,10,0.0,65676.13428231406,68832.21263323067,95.82254,192776450.0,65676.13428231409,-18.651096888040687,-18.651096888040687,-267339.84,158,nan,-36.34337,158,0.0,0.5,65676.13428231406,209331.50523873203,68832.21263323067,65676.13428231409,10,209331.50523873203
0.3,4040000,10,0.0,40126.82778311793,75687.01910618298,85.89544,201890990.0,40126.82778311793,-59.20728284437717,-59.20728284437717,-282144.16,159,nan,-36.415234,159,0.0,0.3,40126.82778311793,248258.79912373397,75687.01910618298,40126.82778311793,10,248258.79912373397
0.7,4064000,10,0.0,90721.9445899382,93321.74474798952,63.17846,229649250.0,90721.94458993818,-68.03358643577953,-68.03358643577953,-299329.94,160,nan,-36.427517,160,0.0,0.7,90721.9445899382,222514.6887532672,93321.74474798952,90721.94458993818,10,222514.6887532672
0.4,4088000,10,0.0,47357.38654161724,68372.21301768416,40.21925,223408060.0,47357.38654161726,-69.26668787304641,-69.26668787304641,-329063.22,161,nan,-36.46342,161,0.0,0.4,47357.38654161724,229727.24772133536,68372.21301768416,47357.38654161726,10,229727.24772133536
0.5,4112000,10,0.0,100877.46450586068,106458.29013884753,30.990286,231625140.0,100877.46450586068,-52.49109022853645,-52.49109022853645,-344336.25,162,nan,-36.429382,162,0.0,0.5,100877.46450586068,276739.1125897131,106458.29013884753,100877.46450586068,10,276739.1125897131
0.3,4136000,10,0.0,37938.87578736511,87395.75170559168,66.994576,246573980.0,37938.87578736509,-66.24270505037052,-66.24270505037052,-353858.3,163,nan,-36.537476,163,0.0,0.3,37938.87578736511,290150.77439195034,87395.75170559168,37938.87578736509,10,290150.77439195034
0.5,4160000,10,0.0,39850.22896359223,52964.097802775424,47.24747,238873840.0,39850.22896359222,-67.38506887276739,-67.38506887276739,-363281.03,164,nan,-36.878666,164,0.0,0.5,39850.22896359223,169674.9940889713,52964.097802775424,39850.22896359222,10,169674.9940889713
0.5,4184000,10,0.0,82570.08452706608,97644.6369282749,61.700615,236567980.0,82570.08452706608,-58.737199321053964,-58.737199321053964,-359924.47,165,nan,-36.894226,165,0.0,0.5,82570.08452706608,261869.88632512782,97644.6369282749,82570.08452706608,10,261869.88632512782
0.5,4208000,10,0.0,83924.15393490177,103879.15900670175,80.81381,242803120.0,83924.15393490178,-23.116634022682273,-23.116634022682273,-371769.03,166,nan,-36.674023,166,0.0,0.5,83924.15393490177,293962.8329414544,103879.15900670175,83924.15393490178,10,293962.8329414544
0.5,4232000,10,0.0,103121.6270043071,110014.25918302346,134.1516,245833200.0,103121.62700430713,-66.69570735222304,-66.69570735222304,-384070.06,167,nan,-36.686985,167,0.0,0.5,103121.6270043071,261670.88101550943,110014.25918302346,103121.62700430713,10,261670.88101550943
0.5,4256000,10,0.0,69211.31102905743,82631.66330850108,151.51732,248125870.0,69211.3110290574,-117.1206289675247,-117.1206289675247,-388844.4,168,nan,-36.565376,168,0.0,0.5,69211.31102905743,229673.59684287972,82631.66330850108,69211.3110290574,10,229673.59684287972
0.5,4280000,10,0.0,131082.56553638467,133194.52091735284,284.9332,365714340.0,131082.56553638467,-60.41574153702535,-60.41574153702535,-364280.0,169,nan,-36.561092,169,0.0,0.5,131082.56553638467,294633.9369744744,133194.52091735284,131082.56553638467,10,294633.9369744744
0.5,4304000,10,0.0,111538.09643856979,117789.23010563763,178.81514,245440340.0,111538.09643856979,-73.52061609081977,-73.52061609081977,-375321.16,170,nan,-36.40843,170,0.0,0.5,111538.09643856979,271736.7560150519,117789.23010563763,111538.09643856979,10,271736.7560150519
0.8,4328000,10,0.0,94967.58994929222,112059.06236360417,227.17963,238355440.0,94967.5899492922,-55.66285637246054,-55.66285637246054,-313099.84,171,nan,-36.41704,171,0.0,0.8,94967.58994929222,267647.3824928905,112059.06236360417,94967.5899492922,10,267647.3824928905
0.9,4352000,10,0.0,168758.30062133443,81686.79734400014,188.13934,242487700.0,168758.3006213344,21821.4592188296,21821.4592188296,-301822.4,172,nan,-36.33479,172,0.0,0.9,168758.30062133443,282246.03469171893,81686.79734400014,168758.3006213344,10,282246.03469171893
0.8,4376000,10,0.0,81207.42121246329,79385.91147227678,69.96649,266278400.0,81207.42121246329,12187.192348565555,12187.192348565555,-372279.03,173,nan,-36.38239,173,0.0,0.8,81207.42121246329,239162.47308090338,79385.91147227678,81207.42121246329,10,239162.47308090338
0.8,4400000,10,0.0,113483.75350036255,103606.59639088315,202.10826,278677150.0,113483.75350036258,-16.400254192815716,-16.400254192815716,-384260.78,174,nan,-36.544888,174,0.0,0.8,113483.75350036255,270485.6720081618,103606.59639088315,113483.75350036258,10,270485.6720081618
1.0,4424000,10,0.0,192571.1141071745,58971.96145386625,71.77487,297429400.0,192571.11410717448,101474.06277345425,101474.06277345425,-423099.06,175,nan,-36.347908,175,0.0,1.0,192571.1141071745,303772.62799878663,58971.96145386625,192571.11410717448,10,303772.62799878663
0.5,4448000,10,0.0,87795.13661121225,108729.97349460398,140.7003,311558530.0,87795.13661121222,-78.09692611126052,-78.09692611126052,-445121.5,176,nan,-36.39313,176,0.0,0.5,87795.13661121225,284239.6843911276,108729.97349460398,87795.13661121222,10,284239.6843911276
0.5,4472000,10,0.0,59548.3312893766,82220.20733891726,430.34845,322620160.0,59548.331289376576,-140.18836832709073,-140.18836832709073,-434183.38,177,nan,-36.353195,177,0.0,0.5,59548.3312893766,209931.2505958946,82220.20733891726,59548.331289376576,10,209931.2505958946
0.3,4496000,10,0.0,75760.24412684659,115019.15502657763,134.95229,321528200.0,75760.24412684659,-130.98363448658534,-130.98363448658534,-448735.56,178,nan,-36.42876,178,0.0,0.3,75760.24412684659,298330.4083739471,115019.15502657763,75760.24412684659,10,298330.4083739471
0.3,4520000,10,0.0,60507.799803311864,93276.64005514632,99.49118,324249120.0,60507.79980331188,-105.37175108091596,-105.37175108091596,-446494.4,179,nan,-36.333767,179,0.0,0.3,60507.799803311864,280038.1445651973,93276.64005514632,60507.79980331188,10,280038.1445651973
0.3,4544000,10,0.0,62902.26903243385,122799.798501894,116.49425,327276740.0,62902.2690324339,-102.02185848765136,-102.02185848765136,-450369.16,180,nan,-36.2852,180,0.0,0.3,62902.26903243385,324714.80489423254,122799.798501894,62902.2690324339,10,324714.80489423254
0.7,4568000,10,0.0,177571.82555489588,111876.1786597493,134.79631,332380740.0,177571.8255548959,-18.574077143008235,-18.574077143008235,-442741.2,181,nan,-36.285915,181,0.0,0.7,177571.82555489588,299909.0162847274,111876.1786597493,177571.8255548959,10,299909.0162847274
1.0,4592000,10,0.0,207530.95102872342,108075.27393502278,108.73958,332331900.0,207530.95102872342,4913.149751077611,4913.149751077611,-420856.3,182,nan,-36.249714,182,0.0,1.0,207530.95102872342,313815.3485836628,108075.27393502278,207530.95102872342,10,313815.3485836628
1.0,4616000,10,0.0,214072.85672905302,84927.26419919751,85.63164,349920200.0,214072.85672905296,6444.552691267063,6444.552691267063,-457350.34,183,nan,-36.284367,183,0.0,1.0,214072.85672905302,289070.15281370695,84927.26419919751,214072.85672905296,10,289070.15281370695
1.0,4640000,10,0.0,143188.52601626096,83656.15895083646,97.024536,356109500.0,143188.526016261,10638.08828428486,10638.08828428486,-472291.88,184,nan,-36.379093,184,0.0,1.0,143188.52601626096,296506.0940332841,83656.15895083646,143188.526016261,10,296506.0940332841
0.5,4664000,10,0.0,88132.45506240384,101402.35908493686,124.52448,365511500.0,88132.45506240384,-36.00312923211353,-36.00312923211353,-468453.12,185,nan,-36.344913,185,0.0,0.5,88132.45506240384,242428.9913233957,101402.35908493686,88132.45506240384,10,242428.9913233957
0.5,4688000,10,0.0,76427.47432792358,89302.37722664517,125.03556,369969200.0,76427.4743279236,-86.00311898757809,-86.00311898757809,-479858.62,186,nan,-36.383686,186,0.0,0.5,76427.47432792358,282006.9101280863,89302.37722664517,76427.4743279236,10,282006.9101280863
0.5,4712000,10,0.0,84014.61034039078,106143.00683417585,90.62729,366586100.0,84014.6103403908,-34.65308735318234,-34.65308735318234,-477443.6,187,nan,-36.317307,187,0.0,0.5,84014.61034039078,289908.79707894876,106143.00683417585,84014.6103403908,10,289908.79707894876
1.0,4736000,10,0.0,129955.79371431866,77199.00026212304,103.335434,382684160.0,129955.79371431866,12912.80047059444,12912.80047059444,-498807.7,188,nan,-36.518658,188,0.0,1.0,129955.79371431866,247320.1902792829,77199.00026212304,129955.79371431866,10,247320.1902792829
0.4,4760000,10,0.0,57468.445947961576,85240.77448407293,136.3212,375807000.0,57468.445947961576,-81.29344732865381,-81.29344732865381,-496926.94,189,nan,-36.43996,189,0.0,0.4,57468.445947961576,230018.9994512622,85240.77448407293,57468.445947961576,10,230018.9994512622
0.3,4784000,10,0.0,40581.29664658816,68160.9005663725,132.29062,373400930.0,40581.296646588125,-85.73235877991259,-85.73235877991259,-454248.2,190,nan,-36.364006,190,0.0,0.3,40581.29664658816,194033.52961978177,68160.9005663725,40581.296646588125,10,194033.52961978177
0.4,4808000,10,0.0,56210.35554275786,76494.34431520212,114.630516,374282050.0,56210.355542757825,-82.7738583494505,-82.7738583494505,-425622.9,191,nan,-36.33476,191,0.0,0.4,56210.35554275786,205190.6871362233,76494.34431520212,56210.355542757825,10,205190.6871362233
0.0,4832000,10,0.0,-65.4652363029675,61.03936198153641,107.50394,392174400.0,-65.4652363029675,-165.30901036935077,-165.30901036935077,-460824.38,192,nan,-36.28585,192,0.0,0.0,-65.4652363029675,-19.38789280040683,61.03936198153641,-65.4652363029675,10,-19.38789280040683
