MetaTest/door-close-v1/SuccessRate,TotalEnvSteps,MetaTest/door-close-v1/NumTrajs,MetaTest/door-close-v1/TerminationRate,MetaTest/door-close-v1/AverageDiscountedReturn,MetaTest/Average/StdReturn,MetaTrain/Average/ContrastiveLoss,MetaTrain/Average/QfLoss,MetaTest/Average/AverageReturn,MetaTest/Average/MinReturn,MetaTest/door-close-v1/MinReturn,MetaTrain/Average/PolicyLoss,MetaTest/door-close-v1/Iteration,MetaTrain/Average/Alpha,MetaTrain/Average/AlphaLoss,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTest/Average/SuccessRate,MetaTest/Average/AverageDiscountedReturn,MetaTest/door-close-v1/MaxReturn,MetaTest/door-close-v1/StdReturn,MetaTest/door-close-v1/AverageReturn,MetaTest/Average/NumTrajs,MetaTest/Average/MaxReturn
0.1,824000,10,0.0,5243.924694224637,15909.905028073978,2269.0376,1143071.5,5243.924694224637,-142.38028986922055,-142.38028986922055,-17143.768,25,nan,-9.346946,25,0.0,0.1,5243.924694224637,52973.50646806324,15909.905028073978,5243.924694224637,10,52973.50646806324
0.2,848000,10,0.0,-79.83165707241062,26.14329687131253,1988.9949,1815642.2,-79.83165707241062,-133.3291749636364,-133.3291749636364,-22097.156,26,nan,-9.798899,26,0.0,0.2,-79.83165707241062,-40.26794782148301,26.14329687131253,-79.83165707241062,10,-40.26794782148301
0.0,872000,10,0.0,-65.29419347712319,28.182705617513957,4129.4897,1573733.0,-65.29419347712317,-130.31495329269393,-130.31495329269393,-16816.545,27,nan,-8.398436,27,0.0,0.0,-65.29419347712319,-26.599710390266484,28.182705617513957,-65.29419347712317,10,-26.599710390266484
0.0,896000,10,0.0,-55.86948912231746,17.695175094192667,2042.7327,1881304.4,-55.869489122317454,-87.27726187376074,-87.27726187376074,-19204.885,28,nan,-9.533188,28,0.0,0.0,-55.86948912231746,-22.92571738952746,17.695175094192667,-55.869489122317454,10,-22.92571738952746
0.2,920000,10,0.0,8177.870710659464,20609.118891913608,2420.754,2468551.2,8177.870710659461,-60.664214031547964,-60.664214031547964,-22100.13,29,nan,-10.789662,29,0.0,0.2,8177.870710659464,68835.8827780426,20609.118891913608,8177.870710659461,10,68835.8827780426
0.0,944000,10,0.0,-37.63333969625616,11.346201973709054,1783.435,3736732.2,-37.633339696256165,-63.54740000360843,-63.54740000360843,-31959.904,30,nan,-14.156074,30,0.0,0.0,-37.63333969625616,-24.584064257252894,11.346201973709054,-37.633339696256165,10,-24.584064257252894
0.4,968000,10,0.0,43262.20479065698,73924.66761448524,704.94183,5477261.5,43262.20479065699,-59.895653681193025,-59.895653681193025,-43691.668,31,nan,-15.83634,31,0.0,0.4,43262.20479065698,208921.38357262884,73924.66761448524,43262.20479065699,10,208921.38357262884
0.7,992000,10,0.0,73802.16137258508,116788.42277747052,1017.9357,6371819.5,73802.16137258506,-53.67788327725396,-53.67788327725396,-42693.043,32,nan,-15.894939,32,0.0,0.7,73802.16137258508,303657.17240784684,116788.42277747052,73802.16137258506,10,303657.17240784684
0.7,1016000,10,0.0,60191.90924364515,80619.58907073061,950.2038,8325607.5,60191.90924364516,-29.138571723296028,-29.138571723296028,-43562.984,33,nan,-16.757517,33,0.0,0.7,60191.90924364515,205464.57168519564,80619.58907073061,60191.90924364516,10,205464.57168519564
0.6,1040000,10,0.0,42966.41448409072,61053.494711420986,1202.4502,18169914.0,42966.41448409071,-27.945238088535785,-27.945238088535785,-78389.41,34,nan,-19.91921,34,0.0,0.6,42966.41448409072,156056.32418192996,61053.494711420986,42966.41448409071,10,156056.32418192996
1.0,1064000,10,0.0,109499.88706429419,121663.69268320782,894.8526,31742238.0,109499.88706429416,-27.278573325693657,-27.278573325693657,-112127.89,35,nan,-23.097067,35,0.0,1.0,109499.88706429419,276796.71011370595,121663.69268320782,109499.88706429416,10,276796.71011370595
0.6,1088000,10,0.0,53699.952767102084,95949.54096713764,852.2686,45111560.0,53699.95276710209,-47.094511476160385,-47.094511476160385,-142404.77,36,nan,-25.178667,36,0.0,0.6,53699.952767102084,247110.48161819694,95949.54096713764,53699.95276710209,10,247110.48161819694
0.3,1112000,10,0.0,-12.706046804708809,39.17155245745484,651.9294,59458996.0,-12.7060468047088,-44.133986843049016,-44.133986843049016,-175636.23,37,nan,-26.697481,37,0.0,0.3,-12.706046804708809,102.48723380773461,39.17155245745484,-12.7060468047088,10,102.48723380773461
0.7,1136000,10,0.0,13537.474656547338,26421.110550030575,575.4227,68342450.0,13537.474656547342,-49.413949150976464,-49.413949150976464,-199026.92,38,nan,-28.154873,38,0.0,0.7,13537.474656547338,89225.64115031942,26421.110550030575,13537.474656547342,10,89225.64115031942
0.8,1160000,10,0.0,32925.673221676465,47674.171756680014,637.3337,79684710.0,32925.67322167645,-38.11118604348141,-38.11118604348141,-235515.94,39,nan,-29.689894,39,0.0,0.8,32925.673221676465,147637.21714386545,47674.171756680014,32925.67322167645,10,147637.21714386545
0.8,1184000,10,0.0,16889.285037724,31645.224292971783,849.9654,87443850.0,16889.285037724003,-32.84124205404801,-32.84124205404801,-261618.4,40,nan,-30.3808,40,0.0,0.8,16889.285037724,103661.52045072541,31645.224292971783,16889.285037724003,10,103661.52045072541
0.8,1208000,10,0.0,12396.263903046507,36209.199671223534,691.89246,87713496.0,12396.26390304651,-40.66802251754363,-40.66802251754363,-286098.78,41,nan,-30.39622,41,0.0,0.8,12396.263903046507,121008.53263745602,36209.199671223534,12396.26390304651,10,121008.53263745602
0.6,1232000,10,0.0,48965.98219895005,73370.00299854929,782.373,82150550.0,48965.98219895005,-31.19253136336654,-31.19253136336654,-295684.7,42,nan,-30.1485,42,0.0,0.6,48965.98219895005,237127.69035755706,73370.00299854929,48965.98219895005,10,237127.69035755706
0.7,1256000,10,0.0,53137.17357615251,81550.62178264082,884.1999,72631200.0,53137.17357615251,-32.331457139971114,-32.331457139971114,-282137.75,43,nan,-29.90281,43,0.0,0.7,53137.17357615251,223033.64845014506,81550.62178264082,53137.17357615251,10,223033.64845014506
0.3,1280000,10,0.0,22547.05404102724,60183.877339645725,996.8222,70074250.0,22547.054041027248,-65.97803155858817,-65.97803155858817,-265093.3,44,nan,-29.777924,44,0.0,0.3,22547.05404102724,201809.09477264967,60183.877339645725,22547.054041027248,10,201809.09477264967
0.3,1304000,10,0.0,29462.260430186878,48338.64103220906,3243.1475,73739800.0,29462.260430186878,-45.37779652330534,-45.37779652330534,-261402.78,45,nan,-29.668163,45,0.0,0.3,29462.260430186878,143004.26584940532,48338.64103220906,29462.260430186878,10,143004.26584940532
1.0,1328000,10,0.0,93516.72308081744,81935.73741277943,1117.0424,95418030.0,93516.72308081744,-29.255903651578397,-29.255903651578397,-298860.03,46,nan,-29.385742,46,0.0,1.0,93516.72308081744,233374.4135356712,81935.73741277943,93516.72308081744,10,233374.4135356712
1.0,1352000,10,0.0,73938.80720604843,52126.52572152189,1255.5375,105147710.0,73938.80720604841,25.546419970640596,25.546419970640596,-305583.5,47,nan,-29.564371,47,0.0,1.0,73938.80720604843,160749.75064761937,52126.52572152189,73938.80720604841,10,160749.75064761937
0.8,1376000,10,0.0,109705.3791709876,93527.28871139981,1223.3545,123086180.0,109705.37917098755,-77.71839799439266,-77.71839799439266,-329575.84,48,nan,-29.321192,48,0.0,0.8,109705.3791709876,278717.72565345507,93527.28871139981,109705.37917098755,10,278717.72565345507
1.0,1400000,10,0.0,129557.06688561721,94970.88270636482,1705.0791,134228290.0,129557.06688561724,-19.68745184464322,-19.68745184464322,-346887.5,49,nan,-29.393341,49,0.0,1.0,129557.06688561721,301102.2131341288,94970.88270636482,129557.06688561724,10,301102.2131341288
1.0,1424000,10,0.0,134324.84016683852,104233.9077508838,1017.8284,135130020.0,134324.8401668385,5177.982511835438,5177.982511835438,-347975.94,50,nan,-29.551477,50,0.0,1.0,134324.84016683852,297831.45028683,104233.9077508838,134324.8401668385,10,297831.45028683
0.9,1448000,10,0.0,140026.03688547775,115281.36179517367,811.9085,146299950.0,140026.03688547775,110.12827778693281,110.12827778693281,-369106.44,51,nan,-29.49953,51,0.0,0.9,140026.03688547775,295715.9246872907,115281.36179517367,140026.03688547775,10,295715.9246872907
1.0,1472000,10,0.0,149672.30373641523,84256.55534703715,1172.814,166728560.0,149672.30373641528,6366.27710112725,6366.27710112725,-394206.62,52,nan,-29.384277,52,0.0,1.0,149672.30373641523,272115.1344036973,84256.55534703715,149672.30373641528,10,272115.1344036973
1.0,1496000,10,0.0,151924.80881664186,95078.20678789505,604.18164,183944600.0,151924.8088166419,-8.03010964571415,-8.03010964571415,-414821.56,53,nan,-29.012808,53,0.0,1.0,151924.80881664186,286868.97558438615,95078.20678789505,151924.8088166419,10,286868.97558438615
1.0,1520000,10,0.0,166495.96287410386,60219.45048755352,565.32477,204796620.0,166495.96287410386,71325.27888220527,71325.27888220527,-440576.9,54,nan,-28.81137,54,0.0,1.0,166495.96287410386,297535.3537555819,60219.45048755352,166495.96287410386,10,297535.3537555819
1.0,1544000,10,0.0,169363.20791214576,83471.67495142733,455.19724,217021460.0,169363.20791214582,4196.459673926284,4196.459673926284,-460850.25,55,nan,-28.816336,55,0.0,1.0,169363.20791214576,242759.69516335675,83471.67495142733,169363.20791214582,10,242759.69516335675
1.0,1568000,10,0.0,156029.17588315072,52673.718417564436,338.20105,219260030.0,156029.17588315072,29729.151286085253,29729.151286085253,-473907.0,56,nan,-28.67432,56,0.0,1.0,156029.17588315072,223644.42770335684,52673.718417564436,156029.17588315072,10,223644.42770335684
0.9,1592000,10,0.0,132449.4583786214,80089.17133272061,378.6683,227837100.0,132449.45837862144,2636.4173252408177,2636.4173252408177,-495944.2,57,nan,-28.68891,57,0.0,0.9,132449.4583786214,244128.54672553978,80089.17133272061,132449.45837862144,10,244128.54672553978
1.0,1616000,10,0.0,136674.2999223318,88023.05934695779,358.3768,225614530.0,136674.2999223318,2356.9267749987243,2356.9267749987243,-486897.6,58,nan,-28.872383,58,0.0,1.0,136674.2999223318,310080.80723040324,88023.05934695779,136674.2999223318,10,310080.80723040324
0.8,1640000,10,0.0,165446.2368986966,76085.74688823504,392.51428,232688720.0,165446.23689869666,35228.68132375986,35228.68132375986,-487996.4,59,nan,-28.915087,59,0.0,0.8,165446.2368986966,282001.7887434978,76085.74688823504,165446.23689869666,10,282001.7887434978
1.0,1664000,10,0.0,185545.1249094528,73991.7133341444,325.0343,243479940.0,185545.12490945286,28546.213049553568,28546.213049553568,-495899.72,60,nan,-29.195099,60,0.0,1.0,185545.1249094528,256492.3509965559,73991.7133341444,185545.12490945286,10,256492.3509965559
1.0,1688000,10,0.0,152315.95759708068,69272.75728383898,326.94214,251428480.0,152315.95759708065,-21.219706902337887,-21.219706902337887,-509502.66,61,nan,-29.285616,61,0.0,1.0,152315.95759708068,254153.6533192709,69272.75728383898,152315.95759708065,10,254153.6533192709
1.0,1712000,10,0.0,169263.1697438735,78771.7384353813,593.78766,267223410.0,169263.1697438735,9859.438097447332,9859.438097447332,-537255.44,62,nan,-29.634922,62,0.0,1.0,169263.1697438735,298704.1584423618,78771.7384353813,169263.1697438735,10,298704.1584423618
1.0,1736000,10,0.0,161517.20294592567,73239.01291556752,230.07735,269670100.0,161517.2029459257,79371.14074587579,79371.14074587579,-551648.4,63,nan,-29.834093,63,0.0,1.0,161517.20294592567,282278.0133138556,73239.01291556752,161517.2029459257,10,282278.0133138556
1.0,1760000,10,0.0,144053.97979087353,64928.315431069255,208.80844,279081820.0,144053.97979087353,21686.99732217745,21686.99732217745,-564888.2,64,nan,-30.076406,64,0.0,1.0,144053.97979087353,242032.13717541713,64928.315431069255,144053.97979087353,10,242032.13717541713
1.0,1784000,10,0.0,175898.02055590198,76186.74633375918,243.31793,288046180.0,175898.02055590204,88452.9413516603,88452.9413516603,-574132.25,65,nan,-30.140463,65,0.0,1.0,175898.02055590198,284466.07526445,76186.74633375918,175898.02055590204,10,284466.07526445
1.0,1808000,10,0.0,196105.89919871886,32856.506968757094,523.9163,297239500.0,196105.89919871886,128825.10334365818,128825.10334365818,-568613.0,66,nan,-30.79134,66,0.0,1.0,196105.89919871886,231441.01062581432,32856.506968757094,196105.89919871886,10,231441.01062581432
1.0,1832000,10,0.0,178811.05919534725,46496.01212175335,350.052,296144000.0,178811.05919534722,123879.70812844114,123879.70812844114,-595853.3,67,nan,-30.680096,67,0.0,1.0,178811.05919534725,267030.5216779274,46496.01212175335,178811.05919534722,10,267030.5216779274
0.0,1856000,10,0.0,-65.00443715243645,17.428453925879555,2314.8538,270213630.0,-65.00443715243645,-91.14436037245925,-91.14436037245925,-504671.88,68,nan,-32.68175,68,0.0,0.0,-65.00443715243645,-41.92428729184098,17.428453925879555,-65.00443715243645,10,-41.92428729184098
0.3,1880000,10,0.0,442.351078164528,672.7208052929001,146339.75,182700420.0,442.35107816452785,-38.27577237879248,-38.27577237879248,-20914.084,69,nan,-37.64596,69,0.0,0.3,442.351078164528,1514.7129088299475,672.7208052929001,442.35107816452785,10,1514.7129088299475
0.9,1904000,10,0.0,72319.45752751631,75072.52617637972,54406.67,211843020.0,72319.45752751628,-75.10341057286824,-75.10341057286824,-229174.97,70,nan,-35.433178,70,0.0,0.9,72319.45752751631,190482.56662636486,75072.52617637972,72319.45752751628,10,190482.56662636486
0.5,1928000,10,0.0,120274.14635860789,114714.51285614577,1420.4901,326597540.0,120274.14635860796,-52.35792044148529,-52.35792044148529,-446842.5,71,nan,-34.1398,71,0.0,0.5,120274.14635860789,297840.6726206135,114714.51285614577,120274.14635860796,10,297840.6726206135
0.9,1952000,10,0.0,118985.72500443913,66854.25422855366,678.58826,344374050.0,118985.72500443908,4296.644072314259,4296.644072314259,-496488.84,72,nan,-33.855835,72,0.0,0.9,118985.72500443913,227042.1350674521,66854.25422855366,118985.72500443908,10,227042.1350674521
0.0,1976000,10,0.0,-150.13625753818684,5.224872627583036,3720962.0,136952010000.0,-150.13625753818673,-158.44480683740647,-158.44480683740647,6712923.5,73,nan,-37.964607,73,0.0,0.0,-150.13625753818684,-139.95971742689665,5.224872627583036,-150.13625753818673,10,-139.95971742689665
0.1,2000000,10,0.0,-54.84367075017104,13.576775655945122,2621823.0,1349853300.0,-54.84367075017104,-89.48642911418226,-89.48642911418226,10560584.0,74,nan,-37.77987,74,0.0,0.1,-54.84367075017104,-30.97541712604663,13.576775655945122,-54.84367075017104,10,-30.97541712604663
0.3,2024000,10,0.0,-65.32181938091335,33.49113107487732,626635.4,266747710.0,-65.32181938091331,-144.5033409369358,-144.5033409369358,123003.73,75,nan,-38.272278,75,0.0,0.3,-65.32181938091335,-30.36905724751845,33.49113107487732,-65.32181938091331,10,-30.36905724751845
0.1,2048000,10,0.0,-47.52918484242889,8.164703504249081,68536.39,751127400.0,-47.529184842428904,-56.56119300748103,-56.56119300748103,116439.67,76,nan,-35.622658,76,0.0,0.1,-47.52918484242889,-33.457425638513094,8.164703504249081,-47.529184842428904,10,-33.457425638513094
0.0,2072000,10,0.0,-66.04049702529004,12.313930571903208,123645.97,35092947000.0,-66.04049702529002,-74.8214233456019,-74.8214233456019,137529.72,77,nan,-32.329784,77,0.0,0.0,-66.04049702529004,-30.36380200445898,12.313930571903208,-66.04049702529002,10,-30.36380200445898
0.0,2096000,10,0.0,-67.45528689346565,12.088191300865493,1140549.2,20046604000.0,-67.45528689346564,-91.64728627899092,-91.64728627899092,1275282.8,78,nan,-37.572475,78,0.0,0.0,-67.45528689346565,-45.86151050351702,12.088191300865493,-67.45528689346564,10,-45.86151050351702
0.0,2120000,10,0.0,-72.79019109410501,8.150010147333596,157612.03,42039783000.0,-72.79019109410498,-83.01553456758505,-83.01553456758505,121677.41,79,nan,-35.65283,79,0.0,0.0,-72.79019109410501,-56.47527964667141,8.150010147333596,-72.79019109410498,10,-56.47527964667141
0.0,2144000,10,0.0,-46.14393427049935,9.965239828251212,10256.404,67647784.0,-46.14393427049936,-68.92432793192737,-68.92432793192737,-8617.852,80,nan,-31.773079,80,0.0,0.0,-46.14393427049935,-35.84780222012121,9.965239828251212,-46.14393427049936,10,-35.84780222012121
0.5,2168000,10,0.0,25957.366155312437,61884.99042245495,5707.4917,95749410.0,25957.366155312444,-53.31382189199353,-53.31382189199353,-74008.12,81,nan,-32.242558,81,0.0,0.5,25957.366155312437,205218.6732816165,61884.99042245495,25957.366155312444,10,205218.6732816165
0.5,2192000,10,0.0,30255.2716976171,49244.36240492541,3136.891,138100220.0,30255.2716976171,-108.14912119160797,-108.14912119160797,-127394.63,82,nan,-33.738953,82,0.0,0.5,30255.2716976171,142480.47892844238,49244.36240492541,30255.2716976171,10,142480.47892844238
0.5,2216000,10,0.0,63781.06775186933,70912.82537121019,887.8836,161545150.0,63781.06775186935,-146.22834836943568,-146.22834836943568,-183260.7,83,nan,-34.00981,83,0.0,0.5,63781.06775186933,187613.60909086757,70912.82537121019,63781.06775186935,10,187613.60909086757
0.6,2240000,10,0.0,41740.10417373503,66733.36569934434,213.67752,177911040.0,41740.10417373508,-149.5861956578286,-149.5861956578286,-240646.6,84,nan,-33.821712,84,0.0,0.6,41740.10417373503,170113.69666885457,66733.36569934434,41740.10417373508,10,170113.69666885457
0.2,2264000,10,0.0,-45.97642415812172,10.40425705030947,3874.569,4791985700.0,-45.976424158121716,-61.28654780300596,-61.28654780300596,196338.23,85,nan,-36.962524,85,0.0,0.2,-45.97642415812172,-24.455150304530115,10.40425705030947,-45.976424158121716,10,-24.455150304530115
0.0,2288000,10,0.0,-69.75481655634927,3.9363954508653,556719.06,365267400000.0,-69.75481655634925,-76.3729051431252,-76.3729051431252,190085.34,86,nan,-38.505604,86,0.0,0.0,-69.75481655634927,-62.88358538397908,3.9363954508653,-69.75481655634925,10,-62.88358538397908
0.0,2312000,10,0.0,-48.295011135565375,12.106071740956402,428463.38,570930370.0,-48.29501113556537,-66.7736556990407,-66.7736556990407,-36937.09,87,nan,-36.82147,87,0.0,0.0,-48.295011135565375,-28.00034702676929,12.106071740956402,-48.29501113556537,10,-28.00034702676929
0.0,2336000,10,0.0,-137.7274949885515,26.738511919810044,230651.69,5643620400.0,-137.7274949885516,-159.0392864739232,-159.0392864739232,610718.3,88,nan,-38.75868,88,0.0,0.0,-137.7274949885515,-59.250725800644005,26.738511919810044,-137.7274949885516,10,-59.250725800644005
0.0,2360000,10,0.0,-131.19714170931644,33.732169510651715,193220.61,1088789400.0,-131.19714170931655,-153.72355104540443,-153.72355104540443,2432921.0,89,nan,-37.797276,89,0.0,0.0,-131.19714170931644,-46.8820266066545,33.732169510651715,-131.19714170931655,10,-46.8820266066545
0.0,2384000,10,0.0,-50.12951832269524,7.737031942005251,57872.613,86043840.0,-50.12951832269523,-61.75979211230631,-61.75979211230631,801866.2,90,nan,-32.915043,90,0.0,0.0,-50.12951832269524,-39.894486373325314,7.737031942005251,-50.12951832269523,10,-39.894486373325314
0.0,2408000,10,0.0,-121.14040702186132,43.3655793055271,18820.111,88359450.0,-121.14040702186132,-148.95950969270592,-148.95950969270592,196048.55,91,nan,-29.54172,91,0.0,0.0,-121.14040702186132,-31.689469405695515,43.3655793055271,-121.14040702186132,10,-31.689469405695515
0.3,2432000,10,0.0,16274.656251508239,41888.27353566057,1448.3438,99912760.0,16274.656251508219,-145.23263413319094,-145.23263413319094,-4493.501,92,nan,-30.103271,92,0.0,0.3,16274.656251508239,140195.79996848782,41888.27353566057,16274.656251508219,10,140195.79996848782
0.4,2456000,10,0.0,95157.38187716572,119925.19969336374,820.88104,126535980.0,95157.38187716578,-148.33085445486597,-148.33085445486597,-52204.855,93,nan,-31.36365,93,0.0,0.4,95157.38187716572,277247.07350158604,119925.19969336374,95157.38187716578,10,277247.07350158604
0.1,2480000,10,0.0,2196.673368611714,6804.108362989034,1714.9893,5527090700.0,2196.6733686117136,-146.9900679360262,-146.9900679360262,118947.234,94,nan,-27.343498,94,0.0,0.1,2196.673368611714,22608.671095815607,6804.108362989034,2196.6733686117136,10,22608.671095815607
