dial-turn-v1/StdReturn,dial-turn-v1/NumEpisodes,Average/AverageReturn,MetaTest/Average/Iteration,Average/AverageDiscountedReturn,dial-turn-v1/MinReturn,MetaTest/Average/StdReturn,dial-turn-v1/Iteration,MetaTest/Average/TerminationRate,policy/KLBefore,dial-turn-v1/AverageDiscountedReturn,MetaTest/Average/MinReturn,Average/MaxReturn,MetaTest/dial-turn-v1/SuccessRate,policy/KL,MetaTest/Average/NumEpisodes,MetaTest/dial-turn-v1/TerminationRate,MetaTest/Average/SuccessRate,Average/TerminationRate,MetaTest/Average/AverageDiscountedReturn,Average/MinReturn,Average/NumEpisodes,dial-turn-v1/SuccessRate,policy/LossAfter,TotalEnvSteps,dial-turn-v1/TerminationRate,Average/StdReturn,dial-turn-v1/MaxReturn,Average/Iteration,policy/dLoss,policy/Entropy,MetaTest/dial-turn-v1/Iteration,policy/LossBefore,LinearFeatureBaseline/ExplainedVariance,dial-turn-v1/AverageReturn,MetaTest/Average/MaxReturn,Average/SuccessRate,MetaTest/dial-turn-v1/MinReturn,MetaTest/Average/AverageReturn,MetaTest/dial-turn-v1/AverageDiscountedReturn,MetaTest/dial-turn-v1/NumEpisodes,MetaTest/dial-turn-v1/AverageReturn,MetaTest/dial-turn-v1/StdReturn,MetaTest/dial-turn-v1/MaxReturn
3956.960240671749,100,881.5275402557071,,179.20835952136014,-41.74392184271848,,11,,0.0,179.20835952136014,,26374.558593081085,,0.009330026,,,,0.0,,-41.74392184271848,100,0.15,-8.325721,240000,0.0,3956.960240671749,26374.558593081085,11,5.48011,5.6177754,,-2.8456109,0.1140645066018019,881.5275402557071,,0.15,,,,,,,
2861.8006547486148,100,480.3204926116075,,145.69874154458697,-43.58891223108777,,12,,0.0,145.69874154458697,,23168.82148568346,,0.007170236,,,,0.0,,-43.58891223108777,100,0.14,-5.188403,260000,0.0,2861.8006547486148,23168.82148568346,12,2.7927,5.58989,,-2.395703,0.13007270987706154,480.3204926116075,,0.14,,,,,,,
2589.0336209581033,100,505.680899632304,,97.25842870158402,-49.03255411371218,,13,,0.0,97.25842870158402,,18252.967477848462,,0.011886433,,,,0.0,,-49.03255411371218,100,0.11,-4.3273983,280000,0.0,2589.0336209581033,18252.967477848462,13,3.4782999,5.5685115,,-0.84909844,0.19657542485744206,505.680899632304,,0.11,,,,,,,
9688.512645927121,100,2568.818661629395,,563.2283328241659,-42.61870498925408,,14,,0.0,563.2283328241659,,55990.34624187433,,0.008406464,,,,0.0,,-42.61870498925408,100,0.26,-11.112206,300000,0.0,9688.512645927121,55990.34624187433,14,11.948557,5.541684,,0.8363508,0.23967828100337796,2568.818661629395,,0.26,,,,,,,
5327.786380221175,100,1386.7573538629356,,253.71497865195005,-38.56442436541147,,15,,0.0,253.71497865195005,,32889.57660777914,,0.00791184,,,,0.0,,-38.56442436541147,100,0.33,-8.079625,320000,0.0,5327.786380221175,32889.57660777914,15,6.5779686,5.5308104,,-1.5016563,0.14064993633427292,1386.7573538629356,,0.33,,,,,,,
8991.637914250647,100,1708.6990950284553,,411.6599399041789,-38.239251161776494,,16,,0.0,411.6599399041789,,73300.11741319716,,0.009999462,,,,0.0,,-38.239251161776494,100,0.25,-4.2795,340000,0.0,8991.637914250647,73300.11741319716,16,10.82836,5.513512,,6.5488596,0.13717357784843798,1708.6990950284553,,0.25,,,,,,,
4364.011360064178,100,743.0944532352661,,143.91423830946843,-31.919719470920594,,17,,0.0,143.91423830946843,,34593.183583351616,,0.01313411,,,,0.0,,-31.919719470920594,100,0.24,-4.5438657,360000,0.0,4364.011360064178,34593.183583351616,17,4.7341986,5.4900966,,0.19033282,0.14139113414206905,743.0944532352661,,0.24,,,,,,,
5747.850823420206,100,1287.6257689734937,,320.13166680065274,-40.88966598919905,,18,,0.0,320.13166680065274,,44560.586956073734,,0.0098189525,,,,0.0,,-40.88966598919905,100,0.31,-9.728261,380000,0.0,5747.850823420206,44560.586956073734,18,6.0326424,5.47383,,-3.6956184,0.15752445580739272,1287.6257689734937,,0.31,,,,,,,
7072.319166962232,100,1785.158138579296,,397.0281550255035,-29.334983978313662,,19,,0.0,397.0281550255035,,47611.50025611828,,0.007310836,,,,0.0,,-29.334983978313662,100,0.31,-17.575403,400000,0.0,7072.319166962232,47611.50025611828,19,7.831978,5.4622526,,-9.743425,0.0962792704969131,1785.158138579296,,0.31,,,,,,,
7898.284968597744,100,2205.655145168386,2,425.8154990384912,-27.668512379603296,1827.0261585587182,20,0.0,0.0,425.8154990384912,-28.57970893039135,54695.064445121476,0.2,0.007906262,10,0.0,0.2,0.0,593.5345683863243,-27.668512379603296,100,0.5,-15.827621,420000,0.0,7898.284968597744,54695.064445121476,20,9.587139,5.4291234,2,-6.240482,0.11271295868993969,2205.655145168386,6074.357824777648,0.5,-28.57970893039135,593.5345683863246,593.5345683863243,10,593.5345683863246,1827.0261585587182,6074.357824777648
14464.559269529793,100,3915.1011322143236,,848.36083578301,-29.548236025468604,,21,,0.0,848.36083578301,,120433.94154153625,,0.0081610065,,,,0.0,,-29.548236025468604,100,0.36,-10.898966,440000,0.0,14464.559269529793,120433.94154153625,21,16.608479,5.3942437,,5.7095127,0.17534671733370877,3915.1011322143236,,0.36,,,,,,,
6658.359709061594,100,1910.9829503957203,,443.04359913921985,-28.20946166579031,,22,,0.0,443.04359913921985,,43156.11700773298,,0.006345241,,,,0.0,,-28.20946166579031,100,0.28,-6.7709126,460000,0.0,6658.359709061594,43156.11700773298,22,6.1188593,5.392881,,-0.6520531,0.21452172574697503,1910.9829503957203,,0.28,,,,,,,
263.54344143024184,100,21.24308852893262,,0.5700636792179872,-43.3132624955408,,23,,0.0,0.5700636792179872,,2279.5325282560475,,0.0056760055,,,,0.0,,-43.3132624955408,100,0.15,0.019738086,480000,0.0,263.54344143024184,2279.5325282560475,23,-0.011957422,5.3886538,,0.007780664,0.18506748828468356,21.24308852893262,,0.15,,,,,,,
10228.170662748413,100,2174.6502364569815,,435.07986476083533,-29.481985094144125,,24,,0.0,435.07986476083533,,83046.496650696,,0.0052981703,,,,0.0,,-29.481985094144125,100,0.12,-13.787819,500000,0.0,10228.170662748413,83046.496650696,24,9.792044,5.380526,,-3.995775,0.2571114779813668,2174.6502364569815,,0.12,,,,,,,
8984.873484141446,100,1976.8013826694398,,371.21174317365546,-31.004923658557857,,25,,0.0,371.21174317365546,,55977.89437256065,,0.00987197,,,,0.0,,-31.004923658557857,100,0.15,-10.8428955,520000,0.0,8984.873484141446,55977.89437256065,25,9.166373,5.3598404,,-1.6765219,0.15943903056197795,1976.8013826694398,,0.15,,,,,,,
10517.992058321242,100,2008.317624373041,,396.1216836313586,-31.74467319473479,,26,,0.0,396.1216836313586,,91892.06197758144,,0.0108058965,,,,0.0,,-31.74467319473479,100,0.22,-14.842524,540000,0.0,10517.992058321242,91892.06197758144,26,10.189524,5.3416367,,-4.653,0.18781241763192447,2008.317624373041,,0.22,,,,,,,
6274.053463264801,100,1000.4766209579144,,210.20661181974242,-40.5058272508283,,27,,0.0,210.20661181974242,,60231.68243706361,,0.005765236,,,,0.0,,-40.5058272508283,100,0.12,-4.768883,560000,0.0,6274.053463264801,60231.68243706361,27,5.1041784,5.3198514,,0.33529532,0.16105888848667615,1000.4766209579144,,0.12,,,,,,,
14853.444087090233,100,3780.8891732992984,,854.5337022311194,-30.72397118210333,,28,,0.0,854.5337022311194,,103461.26648955319,,0.007649777,,,,0.0,,-30.72397118210333,100,0.31,-18.822338,580000,0.0,14853.444087090233,103461.26648955319,28,17.739794,5.317161,,-1.0825437,0.18510842462763422,3780.8891732992984,,0.31,,,,,,,
3936.124485065939,100,984.4527238443396,,194.9517310240309,-34.73250282572304,,29,,0.0,194.9517310240309,,27349.20874927567,,0.011640867,,,,0.0,,-34.73250282572304,100,0.29,-5.7724657,600000,0.0,3936.124485065939,27349.20874927567,29,2.2288244,5.309022,,-3.5436413,0.12422647564402312,984.4527238443396,,0.29,,,,,,,
9048.649616272221,100,2449.6155318221827,3,555.312366161132,-30.71957963352058,24958.899688733563,30,0.0,0.0,555.312366161132,-26.753463282734817,57420.347387581714,0.3,0.009082141,10,0.0,0.3,0.0,11387.161651098406,-30.71957963352058,100,0.25,-9.530258,620000,0.0,9048.649616272221,57420.347387581714,30,11.124779,5.2865763,3,1.5945203,0.2902341092238845,2449.6155318221827,82948.46613008452,0.25,-26.753463282734817,11387.161651098408,11387.161651098406,10,11387.161651098408,24958.899688733563,82948.46613008452
2386.383883838977,100,549.8340047076564,,105.96666308552274,-36.0481881563817,,31,,0.0,105.96666308552274,,14133.155271972875,,0.012269719,,,,0.0,,-36.0481881563817,100,0.16,-4.570387,640000,0.0,2386.383883838977,14133.155271972875,31,2.0700946,5.2790647,,-2.5002923,0.2179695582528235,549.8340047076564,,0.16,,,,,,,
6915.799582492326,100,1236.7419494325238,,327.9831854135513,-31.507049718161607,,32,,0.0,327.9831854135513,,61346.22925693706,,0.0041321726,,,,0.0,,-31.507049718161607,100,0.18,-8.653406,660000,0.0,6915.799582492326,61346.22925693706,32,8.200944,5.264602,,-0.4524625,0.1425161790379521,1236.7419494325238,,0.18,,,,,,,
12998.441330516314,100,2596.1679260687706,,573.4727826965374,-30.154663773773503,,33,,0.0,573.4727826965374,,85236.32442084777,,0.007488448,,,,0.0,,-30.154663773773503,100,0.24,-0.4396375,680000,0.0,12998.441330516314,85236.32442084777,33,15.182268,5.2603445,,14.742631,0.22152085679945388,2596.1679260687706,,0.24,,,,,,,
3462.5163681315867,100,680.6307400356809,,150.4610450729382,-29.787874201400285,,34,,0.0,150.4610450729382,,25824.636562468775,,0.0070000016,,,,0.0,,-29.787874201400285,100,0.2,-4.5172734,700000,0.0,3462.5163681315867,25824.636562468775,34,1.2861788,5.2547674,,-3.2310946,0.10810224563019577,680.6307400356809,,0.2,,,,,,,
3426.750969938008,100,515.6185692823474,,79.3797677020227,-30.20418758521607,,35,,0.0,79.3797677020227,,31264.67066984454,,0.0038606774,,,,0.0,,-30.20418758521607,100,0.14,-3.2039406,720000,0.0,3426.750969938008,31264.67066984454,35,2.3860176,5.2521143,,-0.81792307,0.17031999982591195,515.6185692823474,,0.14,,,,,,,
925.5598096475802,100,105.02327597726368,,24.37754926744026,-32.404598678048615,,36,,0.0,24.37754926744026,,9047.130015234789,,0.004520343,,,,0.0,,-32.404598678048615,100,0.25,-1.1960477,740000,0.0,925.5598096475802,9047.130015234789,36,0.25696093,5.2520075,,-0.93908674,0.06129826429814933,105.02327597726368,,0.25,,,,,,,
2487.66628258143,100,326.5458198969949,,99.59676479992545,-34.82217893878637,,37,,0.0,99.59676479992545,,21999.231466809673,,0.012905759,,,,0.0,,-34.82217893878637,100,0.08,-1.7964219,760000,0.0,2487.66628258143,21999.231466809673,37,2.026625,5.249011,,0.23020312,0.11670085962361243,326.5458198969949,,0.08,,,,,,,
3358.411929558089,100,469.73180917421416,,80.92796714533603,-35.288788849673296,,38,,0.0,80.92796714533603,,32671.57789664321,,0.009610124,,,,0.0,,-35.288788849673296,100,0.37,-3.533289,780000,0.0,3358.411929558089,32671.57789664321,38,1.8155733,5.2359014,,-1.7177156,0.054836277685503365,469.73180917421416,,0.37,,,,,,,
12127.40735585771,100,2507.8359614614747,,475.23514340706754,-35.21220170865443,,39,,0.0,475.23514340706754,,83802.15337127744,,0.007444113,,,,0.0,,-35.21220170865443,100,0.37,-9.397857,800000,0.0,12127.40735585771,83802.15337127744,39,13.917322,5.192731,,4.5194654,0.1201949890811469,2507.8359614614747,,0.37,,,,,,,
13588.197438874726,100,2733.467083148203,4,513.8073520322595,-29.039013133686336,239.0348672441233,40,0.0,0.0,513.8073520322595,-24.03925218014668,110115.36016171785,0.2,0.009038227,10,0.0,0.2,0.0,79.3428581853428,-29.039013133686336,100,0.24,-11.913734,820000,0.0,13588.197438874726,110115.36016171785,40,15.643181,5.167342,4,3.729447,0.18120227653425403,2733.467083148203,781.8702581834946,0.24,-24.03925218014668,79.3428581853428,79.3428581853428,10,79.3428581853428,239.0348672441233,781.8702581834946
5237.114585684702,100,1235.652204973936,,253.10185491809244,-28.386321290183407,,41,,0.0,253.10185491809244,,39426.50437348065,,0.010431795,,,,0.0,,-28.386321290183407,100,0.21,-5.740647,840000,0.0,5237.114585684702,39426.50437348065,41,4.7136626,5.142286,,-1.0269843,0.10429066197149917,1235.652204973936,,0.21,,,,,,,
10255.634036199146,100,2783.1640511335554,,597.4468873502407,-25.453856423175687,,42,,0.0,597.4468873502407,,60099.42178452911,,0.0056808307,,,,0.0,,-25.453856423175687,100,0.41,1.4716687,860000,0.0,10255.634036199146,60099.42178452911,42,11.411478,5.1134233,,12.883147,0.09765254159123449,2783.1640511335554,,0.41,,,,,,,
7625.1377779550885,100,2265.82488726225,,490.3930477774304,-27.527208285469303,,43,,0.0,490.3930477774304,,54072.15765997451,,0.007381683,,,,0.0,,-27.527208285469303,100,0.49,0.16881406,880000,0.0,7625.1377779550885,54072.15765997451,43,7.5044155,5.0795565,,7.6732297,0.104264491536193,2265.82488726225,,0.49,,,,,,,
5613.928791958151,100,1332.8530127924141,,273.5289449119295,-25.88343721734038,,44,,0.0,273.5289449119295,,32460.18853150911,,0.00745511,,,,0.0,,-25.88343721734038,100,0.34,-3.6145203,900000,0.0,5613.928791958151,32460.18853150911,44,5.5181556,5.043811,,1.9036351,0.23386495424514708,1332.8530127924141,,0.34,,,,,,,
1688.0743403618515,100,279.38435728296696,,43.90171088125483,-28.619012047868935,,45,,0.0,43.90171088125483,,15289.187605468278,,0.0076081604,,,,0.0,,-28.619012047868935,100,0.25,1.1291461,920000,0.0,1688.0743403618515,15289.187605468278,45,0.84936094,5.015649,,1.978507,0.08349342872916954,279.38435728296696,,0.25,,,,,,,
10012.350335597033,100,2827.3076998011015,,659.3722707346928,-32.380222344609685,,46,,0.0,659.3722707346928,,60990.57704606594,,0.008298112,,,,0.0,,-32.380222344609685,100,0.46,-21.98054,940000,0.0,10012.350335597033,60990.57704606594,46,12.571086,4.971115,,-9.409453,0.12057313139336234,2827.3076998011015,,0.46,,,,,,,
9755.90247633499,100,1756.7528802745335,,318.20610356788194,-30.055248473269685,,47,,0.0,318.20610356788194,,82393.42552853792,,0.0108519,,,,0.0,,-30.055248473269685,100,0.34,-11.192359,960000,0.0,9755.90247633499,82393.42552853792,47,10.232624,4.9326024,,-0.95973516,0.13380482713810837,1756.7528802745335,,0.34,,,,,,,
9573.846151346477,100,2766.4026653924775,,593.1974643529015,-27.779562611107437,,48,,0.0,593.1974643529015,,66255.23960751401,,0.00597065,,,,0.0,,-27.779562611107437,100,0.47,-10.577002,980000,0.0,9573.846151346477,66255.23960751401,48,9.1565485,4.9038997,,-1.4204531,0.13971973851547825,2766.4026653924775,,0.47,,,,,,,
13789.118552998723,100,4578.324559153578,,863.3832786571245,-26.811987625101466,,49,,0.0,863.3832786571245,,97144.38886548225,,0.0066129714,,,,0.0,,-26.811987625101466,100,0.36,-15.740288,1000000,0.0,13789.118552998723,97144.38886548225,49,17.3801,4.8976645,,1.6398125,0.15327700367148345,4578.324559153578,,0.36,,,,,,,
14549.960534293186,100,5601.429950633395,5,1197.9862010548015,-26.723064402308694,2295.5590487331106,50,0.0,0.0,1197.9862010548015,-24.68555937653003,68693.84271222803,0.3,0.0078535555,10,0.0,0.3,0.0,795.9399357470854,-26.723064402308694,100,0.47,-20.298843,1020000,0.0,14549.960534293186,68693.84271222803,50,17.808517,4.8729696,5,-2.490325,0.13557200769365596,5601.429950633395,7673.616537446316,0.47,-24.68555937653003,795.9399357470854,795.9399357470854,10,795.9399357470854,2295.5590487331106,7673.616537446316
16756.20623606464,100,3270.119404461362,,672.9416535200438,-26.049270845317608,,51,,0.0,672.9416535200438,,140438.47267306296,,0.009373722,,,,0.0,,-26.049270845317608,100,0.23,-18.118069,1040000,0.0,16756.20623606464,140438.47267306296,51,23.014612,4.8481026,,4.896544,0.17347902989531694,3270.119404461362,,0.23,,,,,,,
5373.136298827083,100,1048.8770329517915,,178.24548921340403,-26.047096702819754,,52,,0.0,178.24548921340403,,46679.52546702579,,0.008998609,,,,0.0,,-26.047096702819754,100,0.2,-5.874572,1060000,0.0,5373.136298827083,46679.52546702579,52,5.066586,4.840302,,-0.80798596,0.10826024287696945,1048.8770329517915,,0.2,,,,,,,
8829.276418570787,100,2805.588858109425,,506.1570770578105,-27.92442754490574,,53,,0.0,506.1570770578105,,48115.421340163506,,0.006291591,,,,0.0,,-27.92442754490574,100,0.3,0.43358126,1080000,0.0,8829.276418570787,48115.421340163506,53,8.467446,4.817295,,8.901028,0.17728764850806777,2805.588858109425,,0.3,,,,,,,
15287.354716108688,100,3914.886526181864,,821.6879889091024,-26.063245040823553,,54,,0.0,821.6879889091024,,109244.57982404428,,0.0073869103,,,,0.0,,-26.063245040823553,100,0.33,-26.512247,1100000,0.0,15287.354716108688,109244.57982404428,54,16.35836,4.7723155,,-10.153888,0.238552220922169,3914.886526181864,,0.33,,,,,,,
3170.656756885471,100,751.3200119167481,,149.53337480028128,-27.790886812534612,,55,,0.0,149.53337480028128,,23198.108821402675,,0.008871359,,,,0.0,,-27.790886812534612,100,0.21,-4.8099065,1120000,0.0,3170.656756885471,23198.108821402675,55,1.7537072,4.7470474,,-3.0561993,0.0952376104379613,751.3200119167481,,0.21,,,,,,,
7568.465924872488,100,2926.50168845726,,564.6210109321343,-26.651955793323623,,56,,0.0,564.6210109321343,,34491.15620334304,,0.009548628,,,,0.0,,-26.651955793323623,100,0.38,-3.3347173,1140000,0.0,7568.465924872488,34491.15620334304,56,9.963052,4.7244844,,6.6283345,0.15081288844858076,2926.50168845726,,0.38,,,,,,,
15453.547506839399,100,5772.6975385036585,,1166.8171239423175,-25.916478256517244,,57,,0.0,1166.8171239423175,,103108.80453899218,,0.0064964117,,,,0.0,,-25.916478256517244,100,0.39,-10.039432,1160000,0.0,15453.547506839399,103108.80453899218,57,17.73186,4.7101088,,7.692428,0.17782054285486926,5772.6975385036585,,0.39,,,,,,,
12064.5532966658,100,3332.501988604671,,663.4877237345727,-26.555629160520688,,58,,0.0,663.4877237345727,,85329.21945971427,,0.007239189,,,,0.0,,-26.555629160520688,100,0.23,-15.89885,1180000,0.0,12064.5532966658,85329.21945971427,58,10.730944,4.694519,,-5.1679063,0.16040705732902782,3332.501988604671,,0.23,,,,,,,
14920.84856391842,100,4929.926602268913,,1037.1739539291032,-24.47523308901111,,59,,0.0,1037.1739539291032,,88635.36194904696,,0.0059374413,,,,0.0,,-24.47523308901111,100,0.29,-28.647993,1200000,0.0,14920.84856391842,88635.36194904696,59,23.028769,4.662552,,-5.619225,0.20516549294747266,4929.926602268913,,0.29,,,,,,,
14361.191813527126,100,5210.462785894089,6,1135.4134178445524,-27.837583165777485,9741.299051779853,60,0.0,0.0,1135.4134178445524,-21.265255968013175,67235.79168201916,0.4,0.0074649346,10,0.0,0.4,0.0,3240.2581585260004,-27.837583165777485,100,0.26,-11.771037,1220000,0.0,14361.191813527126,67235.79168201916,60,16.286507,4.6391783,6,4.5154686,0.2433327112273913,5210.462785894089,32464.08889358367,0.26,-21.265255968013175,3240.258158526,3240.2581585260004,10,3240.258158526,9741.299051779853,32464.08889358367
14088.731376381224,100,4995.946616337407,,1167.035940054163,-25.82613468890904,,61,,0.0,1167.035940054163,,73635.84773481327,,0.0067633516,,,,0.0,,-25.82613468890904,100,0.28,-23.872904,1240000,0.0,14088.731376381224,73635.84773481327,61,16.226738,4.640221,,-7.646166,0.12370257567303966,4995.946616337407,,0.28,,,,,,,
15371.79852599342,100,6499.824982012693,,1403.3776116747995,-24.46584960515262,,62,,0.0,1403.3776116747995,,85234.91929404395,,0.0064847358,,,,0.0,,-24.46584960515262,100,0.43,-25.548044,1260000,0.0,15371.79852599342,85234.91929404395,62,18.926123,4.63805,,-6.621922,0.20477493085885923,6499.824982012693,,0.43,,,,,,,
15311.486427087426,100,6297.311907170183,,1275.5971318175784,-25.478148125061285,,63,,0.0,1275.5971318175784,,65792.7129096309,,0.007471699,,,,0.0,,-25.478148125061285,100,0.27,-21.52893,1280000,0.0,15311.486427087426,65792.7129096309,63,21.53998,4.5980916,,0.01105,0.21813100103707717,6297.311907170183,,0.27,,,,,,,
15111.929234233452,100,4933.2246678211595,,1106.551179011533,-25.655967543477608,,64,,0.0,1106.551179011533,,85705.11695674411,,0.0064219283,,,,0.0,,-25.655967543477608,100,0.27,-12.653031,1300000,0.0,15111.929234233452,85705.11695674411,64,16.847366,4.5703363,,4.1943345,0.17392517394296736,4933.2246678211595,,0.27,,,,,,,
16969.723932418947,100,7100.424310125131,,1433.0353838469068,-23.50787759363147,,65,,0.0,1433.0353838469068,,86007.82212515722,,0.0077805277,,,,0.0,,-23.50787759363147,100,0.34,-8.226119,1320000,0.0,16969.723932418947,86007.82212515722,65,21.492456,4.559632,,13.266337,0.18717482480809655,7100.424310125131,,0.34,,,,,,,
21231.173704992678,100,6037.302701943988,,1369.0427104073085,-22.944879854292235,,66,,0.0,1369.0427104073085,,169197.44824558456,,0.008483852,,,,0.0,,-22.944879854292235,100,0.3,-37.17722,1340000,0.0,21231.173704992678,169197.44824558456,66,21.975876,4.516063,,-15.201344,0.23615288675605828,6037.302701943988,,0.3,,,,,,,
12128.172401613656,100,3688.2906723637057,,780.7309188906486,-24.993075081244175,,67,,0.0,780.7309188906486,,70929.0561793773,,0.0074860686,,,,0.0,,-24.993075081244175,100,0.2,-6.5733438,1360000,0.0,12128.172401613656,70929.0561793773,67,11.248894,4.4794393,,4.67555,0.35502834079213597,3688.2906723637057,,0.2,,,,,,,
30747.776489939843,100,10584.339008281882,,2583.554180107055,-24.72586434532758,,68,,0.0,2583.554180107055,,192535.3708475176,,0.007604195,,,,0.0,,-24.72586434532758,100,0.31,5.3174877,1380000,0.0,30747.776489939843,192535.3708475176,68,38.7694,4.4395833,,44.086887,0.2704163316791516,10584.339008281882,,0.31,,,,,,,
9511.3814075788,100,2619.7887786379706,,489.5467691054519,-24.42160621281036,,69,,0.0,489.5467691054519,,73716.07957959901,,0.010246726,,,,0.0,,-24.42160621281036,100,0.23,-9.912068,1400000,0.0,9511.3814075788,73716.07957959901,69,8.608381,4.415013,,-1.3036875,0.12460001187613079,2619.7887786379706,,0.23,,,,,,,
