Average/AverageReturn,push-v1/MinReturn,GaussianMLPPolicy/Entropy,Iteration,MetaTest/Average/AverageDiscountedReturn,push-v1/Iteration,Average/MinReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/Iteration,GaussianMLPPolicy/dLoss,push-v1/AverageReturn,push-v1/StdReturn,push-v1/SuccessRate,Average/MaxReturn,MetaTest/push-v1/TerminationRate,Average/StdReturn,MetaTest/push-v1/MinReturn,GaussianMLPPolicy/LossAfter,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/TerminationRate,Average/NumEpisodes,MetaTest/Average/Iteration,push-v1/NumEpisodes,push-v1/MaxReturn,GaussianMLPPolicy/KLBefore,GaussianMLPPolicy/LossBefore,MetaTest/Average/MaxReturn,MetaTest/push-v1/NumEpisodes,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/push-v1/StdReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,Average/Iteration,push-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/push-v1/AverageReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,push-v1/AverageDiscountedReturn
4994.412503103542,-29.803071060196316,5.653852462768555,16,,16,-29.803071060196316,1506.7777579837584,0.0002241483161924407,,,3.202949301339686e-07,4994.412503103542,8544.882550115415,0.08,70049.41688581774,,8544.882550115415,,-1.037426591210533e-05,,,0.0,200,,200,70049.41688581774,0.0,-1.005397098197136e-05,,,0.08,,,,,,16,0.0,,,1360000,,1506.7777579837584
5012.756048859279,-20.11755487769594,5.658864974975586,17,,17,-20.11755487769594,1488.9503389175306,0.0009422173607163131,,,1.480928631281131e-06,5012.756048859279,11197.264451132458,0.06,108780.07849148249,,11197.264451132458,,2.5860651930997847e-06,,,0.0,200,,200,108780.07849148249,0.0,4.066993824380916e-06,,,0.06,,,,,,17,0.0,,,1440000,,1488.9503389175306
7032.701848776359,-24.854806023955902,5.663086891174316,18,,18,-24.854806023955902,2109.9599583532363,0.0012617558240890503,,,1.8844650639948668e-06,7032.701848776359,13557.698335495192,0.065,86978.53421046378,,13557.698335495192,,1.7492081951786531e-06,,,0.0,200,,200,86978.53421046378,0.0,3.63367325917352e-06,,,0.065,,,,,,18,0.0,,,1520000,,2109.9599583532363
6598.899971961393,-24.13268927837444,5.662774085998535,19,,19,-24.13268927837444,1973.9249379581317,2.6851444999920204e-05,,,3.796529313149222e-08,6598.899971961393,13076.656651204701,0.07,105202.25611818732,,13076.656651204701,,-5.143480734659533e-07,,,0.0,200,,200,105202.25611818732,0.0,-4.7638278033446113e-07,,,0.07,,,,,,19,0.0,,,1600000,,1973.9249379581317
5952.4545684217255,-36.358349540683676,5.6699910163879395,20,4137.518596349751,20,-36.358349540683676,1854.704425115903,0.0001059616552083753,44662.80376161662,2,1.5047362467157654e-07,5952.4545684217255,12481.554316376365,0.055,118786.53242033962,0.0,12481.554316376365,-18.386871832462354,5.54289954379783e-06,4137.518596349751,4137.518596349751,0.0,200,2,200,118786.53242033962,0.0,5.693373168469407e-06,44662.80376161662,50,0.055,0.06,8680.251631025098,0.06,8680.251631025098,-18.386871832462354,20,0.0,0.0,4137.518596349751,1680000,50,1854.704425115903
6795.871019021216,-38.07315501603309,5.6591410636901855,21,,21,-38.07315501603309,2079.1105563060146,0.0005158926942385733,,,7.942717275000177e-07,6795.871019021216,12906.767834403605,0.07,82932.70741715783,,12906.767834403605,,-8.836837878334336e-06,,,0.0,200,,200,82932.70741715783,0.0,-8.042566150834318e-06,,,0.07,,,,,,21,0.0,,,1760000,,2079.1105563060146
5473.842953765174,-23.70544337632148,5.659055233001709,22,,22,-23.70544337632148,1621.1827892018619,0.0005476465448737144,,,9.016539479489438e-07,5473.842953765174,10211.1846701244,0.045,60812.659143644865,,10211.1846701244,,-3.520190603012452e-06,,,0.0,200,,200,60812.659143644865,0.0,-2.618536655063508e-06,,,0.045,,,,,,22,0.0,,,1840000,,1621.1827892018619
7463.963380026176,-48.43276748311701,5.65915060043335,23,,23,-48.43276748311701,2084.955824119235,1.73994976648828e-05,,,2.457484526985354e-08,7463.963380026176,13245.229947624966,0.07,75220.23977205939,,13245.229947624966,,1.0983971776568069e-07,,,0.0,200,,200,75220.23977205939,0.0,1.3441456303553423e-07,,,0.07,,,,,,23,0.0,,,1920000,,2084.955824119235
7307.711642950633,-37.09793489519071,5.65915060043335,24,,24,-37.09793489519071,2275.7445093918427,8.848191646393389e-05,,,1.2551181216569063e-07,7307.711642950633,15292.428090737561,0.1,110391.92776046095,,15292.428090737561,,-1.2423656414739526e-07,,,0.0,200,,200,110391.92776046095,0.0,1.2752480182953718e-09,,,0.1,,,,,,24,0.0,,,2000000,,2275.7445093918427
6151.710495559049,-29.50607806602537,5.633903503417969,25,,25,-29.50607806602537,1857.2446798550995,0.003343821968883276,,,6.2553081079386175e-06,6151.710495559049,11796.166715135923,0.075,75342.56350186358,,11796.166715135923,,-2.7504687750479206e-05,,,0.0,200,,200,75342.56350186358,0.0,-2.124937964254059e-05,,,0.075,,,,,,25,0.0,,,2080000,,1857.2446798550995
12215.018138161293,-29.808193298109025,5.635681629180908,26,,26,-29.808193298109025,3488.621564510709,4.048099435749464e-05,,,5.738036179536721e-08,12215.018138161293,22310.426645032116,0.14,147209.1087512982,,22310.426645032116,,1.4754441508557647e-06,,,0.0,200,,200,147209.1087512982,0.0,1.532824512651132e-06,,,0.14,,,,,,26,0.0,,,2160000,,3488.621564510709
9864.758376527807,-28.480667498092636,5.630818843841553,27,,27,-28.480667498092636,2926.840917615218,4.108708162675612e-05,,,5.8064642871613614e-08,9864.758376527807,16165.4012245677,0.115,108774.71927649567,,16165.4012245677,,-3.6502419789030682e-06,,,0.0,200,,200,108774.71927649567,0.0,-3.5921773360314546e-06,,,0.115,,,,,,27,0.0,,,2240000,,2926.840917615218
10748.581538432236,-23.706049541773357,5.630821704864502,28,,28,-23.706049541773357,3111.28173249392,2.6870609872275963e-05,,,3.8106485966693526e-08,10748.581538432236,18002.042090401283,0.11,141239.8779936179,,18002.042090401283,,-3.2888305412370755e-08,,,0.0,200,,200,141239.8779936179,0.0,5.218180554322771e-09,,,0.11,,,,,,28,0.0,,,2320000,,3111.28173249392
9640.0825354462,-44.35814462181415,5.63060998916626,29,,29,-44.35814462181415,2840.0063231364356,5.353019878384657e-05,,,7.581348882013117e-08,9640.0825354462,15770.42158687277,0.095,109388.49866128528,,15770.42158687277,,-7.339314151977305e-07,,,0.0,200,,200,109388.49866128528,0.0,-6.581179263775994e-07,,,0.095,,,,,,29,0.0,,,2400000,,2840.0063231364356
11483.142476562925,-51.73089633863453,5.630892753601074,30,7931.865110505322,30,-51.73089633863453,3424.3215969591424,1.069809150067158e-05,64338.357161381704,3,1.5107730177987833e-08,11483.142476562925,22143.771738592975,0.11,178868.88567264884,0.0,22143.771738592975,-16.497611157959952,7.976349252203363e-07,7931.865110505322,7931.865110505322,0.0,200,3,200,178868.88567264884,0.0,8.127426553983241e-07,64338.357161381704,50,0.11,0.12,14250.51218928479,0.12,14250.51218928479,-16.497611157959952,30,0.0,0.0,7931.865110505322,2480000,50,3424.3215969591424
11167.87667254291,-36.6208027506721,5.6304121017456055,31,,31,-36.6208027506721,3106.8589619459126,1.850917215051595e-05,,,2.620026862132363e-08,11167.87667254291,19439.419495932623,0.125,105519.83965983802,,19439.419495932623,,-5.671093390446913e-07,,,0.0,200,,200,105519.83965983802,0.0,-5.409090704233677e-07,,,0.125,,,,,,31,0.0,,,2560000,,3106.8589619459126
10681.500423184363,-27.66670205653697,5.630737781524658,32,,32,-27.66670205653697,3116.999175264627,1.5041085134726018e-05,,,2.1299456420820206e-08,10681.500423184363,17767.60395902474,0.12,128506.01219790884,,17767.60395902474,,9.675950423115864e-07,,,0.0,200,,200,128506.01219790884,0.0,9.888944987324066e-07,,,0.12,,,,,,32,0.0,,,2640000,,3116.999175264627
12648.032896603383,-25.101270280447117,5.628327369689941,33,,33,-25.101270280447117,3705.9089644756955,9.513092663837597e-06,,,1.346211320196744e-08,12648.032896603383,22766.748688810443,0.12,166780.12574689876,,22766.748688810443,,-2.0118070551689016e-06,,,0.0,200,,200,166780.12574689876,0.0,-1.998344941966934e-06,,,0.12,,,,,,33,0.0,,,2720000,,3705.9089644756955
10406.344711098938,-26.207349301350334,5.6288557052612305,34,,34,-26.207349301350334,2937.5104270790894,3.3875701319630025e-06,,,4.792354957317002e-09,10406.344711098938,18235.64606982925,0.095,91134.32660389913,,18235.64606982925,,2.0825314095418435e-06,,,0.0,200,,200,91134.32660389913,0.0,2.0873237644991605e-06,,,0.095,,,,,,34,0.0,,,2800000,,2937.5104270790894
10644.688787582429,-24.10642486193938,5.626768112182617,35,,35,-24.10642486193938,3038.220409143772,3.5073713661404327e-05,,,4.959997568221297e-08,10644.688787582429,19334.677241887955,0.13,115765.25810784707,,19334.677241887955,,-3.28611213262775e-06,,,0.0,200,,200,115765.25810784707,0.0,-3.236512156945537e-06,,,0.13,,,,,,35,0.0,,,2880000,,3038.220409143772
11493.267771194605,-41.05882102042532,5.6266937255859375,36,,36,-41.05882102042532,3469.8161866554383,3.971918886236381e-06,,,5.615213183318701e-09,11493.267771194605,21290.094912746827,0.12,173359.86795981927,,21290.094912746827,,-1.1938523414301017e-07,,,0.0,200,,200,173359.86795981927,0.0,-1.1377002095969146e-07,,,0.12,,,,,,36,0.0,,,2960000,,3469.8161866554383
10933.791181119215,-29.266940449267125,5.622952938079834,37,,37,-29.266940449267125,3085.836740162696,1.5902178347459994e-05,,,2.253227648907341e-08,10933.791181119215,17504.71816184515,0.14,106417.26935093042,,17504.71816184515,,-4.515729415288661e-06,,,0.0,200,,200,106417.26935093042,0.0,-4.493197138799587e-06,,,0.14,,,,,,37,0.0,,,3040000,,3085.836740162696
11529.401638066298,-21.512263144353778,5.60809326171875,38,,38,-21.512263144353778,3438.650601402663,0.0002556208346504718,,,3.9830865716794506e-07,11529.401638066298,19929.720895687453,0.1,114206.1410003128,,19929.720895687453,,-1.022724882204784e-05,,,0.0,200,,200,114206.1410003128,0.0,-9.828940164879896e-06,,,0.1,,,,,,38,0.0,,,3120000,,3438.650601402663
11799.638494446257,-24.363281136490922,5.6073222160339355,39,,39,-24.363281136490922,3543.2740085151745,1.7737136204232229e-06,,,2.4940618459368125e-09,11799.638494446257,16505.30106875277,0.115,82551.26879274023,,16505.30106875277,,-2.164966190321138e-06,,,0.0,200,,200,82551.26879274023,0.0,-2.1624721284752013e-06,,,0.115,,,,,,39,0.0,,,3200000,,3543.2740085151745
13568.308658350403,-20.75777879516138,5.606986999511719,40,14172.221641888602,40,-20.75777879516138,4056.395564280825,2.1009596821386367e-05,86735.10557411576,4,2.9735019779764116e-08,13568.308658350403,23328.30635299124,0.145,144022.56000303177,0.0,23328.30635299124,-16.64878992945391,-2.066079105134122e-06,14172.221641888602,14172.2216418886,0.0,200,4,200,144022.56000303177,0.0,-2.036344085354358e-06,86735.10557411576,50,0.145,0.14,18133.96021036544,0.14,18133.96021036544,-16.64878992945391,40,0.0,0.0,14172.2216418886,3280000,50,4056.395564280825
9836.285506467182,-36.20154838470062,5.614138126373291,41,,41,-36.20154838470062,2910.51101331535,0.00016907266399357468,,,2.6697034627432004e-07,9836.285506467182,16491.406000059033,0.08,106934.46031545797,,16491.406000059033,,2.2810359041613992e-06,,,0.0,200,,200,106934.46031545797,0.0,2.5480062504357193e-06,,,0.08,,,,,,41,0.0,,,3360000,,2910.51101331535
10158.177656232067,-31.29046135759207,5.6112213134765625,42,,42,-31.29046135759207,2876.9137338283617,1.3796308849123307e-05,,,1.948683348018676e-08,10158.177656232067,16974.269190081588,0.075,104457.63570360097,,16974.269190081588,,-4.285410796001088e-06,,,0.0,200,,200,104457.63570360097,0.0,-4.265923962520901e-06,,,0.075,,,,,,42,0.0,,,3440000,,2876.9137338283617
13508.562474373564,-19.915630768390596,5.611244201660156,43,,43,-19.915630768390596,4139.8765258348285,1.2334737220953684e-05,,,1.7447476352572266e-08,13508.562474373564,22143.128230341772,0.135,148785.46509274328,,22143.128230341772,,1.278849595109932e-07,,,0.0,200,,200,148785.46509274328,0.0,1.4533243586356548e-07,,,0.135,,,,,,43,0.0,,,3520000,,4139.8765258348285
13622.238183799114,-30.89216541447617,5.610552787780762,44,,44,-30.89216541447617,3958.3281834085064,5.555878487939481e-06,,,7.84393705544062e-09,13622.238183799114,20351.70238064406,0.165,114382.43138009269,,20351.70238064406,,-1.3272913292894373e-06,,,0.0,200,,200,114382.43138009269,0.0,-1.3194473922339967e-06,,,0.165,,,,,,44,0.0,,,3600000,,3958.3281834085064
11151.252765552637,-18.22158353509539,5.609940052032471,45,,45,-18.22158353509539,3378.3152059678955,1.1026690117432736e-05,,,1.5592377167195082e-08,11151.252765552637,18203.65576832788,0.11,103572.7686915026,,18203.65576832788,,-3.4664280974538997e-06,,,0.0,200,,200,103572.7686915026,0.0,-3.4508357202867046e-06,,,0.11,,,,,,45,0.0,,,3680000,,3378.3152059678955
9283.628730157567,-36.493429326422955,5.609862804412842,46,,46,-36.493429326422955,2754.3981903480053,5.6101630434568506e-06,,,7.974932714205352e-09,9283.628730157567,15689.700715814595,0.11,91099.19677809865,,15689.700715814595,,-2.784931325550133e-07,,,0.0,200,,200,91099.19677809865,0.0,-2.7051819984080794e-07,,,0.11,,,,,,46,0.0,,,3760000,,2754.3981903480053
7680.78241300988,-31.03777468851556,5.608500003814697,47,,47,-31.03777468851556,2257.195994241895,2.1757190552307293e-05,,,3.072295839956496e-08,7680.78241300988,14114.479557822568,0.09,80470.99090025212,,14114.479557822568,,-2.642965228005778e-06,,,0.0,200,,200,80470.99090025212,0.0,-2.612242269606213e-06,,,0.09,,,,,,47,0.0,,,3840000,,2257.195994241895
10707.952210257523,-46.379315553775065,5.61566162109375,48,,48,-46.379315553775065,3178.2367545919037,0.000595187593717128,,,1.0118387763213832e-06,10707.952210257523,19395.512713261174,0.12,123823.2023533001,,19395.512713261174,,5.169151336303912e-06,,,0.0,200,,200,123823.2023533001,0.0,6.180990112625295e-06,,,0.12,,,,,,48,0.0,,,3920000,,3178.2367545919037
9525.218550365718,-71.41615104643687,5.615699768066406,49,,49,-71.41615104643687,2826.356067827768,2.7572654289542697e-05,,,3.905055656616696e-08,9525.218550365718,15218.555470323512,0.11,78801.38304800588,,15218.555470323512,,2.378110330880645e-08,,,0.0,200,,200,78801.38304800588,0.0,6.283165987497341e-08,,,0.11,,,,,,49,0.0,,,4000000,,2826.356067827768
11760.342328248802,-22.67124050175344,5.615500450134277,50,8129.06427785351,50,-22.67124050175344,3400.7823196967747,4.636124685930554e-06,48150.256328933174,5,6.579512046300806e-09,11760.342328248802,19337.01988535199,0.165,123785.7316778394,0.0,19337.01988535199,-19.35234314074688,-1.1052868558181217e-06,8129.06427785351,8129.06427785351,0.0,200,5,200,123785.7316778394,0.0,-1.0987073437718209e-06,48150.256328933174,50,0.165,0.02,12010.015913880186,0.02,12010.015913880186,-19.35234314074688,50,0.0,0.0,8129.06427785351,4080000,50,3400.7823196967747
12067.297591283359,-37.69462259460278,5.615321159362793,51,,51,-37.69462259460278,3468.9278788477795,2.0414705431903712e-05,,,2.8922528372277156e-08,12067.297591283359,20848.92011389602,0.125,116725.39872295837,,20848.92011389602,,-3.9453092881558405e-07,,,0.0,200,,200,116725.39872295837,0.0,-3.656084004433069e-07,,,0.125,,,,,,51,0.0,,,4160000,,3468.9278788477795
11321.148274661959,-24.656333963811395,5.611052989959717,52,,52,-24.656333963811395,3115.655709689499,3.488546281005256e-05,,,4.9371010391041636e-08,11321.148274661959,19806.591985703475,0.11,96853.98118071687,,19806.591985703475,,-3.670185833470896e-06,,,0.0,200,,200,96853.98118071687,0.0,-3.6208148230798542e-06,,,0.11,,,,,,52,0.0,,,4240000,,3115.655709689499
12238.109018821753,-47.23107920102075,5.618224620819092,53,,53,-47.23107920102075,3609.626005752584,5.415172199718654e-05,,,7.682501745875925e-08,12238.109018821753,25048.47986884117,0.105,198558.16433251527,,25048.47986884117,,5.261065780359786e-06,,,0.0,200,,200,198558.16433251527,0.0,5.337890797818545e-06,,,0.105,,,,,,53,0.0,,,4320000,,3609.626005752584
14240.582894881045,-27.124144589068884,5.615628719329834,54,,54,-27.124144589068884,4204.151766379448,2.1606012523989193e-05,,,3.058949005207978e-08,14240.582894881045,22076.262136474576,0.115,141140.91325931245,,22076.262136474576,,-3.984449449490057e-06,,,0.0,200,,200,141140.91325931245,0.0,-3.9538599594379775e-06,,,0.115,,,,,,54,0.0,,,4400000,,4204.151766379448
13763.396620281455,-29.684159026491404,5.61944055557251,55,,55,-29.684159026491404,4052.7762416181504,2.0450743249966763e-05,,,2.8932845452800393e-08,13763.396620281455,24322.585293722004,0.155,125053.53932923295,,24322.585293722004,,4.429954969964456e-06,,,0.0,200,,200,125053.53932923295,0.0,4.458887815417256e-06,,,0.155,,,,,,55,0.0,,,4480000,,4052.7762416181504
11865.548151208146,-31.04146446181409,5.618584156036377,56,,56,-31.04146446181409,3230.809284734875,1.2348880773060955e-05,,,1.747412170516327e-08,11865.548151208146,18729.746771117814,0.14,98333.98020315089,,18729.746771117814,,-2.330624965907191e-06,,,0.0,200,,200,98333.98020315089,0.0,-2.3131508442020277e-06,,,0.14,,,,,,56,0.0,,,4560000,,3230.809284734875
16666.367796488223,-19.893419699619034,5.618125915527344,57,,57,-19.893419699619034,4846.064086580345,3.1301874514610972e-06,,,4.439471013029106e-09,16666.367796488223,23800.320596861024,0.17,113298.37114861798,,23800.320596861024,,-1.1652010698526283e-06,,,0.0,200,,200,113298.37114861798,0.0,-1.1607615988395992e-06,,,0.17,,,,,,57,0.0,,,4640000,,4846.064086580345
14111.095568014774,-37.756157274043794,5.61850643157959,58,,58,-37.756157274043794,4055.04502083926,2.5601315428502858e-05,,,3.625376621130272e-08,14111.095568014774,24652.615635506154,0.135,139398.7372165856,,24652.615635506154,,6.669317258456431e-07,,,0.0,200,,200,139398.7372165856,0.0,7.031854920569458e-07,,,0.135,,,,,,58,0.0,,,4720000,,4055.04502083926
14515.22143272788,-31.887830285326828,5.6180524826049805,59,,59,-31.887830285326828,4370.327289636076,9.45313604461262e-06,,,1.3368207874009386e-08,14515.22143272788,23081.888975392474,0.135,125920.640539182,,23081.888975392474,,-1.5181142316578189e-06,,,0.0,200,,200,125920.640539182,0.0,-1.5047460237838095e-06,,,0.135,,,,,,59,0.0,,,4800000,,4370.327289636076
14163.733457872146,-21.678651294598875,5.610619068145752,60,10137.690698297734,60,-21.678651294598875,4188.274791110318,0.00015866674948483706,97440.36705989545,6,2.2596259441343136e-07,14163.733457872146,21304.15640556865,0.165,118326.82282703275,0.0,21304.15640556865,-24.59124053273529,-7.404755706374999e-06,10137.690698297734,10137.690698297734,0.0,200,6,200,118326.82282703275,0.0,-7.178793111961568e-06,97440.36705989545,50,0.165,0.12,19328.511007650108,0.12,19328.511007650108,-24.59124053273529,60,0.0,0.0,10137.690698297734,4880000,50,4188.274791110318
11755.876503396388,-19.003189804397284,5.611405372619629,61,,61,-19.003189804397284,3426.537160641593,3.325736088299891e-06,,,4.708908818429336e-09,11755.876503396388,19238.43120235319,0.125,106695.86281129913,,19238.43120235319,,1.3986086742079351e-06,,,0.0,200,,200,106695.86281129913,0.0,1.4033175830263644e-06,,,0.125,,,,,,61,0.0,,,4960000,,3426.537160641593
13700.212218089018,-20.530494759985892,5.608375549316406,62,,62,-20.530494759985892,4214.186965458541,1.2975569916306995e-05,,,1.833086571423337e-08,13700.212218089018,22805.470741974383,0.115,122766.74156817552,,22805.470741974383,,-2.9991811061336193e-06,,,0.0,200,,200,122766.74156817552,0.0,-2.980850240419386e-06,,,0.115,,,,,,62,0.0,,,5040000,,4214.186965458541
12852.560076262946,-41.509896100029465,5.607790470123291,63,,63,-41.509896100029465,3644.194730506422,2.634163365655695e-06,,,3.725290298461914e-09,12852.560076262946,22696.561279273174,0.135,124548.03263203404,,22696.561279273174,,-1.3042188129475107e-06,,,0.0,200,,200,124548.03263203404,0.0,-1.3004935226490488e-06,,,0.135,,,,,,63,0.0,,,5120000,,3644.194730506422
