Average/AverageReturn,push-v1/MinReturn,GaussianMLPPolicy/Entropy,Iteration,MetaTest/Average/AverageDiscountedReturn,push-v1/Iteration,Average/MinReturn,Average/AverageDiscountedReturn,GaussianMLPPolicy/KLAfter,MetaTest/push-v1/MaxReturn,MetaTest/push-v1/Iteration,GaussianMLPPolicy/dLoss,push-v1/AverageReturn,push-v1/StdReturn,push-v1/SuccessRate,Average/MaxReturn,MetaTest/push-v1/TerminationRate,Average/StdReturn,MetaTest/push-v1/MinReturn,GaussianMLPPolicy/LossAfter,MetaTest/push-v1/AverageDiscountedReturn,MetaTest/Average/AverageReturn,Average/TerminationRate,Average/NumEpisodes,MetaTest/Average/Iteration,push-v1/NumEpisodes,push-v1/MaxReturn,GaussianMLPPolicy/KLBefore,GaussianMLPPolicy/LossBefore,MetaTest/Average/MaxReturn,MetaTest/push-v1/NumEpisodes,Average/SuccessRate,MetaTest/Average/SuccessRate,MetaTest/push-v1/StdReturn,MetaTest/push-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/Average/MinReturn,Average/Iteration,push-v1/TerminationRate,MetaTest/Average/TerminationRate,MetaTest/push-v1/AverageReturn,TotalEnvSteps,MetaTest/Average/NumEpisodes,push-v1/AverageDiscountedReturn
14211.442272138474,-37.940304585366036,5.607455253601074,64,,64,-37.940304585366036,4272.191068163496,4.92120170747512e-06,,,6.99765223544091e-09,14211.442272138474,24307.09000974944,0.15,160345.13260986772,,24307.09000974944,,-2.0854836293437984e-06,,,0.0,200,,200,160345.13260986772,0.0,-2.0784859771083575e-06,,,0.15,,,,,,64,0.0,,,5200000,,4272.191068163496
11937.808205248948,-24.094240181397183,5.6023335456848145,65,,65,-24.094240181397183,3479.186146120335,1.6844691344886087e-05,,,2.3832853912608698e-08,11937.808205248948,24278.9559731261,0.115,239516.1557055702,,24278.9559731261,,-4.889945557806641e-06,,,0.0,200,,200,239516.1557055702,0.0,-4.866112703894032e-06,,,0.115,,,,,,65,0.0,,,5280000,,3479.186146120335
14803.097796672491,-55.873024456235925,5.600471496582031,66,,66,-55.873024456235925,4541.10540003288,1.6175279597518966e-05,,,2.28988028538879e-08,14803.097796672491,23481.47091600572,0.16,141673.9487486024,,23481.47091600572,,-2.1218520487309434e-06,,,0.0,200,,200,141673.9487486024,0.0,-2.0989532458770555e-06,,,0.16,,,,,,66,0.0,,,5360000,,4541.10540003288
9746.40733545656,-59.69119913730319,5.603253364562988,67,,67,-59.69119913730319,2716.5515646658355,4.3550033296924084e-05,,,6.178697731229477e-08,9746.40733545656,16720.553848086573,0.11,90994.93441489855,,16720.553848086573,,2.086190306727076e-06,,,0.0,200,,200,90994.93441489855,0.0,2.1479772840393707e-06,,,0.11,,,,,,67,0.0,,,5440000,,2716.5515646658355
15417.423658404616,-27.120460833977088,5.603372573852539,68,,68,-27.120460833977088,4509.437685324303,2.0367055185488425e-05,,,2.8800059226341546e-08,15417.423658404616,28406.20427279676,0.17,215724.84044835513,,28406.20427279676,,1.963606592880751e-07,,,0.0,200,,200,215724.84044835513,0.0,2.2516071851441666e-07,,,0.17,,,,,,68,0.0,,,5520000,,4509.437685324303
13644.70755596906,-27.765417596695798,5.59451961517334,69,,69,-27.765417596695798,3840.543916612989,4.375694697955623e-05,,,6.20611899648793e-08,13644.70755596906,23589.46748225209,0.125,136259.6108750592,,23589.46748225209,,-5.557110398513032e-06,,,0.0,200,,200,136259.6108750592,0.0,-5.495049208548153e-06,,,0.125,,,,,,69,0.0,,,5600000,,3840.543916612989
17905.18859139765,-38.96392577204902,5.5942840576171875,70,9199.778516494182,70,-38.96392577204902,5241.032543602868,1.1364452348061604e-06,47250.23813100748,7,1.638227331568487e-09,17905.18859139765,29381.40510196527,0.19,169989.65116568393,0.0,29381.40510196527,-18.462367842246437,-1.0692937166822958e-06,9199.778516494182,9199.778516494183,0.0,200,7,200,169989.65116568393,0.0,-1.0676554893507273e-06,47250.23813100748,50,0.19,0.06,11384.225789506461,0.06,11384.225789506461,-18.462367842246437,70,0.0,0.0,9199.778516494183,5680000,50,5241.032543602868
14144.636806998862,-20.82000055944203,5.59442138671875,71,,71,-20.82000055944203,3939.1669082653093,4.323810571804643e-06,,,6.125134177636937e-09,14144.636806998862,23997.61734198809,0.15,155844.09629453765,,23997.61734198809,,4.12680634553908e-07,,,0.0,200,,200,155844.09629453765,0.0,4.1880576873154496e-07,,,0.15,,,,,,71,0.0,,,5760000,,3939.1669082653093
13779.677280475582,-19.803121912038225,5.597243785858154,72,,72,-19.803121912038225,3879.8624948187767,2.3951553885126486e-05,,,3.388504410395399e-08,13779.677280475582,26586.606928000107,0.125,170912.7240979551,,26586.606928000107,,2.4560101792303612e-06,,,0.0,200,,200,170912.7240979551,0.0,2.4898952233343152e-06,,,0.125,,,,,,72,0.0,,,5840000,,3879.8624948187767
15977.554382771037,-33.111112453859704,5.597071647644043,73,,73,-33.111112453859704,4694.282455432205,6.814905646024272e-06,,,9.634845810069237e-09,15977.554382771037,27577.46776231042,0.145,157587.2613631448,,27577.46776231042,,-7.184231662904494e-07,,,0.0,200,,200,157587.2613631448,0.0,-7.087883204803802e-07,,,0.145,,,,,,73,0.0,,,5920000,,4694.282455432205
15687.173120734571,-46.01271315817667,5.598128318786621,74,,74,-46.01271315817667,4545.376124439909,9.537604455545079e-06,,,1.3484736882674042e-08,15687.173120734571,25702.912562199665,0.13,144558.5920505756,,25702.912562199665,,1.6098507558126585e-06,,,0.0,200,,200,144558.5920505756,0.0,1.6233354926953325e-06,,,0.13,,,,,,74,0.0,,,6000000,,4545.376124439909
18978.000992899655,-18.674036109120294,5.598206043243408,75,,75,-18.674036109120294,5222.438680353513,2.261931513203308e-06,,,3.202927700840519e-09,18978.000992899655,33094.01239372336,0.175,198076.83587699386,,33094.01239372336,,4.0475197238265537e-07,,,0.0,200,,200,198076.83587699386,0.0,4.079549000834959e-07,,,0.175,,,,,,75,0.0,,,6080000,,5222.438680353513
14885.429921714429,-41.75668420763499,5.5978803634643555,76,,76,-41.75668420763499,4433.799430613073,5.15239071319229e-06,,,7.276526048372034e-09,14885.429921714429,26327.3331815019,0.15,187338.26096947183,,26327.3331815019,,-9.6394433057867e-07,,,0.0,200,,200,187338.26096947183,0.0,-9.566678045302979e-07,,,0.15,,,,,,76,0.0,,,6160000,,4433.799430613073
13812.512632612747,-48.108726869592175,5.598150730133057,77,,77,-48.108726869592175,4022.584451940008,9.597946700523607e-06,,,1.359012458124198e-08,13812.512632612747,20094.251614653127,0.145,87115.77165921505,,20094.251614653127,,1.576406930325902e-06,,,0.0,200,,200,87115.77165921505,0.0,1.589997054907144e-06,,,0.145,,,,,,77,0.0,,,6240000,,4022.584451940008
14285.48061022107,-29.60412888798837,5.596283912658691,78,,78,-29.60412888798837,4034.889051087792,1.1835669283755124e-05,,,1.675653038546443e-08,14285.48061022107,26132.25818969846,0.135,174024.0955661916,,26132.25818969846,,-1.6869738601599238e-06,,,0.0,200,,200,174024.0955661916,0.0,-1.6702173297744594e-06,,,0.135,,,,,,78,0.0,,,6320000,,4034.889051087792
16126.528634674482,-30.198123431849798,5.595993518829346,79,,79,-30.198123431849798,4620.414888939072,1.646920463826973e-05,,,2.328417281205475e-08,16126.528634674482,26068.406869581508,0.165,171874.29131259018,,26068.406869581508,,-2.8020809850204387e-07,,,0.0,200,,200,171874.29131259018,0.0,-2.569239256899891e-07,,,0.165,,,,,,79,0.0,,,6400000,,4620.414888939072
14872.658667961836,-32.57837257106345,5.595863342285156,80,20748.20140410359,80,-32.57837257106345,4332.782810552134,1.6726968169678003e-05,176423.82895331018,8,2.3708764729235554e-08,14872.658667961836,26524.598454631294,0.14,158071.13664741852,0.0,26524.598454631294,-16.789037400082215,-8.54375571179844e-07,20748.20140410359,20748.201404103587,0.0,200,8,200,158071.13664741852,0.0,-8.306668064506084e-07,176423.82895331018,50,0.14,0.24,35414.496832507146,0.24,35414.496832507146,-16.789037400082215,80,0.0,0.0,20748.201404103587,6480000,50,4332.782810552134
10998.466564213222,-18.709190449653445,5.596044063568115,81,,81,-18.709190449653445,3246.864297120198,1.112930567614967e-05,,,1.5734485714347102e-08,10998.466564213222,18474.1308097622,0.075,126554.31526462377,,18474.1308097622,,1.0730777830758598e-06,,,0.0,200,,200,126554.31526462377,0.0,1.0888122687902069e-06,,,0.075,,,,,,81,0.0,,,6560000,,3246.864297120198
17286.115350807286,-46.797805783275095,5.596358776092529,82,,82,-46.797805783275095,4968.605889893867,6.892200872243848e-06,,,9.725908967084251e-09,17286.115350807286,26754.001559279295,0.18,126841.1093836963,,26754.001559279295,,1.7568823977853754e-06,,,0.0,200,,200,126841.1093836963,0.0,1.7666083067524596e-06,,,0.18,,,,,,82,0.0,,,6640000,,4968.605889893867
16883.957312546932,-28.354268892292932,5.5926194190979,83,,83,-28.354268892292932,4856.789822661172,1.3244966794445645e-05,,,1.87396835826803e-08,16883.957312546932,30044.35746699242,0.195,158498.4381896576,,30044.35746699242,,-3.4615834465512307e-06,,,0.0,200,,200,158498.4381896576,0.0,-3.4428437629685504e-06,,,0.195,,,,,,83,0.0,,,6720000,,4856.789822661172
12911.125333391397,-22.527707551664,5.5922064781188965,84,,84,-22.527707551664,3897.046437649021,2.806823431455996e-06,,,3.945046955777798e-09,12911.125333391397,22362.922200004567,0.13,127213.36618814603,,22362.922200004567,,-1.5726112678748905e-06,,,0.0,200,,200,127213.36618814603,0.0,-1.5686662209191127e-06,,,0.13,,,,,,84,0.0,,,6800000,,3897.046437649021
19860.176646608496,-17.590335722792044,5.591080665588379,85,,85,-17.590335722792044,5875.354527557805,1.2842526302847546e-05,,,1.816499661799753e-08,19860.176646608496,32464.73254834278,0.195,218692.84327526973,,32464.73254834278,,-1.177162289422995e-06,,,0.0,200,,200,218692.84327526973,0.0,-1.1589972928049974e-06,,,0.195,,,,,,85,0.0,,,6880000,,5875.354527557805
11416.726085921973,-70.36480534908806,5.568980693817139,86,,86,-70.36480534908806,3164.680383697024,0.00023416776093654335,,,3.372506398591213e-07,11416.726085921973,22256.20707552407,0.095,127415.1851836474,,22256.20707552407,,-1.4378175364981871e-05,,,0.0,200,,200,127415.1851836474,0.0,-1.404092472512275e-05,,,0.095,,,,,,86,0.0,,,6960000,,3164.680383697024
18525.359973758434,-20.591585546453484,5.56907844543457,87,,87,-20.591585546453484,5383.598023131512,1.8276463151778444e-06,,,2.5943904802261386e-09,18525.359973758434,30291.592747182483,0.18,204380.36837243085,,30291.592747182483,,6.020507612447545e-07,,,0.0,200,,200,204380.36837243085,0.0,6.046451517249807e-07,,,0.18,,,,,,87,0.0,,,7040000,,5383.598023131512
14142.745361436471,-28.557459645500842,5.569147109985352,88,,88,-28.557459645500842,4167.488809513175,6.859906079625944e-06,,,9.699945735519577e-09,14142.745361436471,20624.042693779906,0.165,119210.42859994496,,20624.042693779906,,1.7045640277046914e-07,,,0.0,200,,200,119210.42859994496,0.0,1.8015634850598872e-07,,,0.165,,,,,,88,0.0,,,7120000,,4167.488809513175
17120.79315689488,-32.52566523123494,5.568906307220459,89,,89,-32.52566523123494,4933.552263290026,2.9678001283173217e-06,,,4.201922365609789e-09,17120.79315689488,26733.97899955842,0.175,137546.5730922508,,26733.97899955842,,-6.392374984898197e-07,,,0.0,200,,200,137546.5730922508,0.0,-6.350355761242099e-07,,,0.175,,,,,,89,0.0,,,7200000,,4933.552263290026
14822.388837065231,-37.77869723421097,5.568819046020508,90,14055.718364665127,90,-37.77869723421097,4272.254878054786,6.887254130560905e-06,83809.07713696259,9,9.734478112477518e-09,14822.388837065231,25077.802281516448,0.13,123122.79775591652,0.0,25077.802281516448,-16.19304076164671,-2.2370826968654e-07,14055.718364665127,14055.718364665125,0.0,200,9,200,123122.79775591652,0.0,-2.139737915740625e-07,83809.07713696259,50,0.13,0.2,22518.20869781008,0.2,22518.20869781008,-16.19304076164671,90,0.0,0.0,14055.718364665125,7280000,50,4272.254878054786
17526.270279733228,-29.1560061483289,5.5414252281188965,91,,91,-29.1560061483289,4898.412365360654,0.0005084724398329854,,,8.016922947717831e-07,17526.270279733228,29680.23452765739,0.17,141844.12174364776,,29680.23452765739,,-2.083934123220388e-05,,,0.0,200,,200,141844.12174364776,0.0,-2.0037648937432095e-05,,,0.17,,,,,,91,0.0,,,7360000,,4898.412365360654
15667.9571289112,-31.260949476875336,5.541191101074219,92,,92,-31.260949476875336,4443.344629178813,8.486088518111501e-06,,,1.202408839162672e-08,15667.9571289112,26292.057128256074,0.165,139511.98460627766,,26292.057128256074,,-1.4214367638487602e-06,,,0.0,200,,200,139511.98460627766,0.0,-1.4094126754571334e-06,,,0.165,,,,,,92,0.0,,,7440000,,4443.344629178813
15938.785500673112,-39.81844899654658,5.540847301483154,93,,93,-39.81844899654658,4773.99074584308,4.717130650533363e-06,,,6.672280505881645e-09,15938.785500673112,24725.213642675986,0.15,146303.87730669443,,24725.213642675986,,-1.6422251292169676e-06,,,0.0,200,,200,146303.87730669443,0.0,-1.635552848711086e-06,,,0.15,,,,,,93,0.0,,,7520000,,4773.99074584308
19098.197426620125,-21.48306794057298,5.537674427032471,94,,94,-21.48306794057298,5558.136381017484,2.59371408901643e-05,,,3.6689016269519925e-08,19098.197426620125,29742.93130035424,0.22,176873.37023070638,,29742.93130035424,,-4.471467036637478e-06,,,0.0,200,,200,176873.37023070638,0.0,-4.434778020367958e-06,,,0.22,,,,,,94,0.0,,,7600000,,5558.136381017484
13229.44420711909,-25.238704254308914,5.534134387969971,95,,95,-25.238704254308914,4066.87367232035,1.0611280231387354e-05,,,1.5040541256894358e-08,13229.44420711909,23393.742812093755,0.115,156208.81461472836,,23393.742812093755,,-3.741851060112822e-06,,,0.0,200,,200,156208.81461472836,0.0,-3.7268105188559275e-06,,,0.115,,,,,,95,0.0,,,7680000,,4066.87367232035
13729.41071902017,-18.743609021653825,5.531656742095947,96,,96,-18.743609021653825,4018.885213635564,1.9680444893310778e-05,,,2.781757757475134e-08,13729.41071902017,24953.322129375785,0.11,152317.24880221387,,24953.322129375785,,-3.481526164250681e-06,,,0.0,200,,200,152317.24880221387,0.0,-3.45370858667593e-06,,,0.11,,,,,,96,0.0,,,7760000,,4018.885213635564
17024.026617106367,-45.080464644291034,5.5319929122924805,97,,97,-45.080464644291034,4965.1130608419735,3.4283850709471153e-06,,,4.84499196318211e-09,17024.026617106367,27354.45071105995,0.18,157666.98883587102,,27354.45071105995,,6.630490361203556e-07,,,0.0,200,,200,157666.98883587102,0.0,6.678940280835377e-07,,,0.18,,,,,,97,0.0,,,7840000,,4965.1130608419735
15703.222633438005,-25.98841362592486,5.532449245452881,98,,98,-25.98841362592486,4751.952904482645,1.1375845133443363e-05,,,1.6117382983793505e-08,15703.222633438005,23442.32798455077,0.17,127716.7911476499,,23442.32798455077,,2.8928920983162243e-06,,,0.0,200,,200,127716.7911476499,0.0,2.909009481300018e-06,,,0.17,,,,,,98,0.0,,,7920000,,4751.952904482645
12006.26578673321,-32.85336359676685,5.530050754547119,99,,99,-32.85336359676685,3395.157500958014,1.83767951966729e-05,,,2.5914914658642374e-08,12006.26578673321,22363.346556545952,0.1,123457.73842467184,,22363.346556545952,,-3.7617687667079736e-06,,,0.0,200,,200,123457.73842467184,0.0,-3.735853852049331e-06,,,0.1,,,,,,99,0.0,,,8000000,,3395.157500958014
16038.564473295202,-33.334940968873894,5.5297088623046875,100,14635.41139027632,100,-33.334940968873894,4348.0375416731085,9.218703780788928e-06,75220.94156052994,10,1.3030330592300743e-08,16038.564473295202,24522.402285899967,0.135,158321.091093439,0.0,24522.402285899967,-16.91348699094809,-2.312587184860604e-06,14635.41139027632,14635.411390276318,0.0,200,10,200,158321.091093439,0.0,-2.299556854268303e-06,75220.94156052994,50,0.135,0.08,20091.790500716772,0.08,20091.790500716772,-16.91348699094809,100,0.0,0.0,14635.411390276318,8080000,50,4348.0375416731085
