MetaTest/Average/NumTrajs,MetaTest/Average/StdReturn,MetaTest/Average/AverageReturn,MetaTest/Average/AverageDiscountedReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/MaxReturn,MetaTest/Average/MinReturn,TotalEnvSteps,MetaTest/button-press-topdown-wall-v1/MaxReturn,MetaTest/button-press-topdown-wall-v1/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/button-press-topdown-wall-v1/Iteration,MetaTest/button-press-topdown-wall-v1/NumTrajs,MetaTest/button-press-topdown-wall-v1/AverageReturn,MetaTest/Average/Iteration,MetaTest/button-press-topdown-wall-v1/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/button-press-topdown-wall-v1/AverageDiscountedReturn,MetaTest/Average/TerminationRate,MetaTrain/Average/QfLoss,MetaTrain/Average/Alpha,MetaTest/button-press-topdown-wall-v1/StdReturn,MetaTest/button-press-topdown-wall-v1/MinReturn,MetaTest/Average/SuccessRate
10,7973.357435393613,4253.99512700639,4253.995127006392,11161.705,25833.147827533794,-151.55720049109186,1088000,25833.147827533794,0.0,-33.883457,36,10,4253.99512700639,36,0.0,-788715.2,4253.995127006392,0.0,119159144.0,nan,7973.357435393613,-151.55720049109186,0.0
10,56680.00100175894,33441.14303618422,33441.14303618421,5072.053,173151.6893051905,-74.13748639622492,1112000,173151.6893051905,0.2,-33.59694,37,10,33441.14303618422,37,0.0,-663275.1,33441.14303618421,0.0,106155660.0,nan,56680.00100175894,-74.13748639622492,0.2
10,119726.11659128564,65609.391759175,65609.39175917495,2968.06,308585.04728793784,-125.62947154977215,1136000,308585.04728793784,0.4,-31.564627,38,10,65609.391759175,38,0.0,-592048.94,65609.39175917495,0.0,103798310.0,nan,119726.11659128564,-125.62947154977215,0.4
10,132110.9276725221,123990.84796910621,123990.84796910621,3742.384,328627.3882557555,-101.82997952749464,1160000,328627.3882557555,0.2,-30.132206,39,10,123990.84796910621,39,0.0,-534312.3,123990.84796910621,0.0,104362480.0,nan,132110.9276725221,-101.82997952749464,0.2
10,99133.345656993,46400.98779354292,46400.987793542925,6460.821,309322.7900988534,-92.75389342882386,1184000,309322.7900988534,0.1,-29.753122,40,10,46400.98779354292,40,0.0,-471844.62,46400.987793542925,0.0,108385640.0,nan,99133.345656993,-92.75389342882386,0.1
10,13.45031434444157,-79.65787551906993,-79.65787551906993,8394.49,-41.479814977204484,-90.09652873302629,1208000,-41.479814977204484,0.0,-29.989187,41,10,-79.65787551906993,41,0.0,-451941.7,-79.65787551906993,0.0,115837350.0,nan,13.45031434444157,-90.09652873302629,0.0
10,96539.38013913787,40754.50835460876,40754.5083546088,3811.436,319329.8271513128,-51.14174578950665,1232000,319329.8271513128,0.2,-30.213495,42,10,40754.50835460876,42,0.0,-447872.1,40754.5083546088,0.0,123836800.0,nan,96539.38013913787,-51.14174578950665,0.2
10,78148.88331192912,31152.12820229783,31152.128202297823,3537.053,261165.1935470893,-65.16817878681887,1256000,261165.1935470893,0.1,-30.302492,43,10,31152.12820229783,43,0.0,-439766.4,31152.128202297823,0.0,135392860.0,nan,78148.88331192912,-65.16817878681887,0.1
10,126425.2323816101,98020.96422859307,98020.96422859312,2707.0278,308656.1241541561,-84.1337313235242,1280000,308656.1241541561,0.2,-30.701168,44,10,98020.96422859307,44,0.0,-412617.2,98020.96422859312,0.0,141354580.0,nan,126425.2323816101,-84.1337313235242,0.2
10,44890.23048692111,14914.944008521261,14914.94400852127,1840.4144,149585.61200837186,-95.11158415986391,1304000,149585.61200837186,0.0,-30.555674,45,10,14914.944008521261,45,0.0,-484256.3,14914.94400852127,0.0,157325330.0,nan,44890.23048692111,-95.11158415986391,0.0
10,117308.81786178854,72271.67634137085,72271.67634137087,2024.1482,337998.5074282535,-93.49458964256925,1328000,337998.5074282535,0.2,-30.467968,46,10,72271.67634137085,46,0.0,-552652.7,72271.67634137087,0.0,169889060.0,nan,117308.81786178854,-93.49458964256925,0.2
10,146621.52159911973,120575.67374639728,120575.67374639737,1709.2676,333255.57290183235,-89.26809481068247,1352000,333255.57290183235,0.4,-30.012005,47,10,120575.67374639728,47,0.0,-613498.1,120575.67374639737,0.0,180644640.0,nan,146621.52159911973,-89.26809481068247,0.4
10,43799.19025113438,14562.390900945331,14562.390900945344,1350.1852,145959.95801298632,-55.08253398719875,1376000,145959.95801298632,0.1,-29.796364,48,10,14562.390900945331,48,0.0,-669064.9,14562.390900945344,0.0,190187380.0,nan,43799.19025113438,-55.08253398719875,0.1
10,112666.96331753395,67256.74004257112,67256.74004257112,951.62695,340240.6172944951,-82.71738995701261,1400000,340240.6172944951,0.1,-29.83875,49,10,67256.74004257112,49,0.0,-736756.75,67256.74004257112,0.0,198658030.0,nan,112666.96331753395,-82.71738995701261,0.1
10,73938.31762819341,35611.49270427902,35611.49270427901,767.91376,223111.93187152667,-82.12206839610506,1424000,223111.93187152667,0.1,-29.387718,50,10,35611.49270427902,50,0.0,-785708.9,35611.49270427901,0.0,203328420.0,nan,73938.31762819341,-82.12206839610506,0.1
10,139701.7930741912,113807.43004169487,113807.4300416949,632.93915,304017.8606515238,-83.16041596158924,1448000,304017.8606515238,0.4,-29.084055,51,10,113807.43004169487,51,0.0,-820254.8,113807.4300416949,0.0,208272370.0,nan,139701.7930741912,-83.16041596158924,0.4
10,98590.634783121,40512.242446753786,40512.24244675378,631.96967,328012.4028348406,-91.55433014859483,1472000,328012.4028348406,0.3,-29.130127,52,10,40512.242446753786,52,0.0,-857044.9,40512.24244675378,0.0,213813310.0,nan,98590.634783121,-91.55433014859483,0.3
10,110502.51385610091,70189.77335493511,70189.7733549351,632.1224,298924.14820257964,-93.6754091174302,1496000,298924.14820257964,0.3,-28.956007,53,10,70189.77335493511,53,0.0,-879535.0,70189.7733549351,0.0,219498050.0,nan,110502.51385610091,-93.6754091174302,0.3
10,28136.97315142117,9521.47438342247,9521.474383422468,518.605,93917.72137985812,-88.31006774268013,1520000,93917.72137985812,0.2,-29.02267,54,10,9521.47438342247,54,0.0,-880667.1,9521.474383422468,0.0,221317440.0,nan,28136.97315142117,-88.31006774268013,0.2
10,74557.64036966408,36500.23888709268,36500.238887092666,424.26645,215341.11224808608,-91.44979631828072,1544000,215341.11224808608,0.0,-29.235325,55,10,36500.23888709268,55,0.0,-882822.1,36500.238887092666,0.0,232039490.0,nan,74557.64036966408,-91.44979631828072,0.0
10,137481.52891067573,86683.22134062785,86683.22134062785,378.60776,338016.5419214881,-89.1189822143554,1568000,338016.5419214881,0.3,-28.897894,56,10,86683.22134062785,56,0.0,-887872.56,86683.22134062785,0.0,242791490.0,nan,137481.52891067573,-89.1189822143554,0.3
10,27.129693443895576,-49.46675999159154,-49.46675999159153,478.2121,-19.388701370052903,-91.52749964602901,1592000,-19.388701370052903,0.0,-28.514063,57,10,-49.46675999159154,57,0.0,-896329.44,-49.46675999159153,0.0,248219180.0,nan,27.129693443895576,-91.52749964602901,0.0
10,135383.62085481553,87448.83718829439,87448.83718829436,669.3683,324730.1688684031,-85.34526092462538,1616000,324730.1688684031,0.3,-28.466953,58,10,87448.83718829439,58,0.0,-908139.06,87448.83718829436,0.0,256246580.0,nan,135383.62085481553,-85.34526092462538,0.3
10,145697.93635418298,104973.10552196647,104973.10552196654,346.51425,330029.7857656044,-88.72267563407543,1640000,330029.7857656044,0.3,-29.254032,59,10,104973.10552196647,59,0.0,-898088.06,104973.10552196654,0.0,256226160.0,nan,145697.93635418298,-88.72267563407543,0.3
10,94022.95164036368,31298.42576685864,31298.42576685863,509.4035,313367.2751126596,-72.05517068184892,1664000,313367.2751126596,0.1,-28.00364,60,10,31298.42576685864,60,0.0,-867977.9,31298.42576685863,0.0,246717400.0,nan,94022.95164036368,-72.05517068184892,0.1
10,88201.72679451696,29349.355735380483,29349.355735380457,795.6586,293954.52720994403,-88.24382948956482,1688000,293954.52720994403,0.2,-28.883186,61,10,29349.355735380483,61,0.0,-840648.1,29349.355735380457,0.0,250724560.0,nan,88201.72679451696,-88.24382948956482,0.2
10,100533.0057991513,44932.719536362274,44932.71953636226,1322.2448,325165.7832626278,-90.79125700048118,1712000,325165.7832626278,0.4,-28.707563,62,10,44932.719536362274,62,0.0,-820280.0,44932.71953636226,0.0,246463860.0,nan,100533.0057991513,-90.79125700048118,0.4
10,93058.780615429,33313.012616561944,33313.01261656197,2265.462,312091.2570718773,-125.83171694961088,1736000,312091.2570718773,0.2,-27.92173,63,10,33313.012616561944,63,0.0,-814496.5,33313.01261656197,0.0,248814290.0,nan,93058.780615429,-125.83171694961088,0.2
10,60121.00704354493,19991.07093130916,19991.07093130916,1451.726,200354.0868392498,-80.68584733380544,1760000,200354.0868392498,0.2,-28.089203,64,10,19991.07093130916,64,0.0,-811975.56,19991.07093130916,0.0,256972770.0,nan,60121.00704354493,-80.68584733380544,0.2
10,101026.03060149611,38158.24986795155,38158.24986795157,37601.65,338758.0319761117,-77.60374555934972,1784000,338758.0319761117,0.2,-32.213913,65,10,38158.24986795155,65,0.0,-879021.44,38158.24986795157,0.0,492889440.0,nan,101026.03060149611,-77.60374555934972,0.2
10,21.398067403169417,-64.90697174602658,-64.90697174602658,17776.469,-36.73478032185233,-90.15727400164769,1808000,-36.73478032185233,0.1,-29.402609,66,10,-64.90697174602658,66,0.0,-797451.9,-64.90697174602658,0.0,278072640.0,nan,21.398067403169417,-90.15727400164769,0.1
10,122295.63221126034,76047.5424241333,76047.54242413332,2035.5349,306764.47407613107,-92.92297632188468,1832000,306764.47407613107,0.3,-28.640333,67,10,76047.5424241333,67,0.0,-788543.4,76047.54242413332,0.0,255178290.0,nan,122295.63221126034,-92.92297632188468,0.3
10,130227.06680975236,92985.65372536877,92985.65372536876,6345.356,301886.6259888107,-101.53847675985354,1856000,301886.6259888107,0.4,-28.532074,68,10,92985.65372536877,68,0.0,-775813.0,92985.65372536876,0.0,265927410.0,nan,130227.06680975236,-101.53847675985354,0.4
10,128266.01023983017,68246.62393821399,68246.62393821399,2953.881,324505.88724775804,-60.15356854942462,1880000,324505.88724775804,0.5,-28.20107,69,10,68246.62393821399,69,0.0,-747616.4,68246.62393821399,0.0,253715410.0,nan,128266.01023983017,-60.15356854942462,0.5
10,129423.2680494107,81692.79267003055,81692.79267003055,1573.9487,327167.8292769745,-62.975932194656096,1904000,327167.8292769745,0.3,-28.223791,70,10,81692.79267003055,70,0.0,-757900.44,81692.79267003055,0.0,249455890.0,nan,129423.2680494107,-62.975932194656096,0.3
10,139969.3161518091,136055.5872861327,136055.5872861328,1291.062,329611.6799157652,-41.95294001835529,1928000,329611.6799157652,0.5,-28.153034,71,10,136055.5872861327,71,0.0,-764611.2,136055.5872861328,0.0,252051650.0,nan,139969.3161518091,-41.95294001835529,0.5
10,71259.7284452621,277965.26535926637,277965.26535926637,514.6033,334960.2680141413,134229.1685338339,1952000,334960.2680141413,0.8,-28.90154,72,10,277965.26535926637,72,0.0,-781028.9,277965.26535926637,0.0,253380590.0,nan,71259.7284452621,134229.1685338339,0.8
10,103726.44414479757,84914.54530283963,84914.54530283967,407.988,240967.99224085113,-21.346780844107286,1976000,240967.99224085113,0.3,-28.060446,73,10,84914.54530283963,73,0.0,-779785.6,84914.54530283967,0.0,248406300.0,nan,103726.44414479757,-21.346780844107286,0.3
10,124982.40731621887,190171.84820636097,190171.8482063609,498.71863,328667.63694222225,-20.850569237236694,2000000,328667.63694222225,0.7,-28.430391,74,10,190171.84820636097,74,0.0,-765836.1,190171.8482063609,0.0,255038300.0,nan,124982.40731621887,-20.850569237236694,0.7
10,142616.6542444846,165495.19162759036,165495.19162759036,546.8066,335758.5822108235,-20.592933078731857,2024000,335758.5822108235,0.4,-27.218086,75,10,165495.19162759036,75,0.0,-763225.56,165495.19162759036,0.0,260188540.0,nan,142616.6542444846,-20.592933078731857,0.4
10,93713.2272544503,223866.8451136584,223866.84511365835,544.37836,324419.1750789155,32801.25048011085,2048000,324419.1750789155,0.7,-26.275206,76,10,223866.8451136584,76,0.0,-770835.7,223866.84511365835,0.0,262748050.0,nan,93713.2272544503,32801.25048011085,0.7
10,72379.21715410262,140214.2028030396,140214.2028030396,389.73682,213012.62355950952,16694.096080726205,2072000,213012.62355950952,0.8,-25.679121,77,10,140214.2028030396,77,0.0,-765168.25,140214.2028030396,0.0,276280800.0,nan,72379.21715410262,16694.096080726205,0.8
10,97147.64764320642,191170.37763921628,191170.37763921634,380.8243,333687.50047750614,49654.54716892088,2096000,333687.50047750614,0.7,-24.5922,78,10,191170.37763921628,78,0.0,-784273.9,191170.37763921634,0.0,307590850.0,nan,97147.64764320642,49654.54716892088,0.7
10,147278.6131022105,133755.34950332693,133755.34950332696,2054.4255,323359.5903382972,-59.61641180672898,2120000,323359.5903382972,0.5,-27.052351,79,10,133755.34950332693,79,0.0,-878829.06,133755.34950332696,0.0,427948350.0,nan,147278.6131022105,-59.61641180672898,0.5
10,119585.81709368374,185580.52358648658,185580.52358648658,921.9684,333388.25858133653,-47.417781616676905,2144000,333388.25858133653,0.6,-22.351429,80,10,185580.52358648658,80,0.0,-1000249.75,185580.52358648658,0.0,357706500.0,nan,119585.81709368374,-47.417781616676905,0.6
10,122203.90032707466,110380.1813081636,110380.18130816359,465.03415,329345.8362476266,-33.0731170520003,2168000,329345.8362476266,0.7,-21.729544,81,10,110380.1813081636,81,0.0,-885245.8,110380.18130816359,0.0,310044580.0,nan,122203.90032707466,-33.0731170520003,0.7
10,135104.58006306738,146816.5021352147,146816.5021352147,317.588,337860.87452807196,-30.11271835732287,2192000,337860.87452807196,0.7,-22.2458,82,10,146816.5021352147,82,0.0,-824084.25,146816.5021352147,0.0,312088740.0,nan,135104.58006306738,-30.11271835732287,0.7
10,129911.48819705902,163194.30649764038,163194.30649764038,7663.145,330972.83181366476,-39.5954014948796,2216000,330972.83181366476,0.4,-25.888958,83,10,163194.30649764038,83,0.0,-790105.06,163194.30649764038,0.0,403666100.0,nan,129911.48819705902,-39.5954014948796,0.4
10,133242.1249489356,232035.6055255315,232035.6055255315,364.21045,335472.77033038245,-18.59022153822767,2240000,335472.77033038245,0.8,-24.520605,84,10,232035.6055255315,84,0.0,-837481.1,232035.6055255315,0.0,348727040.0,nan,133242.1249489356,-18.59022153822767,0.8
10,126079.81570315816,144679.35348193796,144679.3534819379,316.98276,331577.14149564464,-18.81354799080412,2264000,331577.14149564464,0.8,-24.265114,85,10,144679.35348193796,85,0.0,-799464.1,144679.3534819379,0.0,347494080.0,nan,126079.81570315816,-18.81354799080412,0.8
10,128659.80086501242,214589.31172423606,214589.31172423591,296.28732,332539.12068578036,14885.634358495605,2288000,332539.12068578036,0.8,-24.518957,86,10,214589.31172423606,86,0.0,-780831.6,214589.31172423591,0.0,354107400.0,nan,128659.80086501242,14885.634358495605,0.8
10,151797.90356938815,202612.71917850553,202612.71917850545,323.45673,332714.6335358176,-19.317100065513184,2312000,332714.6335358176,0.8,-25.484198,87,10,202612.71917850553,87,0.0,-787074.94,202612.71917850545,0.0,363414400.0,nan,151797.90356938815,-19.317100065513184,0.8
10,85206.34721200065,287453.7700906563,287453.7700906563,242.25284,329457.31219728524,33235.689452338316,2336000,329457.31219728524,0.9,-26.467243,88,10,287453.7700906563,88,0.0,-798500.56,287453.7700906563,0.0,377274900.0,nan,85206.34721200065,33235.689452338316,0.9
10,68094.74275370827,124122.10723348495,124122.1072334849,186.56625,274571.49543653947,49506.644323210305,2360000,274571.49543653947,0.8,-26.772495,89,10,124122.10723348495,89,0.0,-809793.1,124122.1072334849,0.0,374085980.0,nan,68094.74275370827,49506.644323210305,0.8
10,80548.93465499055,217079.85136772585,217079.85136772582,281.57043,311108.09996383445,76882.27226217663,2384000,311108.09996383445,0.7,-26.91686,90,10,217079.85136772585,90,0.0,-816287.75,217079.85136772582,0.0,372387360.0,nan,80548.93465499055,76882.27226217663,0.7
10,92745.70488740157,249715.8333955772,249715.8333955772,400.13925,322790.39858309756,27219.147117538323,2408000,322790.39858309756,0.8,-26.688946,91,10,249715.8333955772,91,0.0,-817245.56,249715.8333955772,0.0,372931600.0,nan,92745.70488740157,27219.147117538323,0.8
10,58458.61668526918,286591.31398434204,286591.31398434204,405.61374,330425.5043468239,148142.39978991894,2432000,330425.5043468239,0.8,-26.200035,92,10,286591.31398434204,92,0.0,-832326.5,286591.31398434204,0.0,373050180.0,nan,58458.61668526918,148142.39978991894,0.8
10,66549.00539330929,279926.35922946775,279926.3592294677,569.2395,322189.1671969752,142574.19996907868,2456000,322189.1671969752,0.8,-26.096485,93,10,279926.35922946775,93,0.0,-851796.8,279926.3592294677,0.0,377809020.0,nan,66549.00539330929,142574.19996907868,0.8
10,84781.39324203046,277754.57378559286,277754.57378559274,493.93402,330668.53695180436,55959.131580211644,2480000,330668.53695180436,0.9,-26.170698,94,10,277754.57378559286,94,0.0,-865210.5,277754.57378559274,0.0,366731600.0,nan,84781.39324203046,55959.131580211644,0.9
