TotalEnvSteps,MetaTest/Average/AverageReturn,MetaTrain/Average/QfLoss,MetaTest/Average/AverageDiscountedReturn,MetaTest/push-wall-v1/AverageReturn,MetaTest/Average/MaxReturn,MetaTest/Average/Iteration,MetaTest/Average/TerminationRate,MetaTrain/Average/PolicyLoss,MetaTest/push-wall-v1/MaxReturn,MetaTest/push-wall-v1/StdReturn,MetaTest/Average/MinReturn,MetaTrain/Average/Alpha,MetaTest/Average/NumTrajs,MetaTest/push-wall-v1/NumTrajs,MetaTest/push-wall-v1/Iteration,MetaTest/push-wall-v1/MinReturn,MetaTrain/Average/ContrastiveLoss,MetaTest/Average/SuccessRate,MetaTrain/Average/AlphaLoss,MetaTest/push-wall-v1/SuccessRate,MetaTest/Average/StdReturn,MetaTest/push-wall-v1/TerminationRate,MetaTest/push-wall-v1/AverageDiscountedReturn
1400000,62277.566364483886,315048670.0,62277.566364483886,62277.566364483886,245197.94569433562,49,0.0,-247777.73,245197.94569433562,73347.44747232286,-38.3398026587918,nan,10,10,49,-38.3398026587918,1276.2965,0.4,-24.678383,0.4,73347.44747232286,0.0,62277.566364483886
1424000,72533.79260120812,335262900.0,72533.79260120814,72533.79260120812,260190.84477079284,50,0.0,-262394.34,260190.84477079284,92003.02065927509,235.07731057481544,nan,10,10,50,235.07731057481544,417.78088,0.4,-25.03498,0.4,92003.02065927509,0.0,72533.79260120814
1448000,35335.08313333652,325331520.0,35335.083133336535,35335.08313333652,139149.69461446727,51,0.0,-265835.75,139149.69461446727,52585.91352325723,-46.47503422262913,nan,10,10,51,-46.47503422262913,653.3636,0.2,-24.468544,0.2,52585.91352325723,0.0,35335.083133336535
1472000,92849.57001821203,308715900.0,92849.570018212,92849.57001821203,263872.526953645,52,0.0,-265638.03,263872.526953645,94833.8904059078,-39.20956349556245,nan,10,10,52,-39.20956349556245,2730.1045,0.6,-23.755663,0.6,94833.8904059078,0.0,92849.570018212
1496000,82862.8206233534,306937060.0,82862.82062335341,82862.8206233534,158840.46323888004,53,0.0,-270797.97,158840.46323888004,67467.93999749632,9.168131318184923,nan,10,10,53,9.168131318184923,1160.3539,0.4,-23.040983,0.4,67467.93999749632,0.0,82862.82062335341
1520000,143544.69650696238,312733150.0,143544.69650696235,143544.69650696238,294743.69585195294,54,0.0,-276454.2,294743.69585195294,90256.68946629584,7294.79772367999,nan,10,10,54,7294.79772367999,659.81726,0.5,-22.939869,0.5,90256.68946629584,0.0,143544.69650696235
1544000,105129.51262779813,317164740.0,105129.51262779818,105129.51262779813,303247.78307861596,55,0.0,-280541.47,303247.78307861596,118097.84439883268,407.00442388564386,nan,10,10,55,407.00442388564386,3451.917,0.4,-22.82427,0.4,118097.84439883268,0.0,105129.51262779818
1568000,73250.2529580525,309964930.0,73250.2529580525,73250.2529580525,308307.76526082406,56,0.0,-273264.3,308307.76526082406,114218.30346962405,-6.118663897983033,nan,10,10,56,-6.118663897983033,28469.725,0.2,-22.74615,0.2,114218.30346962405,0.0,73250.2529580525
1592000,139221.19856319285,329076200.0,139221.19856319285,139221.19856319285,275720.3271876284,57,0.0,-283970.38,275720.3271876284,83675.91543245736,15005.067926974432,nan,10,10,57,15005.067926974432,1826.004,0.6,-22.981142,0.6,83675.91543245736,0.0,139221.19856319285
1616000,78399.97692593499,339042560.0,78399.97692593497,78399.97692593499,279294.5158794822,58,0.0,-289794.25,279294.5158794822,97761.38900259054,-38.7266774527204,nan,10,10,58,-38.7266774527204,267.1397,0.5,-23.252132,0.5,97761.38900259054,0.0,78399.97692593497
1640000,105073.58423519961,344944220.0,105073.58423519964,105073.58423519961,260659.17776926473,59,0.0,-294074.4,260659.17776926473,101984.99838904213,-20.093683877722984,nan,10,10,59,-20.093683877722984,172.77272,0.4,-23.714787,0.4,101984.99838904213,0.0,105073.58423519964
1664000,57234.89642078775,351632830.0,57234.89642078779,57234.89642078775,174178.3327286752,60,0.0,-299066.25,174178.3327286752,63909.70786879231,111.55236404985767,nan,10,10,60,111.55236404985767,190.92078,0.4,-23.854649,0.4,63909.70786879231,0.0,57234.89642078779
1688000,125852.7155425719,353269860.0,125852.71554257194,125852.7155425719,248443.1701782815,61,0.0,-303345.88,248443.1701782815,74588.82568183384,182.61815966488226,nan,10,10,61,182.61815966488226,158.8136,0.6,-24.078222,0.6,74588.82568183384,0.0,125852.71554257194
1712000,101422.96953755981,354467040.0,101422.9695375598,101422.96953755981,302942.09996820637,62,0.0,-306074.94,302942.09996820637,102274.58218939949,-80.78530837407568,nan,10,10,62,-80.78530837407568,136.61256,0.4,-24.12968,0.4,102274.58218939949,0.0,101422.9695375598
1736000,137116.543014749,351095550.0,137116.543014749,137116.543014749,305888.2180308442,63,0.0,-310228.12,305888.2180308442,103467.68861334737,985.8812526040683,nan,10,10,63,985.8812526040683,131.152,0.7,-24.324543,0.7,103467.68861334737,0.0,137116.543014749
1760000,147427.97413645993,355809060.0,147427.97413645984,147427.97413645993,271007.0043785241,64,0.0,-313974.22,271007.0043785241,96762.87253522228,7.766097622874072,nan,10,10,64,7.766097622874072,982.26074,0.6,-24.178429,0.6,96762.87253522228,0.0,147427.97413645984
1784000,101979.59728282425,355579260.0,101979.59728282421,101979.59728282425,239651.74356724974,65,0.0,-314513.16,239651.74356724974,90637.1182259338,48.667089298301214,nan,10,10,65,48.667089298301214,3569.6116,0.4,-24.287804,0.4,90637.1182259338,0.0,101979.59728282421
1808000,104014.4551364209,356207230.0,104014.45513642087,104014.4551364209,316180.95405833033,66,0.0,-317563.6,316180.95405833033,119378.61249590472,11.1363567195684,nan,10,10,66,11.1363567195684,7130.3857,0.4,-24.32342,0.4,119378.61249590472,0.0,104014.45513642087
1832000,96016.84722003868,371036770.0,96016.84722003868,96016.84722003868,208942.32094617124,67,0.0,-322070.16,208942.32094617124,67287.56732703559,12088.77989464684,nan,10,10,67,12088.77989464684,5290.5396,0.5,-24.352528,0.5,67287.56732703559,0.0,96016.84722003868
1856000,101977.6552682066,376246300.0,101977.65526820658,101977.6552682066,223626.17670180366,68,0.0,-326382.3,223626.17670180366,83852.14662011768,4954.065743514749,nan,10,10,68,4954.065743514749,13623.985,0.5,-23.986477,0.5,83852.14662011768,0.0,101977.65526820658
1880000,134739.94723727106,379607520.0,134739.947237271,134739.94723727106,284297.8837287815,69,0.0,-328831.88,284297.8837287815,111125.61346739915,2230.170026376465,nan,10,10,69,2230.170026376465,13588.31,0.5,-23.77643,0.5,111125.61346739915,0.0,134739.947237271
1904000,100120.9312146133,387421440.0,100120.93121461329,100120.9312146133,232271.61652295347,70,0.0,-332151.44,232271.61652295347,95692.26742088053,-16.851299295890353,nan,10,10,70,-16.851299295890353,5742.2075,0.6,-23.695627,0.6,95692.26742088053,0.0,100120.93121461329
1928000,123407.52585136383,395427260.0,123407.52585136387,123407.52585136383,260046.7255915994,71,0.0,-334275.4,260046.7255915994,75298.6246051914,-10.123575978225482,nan,10,10,71,-10.123575978225482,5531.735,0.4,-23.89188,0.4,75298.6246051914,0.0,123407.52585136387
1952000,60849.69741541393,399115550.0,60849.69741541393,60849.69741541393,278838.02328781993,72,0.0,-337920.72,278838.02328781993,89669.37838938949,-13.550360808992675,nan,10,10,72,-13.550360808992675,5261.189,0.3,-24.059141,0.3,89669.37838938949,0.0,60849.69741541393
1976000,136570.03653698842,405368830.0,136570.03653698845,136570.03653698842,312714.8787578334,73,0.0,-344442.75,312714.8787578334,98018.3930524453,16764.845692024734,nan,10,10,73,16764.845692024734,9909.15,0.7,-23.923899,0.7,98018.3930524453,0.0,136570.03653698845
2000000,126376.45679110367,407494750.0,126376.45679110366,126376.45679110367,300491.8780479319,74,0.0,-345631.16,300491.8780479319,111807.26986446153,-43.22022484582104,nan,10,10,74,-43.22022484582104,8437.46,0.6,-23.98821,0.6,111807.26986446153,0.0,126376.45679110366
2024000,85482.63348110786,422885800.0,85482.63348110784,85482.63348110786,205146.61395575677,75,0.0,-355040.97,205146.61395575677,71645.85794906878,5231.5133829724655,nan,10,10,75,5231.5133829724655,1655.288,0.5,-24.16852,0.5,71645.85794906878,0.0,85482.63348110784
2048000,71137.93585369822,424064540.0,71137.93585369825,71137.93585369822,262413.6782500846,76,0.0,-358837.38,262413.6782500846,78878.88183920586,47.630896998042445,nan,10,10,76,47.630896998042445,258.12473,0.3,-24.192547,0.3,78878.88183920586,0.0,71137.93585369825
2072000,73786.90215272724,426116380.0,73786.90215272723,73786.90215272724,229946.40717252847,77,0.0,-357097.3,229946.40717252847,78357.63701341156,32.31535330788953,nan,10,10,77,32.31535330788953,2982.374,0.5,-24.476686,0.5,78357.63701341156,0.0,73786.90215272723
2096000,57053.32094122827,426487260.0,57053.32094122826,57053.32094122827,182339.039634396,78,0.0,-363389.16,182339.039634396,66528.61290938505,17.030784958844773,nan,10,10,78,17.030784958844773,441.03946,0.3,-24.800934,0.3,66528.61290938505,0.0,57053.32094122826
2120000,60410.21726636817,423561440.0,60410.21726636818,60410.21726636817,196456.37950850025,79,0.0,-362462.72,196456.37950850025,75900.97307583327,-100.3838918986905,nan,10,10,79,-100.3838918986905,432.51495,0.3,-24.85226,0.3,75900.97307583327,0.0,60410.21726636818
2144000,73162.93640565581,444252400.0,73162.93640565583,73162.93640565581,228829.7883359222,80,0.0,-368596.1,228829.7883359222,73812.95886065908,-1.5577305331912636,nan,10,10,80,-1.5577305331912636,593.6217,0.6,-25.008137,0.6,73812.95886065908,0.0,73162.93640565583
2168000,63445.13580863057,448272960.0,63445.13580863057,63445.13580863057,330437.92952289345,81,0.0,-372982.4,330437.92952289345,97680.38416104528,1064.8903079472125,nan,10,10,81,1064.8903079472125,795.94415,0.4,-25.168074,0.4,97680.38416104528,0.0,63445.13580863057
2192000,121968.17596970107,449953200.0,121968.17596970103,121968.17596970107,250382.38027898717,82,0.0,-372995.47,250382.38027898717,88344.8003769056,-2.32153838809113,nan,10,10,82,-2.32153838809113,615.521,0.5,-25.269531,0.5,88344.8003769056,0.0,121968.17596970103
2216000,72206.0332033564,454330400.0,72206.03320335639,72206.0332033564,256456.020655658,83,0.0,-376658.2,256456.020655658,80235.6789851323,10.088126918558197,nan,10,10,83,10.088126918558197,426.91656,0.6,-25.355907,0.6,80235.6789851323,0.0,72206.03320335639
2240000,71786.86410325786,469843200.0,71786.86410325789,71786.86410325786,205321.1937691296,84,0.0,-378484.25,205321.1937691296,70341.92718726886,2087.3905364326306,nan,10,10,84,2087.3905364326306,374.04965,0.3,-25.414116,0.3,70341.92718726886,0.0,71786.86410325789
2264000,67211.77691916497,486712160.0,67211.776919165,67211.77691916497,151363.57128664159,85,0.0,-384738.03,151363.57128664159,61419.48982087475,99.75700267900751,nan,10,10,85,99.75700267900751,305.61075,0.5,-25.320782,0.5,61419.48982087475,0.0,67211.776919165
2288000,115434.4810259371,508183940.0,115434.4810259371,115434.4810259371,194601.10204727008,86,0.0,-392096.2,194601.10204727008,79363.33750499955,-3.683382390529503,nan,10,10,86,-3.683382390529503,208.98233,0.5,-25.490898,0.5,79363.33750499955,0.0,115434.4810259371
2312000,104983.90656908885,516081180.0,104983.90656908884,104983.90656908885,276025.6455124825,87,0.0,-402528.12,276025.6455124825,102261.09637259165,17.35429505133925,nan,10,10,87,17.35429505133925,104.42846,0.6,-25.309574,0.6,102261.09637259165,0.0,104983.90656908884
2336000,111403.17561752084,521291070.0,111403.17561752084,111403.17561752084,266710.5820627648,88,0.0,-405987.88,266710.5820627648,106947.70106797748,1364.7087096251366,nan,10,10,88,1364.7087096251366,144.72919,0.5,-25.420233,0.5,106947.70106797748,0.0,111403.17561752084
2360000,144251.5089390166,531123500.0,144251.50893901658,144251.5089390166,311777.74633807654,89,0.0,-411925.16,311777.74633807654,96689.54710192153,3333.219705604327,nan,10,10,89,3333.219705604327,118.27061,0.6,-25.438368,0.6,96689.54710192153,0.0,144251.50893901658
2384000,115777.3824396173,545303400.0,115777.3824396173,115777.3824396173,187298.96746394114,90,0.0,-420001.94,187298.96746394114,55332.45660413721,7559.700105669851,nan,10,10,90,7559.700105669851,133.98378,0.6,-25.600847,0.6,55332.45660413721,0.0,115777.3824396173
2408000,93947.93753895203,567207940.0,93947.93753895203,93947.93753895203,197861.93597786245,91,0.0,-424003.38,197861.93597786245,68879.22539866035,66.09071779552094,nan,10,10,91,66.09071779552094,345.52188,0.6,-25.722813,0.6,68879.22539866035,0.0,93947.93753895203
2432000,90980.46160053826,567430900.0,90980.46160053826,90980.46160053826,259105.6253944483,92,0.0,-421487.28,259105.6253944483,89311.6545396707,439.12856042668136,nan,10,10,92,439.12856042668136,130.40114,0.5,-25.74413,0.5,89311.6545396707,0.0,90980.46160053826
2456000,95134.60721395929,553611140.0,95134.60721395932,95134.60721395929,200117.5097118704,93,0.0,-420753.66,200117.5097118704,78011.86563493621,1397.8876109512407,nan,10,10,93,1397.8876109512407,200.621,0.6,-25.901628,0.6,78011.86563493621,0.0,95134.60721395932
2480000,111284.99883040856,539328060.0,111284.99883040859,111284.99883040856,252203.06524761388,94,0.0,-427498.22,252203.06524761388,95117.9925424257,-59.79656017813069,nan,10,10,94,-59.79656017813069,319.89383,0.7,-25.866219,0.7,95117.9925424257,0.0,111284.99883040859
2504000,99018.73746671776,528982880.0,99018.73746671775,99018.73746671776,225153.96595742708,95,0.0,-431721.66,225153.96595742708,80212.88362981078,-76.4640835753974,nan,10,10,95,-76.4640835753974,157.48509,0.6,-25.907578,0.6,80212.88362981078,0.0,99018.73746671775
