policy/KLBefore,policy/LossAfter,MetaTest/Average/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/Iteration,policy/dLoss,MetaTest/pick-place-wall-v1/AverageReturn,pick-place-wall-v1/MaxReturn,pick-place-wall-v1/NumEpisodes,MetaTest/pick-place-wall-v1/MaxReturn,policy/LossBefore,Average/StdReturn,Average/AverageDiscountedReturn,TotalEnvSteps,MetaTest/pick-place-wall-v1/StdReturn,MetaTest/Average/TerminationRate,pick-place-wall-v1/AverageReturn,Average/SuccessRate,pick-place-wall-v1/StdReturn,MetaTest/pick-place-wall-v1/SuccessRate,MetaTest/Average/MaxReturn,pick-place-wall-v1/AverageDiscountedReturn,MetaTest/Average/SuccessRate,MetaTest/pick-place-wall-v1/NumEpisodes,MetaTest/Average/MinReturn,pick-place-wall-v1/MinReturn,pick-place-wall-v1/TerminationRate,MetaTest/Average/StdReturn,Average/Iteration,Average/TerminationRate,MetaTest/Average/Iteration,LinearFeatureBaseline/ExplainedVariance,MetaTest/Average/NumEpisodes,MetaTest/Average/AverageReturn,policy/KL,policy/Entropy,Average/NumEpisodes,Average/MinReturn,pick-place-wall-v1/SuccessRate,MetaTest/pick-place-wall-v1/AverageDiscountedReturn,MetaTest/pick-place-wall-v1/TerminationRate,MetaTest/pick-place-wall-v1/MinReturn,Average/AverageReturn,pick-place-wall-v1/Iteration,Average/MaxReturn
0.0,-0.015287304,-37.78244013154354,1,0.012143542,-37.78244013154355,46.72830755445448,100,-22.94732515002908,-0.0031437622,13.456721061274134,-15.888429334283853,220000,9.964271353907453,0.0,-40.06012937764494,0.0,13.456721061274134,0.0,-22.94732515002908,-15.888429334283853,0.0,10,-62.912082922729255,-67.37200501813588,0.0,9.964271353907453,10,0.0,1,0.3035868575897849,10,-37.78244013154355,0.0052379235,5.5396576,100,-67.37200501813588,0.0,-37.78244013154354,0.0,-62.912082922729255,-40.06012937764494,10,46.72830755445448
0.0,-0.0073276735,,,-0.000293829,,36.023582954884006,100,,-0.0076215025,12.686946868573317,-15.181361389536425,240000,,,-37.5763130555429,0.0,12.686946868573317,,,-15.181361389536425,,,,-78.16437754904791,0.0,,11,0.0,,0.2598415460580179,,,0.0082456935,5.5278354,100,-78.16437754904791,0.0,,,,-37.5763130555429,11,36.023582954884006
0.0,-0.0058468245,,,0.004715266,,-25.781713365563483,100,,-0.0011315582,11.202665105399532,-15.347476032234622,260000,,,-40.103352488178764,0.0,11.202665105399532,,,-15.347476032234622,,,,-76.21727258116977,0.0,,12,0.0,,0.339843086357116,,,0.0029615338,5.5212226,100,-76.21727258116977,0.0,,,,-40.103352488178764,12,-25.781713365563483
0.0,-0.011614701,,,0.006905541,,-25.098429525613682,100,,-0.00470916,9.891006327064686,-15.038839401954524,280000,,,-38.190168087568594,0.0,9.891006327064686,,,-15.038839401954524,,,,-78.03057057968383,0.0,,13,0.0,,0.3574765193007483,,,0.008945796,5.5166245,100,-78.03057057968383,0.0,,,,-38.190168087568594,13,-25.098429525613682
0.0,-0.0051907073,,,0.007997327,,-17.32183063179921,100,,0.0028066193,10.111205899552846,-14.91568266859983,300000,,,-37.76114331784779,0.0,10.111205899552846,,,-14.91568266859983,,,,-69.14044822307768,0.0,,14,0.0,,0.2708198491806967,,,0.0034843148,5.512728,100,-69.14044822307768,0.0,,,,-37.76114331784779,14,-17.32183063179921
0.0,-0.02266302,,,0.0116977105,,-26.453835942745222,100,,-0.010965309,8.895819075454016,-14.453978058526694,320000,,,-36.89981680017295,0.0,8.895819075454016,,,-14.453978058526694,,,,-67.59239151806133,0.0,,15,0.0,,0.3567756515609216,,,0.012382223,5.5102134,100,-67.59239151806133,0.0,,,,-36.89981680017295,15,-26.453835942745222
0.0,-0.010598407,,,0.0064627076,,-22.980545019283966,100,,-0.0041356995,8.766501004758396,-14.682227810739619,340000,,,-37.57721411406689,0.0,8.766501004758396,,,-14.682227810739619,,,,-61.835772550215935,0.0,,16,0.0,,0.30751204985079494,,,0.0076586036,5.508746,100,-61.835772550215935,0.0,,,,-37.57721411406689,16,-22.980545019283966
0.0,-0.023473203,,,0.012439713,,54.696883199891786,100,,-0.01103349,12.215048974040661,-14.450373961515881,360000,,,-36.45597712159374,0.0,12.215048974040661,,,-14.450373961515881,,,,-63.8554391336098,0.0,,17,0.0,,0.3336608517357066,,,0.010617004,5.5058875,100,-63.8554391336098,0.0,,,,-36.45597712159374,17,54.696883199891786
0.0,-0.0029283357,,,0.0075041414,,45.99185223864145,100,,0.0045758057,12.742780891896267,-14.508881108945147,380000,,,-35.737146469318844,0.0,12.742780891896267,,,-14.508881108945147,,,,-70.54122519092549,0.0,,18,0.0,,0.2930828855773733,,,0.009142479,5.505036,100,-70.54122519092549,0.0,,,,-35.737146469318844,18,45.99185223864145
0.0,-0.018069902,,,0.010048672,,-21.811339187471162,100,,-0.008021231,7.850487133459528,-14.222525302952047,400000,,,-35.790874322543814,0.0,7.850487133459528,,,-14.222525302952047,,,,-57.54157988074674,0.0,,19,0.0,,0.3274160164258648,,,0.008237703,5.5043488,100,-57.54157988074674,0.0,,,,-35.790874322543814,19,-21.811339187471162
0.0,-0.012291579,-37.8162007141123,2,0.008268562,-37.816200714112306,-23.542354102362825,100,-29.854857636533115,-0.0040230164,7.799504168774225,-14.353282287245632,420000,5.615574829089902,0.0,-36.7439248235706,0.0,7.799504168774225,0.0,-29.854857636533115,-14.353282287245632,0.0,10,-49.216903935113855,-62.55791017670306,0.0,5.615574829089902,20,0.0,2,0.3085427055274298,10,-37.816200714112306,0.009322635,5.503891,100,-62.55791017670306,0.0,-37.8162007141123,0.0,-49.216903935113855,-36.7439248235706,20,-23.542354102362825
0.0,-0.013529414,,,0.0063520255,,-21.714215492027023,100,,-0.0071773888,7.103662225874069,-14.092362408535045,440000,,,-35.05658813630139,0.0,7.103662225874069,,,-14.092362408535045,,,,-52.44807786116423,0.0,,21,0.0,,0.3236768135620456,,,0.0049981438,5.503425,100,-52.44807786116423,0.0,,,,-35.05658813630139,21,-21.714215492027023
0.0,-0.014778511,,,0.006781644,,-23.8619638760185,100,,-0.0079968665,7.767832694913592,-14.147435432309043,460000,,,-34.35023145482171,0.0,7.767832694913592,,,-14.147435432309043,,,,-74.06450604234048,0.0,,22,0.0,,0.3849556996538337,,,0.014929523,5.496572,100,-74.06450604234048,0.0,,,,-34.35023145482171,22,-23.8619638760185
0.0,-0.018221337,,,0.010388198,,-22.952522048256903,100,,-0.007833139,9.725457196676755,-14.891087469860924,480000,,,-38.64388774798865,0.0,9.725457196676755,,,-14.891087469860924,,,,-79.0218021026198,0.0,,23,0.0,,0.34237302878673836,,,0.007952446,5.4914527,100,-79.0218021026198,0.0,,,,-38.64388774798865,23,-22.952522048256903
0.0,-0.001644482,,,-0.00030135387,,-23.628016406913392,100,,-0.0019458359,5.082128078829899,-13.105109181447006,500000,,,-31.70703358109275,0.0,5.082128078829899,,,-13.105109181447006,,,,-44.02080253100468,0.0,,24,0.0,,0.27292761184144987,,,0.0074982774,5.4897547,100,-44.02080253100468,0.0,,,,-31.70703358109275,24,-23.628016406913392
0.0,-0.017188217,,,0.008662577,,112.91764032548294,100,,-0.008525641,17.500460027267895,-13.82025035929954,520000,,,-33.048826077385385,0.0,17.500460027267895,,,-13.82025035929954,,,,-57.27613336837117,0.0,,25,0.0,,0.2781568171568506,,,0.005016384,5.479431,100,-57.27613336837117,0.0,,,,-33.048826077385385,25,112.91764032548294
0.0,-0.008105173,,,0.0046857083,,-21.374279407278717,100,,-0.0034194642,7.205960283148511,-13.55568314409921,540000,,,-32.741477817545466,0.0,7.205960283148511,,,-13.55568314409921,,,,-70.58981198624103,0.0,,26,0.0,,0.3802589491111702,,,0.01366807,5.4681926,100,-70.58981198624103,0.0,,,,-32.741477817545466,26,-21.374279407278717
0.0,-0.014151181,,,0.010466521,,-23.455233576870768,100,,-0.0036846604,6.911516285563853,-14.23473580399055,560000,,,-36.69523532744538,0.0,6.911516285563853,,,-14.23473580399055,,,,-55.920352811339995,0.0,,27,0.0,,0.40728940647448597,,,0.013368014,5.462918,100,-55.920352811339995,0.0,,,,-36.69523532744538,27,-23.455233576870768
0.0,0.0007166138,,,0.002709727,,-22.287752857422657,100,,0.0034263409,5.223092374051753,-13.178428901940258,580000,,,-31.477138422823558,0.0,5.223092374051753,,,-13.178428901940258,,,,-56.64651850483773,0.0,,28,0.0,,0.315443819934245,,,0.00457535,5.4619346,100,-56.64651850483773,0.0,,,,-31.477138422823558,28,-22.287752857422657
0.0,0.005385976,,,0.00476573,,-16.587573136391565,100,,0.010151706,7.493834170578946,-13.770600212530287,600000,,,-33.45916413189959,0.0,7.493834170578946,,,-13.770600212530287,,,,-55.60278113978706,0.0,,29,0.0,,0.30877657492926336,,,0.008293554,5.4640803,100,-55.60278113978706,0.0,,,,-33.45916413189959,29,-16.587573136391565
0.0,-0.0025580993,-35.918388211028116,3,0.004425306,-35.91838821102812,-21.56809466344027,100,-28.37957741413078,0.0018672065,5.237681219709612,-12.877012036468662,620000,6.826471418682484,0.0,-30.909996614690154,0.0,5.237681219709612,0.0,-28.37957741413078,-12.877012036468662,0.0,10,-48.12201081590544,-54.64745252608777,0.0,6.826471418682484,30,0.0,3,0.3412665003246398,10,-35.91838821102812,0.004589932,5.4636765,100,-54.64745252608777,0.0,-35.918388211028116,0.0,-48.12201081590544,-30.909996614690154,30,-21.56809466344027
0.0,-0.004302414,,,0.0030423875,,-20.868436725026505,100,,-0.0012600266,5.772050281646065,-12.969441622017152,640000,,,-31.408608384332894,0.0,5.772050281646065,,,-12.969441622017152,,,,-52.128456189516484,0.0,,31,0.0,,0.3079173116339988,,,0.009461224,5.4598565,100,-52.128456189516484,0.0,,,,-31.408608384332894,31,-20.868436725026505
0.0,-0.016733093,,,0.009429626,,-20.589967848003393,100,,-0.007303467,6.758822022328218,-13.507518357600851,660000,,,-32.90229079179493,0.0,6.758822022328218,,,-13.507518357600851,,,,-60.07676283376735,0.0,,32,0.0,,0.33090019585662,,,0.013418778,5.45474,100,-60.07676283376735,0.0,,,,-32.90229079179493,32,-20.589967848003393
0.0,-0.0059983903,,,0.0040010484,,-21.370356422199293,100,,-0.0019973419,5.325272030681535,-12.953283773944499,680000,,,-31.496288861666002,0.0,5.325272030681535,,,-12.953283773944499,,,,-46.42456372570273,0.0,,33,0.0,,0.26695955068123123,,,0.0035946416,5.4538345,100,-46.42456372570273,0.0,,,,-31.496288861666002,33,-21.370356422199293
0.0,-0.0047321008,,,0.00084008044,,-21.017961297556162,100,,-0.0038920203,4.563215824016204,-12.890111556108428,700000,,,-30.5367095951457,0.0,4.563215824016204,,,-12.890111556108428,,,,-46.11095015674629,0.0,,34,0.0,,0.19575779495301082,,,0.0074296454,5.4516835,100,-46.11095015674629,0.0,,,,-30.5367095951457,34,-21.017961297556162
0.0,-0.0055758813,,,0.0019456309,,-22.066859398261858,100,,-0.0036302505,4.6676107648865015,-12.758519545259082,720000,,,-30.25060174530285,0.0,4.6676107648865015,,,-12.758519545259082,,,,-47.53117161952721,0.0,,35,0.0,,0.31091525101406303,,,0.00568374,5.447433,100,-47.53117161952721,0.0,,,,-30.25060174530285,35,-22.066859398261858
0.0,-0.0004465721,,,0.0003413437,,-18.498899375856965,100,,-0.00010522842,4.189440862190114,-12.593418701423843,740000,,,-29.43921955346925,0.0,4.189440862190114,,,-12.593418701423843,,,,-41.8530758280702,0.0,,36,0.0,,0.3449174327160368,,,0.004846122,5.442571,100,-41.8530758280702,0.0,,,,-29.43921955346925,36,-18.498899375856965
0.0,-0.009553772,,,0.0020366912,,-21.33910105681934,100,,-0.007517081,4.86310557307769,-12.84229128364114,760000,,,-30.666716839519417,0.0,4.86310557307769,,,-12.84229128364114,,,,-44.19456218819972,0.0,,37,0.0,,0.3037179874057173,,,0.009366019,5.439118,100,-44.19456218819972,0.0,,,,-30.666716839519417,37,-21.33910105681934
0.0,-0.011281424,,,0.0063407696,,-22.523728634477493,100,,-0.0049406546,6.235564832863144,-13.292207137637524,780000,,,-32.410029107626784,0.0,6.235564832863144,,,-13.292207137637524,,,,-54.937446754287734,0.0,,38,0.0,,0.4275020533933077,,,0.020716667,5.43344,100,-54.937446754287734,0.0,,,,-32.410029107626784,38,-22.523728634477493
0.0,-0.006545265,,,0.0063117235,,-21.037507418626777,100,,-0.00023354187,5.818188193622454,-13.398324679148628,800000,,,-33.22240715524594,0.0,5.818188193622454,,,-13.398324679148628,,,,-47.57007124261419,0.0,,39,0.0,,0.34710660590574904,,,0.015925357,5.4291615,100,-47.57007124261419,0.0,,,,-33.22240715524594,39,-21.037507418626777
0.0,-0.003769498,-30.226638933346386,4,0.002708107,-30.226638933346386,-22.435966169464315,100,-19.469358145677948,-0.0010613911,5.036961344178283,-12.937362071712982,820000,5.79814250003201,0.0,-30.871151688985293,0.0,5.036961344178283,0.0,-19.469358145677948,-12.937362071712982,0.0,10,-37.39689663599029,-54.6547401585407,0.0,5.79814250003201,40,0.0,4,0.34696298574943185,10,-30.226638933346386,0.015183379,5.424857,100,-54.6547401585407,0.0,-30.226638933346386,0.0,-37.39689663599029,-30.871151688985293,40,-22.435966169464315
0.0,-0.0055658235,,,0.002406476,,-21.51990209072236,100,,-0.0031593475,5.127277354480982,-12.981668667934024,840000,,,-31.546374647490648,0.0,5.127277354480982,,,-12.981668667934024,,,,-52.2039127721501,0.0,,41,0.0,,0.3171877068378208,,,0.015200351,5.4183297,100,-52.2039127721501,0.0,,,,-31.546374647490648,41,-21.51990209072236
0.0,-0.011471785,,,0.0033223405,,-18.730594520447227,100,,-0.008149444,5.697936515402013,-12.667911316920124,860000,,,-29.89951277985725,0.0,5.697936515402013,,,-12.667911316920124,,,,-49.21525876881905,0.0,,42,0.0,,0.3937035923878641,,,0.01250023,5.412185,100,-49.21525876881905,0.0,,,,-29.89951277985725,42,-18.730594520447227
0.0,-0.008057656,,,0.0057396237,,-22.36770981882171,100,,-0.002318032,5.201843186801395,-13.116624571372036,880000,,,-31.96708689046652,0.0,5.201843186801395,,,-13.116624571372036,,,,-46.54940280387435,0.0,,43,0.0,,0.3288239804649008,,,0.02159539,5.409782,100,-46.54940280387435,0.0,,,,-31.96708689046652,43,-22.36770981882171
0.0,-0.007683557,,,0.006175205,,-22.599854358873205,100,,-0.0015083519,5.105957604088789,-12.772188262988358,900000,,,-30.640086139583612,0.0,5.105957604088789,,,-12.772188262988358,,,,-50.13526721395542,0.0,,44,0.0,,0.3976409209951395,,,0.018515928,5.410613,100,-50.13526721395542,0.0,,,,-30.640086139583612,44,-22.599854358873205
0.0,-0.0049345884,,,0.005122307,,-19.22155389688685,100,,0.00018771896,4.84523907883814,-12.692126654324648,920000,,,-30.48830105328561,0.0,4.84523907883814,,,-12.692126654324648,,,,-43.994598299207105,0.0,,45,0.0,,0.3243686372491704,,,0.0068264673,5.4111147,100,-43.994598299207105,0.0,,,,-30.48830105328561,45,-19.22155389688685
0.0,-0.0015687133,,,0.00025515747,,-22.383546078720215,100,,-0.0013135559,4.754169448488528,-12.658751053349768,940000,,,-29.59360769781792,0.0,4.754169448488528,,,-12.658751053349768,,,,-54.69600397508262,0.0,,46,0.0,,0.4210362089340668,,,0.00046083413,5.4085817,100,-54.69600397508262,0.0,,,,-29.59360769781792,46,-22.383546078720215
0.0,-0.006750194,,,0.0032351536,,-21.364444238548778,100,,-0.0035150403,4.25769344904433,-12.626092097123781,960000,,,-29.298636867454785,0.0,4.25769344904433,,,-12.626092097123781,,,,-45.39152828840329,0.0,,47,0.0,,0.299355449426677,,,0.013352729,5.4054694,100,-45.39152828840329,0.0,,,,-29.298636867454785,47,-21.364444238548778
0.0,-0.008047894,,,0.0047358824,,-21.16802881183362,100,,-0.0033120112,4.596026373377415,-13.061542346551613,980000,,,-31.831648556073628,0.0,4.596026373377415,,,-13.061542346551613,,,,-45.49162835650666,0.0,,48,0.0,,0.36417521455466895,,,0.012972244,5.4008183,100,-45.49162835650666,0.0,,,,-31.831648556073628,48,-21.16802881183362
0.0,-0.0024912094,,,0.0012601318,,-22.64671465567077,100,,-0.0012310776,4.231952698318033,-12.595051025959556,1000000,,,-29.652268799777172,0.0,4.231952698318033,,,-12.595051025959556,,,,-49.597348588877985,0.0,,49,0.0,,0.36595311860721136,,,0.010546632,5.396195,100,-49.597348588877985,0.0,,,,-29.652268799777172,49,-22.64671465567077
0.0,-0.0050607934,-32.172805616711166,5,0.0030661107,-32.17280561671117,-21.95782900383413,100,-23.216020224314306,-0.0019946827,5.364416803913738,-12.898933417096668,1020000,6.763656073918414,0.0,-31.210923462859355,0.0,5.364416803913738,0.0,-23.216020224314306,-12.898933417096668,0.0,10,-42.70261225477732,-47.78544957319262,0.0,6.763656073918414,50,0.0,5,0.30865632064683357,10,-32.17280561671117,0.014390489,5.390014,100,-47.78544957319262,0.0,-32.172805616711166,0.0,-42.70261225477732,-31.210923462859355,50,-21.95782900383413
0.0,-0.00243042,,,0.0021025848,,-21.833599801094607,100,,-0.0003278351,4.701355239520036,-12.696466206407745,1040000,,,-30.100816298218565,0.0,4.701355239520036,,,-12.696466206407745,,,,-50.4452564237754,0.0,,51,0.0,,0.26387814688086997,,,0.016649095,5.382861,100,-50.4452564237754,0.0,,,,-30.100816298218565,51,-21.833599801094607
0.0,-0.0015027156,,,0.0047453814,,-22.200625605562628,100,,0.003242666,5.68950939304403,-12.953918611643797,1060000,,,-31.52011425144587,0.0,5.68950939304403,,,-12.953918611643797,,,,-49.55789035793281,0.0,,52,0.0,,0.34443130498956154,,,0.016885849,5.3768697,100,-49.55789035793281,0.0,,,,-31.52011425144587,52,-22.200625605562628
0.0,-0.0078453,,,0.0033249496,,-20.616381346296784,100,,-0.0045203506,4.972236150420211,-12.616573983147102,1080000,,,-29.625175188748287,0.0,4.972236150420211,,,-12.616573983147102,,,,-58.56856856558099,0.0,,53,0.0,,0.4284479769275795,,,0.020180115,5.372178,100,-58.56856856558099,0.0,,,,-29.625175188748287,53,-20.616381346296784
0.0,-0.011559035,,,0.006259925,,-21.188773629121542,100,,-0.0052991095,5.003383731559855,-13.31521808867704,1100000,,,-32.42098340550434,0.0,5.003383731559855,,,-13.31521808867704,,,,-46.08042638319091,0.0,,54,0.0,,0.39194835030170294,,,0.020314744,5.371179,100,-46.08042638319091,0.0,,,,-32.42098340550434,54,-21.188773629121542
0.0,-0.01058204,,,0.0053642527,,-21.60539270242197,100,,-0.0052177873,4.570429811869008,-12.675073324489642,1120000,,,-30.51669271978428,0.0,4.570429811869008,,,-12.675073324489642,,,,-43.60584414322027,0.0,,55,0.0,,0.3344556229268455,,,0.018709289,5.3691707,100,-43.60584414322027,0.0,,,,-30.51669271978428,55,-21.60539270242197
0.0,-0.0064350558,,,0.0042533022,,-21.475380147040443,100,,-0.0021817535,4.9338228026156,-13.076294191327452,1140000,,,-31.748434233669876,0.0,4.9338228026156,,,-13.076294191327452,,,,-42.52230608271151,0.0,,56,0.0,,0.3666735248075782,,,0.0144572025,5.3666053,100,-42.52230608271151,0.0,,,,-31.748434233669876,56,-21.475380147040443
0.0,-0.006193462,,,0.0022535985,,-21.57524008971127,100,,-0.0039398633,3.7475529953512634,-12.463427715953001,1160000,,,-29.321052305659595,0.0,3.7475529953512634,,,-12.463427715953001,,,,-42.01801466561944,0.0,,57,0.0,,0.30566572536213343,,,0.0029533205,5.3647,100,-42.01801466561944,0.0,,,,-29.321052305659595,57,-21.57524008971127
0.0,-0.0032181973,,,0.00016128435,,-19.07441209986074,100,,-0.003056913,4.442237713273072,-12.537373474545289,1180000,,,-29.534158917398003,0.0,4.442237713273072,,,-12.537373474545289,,,,-49.1497972129816,0.0,,58,0.0,,0.28832664671929653,,,0.007035575,5.3589425,100,-49.1497972129816,0.0,,,,-29.534158917398003,58,-19.07441209986074
0.0,-0.0075506037,,,0.0019947481,,-20.849028247992166,100,,-0.0055558556,4.273611633903508,-12.50263948872614,1200000,,,-29.632535737536465,0.0,4.273611633903508,,,-12.50263948872614,,,,-41.07742833430344,0.0,,59,0.0,,0.3381543955653812,,,0.012137387,5.3519216,100,-41.07742833430344,0.0,,,,-29.632535737536465,59,-20.849028247992166
0.0,-0.008632858,-29.251602397823017,6,0.0063162325,-29.251602397823014,-22.094553014909376,100,-23.338531077327715,-0.0023166256,4.588252242288909,-12.712992747691738,1220000,4.522501074927057,0.0,-30.184020084605972,0.0,4.588252242288909,0.0,-23.338531077327715,-12.712992747691738,0.0,10,-38.663990841147,-42.7123309895011,0.0,4.522501074927057,60,0.0,6,0.4173375111633496,10,-29.251602397823014,0.019813562,5.3435054,100,-42.7123309895011,0.0,-29.251602397823017,0.0,-38.663990841147,-30.184020084605972,60,-22.094553014909376
0.0,-0.007396692,,,0.0070893234,,-20.77876262080093,100,,-0.00030736846,5.351250334479635,-12.819138443674628,1240000,,,-31.096787815394595,0.0,5.351250334479635,,,-12.819138443674628,,,,-49.22858998893038,0.0,,61,0.0,,0.3869244459392309,,,0.015210477,5.336438,100,-49.22858998893038,0.0,,,,-31.096787815394595,61,-20.77876262080093
0.0,-0.006463689,,,0.0050996253,,-20.86766449769834,100,,-0.0013640636,5.525316590180452,-12.589321895681724,1260000,,,-29.95710985536368,0.0,5.525316590180452,,,-12.589321895681724,,,,-59.201402337115844,0.0,,62,0.0,,0.3977086893728634,,,0.022755489,5.330161,100,-59.201402337115844,0.0,,,,-29.95710985536368,62,-20.86766449769834
0.0,-0.012791155,,,0.0068485616,,-22.83613933834962,100,,-0.0059425933,5.525332374109022,-12.947255665333572,1280000,,,-31.95098315028404,0.0,5.525332374109022,,,-12.947255665333572,,,,-49.50203806873865,0.0,,63,0.0,,0.3155114893176616,,,0.018281726,5.326072,100,-49.50203806873865,0.0,,,,-31.95098315028404,63,-22.83613933834962
0.0,-0.0053111715,,,0.0042379266,,-19.472078251560657,100,,-0.0010732448,5.344909697418772,-12.741855562663794,1300000,,,-30.13993168466833,0.0,5.344909697418772,,,-12.741855562663794,,,,-47.50605346797163,0.0,,64,0.0,,0.3657049232320604,,,0.01819871,5.321732,100,-47.50605346797163,0.0,,,,-30.13993168466833,64,-19.472078251560657
0.0,-0.0066746925,,,0.004839028,,-20.868492663500906,100,,-0.0018356644,5.564923975930401,-12.92849383703894,1320000,,,-31.07008756283027,0.0,5.564923975930401,,,-12.92849383703894,,,,-54.20620085907434,0.0,,65,0.0,,0.3668262845309793,,,0.01978316,5.311351,100,-54.20620085907434,0.0,,,,-31.07008756283027,65,-20.868492663500906
