MetaTest/coffee-button-v1/SuccessRate,policy/KLBefore,MetaTest/Average/MinReturn,Average/StdReturn,MetaTest/Average/Iteration,MetaTest/coffee-button-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/SuccessRate,policy/Entropy,Average/MinReturn,Average/AverageReturn,policy/LossBefore,coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,Average/MaxReturn,Average/SuccessRate,coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/Average/AverageReturn,coffee-button-v1/StdReturn,Average/NumEpisodes,policy/LossAfter,coffee-button-v1/NumEpisodes,MetaTest/Average/MaxReturn,coffee-button-v1/TerminationRate,Average/Iteration,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,policy/KL,MetaTest/Average/TerminationRate,MetaTest/coffee-button-v1/MaxReturn,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/StdReturn,Average/AverageDiscountedReturn,coffee-button-v1/AverageReturn,TotalEnvSteps,policy/dLoss,MetaTest/Average/StdReturn,Average/TerminationRate,coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/TerminationRate,coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/Iteration,LinearFeatureBaseline/ExplainedVariance
0.4,0.0,-46.639155019142784,93224.0194035777,7,41207.0544585735,10,0.4,4.4684896,-48.80705139597251,103138.80515966349,1.979025,37191.30235362455,41207.054458573504,341177.4136978494,0.59,0.59,10,41207.0544585735,93224.0194035777,100,-61.831123,100,133603.34184625844,0.0,70,-46.639155019142784,41207.054458573504,0.0049623307,0.0,133603.34184625844,70,52893.21410594879,37191.30235362455,103138.80515966349,1420000,63.81015,52893.21410594879,0.0,-48.80705139597251,0.0,341177.4136978494,7,0.269252227480277
,0.0,,84011.96257615207,,,,,4.45067,-46.90005422598665,95572.22883503436,-19.897224,33268.72901569614,,341499.796955086,0.66,0.66,,,84011.96257615207,100,-73.91733,100,,0.0,71,,,0.0049261698,,,71,,33268.72901569614,95572.22883503436,1440000,54.020103,,0.0,-46.90005422598665,,341499.796955086,,0.27416390208833397
,0.0,,91463.13773717018,,,,,4.4291983,-46.496727216751424,88750.31956979242,-22.505112,29287.907365989824,,341694.9415330522,0.57,0.57,,,91463.13773717018,100,-89.1947,100,,0.0,72,,,0.005195478,,,72,,29287.907365989824,88750.31956979242,1460000,66.68959,,0.0,-46.496727216751424,,341694.9415330522,,0.3043983819836954
,0.0,,90586.78955228892,,,,,4.413998,-45.07603683003132,102364.02673836873,62.79574,36172.3623765994,,346185.8337753531,0.68,0.68,,,90586.78955228892,100,-10.024663,100,,0.0,73,,,0.0064501977,,,73,,36172.3623765994,102364.02673836873,1480000,72.820404,,0.0,-45.07603683003132,,346185.8337753531,,0.3119918473844169
,0.0,,93004.57888930461,,,,,4.3941426,-49.22039190126377,107960.6669993412,19.868275,39202.694365269315,,331294.81998227956,0.59,0.59,,,93004.57888930461,100,-48.764614,100,,0.0,74,,,0.0054719565,,,74,,39202.694365269315,107960.6669993412,1500000,68.63289,,0.0,-49.22039190126377,,331294.81998227956,,0.3273502528079736
,0.0,,88997.59131927624,,,,,4.3693924,-46.68587909209173,103983.06766390585,-77.23522,37026.16565253542,,328232.14191961364,0.59,0.59,,,88997.59131927624,100,-98.9545,100,,0.0,75,,,0.010517055,,,75,,37026.16565253542,103983.06766390585,1520000,21.719276,,0.0,-46.68587909209173,,328232.14191961364,,0.3225003083780523
,0.0,,96631.6436333532,,,,,4.3381042,-44.00207475180387,111547.68899472462,-12.296988,39883.7471328567,,330783.57263066794,0.67,0.67,,,96631.6436333532,100,-80.32507,100,,0.0,76,,,0.0053814705,,,76,,39883.7471328567,111547.68899472462,1540000,68.02808,,0.0,-44.00207475180387,,330783.57263066794,,0.29762857637505513
,0.0,,103910.38425078847,,,,,4.2922735,-51.40057416707189,96335.63048828894,64.2268,36054.82602576599,,346377.81920186634,0.6,0.6,,,103910.38425078847,100,3.0382,100,,0.0,77,,,0.0042460077,,,77,,36054.82602576599,96335.63048828894,1560000,61.1886,,0.0,-51.40057416707189,,346377.81920186634,,0.39676714564007254
,0.0,,103512.50325044431,,,,,4.271317,-52.12263414671171,99431.18923873773,-21.786259,33858.65377620717,,333187.1043622312,0.57,0.57,,,103512.50325044431,100,-87.91361,100,,0.0,78,,,0.006008875,,,78,,33858.65377620717,99431.18923873773,1580000,66.12735,,0.0,-52.12263414671171,,333187.1043622312,,0.3812729140926402
,0.0,,96926.58496855931,,,,,4.2564936,-44.11766197698763,113526.46832877008,49.09091,38699.16098234207,,323241.9683764171,0.65,0.65,,,96926.58496855931,100,-23.604237,100,,0.0,79,,,0.004314403,,,79,,38699.16098234207,113526.46832877008,1600000,72.695145,,0.0,-44.11766197698763,,323241.9683764171,,0.272714936116897
0.5,0.0,-40.06647524507596,93671.68619381852,8,91980.58123866913,10,0.5,4.2236867,-54.330648765717214,106250.90440356916,-73.8533,37974.344991857506,91980.58123866914,350392.23166024475,0.68,0.68,10,91980.58123866913,93671.68619381852,100,-136.34279,100,299244.18878193595,0.0,80,-40.06647524507596,91980.58123866914,0.0057905866,0.0,299244.18878193595,80,104952.28529385375,37974.344991857506,106250.90440356916,1620000,62.489487,104952.28529385375,0.0,-54.330648765717214,0.0,350392.23166024475,8,0.3070403350796086
,0.0,,107869.14392438497,,,,,4.1933484,-47.33343081712816,116078.14655393288,52.3678,40943.79087875794,,351488.87977108674,0.67,0.67,,,107869.14392438497,100,-51.527805,100,,0.0,81,,,0.007760085,,,81,,40943.79087875794,116078.14655393288,1640000,103.89561,,0.0,-47.33343081712816,,351488.87977108674,,0.361240433909355
,0.0,,99821.21548339388,,,,,4.186616,-49.37426926687542,78982.2531419891,-113.79427,28376.300415584934,,337511.8310534812,0.53,0.53,,,99821.21548339388,100,-179.60945,100,,0.0,82,,,0.0046980833,,,82,,28376.300415584934,78982.2531419891,1660000,65.81518,,0.0,-49.37426926687542,,337511.8310534812,,0.35034363207474717
,0.0,,103765.37655014682,,,,,4.16648,-45.13237034685829,109212.49340078159,-19.825,39494.17614761752,,336454.1230094009,0.59,0.59,,,103765.37655014682,100,-108.3375,100,,0.0,83,,,0.0062029976,,,83,,39494.17614761752,109212.49340078159,1680000,88.5125,,0.0,-45.13237034685829,,336454.1230094009,,0.3451562369395422
,0.0,,104160.01161411362,,,,,4.1578517,-51.56260696531591,119547.20721806277,-80.09432,43308.42039882399,,332085.6822332547,0.71,0.71,,,104160.01161411362,100,-153.26483,100,,0.0,84,,,0.004742575,,,84,,43308.42039882399,119547.20721806277,1700000,73.17051,,0.0,-51.56260696531591,,332085.6822332547,,0.29505508268123826
,0.0,,102938.70478920621,,,,,4.145218,-49.002109587504876,109084.98809594903,-44.424175,39738.79479768631,,328042.74393243995,0.65,0.65,,,102938.70478920621,100,-82.4862,100,,0.0,85,,,0.0074019926,,,85,,39738.79479768631,109084.98809594903,1720000,38.062023,,0.0,-49.002109587504876,,328042.74393243995,,0.3156795843442618
,0.0,,114625.52872308249,,,,,4.1275854,-51.605832640889915,118012.66735219135,13.7433,41418.73515153497,,345129.7532706077,0.62,0.62,,,114625.52872308249,100,1.392825,100,,0.0,86,,,0.0106082475,,,86,,41418.73515153497,118012.66735219135,1740000,12.350475,,0.0,-51.605832640889915,,345129.7532706077,,0.47737624780017796
,0.0,,101422.17460095005,,,,,4.1099696,-49.10187985005292,119064.40692159708,55.388,41045.030942796075,,352321.5801983308,0.64,0.64,,,101422.17460095005,100,4.362225,100,,0.0,87,,,0.0050683245,,,87,,41045.030942796075,119064.40692159708,1760000,51.025776,,0.0,-49.10187985005292,,352321.5801983308,,0.29411745889875807
,0.0,,101329.72186070777,,,,,4.091796,-49.91158956877379,113536.32897479524,-85.20107,38627.43046915335,,350252.3161808082,0.59,0.59,,,101329.72186070777,100,-147.56192,100,,0.0,88,,,0.0067534302,,,88,,38627.43046915335,113536.32897479524,1780000,62.360847,,0.0,-49.91158956877379,,350252.3161808082,,0.3221818485410467
,0.0,,107296.80630944228,,,,,4.099998,-46.32891256243536,109760.39022489755,7.2726,38505.91890563558,,349936.5330315163,0.68,0.68,,,107296.80630944228,100,-56.74055,100,,0.0,89,,,0.005538477,,,89,,38505.91890563558,109760.39022489755,1800000,64.01315,,0.0,-46.32891256243536,,349936.5330315163,,0.3572918319098358
0.8,0.0,7000.646686156478,98183.85316765841,9,162786.6349064957,10,0.8,4.0859423,-52.16242052949032,123479.49838617702,-65.079926,44956.22667543962,162786.63490649563,345663.8890376579,0.69,0.69,10,162786.6349064957,98183.85316765841,100,-122.86476,100,252278.40155271668,0.0,90,7000.646686156478,162786.63490649563,0.005556099,0.0,252278.40155271668,90,81738.74818561523,44956.22667543962,123479.49838617702,1820000,57.784836,81738.74818561523,0.0,-52.16242052949032,0.0,345663.8890376579,9,0.38300012384965565
,0.0,,110824.26141982131,,,,,4.064022,-48.42579440248111,111865.94008798902,1.59825,37563.84296023601,,342269.04103854374,0.6,0.6,,,110824.26141982131,100,-57.39735,100,,0.0,91,,,0.0055334456,,,91,,37563.84296023601,111865.94008798902,1840000,58.9956,,0.0,-48.42579440248111,,342269.04103854374,,0.4024481051792246
,0.0,,104619.05220347054,,,,,4.0338674,-47.21237890068633,113838.5420925105,80.35213,39699.92031948098,,319560.7035524745,0.61,0.61,,,104619.05220347054,100,5.1994,100,,0.0,92,,,0.0055553196,,,92,,39699.92031948098,113838.5420925105,1860000,75.152725,,0.0,-47.21237890068633,,319560.7035524745,,0.32242151347026093
,0.0,,98633.41928624833,,,,,4.0010185,-50.30254771824445,115342.47042548582,27.01065,38537.021429778906,,363980.6300128372,0.61,0.61,,,98633.41928624833,100,-38.5826,100,,0.0,93,,,0.0056349426,,,93,,38537.021429778906,115342.47042548582,1880000,65.59325,,0.0,-50.30254771824445,,363980.6300128372,,0.32900232041503363
,0.0,,113854.61084916959,,,,,3.9960558,-48.07423585542413,115853.04786804979,102.2015,41552.395185913585,,333399.79641995183,0.69,0.69,,,113854.61084916959,100,31.7031,100,,0.0,94,,,0.0055006593,,,94,,41552.395185913585,115853.04786804979,1900000,70.4984,,0.0,-48.07423585542413,,333399.79641995183,,0.47333873266434456
,0.0,,106698.06685559453,,,,,4.0014606,-52.62072137903895,141524.94681858024,48.40015,49571.87902136555,,329723.877086878,0.62,0.62,,,106698.06685559453,100,46.0531,100,,0.0,95,,,0.010569764,,,95,,49571.87902136555,141524.94681858024,1920000,2.3470497,,0.0,-52.62072137903895,,329723.877086878,,0.33652351022205884
,0.0,,117721.22345172548,,,,,3.976032,-54.9737532329937,114225.16637732774,63.694473,41419.45524396934,,343708.7545870463,0.51,0.51,,,117721.22345172548,100,-14.226675,100,,0.0,96,,,0.0053130575,,,96,,41419.45524396934,114225.16637732774,1940000,77.92115,,0.0,-54.9737532329937,,343708.7545870463,,0.40552966551139713
,0.0,,97762.19763939857,,,,,3.9406128,-54.30578841116669,105410.73459663722,25.944662,36891.07084090331,,299817.2186578846,0.5,0.5,,,97762.19763939857,100,-42.466774,100,,0.0,97,,,0.00618802,,,97,,36891.07084090331,105410.73459663722,1960000,68.41144,,0.0,-54.30578841116669,,299817.2186578846,,0.275284205268839
,0.0,,116481.99024078442,,,,,3.9305074,-54.80409944969016,141557.02126458634,-57.451614,50025.941329974106,,354791.0526555202,0.64,0.64,,,116481.99024078442,100,-132.27806,100,,0.0,98,,,0.004672999,,,98,,50025.941329974106,141557.02126458634,1980000,74.82645,,0.0,-54.80409944969016,,354791.0526555202,,0.4789370785182857
,0.0,,112994.9849322393,,,,,3.927864,-56.751177439526685,124617.3090634758,-95.058624,44343.60686328172,,332008.56563207245,0.62,0.62,,,112994.9849322393,100,-177.50978,100,,0.0,99,,,0.0072282343,,,99,,44343.60686328172,124617.3090634758,2000000,82.45116,,0.0,-56.751177439526685,,332008.56563207245,,0.42124454005251677
