MetaTest/coffee-button-v1/SuccessRate,policy/KLBefore,MetaTest/Average/MinReturn,Average/StdReturn,MetaTest/Average/Iteration,MetaTest/coffee-button-v1/AverageReturn,MetaTest/Average/NumEpisodes,MetaTest/Average/SuccessRate,policy/Entropy,Average/MinReturn,Average/AverageReturn,policy/LossBefore,coffee-button-v1/AverageDiscountedReturn,MetaTest/Average/AverageDiscountedReturn,Average/MaxReturn,Average/SuccessRate,coffee-button-v1/SuccessRate,MetaTest/coffee-button-v1/NumEpisodes,MetaTest/Average/AverageReturn,coffee-button-v1/StdReturn,Average/NumEpisodes,policy/LossAfter,coffee-button-v1/NumEpisodes,MetaTest/Average/MaxReturn,coffee-button-v1/TerminationRate,Average/Iteration,MetaTest/coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/AverageDiscountedReturn,policy/KL,MetaTest/Average/TerminationRate,MetaTest/coffee-button-v1/MaxReturn,coffee-button-v1/Iteration,MetaTest/coffee-button-v1/StdReturn,Average/AverageDiscountedReturn,coffee-button-v1/AverageReturn,TotalEnvSteps,policy/dLoss,MetaTest/Average/StdReturn,Average/TerminationRate,coffee-button-v1/MinReturn,MetaTest/coffee-button-v1/TerminationRate,coffee-button-v1/MaxReturn,MetaTest/coffee-button-v1/Iteration,LinearFeatureBaseline/ExplainedVariance
,0.0,,33566.88202808742,,,,,5.389115,-45.47073035061658,10021.801744396347,-13.961675,4645.598124819158,,299429.5605408741,0.23,0.23,,,33566.88202808742,100,-31.312685,100,,0.0,16,,,0.006309433,,,16,,4645.598124819158,10021.801744396347,340000,17.35101,,0.0,-45.47073035061658,,299429.5605408741,,0.24898892735892986
,0.0,,19358.49675861793,,,,,5.372037,-47.871719689928135,9373.600732212448,15.588286,4683.300851737697,,88802.66979266427,0.23,0.23,,,19358.49675861793,100,2.9445,100,,0.0,17,,,0.005996606,,,17,,4683.300851737697,9373.600732212448,360000,12.643786,,0.0,-47.871719689928135,,88802.66979266427,,0.13893441466446488
,0.0,,57272.711875497116,,,,,5.3605433,-45.52747231186559,24432.621121237804,47.409786,10665.501000366605,,339817.0281363955,0.36,0.36,,,57272.711875497116,100,0.25096875,100,,0.0,18,,,0.006703036,,,18,,10665.501000366605,24432.621121237804,380000,47.158817,,0.0,-45.52747231186559,,339817.0281363955,,0.271098883574051
,0.0,,42367.43345406265,,,,,5.3526077,-48.536600553933496,19940.52771001057,45.36725,8983.69833618043,,308615.1638382573,0.31,0.31,,,42367.43345406265,100,15.712582,100,,0.0,19,,,0.0051621534,,,19,,8983.69833618043,19940.52771001057,400000,29.654667,,0.0,-48.536600553933496,,308615.1638382573,,0.28523046920067385
0.4,0.0,-41.02263800569165,30423.57016843376,2,72352.09494006058,10,0.4,5.3451514,-42.61684220604145,16436.740356997634,-25.469875,8019.377631831809,72352.09494006056,178139.6953699327,0.33,0.33,10,72352.09494006058,30423.57016843376,100,-45.36737,100,314165.7460526204,0.0,20,-41.02263800569165,72352.09494006056,0.004449211,0.0,314165.7460526204,20,111155.58029085542,8019.377631831809,16436.740356997634,420000,19.897495,111155.58029085542,0.0,-42.61684220604145,0.0,178139.6953699327,2,0.20844741516277288
,0.0,,47577.33372388458,,,,,5.3227835,-45.71716127792309,22659.85041391141,31.43215,9374.96060786219,,295744.22491298604,0.34,0.34,,,47577.33372388458,100,190.81575,100,,0.0,21,,,0.023016311,,,21,,9374.96060786219,22659.85041391141,440000,-159.3836,,0.0,-45.71716127792309,,295744.22491298604,,0.23430729776966008
,0.0,,32119.732468999995,,,,,5.2996364,-45.07111158402864,18170.04907302596,9.250175,7745.811947234961,,215797.39528880222,0.36,0.36,,,32119.732468999995,100,-12.176425,100,,0.0,22,,,0.0048922324,,,22,,7745.811947234961,18170.04907302596,460000,21.426601,,0.0,-45.07111158402864,,215797.39528880222,,0.23780076391401495
,0.0,,33694.6029942592,,,,,5.285771,-49.64626645936089,16263.579556045086,28.4455,7445.660140143163,,194267.3003363402,0.33,0.33,,,33694.6029942592,100,9.688812,100,,0.0,23,,,0.0040799947,,,23,,7445.660140143163,16263.579556045086,480000,18.756687,,0.0,-49.64626645936089,,194267.3003363402,,0.29156329282060345
,0.0,,36652.67353269974,,,,,5.2974386,-47.0532061505178,16412.46052745584,47.19145,7350.5116145533975,,261013.22239600017,0.25,0.25,,,36652.67353269974,100,25.276257,100,,0.0,24,,,0.0052797203,,,24,,7350.5116145533975,16412.46052745584,500000,21.915192,,0.0,-47.0532061505178,,261013.22239600017,,0.2237794592148492
,0.0,,32813.51606983408,,,,,5.2907815,-55.393197498878095,24855.11145010201,-4.466725,11485.562930015316,,140048.0805940845,0.53,0.53,,,32813.51606983408,100,-30.908562,100,,0.0,25,,,0.005188102,,,25,,11485.562930015316,24855.11145010201,520000,26.441837,,0.0,-55.393197498878095,,140048.0805940845,,0.2201751555596222
,0.0,,37458.64181957157,,,,,5.2651095,-49.538267032567674,20505.29171913792,27.459387,8353.859264255525,,237674.19411146283,0.32,0.32,,,37458.64181957157,100,1.05065,100,,0.0,26,,,0.0050121034,,,26,,8353.859264255525,20505.29171913792,540000,26.408737,,0.0,-49.538267032567674,,237674.19411146283,,0.2300533573656387
,0.0,,58766.30807184936,,,,,5.239082,-47.272226767551,26091.702571215243,-34.930977,10110.335235985722,,311887.18599145144,0.34,0.34,,,58766.30807184936,100,-73.93541,100,,0.0,27,,,0.011408299,,,27,,10110.335235985722,26091.702571215243,560000,39.004433,,0.0,-47.272226767551,,311887.18599145144,,0.31219201273597674
,0.0,,49143.16194089772,,,,,5.2273417,-47.59933177393308,28622.152096447884,77.44729,11939.901976517975,,314596.8402123786,0.39,0.39,,,49143.16194089772,100,41.19864,100,,0.0,28,,,0.0065291845,,,28,,11939.901976517975,28622.152096447884,580000,36.24865,,0.0,-47.59933177393308,,314596.8402123786,,0.25345641532098295
,0.0,,41293.182059030754,,,,,5.2225676,-49.25790821977722,24422.145734985657,23.286282,9078.087572966875,,263123.11836399196,0.33,0.33,,,41293.182059030754,100,1.4275062,100,,0.0,29,,,0.004382383,,,29,,9078.087572966875,24422.145734985657,600000,21.858776,,0.0,-49.25790821977722,,263123.11836399196,,0.27571482820700044
0.0,0.0,-50.7571628517616,36720.61999082097,3,-33.062204308283015,10,0.0,5.210075,-46.00672672567747,23599.999547177114,-2.4764469,9828.691613514313,-33.06220430828303,147231.82991995767,0.33,0.33,10,-33.062204308283015,36720.61999082097,100,-32.659008,100,-16.10515364768101,0.0,30,-50.7571628517616,-33.06220430828303,0.006710442,0.0,-16.10515364768101,30,10.827658332026544,9828.691613514313,23599.999547177114,620000,30.182562,10.827658332026544,0.0,-46.00672672567747,0.0,147231.82991995767,3,0.2972678638136398
,0.0,,53035.014503842416,,,,,5.185416,-43.52667343032651,32917.280962445395,-36.935097,13921.588228134566,,318926.96962843445,0.41,0.41,,,53035.014503842416,100,-74.78411,100,,0.0,31,,,0.00504227,,,31,,13921.588228134566,32917.280962445395,640000,37.849014,,0.0,-43.52667343032651,,318926.96962843445,,0.31582059581862143
,0.0,,37476.918145658055,,,,,5.1659446,-45.97635070507552,33471.42603520014,-5.0603685,13093.145499018156,,125183.24057424677,0.41,0.41,,,37476.918145658055,100,-36.28046,100,,0.0,32,,,0.0071237115,,,32,,13093.145499018156,33471.42603520014,660000,31.220093,,0.0,-45.97635070507552,,125183.24057424677,,0.2528099120627775
,0.0,,48692.69302797758,,,,,5.159896,-49.552773328719454,40034.392895198784,17.776918,16480.60187312885,,327670.47598540515,0.61,0.61,,,48692.69302797758,100,-20.386187,100,,0.0,33,,,0.0070772194,,,33,,16480.60187312885,40034.392895198784,680000,38.163105,,0.0,-49.552773328719454,,327670.47598540515,,0.26834600658910257
,0.0,,65949.388434963,,,,,5.1501665,-43.99226864588897,57449.6718098352,0.3442375,22351.777728630408,,344584.46220336284,0.58,0.58,,,65949.388434963,100,-40.342224,100,,0.0,34,,,0.00586775,,,34,,22351.777728630408,57449.6718098352,700000,40.686462,,0.0,-43.99226864588897,,344584.46220336284,,0.30922833648456594
,0.0,,47092.03850682321,,,,,5.1398363,-50.7424393250682,37562.01022594575,-7.7542596,14310.515567723362,,297821.2840601187,0.47,0.47,,,47092.03850682321,100,-39.213943,100,,0.0,35,,,0.004916793,,,35,,14310.515567723362,37562.01022594575,720000,31.459684,,0.0,-50.7424393250682,,297821.2840601187,,0.26183307406931333
,0.0,,55642.84184273352,,,,,5.1159587,-48.32840954991947,38045.88810718509,-3.5150921,14749.584430706762,,340867.9650701455,0.38,0.38,,,55642.84184273352,100,-41.006004,100,,0.0,36,,,0.0047697523,,,36,,14749.584430706762,38045.88810718509,740000,37.490913,,0.0,-48.32840954991947,,340867.9650701455,,0.2987611776728947
,0.0,,69607.45413358956,,,,,5.0841475,-48.61920488068215,46659.30356863503,5.532975,18206.104500168247,,316415.4316604893,0.4,0.4,,,69607.45413358956,100,-34.377827,100,,0.0,37,,,0.004908257,,,37,,18206.104500168247,46659.30356863503,760000,39.9108,,0.0,-48.61920488068215,,316415.4316604893,,0.2823930877902895
,0.0,,39839.22109854698,,,,,5.0605803,-50.04515693414541,35511.81089789878,-7.982194,14409.215040622015,,152897.26142204407,0.42,0.42,,,39839.22109854698,100,-40.909225,100,,0.0,38,,,0.0052159284,,,38,,14409.215040622015,35511.81089789878,780000,32.927032,,0.0,-50.04515693414541,,152897.26142204407,,0.24065509970646726
,0.0,,47816.36508302659,,,,,5.0562563,-47.62048061669767,42336.467839379766,9.233171,17264.648755980394,,329681.7310837647,0.45,0.45,,,47816.36508302659,100,-26.410566,100,,0.0,39,,,0.007997314,,,39,,17264.648755980394,42336.467839379766,800000,35.643738,,0.0,-47.62048061669767,,329681.7310837647,,0.24944050947648255
0.5,0.0,-40.31567298481732,88348.29945048365,4,63045.069842939985,10,0.5,5.0323796,-45.12705279251795,54915.691210151424,139.58937,20741.21163862529,63045.069842940036,327906.5736130104,0.44,0.44,10,63045.069842939985,88348.29945048365,100,88.34888,100,280494.0463675391,0.0,40,-40.31567298481732,63045.069842940036,0.0064621842,0.0,280494.0463675391,40,80545.44005563614,20741.21163862529,54915.691210151424,820000,51.240494,80545.44005563614,0.0,-45.12705279251795,0.0,327906.5736130104,4,0.36764682182939545
,0.0,,81023.87091799523,,,,,4.994995,-46.90345002511422,53458.620658338514,38.59234,20422.937674593624,,340411.7532627825,0.46,0.46,,,81023.87091799523,100,-17.054443,100,,0.0,41,,,0.007955568,,,41,,20422.937674593624,53458.620658338514,840000,55.646782,,0.0,-46.90345002511422,,340411.7532627825,,0.32451933258804744
,0.0,,63282.30799989327,,,,,4.9707885,-46.87781856483234,58796.79416515339,73.54224,24877.36139078579,,343492.2540151955,0.64,0.64,,,63282.30799989327,100,25.215212,100,,0.0,42,,,0.0054991464,,,42,,24877.36139078579,58796.79416515339,860000,48.327026,,0.0,-46.87781856483234,,343492.2540151955,,0.263831489505605
,0.0,,73680.94968548253,,,,,4.959991,-43.79117089251466,59771.30953305588,25.424112,22461.704199266504,,344048.36591681547,0.55,0.55,,,73680.94968548253,100,-24.52607,100,,0.0,43,,,0.0043715117,,,43,,22461.704199266504,59771.30953305588,880000,49.95018,,0.0,-43.79117089251466,,344048.36591681547,,0.33498639613685877
,0.0,,67850.0239583581,,,,,4.930045,-47.873112949809816,57199.719455017985,-21.063313,21483.66087481318,,298883.12509510654,0.54,0.54,,,67850.0239583581,100,-75.20924,100,,0.0,44,,,0.0058876537,,,44,,21483.66087481318,57199.719455017985,900000,54.14593,,0.0,-47.873112949809816,,298883.12509510654,,0.2736571678554929
,0.0,,59611.4048800207,,,,,4.903434,-46.41720439417381,49796.23217359218,22.185,18795.232540523757,,321567.9266162938,0.47,0.47,,,59611.4048800207,100,-14.34515,100,,0.0,45,,,0.00578808,,,45,,18795.232540523757,49796.23217359218,920000,36.53015,,0.0,-46.41720439417381,,321567.9266162938,,0.24922725297544834
,0.0,,53841.08250640056,,,,,4.8856726,-48.703908979394605,53100.00209158586,-27.654806,20999.769516215543,,278722.00390402024,0.55,0.55,,,53841.08250640056,100,-66.86512,100,,0.0,46,,,0.0067701507,,,46,,20999.769516215543,53100.00209158586,940000,39.21031,,0.0,-48.703908979394605,,278722.00390402024,,0.23445611410128808
,0.0,,74485.56085777374,,,,,4.858743,-44.7191281352044,55585.96285184687,-53.6777,19466.031233353686,,305866.2461843662,0.5,0.5,,,74485.56085777374,100,-107.54285,100,,0.0,47,,,0.007167123,,,47,,19466.031233353686,55585.96285184687,960000,53.865147,,0.0,-44.7191281352044,,305866.2461843662,,0.3168576306645021
,0.0,,61275.169671560485,,,,,4.819229,-47.38553571989161,62108.48593902264,-31.870838,23667.446140398377,,308113.61489124113,0.5,0.5,,,61275.169671560485,100,-21.741562,100,,0.0,48,,,0.017250804,,,48,,23667.446140398377,62108.48593902264,980000,-10.129276,,0.0,-47.38553571989161,,308113.61489124113,,0.24794016231350025
,0.0,,68001.14903278234,,,,,4.7740965,-47.442913920407754,51893.14078856129,-26.726913,19245.688912722646,,331403.2552245637,0.48,0.48,,,68001.14903278234,100,-72.798935,100,,0.0,49,,,0.007816248,,,49,,19245.688912722646,51893.14078856129,1000000,46.07202,,0.0,-47.442913920407754,,331403.2552245637,,0.24486693860868847
0.9,0.0,-36.737450145728616,62489.46723440697,5,109223.19914700245,10,0.9,4.7388873,-47.2090973011432,57099.66187130351,-21.763975,23423.788196692472,109223.19914700245,299652.3722107666,0.61,0.61,10,109223.19914700245,62489.46723440697,100,-67.49507,100,343306.63440363656,0.0,50,-36.737450145728616,109223.19914700245,0.007100134,0.0,343306.63440363656,50,90916.90640523337,23423.788196692472,57099.66187130351,1020000,45.731094,90916.90640523337,0.0,-47.2090973011432,0.0,299652.3722107666,5,0.24437961493832416
,0.0,,57473.534046745524,,,,,4.7283525,-45.011889517980975,51041.185005348176,19.102,19930.30030999396,,280347.3734424727,0.48,0.48,,,57473.534046745524,100,-21.944237,100,,0.0,51,,,0.005457719,,,51,,19930.30030999396,51041.185005348176,1040000,41.046234,,0.0,-45.011889517980975,,280347.3734424727,,0.2413887774046919
,0.0,,71199.71142803716,,,,,4.7218957,-47.90762210022692,61483.910478172686,-70.40292,24133.88509837504,,344926.088987908,0.51,0.51,,,71199.71142803716,100,-120.81154,100,,0.0,52,,,0.0041230554,,,52,,24133.88509837504,61483.910478172686,1060000,50.408615,,0.0,-47.90762210022692,,344926.088987908,,0.2743014673256865
,0.0,,96754.2394687603,,,,,4.708606,-43.78901048044438,78560.88451659677,13.28315,28411.447146179584,,344999.2385167259,0.56,0.56,,,96754.2394687603,100,-61.53415,100,,0.0,53,,,0.0055001234,,,53,,28411.447146179584,78560.88451659677,1080000,74.8173,,0.0,-43.78901048044438,,344999.2385167259,,0.3921204855614666
,0.0,,83488.00529783171,,,,,4.7016144,-42.562815127873044,75320.92760291407,18.125504,27140.36169510213,,332032.40260817675,0.51,0.51,,,83488.00529783171,100,-44.798187,100,,0.0,54,,,0.0062736915,,,54,,27140.36169510213,75320.92760291407,1100000,62.92369,,0.0,-42.562815127873044,,332032.40260817675,,0.3104139739491595
,0.0,,80541.33227369956,,,,,4.691087,-48.03175121510301,74092.35894230973,-111.57465,28111.048324865103,,340535.3509334065,0.56,0.56,,,80541.33227369956,100,-159.2078,100,,0.0,55,,,0.008293631,,,55,,28111.048324865103,74092.35894230973,1120000,47.63314,,0.0,-48.03175121510301,,340535.3509334065,,0.3391803541267202
,0.0,,70420.46999405249,,,,,4.6863394,-46.86475428181126,84656.53268015893,87.44011,31310.132374400044,,319933.8500438028,0.66,0.66,,,70420.46999405249,100,27.5298,100,,0.0,56,,,0.0064649056,,,56,,31310.132374400044,84656.53268015893,1140000,59.91031,,0.0,-46.86475428181126,,319933.8500438028,,0.2501073493098205
,0.0,,77817.608400421,,,,,4.6817026,-49.29713777950659,67886.33380296426,-40.065437,24611.943930222387,,346464.3942518179,0.59,0.59,,,77817.608400421,100,-87.89625,100,,0.0,57,,,0.0035854927,,,57,,24611.943930222387,67886.33380296426,1160000,47.83081,,0.0,-49.29713777950659,,346464.3942518179,,0.29181651345669024
,0.0,,76847.97631228542,,,,,4.6669836,-46.800051359558495,82241.04714207933,30.237337,31130.688174669536,,334993.64543462184,0.59,0.59,,,76847.97631228542,100,-31.484388,100,,0.0,58,,,0.0068955645,,,58,,31130.688174669536,82241.04714207933,1180000,61.721725,,0.0,-46.800051359558495,,334993.64543462184,,0.24749944073326058
,0.0,,81004.61174513228,,,,,4.6560817,-49.654745103382666,73892.77545422461,-39.242508,27698.38521698164,,342325.6513478921,0.6,0.6,,,81004.61174513228,100,-95.86189,100,,0.0,59,,,0.0065741516,,,59,,27698.38521698164,73892.77545422461,1200000,56.619385,,0.0,-49.654745103382666,,342325.6513478921,,0.2681792145963573
0.7,0.0,-33.879344898138044,83155.24679505122,6,122553.04938023991,10,0.7,4.6542635,-47.97553326234716,71274.74435893219,44.93287,26183.2946712608,122553.04938023991,352529.2204979145,0.56,0.56,10,122553.04938023991,83155.24679505122,100,-14.183856,100,315981.7349552387,0.0,60,-33.879344898138044,122553.04938023991,0.006452871,0.0,315981.7349552387,60,104542.36062235526,26183.2946712608,71274.74435893219,1220000,59.116726,104542.36062235526,0.0,-47.97553326234716,0.0,352529.2204979145,6,0.25874954405053985
,0.0,,78635.9823196993,,,,,4.63236,-50.93486917403521,90617.06566288367,9.465175,34643.6425871317,,314168.675058368,0.65,0.65,,,78635.9823196993,100,-20.358625,100,,0.0,61,,,0.00909005,,,61,,34643.6425871317,90617.06566288367,1240000,29.8238,,0.0,-50.93486917403521,,314168.675058368,,0.33831234764127627
,0.0,,73259.2989064667,,,,,4.609631,-48.034172309781106,77215.81197112967,-16.3268,27789.750047459933,,274325.76402485924,0.61,0.61,,,73259.2989064667,100,-75.06885,100,,0.0,62,,,0.006952079,,,62,,27789.750047459933,77215.81197112967,1260000,58.74205,,0.0,-48.034172309781106,,274325.76402485924,,0.2918486970675013
,0.0,,76917.62337679892,,,,,4.58652,-43.94146242454597,84431.38814454454,-8.87475,31401.530905533167,,311295.5260732389,0.54,0.54,,,76917.62337679892,100,-66.05415,100,,0.0,63,,,0.00880507,,,63,,31401.530905533167,84431.38814454454,1280000,57.179405,,0.0,-43.94146242454597,,311295.5260732389,,0.24958369867726904
,0.0,,91568.8545783896,,,,,4.5685925,-53.22349991671662,92825.08236769095,-40.997173,35158.45280785527,,345080.6517332948,0.61,0.61,,,91568.8545783896,100,-18.4047,100,,0.0,64,,,0.012369497,,,64,,35158.45280785527,92825.08236769095,1300000,-22.592474,,0.0,-53.22349991671662,,345080.6517332948,,0.26115919850916447
,0.0,,87184.47135326262,,,,,4.560574,-49.57818940330211,86861.23869648164,-38.71825,32169.71165632422,,331438.9765178496,0.66,0.66,,,87184.47135326262,100,-54.97855,100,,0.0,65,,,0.011238588,,,65,,32169.71165632422,86861.23869648164,1320000,16.2603,,0.0,-49.57818940330211,,331438.9765178496,,0.3652860924888456
,0.0,,91013.84111942805,,,,,4.5423737,-49.410789756716525,83287.47064625859,-51.943714,29818.243605808457,,339057.9956931801,0.51,0.51,,,91013.84111942805,100,-114.80461,100,,0.0,66,,,0.0053428193,,,66,,29818.243605808457,83287.47064625859,1340000,62.860897,,0.0,-49.410789756716525,,339057.9956931801,,0.3120222248811009
,0.0,,76939.92242514284,,,,,4.524879,-48.45937456452514,75014.91094391387,-25.389057,27511.45909601614,,328475.55644470884,0.59,0.59,,,76939.92242514284,100,-81.06665,100,,0.0,67,,,0.00626534,,,67,,27511.45909601614,75014.91094391387,1360000,55.677593,,0.0,-48.45937456452514,,328475.55644470884,,0.3000433023914799
,0.0,,78491.89009961773,,,,,4.4992456,-46.33860741679409,93664.93315377487,-18.591694,33197.91794572913,,322756.7389839575,0.66,0.66,,,78491.89009961773,100,-54.320656,100,,0.0,68,,,0.008455981,,,68,,33197.91794572913,93664.93315377487,1380000,35.728962,,0.0,-46.33860741679409,,322756.7389839575,,0.25124442586399565
,0.0,,95015.71145125455,,,,,4.4814067,-49.081503765902625,103622.10616747687,-12.59675,36991.89576390593,,358179.3088593905,0.58,0.58,,,95015.71145125455,100,-84.04382,100,,0.0,69,,,0.007159023,,,69,,36991.89576390593,103622.10616747687,1400000,71.447075,,0.0,-49.081503765902625,,358179.3088593905,,0.4235345370880709
